Time,weather
2023-12-22,44
2023-12-23,44
2023-12-24,44
2023-12-25,47
2023-12-26,48
2023-12-27,46
2023-12-28,44
2023-12-29,43
2023-12-30,44
2023-12-31,38
2024-01-01,39
2024-01-02,43
2024-01-03,49
2024-01-04,49
2024-01-05,55
2024-01-06,71
2024-01-07,61
2024-01-08,73
2024-01-09,100
2024-01-10,69
2024-01-11,71
2024-01-12,93
2024-01-13,89
2024-01-14,92
2024-01-15,98
2024-01-16,97
2024-01-17,78
2024-01-18,75
2024-01-19,77
2024-01-20,64
2024-01-21,64
2024-01-22,66
2024-01-23,58
2024-01-24,54
2024-01-25,48
2024-01-26,41
2024-01-27,39
2024-01-28,42
2024-01-29,37
2024-01-30,34
2024-01-31,37
2024-02-01,39
2024-02-02,39
2024-02-03,40
2024-02-04,47
2024-02-05,45
2024-02-06,38
2024-02-07,36
2024-02-08,38
2024-02-09,40
2024-02-10,42
2024-02-11,39
2024-02-12,47
2024-02-13,46
2024-02-14,34
2024-02-15,40
2024-02-16,44
2024-02-17,48
2024-02-18,42
2024-02-19,39
2024-02-20,37
2024-02-21,34
2024-02-22,36
2024-02-23,38
2024-02-24,37
2024-02-25,34
2024-02-26,42
2024-02-27,48
2024-02-28,55
2024-02-29,43
2024-03-01,45
2024-03-02,50
2024-03-03,48
2024-03-04,45
2024-03-05,44
2024-03-06,44
2024-03-07,42
2024-03-08,45
2024-03-09,43
2024-03-10,40
2024-03-11,37
2024-03-12,38
2024-03-13,41
2024-03-14,51
2024-03-15,53
2024-03-16,45
2024-03-17,44
2024-03-18,41
2024-03-19,36
2024-03-20,41
2024-03-21,42
2024-03-22,51
2024-03-23,52
2024-03-24,50
2024-03-25,46
2024-03-26,46
2024-03-27,43
2024-03-28,42
2024-03-29,39
2024-03-30,46
2024-03-31,44
2024-04-01,50
2024-04-02,59
2024-04-03,55
2024-04-04,47
2024-04-05,45
2024-04-06,41
2024-04-07,42
2024-04-08,44
2024-04-09,44
2024-04-10,49
2024-04-11,49
2024-04-12,44
2024-04-13,42
2024-04-14,43
2024-04-15,41
2024-04-16,44
2024-04-17,44
2024-04-18,42
2024-04-19,40
2024-04-20,47
2024-04-21,44
2024-04-22,37
2024-04-23,41
2024-04-24,39
2024-04-25,40
2024-04-26,47
2024-04-27,53
2024-04-28,51
2024-04-29,44
2024-04-30,43
2024-05-01,40
2024-05-02,44
2024-05-03,48
2024-05-04,55
2024-05-05,51
2024-05-06,47
2024-05-07,50
2024-05-08,55
2024-05-09,57
2024-05-10,47
2024-05-11,44
2024-05-12,44
2024-05-13,50
2024-05-14,48
2024-05-15,45
2024-05-16,47
2024-05-17,48
2024-05-18,50
2024-05-19,43
2024-05-20,41
2024-05-21,46
2024-05-22,46
2024-05-23,49
2024-05-24,49
2024-05-25,52
2024-05-26,63
2024-05-27,59
2024-05-28,49
2024-05-29,43
2024-05-30,40
2024-05-31,43
2024-06-01,46
2024-06-02,46
2024-06-03,40
2024-06-04,43
2024-06-05,53
2024-06-06,45
2024-06-07,38
2024-06-08,43
2024-06-09,42
2024-06-10,40
2024-06-11,38
2024-06-12,38
2024-06-13,41
2024-06-14,43
2024-06-15,39
2024-06-16,39
2024-06-17,45
2024-06-18,45
2024-06-19,45
2024-06-20,43
2024-06-21,46
2024-06-22,51
2024-06-23,52
2024-06-24,41
2024-06-25,45
2024-06-26,51
2024-06-27,45
2024-06-28,39
2024-06-29,52
2024-06-30,57
2024-07-01,42
2024-07-02,39
2024-07-03,45
2024-07-04,55
2024-07-05,59
2024-07-06,54
2024-07-07,51
2024-07-08,53
2024-07-09,50
2024-07-10,49
2024-07-11,43
2024-07-12,45
2024-07-13,42
2024-07-14,40
2024-07-15,45
2024-07-16,47
2024-07-17,49
2024-07-18,42
2024-07-19,36
2024-07-20,44
2024-07-21,45
2024-07-22,45
2024-07-23,44
2024-07-24,44
2024-07-25,40
2024-07-26,35
2024-07-27,35
2024-07-28,40
2024-07-29,43
2024-07-30,40
2024-07-31,42
2024-08-01,41
2024-08-02,49
2024-08-03,51
2024-08-04,53
2024-08-05,48
2024-08-06,50
2024-08-07,48
2024-08-08,46
2024-08-09,45
2024-08-10,35
2024-08-11,33
2024-08-12,34
2024-08-13,31
2024-08-14,32
2024-08-15,35
2024-08-16,38
2024-08-17,46
2024-08-18,45
2024-08-19,37
2024-08-20,33
2024-08-21,30
2024-08-22,32
2024-08-23,33
2024-08-24,34
2024-08-25,33
2024-08-26,36
2024-08-27,39
2024-08-28,40
2024-08-29,41
2024-08-30,43
2024-08-31,41
2024-09-01,42
2024-09-02,38
2024-09-03,33
2024-09-04,33
2024-09-05,39
2024-09-06,44
2024-09-07,43
2024-09-08,36
2024-09-09,35
2024-09-10,35
2024-09-11,35
2024-09-12,36
2024-09-13,35
2024-09-14,35
2024-09-15,32
2024-09-16,37
