Time,email
2022-01-01,40.0
2022-01-02,44.0
2022-01-03,77.0
2022-01-04,99.0
2022-01-05,92.0
2022-01-06,74.0
2022-01-07,82.0
2022-01-08,55.0
2022-01-09,48.0
2022-01-10,83.0
2022-01-11,92.0
2022-01-12,91.0
2022-01-13,85.0
2022-01-14,66.0
2022-01-15,52.0
2022-01-16,41.0
2022-01-17,61.0
2022-01-18,84.0
2022-01-19,85.0
2022-01-20,85.0
2022-01-21,82.0
2022-01-22,55.0
2022-01-23,49.0
2022-01-24,100.0
2022-01-25,80.0
2022-01-26,78.0
2022-01-27,82.0
2022-01-28,86.0
2022-01-29,55.0
2022-01-30,47.0
2022-01-31,85.0
2022-02-01,90.0
2022-02-02,89.0
2022-02-03,87.0
2022-02-04,85.0
2022-02-05,53.0
2022-02-06,49.0
2022-02-07,86.0
2022-02-08,90.0
2022-02-09,85.0
2022-02-10,77.0
2022-02-11,81.0
2022-02-12,58.0
2022-02-13,45.0
2022-02-14,74.0
2022-02-15,88.0
2022-02-16,87.0
2022-02-17,88.0
2022-02-18,78.0
2022-02-19,50.0
2022-02-20,46.0
2022-02-21,75.0
2022-02-22,84.0
2022-02-23,86.0
2022-02-24,80.0
2022-02-25,80.0
2022-02-26,52.0
2022-02-27,46.0
2022-02-28,87.0
2022-03-01,87.0
2022-03-02,86.0
2022-03-03,86.0
2022-03-04,78.0
2022-03-05,52.0
2022-03-06,45.0
2022-03-07,82.0
2022-03-08,84.0
2022-03-09,84.0
2022-03-10,86.0
2022-03-11,76.0
2022-03-12,50.0
2022-03-13,48.0
2022-03-14,81.0
2022-03-15,84.0
2022-03-16,84.0
2022-03-17,81.0
2022-03-18,78.0
2022-03-19,49.0
2022-03-20,46.0
2022-03-21,82.0
2022-03-22,81.0
2022-03-23,83.0
2022-03-24,86.0
2022-03-25,78.0
2022-03-26,49.0
2022-03-27,49.0
2022-03-28,79.0
2022-03-29,85.0
2022-03-30,85.0
2022-03-31,86.0
2022-04-01,77.0
2022-04-02,53.0
2022-04-03,48.0
2022-04-04,83.0
2022-04-05,87.0
2022-04-06,87.0
2022-04-07,84.0
2022-04-08,76.0
2022-04-09,52.0
2022-04-10,48.0
2022-04-11,84.0
2022-04-12,86.0
2022-04-13,88.0
2022-04-14,84.0
2022-04-15,72.0
2022-04-16,48.0
2022-04-17,43.0
2022-04-18,83.0
2022-04-19,85.0
2022-04-20,84.0
2022-04-21,80.0
2022-04-22,78.0
2022-04-23,50.0
2022-04-24,47.0
2022-04-25,84.0
2022-04-26,88.0
2022-04-27,86.0
2022-04-28,85.0
2022-04-29,77.0
2022-04-30,49.0
2022-05-01,45.0
2022-05-02,87.0
2022-05-03,88.0
2022-05-04,86.0
2022-05-05,83.0
2022-05-06,78.0
2022-05-07,51.0
2022-05-08,44.0
2022-05-09,84.0
2022-05-10,88.0
2022-05-11,88.0
2022-05-12,86.0
2022-05-13,77.0
2022-05-14,47.0
2022-05-15,45.0
2022-05-16,83.0
2022-05-17,85.0
2022-05-18,84.0
2022-05-19,85.0
2022-05-20,77.0
2022-05-21,48.0
2022-05-22,43.0
2022-05-23,84.0
2022-05-24,84.0
2022-05-25,84.0
2022-05-26,85.0
2022-05-27,75.0
2022-05-28,45.0
2022-05-29,41.0
2022-05-30,48.0
2022-05-31,85.0
2022-06-01,88.0
2022-06-02,84.0
2022-06-03,79.0
2022-06-04,49.0
2022-06-05,44.0
2022-06-06,82.0
2022-06-07,88.0
2022-06-08,89.0
2022-06-09,87.0
2022-06-10,79.0
2022-06-11,46.0
2022-06-12,46.0
2022-06-13,81.0
2022-06-14,85.0
2022-06-15,84.0
2022-06-16,84.0
2022-06-17,76.0
2022-06-18,48.0
2022-06-19,42.0
2022-06-20,73.0
2022-06-21,85.0
2022-06-22,83.0
2022-06-23,87.0
2022-06-24,74.0
2022-06-25,50.0
2022-06-26,45.0
2022-06-27,85.0
2022-06-28,86.0
2022-06-29,85.0
2022-06-30,85.0
2022-07-01,77.0
2022-07-02,48.0
2022-07-03,41.0
2022-07-04,45.0
2022-07-05,77.0
2022-07-06,87.0
2022-07-07,83.0
2022-07-08,77.0
2022-07-09,49.0
2022-07-10,46.0
2022-07-11,86.0
2022-07-12,84.0
2022-07-13,87.0
2022-07-14,85.0
2022-07-15,75.0
2022-07-16,48.0
2022-07-17,46.0
2022-07-18,85.0
2022-07-19,85.0
2022-07-20,87.0
2022-07-21,83.0
2022-07-22,78.0
2022-07-23,49.0
2022-07-24,46.0
2022-07-25,89.0
2022-07-26,87.0
2022-07-27,87.0
2022-07-28,84.0
2022-07-29,81.0
2022-07-30,49.0
2022-07-31,49.0
2022-08-01,84.0
2022-08-02,90.0
2022-08-03,90.0
2022-08-04,84.0
2022-08-05,81.0
2022-08-06,50.0
2022-08-07,49.0
2022-08-08,87.0
2022-08-09,93.0
2022-08-10,93.0
2022-08-11,88.0
2022-08-12,82.0
2022-08-13,50.0
2022-08-14,50.0
2022-08-15,89.0
2022-08-16,91.0
2022-08-17,89.0
2022-08-18,92.0
2022-08-19,85.0
2022-08-20,54.0
2022-08-21,52.0
2022-08-22,94.0
2022-08-23,98.0
2022-08-24,98.0
2022-08-25,95.0
2022-08-26,88.0
2022-08-27,55.0
2022-08-28,52.0
2022-08-29,97.3630354309889
2022-08-30,95.38577472236912
2022-08-31,91.93125330512957
2022-09-01,91.93125330512957
2022-09-02,84.02221047065046
2022-09-03,46.95425700687467
2022-09-04,46.45425700687467
2022-09-05,55.85193019566368
2022-09-06,92.41988365943945
2022-09-07,96.37440507667901
2022-09-08,88.9653622421999
2022-09-09,83.03358011634057
2022-09-10,49.92014806980434
2022-09-11,46.95425700687467
2022-09-12,89.95399259650979
2022-09-13,92.91988365943945
2022-09-14,92.41988365943945
2022-09-15,90.44262295081968
2022-09-16,87.47673188789001
2022-09-17,48.93151771549445
2022-09-18,47.94288736118456
2022-09-19,87.97673188789001
2022-09-20,91.43125330512957
2022-09-21,89.95399259650979
2022-09-22,87.47673188789001
2022-09-23,83.03358011634057
2022-09-24,46.95425700687467
2022-09-25,43.988365943945006
2022-09-26,82.04494976203068
2022-09-27,84.51084082496035
2022-09-28,85.0216816499207
2022-09-29,82.08989952406137
2022-09-30,78.18085668958224
2022-10-01,48.8630354309889
2022-10-02,44.95399259650979
2022-10-03,85.0216816499207
2022-10-04,85.0216816499207
2022-10-05,90.88524590163937
2022-10-06,90.88524590163937
2022-10-07,81.11263881544158
2022-10-08,49.84029613960868
2022-10-09,45.93125330512957
2022-10-10,78.18085668958224
2022-10-11,90.88524590163937
2022-10-12,88.9307244843998
2022-10-13,85.99894235854048
2022-10-14,75.24907456372291
2022-10-15,48.8630354309889
2022-10-16,47.88577472236913
2022-10-17,85.99894235854048
2022-10-18,89.90798519301958
2022-10-19,93.8170280274987
2022-10-20,88.9307244843998
2022-10-21,81.11263881544158
2022-10-22,49.84029613960868
2022-10-23,45.93125330512957
2022-10-24,85.99894235854048
2022-10-25,90.88524590163937
2022-10-26,89.90798519301958
2022-10-27,90.88524590163937
2022-10-28,80.1353781068218
2022-10-29,47.88577472236913
2022-10-30,46.90851401374935
2022-10-31,85.99894235854048
2022-11-01,86.97620306716026
2022-11-02,87.95346377578002
2022-11-03,90.88524590163937
2022-11-04,82.08989952406137
2022-11-05,50.81755684822846
2022-11-06,45.93125330512957
2022-11-07,85.0216816499207
2022-11-08,79.15811739820202
2022-11-09,77.20359598096248
2022-11-10,83.06716023268113
2022-11-11,73.29455314648335
2022-11-12,47.88577472236913
2022-11-13,45.93125330512957
2022-11-14,84.04442094130091
2022-11-15,89.90798519301958
2022-11-16,89.90798519301958
2022-11-17,87.95346377578002
2022-11-18,79.15811739820202
2022-11-19,49.84029613960868
2022-11-20,44.95399259650979
2022-11-21,80.1353781068218
2022-11-22,80.1353781068218
2022-11-23,71.3400317292438
2022-11-24,38.11316763617135
2022-11-25,47.88577472236913
2022-11-26,43.97673188789001
2022-11-27,46.90851401374935
2022-11-28,83.06716023268113
2022-11-29,86.97620306716026
2022-11-30,85.99894235854048
2022-12-01,85.99894235854048
2022-12-02,78.18085668958224
