Time,priceline
2022-05-08,71.0
2022-05-09,75.0
2022-05-10,82.0
2022-05-11,76.0
2022-05-12,81.0
2022-05-13,79.0
2022-05-14,83.0
2022-05-15,73.0
2022-05-16,74.0
2022-05-17,81.0
2022-05-18,78.0
2022-05-19,76.0
2022-05-20,78.0
2022-05-21,82.0
2022-05-22,75.0
2022-05-23,82.0
2022-05-24,87.0
2022-05-25,80.0
2022-05-26,82.0
2022-05-27,83.0
2022-05-28,87.0
2022-05-29,72.0
2022-05-30,76.0
2022-05-31,78.0
2022-06-01,80.0
2022-06-02,84.0
2022-06-03,82.0
2022-06-04,79.0
2022-06-05,77.0
2022-06-06,76.0
2022-06-07,83.0
2022-06-08,87.0
2022-06-09,86.0
2022-06-10,84.0
2022-06-11,79.0
2022-06-12,80.0
2022-06-13,84.0
2022-06-14,83.0
2022-06-15,83.0
2022-06-16,90.0
2022-06-17,91.0
2022-06-18,80.0
2022-06-19,75.0
2022-06-20,82.0
2022-06-21,84.0
2022-06-22,86.0
2022-06-23,89.0
2022-06-24,80.0
2022-06-25,83.0
2022-06-26,82.0
2022-06-27,81.0
2022-06-28,87.0
2022-06-29,86.0
2022-06-30,85.0
2022-07-01,92.0
2022-07-02,83.0
2022-07-03,70.0
2022-07-04,70.0
2022-07-05,80.0
2022-07-06,80.0
2022-07-07,84.0
2022-07-08,83.0
2022-07-09,76.0
2022-07-10,74.0
2022-07-11,86.0
2022-07-12,84.0
2022-07-13,78.0
2022-07-14,83.0
2022-07-15,81.0
2022-07-16,82.0
2022-07-17,76.0
2022-07-18,80.0
2022-07-19,88.0
2022-07-20,81.0
2022-07-21,82.0
2022-07-22,92.0
2022-07-23,81.0
2022-07-24,73.0
2022-07-25,81.0
2022-07-26,82.0
2022-07-27,79.0
2022-07-28,87.0
2022-07-29,76.0
2022-07-30,69.0
2022-07-31,78.0
2022-08-01,79.0
2022-08-02,82.0
2022-08-03,78.0
2022-08-04,83.0
2022-08-05,80.0
2022-08-06,77.0
2022-08-07,75.0
2022-08-08,72.0
2022-08-09,78.0
2022-08-10,75.0
2022-08-11,73.0
2022-08-12,75.0
2022-08-13,68.0
2022-08-14,67.0
2022-08-15,70.0
2022-08-16,76.0
2022-08-17,74.0
2022-08-18,73.0
2022-08-19,74.0
2022-08-20,66.0
2022-08-21,70.0
2022-08-22,67.0
2022-08-23,74.0
2022-08-24,70.0
2022-08-25,70.0
2022-08-26,72.0
2022-08-27,70.0
2022-08-28,67.0
2022-08-29,70.01622624014836
2022-08-30,70.01622624014836
2022-08-31,71.85999072786277
2022-09-01,72.78187297171998
2022-09-02,70.93810848400557
2022-09-03,65.90681502086231
2022-09-04,64.06305053314789
2022-09-05,65.90681502086231
2022-09-06,63.141168289290675
2022-09-07,65.90681502086231
2022-09-08,63.141168289290675
2022-09-09,64.9849327770051
2022-09-10,59.95363931386184
2022-09-11,57.68799258229022
2022-09-12,64.9849327770051
2022-09-13,65.40681502086231
2022-09-14,70.01622624014836
2022-09-15,70.01622624014836
2022-09-16,69.09434399629114
2022-09-17,66.82869726471952
2022-09-18,60.375521557719054
2022-09-19,63.141168289290675
2022-09-20,69.09434399629114
2022-09-21,70.93810848400557
2022-09-22,67.75057950857672
2022-09-23,68.17246175243393
2022-09-24,66.32869726471952
2022-09-25,60.875521557719054
2022-09-26,61.797403801576266
2022-09-27,64.9849327770051
2022-09-28,63.28233657858136
2022-09-29,59.90727862772369
2022-09-30,65.81363004172462
2022-10-01,64.9698655540102
2022-10-02,59.90727862772369
2022-10-03,64.12610106629577
2022-10-04,67.50115901715346
2022-10-05,71.71998145572555
2022-10-06,69.18868799258229
2022-10-07,70.87621696801112
2022-10-08,66.65739452943903
2022-10-09,60.75104311543811
2022-10-10,61.594807603152525
2022-10-11,62.43857209086694
2022-10-12,64.9698655540102
2022-10-13,63.28233657858136
2022-10-14,63.28233657858136
2022-10-15,61.594807603152525
2022-10-16,54.84469170143718
2022-10-17,59.90727862772369
2022-10-18,62.43857209086694
2022-10-19,63.28233657858136
2022-10-20,61.594807603152525
2022-10-21,62.43857209086694
2022-10-22,56.53222067686602
2022-10-23,54.00092721372276
2022-10-24,55.688456189151594
2022-10-25,56.53222067686602
2022-10-26,59.90727862772369
2022-10-27,58.21974965229485
2022-10-28,59.06351414000927
2022-10-29,55.688456189151594
2022-10-30,50.62586926286509
2022-10-31,51.469633750579504
2022-11-01,58.21974965229485
2022-11-02,59.06351414000927
2022-11-03,57.375985164580435
2022-11-04,62.43857209086694
2022-11-05,57.375985164580435
2022-11-06,54.00092721372276
2022-11-07,59.90727862772369
2022-11-08,54.00092721372276
2022-11-09,55.688456189151594
2022-11-10,58.21974965229485
2022-11-11,60.75104311543811
2022-11-12,54.84469170143718
2022-11-13,52.31339823829393
2022-11-14,55.688456189151594
2022-11-15,60.75104311543811
2022-11-16,59.06351414000927
2022-11-17,58.21974965229485
2022-11-18,62.43857209086694
2022-11-19,60.75104311543811
2022-11-20,55.688456189151594
2022-11-21,55.688456189151594
2022-11-22,54.84469170143718
2022-11-23,55.688456189151594
2022-11-24,43.87575336114974
2022-11-25,54.84469170143718
2022-11-26,49.78210477515067
2022-11-27,49.78210477515067
2022-11-28,57.375985164580435
2022-11-29,64.12610106629577
2022-11-30,56.53222067686602
2022-12-01,57.375985164580435
2022-12-02,54.00092721372276
2022-12-03,51.469633750579504
2022-12-04,53.157162726008345
2022-12-05,54.00092721372276
2022-12-06,55.688456189151594
2022-12-07,55.688456189151594
2022-12-08,54.84469170143718
2022-12-09,54.00092721372276
2022-12-10,53.157162726008345
2022-12-11,50.62586926286509
2022-12-12,54.00092721372276
2022-12-13,53.157162726008345
2022-12-14,52.31339823829393
2022-12-15,52.31339823829393
2022-12-16,57.375985164580435
2022-12-17,53.157162726008345
2022-12-18,48.938340287436255
2022-12-19,52.31339823829393
2022-12-20,55.688456189151594
2022-12-21,54.84469170143718
2022-12-22,57.375985164580435
2022-12-23,56.53222067686602
2022-12-24,51.469633750579504
2022-12-25,54.84469170143718
2022-12-26,72.56374594343995
2022-12-27,84.37644877144182
2022-12-28,76.78256838201204
2022-12-29,75.09503940658321
2022-12-30,65.81363004172462
2022-12-31,58.21974965229485
2023-01-01,51.469633750579504
2023-01-02,64.12610106629577
2023-01-03,61.594807603152525
2023-01-04,65.81363004172462
2023-01-05,66.65739452943903
2023-01-06,68.34492350486786
2023-01-07,60.75104311543811
2023-01-08,64.9698655540102
2023-01-09,64.12610106629577
2023-01-10,64.9698655540102
2023-01-11,69.18868799258229
2023-01-12,64.9698655540102
2023-01-13,64.12610106629577
2023-01-14,61.594807603152525
2023-01-15,62.43857209086694
2023-01-16,62.43857209086694
2023-01-17,62.43857209086694
2023-01-18,64.9698655540102
2023-01-19,66.65739452943903
2023-01-20,64.9698655540102
2023-01-21,59.06351414000927
2023-01-22,60.75104311543811
2023-01-23,61.594807603152525
2023-01-24,60.75104311543811
2023-01-25,65.81363004172462
2023-01-26,64.9698655540102
2023-01-27,64.12610106629577
2023-01-28,58.21974965229485
2023-01-29,54.00092721372276
2023-01-30,63.28233657858136
2023-01-31,64.9698655540102
2023-02-01,65.81363004172462
2023-02-02,66.65739452943903
2023-02-03,65.81363004172462
2023-02-04,64.12610106629577
2023-02-05,67.50115901715346
2023-02-06,60.75104311543811
2023-02-07,68.34492350486786
2023-02-08,67.50115901715346
2023-02-09,66.65739452943903
2023-02-10,64.9698655540102
2023-02-11,64.9698655540102
2023-02-12,66.65739452943903
2023-02-13,60.75104311543811
2023-02-14,68.34492350486786
2023-02-15,71.71998145572555
2023-02-16,74.2512749188688
2023-02-17,76.78256838201204
2023-02-18,78.47009735744089
2023-02-19,78.47009735744089
2023-02-20,73.40751043115438
2023-02-21,71.71998145572555
2023-02-22,75.09503940658321
2023-02-23,80.15762633286973
2023-02-24,76.78256838201204
2023-02-25,76.78256838201204
2023-02-26,76.78256838201204
2023-02-27,75.09503940658321
2023-02-28,71.71998145572555
2023-03-01,72.56374594343995
2023-03-02,71.71998145572555
2023-03-03,71.71998145572555
2023-03-04,75.09503940658321
2023-03-05,69.18868799258229
2023-03-06,69.18868799258229
2023-03-07,76.78256838201204
2023-03-08,75.09503940658321
2023-03-09,83.53268428372739
2023-03-10,72.56374594343995
2023-03-11,77.62633286972647
2023-03-12,73.40751043115438
2023-03-13,67.50115901715346
2023-03-14,75.93880389429764
2023-03-15,73.40751043115438
2023-03-16,75.93880389429764
2023-03-17,70.03245248029671
2023-03-18,68.34492350486786
2023-03-19,69.18868799258229
2023-03-20,66.65739452943903
2023-03-21,70.03245248029671
2023-03-22,70.03245248029671
2023-03-23,72.56374594343995
2023-03-24,68.34492350486786
2023-03-25,69.18868799258229
2023-03-26,68.34492350486786
2023-03-27,66.65739452943903
2023-03-28,67.50115901715346
2023-03-29,65.81363004172462
2023-03-30,69.18868799258229
2023-03-31,71.71998145572555
2023-04-01,70.03245248029671
2023-04-02,66.65739452943903
2023-04-03,64.9698655540102
2023-04-04,67.50115901715346
2023-04-05,70.03245248029671
2023-04-06,68.34492350486786
2023-04-07,68.34492350486786
2023-04-08,62.43857209086694
2023-04-09,59.06351414000927
2023-04-10,66.65739452943903
2023-04-11,70.03245248029671
2023-04-12,67.50115901715346
2023-04-13,70.87621696801112
2023-04-14,71.71998145572555
2023-04-15,64.9698655540102
2023-04-16,65.81363004172462
2023-04-17,62.43857209086694
2023-04-18,66.65739452943903
2023-04-19,69.18868799258229
2023-04-20,65.81363004172462
2023-04-21,70.03245248029671
2023-04-22,63.28233657858136
2023-04-23,63.28233657858136
2023-04-24,62.43857209086694
2023-04-25,66.65739452943903
2023-04-26,66.99814557255448
2023-04-27,67.42002781641168
2023-04-28,64.80760315252667
2023-04-29,63.51491268737444
2023-04-30,64.38572090866944
2023-05-01,66.12733735125947
2023-05-02,68.2908360377067
2023-05-03,65.25652912996446
2023-05-04,64.80760315252667
2023-05-05,61.77329624478442
2023-05-06,64.80760315252667
2023-05-07,63.06598670993664
2023-05-08,64.80760315252667
2023-05-09,69.1616442590017
2023-05-10,68.2908360377067
2023-05-11,67.42002781641168
2023-05-12,71.77406892288673
2023-05-13,65.67841137382166
2023-05-14,59.58275382475661
2023-05-15,67.86895379384949
2023-05-16,73.51568536547674
2023-05-17,71.77406892288673
2023-05-18,74.38649358677176
2023-05-19,73.51568536547674
2023-05-20,70.90326070159172
2023-05-21,69.1616442590017
2023-05-22,70.03245248029671
2023-05-23,73.06675938803895
2023-05-24,74.38649358677176
2023-05-25,76.12811002936178
2023-05-26,73.6238602997991
2023-05-27,74.52171225467471
2023-05-28,66.44104466079432
2023-05-29,67.33889661566991
2023-05-30,70.93030443517232
2023-05-31,74.52171225467471
2023-06-01,73.6238602997991
2023-06-02,74.52171225467471
2023-06-03,72.72600834492351
2023-06-04,70.03245248029671
2023-06-05,73.6238602997991
2023-06-06,73.6238602997991
2023-06-07,76.31741616442591
2023-06-08,78.1131200741771
2023-06-09,77.2152681193015
2023-06-10,75.4195642095503
2023-06-11,74.52171225467471
2023-06-12,78.1131200741771
2023-06-13,79.0109720290527
2023-06-14,84.3980837583063
2023-06-15,87.09163962293309
2023-06-16,79.9088239839283
2023-06-17,78.1131200741771
2023-06-18,70.93030443517232
2023-06-19,80.8066759388039
2023-06-20,82.6023798485551
2023-06-21,78.1131200741771
2023-06-22,89.78519548755989
2023-06-23,81.7045278936795
2023-06-24,78.1131200741771
2023-06-25,75.4195642095503
2023-06-26,76.31741616442591
2023-06-27,80.8066759388039
2023-06-28,80.8066759388039
2023-06-29,83.5002318034307
2023-06-30,86.1937876680575
2023-07-01,82.6023798485551
2023-07-02,74.52171225467471
2023-07-03,70.03245248029671
2023-07-04,70.03245248029671
2023-07-05,70.93030443517232
2023-07-06,77.2152681193015
2023-07-07,79.0109720290527
2023-07-08,71.82815639004791
2023-07-09,70.03245248029671
2023-07-10,71.82815639004791
2023-07-11,76.31741616442591
2023-07-12,79.0109720290527
2023-07-13,76.31741616442591
2023-07-14,83.5002318034307
2023-07-15,72.72600834492351
2023-07-16,74.52171225467471
2023-07-17,74.52171225467471
2023-07-18,74.52171225467471
2023-07-19,79.0109720290527
2023-07-20,76.31741616442591
2023-07-21,77.2152681193015
2023-07-22,73.6238602997991
2023-07-23,67.33889661566991
2023-07-24,70.93030443517232
2023-07-25,75.4195642095503
2023-07-26,70.93030443517232
2023-07-27,67.33889661566991
2023-07-28,73.6238602997991
2023-07-29,72.72600834492351
2023-07-30,70.03245248029671
2023-07-31,64.64534075104312
2023-08-01,70.03245248029671
2023-08-02,70.93030443517232
2023-08-03,70.93030443517232
2023-08-04,71.82815639004791
2023-08-05,63.747488796167524
2023-08-06,63.747488796167524
2023-08-07,66.44104466079432
2023-08-08,66.44104466079432
2023-08-09,67.33889661566991
2023-08-10,64.64534075104312
2023-08-11,70.93030443517232
2023-08-12,60.15608097666512
2023-08-13,61.95178488641632
2023-08-14,62.84963684129192
2023-08-15,63.747488796167524
2023-08-16,66.44104466079432
2023-08-17,62.84963684129192
2023-08-18,65.54319270591871
2023-08-19,64.64534075104312
2023-08-20,60.15608097666512
2023-08-21,60.15608097666512
2023-08-22,65.54319270591871
2023-08-23,61.95178488641632
2023-08-24,58.36037706691393
2023-08-25,58.36037706691393
2023-08-26,53.871117292535935
2023-08-27,58.36037706691393
2023-08-28,58.36037706691393
2023-08-29,61.95178488641632
2023-08-30,58.36037706691393
2023-08-31,62.84963684129192
2023-09-01,63.747488796167524
2023-09-02,60.15608097666512
2023-09-03,55.66682120228713
2023-09-04,56.56467315716273
2023-09-05,55.66682120228713
2023-09-06,54.76896924741153
2023-09-07,54.76896924741153
2023-09-08,58.36037706691393
2023-09-09,57.46252511203833
2023-09-10,54.76896924741153
2023-09-11,55.66682120228713
2023-09-12,54.76896924741153
2023-09-13,57.46252511203833
2023-09-14,58.36037706691393
2023-09-15,55.66682120228713
2023-09-16,55.66682120228713
2023-09-17,52.97326533766034
2023-09-18,54.76896924741153
2023-09-19,59.258229021789525
2023-09-20,57.46252511203833
2023-09-21,61.95178488641632
2023-09-22,57.46252511203833
2023-09-23,57.46252511203833
2023-09-24,52.07541338278474
2023-09-25,52.97326533766034
2023-09-26,56.56467315716273
2023-09-27,57.46252511203833
2023-09-28,55.66682120228713
2023-09-29,57.46252511203833
2023-09-30,55.66682120228713
2023-10-01,55.66682120228713
2023-10-02,57.46252511203833
2023-10-03,56.56467315716273
2023-10-04,59.258229021789525
2023-10-05,56.56467315716273
2023-10-06,57.46252511203833
2023-10-07,55.66682120228713
2023-10-08,50.279709473033535
2023-10-09,52.07541338278474
2023-10-10,52.07541338278474
2023-10-11,54.76896924741153
2023-10-12,54.76896924741153
2023-10-13,52.97326533766034
2023-10-14,50.279709473033535
2023-10-15,50.279709473033535
2023-10-16,49.381857518157936
2023-10-17,54.76896924741153
2023-10-18,52.97326533766034
2023-10-19,52.07541338278474
2023-10-20,52.97326533766034
2023-10-21,52.07541338278474
2023-10-22,52.07541338278474
2023-10-23,47.58615360840674
2023-10-24,46.68830165353114
2023-10-25,52.07541338278474
2023-10-26,46.68830165353114
2023-10-27,48.48400556328234
2023-10-28,46.68830165353114
2023-10-29,43.994745788904346
2023-10-30,44.892597743779945
2023-10-31,44.892597743779945
2023-11-01,47.58615360840674
2023-11-02,52.97326533766034
2023-11-03,50.279709473033535
2023-11-04,51.17756142790913
2023-11-05,49.381857518157936
2023-11-06,51.17756142790913
2023-11-07,52.07541338278474
2023-11-08,50.279709473033535
2023-11-09,53.871117292535935
2023-11-10,52.97326533766034
2023-11-11,50.279709473033535
2023-11-12,45.79044969865554
2023-11-13,46.68830165353114
2023-11-14,48.48400556328234
2023-11-15,49.381857518157936
2023-11-16,50.279709473033535
2023-11-17,49.381857518157936
2023-11-18,49.381857518157936
2023-11-19,47.58615360840674
2023-11-20,50.279709473033535
2023-11-21,50.279709473033535
2023-11-22,48.48400556328234
2023-11-23,43.09689383402875
2023-11-24,52.97326533766034
2023-11-25,49.381857518157936
2023-11-26,47.58615360840674
2023-11-27,52.07541338278474
2023-11-28,61.05393293154072
2023-11-29,53.871117292535935
2023-11-30,48.48400556328234
2023-12-01,45.79044969865554
2023-12-02,49.381857518157936
2023-12-03,48.48400556328234
2023-12-04,44.892597743779945
2023-12-05,50.279709473033535
2023-12-06,51.17756142790913
2023-12-07,48.48400556328234
2023-12-08,50.279709473033535
2023-12-09,46.68830165353114
2023-12-10,47.58615360840674
2023-12-11,45.79044969865554
2023-12-12,47.58615360840674
2023-12-13,46.68830165353114
2023-12-14,46.68830165353114
2023-12-15,45.79044969865554
2023-12-16,44.892597743779945
2023-12-17,42.19904187915315
2023-12-18,41.30118992427755
2023-12-19,46.68830165353114
2023-12-20,45.79044969865554
2023-12-21,43.09689383402875
2023-12-22,46.073277122223615
2023-12-23,46.52220309966142
2023-12-24,41.44267126576593
2023-12-25,41.44267126576593
2023-12-26,53.07322204068129
2023-12-27,57.362974187243445
2023-12-28,58.152753874576774
2023-12-29,57.70382789713897
2023-12-30,53.86300172801461
2023-12-31,48.442616184223596
2024-01-01,44.94264372499477
2024-01-02,51.94258864345243
2024-01-03,58.4936075844723
2024-01-04,56.573194499910116
2024-01-05,53.86300172801461
2024-01-06,51.94258864345243
2024-01-07,53.86300172801461
2024-01-08,52.283442353347965
2024-01-09,54.203855437910136
2024-01-10,58.4936075844723
2024-01-11,50.36302926878578
2024-01-12,53.86300172801461
2024-01-13,51.49366266601463
2024-01-14,50.022175558890254
2024-01-15,49.232395871556925
2024-01-16,49.232395871556925
2024-01-17,52.283442353347965
2024-01-18,50.36302926878578
2024-01-19,52.283442353347965
2024-01-20,53.86300172801461
2024-01-21,51.809763904120125
2024-01-22,47.03781196558275
2024-01-23,49.764641644746966
2024-01-24,51.809763904120125
2024-01-25,49.764641644746966
2024-01-26,48.40122680516485
2024-01-27,49.764641644746966
2024-01-28,53.17317874370224
2024-01-29,49.08293422495591
2024-01-30,54.53659358328434
2024-01-31,51.12805648432907
2024-02-01,51.809763904120125
2024-02-02,49.764641644746966
2024-02-03,53.85488616349329
2024-02-04,53.85488616349329
2024-02-05,50.44634906453802
2024-02-06,49.764641644746966
2024-02-07,49.08293422495591
2024-02-08,48.40122680516485
2024-02-09,52.491471323911185
2024-02-10,54.53659358328434
2024-02-11,46.356104545791695
2024-02-12,42.94756744683642
2024-02-13,52.491471323911185
2024-02-14,50.44634906453802
2024-02-15,55.900008422866456
2024-02-16,58.62683810203067
2024-02-17,57.26342326244856
2024-02-18,57.26342326244856
2024-02-19,56.58171584265751
2024-02-20,55.218301003075396
2024-02-21,54.53659358328434
2024-02-22,56.58171584265751
2024-02-23,57.945130682239615
2024-02-24,56.58171584265751
2024-02-25,55.900008422866456
2024-02-26,54.53659358328434
2024-02-27,57.26342326244856
2024-02-28,55.900008422866456
2024-02-29,53.17317874370224
2024-03-01,55.900008422866456
2024-03-02,55.218301003075396
2024-03-03,57.26342326244856
2024-03-04,54.53659358328434
2024-03-05,54.53659358328434
2024-03-06,59.30854552182173
2024-03-07,55.900008422866456
2024-03-08,57.945130682239615
2024-03-09,57.945130682239615
2024-03-10,57.945130682239615
2024-03-11,55.900008422866456
2024-03-12,59.30854552182173
2024-03-13,61.353667781194886
2024-03-14,59.99025294161278
2024-03-15,57.26342326244856
2024-03-16,55.900008422866456
2024-03-17,56.58171584265751
2024-03-18,52.491471323911185
2024-03-19,58.62683810203067
2024-03-20,55.900008422866456
2024-03-21,55.218301003075396
2024-03-22,53.85488616349329
2024-03-23,56.58171584265751
2024-03-24,53.85488616349329
2024-03-25,51.12805648432907
2024-03-26,51.809763904120125
2024-03-27,54.53659358328434
2024-03-28,54.53659358328434
2024-03-29,53.17317874370224
2024-03-30,53.17317874370224
2024-03-31,44.99268970620958
2024-04-01,52.491471323911185
2024-04-02,55.900008422866456
2024-04-03,55.218301003075396
2024-04-04,55.218301003075396
2024-04-05,52.491471323911185
2024-04-06,53.85488616349329
2024-04-07,48.40122680516485
2024-04-08,47.7195193853738
2024-04-09,53.17317874370224
2024-04-10,53.85488616349329
2024-04-11,53.17317874370224
2024-04-12,55.900008422866456
2024-04-13,54.53659358328434
2024-04-14,53.17317874370224
2024-04-15,49.764641644746966
2024-04-16,54.53659358328434
2024-04-17,53.17317874370224
2024-04-18,53.17317874370224
2024-04-19,53.85488616349329
2024-04-20,55.218301003075396
2024-04-21,50.44634906453802
2024-04-22,54.53659358328434
2024-04-23,56.58171584265751
2024-04-24,53.17317874370224
2024-04-25,54.53659358328434
2024-04-26,53.17317874370224
2024-04-27,49.764641644746966
2024-04-28,54.53659358328434
2024-04-29,51.809763904120125
2024-04-30,53.85488616349329
2024-05-01,52.491471323911185
2024-05-02,55.900008422866456
2024-05-03,54.53659358328434
2024-05-04,51.809763904120125
2024-05-05,55.900008422866456
2024-05-06,53.17317874370224
2024-05-07,57.26342326244856
2024-05-08,51.809763904120125
2024-05-09,52.491471323911185
2024-05-10,53.85488616349329
2024-05-11,51.12805648432907
2024-05-12,47.7195193853738
2024-05-13,51.809763904120125
2024-05-14,58.62683810203067
2024-05-15,57.945130682239615
2024-05-16,55.900008422866456
2024-05-17,59.30854552182173
2024-05-18,57.945130682239615
2024-05-19,57.26342326244856
2024-05-20,57.26342326244856
2024-05-21,59.99025294161278
2024-05-22,59.30854552182173
2024-05-23,59.99025294161278
2024-05-24,59.30854552182173
2024-05-25,62.03537520098594
2024-05-26,55.900008422866456
2024-05-27,57.945130682239615
2024-05-28,54.53659358328434
2024-05-29,59.30854552182173
2024-05-30,57.945130682239615
2024-05-31,58.62683810203067
2024-06-01,57.26342326244856
2024-06-02,56.58171584265751
2024-06-03,62.717082620777
2024-06-04,57.26342326244856
2024-06-05,62.717082620777
2024-06-06,63.39879004056805
2024-06-07,62.03537520098594
2024-06-08,59.30854552182173
2024-06-09,58.62683810203067
2024-06-10,61.353667781194886
2024-06-11,60.67196036140383
2024-06-12,65.44391229994122
2024-06-13,66.12561971973227
2024-06-14,62.717082620777
2024-06-15,59.30854552182173
2024-06-16,54.53659358328434
2024-06-17,58.62683810203067
2024-06-18,62.717082620777
2024-06-19,62.03537520098594
2024-06-20,62.03537520098594
2024-06-21,62.717082620777
2024-06-22,59.30854552182173
2024-06-23,62.03537520098594
2024-06-24,59.30854552182173
2024-06-25,63.39879004056805
2024-06-26,59.99025294161278
2024-06-27,63.39879004056805
2024-06-28,62.717082620777
2024-06-29,59.99025294161278
2024-06-30,57.26342326244856
2024-07-01,58.62683810203067
2024-07-02,62.717082620777
2024-07-03,63.39879004056805
2024-07-04,63.39879004056805
2024-07-05,59.99025294161278
2024-07-06,58.62683810203067
2024-07-07,59.30854552182173
2024-07-08,60.67196036140383
2024-07-09,64.08049746035911
2024-07-10,67.48903455931438
2024-07-11,68.17074197910543
2024-07-12,59.99025294161278
2024-07-13,57.26342326244856
2024-07-14,53.17317874370224
2024-07-15,53.85488616349329
2024-07-16,61.353667781194886
2024-07-17,62.03537520098594
2024-07-18,59.99025294161278
2024-07-19,63.39879004056805
2024-07-20,64.08049746035911
2024-07-21,59.30854552182173
2024-07-22,58.62683810203067
2024-07-23,59.30854552182173
2024-07-24,58.62683810203067
2024-07-25,62.717082620777
2024-07-26,59.99025294161278
2024-07-27,52.491471323911185
2024-07-28,55.218301003075396
2024-07-29,52.491471323911185
2024-07-30,53.85488616349329
2024-07-31,55.900008422866456
2024-08-01,55.218301003075396
2024-08-02,57.945130682239615
2024-08-03,57.945130682239615
2024-08-04,54.53659358328434
2024-08-05,51.12805648432907
2024-08-06,53.17317874370224
2024-08-07,51.12805648432907
2024-08-08,53.85488616349329
2024-08-09,54.53659358328434
2024-08-10,51.12805648432907
2024-08-11,49.08293422495591
2024-08-12,48.40122680516485
2024-08-13,51.12805648432907
2024-08-14,54.53659358328434
2024-08-15,54.53659358328434
2024-08-16,53.17317874370224
2024-08-17,50.44634906453802
2024-08-18,50.705348595520775
2024-08-19,48.939293343250924
2024-08-20,53.15311126758169
2024-08-21,50.43426163740108
2024-08-22,48.3273526752357
2024-08-23,51.317289263536004
2024-08-24,45.26764933515956
2024-08-25,51.0462023054163
2024-08-26,49.21038030137063
2024-08-27,51.0462023054163
2024-08-28,48.939293343250924
2024-08-29,48.3273526752357
2024-08-30,54.03613889371661
2024-08-31,52.54117059956646
2024-09-01,44.72547541892017
2024-09-02,47.71541200722047
2024-09-03,48.3273526752357
2024-09-04,49.21038030137063
2024-09-05,45.26764933515956
2024-09-06,48.3273526752357
2024-09-07,44.38462170902464
2024-09-08,43.50159408288971
2024-09-09,43.160740372994184
2024-09-10,47.10347133920524
2024-09-11,44.996562377039865
2024-09-12,48.5984396333554
2024-09-13,47.374558297324945
2024-09-14,45.608503045055095
2024-09-15,40.78274445270911
2024-09-16,43.160740372994184
2024-09-17,46.084782880348946
2024-09-18,49.88000029402474
2024-09-19,44.45826113163075
2024-09-20,47.169130712827744
2024-09-21,45.54260896410955
2024-09-22,43.37391329915195
