Time,dire_wolf
2022-08-10,59.0
2022-08-11,51.0
2022-08-12,77.0
2022-08-13,50.0
2022-08-14,66.0
2022-08-15,74.0
2022-08-16,54.0
2022-08-17,58.0
2022-08-18,48.0
2022-08-19,45.0
2022-08-20,59.0
2022-08-21,77.0
2022-08-22,57.0
2022-08-23,68.0
2022-08-24,67.0
2022-08-25,74.0
2022-08-26,48.0
2022-08-27,83.0
2022-08-28,72.0
2022-08-29,72.84575260804769
2022-08-30,67.04992548435172
2022-08-31,65.85096870342772
2022-09-01,37.87183308494784
2022-09-02,59.356184798807746
2022-09-03,75.24366616989568
2022-09-04,81.03949329359165
2022-09-05,99.62593144560358
2022-09-06,58.356184798807746
2022-09-07,53.560357675111774
2022-09-08,50.66244411326379
2022-09-09,37.37183308494784
2022-09-10,73.34575260804769
2022-09-11,53.060357675111774
2022-09-12,58.856184798807746
2022-09-13,49.463487332339795
2022-09-14,39.07078986587183
2022-09-15,60.05514157973174
2022-09-16,54.25931445603577
2022-09-17,54.25931445603577
2022-09-18,75.24366616989568
2022-09-19,46.0655737704918
2022-09-20,50.16244411326379
2022-09-21,48.963487332339795
2022-09-22,51.86140089418778
2022-09-23,64.15201192250373
2022-09-24,58.856184798807746
2022-09-25,62.95305514157973
2022-09-26,53.060357675111774
2022-09-27,44.86661698956781
2022-09-28,75.48733233979135
2022-09-29,51.72280178837556
2022-09-30,47.5290611028316
2022-10-01,72.69150521609538
2022-10-02,99.25186289120715
2022-10-03,60.110283159463485
2022-10-04,50.32488822652757
2022-10-05,60.110283159463485
2022-10-06,46.131147540983605
2022-10-07,40.539493293591654
2022-10-08,57.31445603576751
2022-10-09,55.91654247391952
2022-10-10,43.33532041728763
2022-10-11,46.131147540983605
2022-10-12,40.539493293591654
2022-10-13,40.539493293591654
2022-10-14,37.743666169895675
2022-10-15,60.110283159463485
2022-10-16,68.49776453055142
2022-10-17,39.14157973174367
2022-10-18,40.539493293591654
2022-10-19,47.5290611028316
2022-10-20,51.72280178837556
2022-10-21,54.518628912071534
2022-10-22,72.69150521609538
2022-10-23,71.2935916542474
2022-10-24,41.93740685543964
2022-10-25,48.926974664679584
2022-10-26,34.947839046199704
2022-10-27,46.131147540983605
2022-10-28,53.12071535022355
2022-10-29,58.7123695976155
2022-10-30,58.7123695976155
2022-10-31,46.131147540983605
2022-11-01,34.947839046199704
2022-11-02,48.926974664679584
2022-11-03,48.926974664679584
2022-11-04,43.33532041728763
2022-11-05,57.31445603576751
2022-11-06,46.131147540983605
2022-11-07,47.5290611028316
2022-11-08,40.539493293591654
2022-11-09,34.947839046199704
2022-11-10,41.93740685543964
2022-11-11,46.131147540983605
2022-11-12,62.906110283159464
2022-11-13,50.32488822652757
2022-11-14,43.33532041728763
2022-11-15,40.539493293591654
2022-11-16,41.93740685543964
2022-11-17,60.110283159463485
2022-11-18,50.32488822652757
2022-11-19,54.518628912071534
2022-11-20,48.926974664679584
2022-11-21,50.32488822652757
2022-11-22,53.12071535022355
2022-11-23,53.12071535022355
2022-11-24,51.72280178837556
2022-11-25,50.32488822652757
2022-11-26,50.32488822652757
2022-11-27,47.5290611028316
2022-11-28,43.33532041728763
2022-11-29,47.5290611028316
2022-11-30,58.7123695976155
2022-12-01,41.93740685543964
2022-12-02,43.33532041728763
2022-12-03,27.95827123695976
2022-12-04,57.31445603576751
2022-12-05,51.72280178837556
2022-12-06,33.54992548435172
2022-12-07,39.14157973174367
2022-12-08,43.33532041728763
2022-12-09,33.54992548435172
2022-12-10,57.31445603576751
2022-12-11,55.91654247391952
2022-12-12,44.73323397913562
2022-12-13,46.131147540983605
2022-12-14,54.518628912071534
2022-12-15,44.73323397913562
2022-12-16,48.926974664679584
2022-12-17,54.518628912071534
2022-12-18,43.33532041728763
2022-12-19,57.31445603576751
2022-12-20,43.33532041728763
2022-12-21,47.5290611028316
2022-12-22,25.162444113263785
2022-12-23,39.14157973174367
2022-12-24,44.73323397913562
2022-12-25,41.93740685543964
2022-12-26,32.152011922503725
2022-12-27,46.131147540983605
2022-12-28,44.73323397913562
2022-12-29,43.33532041728763
2022-12-30,47.5290611028316
2022-12-31,120.22056631892697
2023-01-01,92.26229508196721
2023-01-02,90.86438152011922
2023-01-03,139.79135618479881
2023-01-04,134.19970193740687
2023-01-05,97.85394932935917
2023-01-06,89.46646795827124
2023-01-07,95.0581222056632
2023-01-08,96.45603576751118
2023-01-09,58.7123695976155
2023-01-10,60.110283159463485
2023-01-11,76.88524590163935
2023-01-12,48.926974664679584
2023-01-13,64.30402384500745
2023-01-14,69.89567809239941
2023-01-15,68.49776453055142
2023-01-16,60.110283159463485
2023-01-17,43.33532041728763
2023-01-18,47.5290611028316
2023-01-19,50.32488822652757
2023-01-20,58.7123695976155
2023-01-21,68.49776453055142
2023-01-22,67.09985096870344
2023-01-23,72.69150521609538
2023-01-24,46.131147540983605
2023-01-25,65.70193740685544
2023-01-26,53.12071535022355
2023-01-27,37.743666169895675
2023-01-28,54.518628912071534
2023-01-29,58.7123695976155
2023-01-30,61.50819672131148
2023-01-31,60.110283159463485
2023-02-01,48.926974664679584
2023-02-02,46.131147540983605
2023-02-03,40.539493293591654
2023-02-04,58.7123695976155
2023-02-05,69.89567809239941
2023-02-06,54.518628912071534
2023-02-07,43.33532041728763
2023-02-08,60.110283159463485
2023-02-09,55.91654247391952
2023-02-10,62.906110283159464
2023-02-11,65.70193740685544
2023-02-12,50.32488822652757
2023-02-13,44.73323397913562
2023-02-14,53.12071535022355
2023-02-15,36.34575260804769
2023-02-16,53.12071535022355
2023-02-17,53.12071535022355
2023-02-18,72.69150521609538
2023-02-19,68.49776453055142
2023-02-20,64.30402384500745
2023-02-21,47.5290611028316
2023-02-22,54.518628912071534
2023-02-23,47.5290611028316
2023-02-24,60.110283159463485
2023-02-25,60.110283159463485
2023-02-26,61.50819672131148
2023-02-27,54.518628912071534
2023-02-28,51.72280178837556
2023-03-01,46.131147540983605
2023-03-02,50.32488822652757
2023-03-03,44.73323397913562
2023-03-04,69.89567809239941
2023-03-05,74.08941877794337
2023-03-06,54.518628912071534
2023-03-07,53.12071535022355
2023-03-08,53.12071535022355
2023-03-09,40.539493293591654
2023-03-10,46.131147540983605
2023-03-11,60.110283159463485
2023-03-12,50.32488822652757
2023-03-13,46.131147540983605
2023-03-14,48.926974664679584
2023-03-15,53.12071535022355
2023-03-16,43.33532041728763
2023-03-17,60.110283159463485
2023-03-18,69.89567809239941
2023-03-19,67.09985096870344
2023-03-20,39.14157973174367
2023-03-21,46.131147540983605
2023-03-22,67.09985096870344
2023-03-23,50.32488822652757
2023-03-24,48.926974664679584
2023-03-25,93.6602086438152
2023-03-26,72.69150521609538
2023-03-27,54.518628912071534
2023-03-28,58.7123695976155
2023-03-29,50.32488822652757
2023-03-30,55.91654247391952
2023-03-31,55.91654247391952
2023-04-01,76.88524590163935
2023-04-02,88.06855439642325
2023-04-03,61.50819672131148
2023-04-04,58.7123695976155
2023-04-05,62.906110283159464
2023-04-06,58.7123695976155
2023-04-07,53.12071535022355
2023-04-08,71.2935916542474
2023-04-09,79.68107302533532
2023-04-10,64.30402384500745
2023-04-11,57.31445603576751
2023-04-12,54.518628912071534
2023-04-13,34.947839046199704
2023-04-14,50.32488822652757
2023-04-15,61.50819672131148
2023-04-16,58.7123695976155
2023-04-17,53.12071535022355
2023-04-18,40.539493293591654
2023-04-19,47.5290611028316
2023-04-20,48.926974664679584
2023-04-21,54.518628912071534
2023-04-22,65.70193740685544
2023-04-23,71.2935916542474
2023-04-24,44.73323397913562
2023-04-25,39.14157973174367
2023-04-26,54.810863479553916
2023-04-27,49.16487611204572
2023-04-28,49.16487611204572
2023-04-29,55.984846967779944
2023-04-30,39.521911572557386
2023-05-01,39.04688486525535
2023-05-02,34.57488098597318
2023-05-03,37.39787466972729
2023-05-04,54.33583677225188
2023-05-05,43.51888874453752
2023-05-06,51.987869795799824
2023-05-07,54.33583677225188
2023-05-08,36.698917888803294
2023-05-09,50.338859600271746
2023-05-10,41.86987854900945
2023-05-11,30.577903813993053
2023-05-12,47.515865916517654
2023-05-13,61.63083433528814
2023-05-14,46.34188242829162
2023-05-15,40.22086835348138
2023-05-16,51.51284308849778
2023-05-17,60.456850847062114
2023-05-18,36.22389118150125
2023-05-19,58.80784065153405
2023-05-20,57.15883045600598
2023-05-21,53.63687999132789
2023-05-22,51.987869795799824
2023-05-23,47.515865916517654
2023-05-24,53.16185328402585
2023-05-25,33.40089749774715
2023-05-26,40.85229682797519
2023-05-27,59.85336512005667
2023-05-28,57.953258290848524
2023-05-29,57.953258290848524
2023-05-30,37.05208316955889
2023-05-31,44.652510486391485
2023-06-01,38.95218999876704
2023-06-02,52.25293780322408
2023-06-03,44.652510486391485
2023-06-04,50.35283097401593
2023-06-05,48.45272414480778
2023-06-06,48.45272414480778
2023-06-07,38.00213658416296
2023-06-08,49.40277755941185
2023-06-09,33.251869511142594
2023-06-10,57.003204876244446
2023-06-11,71.25400609530556
2023-06-12,47.502670730203704
2023-06-13,40.85229682797519
2023-06-14,53.20299121782815
2023-06-15,63.65357877847296
2023-06-16,51.30288438862
2023-06-17,48.45272414480778
2023-06-18,61.753471949264814
2023-06-19,48.45272414480778
2023-06-20,49.40277755941185
2023-06-21,47.502670730203704
2023-06-22,39.90224341337111
2023-06-23,40.85229682797519
2023-06-24,60.80341853466074
2023-06-25,65.55368560768112
2023-06-26,56.053151461640375
2023-06-27,48.45272414480778
2023-06-28,44.652510486391485
2023-06-29,43.70245707178741
2023-06-30,47.502670730203704
2023-07-01,39.90224341337111
2023-07-02,66.50373902228519
2023-07-03,68.40384585149333
2023-07-04,61.753471949264814
2023-07-05,53.20299121782815
2023-07-06,45.602563900995555
2023-07-07,56.053151461640375
2023-07-08,59.85336512005667
2023-07-09,60.80341853466074
2023-07-10,45.602563900995555
2023-07-11,35.15197634035074
2023-07-12,68.40384585149333
2023-07-13,58.903311705452595
2023-07-14,71.25400609530556
2023-07-15,77.90437999753408
2023-07-16,79.80448682674222
2023-07-17,57.953258290848524
2023-07-18,54.15304463243223
2023-07-19,48.45272414480778
2023-07-20,48.45272414480778
2023-07-21,54.15304463243223
2023-07-22,48.45272414480778
2023-07-23,73.15411292451371
2023-07-24,49.40277755941185
2023-07-25,43.70245707178741
2023-07-26,46.55261731559963
2023-07-27,48.45272414480778
2023-07-28,54.15304463243223
2023-07-29,45.602563900995555
2023-07-30,70.30395268070149
2023-07-31,51.30288438862
2023-08-01,55.1030980470363
2023-08-02,42.752403657183336
2023-08-03,57.953258290848524
2023-08-04,27.55154902351815
2023-08-05,53.20299121782815
2023-08-06,60.80341853466074
2023-08-07,52.25293780322408
2023-08-08,67.45379243688926
2023-08-09,53.20299121782815
2023-08-10,33.251869511142594
2023-08-11,73.15411292451371
2023-08-12,61.753471949264814
2023-08-13,58.903311705452595
2023-08-14,33.251869511142594
2023-08-15,38.00213658416296
2023-08-16,38.00213658416296
2023-08-17,44.652510486391485
2023-08-18,85.50480731436667
2023-08-19,57.003204876244446
2023-08-20,61.753471949264814
2023-08-21,49.40277755941185
2023-08-22,48.45272414480778
2023-08-23,48.45272414480778
2023-08-24,42.752403657183336
2023-08-25,53.20299121782815
2023-08-26,50.35283097401593
2023-08-27,64.60363219307703
2023-08-28,38.95218999876704
2023-08-29,41.80235024257926
2023-08-30,32.301816096538516
2023-08-31,40.85229682797519
2023-09-01,43.70245707178741
2023-09-02,40.85229682797519
2023-09-03,44.652510486391485
2023-09-04,49.40277755941185
2023-09-05,32.301816096538516
2023-09-06,34.201922925746665
2023-09-07,24.701388779705926
2023-09-08,39.90224341337111
2023-09-09,57.953258290848524
2023-09-10,45.602563900995555
2023-09-11,45.602563900995555
2023-09-12,48.45272414480778
2023-09-13,32.301816096538516
2023-09-14,42.752403657183336
2023-09-15,47.502670730203704
2023-09-16,59.85336512005667
2023-09-17,58.903311705452595
2023-09-18,40.85229682797519
2023-09-19,38.00213658416296
2023-09-20,41.80235024257926
2023-09-21,40.85229682797519
2023-09-22,30.40170926733037
2023-09-23,37.05208316955889
2023-09-24,60.80341853466074
2023-09-25,42.752403657183336
2023-09-26,33.251869511142594
2023-09-27,44.652510486391485
2023-09-28,38.00213658416296
2023-09-29,43.70245707178741
2023-09-30,47.502670730203704
2023-10-01,51.30288438862
2023-10-02,38.95218999876704
2023-10-03,40.85229682797519
2023-10-04,49.40277755941185
2023-10-05,42.752403657183336
2023-10-06,48.45272414480778
2023-10-07,51.30288438862
2023-10-08,74.10416633911778
2023-10-09,52.25293780322408
2023-10-10,52.25293780322408
2023-10-11,34.201922925746665
2023-10-12,61.753471949264814
2023-10-13,63.65357877847296
2023-10-14,59.85336512005667
2023-10-15,69.35389926609741
2023-10-16,39.90224341337111
2023-10-17,45.602563900995555
2023-10-18,32.301816096538516
2023-10-19,53.20299121782815
2023-10-20,50.35283097401593
2023-10-21,55.1030980470363
2023-10-22,77.90437999753408
2023-10-23,47.502670730203704
2023-10-24,49.40277755941185
2023-10-25,46.55261731559963
2023-10-26,44.652510486391485
2023-10-27,51.30288438862
2023-10-28,44.652510486391485
2023-10-29,44.652510486391485
2023-10-30,54.15304463243223
2023-10-31,42.752403657183336
2023-11-01,32.301816096538516
2023-11-02,42.752403657183336
2023-11-03,46.55261731559963
2023-11-04,56.053151461640375
2023-11-05,58.903311705452595
2023-11-06,32.301816096538516
2023-11-07,30.40170926733037
2023-11-08,51.30288438862
2023-11-09,56.053151461640375
2023-11-10,70.30395268070149
2023-11-11,53.20299121782815
2023-11-12,43.70245707178741
2023-11-13,31.351762681934446
2023-11-14,29.451655852726297
2023-11-15,42.752403657183336
2023-11-16,33.251869511142594
2023-11-17,49.40277755941185
2023-11-18,48.45272414480778
2023-11-19,48.45272414480778
2023-11-20,30.40170926733037
2023-11-21,52.25293780322408
2023-11-22,43.70245707178741
2023-11-23,95.00534146040741
2023-11-24,74.10416633911778
2023-11-25,70.30395268070149
2023-11-26,70.30395268070149
2023-11-27,57.003204876244446
2023-11-28,49.40277755941185
2023-11-29,55.1030980470363
2023-11-30,60.80341853466074
2023-12-01,57.003204876244446
2023-12-02,72.20405950990963
2023-12-03,59.85336512005667
2023-12-04,56.053151461640375
2023-12-05,50.35283097401593
2023-12-06,61.753471949264814
2023-12-07,43.70245707178741
2023-12-08,61.753471949264814
2023-12-09,94.05528804580334
2023-12-10,71.25400609530556
2023-12-11,42.752403657183336
2023-12-12,42.752403657183336
2023-12-13,46.55261731559963
2023-12-14,44.652510486391485
2023-12-15,48.45272414480778
2023-12-16,61.753471949264814
2023-12-17,55.1030980470363
2023-12-18,39.90224341337111
2023-12-19,46.55261731559963
2023-12-20,46.55261731559963
2023-12-21,51.30288438862
2023-12-22,39.035667495447726
2023-12-23,43.5553776728738
2023-12-24,53.78932125403778
2023-12-25,50.694691198517816
2023-12-26,69.2624715316376
2023-12-27,46.650007728393774
2023-12-28,39.9857209100518
2023-12-29,53.78932125403778
2023-12-30,52.8392678394337
2023-12-31,49.74463778391374
2024-01-01,44.030404380175845
2024-01-02,47.12503443569581
2024-01-03,30.70183074349191
2024-01-04,59.50355465777567
2024-01-05,37.366117561833875
2024-01-06,49.74463778391374
2024-01-07,54.264347961339816
2024-01-08,43.08035096557177
2024-01-09,44.030404380175845
2024-01-10,33.796460799011875
2024-01-11,43.5553776728738
2024-01-12,39.9857209100518
2024-01-13,60.928634779681786
2024-01-14,56.883951309557744
2024-01-15,42.60532425826973
2024-01-16,33.32143409170984
2024-01-17,32.8464073844078
2024-01-18,49.2696110766117
2024-01-19,46.17498102109174
2024-01-20,63.07321142059767
2024-01-21,56.76469774287104
2024-01-22,46.747398141187915
2024-01-23,43.408298273960206
2024-01-24,40.0691984067325
2024-01-25,46.747398141187915
2024-01-26,40.0691984067325
2024-01-27,56.76469774287104
2024-01-28,60.10379761009875
2024-01-29,46.747398141187915
2024-01-30,40.0691984067325
2024-01-31,43.408298273960206
2024-02-01,36.730098539504795
2024-02-02,53.425597875643334
2024-02-03,50.086498008415624
2024-02-04,66.78199734455417
2024-02-05,46.747398141187915
2024-02-06,33.390998672277085
2024-02-07,43.408298273960206
2024-02-08,50.086498008415624
2024-02-09,50.086498008415624
2024-02-10,70.12109721178187
2024-02-11,60.10379761009875
2024-02-12,40.0691984067325
2024-02-13,46.747398141187915
2024-02-14,43.408298273960206
2024-02-15,46.747398141187915
2024-02-16,46.747398141187915
2024-02-17,53.425597875643334
2024-02-18,63.44289747732646
2024-02-19,40.0691984067325
2024-02-20,40.0691984067325
2024-02-21,46.747398141187915
2024-02-22,33.390998672277085
2024-02-23,36.730098539504795
2024-02-24,60.10379761009875
2024-02-25,50.086498008415624
2024-02-26,40.0691984067325
2024-02-27,30.051898805049376
2024-02-28,40.0691984067325
2024-02-29,33.390998672277085
2024-03-01,43.408298273960206
2024-03-02,40.0691984067325
2024-03-03,53.425597875643334
2024-03-04,36.730098539504795
2024-03-05,30.051898805049376
2024-03-06,33.390998672277085
2024-03-07,33.390998672277085
2024-03-08,40.0691984067325
2024-03-09,50.086498008415624
2024-03-10,46.747398141187915
2024-03-11,33.390998672277085
2024-03-12,46.747398141187915
2024-03-13,30.051898805049376
2024-03-14,26.712798937821667
2024-03-15,60.10379761009875
2024-03-16,60.10379761009875
2024-03-17,63.44289747732646
2024-03-18,50.086498008415624
2024-03-19,40.0691984067325
2024-03-20,43.408298273960206
2024-03-21,30.051898805049376
2024-03-22,26.712798937821667
2024-03-23,40.0691984067325
2024-03-24,66.78199734455417
2024-03-25,43.408298273960206
2024-03-26,53.425597875643334
2024-03-27,23.373699070593958
2024-03-28,43.408298273960206
2024-03-29,53.425597875643334
2024-03-30,70.12109721178187
2024-03-31,43.408298273960206
2024-04-01,26.712798937821667
2024-04-02,36.730098539504795
2024-04-03,43.408298273960206
2024-04-04,36.730098539504795
2024-04-05,26.712798937821667
2024-04-06,40.0691984067325
2024-04-07,66.78199734455417
2024-04-08,33.390998672277085
2024-04-09,36.730098539504795
2024-04-10,36.730098539504795
2024-04-11,50.086498008415624
2024-04-12,43.408298273960206
2024-04-13,40.0691984067325
2024-04-14,66.78199734455417
2024-04-15,60.10379761009875
2024-04-16,36.730098539504795
2024-04-17,40.0691984067325
2024-04-18,43.408298273960206
2024-04-19,33.390998672277085
2024-04-20,53.425597875643334
2024-04-21,53.425597875643334
2024-04-22,43.408298273960206
2024-04-23,36.730098539504795
2024-04-24,40.0691984067325
2024-04-25,46.747398141187915
2024-04-26,46.747398141187915
2024-04-27,56.76469774287104
2024-04-28,53.425597875643334
2024-04-29,30.051898805049376
2024-04-30,53.425597875643334
2024-05-01,63.44289747732646
2024-05-02,66.78199734455417
2024-05-03,43.408298273960206
2024-05-04,46.747398141187915
2024-05-05,50.086498008415624
2024-05-06,40.0691984067325
2024-05-07,26.712798937821667
2024-05-08,297.17988818326603
2024-05-09,146.92039415801918
2024-05-10,80.138396813465
2024-05-11,90.15569641514813
2024-05-12,86.81659654792041
2024-05-13,63.44289747732646
2024-05-14,43.408298273960206
2024-05-15,333.90998672277084
2024-05-16,166.95499336138542
2024-05-17,110.19029561851437
2024-05-18,103.51209588405897
2024-05-19,100.17299601683125
2024-05-20,46.747398141187915
2024-05-21,86.81659654792041
2024-05-22,133.56399468910834
2024-05-23,63.44289747732646
2024-05-24,63.44289747732646
2024-05-25,50.086498008415624
2024-05-26,73.46019707900959
2024-05-27,73.46019707900959
2024-05-28,53.425597875643334
2024-05-29,36.730098539504795
2024-05-30,56.76469774287104
2024-05-31,53.425597875643334
2024-06-01,66.78199734455417
2024-06-02,73.46019707900959
2024-06-03,50.086498008415624
2024-06-04,63.44289747732646
2024-06-05,83.47749668069271
2024-06-06,76.79929694623729
2024-06-07,73.46019707900959
2024-06-08,66.78199734455417
2024-06-09,53.425597875643334
2024-06-10,50.086498008415624
2024-06-11,80.138396813465
2024-06-12,86.81659654792041
2024-06-13,66.78199734455417
2024-06-14,60.10379761009875
2024-06-15,83.47749668069271
2024-06-16,70.12109721178187
2024-06-17,43.408298273960206
2024-06-18,53.425597875643334
2024-06-19,70.12109721178187
2024-06-20,53.425597875643334
2024-06-21,66.78199734455417
2024-06-22,53.425597875643334
2024-06-23,90.15569641514813
2024-06-24,56.76469774287104
2024-06-25,56.76469774287104
2024-06-26,56.76469774287104
2024-06-27,36.730098539504795
2024-06-28,36.730098539504795
2024-06-29,63.44289747732646
2024-06-30,70.12109721178187
2024-07-01,36.730098539504795
2024-07-02,46.747398141187915
2024-07-03,46.747398141187915
2024-07-04,83.47749668069271
2024-07-05,60.10379761009875
2024-07-06,70.12109721178187
2024-07-07,73.46019707900959
2024-07-08,53.425597875643334
2024-07-09,33.390998672277085
2024-07-10,50.086498008415624
2024-07-11,40.0691984067325
2024-07-12,56.76469774287104
2024-07-13,46.747398141187915
2024-07-14,63.44289747732646
2024-07-15,50.086498008415624
2024-07-16,53.425597875643334
2024-07-17,30.051898805049376
2024-07-18,40.0691984067325
2024-07-19,30.051898805049376
2024-07-20,46.747398141187915
2024-07-21,66.78199734455417
2024-07-22,36.730098539504795
2024-07-23,43.408298273960206
2024-07-24,53.425597875643334
2024-07-25,53.425597875643334
2024-07-26,40.0691984067325
2024-07-27,46.747398141187915
2024-07-28,50.086498008415624
2024-07-29,40.0691984067325
2024-07-30,30.051898805049376
2024-07-31,40.0691984067325
2024-08-01,46.747398141187915
2024-08-02,43.408298273960206
2024-08-03,36.730098539504795
2024-08-04,63.44289747732646
2024-08-05,66.78199734455417
2024-08-06,43.408298273960206
2024-08-07,46.747398141187915
2024-08-08,46.747398141187915
2024-08-09,46.747398141187915
2024-08-10,53.425597875643334
2024-08-11,50.086498008415624
2024-08-12,70.12109721178187
2024-08-13,100.17299601683125
2024-08-14,80.138396813465
2024-08-15,76.79929694623729
2024-08-16,70.12109721178187
2024-08-17,60.10379761009875
2024-08-18,26.712798937821667
2024-08-19,31.72144873866323
2024-08-20,31.72144873866323
2024-08-21,23.373699070593958
2024-08-22,20.03459920336625
2024-08-23,20.03459920336625
2024-08-24,28.38234887143552
2024-08-25,36.730098539504795
2024-08-26,23.373699070593958
2024-08-27,16.695499336138543
2024-08-28,23.373699070593958
2024-08-29,16.695499336138543
2024-08-30,20.03459920336625
2024-08-31,35.060548605890936
2024-09-01,30.051898805049376
2024-09-02,31.72144873866323
2024-09-03,23.373699070593958
2024-09-04,25.043249004207812
2024-09-05,28.38234887143552
2024-09-06,20.03459920336625
2024-09-07,26.712798937821667
2024-09-08,28.38234887143552
2024-09-09,20.03459920336625
2024-09-10,21.704149136980103
2024-09-11,15.025949402524688
2024-09-12,25.043249004207812
2024-09-13,30.051898805049376
2024-09-14,20.03459920336625
2024-09-15,28.38234887143552
2024-09-16,30.051898805049376
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
