Time,intervention
2022-07-05,37.02356582612647
2022-07-06,44.93247648881072
2022-07-07,45.579394623734245
2022-07-08,40.44586257416446
2022-07-09,31.72455605393611
2022-07-10,31.670220085314426
2022-07-11,41.675483608367706
2022-07-12,48.05963013456275
2022-07-13,45.11259925693888
2022-07-14,42.17544764633713
2022-07-15,37.82096892811178
2022-07-16,27.782362878858837
2022-07-17,31.289868304962646
2022-07-18,44.723603117942744
2022-07-19,51.023775874449726
2022-07-20,47.39771924408043
2022-07-21,45.902592908657596
2022-07-22,36.65785909128227
2022-07-23,28.14895681202959
2022-07-24,32.314494548456814
2022-07-25,47.68527904107419
2022-07-26,51.80142044239079
2022-07-27,46.119762928118725
2022-07-28,46.0382589751862
2022-07-29,36.90466691180977
2022-07-30,26.41302334294248
2022-07-31,33.30454335737355
2022-08-01,40.863974949150155
2022-08-02,45.63073921052358
2022-08-03,46.23937518573637
2022-08-04,44.08992126512342
2022-08-05,37.13418601504855
2022-08-06,28.83027852650494
2022-08-07,30.148812963907304
2022-08-08,41.03792317538948
2022-08-09,42.32928962848101
2022-08-10,45.66020315656434
2022-08-11,40.135379006268494
2022-08-12,35.98836489550775
2022-08-13,25.07826124160356
2022-08-14,27.062237439595933
2022-08-15,37.81797754627944
2022-08-16,43.1415116309995
2022-08-17,46.42673354910551
2022-08-18,43.655059661124355
2022-08-19,36.87097667555888
2022-08-20,27.435005914655513
2022-08-21,27.38437467116712
2022-08-22,39.33392346909867
2022-08-23,43.91915619894056
2022-08-24,45.166065950432525
2022-08-25,43.75614829307551
2022-08-26,36.39553695011916
2022-08-27,27.74108933731575
2022-08-28,30.985559278955506
2022-08-29,45.28084835413002
2022-08-30,48.6851074192213
2022-08-31,45.11089408864004
2022-09-01,45.025916955895056
2022-09-02,41.471384977584435
2022-09-03,27.948401821632956
2022-09-04,30.66060228017775
2022-09-05,36.44689878798707
2022-09-06,47.67975824785123
2022-09-07,47.952806751206346
2022-09-08,48.547307595909345
2022-09-09,44.34609989393514
2022-09-10,29.62801768846243
2022-09-11,33.984736918522295
2022-09-12,49.17707076541308
2022-09-13,52.47968143465954
2022-09-14,57.085610865968
2022-09-15,50.923294502868295
2022-09-16,45.77788508570179
2022-09-17,31.56981029450706
2022-09-18,36.535463360935054
2022-09-19,52.859298475892146
2022-09-20,56.42292815774958
2022-09-21,58.00461009960674
2022-09-22,56.86970308776238
2022-09-23,52.44622162352958
2022-09-24,36.46011333821306
2022-09-25,40.33153418748938
2022-09-26,50.49984493542444
2022-09-27,58.09978945300711
2022-09-28,55.888655309140475
2022-09-29,55.77751355514159
2022-09-30,46.620586383456995
2022-10-01,33.33313802828628
2022-10-02,35.34560628687987
2022-10-03,53.25796104392803
2022-10-04,51.080169426261065
2022-10-05,53.732896455369506
2022-10-06,50.87455718136311
2022-10-07,44.59680836255971
2022-10-08,39.02878191052045
2022-10-09,45.782855412690324
2022-10-10,46.37171112198066
2022-10-11,51.72162188179709
2022-10-12,53.653512368741474
2022-10-13,51.51045254919919
2022-10-14,45.317449317819936
2022-10-15,29.024594451498093
2022-10-16,34.35366613243971
2022-10-17,51.76032590879289
2022-10-18,55.678288487756134
2022-10-19,53.554678475163655
2022-10-20,50.77135988510651
2022-10-21,43.33257091082226
2022-10-22,30.602220597570998
2022-10-23,33.193819661980044
2022-10-24,49.68653409859609
2022-10-25,53.5489258005599
2022-10-26,50.1378518873128
2022-10-27,50.032267221013846
2022-10-28,45.985102353026875
2022-10-29,30.15487503772544
2022-10-30,31.399271508705468
2022-10-31,46.9988796844592
2022-11-01,51.45846272726326
2022-11-02,48.748775549230395
2022-11-03,48.64458015485643
2022-11-04,43.36274371936434
2022-11-05,29.0617136196651
2022-11-06,30.288049555620308
2022-11-07,48.87083589172538
2022-11-08,46.198659055667136
2022-11-09,42.89733762449396
2022-11-10,47.91521239423867
2022-11-11,39.52377405322149
2022-11-12,31.168456782253948
2022-11-13,31.735084140744515
2022-11-14,48.13174322763271
2022-11-15,48.02615856133376
2022-11-16,45.39843842687508
2022-11-17,50.96071220431058
2022-11-18,40.176340684157395
2022-11-19,28.81283835818876
2022-11-20,29.998885408319374
2022-11-21,41.15677548939004
2022-11-22,37.33189412940087
2022-11-23,34.76530195964158
2022-11-24,41.50111933988282
2022-11-25,25.957277628032344
2022-11-26,23.43236361602265
2022-11-27,28.301586289793836
2022-11-28,42.97038227580681
2022-11-29,45.93549990113332
2022-11-30,45.831304506759366
2022-12-01,46.946498688715664
2022-12-02,41.97308062057051
2022-12-03,29.131979727127973
2022-12-04,27.854240729948277
2022-12-05,45.310327534889524
2022-12-06,45.808880569055766
2022-12-07,44.50057758952637
2022-12-08,46.79765100583833
2022-12-09,42.49922350633267
2022-12-10,24.48484497445077
2022-12-11,25.619488963356886
2022-12-12,41.608895789320314
2022-12-13,38.54652912924476
2022-12-14,39.04786070726097
2022-12-15,36.00494385413523
2022-12-16,32.387064010969
2022-12-17,18.211459558326133
2022-12-18,16.996237797770817
2022-12-19,26.310955208192404
2022-12-20,26.248437971568023
2022-12-21,22.112555287285744
2022-12-22,22.640283031876695
2022-12-23,16.215662562832375
2022-12-24,12.13257221169957
2022-12-25,10.95069297734392
2022-12-26,13.799111760971599
2022-12-27,17.20721154346491
2022-12-28,23.459562293810944
2022-12-29,23.40260214488651
2022-12-30,19.929206581918844
2022-12-31,13.632399129973253
2023-01-01,14.732311320754716
2023-01-02,19.855769366666124
2023-01-03,23.287509389504567
2023-01-04,30.139423694283245
2023-01-05,32.452876429538236
2023-01-06,33.63171377241231
2023-01-07,19.974828464147684
2023-01-08,18.855860838864334
2023-01-09,32.03592336502449
2023-01-10,34.365023867377055
2023-01-11,37.272997806818296
2023-01-12,36.743108684122035
2023-01-13,31.61352759891158
2023-01-14,20.141511200621864
2023-01-15,20.165323020118176
2023-01-16,24.80379423152637
2023-01-17,36.38330398639944
2023-01-18,38.7389376590479
2023-01-19,39.36339372202951
2023-01-20,38.83010291083378
2023-01-21,24.95006683700371
2023-01-22,25.560235808287533
2023-01-23,38.385256000624345
2023-01-24,45.999734921463244
2023-01-25,42.55574882002669
2023-01-26,44.93995667607073
2023-01-27,39.14918129208436
2023-01-28,25.739844961059717
2023-01-29,26.94113344803031
2023-01-30,42.21771492870072
2023-01-31,39.91854928514352
2023-02-01,43.49111921186015
2023-02-02,45.30665869631394
2023-02-03,47.71535870955417
2023-02-04,31.846977375497087
2023-02-05,33.064593967265154
2023-02-06,46.69844173925502
2023-02-07,50.3029875378667
2023-02-08,49.17585586018462
2023-02-09,50.41864494684878
2023-02-10,47.50726931890807
2023-02-11,29.13153900512603
2023-02-12,34.521689429396126
2023-02-13,44.69114096895261
2023-02-14,47.12841516558842
2023-02-15,45.98767673390845
2023-02-16,46.637985629486046
2023-02-17,43.09943258776415
2023-02-18,29.364894836189883
2023-02-19,29.39823138348472
2023-02-20,42.0450970439708
2023-02-21,48.105966494815334
2023-02-22,48.160393510806905
2023-02-23,47.009450013628516
2023-02-24,41.63222600565642
2023-02-25,29.59825066725374
2023-02-26,31.445766023602573
2023-02-27,50.24874841291844
2023-02-28,45.45652088133406
2023-03-01,47.3278480571792
2023-03-02,47.988362018255216
2023-03-03,40.74457319833724
2023-03-04,28.61398990654953
2023-03-05,29.255454412028506
2023-03-06,47.5931797601381
2023-03-07,45.81369817377873
2023-03-08,47.699312441321666
2023-03-09,47.14016879752994
2023-03-10,39.22498061333762
2023-03-11,26.99710903046498
2023-03-12,26.41279289177715
2023-03-13,39.35560545171739
2023-03-14,40.01475873739363
2023-03-15,38.21010465613815
2023-03-16,41.95411968322822
2023-03-17,37.05916115895976
2023-03-18,26.58832001834996
2023-03-19,27.855601262210335
2023-03-20,45.85733373209364
2023-03-21,47.14842679545033
2023-03-22,47.20013246064232
2023-03-23,50.360511686744466
2023-03-24,41.70180834208898
2023-03-25,28.662387828763705
2023-03-26,29.941234813522286
2023-03-27,49.332028975547104
2023-03-28,50.63604845520178
2023-03-29,46.31043864022346
2023-03-30,43.85479532569049
2023-03-31,40.13935448199599
2023-04-01,26.37002556220544
2023-04-02,32.683980637410784
2023-04-03,49.70825572358883
2023-04-04,49.7620024018805
2023-04-05,43.50995805736557
2023-04-06,44.819420238619415
2023-04-07,36.020567327785635
2023-04-08,27.20266496135481
2023-04-09,32.29832310709219
2023-04-10,47.548559308510015
2023-04-11,50.138229149922225
2023-04-12,51.462658760573746
2023-04-13,52.78980972202485
2023-04-14,45.84255419373927
2023-04-15,35.056036360378364
2023-04-16,35.09345493387257
2023-04-17,51.738195529031074
2023-04-18,51.15387939034325
2023-04-19,56.3291370469683
2023-04-20,53.82587009344271
2023-04-21,43.619586372570254
2023-04-22,33.391531845301195
2023-04-23,34.06973458657447
2023-04-24,53.41095804202863
2023-04-25,52.823240214841334
2023-04-26,64.48661939784475
2023-04-27,63.90910663615587
2023-04-28,52.34437641963718
2023-04-29,40.108246838844146
2023-04-30,47.92147831357393
2023-05-01,55.75103789310118
2023-05-02,51.915857614225224
2023-05-03,52.61991318809451
2023-05-04,50.72409385505315
2023-05-05,44.26726786286994
2023-05-06,28.021791552027928
2023-05-07,30.008095799155264
2023-05-08,45.05908700002563
2023-05-09,46.413451469472506
2023-05-10,47.77053728971897
2023-05-11,41.269489347042615
2023-05-12,38.689344233428926
2023-05-13,26.9137093299429
2023-05-14,25.62737863048548
2023-05-15,41.44093444741606
2023-05-16,44.77616046239112
2023-05-17,43.50411685463148
2023-05-18,43.549019142824534
2023-05-19,37.64929578133336
2023-05-20,25.1253833534849
2023-05-21,27.136860095508336
2023-05-22,39.090743476366754
2023-05-23,41.120589336287345
2023-05-24,39.83493897452982
2023-05-25,41.86954719834967
2023-05-26,33.929092573739595
2023-05-27,24.640396518981692
2023-05-28,27.332117015378095
2023-05-29,25.358058846848863
2023-05-30,38.743865194942146
2023-05-31,40.12068080848556
2023-06-01,40.16150107047923
2023-06-02,32.161857065978324
2023-06-03,26.15804203640328
2023-06-04,28.198773299522188
2023-06-05,40.324782118453946
2023-06-06,43.05664253914413
2023-06-07,41.75330339718934
2023-06-08,37.75076004413931
2023-06-09,33.065251585916734
2023-06-10,26.343774228474516
2023-06-11,29.074954311464808
2023-06-12,38.579997754789204
2023-06-13,39.29629940725659
2023-06-14,40.01396173512375
2023-06-15,42.76963397531025
2023-06-16,34.65773425032673
2023-06-17,26.529506420545747
2023-06-18,23.832343222550186
2023-06-19,34.761825918410615
2023-06-20,39.5725165134138
2023-06-21,38.929010994835146
2023-06-22,36.233208472239376
2023-06-23,33.53196324804445
2023-06-24,26.71523861261698
2023-06-25,26.74177178291287
2023-06-26,38.43654044563309
2023-06-27,38.47463935682718
2023-06-28,39.8881932061649
2023-06-29,41.9928762130739
2023-06-30,33.765319079108295
2023-07-01,24.831665358173733
2023-07-02,24.85615751536994
2023-07-03,29.027424617993837
2023-07-04,25.59695132503353
2023-07-05,33.23951198261141
2023-07-06,40.20386989891601
2023-07-07,30.529422368317856
2023-07-08,24.308579612476425
2023-07-09,31.28450326967923
2023-07-10,41.753491288232645
2023-07-11,43.187455268567206
2023-07-12,41.13787961534967
2023-07-13,41.17801953964345
2023-07-14,35.62925648577625
2023-07-15,27.272435188830674
2023-07-16,27.998941906796475
2023-07-17,37.83530980996955
2023-07-18,37.87204804576386
2023-07-19,40.71684452463656
2023-07-20,38.64821941582198
2023-07-21,34.46538657229987
2023-07-22,27.45816738090191
2023-07-23,29.598908285905317
2023-07-24,38.092477460529715
2023-07-25,40.95360204419988
2023-07-26,43.113392404800344
2023-07-27,36.08032038080639
2023-07-28,33.99060480329507
2023-07-29,24.80862782189897
2023-07-30,30.508425845142774
2023-07-31,36.92928788475322
2023-08-01,42.65153705209355
2023-08-02,39.13466087124663
2023-08-03,37.7476401922048
2023-08-04,36.3578981623634
2023-08-05,27.116051463376564
2023-08-06,29.998946853443353
2023-08-07,37.891871784582456
2023-08-08,42.93727888604929
2023-08-09,43.69440080051035
2023-08-10,38.717027469032985
2023-08-11,36.60077872122577
2023-08-12,27.297021291548536
2023-08-13,28.04189712741149
2023-08-14,48.22012384477935
2023-08-15,38.18033496933778
2023-08-16,43.263840981998705
2023-08-17,43.30466124399239
2023-08-18,37.56608397185459
2023-08-19,28.20109614918683
2023-08-20,28.951414686648945
2023-08-21,43.4679422919671
2023-08-22,47.85963880935685
2023-08-23,48.6303674778158
2023-08-24,47.22293666777714
2023-08-25,41.44966217294472
2023-08-26,28.386828341258067
2023-08-27,29.870456973684927
2023-08-28,46.670596400984365
2023-08-29,47.444046420242884
2023-08-30,54.79415581238774
2023-08-31,45.338683075633995
2023-09-01,42.45306633476763
2023-09-02,28.572560533329295
2023-09-03,32.99895427341367
2023-09-04,34.49755033523822
2023-09-05,49.22294161442402
2023-09-06,52.20992867257469
2023-09-07,58.88251566114615
2023-09-08,49.35968949210284
2023-09-09,36.13221393704169
2023-09-10,40.59398523752059
2023-09-11,63.532740504495855
2023-09-12,59.154650741104
2023-09-13,61.429418172986644
2023-09-14,57.04112334409636
2023-09-15,51.16171616808038
2023-09-16,40.076342193422434
2023-09-17,46.798593834086205
2023-09-18,63.198788639369255
2023-09-19,66.23339933651255
2023-09-20,63.31444604835134
2023-09-21,64.8633870999681
2023-09-22,55.967738344705964
2023-09-23,40.333509843982604
2023-09-24,47.098622759739726
2023-09-25,67.34497719261871
2023-09-26,65.90829186148457
2023-09-27,66.71779977883752
2023-09-28,62.27643860935545
2023-09-29,57.07591451231265
2023-09-30,38.33563985595706
2023-10-01,42.884494382022474
2023-10-02,65.43502121198152
2023-10-03,63.1590800931871
2023-10-04,62.38785807551627
2023-10-05,63.119957939183195
2023-10-06,54.086054453298196
2023-10-07,36.79715420802125
2023-10-08,38.287202501393374
2023-10-09,61.54072044948071
2023-10-10,59.27083394975832
2023-10-11,62.252560626252745
2023-10-12,59.234040495397494
2023-10-13,49.47129732534592
2023-10-14,35.2186153282117
2023-10-15,42.69866415050389
2023-10-16,60.65818658887018
2023-10-17,57.64478959722974
2023-10-18,64.36246546049485
2023-10-19,63.59427075236003
2023-10-20,51.607516465554944
2023-10-21,36.63740541250527
2023-10-22,38.86840262818805
2023-10-23,63.51509496449498
2023-10-24,63.4953010175287
2023-10-25,63.47550707056244
2023-10-26,61.962637520688034
2023-10-27,53.73395506726298
2023-10-28,30.58895452254364
2023-10-29,38.03779876961843
2023-10-30,60.39411204934377
2023-10-31,61.86599648549979
2023-11-01,60.35638711512571
2023-11-02,59.592616936312766
2023-11-03,52.87191376351164
2023-11-04,35.733214645214
2023-11-05,38.698873294171094
2023-11-06,64.7259321706606
2023-11-07,66.93690256941282
2023-11-08,61.711370829198614
2023-11-09,60.948765000207224
2023-11-10,53.49922214323951
2023-11-11,34.16934657315591
2023-11-12,38.61410862716262
2023-11-13,63.84176822029991
2023-11-14,61.59540158697273
2023-11-15,60.834192977767195
2023-11-16,63.78168776950819
2023-11-17,51.157611694509946
2023-11-18,33.35318065237345
2023-11-19,35.56554827091152
2023-11-20,54.072271821283366
2023-11-21,48.87189003721454
2023-11-22,38.49301624572194
2023-11-23,26.640627928323138
2023-11-24,25.892460037118905
2023-11-25,29.5820681009921
2023-11-26,37.705260460585166
2023-11-27,57.648705082502396
2023-11-28,61.32480668844567
2023-11-29,64.25995937207828
2023-11-30,58.332600863557346
2023-12-01,51.67081379172639
2023-12-02,37.634002251506615
2023-12-03,39.097503368947514
2023-12-04,61.9462933190658
2023-12-05,61.92673224206385
2023-12-06,59.69620076630968
2023-12-07,58.94058103624755
2023-12-08,55.23932947415891
2023-12-09,31.66053549005249
2023-12-10,34.59475669382787
2023-12-11,54.451107949093526
2023-12-12,55.16946848486621
2023-12-13,49.269122892205104
2023-12-14,52.19402929740813
2023-12-15,40.419186678124234
2023-12-16,27.182473031149595
2023-12-17,24.97057115254015
2023-12-18,35.975588973939075
2023-12-19,36.69814116906932
2023-12-20,35.95276771743679
2023-12-21,33.00736875537458
2023-12-22,27.31799229400622
2023-12-23,17.51477018675789
2023-12-24,17.509206081014934
2023-12-25,12.593893780961494
2023-12-26,22.741268611378096
2023-12-27,30.078400781719402
2023-12-28,24.128253334940144
2023-12-29,24.8210768149088
2023-12-30,18.510676412003363
2023-12-31,17.104673148909388
2024-01-01,19.198721103023587
2024-01-02,32.45408019365348
2024-01-03,36.27481813450421
2024-01-04,38.026698349438355
2024-01-05,36.61669170483031
2024-01-06,22.995555189771995
2024-01-07,21.955998232918816
2024-01-08,41.10489507294046
2024-01-09,44.58201107600423
2024-01-10,48.39030286046465
2024-01-11,48.374841781238565
2024-01-12,43.841912515940805
2024-01-13,31.310066193767437
2024-01-14,29.209252623988053
2024-01-15,32.683460229838005
2024-01-16,44.48233282191979
2024-01-17,54.88111556159704
2024-01-18,54.16749976662364
2024-01-19,46.8595159792617
2024-01-20,32.56933285938321
2024-01-21,35.216762193199834
2024-01-22,53.80458695582911
2024-01-23,53.78732980506979
2024-01-24,57.08921294161357
2024-01-25,59.06173555328458
2024-01-26,52.40875444284633
2024-01-27,38.46495641627017
2024-01-28,39.11557529660637
2024-01-29,57.6603637079593
2024-01-30,58.96692774973026
2024-01-31,61.59731298403151
2024-02-01,56.280510038272205
2024-02-02,54.27666889374167
2024-02-03,37.05506252118721
2024-02-04,39.68906962663547
2024-02-05,62.159515598131655
2024-02-06,62.13948878120109
2024-02-07,62.780307304315954
2024-02-08,60.77817056973696
2024-02-09,54.154377479718804
2024-02-10,40.272577365129855
2024-02-11,38.93959496911005
2024-02-12,54.761746957534726
2024-02-13,64.63756919301419
2024-02-14,58.023150357729484
2024-02-15,58.66354277835645
2024-02-16,54.691013944545894
2024-02-17,36.88803034593646
2024-02-18,42.144113687172215
2024-02-19,56.61283036015863
2024-02-20,61.85911334417304
2024-02-21,63.15481177250295
2024-02-22,61.8190597103119
2024-02-23,51.937485091246
2024-02-24,37.461737727209496
2024-02-25,40.07763547692267
2024-02-26,65.02293927464223
2024-02-27,63.688678571158775
2024-02-28,63.01164133657374
2024-02-29,55.77344807768957
2024-03-01,55.099393560519715
2024-03-02,37.37673028087653
2024-03-03,41.297700713653064
2024-03-04,58.977540693263855
2024-03-05,60.92364495068602
2024-03-06,59.59407137456929
2024-03-07,54.992015733572806
2024-03-08,50.39294280999152
2024-03-09,34.674759828610675
2024-03-10,37.279578913638844
2024-03-11,54.26661586661286
2024-03-12,52.94172941786287
2024-03-13,52.27108372059609
2024-03-14,52.25403962108071
2024-03-15,45.05440863735009
2024-03-16,33.94296842433246
2024-03-17,35.236962442710826
2024-03-18,56.09980296474562
2024-03-19,58.037811274897976
2024-03-20,57.366952526387266
2024-03-21,56.69651988036442
2024-03-22,48.8603313983978
2024-03-23,37.12170794187761
2024-03-24,40.36478893509333
2024-03-25,57.924041910632795
2024-03-26,53.35074818756851
2024-03-27,53.98368381465752
2024-03-28,52.665615005713676
2024-03-29,38.3488038696581
2024-03-30,33.13810044338205
2024-03-31,32.47768120582451
2024-04-01,53.24592697554891
2024-04-02,56.47409438168868
2024-04-03,56.4555589234657
2024-04-04,59.0318291418056
2024-04-05,48.6366275922584
2024-04-06,36.30341773255884
2024-04-07,38.23567365912475
2024-04-08,51.827937133196144
2024-04-09,57.639618499969856
2024-04-10,60.210349385967255
2024-04-11,55.66006519724875
2024-04-12,54.347748771891354
2024-04-13,32.339197897262025
2024-04-14,42.67367984228568
2024-04-15,62.69671197936352
2024-04-16,60.091466791847466
2024-04-17,60.07165302616083
2024-04-18,57.468964453572084
2024-04-19,54.222474640453285
2024-04-20,39.36284855349631
2024-04-21,38.70477287962213
2024-04-22,63.84178317822622
2024-04-23,64.46534455058176
2024-04-24,63.15515863766379
2024-04-25,56.04777884256017
2024-04-26,50.87712905014527
2024-04-27,35.40906822915267
2024-04-28,39.90246773573858
2024-04-29,60.47726297596341
2024-04-30,61.743560332629286
2024-05-01,55.936566093222304
2024-05-02,53.34708669775798
2024-05-03,48.18921997997961
2024-05-04,31.473184209300175
2024-05-05,32.74693835950402
2024-05-06,54.56012124343829
2024-05-07,50.0503167910688
2024-05-08,50.67515647088799
2024-05-09,53.22330392502752
2024-05-10,42.308083907680725
2024-05-11,28.19601501705369
2024-05-12,28.18664076232023
2024-05-13,46.10825428514198
2024-05-14,51.214349550642375
2024-05-15,47.997473860431555
2024-05-16,44.78272868266016
2024-05-17,39.65149337037458
2024-05-18,26.212413740697684
2024-05-19,27.481906866022687
2024-05-20,47.27867858203383
2024-05-21,43.430784725929506
2024-05-22,45.97019707906738
2024-05-23,46.593119297691096
2024-05-24,36.3687848457856
2024-05-25,24.87559642228692
2024-05-26,26.142532932684617
2024-05-27,32.507894863800786
2024-05-28,45.87815894168432
2024-05-29,49.04773725573995
2024-05-30,46.48425011203659
2024-05-31,40.7396798871047
2024-06-01,26.726466773666886
2024-06-02,29.89817560016194
2024-06-03,41.970610737276154
2024-06-04,47.0421917012579
2024-06-05,47.02642590920617
2024-06-06,45.10482254483737
2024-06-07,34.29357153453441
2024-06-08,31.74265441422364
2024-06-09,31.09736181498599
2024-06-10,44.409889005761165
2024-06-11,50.10290082965903
2024-06-12,46.282064481535365
2024-06-13,39.2948455880152
2024-06-14,36.74733728760751
2024-06-15,28.501277830959456
2024-06-16,30.391136559980854
2024-06-17,45.57136515040744
2024-06-18,48.08691576422379
2024-06-19,37.31806195146535
2024-06-20,38.57008487478709
2024-06-21,36.02875506045371
2024-06-22,29.066037059986915
2024-06-23,34.10949525976828
2024-06-24,39.149544639646564
2024-06-25,49.867266153858864
2024-06-26,42.27821711486528
2024-06-27,42.89474779617072
2024-06-28,34.051971423903865
2024-06-29,28.36705554727582
2024-06-30,30.24796612405164
2024-07-01,36.53726876108041
2024-07-02,42.822310373230344
2024-07-03,33.36492078085353
2024-07-04,28.948432773330776
2024-07-05,29.567733120807464
2024-07-06,28.928832058888084
2024-07-07,28.2903570994566
2024-07-08,38.96461615990466
2024-07-09,42.092649481391554
2024-07-10,43.33444594500406
2024-07-11,44.57539020364081
2024-07-12,37.02895141343567
2024-07-13,27.605436968845687
2024-07-14,36.37662812314793
2024-07-15,48.276704803912835
2024-07-16,45.75327129407063
2024-07-17,46.99080673280427
2024-07-18,43.216841658347924
2024-07-19,38.81931521153603
2024-07-20,30.04343692986705
2024-07-21,31.284594239747733
2024-07-22,44.40899718212188
2024-07-23,45.64440210841612
2024-07-24,43.12863844335582
2024-07-25,38.11522046897032
2024-07-26,36.2283444573641
2024-07-27,26.22537024791464
2024-07-28,29.33742472610586
2024-07-29,38.0632359654484
2024-07-30,41.16911195756529
2024-07-31,39.28436645839851
2024-08-01,37.40089926669537
2024-08-02,34.2724398427206
2024-08-03,26.16273318219561
2024-08-04,27.399203364709557
2024-08-05,40.46224754882832
2024-08-06,41.69296534775584
2024-08-07,39.19041085981996
2024-08-08,41.04255951866358
2024-08-09,36.055346847282976
2024-08-10,27.964388696224905
2024-08-11,27.954801390247503
2024-08-12,40.986313990262815
2024-08-13,49.663336494742566
2024-08-14,45.302241810644816
2024-08-15,38.462667429176655
2024-08-16,36.58900059469486
2024-08-17,26.037459050757548
2024-08-18,27.830954728338508
2024-08-19,40.150576115675655
2024-08-20,43.93107324037085
2024-08-21,45.81245992122305
2024-08-22,46.10613125166572
2024-08-23,39.46361333056997
2024-08-24,27.14203397229377
2024-08-25,30.920462099345315
2024-08-26,49.52010402301608
2024-08-27,48.241310334307556
2024-08-28,51.37789302806037
2024-08-29,46.947185958200414
2024-08-30,43.14973325528135
2024-08-31,26.446591147534825
2024-09-01,32.73519374806104
2024-09-02,32.92637124310395
2024-09-03,49.994887825744314
2024-09-04,52.84672260799829
2024-09-05,55.08349567520066
2024-09-06,49.233590101254755
2024-09-07,35.837782473455604
2024-09-08,39.31758985638899
2024-09-09,59.30046719018513
2024-09-10,58.30558060352466
2024-09-11,59.295641401329924
2024-09-12,57.28395194062018
2024-09-13,56.580467902975045
2024-09-14,35.89808811099371
