Time,btc
2024-09-25,20.78457012095456
2024-09-26,24.68167701863354
2024-09-27,25.980712651193198
2024-09-28,20.78457012095456
2024-09-29,18.18649885583524
2024-09-30,22.08360575351422
2024-10-01,23.382641386073878
2024-10-02,22.08360575351422
2024-10-03,20.78457012095456
2024-10-04,20.78457012095456
2024-10-05,16.887463223275578
2024-10-06,16.887463223275578
2024-10-07,23.382641386073878
2024-10-08,19.485534488394897
2024-10-09,19.485534488394897
2024-10-10,19.485534488394897
2024-10-11,20.78457012095456
2024-10-12,14.289391958156259
2024-10-13,14.289391958156259
2024-10-14,22.08360575351422
2024-10-15,23.382641386073878
2024-10-16,23.382641386073878
2024-10-17,20.78457012095456
2024-10-18,23.382641386073878
2024-10-19,18.18649885583524
2024-10-20,18.18649885583524
2024-10-21,24.68167701863354
2024-10-22,20.78457012095456
2024-10-23,19.485534488394897
2024-10-24,19.485534488394897
2024-10-25,20.78457012095456
2024-10-26,16.887463223275578
2024-10-27,16.887463223275578
2024-10-28,25.980712651193198
2024-10-29,50.66238966982674
2024-10-30,35.07396207911082
2024-10-31,29.87781954887218
2024-11-01,25.980712651193198
2024-11-02,16.887463223275578
2024-11-03,19.485534488394897
2024-11-04,23.382641386073878
2024-11-05,24.68167701863354
2024-11-06,85.73635174893755
2024-11-07,51.961425302386395
2024-11-08,44.16721150702844
2024-11-09,35.07396207911082
2024-11-10,59.75563909774436
2024-11-11,114.31513566525007
2024-11-12,120.81031382804838
2024-11-13,111.71706440013075
2024-11-14,88.33442301405688
2024-11-15,59.75563909774436
2024-11-16,45.4662471395881
2024-11-17,41.56914024190912
2024-11-18,51.961425302386395
2024-11-19,61.054674730304015
2024-11-20,63.65274599542334
2024-11-21,116.9132069303694
2024-11-22,105.22188623733246
2024-11-23,64.951781627983
2024-11-24,53.26046093494606
2024-11-25,61.054674730304015
2024-11-26,64.951781627983
2024-11-27,55.858532200065376
2024-11-28,44.16721150702844
2024-11-29,49.36335403726708
2024-11-30,37.67203334423014
2024-12-01,38.971068976789795
2024-12-02,48.064318404707414
2024-12-03,41.56914024190912
2024-12-04,48.064318404707414
2024-12-05,129.903563255966
2024-12-06,68.84888852566198
2024-12-07,46.765282772147756
2024-12-08,41.56914024190912
2024-12-09,51.961425302386395
2024-12-10,50.66238966982674
2024-12-11,46.765282772147756
2024-12-12,45.4662471395881
2024-12-13,38.971068976789795
2024-12-14,35.07396207911082
2024-12-15,38.971068976789795
2024-12-16,64.951781627983
2024-12-17,53.26046093494606
2024-12-18,51.961425302386395
2024-12-19,61.054674730304015
2024-12-20,58.4566034651847
2024-12-21,37.67203334423014
2024-12-22,36.37299771167048
2024-12-23,48.064318404707414
2024-12-24,46.765282772147756
2024-12-25,37.67203334423014
2024-12-26,41.56914024190912
2024-12-27,40.27010460934946
2024-12-28,29.87781954887218
2024-12-29,31.17685518143184
2024-12-30,42.868175874468776
2024-12-31,37.67203334423014
2025-01-01,31.17685518143184
2025-01-02,40.27010460934946
2025-01-03,35.07396207911082
2025-01-04,29.87781954887218
2025-01-05,28.578783916312517
2025-01-06,41.56914024190912
2025-01-07,42.868175874468776
2025-01-08,37.67203334423014
2025-01-09,40.27010460934946
2025-01-10,38.971068976789795
2025-01-11,27.27974828375286
2025-01-12,24.68167701863354
2025-01-13,44.16721150702844
2025-01-14,40.27010460934946
2025-01-15,40.27010460934946
2025-01-16,40.27010460934946
2025-01-17,48.064318404707414
2025-01-18,37.67203334423014
2025-01-19,40.27010460934946
2025-01-20,67.54985289310231
2025-01-21,54.55949656750572
2025-01-22,44.16721150702844
2025-01-23,44.16721150702844
2025-01-24,45.4662471395881
2025-01-25,31.17685518143184
2025-01-26,29.87781954887218
2025-01-27,50.66238966982674
2025-01-28,36.37299771167048
2025-01-29,33.774926446551156
2025-01-30,33.774926446551156
2025-01-31,33.774926446551156
2025-02-01,27.27974828375286
2025-02-02,41.56914024190912
2025-02-03,72.74599542334096
2025-02-04,40.27010460934946
2025-02-05,36.37299771167048
2025-02-06,36.37299771167048
2025-02-07,33.774926446551156
2025-02-08,25.980712651193198
2025-02-09,28.578783916312517
2025-02-10,28.578783916312517
2025-02-11,28.578783916312517
2025-02-12,29.87781954887218
2025-02-13,27.27974828375286
2025-02-14,27.27974828375286
2025-02-15,20.78457012095456
2025-02-16,20.78457012095456
2025-02-17,25.980712651193198
2025-02-18,31.17685518143184
2025-02-19,27.27974828375286
2025-02-20,25.980712651193198
2025-02-21,31.17685518143184
2025-02-22,22.08360575351422
2025-02-23,22.08360575351422
2025-02-24,31.17685518143184
2025-02-25,58.4566034651847
2025-02-26,49.36335403726708
2025-02-27,45.4662471395881
2025-02-28,58.4566034651847
2025-03-01,35.07396207911082
2025-03-02,55.858532200065376
2025-03-03,66.25081726054266
2025-03-04,58.4566034651847
2025-03-05,44.16721150702844
2025-03-06,41.56914024190912
2025-03-07,53.26046093494606
2025-03-08,35.07396207911082
2025-03-09,37.67203334423014
2025-03-10,63.65274599542334
2025-03-11,51.961425302386395
2025-03-12,40.27010460934946
2025-03-13,37.67203334423014
2025-03-14,37.67203334423014
2025-03-15,27.27974828375286
2025-03-16,31.17685518143184
2025-03-17,35.07396207911082
2025-03-18,32.4758908139915
2025-03-19,35.07396207911082
2025-03-20,31.17685518143184
2025-03-21,25.980712651193198
2025-03-22,20.78457012095456
2025-03-23,22.08360575351422
2025-03-24,32.4758908139915
2025-03-25,31.17685518143184
2025-03-26,28.578783916312517
2025-03-27,25.980712651193198
2025-03-28,27.27974828375286
2025-03-29,22.08360575351422
2025-03-30,22.08360575351422
2025-03-31,29.87781954887218
2025-04-01,24.68167701863354
2025-04-02,29.87781954887218
2025-04-03,42.868175874468776
2025-04-04,42.868175874468776
2025-04-05,28.578783916312517
2025-04-06,42.868175874468776
2025-04-07,59.75563909774436
2025-04-08,42.868175874468776
2025-04-09,50.66238966982674
2025-04-10,36.37299771167048
2025-04-11,33.774926446551156
2025-04-12,28.578783916312517
2025-04-13,29.87781954887218
2025-04-14,29.87781954887218
2025-04-15,28.87211454301954
2025-04-16,29.521632359299367
2025-04-17,26.06452140168092
2025-04-18,23.2569282603423
2025-04-19,17.64174197766506
2025-04-20,20.95218762193
2025-04-21,43.056745563066144
2025-04-22,39.74629991880121
2025-04-23,39.096782102521374
2025-04-24,31.17685518143184
2025-04-25,30.67400267850552
2025-04-26,23.2569282603423
2025-04-27,23.75978076326862
2025-04-28,30.02448486222569
2025-04-29,27.21689172088707
2025-04-30,25.561668898754597
2025-05-01,32.32922550063799
2025-05-02,29.521632359299367
2025-05-03,21.60170543820983
2025-05-04,21.60170543820983
2025-05-05,24.91215108247477
2025-05-06,26.06452140168092
2025-05-07,27.71974422381339
2025-05-08,45.36148620147845
2025-05-09,41.40152274093368
2025-05-10,35.13681864197661
2025-05-11,36.792041464109076
2025-05-12,47.016709023610915
2025-05-13,36.792041464109076
2025-05-14,31.17685518143184
2025-05-15,29.16544516972656
2025-05-16,27.15403515802128
2025-05-17,22.12551012875808
2025-05-18,30.1711501755792
2025-05-19,41.23390523995824
2025-05-20,38.21679022240032
2025-05-21,55.3137753218952
2025-05-22,61.34800535701104
2025-05-23,42.23961024581088
2025-05-24,30.1711501755792
2025-05-25,29.16544516972656
2025-05-26,33.18826519313712
2025-05-27,42.23961024581088
2025-05-28,43.24531525166352
2025-05-29,35.1996752048424
2025-05-30,32.18256018728448
2025-05-31,24.13692014046336
2025-06-01,26.14833015216864
2025-06-02,30.1711501755792
2025-06-03,29.16544516972656
2025-06-04,27.15403515802128
2025-06-05,31.17685518143184
2025-06-06,30.1711501755792
2025-06-07,22.12551012875808
2025-06-08,24.13692014046336
2025-06-09,35.1996752048424
2025-06-10,35.1996752048424
2025-06-11,33.18826519313712
2025-06-12,30.1711501755792
2025-06-13,34.19397019898976
2025-06-14,21.11980512290544
2025-06-15,23.13121513461072
2025-06-16,31.17685518143184
2025-06-17,31.17685518143184
2025-06-18,28.15974016387392
2025-06-19,22.12551012875808
2025-06-20,26.14833015216864
2025-06-21,22.12551012875808
2025-06-22,40.2282002341056
2025-06-23,37.21108521654768
2025-06-24,31.17685518143184
2025-06-25,31.17685518143184
2025-06-26,31.17685518143184
2025-06-27,27.15403515802128
2025-06-28,20.1141001170528
2025-06-29,23.13121513461072
2025-06-30,30.1711501755792
2025-07-01,26.14833015216864
2025-07-02,31.17685518143184
2025-07-03,33.18826519313712
2025-07-04,29.16544516972656
2025-07-05,27.15403515802128
2025-07-06,26.14833015216864
2025-07-07,32.18256018728448
2025-07-08,27.15403515802128
2025-07-09,40.2282002341056
2025-07-10,51.29095529848464
2025-07-11,66.37653038627424
2025-07-12,36.20538021069504
2025-07-13,46.26243026922144
2025-07-14,72.41076042139008
2025-07-15,51.29095529848464
2025-07-16,47.26813527507408
2025-07-17,52.29666030433728
2025-07-18,53.30236531018992
2025-07-19,46.26243026922144
2025-07-20,46.26243026922144
2025-07-21,47.26813527507408
2025-07-22,44.25102025751616
2025-07-23,39.22249522825296
2025-07-24,37.21108521654768
2025-07-25,39.22249522825296
2025-07-26,31.17685518143184
2025-07-27,35.1996752048424
2025-07-28,40.2282002341056
2025-07-29,41.23390523995824
2025-07-30,44.25102025751616
2025-07-31,45.2567252633688
2025-08-01,44.25102025751616
2025-08-02,28.15974016387392
2025-08-03,29.16544516972656
2025-08-04,33.18826519313712
2025-08-05,32.18256018728448
2025-08-06,31.17685518143184
2025-08-07,36.20538021069504
2025-08-08,34.19397019898976
2025-08-09,31.17685518143184
2025-08-10,34.19397019898976
2025-08-11,48.27384028092672
2025-08-12,35.1996752048424
2025-08-13,41.23390523995824
2025-08-14,45.2567252633688
2025-08-15,34.19397019898976
2025-08-16,23.13121513461072
2025-08-17,25.142625146316
2025-08-18,33.18826519313712
2025-08-19,34.19397019898976
2025-08-20,33.18826519313712
2025-08-21,28.15974016387392
2025-08-22,35.1996752048424
2025-08-23,24.13692014046336
2025-08-24,28.15974016387392
2025-08-25,37.21108521654768
2025-08-26,33.18826519313712
2025-08-27,29.16544516972656
2025-08-28,26.14833015216864
2025-08-29,31.17685518143184
2025-08-30,22.12551012875808
2025-08-31,22.12551012875808
2025-09-01,26.14833015216864
2025-09-02,30.1711501755792
2025-09-03,27.15403515802128
2025-09-04,25.142625146316
2025-09-05,26.14833015216864
2025-09-06,18.10269010534752
2025-09-07,19.10839511120016
2025-09-08,25.142625146316
2025-09-09,24.13692014046336
2025-09-10,24.13692014046336
2025-09-11,23.13121513461072
2025-09-12,25.142625146316
2025-09-13,19.10839511120016
2025-09-14,18.10269010534752
2025-09-15,23.13121513461072
2025-09-16,25.142625146316
2025-09-17,29.16544516972656
2025-09-18,28.15974016387392
2025-09-19,24.13692014046336
2025-09-20,18.10269010534752
2025-09-21,17.09698509949488
2025-09-22,31.17685518143184
2025-09-23,27.15403515802128
2025-09-24,26.14833015216864
2025-09-25,30.1711501755792
2025-09-26,29.16544516972656
2025-09-27,21.11980512290544
2025-09-28,19.10839511120016
2025-09-29,27.15403515802128
2025-09-30,26.14833015216864
2025-10-01,31.17685518143184
2025-10-02,36.20538021069504
2025-10-03,40.2282002341056
2025-10-04,25.142625146316
2025-10-05,36.20538021069504
2025-10-06,43.24531525166352
2025-10-07,40.2282002341056
2025-10-08,34.19397019898976
2025-10-09,33.18826519313712
2025-10-10,42.23961024581088
2025-10-11,53.30236531018992
2025-10-12,51.29095529848464
2025-10-13,48.27384028092672
2025-10-14,41.23390523995824
2025-10-15,36.20538021069504
2025-10-16,43.24531525166352
2025-10-17,46.26243026922144
2025-10-18,32.18256018728448
2025-10-19,30.1711501755792
2025-10-20,36.20538021069504
2025-10-21,36.20538021069504
2025-10-22,35.1996752048424
2025-10-23,31.17685518143184
2025-10-24,30.1711501755792
2025-10-25,24.13692014046336
2025-10-26,29.16544516972656
2025-10-27,34.19397019898976
2025-10-28,31.17685518143184
2025-10-29,32.18256018728448
2025-10-30,36.20538021069504
2025-10-31,34.19397019898976
2025-11-01,25.142625146316
2025-11-02,26.14833015216864
2025-11-03,41.23390523995824
2025-11-04,55.3137753218952
2025-11-05,51.29095529848464
2025-11-06,42.23961024581088
2025-11-07,43.24531525166352
2025-11-08,29.16544516972656
2025-11-09,31.17685518143184
2025-11-10,36.20538021069504
2025-11-11,33.18826519313712
2025-11-12,35.1996752048424
2025-11-13,47.26813527507408
2025-11-14,60.3423003511584
2025-11-15,41.23390523995824
2025-11-16,55.3137753218952
2025-11-17,60.3423003511584
2025-11-18,75.427875438948
2025-11-19,67.38223539212689
2025-11-20,77.43928545065327
2025-11-21,100.570500585264
2025-11-22,59.33659534530576
2025-11-23,52.29666030433728
2025-11-24,64.36512037456896
2025-11-25,49.27954528677936
2025-11-26,47.26813527507408
2025-11-27,42.23961024581088
2025-11-28,46.26243026922144
2025-11-29,34.19397019898976
2025-11-30,36.20538021069504
2025-12-01,83.47351548576913
2025-12-02,55.3137753218952
2025-12-03,48.27384028092672
2025-12-04,43.24531525166352
2025-12-05,38.21679022240032
2025-12-06,34.19397019898976
2025-12-07,33.18826519313712
2025-12-08,37.21108521654768
2025-12-09,41.23390523995824
2025-12-10,36.20538021069504
2025-12-11,39.16430161515466
2025-12-12,36.026322939623356
2025-12-13,27.929949999331924
2025-12-14,29.247513085634417
2025-12-15,43.61984337698847
2025-12-16,45.440258966217286
2025-12-17,39.16430161515466
2025-12-18,42.30228029068597
2025-12-19,40.98471720438348
2025-12-20,29.247513085634417
2025-12-21,29.247513085634417
2025-12-22,36.026322939623356
2025-12-23,34.708759853320856
2025-12-24,31.067928674863232
2025-12-25,27.4270974964056
2025-12-26,35.52347043669704
2025-12-27,27.4270974964056
2025-12-28,24.791971323800617
2025-12-29,36.026322939623356
2025-12-30,32.385491761165724
2025-12-31,28.744660582708097
2026-01-01,22.9715557345718
2026-01-02,32.88834426409204
2026-01-03,32.385491761165724
2026-01-04,32.88834426409204
2026-01-05,38.66144911222834
2026-01-06,37.34388602592585
2026-01-07,32.385491761165724
2026-01-08,28.744660582708097
2026-01-09,27.929949999331924
2026-01-10,22.811896334532882
2026-01-11,22.811896334532882
2026-01-12,30.959002168294624
2026-01-13,35.84726566855167
2026-01-14,39.10610800205637
2026-01-15,34.21784450179932
2026-01-16,29.329581001542273
2026-01-17,22.811896334532882
2026-01-18,22.811896334532882
2026-01-19,35.84726566855167
2026-01-20,35.84726566855167
2026-01-21,39.10610800205637
2026-01-22,29.329581001542273
2026-01-23,27.700159834789925
2026-01-24,22.811896334532882
2026-01-25,27.700159834789925
2026-01-26,37.476686835304015
2026-01-27,29.329581001542273
2026-01-28,32.58842333504697
2026-01-29,40.73552916880872
2026-01-30,50.512056169322804
2026-01-31,61.91800433658925
2026-02-01,66.80626783684629
2026-02-02,73.3239525038557
2026-02-03,58.659162003084546
2026-02-04,65.17684667009394
2026-02-05,162.94211667523487
2026-02-06,158.0538531749778
2026-02-07,71.69453133710334
2026-02-08,47.25321383581811
2026-02-09,55.40031966957985
2026-02-10,50.512056169322804
2026-02-11,57.0297408363322
2026-02-12,53.77089850282751
2026-02-13,50.512056169322804
2026-02-14,35.84726566855167
2026-02-15,40.73552916880872
2026-02-16,39.10610800205637
2026-02-17,40.73552916880872
2026-02-18,40.73552916880872
2026-02-19,40.73552916880872
2026-02-20,42.36495033556106
2026-02-21,32.58842333504697
2026-02-22,32.58842333504697
2026-02-23,52.141477336075155
2026-02-24,48.88263500257046
2026-02-25,45.623792669065764
2026-02-26,40.73552916880872
2026-02-27,43.99437150231341
2026-02-28,42.36495033556106
2026-03-01,42.36495033556106
2026-03-02,48.88263500257046
2026-03-03,43.99437150231341
2026-03-04,47.25321383581811
2026-03-05,47.25321383581811
2026-03-06,43.99437150231341
2026-03-07,32.58842333504697
2026-03-08,37.476686835304015
2026-03-09,42.36495033556106
2026-03-10,40.73552916880872
2026-03-11,37.476686835304015
2026-03-12,37.476686835304015
2026-03-13,39.10610800205637
2026-03-14,30.959002168294624
2026-03-15,32.58842333504697
2026-03-16,42.36495033556106
2026-03-17,40.73552916880872
2026-03-18,35.84726566855167
2026-03-19,37.476686835304015
2026-03-20,34.21784450179932
2026-03-21,27.700159834789925
2026-03-22,35.84726566855167
2026-03-23,37.476686835304015
2026-03-24,30.959002168294624
2026-03-25,29.329581001542273
2026-03-26,30.959002168294624
2026-03-27,34.21784450179932
2026-03-28,27.700159834789925
2026-03-29,30.959002168294624
2026-03-30,32.58842333504697
2026-03-31,30.959002168294624
2026-04-01,29.329581001542273
2026-04-02,30.959002168294624
2026-04-03,26.070738668037578
2026-04-04,22.811896334532882
2026-04-05,24.44131750128523
2026-04-06,34.21784450179932
2026-04-07,29.329581001542273
2026-04-08,34.21784450179932
2026-04-09,30.959002168294624
2026-04-10,27.700159834789925
2026-04-11,24.44131750128523
2026-04-12,32.58842333504697
2026-04-13,30.959002168294624
2026-04-14,32.58842333504697
2026-04-15,34.21784450179932
2026-04-16,30.959002168294624
2026-04-17,42.36495033556106
2026-04-18,30.959002168294624
2026-04-19,29.329581001542273
2026-04-20,30.959002168294624
2026-04-21,29.329581001542273
2026-04-22,35.84726566855167
2026-04-23,32.58842333504697
2026-04-24,27.700159834789925
2026-04-25,21.18247516778053
2026-04-26,27.700159834789925
2026-04-27,30.959002168294624
2026-04-28,26.070738668037578
2026-04-29,26.070738668037578
2026-04-30,26.070738668037578
2026-05-01,24.44131750128523
2026-05-02,22.811896334532882
2026-05-03,22.811896334532882
2026-05-04,29.329581001542273
2026-05-05,37.476686835304015
2026-05-06,32.58842333504697
2026-05-07,29.329581001542273
2026-05-08,27.700159834789925
2026-05-09,22.811896334532882
2026-05-10,26.070738668037578
2026-05-11,30.959002168294624
2026-05-12,27.700159834789925
2026-05-13,27.700159834789925
2026-05-14,30.959002168294624
2026-05-15,26.070738668037578
2026-05-16,22.811896334532882
2026-05-17,21.18247516778053
2026-05-18,27.700159834789925
2026-05-19,24.44131750128523
2026-05-20,24.44131750128523
2026-05-21,26.070738668037578
2026-05-22,27.700159834789925
2026-05-23,29.329581001542273
2026-05-24,22.811896334532882
2026-05-25,22.811896334532882
2026-05-26,24.44131750128523
2026-05-27,24.44131750128523
2026-05-28,32.58842333504697
2026-05-29,27.700159834789925
2026-05-30,21.18247516778053
2026-05-31,22.811896334532882
