Time,stocks
2022-08-29,52
2022-08-30,56
2022-08-31,55
2022-09-01,53
2022-09-02,48
2022-09-03,35
2022-09-04,33
2022-09-05,37
2022-09-06,52
2022-09-07,55
2022-09-08,52
2022-09-09,53
2022-09-10,35
2022-09-11,33
2022-09-12,53
2022-09-13,66
2022-09-14,61
2022-09-15,56
2022-09-16,54
2022-09-17,36
2022-09-18,34
2022-09-19,53
2022-09-20,55
2022-09-21,54
2022-09-22,56
2022-09-23,59
2022-09-24,40
2022-09-25,32
2022-09-26,52
2022-09-27,57
2022-09-28,52
2022-09-29,53
2022-09-30,54
2022-10-01,40
2022-10-02,38
2022-10-03,54
2022-10-04,58
2022-10-05,56
2022-10-06,55
2022-10-07,59
2022-10-08,40
2022-10-09,37
2022-10-10,51
2022-10-11,58
2022-10-12,52
2022-10-13,59
2022-10-14,53
2022-10-15,34
2022-10-16,34
2022-10-17,54
2022-10-18,58
2022-10-19,58
2022-10-20,56
2022-10-21,51
2022-10-22,37
2022-10-23,32
2022-10-24,56
2022-10-25,59
2022-10-26,57
2022-10-27,57
2022-10-28,57
2022-10-29,40
2022-10-30,35
2022-10-31,55
2022-11-01,56
2022-11-02,56
2022-11-03,56
2022-11-04,53
2022-11-05,36
2022-11-06,35
2022-11-07,56
2022-11-08,56
2022-11-09,53
2022-11-10,62
2022-11-11,58
2022-11-12,43
2022-11-13,38
2022-11-14,59
2022-11-15,59
2022-11-16,57
2022-11-17,58
2022-11-18,57
2022-11-19,37
2022-11-20,34
2022-11-21,49
2022-11-22,49
2022-11-23,48
2022-11-24,33
2022-11-25,40
2022-11-26,32
2022-11-27,32
2022-11-28,48
2022-11-29,48
2022-11-30,52
2022-12-01,55
2022-12-02,53
2022-12-03,37
2022-12-04,36
2022-12-05,52
2022-12-06,61
2022-12-07,51
2022-12-08,53
2022-12-09,50
2022-12-10,37
2022-12-11,35
2022-12-12,55
2022-12-13,56
2022-12-14,52
2022-12-15,55
2022-12-16,49
2022-12-17,36
2022-12-18,29
2022-12-19,48
2022-12-20,50
2022-12-21,49
2022-12-22,50
2022-12-23,46
2022-12-24,34
2022-12-25,31
2022-12-26,39
2022-12-27,61
2022-12-28,56
2022-12-29,54
2022-12-30,52
2022-12-31,40
2023-01-01,33
2023-01-02,43
2023-01-03,48
2023-01-04,57
2023-01-05,61
2023-01-06,57
2023-01-07,49
2023-01-08,41
2023-01-09,59
2023-01-10,58
2023-01-11,63
2023-01-12,62
2023-01-13,59
2023-01-14,43
2023-01-15,39
2023-01-16,43
2023-01-17,54
2023-01-18,59
2023-01-19,52
2023-01-20,56
2023-01-21,41
2023-01-22,38
2023-01-23,60
2023-01-24,61
2023-01-25,61
2023-01-26,61
2023-01-27,65
2023-01-28,43
2023-01-29,40
2023-01-30,55
2023-01-31,62
2023-02-01,65
2023-02-02,88
2023-02-03,73
2023-02-04,46
2023-02-05,44
2023-02-06,65
2023-02-07,65
2023-02-08,64
2023-02-09,59
2023-02-10,57
2023-02-11,42
2023-02-12,40
2023-02-13,51
2023-02-14,55
2023-02-15,63
2023-02-16,60
2023-02-17,55
2023-02-18,40
2023-02-19,35
2023-02-20,42
2023-02-21,55
2023-02-22,54
2023-02-23,55
2023-02-24,51
2023-02-25,38
2023-02-26,35
2023-02-27,54
2023-02-28,50
2023-03-01,54
2023-03-02,57
2023-03-03,53
2023-03-04,37
2023-03-05,36
2023-03-06,54
2023-03-07,53
2023-03-08,54
2023-03-09,60
2023-03-10,67
2023-03-11,42
2023-03-12,42
2023-03-13,100
2023-03-14,76
2023-03-15,72
2023-03-16,60
2023-03-17,58
2023-03-18,40
2023-03-19,39
2023-03-20,57
2023-03-21,58
2023-03-22,59
2023-03-23,59
2023-03-24,56
2023-03-25,39
2023-03-26,37
2023-03-27,54
2023-03-28,53
2023-03-29,56
2023-03-30,59
2023-03-31,52
2023-04-01,40
2023-04-02,37
2023-04-03,60
2023-04-04,60
2023-04-05,56
2023-04-06,61
2023-04-07,42
2023-04-08,37
2023-04-09,34
2023-04-10,50
2023-04-11,60
2023-04-12,57
2023-04-13,57
2023-04-14,56
2023-04-15,36
2023-04-16,40
2023-04-17,51
2023-04-18,64
2023-04-19,53
2023-04-20,53
2023-04-21,51
2023-04-22,34
2023-04-23,35
2023-04-24,52
2023-04-25,57
2023-04-26,56
2023-04-27,51
2023-04-28,54
2023-04-29,37
2023-04-30,36
2023-05-01,54
2023-05-02,60
2023-05-03,57
2023-05-04,60
2023-05-05,52
2023-05-06,35
2023-05-07,33
2023-05-08,52
2023-05-09,58
2023-05-10,52
2023-05-11,53
2023-05-12,48
2023-05-13,29
2023-05-14,30
2023-05-15,51
2023-05-16,52
2023-05-17,54
2023-05-18,53
2023-05-19,51
2023-05-20,33
2023-05-21,33
2023-05-22,49
2023-05-23,53
2023-05-24,52
2023-05-25,61
