Time,powerball_numbers
2025-01-21,5.481985044187628
2025-01-22,2.5887151597552687
2025-01-23,5.025152957171993
2025-01-24,2.131883072739633
2025-01-25,2.2841604350781783
2025-01-26,7.918422841604351
2025-01-27,2.740992522093814
2025-01-28,4.720598232494901
2025-01-29,2.4364377974167235
2025-01-30,5.177430319510537
2025-01-31,2.131883072739633
2025-02-01,2.2841604350781783
2025-02-02,8.070700203942897
2025-02-03,2.740992522093814
2025-02-04,5.177430319510537
2025-02-05,2.4364377974167235
2025-02-06,5.481985044187628
2025-02-07,2.2841604350781783
2025-02-08,2.2841604350781783
2025-02-09,8.679809653297077
2025-02-10,2.740992522093814
2025-02-11,4.872875594833447
2025-02-12,2.2841604350781783
2025-02-13,5.177430319510537
2025-02-14,2.131883072739633
2025-02-15,2.2841604350781783
2025-02-16,8.984364377974169
2025-02-17,2.893269884432359
2025-02-18,5.025152957171993
2025-02-19,2.2841604350781783
2025-02-20,5.177430319510537
2025-02-21,2.131883072739633
2025-02-22,2.2841604350781783
2025-02-23,8.527532290958533
2025-02-24,2.893269884432359
2025-02-25,5.177430319510537
2025-02-26,2.5887151597552687
2025-02-27,6.3956492182188995
2025-02-28,2.2841604350781783
2025-03-01,2.5887151597552687
2025-03-02,9.745751189666894
2025-03-03,3.50237933378654
2025-03-04,5.634262406526173
2025-03-05,2.5887151597552687
2025-03-06,6.091094493541808
2025-03-07,2.2841604350781783
2025-03-08,2.740992522093814
2025-03-09,10.354860639021075
2025-03-10,3.350101971447995
2025-03-11,6.243371855880354
2025-03-12,2.893269884432359
2025-03-13,6.70020394289599
2025-03-14,2.4364377974167235
2025-03-15,2.740992522093814
2025-03-16,10.659415363698166
2025-03-17,3.1978246091094498
2025-03-18,7.3093133922501705
2025-03-19,3.1978246091094498
2025-03-20,7.461590754588716
2025-03-21,2.740992522093814
2025-03-22,3.1978246091094498
2025-03-23,14.770904146838886
2025-03-24,3.50237933378654
2025-03-25,7.461590754588716
2025-03-26,3.50237933378654
2025-03-27,10.20258327668253
2025-03-28,3.6546566961250853
2025-03-29,3.50237933378654
2025-03-30,15.075458871515977
2025-03-31,4.872875594833447
2025-04-01,4.872875594833447
2025-04-02,2.5887151597552687
2025-04-03,4.872875594833447
2025-04-04,2.2841604350781783
2025-04-05,2.5887151597552687
2025-04-06,8.222977566281441
2025-04-07,2.5887151597552687
2025-04-08,4.263766145479266
2025-04-09,2.2841604350781783
2025-04-10,4.872875594833447
2025-04-11,2.131883072739633
2025-04-12,2.131883072739633
2025-04-13,7.3093133922501705
2025-04-14,2.5887151597552687
2025-04-15,4.644459551325629
2025-04-16,2.2460910944935417
2025-04-17,7.271244051665534
2025-04-18,2.3983684568320873
2025-04-19,2.3983684568320873
2025-04-20,7.728076138681169
2025-04-21,2.7029231815091777
2025-04-22,4.720598232494901
2025-04-23,2.2460910944935417
2025-04-24,4.872875594833447
2025-04-25,2.1699524133242694
2025-04-26,2.1699524133242694
2025-04-27,7.880353501019715
2025-04-28,2.4745071380013597
2025-04-29,3.0836165873555403
2025-04-30,2.0938137321549966
2025-05-01,4.720598232494901
2025-05-02,2.0938137321549966
2025-05-03,2.0938137321549966
2025-05-04,5.786539768864718
2025-05-05,2.3222297756628145
2025-05-06,3.007477906186268
2025-05-07,2.1699524133242694
2025-05-08,4.644459551325629
2025-05-09,2.0938137321549966
2025-05-10,2.0938137321549966
2025-05-11,5.938817131203264
2025-05-12,2.550645819170632
2025-05-13,3.3120326308633583
2025-05-14,2.2460910944935417
2025-05-15,4.720598232494901
2025-05-16,2.3602991162474507
2025-05-17,2.3602991162474507
2025-05-18,7.0808973487423525
2025-05-19,2.3602991162474507
2025-05-20,4.720598232494901
2025-05-21,2.3602991162474507
2025-05-22,4.720598232494901
2025-05-23,2.3602991162474507
2025-05-24,2.3602991162474507
2025-05-25,7.0808973487423525
2025-05-26,2.3602991162474507
2025-05-27,4.720598232494901
2025-05-28,2.3602991162474507
2025-05-29,4.720598232494901
2025-05-30,2.3602991162474507
2025-05-31,2.3602991162474507
2025-06-01,7.0808973487423525
2025-06-02,2.3602991162474507
2025-06-03,2.3602991162474507
2025-06-04,2.3602991162474507
2025-06-05,4.720598232494901
2025-06-06,2.3602991162474507
2025-06-07,2.3602991162474507
2025-06-08,4.720598232494901
2025-06-09,2.3602991162474507
2025-06-10,2.3602991162474507
2025-06-11,2.3602991162474507
2025-06-12,2.3602991162474507
2025-06-13,2.3602991162474507
2025-06-14,2.3602991162474507
2025-06-15,4.720598232494901
2025-06-16,2.3602991162474507
2025-06-17,2.3602991162474507
2025-06-18,2.3602991162474507
2025-06-19,4.720598232494901
2025-06-20,2.3602991162474507
2025-06-21,2.3602991162474507
2025-06-22,4.720598232494901
2025-06-23,2.3602991162474507
2025-06-24,4.720598232494901
2025-06-25,2.3602991162474507
2025-06-26,4.720598232494901
2025-06-27,2.3602991162474507
2025-06-28,2.3602991162474507
2025-06-29,7.0808973487423525
2025-06-30,2.3602991162474507
2025-07-01,4.720598232494901
2025-07-02,2.3602991162474507
2025-07-03,4.720598232494901
2025-07-04,2.3602991162474507
2025-07-05,2.3602991162474507
2025-07-06,7.0808973487423525
2025-07-07,2.3602991162474507
2025-07-08,4.720598232494901
2025-07-09,2.3602991162474507
2025-07-10,4.720598232494901
2025-07-11,2.3602991162474507
2025-07-12,2.3602991162474507
2025-07-13,7.0808973487423525
2025-07-14,2.3602991162474507
2025-07-15,4.720598232494901
2025-07-16,2.3602991162474507
2025-07-17,7.0808973487423525
2025-07-18,2.3602991162474507
2025-07-19,2.3602991162474507
2025-07-20,9.441196464989803
2025-07-21,2.3602991162474507
2025-07-22,4.720598232494901
2025-07-23,2.3602991162474507
2025-07-24,4.720598232494901
2025-07-25,2.3602991162474507
2025-07-26,2.3602991162474507
2025-07-27,11.801495581237253
2025-07-28,4.720598232494901
2025-07-29,4.720598232494901
2025-07-30,2.3602991162474507
2025-07-31,7.0808973487423525
2025-08-01,2.3602991162474507
2025-08-02,2.3602991162474507
2025-08-03,9.441196464989803
2025-08-04,4.720598232494901
2025-08-05,7.0808973487423525
2025-08-06,2.3602991162474507
2025-08-07,7.0808973487423525
2025-08-08,2.3602991162474507
2025-08-09,2.3602991162474507
2025-08-10,14.161794697484705
2025-08-11,4.720598232494901
2025-08-12,9.441196464989803
2025-08-13,4.720598232494901
2025-08-14,14.161794697484705
2025-08-15,4.720598232494901
2025-08-16,4.720598232494901
2025-08-17,18.882392929979606
2025-08-18,7.0808973487423525
2025-08-19,14.161794697484705
2025-08-20,4.720598232494901
2025-08-21,16.522093813732155
2025-08-22,4.720598232494901
2025-08-23,4.720598232494901
2025-08-24,30.68388851121686
2025-08-25,9.441196464989803
2025-08-26,30.68388851121686
2025-08-27,11.801495581237253
2025-08-28,44.845683208701566
2025-08-29,11.801495581237253
2025-08-30,14.161794697484705
2025-08-31,101.49286199864038
2025-09-01,33.04418762746431
2025-09-02,99.13256288239293
2025-09-03,37.76478585995921
2025-09-04,158.1400407885792
2025-09-05,33.04418762746431
2025-09-06,40.125084976206665
2025-09-07,236.02991162474507
2025-09-08,35.40448674371176
2025-09-09,16.522093813732155
2025-09-10,9.441196464989803
2025-09-11,11.801495581237253
2025-09-12,4.720598232494901
2025-09-13,4.720598232494901
2025-09-14,11.801495581237253
2025-09-15,4.720598232494901
2025-09-16,4.720598232494901
2025-09-17,2.3602991162474507
2025-09-18,7.0808973487423525
2025-09-19,2.3602991162474507
2025-09-20,2.3602991162474507
2025-09-21,9.441196464989803
2025-09-22,4.720598232494901
2025-09-23,4.720598232494901
2025-09-24,2.3602991162474507
2025-09-25,7.0808973487423525
2025-09-26,2.3602991162474507
2025-09-27,2.3602991162474507
2025-09-28,9.441196464989803
2025-09-29,4.720598232494901
2025-09-30,4.720598232494901
2025-10-01,2.3602991162474507
2025-10-02,7.0808973487423525
2025-10-03,2.3602991162474507
2025-10-04,2.3602991162474507
2025-10-05,9.441196464989803
2025-10-06,2.3602991162474507
2025-10-07,4.720598232494901
2025-10-08,2.3602991162474507
2025-10-09,7.0808973487423525
2025-10-10,2.3602991162474507
2025-10-11,2.3602991162474507
2025-10-12,9.441196464989803
2025-10-13,4.720598232494901
2025-10-14,7.0808973487423525
2025-10-15,2.3602991162474507
2025-10-16,7.0808973487423525
2025-10-17,2.3602991162474507
2025-10-18,2.3602991162474507
2025-10-19,9.441196464989803
2025-10-20,4.720598232494901
2025-10-21,7.0808973487423525
2025-10-22,4.720598232494901
2025-10-23,7.0808973487423525
2025-10-24,2.3602991162474507
2025-10-25,2.3602991162474507
2025-10-26,11.801495581237253
2025-10-27,4.720598232494901
2025-10-28,7.0808973487423525
2025-10-29,4.720598232494901
2025-10-30,7.0808973487423525
2025-10-31,2.3602991162474507
2025-11-01,2.3602991162474507
2025-11-02,11.801495581237253
2025-11-03,4.720598232494901
2025-11-04,7.0808973487423525
2025-11-05,4.720598232494901
2025-11-06,7.0808973487423525
2025-11-07,2.3602991162474507
2025-11-08,4.720598232494901
2025-11-09,14.161794697484705
2025-11-10,4.720598232494901
2025-11-11,9.441196464989803
2025-11-12,4.720598232494901
2025-11-13,11.801495581237253
2025-11-14,4.720598232494901
2025-11-15,4.720598232494901
2025-11-16,16.522093813732155
2025-11-17,7.0808973487423525
2025-11-18,9.441196464989803
2025-11-19,4.720598232494901
2025-11-20,11.801495581237253
2025-11-21,2.3602991162474507
2025-11-22,4.720598232494901
2025-11-23,16.522093813732155
2025-11-24,4.720598232494901
2025-11-25,9.441196464989803
2025-11-26,4.720598232494901
2025-11-27,11.801495581237253
2025-11-28,4.720598232494901
2025-11-29,4.720598232494901
2025-11-30,18.882392929979606
2025-12-01,4.720598232494901
2025-12-02,14.161794697484705
2025-12-03,4.720598232494901
2025-12-04,14.161794697484705
2025-12-05,4.720598232494901
2025-12-06,4.720598232494901
2025-12-07,25.963290278721956
2025-12-08,9.441196464989803
2025-12-09,16.522093813732155
2025-12-10,9.441196464989803
2025-12-11,30.515295717199187
2025-12-12,9.778382053025155
2025-12-13,11.801495581237255
2025-12-14,65.91978246091094
2025-12-15,18.713800135961932
2025-12-16,56.1414004078858
2025-12-17,18.713800135961932
2025-12-18,84.63358259687288
2025-12-19,20.736913664174033
2025-12-20,19.55676410605031
2025-12-21,124.92726036709722
2025-12-22,37.427600271923865
2025-12-23,115.99184228416044
2025-12-24,38.27056424201224
2025-12-25,169.26716519374577
2025-12-26,35.40448674371176
2025-12-27,16.690686607749832
2025-12-28,16.690686607749832
2025-12-29,9.778382053025155
2025-12-30,11.801495581237255
2025-12-31,6.9123045547246775
2026-01-01,11.801495581237255
2026-01-02,6.9123045547246775
2026-01-03,4.889191026512577
2026-01-04,11.801495581237255
2026-01-05,4.889191026512577
2026-01-06,7.755268524813053
2026-01-07,4.046227056424201
2026-01-08,9.778382053025155
2026-01-09,4.046227056424201
2026-01-10,3.3718558803535013
2026-01-11,11.801495581237255
2026-01-12,3.3718558803535013
2026-01-13,6.7437117607070025
2026-01-14,3.3718558803535013
2026-01-15,6.7437117607070025
2026-01-16,3.3718558803535013
2026-01-17,3.3718558803535013
2026-01-18,11.801495581237255
2026-01-19,3.3718558803535013
2026-01-20,6.7437117607070025
2026-01-21,3.3718558803535013
2026-01-22,6.7437117607070025
2026-01-23,3.3718558803535013
2026-01-24,3.3718558803535013
2026-01-25,6.7437117607070025
2026-01-26,3.3718558803535013
2026-01-27,5.057783820530252
2026-01-28,1.6859279401767506
2026-01-29,5.057783820530252
2026-01-30,1.6859279401767506
2026-01-31,1.6859279401767506
2026-02-01,8.429639700883753
2026-02-02,3.3718558803535013
2026-02-03,5.057783820530252
2026-02-04,1.6859279401767506
2026-02-05,5.057783820530252
2026-02-06,1.6859279401767506
2026-02-07,1.6859279401767506
2026-02-08,8.429639700883753
2026-02-09,3.3718558803535013
2026-02-10,5.057783820530252
2026-02-11,3.3718558803535013
2026-02-12,6.7437117607070025
2026-02-13,1.6859279401767506
2026-02-14,1.6859279401767506
2026-02-15,10.115567641060505
2026-02-16,3.3718558803535013
2026-02-17,5.057783820530252
2026-02-18,3.3718558803535013
2026-02-19,5.057783820530252
2026-02-20,1.6859279401767506
2026-02-21,1.6859279401767506
2026-02-22,8.429639700883753
2026-02-23,3.3718558803535013
2026-02-24,6.7437117607070025
2026-02-25,3.3718558803535013
2026-02-26,6.7437117607070025
2026-02-27,1.6859279401767506
2026-02-28,1.6859279401767506
2026-03-01,8.429639700883753
2026-03-02,3.3718558803535013
2026-03-03,6.7437117607070025
2026-03-04,3.3718558803535013
2026-03-05,5.057783820530252
2026-03-06,3.3718558803535013
2026-03-07,1.6859279401767506
2026-03-08,8.429639700883753
2026-03-09,3.3718558803535013
2026-03-10,6.7437117607070025
2026-03-11,1.6859279401767506
2026-03-12,5.057783820530252
2026-03-13,1.6859279401767506
2026-03-14,1.6859279401767506
2026-03-15,8.429639700883753
2026-03-16,3.3718558803535013
2026-03-17,5.057783820530252
2026-03-18,1.6859279401767506
2026-03-19,5.057783820530252
2026-03-20,1.6859279401767506
2026-03-21,1.6859279401767506
2026-03-22,10.115567641060505
2026-03-23,3.3718558803535013
2026-03-24,6.7437117607070025
2026-03-25,3.3718558803535013
2026-03-26,5.057783820530252
2026-03-27,1.6859279401767506
2026-03-28,1.6859279401767506
2026-03-29,10.115567641060505
2026-03-30,3.3718558803535013
2026-03-31,5.057783820530252
2026-04-01,1.6859279401767506
2026-04-02,6.7437117607070025
2026-04-03,1.6859279401767506
2026-04-04,1.6859279401767506
2026-04-05,10.115567641060505
2026-04-06,3.3718558803535013
2026-04-07,6.7437117607070025
2026-04-08,3.3718558803535013
2026-04-09,5.057783820530252
2026-04-10,1.6859279401767506
2026-04-11,1.6859279401767506
2026-04-12,8.429639700883753
2026-04-13,3.3718558803535013
2026-04-14,5.057783820530252
2026-04-15,1.6859279401767506
2026-04-16,5.057783820530252
2026-04-17,1.6859279401767506
2026-04-18,1.6859279401767506
2026-04-19,6.7437117607070025
2026-04-20,3.3718558803535013
2026-04-21,5.057783820530252
2026-04-22,1.6859279401767506
2026-04-23,6.7437117607070025
2026-04-24,1.6859279401767506
2026-04-25,1.6859279401767506
2026-04-26,6.7437117607070025
2026-04-27,1.6859279401767506
2026-04-28,5.057783820530252
2026-04-29,1.6859279401767506
2026-04-30,8.429639700883753
2026-05-01,3.3718558803535013
2026-05-02,3.3718558803535013
2026-05-03,6.7437117607070025
2026-05-04,1.6859279401767506
2026-05-05,3.3718558803535013
2026-05-06,1.6859279401767506
2026-05-07,5.057783820530252
2026-05-08,1.6859279401767506
2026-05-09,1.6859279401767506
2026-05-10,6.7437117607070025
2026-05-11,3.3718558803535013
2026-05-12,3.3718558803535013
2026-05-13,1.6859279401767506
2026-05-14,5.057783820530252
2026-05-15,1.6859279401767506
2026-05-16,1.6859279401767506
2026-05-17,6.7437117607070025
2026-05-18,1.6859279401767506
2026-05-19,5.057783820530252
2026-05-20,1.6859279401767506
2026-05-21,5.057783820530252
2026-05-22,1.6859279401767506
2026-05-23,1.6859279401767506
2026-05-24,6.7437117607070025
2026-05-25,3.3718558803535013
2026-05-26,5.057783820530252
2026-05-27,1.6859279401767506
2026-05-28,5.057783820530252
2026-05-29,1.6859279401767506
2026-05-30,1.6859279401767506
2026-05-31,6.7437117607070025
