Time,papa johns
2025-12-11,44
2025-12-12,61
2025-12-13,77
2025-12-14,69
2025-12-15,42
2025-12-16,42
2025-12-17,62
2025-12-18,52
2025-12-19,74
2025-12-20,82
2025-12-21,77
2025-12-22,55
2025-12-23,58
2025-12-24,100
2025-12-25,81
2025-12-26,68
2025-12-27,70
2025-12-28,70
2025-12-29,56
2025-12-30,54
2025-12-31,93
2026-01-01,92
2026-01-02,64
2026-01-03,67
2026-01-04,66
2026-01-05,36
2026-01-06,37
2026-01-07,38
2026-01-08,42
2026-01-09,57
2026-01-10,73
2026-01-11,62
2026-01-12,35
2026-01-13,34
2026-01-14,36
2026-01-15,40
2026-01-16,57
2026-01-17,72
2026-01-18,65
2026-01-19,49
2026-01-20,36
2026-01-21,35
2026-01-22,36
2026-01-23,51
2026-01-24,67
2026-01-25,73
2026-01-26,54
2026-01-27,45
2026-01-28,43
2026-01-29,44
2026-01-30,60
2026-01-31,75
2026-02-01,67
2026-02-02,40
2026-02-03,39
2026-02-04,39
2026-02-05,42
2026-02-06,60
2026-02-07,74
2026-02-08,95
2026-02-09,38
2026-02-10,34
2026-02-11,40
2026-02-12,42
2026-02-13,59
2026-02-14,80
2026-02-15,71
2026-02-16,46
2026-02-17,35
2026-02-18,36
2026-02-19,42
2026-02-20,53
2026-02-21,73
2026-02-22,65
2026-02-23,43
2026-02-24,37
2026-02-25,42
2026-02-26,48
2026-02-27,63
2026-02-28,75
2026-03-01,69
2026-03-02,41
2026-03-03,40
2026-03-04,42
2026-03-05,42
2026-03-06,58
2026-03-07,77
2026-03-08,67
2026-03-09,38
2026-03-10,35
2026-03-11,43
2026-03-12,46
2026-03-13,64
2026-03-14,81
2026-03-15,66
2026-03-16,42
2026-03-17,37
2026-03-18,39
2026-03-19,41
2026-03-20,58
2026-03-21,67
2026-03-22,62
2026-03-23,36
2026-03-24,35
2026-03-25,38
2026-03-26,41
2026-03-27,57
2026-03-28,67
2026-03-29,65
2026-03-30,38
2026-03-31,43
2026-04-01,42
2026-04-02,47
2026-04-03,62
2026-04-04,70
2026-04-05,65
2026-04-06,44
2026-04-07,39
2026-04-08,43
2026-04-09,44
2026-04-10,62
2026-04-11,68
2026-04-12,62
2026-04-13,35
2026-04-14,34
2026-04-15,40
2026-04-16,40
2026-04-17,55
2026-04-18,71
2026-04-19,61
2026-04-20,38
2026-04-21,35
2026-04-22,36
2026-04-23,43
2026-04-24,59
2026-04-25,68
2026-04-26,61
2026-04-27,39
2026-04-28,38
2026-04-29,36
2026-04-30,40
2026-05-01,56
2026-05-02,67
2026-05-03,60
2026-05-04,37
2026-05-05,40
2026-05-06,47
2026-05-07,42
2026-05-08,57
2026-05-09,66
2026-05-10,60
2026-05-11,37
2026-05-12,36
2026-05-13,41
2026-05-14,44
2026-05-15,61
2026-05-16,71
2026-05-17,59
2026-05-18,37
2026-05-19,36
2026-05-20,40
2026-05-21,45
2026-05-22,61
2026-05-23,65
2026-05-24,63
2026-05-25,56
2026-05-26,38
2026-05-27,46
2026-05-28,53
2026-05-29,65
2026-05-30,75
2026-05-31,67
