Time,papa johns
2022-08-29,37
2022-08-30,36
2022-08-31,37
2022-09-01,38
2022-09-02,52
2022-09-03,64
2022-09-04,60
2022-09-05,53
2022-09-06,32
2022-09-07,40
2022-09-08,36
2022-09-09,47
2022-09-10,68
2022-09-11,66
2022-09-12,33
2022-09-13,32
2022-09-14,34
2022-09-15,36
2022-09-16,50
2022-09-17,63
2022-09-18,64
2022-09-19,34
2022-09-20,36
2022-09-21,32
2022-09-22,37
2022-09-23,50
2022-09-24,63
2022-09-25,65
2022-09-26,38
2022-09-27,35
2022-09-28,36
2022-09-29,44
2022-09-30,59
2022-10-01,66
2022-10-02,57
2022-10-03,38
2022-10-04,36
2022-10-05,34
2022-10-06,38
2022-10-07,52
2022-10-08,64
2022-10-09,63
2022-10-10,37
2022-10-11,32
2022-10-12,35
2022-10-13,38
2022-10-14,50
2022-10-15,67
2022-10-16,60
2022-10-17,37
2022-10-18,33
2022-10-19,36
2022-10-20,43
2022-10-21,47
2022-10-22,63
2022-10-23,55
2022-10-24,32
2022-10-25,34
2022-10-26,35
2022-10-27,39
2022-10-28,51
2022-10-29,65
2022-10-30,64
2022-10-31,55
2022-11-01,37
2022-11-02,38
2022-11-03,35
2022-11-04,48
2022-11-05,66
2022-11-06,51
2022-11-07,30
2022-11-08,32
2022-11-09,31
2022-11-10,38
2022-11-11,49
2022-11-12,66
2022-11-13,61
2022-11-14,33
2022-11-15,36
2022-11-16,34
2022-11-17,38
2022-11-18,50
2022-11-19,67
2022-11-20,61
2022-11-21,35
2022-11-22,39
2022-11-23,48
2022-11-24,39
2022-11-25,41
2022-11-26,54
2022-11-27,59
2022-11-28,36
2022-11-29,31
2022-11-30,34
2022-12-01,37
2022-12-02,51
2022-12-03,70
2022-12-04,59
2022-12-05,34
2022-12-06,34
2022-12-07,38
2022-12-08,39
2022-12-09,49
2022-12-10,64
2022-12-11,62
2022-12-12,35
2022-12-13,31
2022-12-14,36
2022-12-15,41
2022-12-16,54
2022-12-17,67
2022-12-18,61
2022-12-19,39
2022-12-20,39
2022-12-21,44
2022-12-22,52
2022-12-23,62
2022-12-24,78
2022-12-25,58
2022-12-26,57
2022-12-27,51
2022-12-28,50
2022-12-29,52
2022-12-30,58
2022-12-31,80
2023-01-01,81
2023-01-02,51
2023-01-03,36
2023-01-04,36
2023-01-05,39
2023-01-06,45
2023-01-07,61
2023-01-08,64
2023-01-09,38
2023-01-10,39
2023-01-11,33
2023-01-12,36
2023-01-13,49
2023-01-14,67
2023-01-15,58
2023-01-16,46
2023-01-17,31
2023-01-18,31
2023-01-19,35
2023-01-20,47
2023-01-21,70
2023-01-22,65
2023-01-23,38
2023-01-24,34
2023-01-25,36
2023-01-26,37
2023-01-27,50
2023-01-28,66
2023-01-29,74
2023-01-30,36
2023-01-31,35
2023-02-01,40
2023-02-02,42
2023-02-03,50
2023-02-04,63
2023-02-05,63
2023-02-06,33
2023-02-07,36
2023-02-08,34
2023-02-09,45
2023-02-10,52
2023-02-11,71
2023-02-12,100
2023-02-13,35
2023-02-14,60
2023-02-15,43
2023-02-16,38
2023-02-17,50
2023-02-18,63
2023-02-19,59
2023-02-20,42
2023-02-21,32
2023-02-22,34
2023-02-23,39
2023-02-24,50
2023-02-25,69
2023-02-26,58
2023-02-27,34
2023-02-28,33
2023-03-01,33
2023-03-02,41
2023-03-03,50
2023-03-04,61
2023-03-05,58
2023-03-06,34
2023-03-07,32
2023-03-08,35
2023-03-09,39
2023-03-10,48
2023-03-11,60
2023-03-12,61
2023-03-13,34
2023-03-14,45
2023-03-15,38
2023-03-16,40
2023-03-17,50
2023-03-18,61
2023-03-19,55
2023-03-20,34
2023-03-21,32
2023-03-22,35
2023-03-23,37
2023-03-24,50
2023-03-25,60
2023-03-26,54
2023-03-27,32
2023-03-28,31
2023-03-29,33
2023-03-30,38
2023-03-31,49
2023-04-01,60
2023-04-02,62
2023-04-03,34
2023-04-04,36
2023-04-05,34
2023-04-06,38
2023-04-07,51
2023-04-08,59
2023-04-09,54
2023-04-10,34
2023-04-11,31
2023-04-12,33
2023-04-13,34
2023-04-14,46
2023-04-15,52
2023-04-16,53
2023-04-17,30
2023-04-18,29
2023-04-19,32
2023-04-20,36
2023-04-21,50
2023-04-22,58
2023-04-23,52
2023-04-24,31
2023-04-25,30
2023-04-26,32
2023-04-27,37
2023-04-28,48
2023-04-29,56
2023-04-30,53
2023-05-01,34
2023-05-02,32
2023-05-03,34
2023-05-04,38
2023-05-05,48
2023-05-06,62
2023-05-07,58
2023-05-08,35
2023-05-09,34
2023-05-10,36
2023-05-11,44
2023-05-12,47
2023-05-13,59
2023-05-14,62
2023-05-15,39
2023-05-16,34
2023-05-17,36
2023-05-18,40
2023-05-19,55
2023-05-20,62
2023-05-21,58
2023-05-22,36
2023-05-23,35
2023-05-24,40
2023-05-25,42
