Time,papa johns
2025-04-15,42
2025-04-16,47
2025-04-17,48
2025-04-18,70
2025-04-19,77
2025-04-20,75
2025-04-21,45
2025-04-22,37
2025-04-23,47
2025-04-24,46
2025-04-25,59
2025-04-26,73
2025-04-27,69
2025-04-28,38
2025-04-29,41
2025-04-30,47
2025-05-01,46
2025-05-02,63
2025-05-03,80
2025-05-04,71
2025-05-05,41
2025-05-06,41
2025-05-07,42
2025-05-08,52
2025-05-09,61
2025-05-10,77
2025-05-11,73
2025-05-12,43
2025-05-13,39
2025-05-14,46
2025-05-15,45
2025-05-16,64
2025-05-17,78
2025-05-18,74
2025-05-19,44
2025-05-20,44
2025-05-21,50
2025-05-22,49
2025-05-23,70
2025-05-24,73
2025-05-25,77
2025-05-26,67
2025-05-27,45
2025-05-28,48
2025-05-29,53
2025-05-30,72
2025-05-31,77
2025-06-01,70
2025-06-02,45
2025-06-03,49
2025-06-04,46
2025-06-05,51
2025-06-06,63
2025-06-07,76
2025-06-08,71
2025-06-09,45
2025-06-10,43
2025-06-11,51
2025-06-12,57
2025-06-13,65
2025-06-14,75
2025-06-15,73
2025-06-16,47
2025-06-17,44
2025-06-18,55
2025-06-19,53
2025-06-20,64
2025-06-21,71
2025-06-22,74
2025-06-23,47
2025-06-24,43
2025-06-25,47
2025-06-26,54
2025-06-27,68
2025-06-28,75
2025-06-29,71
2025-06-30,47
2025-07-01,50
2025-07-02,63
2025-07-03,63
2025-07-04,84
2025-07-05,89
2025-07-06,77
2025-07-07,50
2025-07-08,46
2025-07-09,61
2025-07-10,50
2025-07-11,73
2025-07-12,75
2025-07-13,78
2025-07-14,49
2025-07-15,49
2025-07-16,61
2025-07-17,52
2025-07-18,74
2025-07-19,77
2025-07-20,72
2025-07-21,47
2025-07-22,46
2025-07-23,75
2025-07-24,54
2025-07-25,69
2025-07-26,79
2025-07-27,68
2025-07-28,45
2025-07-29,46
2025-07-30,46
2025-07-31,54
2025-08-01,65
2025-08-02,77
2025-08-03,68
2025-08-04,46
2025-08-05,57
2025-08-06,47
2025-08-07,61
2025-08-08,63
2025-08-09,79
2025-08-10,68
2025-08-11,43
2025-08-12,40
2025-08-13,59
2025-08-14,46
2025-08-15,65
2025-08-16,81
2025-08-17,68
2025-08-18,38
2025-08-19,39
2025-08-20,55
2025-08-21,46
2025-08-22,63
2025-08-23,78
2025-08-24,68
2025-08-25,39
2025-08-26,39
2025-08-27,55
2025-08-28,46
2025-08-29,63
2025-08-30,76
2025-08-31,72
2025-09-01,65
2025-09-02,38
2025-09-03,38
2025-09-04,43
2025-09-05,59
2025-09-06,77
2025-09-07,73
2025-09-08,40
2025-09-09,36
2025-09-10,66
2025-09-11,43
2025-09-12,58
2025-09-13,78
2025-09-14,74
2025-09-15,39
2025-09-16,36
2025-09-17,55
2025-09-18,41
2025-09-19,64
2025-09-20,77
2025-09-21,71
2025-09-22,39
2025-09-23,41
2025-09-24,40
2025-09-25,45
2025-09-26,72
2025-09-27,84
2025-09-28,70
2025-09-29,38
2025-09-30,38
2025-10-01,53
2025-10-02,44
2025-10-03,60
2025-10-04,73
2025-10-05,70
2025-10-06,38
2025-10-07,37
2025-10-08,52
2025-10-09,43
2025-10-10,60
2025-10-11,78
2025-10-12,69
2025-10-13,40
2025-10-14,36
2025-10-15,52
2025-10-16,47
2025-10-17,58
2025-10-18,77
2025-10-19,67
2025-10-20,37
2025-10-21,35
2025-10-22,48
2025-10-23,43
2025-10-24,60
2025-10-25,78
2025-10-26,70
2025-10-27,38
2025-10-28,38
2025-10-29,65
2025-10-30,47
2025-10-31,97
2025-11-01,94
2025-11-02,75
2025-11-03,39
2025-11-04,39
2025-11-05,50
2025-11-06,42
2025-11-07,59
2025-11-08,75
2025-11-09,66
2025-11-10,41
2025-11-11,43
2025-11-12,40
2025-11-13,50
2025-11-14,59
2025-11-15,74
2025-11-16,73
2025-11-17,37
2025-11-18,37
2025-11-19,51
2025-11-20,44
2025-11-21,61
2025-11-22,71
2025-11-23,72
2025-11-24,43
2025-11-25,45
2025-11-26,72
2025-11-27,48
2025-11-28,46
2025-11-29,70
2025-11-30,71
2025-12-01,40
2025-12-02,40
2025-12-03,51
2025-12-04,46
2025-12-05,58
2025-12-06,75
2025-12-07,71
2025-12-08,44
2025-12-09,40
2025-12-10,55
2025-12-11,44
2025-12-12,61
2025-12-13,77
2025-12-14,69
2025-12-15,42
2025-12-16,42
2025-12-17,62
2025-12-18,52
2025-12-19,74
2025-12-20,81
2025-12-21,77
2025-12-22,55
2025-12-23,58
2025-12-24,100
2025-12-25,81
2025-12-26,68
2025-12-27,70
2025-12-28,70
2025-12-29,56
2025-12-30,54
2025-12-31,93
2026-01-01,92
2026-01-02,64
2026-01-03,67
2026-01-04,66
2026-01-05,36
2026-01-06,37
2026-01-07,38
2026-01-08,42
2026-01-09,57
