Time,translate_english_to_spanish
2024-09-23,98.32768828980096
2024-09-24,92.1822077716884
2024-09-25,87.0609740065946
2024-09-26,90.13371426565088
2024-09-27,86.03672725357583
2024-09-28,51.212337650938
2024-09-29,49.16384414490048
2024-09-30,91.15796101866964
2024-10-01,90.13371426565088
2024-10-02,98.32768828980096
2024-10-03,94.23070127772593
2024-10-04,89.10946751263212
2024-10-05,52.23658440395676
2024-10-06,51.212337650938
2024-10-07,95.25494803074469
2024-10-08,93.20645452470715
2024-10-09,92.1822077716884
2024-10-10,92.1822077716884
2024-10-11,83.98823374753832
2024-10-12,55.309324663013044
2024-10-13,52.23658440395676
2024-10-14,71.6972727113132
2024-10-15,92.1822077716884
2024-10-16,94.23070127772593
2024-10-17,102.424675301876
2024-10-18,89.10946751263212
2024-10-19,56.3335714160318
2024-10-20,54.28507790999428
2024-10-21,94.23070127772593
2024-10-22,98.32768828980096
2024-10-23,98.32768828980096
2024-10-24,89.10946751263212
2024-10-25,85.01248050055707
2024-10-26,55.309324663013044
2024-10-27,53.26083115697552
2024-10-28,97.3034415367822
2024-10-29,101.40042854885724
2024-10-30,100.37618179583848
2024-10-31,87.0609740065946
2024-11-01,83.98823374753832
2024-11-02,54.28507790999428
2024-11-03,52.23658440395676
2024-11-04,93.20645452470715
2024-11-05,73.74576621735072
2024-11-06,67.60028569923816
2024-11-07,92.1822077716884
2024-11-08,89.10946751263212
2024-11-09,54.28507790999428
2024-11-10,53.26083115697552
2024-11-11,73.74576621735072
2024-11-12,96.27919478376344
2024-11-13,101.40042854885724
2024-11-14,100.37618179583848
2024-11-15,93.20645452470715
2024-11-16,49.16384414490048
2024-11-17,48.13959739188172
2024-11-18,97.3034415367822
2024-11-19,93.20645452470715
2024-11-20,102.424675301876
2024-11-21,97.3034415367822
2024-11-22,90.13371426565088
2024-11-23,51.212337650938
2024-11-24,49.16384414490048
2024-11-25,74.77001297036948
2024-11-26,72.72151946433196
2024-11-27,63.503298687163124
2024-11-28,53.26083115697552
2024-11-29,51.212337650938
2024-11-30,50.18809089791924
2024-12-01,47.115350638862964
2024-12-02,91.15796101866964
2024-12-03,90.13371426565088
2024-12-04,92.1822077716884
2024-12-05,91.15796101866964
2024-12-06,91.15796101866964
2024-12-07,58.38206492206932
2024-12-08,52.23658440395676
2024-12-09,87.0609740065946
2024-12-10,94.23070127772593
2024-12-11,91.15796101866964
2024-12-12,92.1822077716884
2024-12-13,78.86699998244453
2024-12-14,53.26083115697552
2024-12-15,51.212337650938
2024-12-16,82.96398699451956
2024-12-17,85.01248050055707
2024-12-18,80.91549348848204
2024-12-19,80.91549348848204
2024-12-20,66.5760389462194
2024-12-21,48.13959739188172
2024-12-22,45.06685713282544
2024-12-23,59.40631167508808
2024-12-24,55.309324663013044
2024-12-25,50.18809089791924
2024-12-26,55.309324663013044
2024-12-27,55.309324663013044
2024-12-28,46.0911038858442
2024-12-29,44.04261037980668
2024-12-30,54.28507790999428
2024-12-31,53.26083115697552
2025-01-01,47.115350638862964
2025-01-02,58.38206492206932
2025-01-03,58.38206492206932
2025-01-04,52.23658440395676
2025-01-05,51.212337650938
2025-01-06,62.47905193414436
2025-01-07,72.72151946433196
2025-01-08,76.818506476407
2025-01-09,80.91549348848204
2025-01-10,72.72151946433196
2025-01-11,52.23658440395676
2025-01-12,49.16384414490048
2025-01-13,86.03672725357583
2025-01-14,93.20645452470715
2025-01-15,92.1822077716884
2025-01-16,89.10946751263212
2025-01-17,88.08522075961336
2025-01-18,47.115350638862964
2025-01-19,44.04261037980668
2025-01-20,51.212337650938
2025-01-21,74.77001297036948
2025-01-22,86.03672725357583
2025-01-23,81.9397402415008
2025-01-24,78.86699998244453
2025-01-25,48.13959739188172
2025-01-26,50.18809089791924
2025-01-27,87.0609740065946
2025-01-28,88.08522075961336
2025-01-29,87.0609740065946
2025-01-30,87.0609740065946
2025-01-31,86.03672725357583
2025-02-01,52.23658440395676
2025-02-02,49.16384414490048
2025-02-03,77.84275322942577
2025-02-04,82.96398699451956
2025-02-05,81.9397402415008
2025-02-06,88.08522075961336
2025-02-07,85.01248050055707
2025-02-08,52.23658440395676
2025-02-09,48.13959739188172
2025-02-10,76.818506476407
2025-02-11,88.08522075961336
2025-02-12,82.96398699451956
2025-02-13,86.03672725357583
2025-02-14,79.89124673546328
2025-02-15,51.212337650938
2025-02-16,50.18809089791924
2025-02-17,56.3335714160318
2025-02-18,80.91549348848204
2025-02-19,78.86699998244453
2025-02-20,80.91549348848204
2025-02-21,74.77001297036948
2025-02-22,46.0911038858442
2025-02-23,48.13959739188172
2025-02-24,83.98823374753832
2025-02-25,82.96398699451956
2025-02-26,76.818506476407
2025-02-27,85.01248050055707
2025-02-28,83.98823374753832
2025-03-01,48.13959739188172
2025-03-02,46.0911038858442
2025-03-03,74.77001297036948
2025-03-04,80.91549348848204
2025-03-05,79.89124673546328
2025-03-06,78.86699998244453
2025-03-07,76.818506476407
2025-03-08,49.16384414490048
2025-03-09,49.16384414490048
2025-03-10,79.89124673546328
2025-03-11,78.86699998244453
2025-03-12,77.84275322942577
2025-03-13,80.91549348848204
2025-03-14,71.6972727113132
2025-03-15,48.13959739188172
2025-03-16,54.28507790999428
2025-03-17,68.62453245225691
2025-03-18,73.74576621735072
2025-03-19,78.86699998244453
2025-03-20,75.79425972338824
2025-03-21,65.55179219320064
2025-03-22,46.0911038858442
2025-03-23,49.16384414490048
2025-03-24,69.64877920527567
2025-03-25,77.84275322942577
2025-03-26,79.89124673546328
2025-03-27,81.9397402415008
2025-03-28,73.74576621735072
2025-03-29,47.115350638862964
2025-03-30,45.06685713282544
2025-03-31,71.6972727113132
2025-04-01,71.6972727113132
2025-04-02,78.86699998244453
2025-04-03,75.79425972338824
2025-04-04,68.62453245225691
2025-04-05,49.16384414490048
2025-04-06,48.13959739188172
2025-04-07,72.72151946433196
2025-04-08,73.74576621735072
2025-04-09,75.79425972338824
2025-04-10,90.13371426565088
2025-04-11,75.79425972338824
2025-04-12,48.13959739188172
2025-04-13,45.06685713282544
2025-04-14,67.60028569923816
2025-04-15,70.42388485620879
2025-04-16,72.79764591219146
2025-04-17,66.5760389462194
2025-04-18,57.46854754775529
2025-04-19,52.208902059280575
2025-04-20,46.949256570805865
2025-04-21,65.61407746872206
2025-04-22,74.72156886718616
2025-04-23,72.79764591219146
2025-04-24,76.13336844567146
2025-04-25,71.38584633370614
2025-04-26,47.91121804830321
2025-04-27,47.91121804830321
2025-04-28,80.94317583315822
2025-04-29,76.64549182218084
2025-04-30,79.98121435566088
2025-05-01,79.5313762546729
2025-05-02,77.60745329967821
2025-05-03,48.36105614929118
2025-05-04,46.949256570805865
2025-05-05,77.09532992316882
2025-05-06,76.13336844567146
2025-05-07,82.86709878815292
2025-05-08,90.05066723162233
2025-05-09,72.79764591219146
2025-05-10,53.62070163776589
2025-05-11,53.17086353677793
2025-05-12,79.01925287816353
2025-05-13,82.86709878815292
2025-05-14,80.94317583315822
2025-05-15,76.47247716795471
2025-05-16,72.87377236005096
2025-05-17,51.28154351262845
2025-05-18,45.88348630077283
2025-05-19,72.87377236005096
2025-05-20,71.07441995609908
2025-05-21,68.37539135017127
2025-05-22,66.5760389462194
2025-05-23,65.67636274424346
2025-05-24,46.783162502748766
2025-05-25,44.98381009879689
2025-05-26,47.6828387047247
2025-05-27,69.2750675521472
2025-05-28,74.67312476400284
2025-05-29,68.37539135017127
2025-05-30,68.37539135017127
2025-05-31,49.48219110867658
2025-06-01,49.48219110867658
2025-06-02,66.5760389462194
2025-06-03,67.47571514819533
2025-06-04,66.5760389462194
2025-06-05,60.27830553238783
2025-06-06,59.3786293304119
2025-06-07,48.58251490670064
2025-06-08,45.88348630077283
2025-06-09,61.17798173436377
2025-06-10,63.877010340291584
2025-06-11,64.77668654226753
2025-06-12,63.877010340291584
2025-06-13,63.877010340291584
2025-06-14,48.58251490670064
2025-06-15,46.783162502748766
2025-06-16,58.478953128435954
2025-06-17,56.67960072448408
2025-06-18,59.3786293304119
2025-06-19,54.8802483205322
2025-06-20,54.8802483205322
2025-06-21,45.88348630077283
2025-06-22,44.98381009879689
2025-06-23,57.57927692646002
2025-06-24,58.478953128435954
2025-06-25,56.67960072448408
2025-06-26,54.8802483205322
2025-06-27,59.3786293304119
2025-06-28,47.6828387047247
2025-06-29,43.184457694845015
2025-06-30,54.8802483205322
2025-07-01,56.67960072448408
2025-07-02,53.08089591658033
2025-07-03,59.3786293304119
2025-07-04,48.58251490670064
2025-07-05,47.6828387047247
2025-07-06,46.783162502748766
2025-07-07,53.98057211855627
2025-07-08,59.3786293304119
2025-07-09,56.67960072448408
2025-07-10,53.98057211855627
2025-07-11,56.67960072448408
2025-07-12,44.98381009879689
2025-07-13,43.184457694845015
2025-07-14,56.67960072448408
2025-07-15,61.17798173436377
2025-07-16,54.8802483205322
2025-07-17,54.8802483205322
2025-07-18,56.67960072448408
2025-07-19,44.08413389682095
2025-07-20,43.184457694845015
2025-07-21,55.77992452250814
2025-07-22,56.67960072448408
2025-07-23,59.3786293304119
2025-07-24,58.478953128435954
2025-07-25,55.77992452250814
2025-07-26,45.88348630077283
2025-07-27,43.184457694845015
2025-07-28,56.67960072448408
2025-07-29,54.8802483205322
2025-07-30,53.98057211855627
2025-07-31,56.67960072448408
2025-08-01,54.8802483205322
2025-08-02,48.58251490670064
2025-08-03,44.08413389682095
2025-08-04,55.77992452250814
2025-08-05,59.3786293304119
2025-08-06,69.2750675521472
2025-08-07,62.97733413831565
2025-08-08,57.57927692646002
2025-08-09,56.67960072448408
2025-08-10,44.08413389682095
2025-08-11,60.27830553238783
2025-08-12,58.478953128435954
2025-08-13,67.47571514819533
2025-08-14,64.77668654226753
2025-08-15,61.17798173436377
2025-08-16,46.783162502748766
2025-08-17,44.08413389682095
2025-08-18,64.77668654226753
2025-08-19,63.877010340291584
2025-08-20,63.877010340291584
2025-08-21,69.2750675521472
2025-08-22,69.2750675521472
2025-08-23,47.6828387047247
2025-08-24,45.88348630077283
2025-08-25,66.5760389462194
2025-08-26,68.37539135017127
2025-08-27,70.17474375412314
2025-08-28,70.17474375412314
2025-08-29,63.877010340291584
2025-08-30,44.98381009879689
2025-08-31,43.184457694845015
2025-09-01,47.6828387047247
2025-09-02,68.37539135017127
2025-09-03,71.97409615807503
2025-09-04,75.57280096597877
2025-09-05,71.07441995609908
2025-09-06,44.08413389682095
2025-09-07,44.08413389682095
2025-09-08,80.07118197585847
2025-09-09,71.97409615807503
2025-09-10,73.7734485620269
2025-09-11,76.47247716795471
2025-09-12,71.97409615807503
2025-09-13,47.6828387047247
2025-09-14,43.184457694845015
2025-09-15,71.97409615807503
2025-09-16,68.37539135017127
2025-09-17,82.77021058178627
2025-09-18,72.87377236005096
2025-09-19,68.37539135017127
2025-09-20,47.6828387047247
2025-09-21,43.184457694845015
2025-09-22,74.67312476400284
2025-09-23,68.37539135017127
2025-09-24,70.17474375412314
2025-09-25,71.07441995609908
2025-09-26,72.87377236005096
2025-09-27,45.88348630077283
2025-09-28,45.88348630077283
2025-09-29,70.17474375412314
2025-09-30,76.47247716795471
2025-10-01,78.2718295719066
2025-10-02,77.37215336993064
2025-10-03,79.17150577388253
2025-10-04,45.88348630077283
2025-10-05,44.08413389682095
2025-10-06,71.97409615807503
2025-10-07,74.67312476400284
2025-10-08,74.67312476400284
2025-10-09,69.2750675521472
2025-10-10,65.67636274424346
2025-10-11,44.98381009879689
2025-10-12,41.38510529089314
2025-10-13,59.3786293304119
2025-10-14,75.57280096597877
2025-10-15,70.17474375412314
2025-10-16,76.47247716795471
2025-10-17,70.17474375412314
2025-10-18,49.48219110867658
2025-10-19,44.08413389682095
2025-10-20,71.07441995609908
2025-10-21,76.47247716795471
2025-10-22,75.57280096597877
2025-10-23,76.47247716795471
2025-10-24,67.47571514819533
2025-10-25,44.98381009879689
2025-10-26,44.08413389682095
2025-10-27,69.2750675521472
2025-10-28,70.17474375412314
2025-10-29,68.37539135017127
2025-10-30,71.97409615807503
2025-10-31,66.5760389462194
2025-11-01,45.88348630077283
2025-11-02,42.28478149286907
2025-11-03,71.07441995609908
2025-11-04,65.67636274424346
2025-11-05,72.87377236005096
2025-11-06,67.47571514819533
2025-11-07,68.37539135017127
2025-11-08,47.6828387047247
2025-11-09,43.184457694845015
2025-11-10,63.877010340291584
2025-11-11,59.3786293304119
2025-11-12,81.87053437981034
2025-11-13,71.97409615807503
2025-11-14,71.07441995609908
2025-11-15,46.783162502748766
2025-11-16,43.184457694845015
2025-11-17,71.07441995609908
2025-11-18,65.67636274424346
2025-11-19,71.07441995609908
2025-11-20,69.2750675521472
2025-11-21,64.77668654226753
2025-11-22,44.98381009879689
2025-11-23,42.28478149286907
2025-11-24,55.77992452250814
2025-11-25,62.97733413831565
2025-11-26,57.57927692646002
2025-11-27,41.38510529089314
2025-11-28,43.184457694845015
2025-11-29,40.4854290889172
2025-11-30,40.4854290889172
2025-12-01,62.077657936339705
2025-12-02,66.5760389462194
2025-12-03,62.97733413831565
2025-12-04,65.67636274424346
2025-12-05,68.37539135017127
2025-12-06,47.6828387047247
2025-12-07,41.38510529089314
2025-12-08,63.877010340291584
2025-12-09,70.17474375412314
2025-12-10,65.67636274424346
2025-12-11,71.97409615807503
2025-12-12,68.37539135017127
2025-12-13,45.97345392097043
2025-12-14,39.94562336773164
2025-12-15,63.966977960489174
2025-12-16,62.79739889792046
2025-12-17,61.987690316142114
2025-12-18,61.17798173436377
2025-12-19,55.59998928211296
2025-12-20,43.184457694845015
2025-12-21,42.01487863227629
2025-12-22,55.959859762903335
2025-12-23,50.741737791442894
2025-12-24,46.783162502748766
2025-12-25,41.565040531288325
2025-12-26,41.205170050497955
2025-12-27,39.585752886941265
2025-12-28,38.77604430516292
2025-12-29,50.381867310652524
2025-12-30,47.59287108452711
2025-12-31,44.35403675741374
2026-01-01,39.585752886941265
2026-01-02,43.99416627662336
2026-01-03,39.585752886941265
2026-01-04,39.585752886941265
2026-01-05,53.17086353677793
2026-01-06,57.579276926460025
2026-01-07,63.157269378710836
2026-01-08,56.76956834468167
2026-01-09,61.17798173436377
2026-01-10,38.86601192536052
2026-01-11,40.30549384852202
2026-01-12,56.85953596487927
2026-01-13,60.45824077278302
2026-01-14,61.89772269594452
2026-01-15,66.21616846542902
2026-01-16,56.139795003298524
2026-01-17,43.184457694845015
2026-01-18,38.86601192536052
2026-01-19,46.783162502748766
2026-01-20,59.738499811202274
2026-01-21,61.177981734363776
2026-01-22,61.89772269594452
2026-01-23,58.29901788804077
2026-01-24,42.46471673326427
2026-01-25,38.14627096377976
2026-01-26,54.70031308013702
2026-01-27,61.89772269594452
2026-01-28,61.177981734363776
2026-01-29,62.61746365752528
2026-01-30,63.337204619106025
2026-01-31,44.62393961800652
2026-02-01,46.783162502748766
2026-02-02,55.42005404171777
2026-02-03,58.29901788804077
2026-02-04,62.61746365752528
2026-02-05,60.45824077278302
2026-02-06,59.738499811202274
2026-02-07,44.62393961800652
2026-02-08,38.14627096377976
2026-02-09,63.337204619106025
2026-02-10,61.89772269594452
2026-02-11,69.81487327333278
2026-02-12,62.61746365752528
2026-02-13,59.738499811202274
2026-02-14,46.06342154116802
2026-02-15,38.86601192536052
2026-02-16,46.06342154116802
2026-02-17,53.980572118556275
2026-02-18,61.89772269594452
2026-02-19,59.738499811202274
2026-02-20,58.29901788804077
2026-02-21,43.90419865642577
2026-02-22,40.30549384852202
2026-02-23,59.01875884962153
2026-02-24,64.77668654226753
2026-02-25,66.93590942700978
2026-02-26,63.337204619106025
2026-02-27,63.337204619106025
2026-02-28,43.90419865642577
2026-03-01,42.46471673326427
2026-03-02,62.61746365752528
2026-03-03,59.01875884962153
2026-03-04,65.49642750384828
2026-03-05,64.05694558068677
2026-03-06,59.01875884962153
2026-03-07,43.184457694845015
2026-03-08,42.46471673326427
2026-03-09,62.61746365752528
2026-03-10,56.85953596487927
2026-03-11,60.45824077278302
2026-03-12,56.85953596487927
2026-03-13,56.85953596487927
2026-03-14,42.46471673326427
2026-03-15,41.025234810102766
2026-03-16,54.70031308013702
2026-03-17,53.980572118556275
2026-03-18,61.177981734363776
2026-03-19,60.45824077278302
2026-03-20,58.29901788804077
2026-03-21,42.46471673326427
2026-03-22,41.744975771683514
2026-03-23,59.01875884962153
2026-03-24,62.61746365752528
2026-03-25,62.61746365752528
2026-03-26,60.45824077278302
2026-03-27,57.579276926460025
2026-03-28,41.744975771683514
2026-03-29,42.46471673326427
2026-03-30,56.85953596487927
2026-03-31,55.42005404171777
2026-04-01,55.42005404171777
2026-04-02,56.139795003298524
2026-04-03,48.22264442591027
2026-04-04,41.744975771683514
2026-04-05,38.86601192536052
2026-04-06,51.10160827223327
2026-04-07,53.980572118556275
2026-04-08,53.26083115697552
2026-04-09,52.54109019539477
2026-04-10,59.738499811202274
2026-04-11,43.184457694845015
2026-04-12,39.585752886941265
2026-04-13,59.738499811202274
2026-04-14,59.738499811202274
2026-04-15,59.738499811202274
2026-04-16,59.01875884962153
2026-04-17,56.139795003298524
2026-04-18,41.025234810102766
2026-04-19,38.86601192536052
2026-04-20,59.738499811202274
2026-04-21,59.738499811202274
2026-04-22,57.579276926460025
2026-04-23,56.85953596487927
2026-04-24,57.579276926460025
2026-04-25,41.025234810102766
2026-04-26,40.30549384852202
2026-04-27,56.85953596487927
2026-04-28,59.738499811202274
2026-04-29,61.177981734363776
2026-04-30,61.177981734363776
2026-05-01,59.738499811202274
2026-05-02,41.744975771683514
2026-05-03,39.585752886941265
2026-05-04,61.89772269594452
2026-05-05,63.337204619106025
2026-05-06,61.177981734363776
2026-05-07,60.45824077278302
2026-05-08,59.738499811202274
2026-05-09,44.62393961800652
2026-05-10,48.94238538749102
2026-05-11,59.01875884962153
2026-05-12,61.177981734363776
2026-05-13,62.61746365752528
2026-05-14,59.738499811202274
2026-05-15,59.01875884962153
2026-05-16,43.90419865642577
2026-05-17,40.30549384852202
2026-05-18,51.82134923381402
2026-05-19,51.82134923381402
2026-05-20,59.738499811202274
2026-05-21,56.139795003298524
2026-05-22,55.42005404171777
2026-05-23,41.744975771683514
2026-05-24,40.30549384852202
2026-05-25,41.744975771683514
2026-05-26,56.85953596487927
2026-05-27,57.579276926460025
2026-05-28,56.85953596487927
2026-05-29,57.579276926460025
2026-05-30,42.46471673326427
2026-05-31,35.987048079037514
