Time,translate_english_to_spanish
2022-09-24,52.99418604651163
2022-09-25,55.07558139534884
2022-09-26,81.05232558139535
2022-09-27,85.21511627906978
2022-09-28,91.91860465116281
2022-09-29,88.67441860465118
2022-09-30,87.59302325581396
2022-10-01,49.744186046511636
2022-10-02,51.90697674418605
2022-10-03,89.75581395348838
2022-10-04,94.08139534883722
2022-10-05,91.91860465116281
2022-10-06,94.08139534883722
2022-10-07,89.75581395348838
2022-10-08,50.82558139534884
2022-10-09,49.744186046511636
2022-10-10,77.86046511627907
2022-10-11,90.83720930232559
2022-10-12,90.83720930232559
2022-10-13,97.32558139534885
2022-10-14,86.51162790697676
2022-10-15,55.15116279069768
2022-10-16,50.82558139534884
2022-10-17,87.59302325581396
2022-10-18,94.08139534883722
2022-10-19,98.40697674418605
2022-10-20,101.65116279069768
2022-10-21,91.91860465116281
2022-10-22,52.988372093023266
2022-10-23,52.988372093023266
2022-10-24,88.67441860465118
2022-10-25,95.16279069767444
2022-10-26,97.32558139534885
2022-10-27,100.56976744186048
2022-10-28,87.59302325581396
2022-10-29,49.744186046511636
2022-10-30,49.744186046511636
2022-10-31,85.43023255813955
2022-11-01,87.59302325581396
2022-11-02,90.83720930232559
2022-11-03,93.00000000000001
2022-11-04,94.08139534883722
2022-11-05,48.662790697674424
2022-11-06,47.58139534883722
2022-11-07,86.51162790697676
2022-11-08,85.43023255813955
2022-11-09,83.26744186046513
2022-11-10,90.83720930232559
2022-11-11,68.1279069767442
2022-11-12,56.23255813953489
2022-11-13,47.58139534883722
2022-11-14,89.75581395348838
2022-11-15,96.24418604651164
2022-11-16,98.40697674418605
2022-11-17,98.40697674418605
2022-11-18,89.75581395348838
2022-11-19,52.988372093023266
2022-11-20,52.988372093023266
2022-11-21,71.37209302325583
2022-11-22,70.29069767441861
2022-11-23,61.63953488372094
2022-11-24,49.744186046511636
2022-11-25,48.662790697674424
2022-11-26,48.662790697674424
2022-11-27,50.82558139534884
2022-11-28,81.1046511627907
2022-11-29,89.75581395348838
2022-11-30,91.91860465116281
2022-12-01,95.16279069767444
2022-12-02,82.18604651162792
2022-12-03,51.90697674418605
2022-12-04,50.82558139534884
2022-12-05,87.59302325581396
2022-12-06,91.91860465116281
2022-12-07,93.00000000000001
2022-12-08,93.00000000000001
2022-12-09,87.59302325581396
2022-12-10,54.06976744186047
2022-12-11,50.82558139534884
2022-12-12,90.83720930232559
2022-12-13,91.91860465116281
2022-12-14,93.00000000000001
2022-12-15,94.08139534883722
2022-12-16,82.18604651162792
2022-12-17,55.15116279069768
2022-12-18,52.988372093023266
2022-12-19,71.37209302325583
2022-12-20,78.94186046511629
2022-12-21,78.94186046511629
2022-12-22,70.29069767441861
2022-12-23,57.3139534883721
2022-12-24,49.744186046511636
2022-12-25,52.988372093023266
2022-12-26,47.58139534883722
2022-12-27,57.3139534883721
2022-12-28,57.3139534883721
2022-12-29,59.47674418604652
2022-12-30,56.23255813953489
2022-12-31,51.90697674418605
2023-01-01,47.58139534883722
2023-01-02,47.58139534883722
2023-01-03,65.96511627906978
2023-01-04,78.94186046511629
2023-01-05,83.26744186046513
2023-01-06,81.1046511627907
2023-01-07,50.82558139534884
2023-01-08,49.744186046511636
2023-01-09,89.75581395348838
2023-01-10,98.40697674418605
2023-01-11,95.16279069767444
2023-01-12,97.32558139534885
2023-01-13,89.75581395348838
2023-01-14,52.988372093023266
2023-01-15,47.58139534883722
2023-01-16,59.47674418604652
2023-01-17,90.83720930232559
2023-01-18,95.16279069767444
2023-01-19,97.32558139534885
2023-01-20,95.16279069767444
2023-01-21,52.988372093023266
2023-01-22,52.988372093023266
2023-01-23,93.00000000000001
2023-01-24,98.40697674418605
2023-01-25,97.32558139534885
2023-01-26,97.32558139534885
2023-01-27,96.24418604651164
2023-01-28,56.23255813953489
2023-01-29,49.744186046511636
2023-01-30,91.91860465116281
2023-01-31,96.24418604651164
2023-02-01,93.00000000000001
2023-02-02,98.40697674418605
2023-02-03,93.00000000000001
2023-02-04,51.90697674418605
2023-02-05,56.23255813953489
2023-02-06,94.08139534883722
2023-02-07,105.97674418604653
2023-02-08,99.48837209302327
2023-02-09,99.48837209302327
2023-02-10,98.40697674418605
2023-02-11,57.3139534883721
2023-02-12,54.06976744186047
2023-02-13,89.75581395348838
2023-02-14,102.7325581395349
2023-02-15,96.24418604651164
2023-02-16,96.24418604651164
2023-02-17,91.91860465116281
2023-02-18,52.988372093023266
2023-02-19,50.82558139534884
2023-02-20,63.80232558139536
2023-02-21,90.83720930232559
2023-02-22,95.16279069767444
2023-02-23,94.08139534883722
2023-02-24,93.00000000000001
2023-02-25,56.23255813953489
2023-02-26,50.82558139534884
2023-02-27,91.91860465116281
2023-02-28,98.40697674418605
2023-03-01,100.56976744186048
2023-03-02,101.65116279069768
2023-03-03,91.91860465116281
2023-03-04,56.23255813953489
2023-03-05,55.15116279069768
2023-03-06,95.16279069767444
2023-03-07,100.56976744186048
2023-03-08,102.7325581395349
2023-03-09,99.48837209302327
2023-03-10,93.00000000000001
2023-03-11,56.23255813953489
2023-03-12,54.06976744186047
2023-03-13,87.59302325581396
2023-03-14,85.43023255813955
2023-03-15,91.91860465116281
2023-03-16,91.91860465116281
2023-03-17,84.34883720930233
2023-03-18,54.06976744186047
2023-03-19,55.15116279069768
2023-03-20,96.24418604651164
2023-03-21,98.40697674418605
2023-03-22,101.65116279069768
2023-03-23,100.56976744186048
2023-03-24,96.24418604651164
2023-03-25,57.3139534883721
2023-03-26,57.3139534883721
2023-03-27,96.24418604651164
2023-03-28,96.24418604651164
2023-03-29,102.7325581395349
2023-03-30,101.65116279069768
2023-03-31,91.91860465116281
2023-04-01,56.23255813953489
2023-04-02,56.23255813953489
2023-04-03,87.59302325581396
2023-04-04,91.91860465116281
2023-04-05,93.00000000000001
2023-04-06,91.91860465116281
2023-04-07,70.29069767441861
2023-04-08,51.90697674418605
2023-04-09,52.988372093023266
2023-04-10,83.26744186046513
2023-04-11,97.32558139534885
2023-04-12,95.16279069767444
2023-04-13,96.24418604651164
2023-04-14,99.48837209302327
2023-04-15,59.47674418604652
2023-04-16,56.23255813953489
2023-04-17,99.48837209302327
2023-04-18,99.48837209302327
2023-04-19,101.65116279069768
2023-04-20,96.24418604651164
2023-04-21,99.48837209302327
2023-04-22,60.55813953488373
2023-04-23,57.3139534883721
2023-04-24,99.48837209302327
2023-04-25,100.56976744186048
2023-04-26,97.32558139534885
2023-04-27,100.56976744186048
2023-04-28,93.00000000000001
2023-04-29,57.3139534883721
2023-04-30,51.90697674418605
2023-05-01,98.40697674418605
2023-05-02,103.8139534883721
2023-05-03,101.65116279069768
2023-05-04,101.65116279069768
2023-05-05,96.24418604651164
2023-05-06,59.47674418604652
2023-05-07,52.988372093023266
2023-05-08,98.40697674418605
2023-05-09,100.56976744186048
2023-05-10,108.13953488372094
2023-05-11,101.65116279069768
2023-05-12,96.24418604651164
2023-05-13,56.23255813953489
2023-05-14,63.80232558139536
2023-05-15,99.48837209302327
2023-05-16,99.48837209302327
2023-05-17,105.97674418604653
2023-05-18,100.56976744186048
2023-05-19,90.83720930232559
2023-05-20,58.39534883720931
2023-05-21,58.39534883720931
2023-05-22,91.91860465116281
2023-05-23,87.59302325581396
2023-05-24,97.32558139534885
2023-05-25,93.00000000000001
2023-05-26,85.43023255813955
2023-05-27,56.23255813953489
2023-05-28,54.06976744186047
2023-05-29,60.55813953488373
2023-05-30,85.43023255813955
2023-05-31,90.83720930232559
2023-06-01,88.67441860465118
2023-06-02,85.43023255813955
2023-06-03,56.23255813953489
2023-06-04,54.06976744186047
2023-06-05,81.1046511627907
2023-06-06,83.26744186046513
2023-06-07,75.69767441860466
2023-06-08,74.61627906976746
2023-06-09,70.29069767441861
2023-06-10,55.15116279069768
2023-06-11,48.662790697674424
2023-06-12,68.1279069767442
2023-06-13,75.69767441860466
2023-06-14,76.77906976744187
2023-06-15,74.61627906976746
2023-06-16,70.29069767441861
2023-06-17,56.23255813953489
2023-06-18,56.23255813953489
2023-06-19,64.88372093023257
2023-06-20,70.29069767441861
2023-06-21,64.88372093023257
2023-06-22,68.1279069767442
2023-06-23,65.96511627906978
2023-06-24,56.23255813953489
2023-06-25,51.90697674418605
2023-06-26,64.88372093023257
2023-06-27,73.53488372093024
2023-06-28,68.1279069767442
2023-06-29,77.86046511627907
2023-06-30,67.04651162790698
2023-07-01,51.90697674418605
2023-07-02,50.82558139534884
2023-07-03,60.55813953488373
2023-07-04,54.06976744186047
2023-07-05,67.04651162790698
2023-07-06,64.88372093023257
2023-07-07,67.04651162790698
2023-07-08,55.15116279069768
2023-07-09,52.988372093023266
2023-07-10,65.96511627906978
2023-07-11,69.2093023255814
2023-07-12,76.77906976744187
2023-07-13,67.04651162790698
2023-07-14,64.88372093023257
2023-07-15,52.988372093023266
2023-07-16,52.988372093023266
2023-07-17,63.80232558139536
2023-07-18,61.63953488372094
2023-07-19,65.96511627906978
2023-07-20,64.88372093023257
2023-07-21,61.63953488372094
2023-07-22,50.82558139534884
2023-07-23,52.988372093023266
2023-07-24,64.88372093023257
2023-07-25,67.04651162790698
2023-07-26,67.04651162790698
2023-07-27,62.720930232558146
2023-07-28,73.53488372093024
2023-07-29,50.82558139534884
2023-07-30,49.744186046511636
2023-07-31,58.39534883720931
2023-08-01,63.80232558139536
2023-08-02,60.55813953488373
2023-08-03,68.1279069767442
2023-08-04,65.96511627906978
2023-08-05,52.988372093023266
2023-08-06,48.662790697674424
2023-08-07,69.2093023255814
2023-08-08,68.1279069767442
2023-08-09,70.29069767441861
2023-08-10,67.04651162790698
2023-08-11,68.1279069767442
2023-08-12,55.15116279069768
2023-08-13,49.744186046511636
2023-08-14,71.37209302325583
2023-08-15,72.45348837209303
2023-08-16,78.94186046511629
2023-08-17,77.86046511627907
2023-08-18,77.86046511627907
2023-08-19,54.06976744186047
2023-08-20,49.744186046511636
2023-08-21,80.0232558139535
2023-08-22,85.43023255813955
2023-08-23,87.59302325581396
2023-08-24,84.34883720930233
2023-08-25,84.34883720930233
2023-08-26,51.90697674418605
2023-08-27,52.988372093023266
2023-08-28,85.43023255813955
2023-08-29,89.75581395348838
2023-08-30,88.67441860465118
2023-08-31,94.08139534883722
2023-09-01,82.18604651162792
2023-09-02,51.90697674418605
2023-09-03,50.82558139534884
2023-09-04,54.06976744186047
2023-09-05,86.51162790697676
2023-09-06,90.83720930232559
2023-09-07,93.00000000000001
2023-09-08,83.26744186046513
2023-09-09,55.15116279069768
2023-09-10,49.744186046511636
2023-09-11,94.08139534883722
2023-09-12,93.00000000000001
2023-09-13,105.97674418604653
2023-09-14,97.32558139534885
2023-09-15,94.08139534883722
2023-09-16,56.23255813953489
2023-09-17,54.06976744186047
2023-09-18,90.83720930232559
2023-09-19,99.48837209302327
2023-09-20,94.08139534883722
2023-09-21,94.08139534883722
2023-09-22,90.83720930232559
2023-09-23,55.15116279069768
2023-09-24,55.15116279069768
2023-09-25,85.43023255813955
2023-09-26,96.24418604651164
2023-09-27,95.16279069767444
2023-09-28,94.08139534883722
2023-09-29,91.91860465116281
2023-09-30,54.06976744186047
2023-10-01,52.988372093023266
2023-10-02,93.00000000000001
2023-10-03,97.32558139534885
2023-10-04,99.48837209302327
2023-10-05,95.16279069767444
2023-10-06,93.00000000000001
2023-10-07,56.23255813953489
2023-10-08,54.06976744186047
2023-10-09,76.77906976744187
2023-10-10,96.24418604651164
2023-10-11,98.40697674418605
2023-10-12,104.89534883720931
2023-10-13,94.08139534883722
2023-10-14,58.39534883720931
2023-10-15,59.47674418604652
2023-10-16,95.16279069767444
2023-10-17,98.40697674418605
2023-10-18,96.24418604651164
2023-10-19,102.7325581395349
2023-10-20,91.91860465116281
2023-10-21,55.15116279069768
2023-10-22,55.15116279069768
2023-10-23,96.24418604651164
2023-10-24,104.89534883720931
2023-10-25,99.48837209302327
2023-10-26,99.48837209302327
2023-10-27,94.08139534883722
2023-10-28,51.90697674418605
2023-10-29,50.82558139534884
2023-10-30,96.24418604651164
2023-10-31,91.91860465116281
2023-11-01,98.40697674418605
2023-11-02,96.24418604651164
2023-11-03,88.67441860465118
2023-11-04,57.3139534883721
2023-11-05,51.90697674418605
2023-11-06,94.08139534883722
2023-11-07,96.24418604651164
2023-11-08,100.56976744186048
2023-11-09,98.40697674418605
2023-11-10,80.0232558139535
2023-11-11,56.23255813953489
2023-11-12,50.82558139534884
2023-11-13,95.16279069767444
2023-11-14,96.24418604651164
2023-11-15,102.7325581395349
2023-11-16,99.48837209302327
2023-11-17,100.56976744186048
2023-11-18,58.39534883720931
2023-11-19,52.988372093023266
2023-11-20,84.34883720930233
2023-11-21,83.26744186046513
2023-11-22,65.96511627906978
2023-11-23,56.23255813953489
2023-11-24,50.82558139534884
2023-11-25,54.06976744186047
2023-11-26,52.988372093023266
2023-11-27,94.08139534883722
2023-11-28,100.56976744186048
2023-11-29,104.89534883720931
2023-11-30,98.40697674418605
2023-12-01,94.08139534883722
2023-12-02,54.06976744186047
2023-12-03,51.90697674418605
2023-12-04,91.91860465116281
2023-12-05,98.40697674418605
2023-12-06,96.24418604651164
2023-12-07,94.08139534883722
2023-12-08,89.75581395348838
2023-12-09,52.988372093023266
2023-12-10,56.23255813953489
2023-12-11,95.16279069767444
2023-12-12,98.40697674418605
2023-12-13,98.40697674418605
2023-12-14,97.32558139534885
2023-12-15,94.08139534883722
2023-12-16,52.988372093023266
2023-12-17,55.15116279069768
2023-12-18,82.18604651162792
2023-12-19,90.83720930232559
2023-12-20,80.0232558139535
2023-12-21,78.94186046511629
2023-12-22,70.0597821104422
2023-12-23,54.54322508771979
2023-12-24,54.014218522973835
2023-12-25,54.54322508771979
2023-12-26,58.29303547963207
2023-12-27,64.1705632402008
2023-12-28,60.43244395796118
2023-12-29,59.362739718796625
2023-12-30,51.87481004464472
2023-12-31,51.334112370226116
2024-01-01,56.68263356604891
2024-01-02,63.64155667545486
2024-01-03,79.14642258850462
2024-01-04,85.56464802349197
2024-01-05,81.28583106683374
2024-01-06,57.223331240467516
2024-01-07,50.80510580548017
2024-01-08,86.63435226265652
2024-01-09,91.9828734584793
2024-01-10,104.819324328454
2024-01-11,98.40109889346665
2024-01-12,99.47080313263122
2024-01-13,53.47352084855524
2024-01-14,52.94451428380928
2024-01-15,60.43244395796118
2024-01-16,86.63435226265652
2024-01-17,97.3313946543021
2024-01-18,102.13921817570628
2024-01-19,97.3313946543021
2024-01-20,57.223331240467516
2024-01-21,53.958669604087206
2024-01-22,95.22118165427153
2024-01-23,94.16316852477964
2024-01-24,105.80131294919059
2024-01-25,102.62727356071488
2024-01-26,89.931116006812
2024-01-27,55.01668273357911
2024-01-28,51.84264334510339
2024-01-29,96.27919478376344
2024-01-30,99.45323417223916
2024-01-31,99.45323417223916
2024-02-01,96.27919478376344
2024-02-02,93.10515539528772
2024-02-03,53.958669604087206
2024-02-04,51.84264334510339
2024-02-05,87.8150897478282
2024-02-06,90.98912913630392
2024-02-07,100.51124730173106
2024-02-08,102.62727356071488
2024-02-09,90.98912913630392
2024-02-10,52.900656474595294
2024-02-11,47.610590827135766
2024-02-12,81.46701097087676
2024-02-13,95.22118165427153
2024-02-14,95.22118165427153
2024-02-15,97.33720791325536
2024-02-16,84.64105035935248
2024-02-17,52.900656474595294
2024-02-18,51.84264334510339
2024-02-19,63.48078776951436
2024-02-20,87.8150897478282
2024-02-21,96.27919478376344
2024-02-22,96.27919478376344
2024-02-23,85.69906348884439
2024-02-24,53.958669604087206
2024-02-25,51.84264334510339
2024-02-26,90.98912913630392
2024-02-27,102.62727356071488
2024-02-28,96.27919478376344
2024-02-29,97.33720791325536
2024-03-01,89.931116006812
2024-03-02,52.900656474595294
2024-03-03,53.958669604087206
2024-03-04,98.39522104274725
2024-03-05,96.27919478376344
2024-03-06,96.27919478376344
2024-03-07,98.39522104274725
2024-03-08,89.931116006812
2024-03-09,52.900656474595294
2024-03-10,49.72661708611958
2024-03-11,83.58303722986057
2024-03-12,86.75707661833628
2024-03-13,86.75707661833628
2024-03-14,96.27919478376344
2024-03-15,83.58303722986057
2024-03-16,52.900656474595294
2024-03-17,53.958669604087206
2024-03-18,93.10515539528772
2024-03-19,98.39522104274725
2024-03-20,100.51124730173106
2024-03-21,95.22118165427153
2024-03-22,89.931116006812
2024-03-23,53.958669604087206
2024-03-24,51.84264334510339
2024-03-25,89.931116006812
2024-03-26,88.8731028773201
2024-03-27,88.8731028773201
2024-03-28,84.64105035935248
2024-03-29,66.65482715799007
2024-03-30,50.784630215611486
2024-03-31,50.784630215611486
2024-04-01,77.23495845290914
2024-04-02,86.75707661833628
2024-04-03,86.75707661833628
2024-04-04,84.64105035935248
2024-04-05,83.58303722986057
2024-04-06,51.84264334510339
2024-04-07,48.66860395662768
2024-04-08,80.40899784138486
2024-04-09,92.04714226579581
2024-04-10,90.98912913630392
2024-04-11,90.98912913630392
2024-04-12,89.931116006812
2024-04-13,50.784630215611486
2024-04-14,49.72661708611958
2024-04-15,96.27919478376344
2024-04-16,97.33720791325536
2024-04-17,92.04714226579581
2024-04-18,93.10515539528772
2024-04-19,90.98912913630392
2024-04-20,60.30674838103864
2024-04-21,57.132708992562925
2024-04-22,94.16316852477964
2024-04-23,90.98912913630392
2024-04-24,94.16316852477964
2024-04-25,92.04714226579581
2024-04-26,84.64105035935248
2024-04-27,53.958669604087206
2024-04-28,53.958669604087206
2024-04-29,92.04714226579581
2024-04-30,94.16316852477964
2024-05-01,96.27919478376344
2024-05-02,95.22118165427153
2024-05-03,90.98912913630392
2024-05-04,53.958669604087206
2024-05-05,52.900656474595294
2024-05-06,95.22118165427153
2024-05-07,96.27919478376344
2024-05-08,96.27919478376344
2024-05-09,92.04714226579581
2024-05-10,93.10515539528772
2024-05-11,59.248735251546734
2024-05-12,58.19072212205483
2024-05-13,98.39522104274725
2024-05-14,96.27919478376344
2024-05-15,89.931116006812
2024-05-16,94.16316852477964
2024-05-17,86.75707661833628
2024-05-18,55.01668273357911
2024-05-19,53.958669604087206
2024-05-20,89.931116006812
2024-05-21,89.931116006812
2024-05-22,85.69906348884439
2024-05-23,92.04714226579581
2024-05-24,73.00290593494151
2024-05-25,59.248735251546734
2024-05-26,52.900656474595294
2024-05-27,52.900656474595294
2024-05-28,85.69906348884439
2024-05-29,80.40899784138486
2024-05-30,83.58303722986057
2024-05-31,78.29297158240104
2024-06-01,56.074695863071014
2024-06-02,55.01668273357911
2024-06-03,75.11893219392532
2024-06-04,76.17694532341723
2024-06-05,77.23495845290914
2024-06-06,79.35098471189295
2024-06-07,75.11893219392532
2024-06-08,57.132708992562925
2024-06-09,52.900656474595294
2024-06-10,74.06091906443342
2024-06-11,70.8868796759577
2024-06-12,68.77085341697389
2024-06-13,69.82886654646579
2024-06-14,70.8868796759577
2024-06-15,52.900656474595294
2024-06-16,61.36476151053054
2024-06-17,63.48078776951436
2024-06-18,69.82886654646579
2024-06-19,64.53880089900626
2024-06-20,63.48078776951436
2024-06-21,68.77085341697389
2024-06-22,60.30674838103864
2024-06-23,52.900656474595294
2024-06-24,62.42277464002245
2024-06-25,63.48078776951436
2024-06-26,65.59681402849817
2024-06-27,68.77085341697389
2024-06-28,67.71284028748198
2024-06-29,51.84264334510339
2024-06-30,49.72661708611958
2024-07-01,65.59681402849817
2024-07-02,67.71284028748198
2024-07-03,63.48078776951436
2024-07-04,53.958669604087206
2024-07-05,62.42277464002245
2024-07-06,51.84264334510339
2024-07-07,53.958669604087206
2024-07-08,60.30674838103864
2024-07-09,68.77085341697389
2024-07-10,65.59681402849817
2024-07-11,70.8868796759577
2024-07-12,66.65482715799007
2024-07-13,52.900656474595294
2024-07-14,49.72661708611958
2024-07-15,66.65482715799007
2024-07-16,66.65482715799007
2024-07-17,67.71284028748198
2024-07-18,68.77085341697389
2024-07-19,62.42277464002245
2024-07-20,50.784630215611486
2024-07-21,46.55257769764386
2024-07-22,63.48078776951436
2024-07-23,63.48078776951436
2024-07-24,64.53880089900626
2024-07-25,66.65482715799007
2024-07-26,62.42277464002245
2024-07-27,51.84264334510339
2024-07-28,51.84264334510339
2024-07-29,62.42277464002245
2024-07-30,63.48078776951436
2024-07-31,63.48078776951436
2024-08-01,60.30674838103864
2024-08-02,62.42277464002245
2024-08-03,49.72661708611958
2024-08-04,57.132708992562925
2024-08-05,62.42277464002245
2024-08-06,64.53880089900626
2024-08-07,65.59681402849817
2024-08-08,69.82886654646579
2024-08-09,70.8868796759577
2024-08-10,53.958669604087206
2024-08-11,51.84264334510339
2024-08-12,71.9448928054496
2024-08-13,74.06091906443342
2024-08-14,78.29297158240104
2024-08-15,81.46701097087676
2024-08-16,76.17694532341723
2024-08-17,52.900656474595294
2024-08-18,50.99848393327474
2024-08-19,75.98560252340273
2024-08-20,86.39690193595607
2024-08-21,87.4380318772114
2024-08-22,88.47916181846674
2024-08-23,87.95015525372078
2024-08-24,54.650880321786694
2024-08-25,54.121873757040746
2024-08-26,93.15580495999744
2024-08-27,91.07354507748678
2024-08-28,94.19693490125277
2024-08-29,95.23806484250811
2024-08-30,83.27351211219006
2024-08-31,55.69201026304203
2024-09-01,54.121873757040746
2024-09-02,58.815400086808026
2024-09-03,90.5614217009774
2024-09-04,96.27919478376344
2024-09-05,97.32032472501878
2024-09-06,86.39690193595607
2024-09-07,56.20413363955141
2024-09-08,50.99848393327474
2024-09-09,98.89046123102005
2024-09-10,98.36145466627411
2024-09-11,95.23806484250811
2024-09-12,102.52597443129544
2024-09-13,96.27919478376344
2024-09-14,56.20413363955141
2024-09-15,48.4041006742547
2024-09-16,91.07354507748678
2024-09-17,93.20645452470715
2024-09-18,95.25494803074469
2024-09-19,96.27919478376344
2024-09-20,90.13371426565088
2024-09-21,55.309324663013044
2024-09-22,48.13959739188172
