Time,breakfast_near_me
2023-11-25,44.48328730989573
2023-11-26,47.38437126488893
2023-11-27,20.3075876849524
2023-11-28,18.373531714956933
2023-11-29,19.340559699954664
2023-11-30,19.340559699954664
2023-12-01,25.142727609941065
2023-12-02,45.450315294893464
2023-12-03,52.21951118987759
2023-12-04,20.3075876849524
2023-12-05,19.340559699954664
2023-12-06,19.340559699954664
2023-12-07,20.3075876849524
2023-12-08,26.109755594938797
2023-12-09,50.28545521988213
2023-12-10,56.087623129868525
2023-12-11,21.27461566995013
2023-12-12,20.3075876849524
2023-12-13,20.3075876849524
2023-12-14,20.3075876849524
2023-12-15,26.109755594938797
2023-12-16,48.35139924988666
2023-12-17,52.21951118987759
2023-12-18,23.2086716399456
2023-12-19,21.27461566995013
2023-12-20,24.17569962494333
2023-12-21,25.142727609941065
2023-12-22,32.80281650167987
2023-12-23,40.761763630850396
2023-12-24,42.410597480711395
2023-12-25,37.94760992362726
2023-12-26,32.80281650167987
2023-12-27,31.153982651818865
2023-12-28,33.96813635904199
2023-12-29,37.94760992362726
2023-12-30,48.379807827589296
2023-12-31,49.2042247525198
2024-01-01,61.142645446275594
2024-01-02,22.029715665286197
2024-01-03,20.380881815425198
2024-01-04,21.205298740355698
2024-01-05,24.019452447578832
2024-01-06,46.390071045296665
2024-01-07,41.92708348821253
2024-01-08,18.391145033132567
2024-01-09,17.566728108202064
2024-01-10,17.566728108202064
2024-01-11,17.566728108202064
2024-01-12,25.184772304940964
2024-01-13,41.92708348821253
2024-01-14,51.19396153481243
2024-01-15,28.8233429370946
2024-01-16,14.4116714685473
2024-01-17,16.401408250839935
2024-01-18,17.22582517577043
2024-01-19,19.215561958063063
2024-01-20,38.431123916126126
2024-01-21,42.9537694863858
2024-01-22,17.045146621581665
2024-01-23,14.999729026991867
2024-01-24,17.045146621581665
2024-01-25,17.726952486444933
2024-01-26,21.817787675624533
2024-01-27,42.27196362152253
2024-01-28,47.72641054042867
2024-01-29,16.3633407567184
2024-01-30,14.999729026991867
2024-01-31,16.3633407567184
2024-02-01,17.726952486444933
2024-02-02,22.4995935404878
2024-02-03,44.9991870809756
2024-02-04,53.1808574593348
2024-02-05,17.045146621581665
2024-02-06,14.999729026991867
2024-02-07,16.3633407567184
2024-02-08,17.726952486444933
2024-02-09,22.4995935404878
2024-02-10,44.9991870809756
2024-02-11,49.0900222701552
2024-02-12,15.681534891855133
2024-02-13,16.3633407567184
2024-02-14,21.817787675624533
2024-02-15,20.454175945898
2024-02-16,25.908622864804133
2024-02-17,47.0446046755654
2024-02-18,61.362527837694
2024-02-19,29.999458053983734
2024-02-20,17.726952486444933
2024-02-21,18.4087583513082
2024-02-22,19.772370081034733
2024-02-23,25.908622864804133
2024-02-24,49.0900222701552
2024-02-25,58.63530437824093
2024-02-26,18.4087583513082
2024-02-27,17.726952486444933
2024-02-28,18.4087583513082
2024-02-29,19.090564216171465
2024-03-01,25.226816999940866
2024-03-02,47.0446046755654
2024-03-03,57.2716926485144
2024-03-04,21.135981810761265
2024-03-05,18.4087583513082
2024-03-06,18.4087583513082
2024-03-07,20.454175945898
2024-03-08,26.5904287296674
2024-03-09,54.54446918906133
2024-03-10,51.135439864745
2024-03-11,21.135981810761265
2024-03-12,19.772370081034733
2024-03-13,19.090564216171465
2024-03-14,21.135981810761265
2024-03-15,26.5904287296674
2024-03-16,49.77182813501847
2024-03-17,57.95349851337767
2024-03-18,20.454175945898
2024-03-19,17.726952486444933
2024-03-20,18.4087583513082
2024-03-21,20.454175945898
2024-03-22,25.908622864804133
2024-03-23,48.40821640529193
2024-03-24,55.2262750539246
2024-03-25,22.4995935404878
2024-03-26,20.454175945898
2024-03-27,21.135981810761265
2024-03-28,23.863205270214333
2024-03-29,34.7720991080266
2024-03-30,45.68099294583887
2024-03-31,51.135439864745
2024-04-01,21.817787675624533
2024-04-02,19.090564216171465
2024-04-03,21.135981810761265
2024-04-04,22.4995935404878
2024-04-05,27.272234594530666
2024-04-06,46.36279881070213
2024-04-07,53.1808574593348
2024-04-08,19.772370081034733
2024-04-09,19.090564216171465
2024-04-10,18.4087583513082
2024-04-11,18.4087583513082
2024-04-12,24.5450111350776
2024-04-13,49.0900222701552
2024-04-14,54.54446918906133
2024-04-15,19.090564216171465
2024-04-16,17.045146621581665
2024-04-17,18.4087583513082
2024-04-18,21.817787675624533
2024-04-19,26.5904287296674
2024-04-20,52.49905159447153
2024-04-21,62.72613956742053
2024-04-22,23.181399405351065
2024-04-23,19.772370081034733
2024-04-24,18.4087583513082
2024-04-25,20.454175945898
2024-04-26,26.5904287296674
2024-04-27,47.72641054042867
2024-04-28,56.58988678365113
2024-04-29,19.772370081034733
2024-04-30,17.726952486444933
2024-05-01,17.726952486444933
2024-05-02,20.454175945898
2024-05-03,25.226816999940866
2024-05-04,52.49905159447153
2024-05-05,53.1808574593348
2024-05-06,21.817787675624533
2024-05-07,19.090564216171465
2024-05-08,20.454175945898
2024-05-09,21.817787675624533
2024-05-10,29.317652189120466
2024-05-11,47.72641054042867
2024-05-12,68.18058648632666
2024-05-13,20.454175945898
2024-05-14,19.090564216171465
2024-05-15,19.090564216171465
2024-05-16,21.817787675624533
2024-05-17,26.5904287296674
2024-05-18,50.45363399988173
2024-05-19,54.54446918906133
2024-05-20,20.454175945898
2024-05-21,19.090564216171465
2024-05-22,21.817787675624533
2024-05-23,23.863205270214333
2024-05-24,31.363069783710266
2024-05-25,51.81724572960827
2024-05-26,62.04433370255727
2024-05-27,50.45363399988173
2024-05-28,21.135981810761265
2024-05-29,19.772370081034733
2024-05-30,21.135981810761265
2024-05-31,29.317652189120466
2024-06-01,52.49905159447153
2024-06-02,53.1808574593348
2024-06-03,21.817787675624533
2024-06-04,19.772370081034733
2024-06-05,21.817787675624533
2024-06-06,21.817787675624533
2024-06-07,27.272234594530666
2024-06-08,49.0900222701552
2024-06-09,54.54446918906133
2024-06-10,24.5450111350776
2024-06-11,20.454175945898
2024-06-12,21.817787675624533
2024-06-13,23.863205270214333
2024-06-14,29.317652189120466
2024-06-15,51.135439864745
2024-06-16,61.362527837694
2024-06-17,23.863205270214333
2024-06-18,22.4995935404878
2024-06-19,29.317652189120466
2024-06-20,23.863205270214333
2024-06-21,29.999458053983734
2024-06-22,50.45363399988173
2024-06-23,56.58988678365113
2024-06-24,23.863205270214333
2024-06-25,21.817787675624533
2024-06-26,23.181399405351065
2024-06-27,25.226816999940866
2024-06-28,28.6358463242572
2024-06-29,49.0900222701552
2024-06-30,51.81724572960827
2024-07-01,25.908622864804133
2024-07-02,23.863205270214333
2024-07-03,26.5904287296674
2024-07-04,51.135439864745
2024-07-05,42.9537694863858
2024-07-06,49.77182813501847
2024-07-07,51.135439864745
2024-07-08,22.4995935404878
2024-07-09,21.135981810761265
2024-07-10,22.4995935404878
2024-07-11,23.863205270214333
2024-07-12,29.999458053983734
2024-07-13,50.45363399988173
2024-07-14,55.90808091878787
2024-07-15,23.181399405351065
2024-07-16,21.817787675624533
2024-07-17,23.181399405351065
2024-07-18,23.863205270214333
2024-07-19,31.363069783710266
2024-07-20,53.86266332419807
2024-07-21,55.90808091878787
2024-07-22,24.5450111350776
2024-07-23,23.863205270214333
2024-07-24,23.181399405351065
2024-07-25,25.908622864804133
2024-07-26,30.681263918847
2024-07-27,51.81724572960827
2024-07-28,55.2262750539246
2024-07-29,24.5450111350776
2024-07-30,21.817787675624533
2024-07-31,21.135981810761265
2024-08-01,24.5450111350776
2024-08-02,30.681263918847
2024-08-03,47.0446046755654
2024-08-04,57.95349851337767
2024-08-05,24.5450111350776
2024-08-06,22.4995935404878
2024-08-07,23.181399405351065
2024-08-08,23.863205270214333
2024-08-09,29.317652189120466
2024-08-10,47.0446046755654
2024-08-11,55.2262750539246
2024-08-12,23.863205270214333
2024-08-13,22.4995935404878
2024-08-14,23.181399405351065
2024-08-15,23.863205270214333
2024-08-16,29.317652189120466
2024-08-17,51.81724572960827
2024-08-18,59.77833185757053
2024-08-19,22.4995935404878
2024-08-20,21.82781423246076
2024-08-21,21.156034924433715
2024-08-22,22.4995935404878
2024-08-23,29.21738662075822
2024-08-24,51.04520085321899
2024-08-25,55.07587670138123
2024-08-26,21.82781423246076
2024-08-27,18.468917692325547
2024-08-28,18.468917692325547
2024-08-29,20.484255616406674
2024-08-30,30.56094523681231
2024-08-31,47.68630431308377
2024-09-01,60.45011116559757
2024-09-02,53.06053877730011
2024-09-03,17.797138384298506
2024-09-04,17.466262008703097
2024-09-05,18.468917692325547
2024-09-06,23.512275780946474
2024-09-07,47.68630431308377
2024-09-08,49.029862929137856
2024-09-09,18.468917692325547
2024-09-10,17.797138384298506
2024-09-11,17.12535907627146
2024-09-12,19.14069700035259
2024-09-13,25.18671077259597
2024-09-14,46.342745697029684
2024-09-15,53.73231808532715
2024-09-16,19.14069700035259
2024-09-17,17.205571530961258
2024-09-18,17.867324282152076
2024-09-19,18.529077033342894
2024-09-20,26.47011004763271
2024-09-21,50.293209090502145
2024-09-22,52.2784673440746
2024-09-23,23.16134629167862
