Time,breakfast_near_me
2024-09-24,17.205571530961258
2024-09-25,17.867324282152076
2024-09-26,20.514335286915347
2024-09-27,25.146604545251073
2024-09-28,50.95496184169296
2024-09-29,52.94022009526542
2024-09-30,19.19082978453371
2024-10-01,17.205571530961258
2024-10-02,17.867324282152076
2024-10-03,21.176088038106165
2024-10-04,26.47011004763271
2024-10-05,48.96970358812051
2024-10-06,54.263725597647046
2024-10-07,19.85258253572453
2024-10-08,17.867324282152076
2024-10-09,19.19082978453371
2024-10-10,21.837840789296983
2024-10-11,30.440626554777612
2024-10-12,53.60197284645623
2024-10-13,62.86651136312768
2024-10-14,27.79361555001434
2024-10-15,17.867324282152076
2024-10-16,19.85258253572453
2024-10-17,21.837840789296983
2024-10-18,29.117121052395976
2024-10-19,52.2784673440746
2024-10-20,52.94022009526542
2024-10-21,21.176088038106165
2024-10-22,17.867324282152076
2024-10-23,19.85258253572453
2024-10-24,19.85258253572453
2024-10-25,28.45536830120516
2024-10-26,50.95496184169296
2024-10-27,58.89599485598277
2024-10-28,19.19082978453371
2024-10-29,17.205571530961258
2024-10-30,16.54381877977044
2024-10-31,19.19082978453371
2024-11-01,26.47011004763271
2024-11-02,48.30795083692969
2024-11-03,66.17527511908176
2024-11-04,21.176088038106165
2024-11-05,20.514335286915347
2024-11-06,13.235055023816354
2024-11-07,19.19082978453371
2024-11-08,25.146604545251073
2024-11-09,50.95496184169296
2024-11-10,60.21950035836441
2024-11-11,30.440626554777612
2024-11-12,17.867324282152076
2024-11-13,17.205571530961258
2024-11-14,19.19082978453371
2024-11-15,23.16134629167862
2024-11-16,42.35217607621233
2024-11-17,52.94022009526542
2024-11-18,17.867324282152076
2024-11-19,16.54381877977044
2024-11-20,17.867324282152076
2024-11-21,17.867324282152076
2024-11-22,21.837840789296983
2024-11-23,45.66093983216642
2024-11-24,48.30795083692969
2024-11-25,21.176088038106165
2024-11-26,21.837840789296983
2024-11-27,24.484851794060255
2024-11-28,30.440626554777612
2024-11-29,35.73464856430415
2024-11-30,40.36691782263988
2024-12-01,43.67568157859397
2024-12-02,13.89680777500717
2024-12-03,15.882066028579624
2024-12-04,15.220313277388806
2024-12-05,16.54381877977044
2024-12-06,21.837840789296983
2024-12-07,43.01392882740315
2024-12-08,46.32269258335724
2024-12-09,16.54381877977044
2024-12-10,15.882066028579624
2024-12-11,15.220313277388806
2024-12-12,18.529077033342894
2024-12-13,23.16134629167862
2024-12-14,43.67568157859397
2024-12-15,47.646198085738874
2024-12-16,18.529077033342894
2024-12-17,17.205571530961258
2024-12-18,15.882066028579624
2024-12-19,19.19082978453371
2024-12-20,23.823099042869437
2024-12-21,40.36691782263988
2024-12-22,45.66093983216642
2024-12-23,29.778873803586794
2024-12-24,30.440626554777612
2024-12-25,33.7493903107317
2024-12-26,29.117121052395976
2024-12-27,30.440626554777612
2024-12-28,41.028670573830695
2024-12-29,46.984445334548056
2024-12-30,29.117121052395976
2024-12-31,30.440626554777612
2025-01-01,54.263725597647046
2025-01-02,20.514335286915347
2025-01-03,24.484851794060255
2025-01-04,36.39640131549497
2025-01-05,37.719906817876605
2025-01-06,14.558560526197988
2025-01-07,13.89680777500717
2025-01-08,15.220313277388806
2025-01-09,15.220313277388806
2025-01-10,16.54381877977044
2025-01-11,34.411143061922516
2025-01-12,41.028670573830695
2025-01-13,15.220313277388806
2025-01-14,13.89680777500717
2025-01-15,16.54381877977044
2025-01-16,15.882066028579624
2025-01-17,21.176088038106165
2025-01-18,41.028670573830695
2025-01-19,43.01392882740315
2025-01-20,25.146604545251073
2025-01-21,13.89680777500717
2025-01-22,13.89680777500717
2025-01-23,20.514335286915347
2025-01-24,19.85258253572453
2025-01-25,38.38165956906742
2025-01-26,42.35217607621233
2025-01-27,15.220313277388806
2025-01-28,14.558560526197988
2025-01-29,14.558560526197988
2025-01-30,16.54381877977044
2025-01-31,20.514335286915347
2025-02-01,40.36691782263988
2025-02-02,44.9991870809756
2025-02-03,15.220313277388806
2025-02-04,14.558560526197988
2025-02-05,15.882066028579624
2025-02-06,16.54381877977044
2025-02-07,19.85258253572453
2025-02-08,39.04341232025824
2025-02-09,40.36691782263988
2025-02-10,15.220313277388806
2025-02-11,14.558560526197988
2025-02-12,15.882066028579624
2025-02-13,17.205571530961258
2025-02-14,29.778873803586794
2025-02-15,48.30795083692969
2025-02-16,58.23424210479195
2025-02-17,26.47011004763271
2025-02-18,16.54381877977044
2025-02-19,17.867324282152076
2025-02-20,17.205571530961258
2025-02-21,23.823099042869437
2025-02-22,43.67568157859397
2025-02-23,54.92547834883786
2025-02-24,17.205571530961258
2025-02-25,16.54381877977044
2025-02-26,16.54381877977044
2025-02-27,17.867324282152076
2025-02-28,23.823099042869437
2025-03-01,44.9991870809756
2025-03-02,54.263725597647046
2025-03-03,17.867324282152076
2025-03-04,17.867324282152076
2025-03-05,15.882066028579624
2025-03-06,17.867324282152076
2025-03-07,23.16134629167862
2025-03-08,44.337434329784784
2025-03-09,46.32269258335724
2025-03-10,17.867324282152076
2025-03-11,17.205571530961258
2025-03-12,17.867324282152076
2025-03-13,19.19082978453371
2025-03-14,24.484851794060255
2025-03-15,46.984445334548056
2025-03-16,52.2784673440746
2025-03-17,19.85258253572453
2025-03-18,18.529077033342894
2025-03-19,19.19082978453371
2025-03-20,20.514335286915347
2025-03-21,25.146604545251073
2025-03-22,44.9991870809756
2025-03-23,55.58723110002868
2025-03-24,18.529077033342894
2025-03-25,17.867324282152076
2025-03-26,19.19082978453371
2025-03-27,19.19082978453371
2025-03-28,26.47011004763271
2025-03-29,45.66093983216642
2025-03-30,55.58723110002868
2025-03-31,19.85258253572453
2025-04-01,18.529077033342894
2025-04-02,15.882066028579624
2025-04-03,19.85258253572453
2025-04-04,23.823099042869437
2025-04-05,48.30795083692969
2025-04-06,50.95496184169296
2025-04-07,17.867324282152076
2025-04-08,17.205571530961258
2025-04-09,17.205571530961258
2025-04-10,19.85258253572453
2025-04-11,25.80835729644189
2025-04-12,48.30795083692969
2025-04-13,50.95496184169296
2025-04-14,18.529077033342894
2025-04-15,18.978748822477833
2025-04-16,18.647872446882424
2025-04-17,22.308726045135412
2025-04-18,31.967781337512733
2025-04-19,52.94451649358511
2025-04-20,46.28456204826996
2025-04-21,19.979863335945456
2025-04-22,16.649886113287877
2025-04-23,21.642730600603898
2025-04-24,19.64474426700935
2025-04-25,24.641831447666064
2025-04-26,47.9474293129284
2025-04-27,56.27449371624269
2025-04-28,18.31275337794632
2025-04-29,17.98187700235091
2025-04-30,17.315881557819395
2025-05-01,20.64585878047697
2025-05-02,23.975836003134546
2025-05-03,45.618566603738444
2025-05-04,51.61252560452208
2025-05-05,19.313867891413942
2025-05-06,18.31275337794632
2025-05-07,17.98187700235091
2025-05-08,20.310739711540865
2025-05-09,25.30782689219758
2025-05-10,49.945415646522946
2025-05-11,59.60447093890026
2025-05-12,18.978748822477833
2025-05-13,17.98187700235091
2025-05-14,17.646757933414804
2025-05-15,18.766667860421958
2025-05-16,25.469049239144084
2025-05-17,46.24643151318268
2025-05-18,50.93809847828817
2025-05-19,18.766667860421958
2025-05-20,18.096429722549743
2025-05-21,18.766667860421958
2025-05-22,19.43690599829417
2025-05-23,30.160716204249574
2025-05-24,48.25714592679932
2025-05-25,56.97024171913809
2025-05-26,48.25714592679932
2025-05-27,18.096429722549743
2025-05-28,18.096429722549743
2025-05-29,19.43690599829417
2025-05-30,25.469049239144084
2025-05-31,42.225002685949406
2025-06-01,52.94881289190481
2025-06-02,18.766667860421958
2025-06-03,18.766667860421958
2025-06-04,18.766667860421958
2025-06-05,20.107144136166383
2025-06-06,28.150001790632935
2025-06-07,41.55476454807719
2025-06-08,47.58690778892711
2025-06-09,20.107144136166383
2025-06-10,18.766667860421958
2025-06-11,20.107144136166383
2025-06-12,22.788096687655234
2025-06-13,28.82023992850515
2025-06-14,47.58690778892711
2025-06-15,60.32143240849915
2025-06-16,20.107144136166383
2025-06-17,20.107144136166383
2025-06-18,19.43690599829417
2025-06-19,25.469049239144084
2025-06-20,30.830954342121785
2025-06-21,43.56547896169383
2025-06-22,48.92738406467153
2025-06-23,24.12857296339966
2025-06-24,20.777382274038594
2025-06-25,18.096429722549743
2025-06-26,20.777382274038594
2025-06-27,27.479763652760724
2025-06-28,44.905955237438256
2025-06-29,46.916669651054896
2025-06-30,22.788096687655234
2025-07-01,24.12857296339966
2025-07-02,22.788096687655234
2025-07-03,26.80952551488851
2025-07-04,48.92738406467153
2025-07-05,55.62976544339366
2025-07-06,55.62976544339366
2025-07-07,22.117858549783023
2025-07-08,19.43690599829417
2025-07-09,20.107144136166383
2025-07-10,23.458334825527448
2025-07-11,27.479763652760724
2025-07-12,48.25714592679932
2025-07-13,58.98095613275472
2025-07-14,23.458334825527448
2025-07-15,22.117858549783023
2025-07-16,22.117858549783023
2025-07-17,23.458334825527448
2025-07-18,30.830954342121785
2025-07-19,45.57619337531047
2025-07-20,62.33214682211579
2025-07-21,23.458334825527448
2025-07-22,22.788096687655234
2025-07-23,25.469049239144084
2025-07-24,22.788096687655234
2025-07-25,30.830954342121785
2025-07-26,44.905955237438256
2025-07-27,59.65119427062694
2025-07-28,21.44762041191081
2025-07-29,20.777382274038594
2025-07-30,20.777382274038594
2025-07-31,23.458334825527448
2025-08-01,30.830954342121785
2025-08-02,49.59762220254375
2025-08-03,52.2785747540326
2025-08-04,22.788096687655234
2025-08-05,23.458334825527448
2025-08-06,26.80952551488851
2025-08-07,24.12857296339966
2025-08-08,29.49047806637736
2025-08-09,50.93809847828817
2025-08-10,58.98095613275472
2025-08-11,23.458334825527448
2025-08-12,21.44762041191081
2025-08-13,22.788096687655234
2025-08-14,24.12857296339966
2025-08-15,30.830954342121785
2025-08-16,50.93809847828817
2025-08-17,67.02381378722127
2025-08-18,22.117858549783023
2025-08-19,22.788096687655234
2025-08-20,22.117858549783023
2025-08-21,22.788096687655234
2025-08-22,28.150001790632935
2025-08-23,50.26786034041596
2025-08-24,58.98095613275472
2025-08-25,20.777382274038594
2025-08-26,19.43690599829417
2025-08-27,18.096429722549743
2025-08-28,20.107144136166383
2025-08-29,26.1392873770163
2025-08-30,50.26786034041596
2025-08-31,64.34286123573243
2025-09-01,50.26786034041596
2025-09-02,17.426191584677532
2025-09-03,15.415477171060893
2025-09-04,16.755953446805318
2025-09-05,22.117858549783023
2025-09-06,44.905955237438256
2025-09-07,45.57619337531047
2025-09-08,18.096429722549743
2025-09-09,18.096429722549743
2025-09-10,17.426191584677532
2025-09-11,16.755953446805318
2025-09-12,23.458334825527448
2025-09-13,42.89524082382162
2025-09-14,52.2785747540326
2025-09-15,18.096429722549743
2025-09-16,18.096429722549743
2025-09-17,17.426191584677532
2025-09-18,17.426191584677532
2025-09-19,25.469049239144084
2025-09-20,46.24643151318268
2025-09-21,56.30000358126587
2025-09-22,18.766667860421958
2025-09-23,22.788096687655234
2025-09-24,18.096429722549743
2025-09-25,18.766667860421958
2025-09-26,23.458334825527448
2025-09-27,46.916669651054896
2025-09-28,48.92738406467153
2025-09-29,24.12857296339966
2025-09-30,19.43690599829417
2025-10-01,18.096429722549743
2025-10-02,18.766667860421958
2025-10-03,24.798811101271873
2025-10-04,46.916669651054896
2025-10-05,56.30000358126587
2025-10-06,18.766667860421958
2025-10-07,18.766667860421958
2025-10-08,18.096429722549743
2025-10-09,19.43690599829417
2025-10-10,30.160716204249574
2025-10-11,50.26786034041596
2025-10-12,56.97024171913809
2025-10-13,25.469049239144084
2025-10-14,18.766667860421958
2025-10-15,19.43690599829417
2025-10-16,20.777382274038594
2025-10-17,28.150001790632935
2025-10-18,49.59762220254375
2025-10-19,50.26786034041596
2025-10-20,20.777382274038594
2025-10-21,22.117858549783023
2025-10-22,18.096429722549743
2025-10-23,22.788096687655234
2025-10-24,26.80952551488851
2025-10-25,48.25714592679932
2025-10-26,56.30000358126587
2025-10-27,18.096429722549743
2025-10-28,16.755953446805318
2025-10-29,16.755953446805318
2025-10-30,17.426191584677532
2025-10-31,24.798811101271873
2025-11-01,50.26786034041596
2025-11-02,62.33214682211579
2025-11-03,19.43690599829417
2025-11-04,17.426191584677532
2025-11-05,18.096429722549743
2025-11-06,18.766667860421958
2025-11-07,25.469049239144084
2025-11-08,48.92738406467153
2025-11-09,49.59762220254375
2025-11-10,20.777382274038594
2025-11-11,27.479763652760724
2025-11-12,16.755953446805318
2025-11-13,16.085715308933107
2025-11-14,22.788096687655234
2025-11-15,42.89524082382162
2025-11-16,50.26786034041596
2025-11-17,16.085715308933107
2025-11-18,16.755953446805318
2025-11-19,16.085715308933107
2025-11-20,20.777382274038594
2025-11-21,25.469049239144084
2025-11-22,43.56547896169383
2025-11-23,52.94881289190481
2025-11-24,20.107144136166383
2025-11-25,20.107144136166383
2025-11-26,24.12857296339966
2025-11-27,28.150001790632935
2025-11-28,35.522621307227276
2025-11-29,36.19285944509949
2025-11-30,45.57619337531047
2025-12-01,16.085715308933107
2025-12-02,16.755953446805318
2025-12-03,17.426191584677532
2025-12-04,17.426191584677532
2025-12-05,22.117858549783023
2025-12-06,40.88452641020498
2025-12-07,42.225002685949406
2025-12-08,18.766667860421958
2025-12-09,22.788096687655234
2025-12-10,18.096429722549743
2025-12-11,19.454543844027647
2025-12-12,24.975189558606665
2025-12-13,46.24643151318268
2025-12-14,51.76707722776169
2025-12-15,20.936122885639907
2025-12-16,18.71375432322152
2025-12-17,19.119424775091545
2025-12-18,20.530452433769884
2025-12-19,24.234400037800533
2025-12-20,40.72578579860367
2025-12-21,45.50564199237655
2025-12-22,24.234400037800533
2025-12-23,29.349375300509525
2025-12-24,30.830954342121785
2025-12-25,34.87002101508854
2025-12-26,33.388441973476276
2025-12-27,36.3516000567008
2025-12-28,46.24643151318268
2025-12-29,27.532677189961163
2025-12-30,26.79188766915503
2025-12-31,30.090164821315657
2026-01-01,55.065354379922326
2026-01-02,27.532677189961163
2026-01-03,37.092389577506935
2026-01-04,40.39066672966756
2026-01-05,17.23217528160926
2026-01-06,17.97296480241539
2026-01-07,17.97296480241539
2026-01-08,21.271241954576013
2026-01-09,25.715979079412794
2026-01-10,44.623749705702586
2026-01-11,45.43509060944263
2026-01-12,20.283522593501175
2026-01-13,22.717545304721316
2026-01-14,22.717545304721316
2026-01-15,25.151568015941457
2026-01-16,23.528886208461362
2026-01-17,41.378386090742396
2026-01-18,47.86911332066277
2026-01-19,33.26497705334192
2026-01-20,21.906204400981267
2026-01-21,21.09486349724122
2026-01-22,20.283522593501175
2026-01-23,26.77424982342155
2026-01-24,33.26497705334192
2026-01-25,38.94436337952226
2026-01-26,21.09486349724122
2026-01-27,19.47218168976113
2026-01-28,18.66084078602108
2026-01-29,24.340227112201408
2026-01-30,27.5855907271616
2026-01-31,39.755704283262304
2026-02-01,52.73715874310305
2026-02-02,24.340227112201408
2026-02-03,24.340227112201408
2026-02-04,28.396931630901644
2026-02-05,33.26497705334192
2026-02-06,35.69899976456207
2026-02-07,47.057772416922724
2026-02-08,60.03922687676348
2026-02-09,34.88765886082202
2026-02-10,37.32168157204216
2026-02-11,26.77424982342155
2026-02-12,23.528886208461362
2026-02-13,38.94436337952226
2026-02-14,70.58665862538409
2026-02-15,81.1340903740047
2026-02-16,47.057772416922724
2026-02-17,44.623749705702586
2026-02-18,32.45363614960188
2026-02-19,30.830954342121785
2026-02-20,31.64229524586183
2026-02-21,48.680454224402816
2026-02-22,49.49179512814287
2026-02-23,34.88765886082202
2026-02-24,25.962908919681503
2026-02-25,28.396931630901644
2026-02-26,35.69899976456207
2026-02-27,36.51034066830211
2026-02-28,43.81240880196253
2026-03-01,51.11447693562296
2026-03-02,20.283522593501175
2026-03-03,21.09486349724122
2026-03-04,20.283522593501175
2026-03-05,21.09486349724122
2026-03-06,26.77424982342155
2026-03-07,43.81240880196253
2026-03-08,48.680454224402816
2026-03-09,20.283522593501175
2026-03-10,17.849499882281034
2026-03-11,18.66084078602108
2026-03-12,21.09486349724122
2026-03-13,24.340227112201408
2026-03-14,43.00106789822249
2026-03-15,47.057772416922724
2026-03-16,21.09486349724122
2026-03-17,21.906204400981267
2026-03-18,22.717545304721316
2026-03-19,23.528886208461362
2026-03-20,33.26497705334192
2026-03-21,47.057772416922724
2026-03-22,49.49179512814287
2026-03-23,25.962908919681503
2026-03-24,17.849499882281034
2026-03-25,19.47218168976113
2026-03-26,21.09486349724122
2026-03-27,25.151568015941457
2026-03-28,45.43509060944263
2026-03-29,56.79386326180329
2026-03-30,21.09486349724122
2026-03-31,21.09486349724122
2026-04-01,21.906204400981267
2026-04-02,22.717545304721316
2026-04-03,32.45363614960188
2026-04-04,42.18972699448244
2026-04-05,48.680454224402816
2026-04-06,22.717545304721316
2026-04-07,21.09486349724122
2026-04-08,26.77424982342155
2026-04-09,28.396931630901644
2026-04-10,30.01961343838174
2026-04-11,45.43509060944263
2026-04-12,51.925817839363006
2026-04-13,18.66084078602108
2026-04-14,20.283522593501175
2026-04-15,21.09486349724122
2026-04-16,21.09486349724122
2026-04-17,27.5855907271616
2026-04-18,49.49179512814287
2026-04-19,56.79386326180329
2026-04-20,22.717545304721316
2026-04-21,21.906204400981267
2026-04-22,20.283522593501175
2026-04-23,27.5855907271616
2026-04-24,27.5855907271616
2026-04-25,47.86911332066277
2026-04-26,57.605204165543334
2026-04-27,22.717545304721316
2026-04-28,21.906204400981267
2026-04-29,21.906204400981267
2026-04-30,25.151568015941457
2026-05-01,34.076317957081976
2026-05-02,52.73715874310305
2026-05-03,58.41654506928338
2026-05-04,26.77424982342155
2026-05-05,24.340227112201408
2026-05-06,25.962908919681503
2026-05-07,25.151568015941457
2026-05-08,31.64229524586183
2026-05-09,45.43509060944263
2026-05-10,62.47324958798362
2026-05-11,22.717545304721316
2026-05-12,21.906204400981267
2026-05-13,22.717545304721316
2026-05-14,23.528886208461362
2026-05-15,30.01961343838174
2026-05-16,48.680454224402816
2026-05-17,53.5484996468431
2026-05-18,22.717545304721316
2026-05-19,21.906204400981267
2026-05-20,25.151568015941457
2026-05-21,25.151568015941457
2026-05-22,31.64229524586183
2026-05-23,56.79386326180329
2026-05-24,65.7186132029438
2026-05-25,50.303136031882914
2026-05-26,23.528886208461362
2026-05-27,25.962908919681503
2026-05-28,26.77424982342155
2026-05-29,32.45363614960188
2026-05-30,52.73715874310305
2026-05-31,55.98252235806324
