Time,gamestop
2023-12-29,63.3039637085073
2023-12-30,62.44256806190038
2023-12-31,59.92683953192234
2024-01-01,53.17259117875242
2024-01-02,43.04121864899754
2024-01-03,44.72978073729003
2024-01-04,39.664094472412586
2024-01-05,41.35265656070507
2024-01-06,48.106904913874985
2024-01-07,48.106904913874985
2024-01-08,32.90984611924267
2024-01-09,31.22128403095019
2024-01-10,29.53272194265771
2024-01-11,32.90984611924267
2024-01-12,37.148365942434545
2024-01-13,48.106904913874985
2024-01-14,43.04121864899754
2024-01-15,37.97553238412011
2024-01-16,29.53272194265771
2024-01-17,29.53272194265771
2024-01-18,31.22128403095019
2024-01-19,33.77124176584958
2024-01-20,44.72978073729003
2024-01-21,46.32132073439165
2024-01-22,41.35832208427826
2024-01-23,44.666987851020515
2024-01-24,41.35832208427826
2024-01-25,41.35832208427826
2024-01-26,44.666987851020515
2024-01-27,54.5929851512473
2024-01-28,52.938652267876165
2024-01-29,34.74099055079373
2024-01-30,33.0866576674226
2024-01-31,33.0866576674226
2024-02-01,33.0866576674226
2024-02-02,41.35832208427826
2024-02-03,46.32132073439165
2024-02-04,47.975653617762774
2024-02-05,29.77799190068034
2024-02-06,29.77799190068034
2024-02-07,29.77799190068034
2024-02-08,29.77799190068034
2024-02-09,34.74099055079373
2024-02-10,44.666987851020515
2024-02-11,39.703989200907124
2024-02-12,26.469326133938083
2024-02-13,28.123659017309212
2024-02-14,31.432324784051474
2024-02-15,29.77799190068034
2024-02-16,38.04965631753599
2024-02-17,47.975653617762774
2024-02-18,51.28431938450503
2024-02-19,38.04965631753599
2024-02-20,31.432324784051474
2024-02-21,33.0866576674226
2024-02-22,41.35832208427826
2024-02-23,44.666987851020515
2024-02-24,47.975653617762774
2024-02-25,46.32132073439165
2024-02-26,33.0866576674226
2024-02-27,31.432324784051474
2024-02-28,34.74099055079373
2024-02-29,36.395323434164865
2024-03-01,36.395323434164865
2024-03-02,46.32132073439165
2024-03-03,46.32132073439165
2024-03-04,31.432324784051474
2024-03-05,31.432324784051474
2024-03-06,28.123659017309212
2024-03-07,29.77799190068034
2024-03-08,34.74099055079373
2024-03-09,46.32132073439165
2024-03-10,54.5929851512473
2024-03-11,31.432324784051474
2024-03-12,28.123659017309212
2024-03-13,29.77799190068034
2024-03-14,28.123659017309212
2024-03-15,33.0866576674226
2024-03-16,41.35832208427826
2024-03-17,41.35832208427826
2024-03-18,28.123659017309212
2024-03-19,28.123659017309212
2024-03-20,28.123659017309212
2024-03-21,29.77799190068034
2024-03-22,38.04965631753599
2024-03-23,46.32132073439165
2024-03-24,41.35832208427826
2024-03-25,29.77799190068034
2024-03-26,29.77799190068034
2024-03-27,31.432324784051474
2024-03-28,31.432324784051474
2024-03-29,34.74099055079373
2024-03-30,39.703989200907124
2024-03-31,41.35832208427826
2024-04-01,31.432324784051474
2024-04-02,26.469326133938083
2024-04-03,28.123659017309212
2024-04-04,28.123659017309212
2024-04-05,31.432324784051474
2024-04-06,36.395323434164865
2024-04-07,34.74099055079373
2024-04-08,24.814993250566953
2024-04-09,24.814993250566953
2024-04-10,24.814993250566953
2024-04-11,24.814993250566953
2024-04-12,26.469326133938083
2024-04-13,36.395323434164865
2024-04-14,36.395323434164865
2024-04-15,24.814993250566953
2024-04-16,24.814993250566953
2024-04-17,24.814993250566953
2024-04-18,26.469326133938083
2024-04-19,26.469326133938083
2024-04-20,36.395323434164865
2024-04-21,38.04965631753599
2024-04-22,24.814993250566953
2024-04-23,24.814993250566953
2024-04-24,23.160660367195824
2024-04-25,26.469326133938083
2024-04-26,28.123659017309212
2024-04-27,36.395323434164865
2024-04-28,36.395323434164865
2024-04-29,23.160660367195824
2024-04-30,24.814993250566953
2024-05-01,23.160660367195824
2024-05-02,24.814993250566953
2024-05-03,28.123659017309212
2024-05-04,36.395323434164865
2024-05-05,36.395323434164865
2024-05-06,24.814993250566953
2024-05-07,23.160660367195824
2024-05-08,24.814993250566953
2024-05-09,24.814993250566953
2024-05-10,28.123659017309212
2024-05-11,33.0866576674226
2024-05-12,34.74099055079373
2024-05-13,104.2229716523812
2024-05-14,165.43328833711303
2024-05-15,102.56863876901006
2024-05-16,54.5929851512473
2024-05-17,47.975653617762774
2024-05-18,49.62998650113391
2024-05-19,43.01265496764938
2024-05-20,36.395323434164865
2024-05-21,34.74099055079373
2024-05-22,33.0866576674226
2024-05-23,36.395323434164865
2024-05-24,36.395323434164865
2024-05-25,41.35832208427826
2024-05-26,41.35832208427826
2024-05-27,41.35832208427826
2024-05-28,36.395323434164865
2024-05-29,31.432324784051474
2024-05-30,33.0866576674226
2024-05-31,36.395323434164865
2024-06-01,39.703989200907124
2024-06-02,41.35832208427826
2024-06-03,92.6426414687833
2024-06-04,61.210316684731815
2024-06-05,44.666987851020515
2024-06-06,62.86464956810295
2024-06-07,127.38363201957702
2024-06-08,61.210316684731815
2024-06-09,57.901650917989556
2024-06-10,54.5929851512473
2024-06-11,56.247318034618424
2024-06-12,49.62998650113391
2024-06-13,54.5929851512473
2024-06-14,49.62998650113391
2024-06-15,46.32132073439165
2024-06-16,43.01265496764938
2024-06-17,46.32132073439165
2024-06-18,39.703989200907124
2024-06-19,36.395323434164865
2024-06-20,34.74099055079373
2024-06-21,38.04965631753599
2024-06-22,41.35832208427826
2024-06-23,41.35832208427826
2024-06-24,34.74099055079373
2024-06-25,33.0866576674226
2024-06-26,33.0866576674226
2024-06-27,34.74099055079373
2024-06-28,38.04965631753599
2024-06-29,47.975653617762774
2024-06-30,41.35832208427826
2024-07-01,41.35832208427826
2024-07-02,47.975653617762774
2024-07-03,38.04965631753599
2024-07-04,39.703989200907124
2024-07-05,38.04965631753599
2024-07-06,39.703989200907124
2024-07-07,39.703989200907124
2024-07-08,34.74099055079373
2024-07-09,33.0866576674226
2024-07-10,36.395323434164865
2024-07-11,36.395323434164865
2024-07-12,36.395323434164865
2024-07-13,43.01265496764938
2024-07-14,47.975653617762774
2024-07-15,43.01265496764938
2024-07-16,46.32132073439165
2024-07-17,44.666987851020515
2024-07-18,44.666987851020515
2024-07-19,54.5929851512473
2024-07-20,54.5929851512473
2024-07-21,44.666987851020515
2024-07-22,38.04965631753599
2024-07-23,34.74099055079373
2024-07-24,33.0866576674226
2024-07-25,36.395323434164865
2024-07-26,36.395323434164865
2024-07-27,38.04965631753599
2024-07-28,38.04965631753599
2024-07-29,31.432324784051474
2024-07-30,31.432324784051474
2024-07-31,31.432324784051474
2024-08-01,31.432324784051474
2024-08-02,36.395323434164865
2024-08-03,41.35832208427826
2024-08-04,41.35832208427826
2024-08-05,31.432324784051474
2024-08-06,31.432324784051474
2024-08-07,31.432324784051474
2024-08-08,33.0866576674226
2024-08-09,33.0866576674226
2024-08-10,36.395323434164865
2024-08-11,38.04965631753599
2024-08-12,28.123659017309212
2024-08-13,28.123659017309212
2024-08-14,28.123659017309212
2024-08-15,31.432324784051474
2024-08-16,34.74099055079373
2024-08-17,38.04965631753599
2024-08-18,40.531155642592694
2024-08-19,29.77799190068034
2024-08-20,28.123659017309212
2024-08-21,29.77799190068034
2024-08-22,28.950825458994778
2024-08-23,31.432324784051474
2024-08-24,38.04965631753599
2024-08-25,39.703989200907124
2024-08-26,27.296492575623645
2024-08-27,26.469326133938083
2024-08-28,34.74099055079373
2024-08-29,41.35832208427826
2024-08-30,40.531155642592694
2024-08-31,43.01265496764938
2024-09-01,57.074484476303994
2024-09-02,45.494154292706085
2024-09-03,33.0866576674226
2024-09-04,33.0866576674226
2024-09-05,31.432324784051474
2024-09-06,34.74099055079373
2024-09-07,41.35832208427826
2024-09-08,37.22248987585043
2024-09-09,29.77799190068034
2024-09-10,32.25949122573704
2024-09-11,29.77799190068034
2024-09-12,32.25949122573704
2024-09-13,33.91382410910816
2024-09-14,40.531155642592694
2024-09-15,38.04965631753599
2024-09-16,26.469326133938083
2024-09-17,24.814993250566953
2024-09-18,24.814993250566953
2024-09-19,26.469326133938083
2024-09-20,31.432324784051474
2024-09-21,38.04965631753599
2024-09-22,36.395323434164865
