Time,lauren_boebert
2025-01-10,4.708615682478219
2025-01-11,3.2598108571003053
2025-01-12,0.905503015861196
2025-01-13,0.905503015861196
2025-01-14,0.5433018095167176
2025-01-15,0.7244024126889568
2025-01-16,0.7244024126889568
2025-01-17,0.5433018095167176
2025-01-18,0.7244024126889568
2025-01-19,0.5433018095167176
2025-01-20,1.6299054285501526
2025-01-21,1.811006031722392
2025-01-22,1.811006031722392
2025-01-23,1.4488048253779136
2025-01-24,2.716509047583588
2025-01-25,2.3543078412391094
2025-01-26,1.811006031722392
2025-01-27,1.0866036190334352
2025-01-28,1.0866036190334352
2025-01-29,1.0866036190334352
2025-01-30,1.0866036190334352
2025-01-31,1.0866036190334352
2025-02-01,1.4488048253779136
2025-02-02,0.905503015861196
2025-02-03,0.7244024126889568
2025-02-04,0.7244024126889568
2025-02-05,1.0866036190334352
2025-02-06,1.2677042222056745
2025-02-07,1.0866036190334352
2025-02-08,0.7244024126889568
2025-02-09,0.905503015861196
2025-02-10,1.2677042222056745
2025-02-11,4.165313872961502
2025-02-12,6.88182292054509
2025-02-13,2.716509047583588
2025-02-14,1.4488048253779136
2025-02-15,1.4488048253779136
2025-02-16,0.905503015861196
2025-02-17,0.905503015861196
2025-02-18,0.5433018095167176
2025-02-19,0.905503015861196
2025-02-20,0.5433018095167176
2025-02-21,0.5433018095167176
2025-02-22,3.078710253928066
2025-02-23,5.795219301511654
2025-02-24,2.535408444411349
2025-02-25,3.9842132697892625
2025-02-26,3.078710253928066
2025-02-27,2.1732072380668703
2025-02-28,1.811006031722392
2025-03-01,1.2677042222056745
2025-03-02,0.905503015861196
2025-03-03,0.7244024126889568
2025-03-04,1.0866036190334352
2025-03-05,7.606225333234046
2025-03-06,3.440911460272545
2025-03-07,1.811006031722392
2025-03-08,2.535408444411349
2025-03-09,2.897609650755827
2025-03-10,1.6299054285501526
2025-03-11,1.811006031722392
2025-03-12,1.6299054285501526
2025-03-13,1.6299054285501526
2025-03-14,1.0866036190334352
2025-03-15,1.4488048253779136
2025-03-16,2.1732072380668703
2025-03-17,1.0866036190334352
2025-03-18,1.0866036190334352
2025-03-19,1.2677042222056745
2025-03-20,0.905503015861196
2025-03-21,0.905503015861196
2025-03-22,0.7244024126889568
2025-03-23,0.905503015861196
2025-03-24,0.905503015861196
2025-03-25,0.905503015861196
2025-03-26,1.4488048253779136
2025-03-27,1.6299054285501526
2025-03-28,1.6299054285501526
2025-03-29,1.0866036190334352
2025-03-30,1.0866036190334352
2025-03-31,0.905503015861196
2025-04-01,1.0866036190334352
2025-04-02,2.535408444411349
2025-04-03,1.9921066348946312
2025-04-04,1.2677042222056745
2025-04-05,0.905503015861196
2025-04-06,0.7244024126889568
2025-04-07,0.905503015861196
2025-04-08,1.0866036190334352
2025-04-09,0.905503015861196
2025-04-10,1.0866036190334352
2025-04-11,1.9921066348946312
2025-04-12,1.4488048253779136
2025-04-13,0.7244024126889568
2025-04-14,0.5433018095167176
2025-04-15,0.6881822920545089
2025-04-16,0.9417231364956438
2025-04-17,0.6881822920545089
2025-04-18,0.3984213269789262
2025-04-19,1.0866036190334352
2025-04-20,0.7425124730061807
2025-04-21,0.5433018095167176
2025-04-22,1.140933799985107
2025-04-23,1.0866036190334352
2025-04-24,0.7425124730061807
2025-04-25,0.7425124730061807
2025-04-26,0.5433018095167176
2025-04-27,0.1992106634894631
2025-04-28,0.5433018095167176
2025-04-29,0.5433018095167176
2025-04-30,0.3984213269789262
2025-05-01,0.5433018095167176
2025-05-02,0.5433018095167176
2025-05-03,0.34409114602725444
2025-05-04,0.5433018095167176
2025-05-05,0.3984213269789262
2025-05-06,0.5976319904683893
2025-05-07,0.5433018095167176
2025-05-08,0.5433018095167176
2025-05-09,0.5433018095167176
2025-05-10,0.7425124730061807
2025-05-11,0.5433018095167176
2025-05-12,0.3984213269789262
2025-05-13,0.5433018095167176
2025-05-14,0.3984213269789262
2025-05-15,0.6519621714200611
2025-05-16,0.7606225333234046
2025-05-17,0.8692828952267481
2025-05-18,0.8692828952267481
2025-05-19,1.4125847047434656
2025-05-20,1.7385657904534961
2025-05-21,1.1952639809367787
2025-05-22,0.9779432571300916
2025-05-23,0.9779432571300916
2025-05-24,0.7606225333234046
2025-05-25,0.6519621714200611
2025-05-26,0.5433018095167176
2025-05-27,0.43464144761337403
2025-05-28,0.43464144761337403
2025-05-29,0.6519621714200611
2025-05-30,0.6519621714200611
2025-05-31,0.43464144761337403
2025-06-01,0.43464144761337403
2025-06-02,0.43464144761337403
2025-06-03,0.8692828952267481
2025-06-04,0.6519621714200611
2025-06-05,0.6519621714200611
2025-06-06,0.6519621714200611
2025-06-07,0.32598108571003054
2025-06-08,0.5433018095167176
2025-06-09,0.5433018095167176
2025-06-10,0.5433018095167176
2025-06-11,0.43464144761337403
2025-06-12,0.6519621714200611
2025-06-13,1.4125847047434656
2025-06-14,1.5212450666468091
2025-06-15,1.0866036190334352
2025-06-16,0.7606225333234046
2025-06-17,1.0866036190334352
2025-06-18,0.9779432571300916
2025-06-19,0.7606225333234046
2025-06-20,0.5433018095167176
2025-06-21,0.32598108571003054
2025-06-22,0.6519621714200611
2025-06-23,0.5433018095167176
2025-06-24,0.7606225333234046
2025-06-25,0.7606225333234046
2025-06-26,0.8692828952267481
2025-06-27,0.6519621714200611
2025-06-28,0.7606225333234046
2025-06-29,0.7606225333234046
2025-06-30,0.7606225333234046
2025-07-01,0.6519621714200611
2025-07-02,1.0866036190334352
2025-07-03,1.3039243428401222
2025-07-04,0.8692828952267481
2025-07-05,0.7606225333234046
2025-07-06,0.6519621714200611
2025-07-07,0.5433018095167176
2025-07-08,0.7606225333234046
2025-07-09,0.7606225333234046
2025-07-10,0.7606225333234046
2025-07-11,0.6519621714200611
2025-07-12,0.6519621714200611
2025-07-13,0.8692828952267481
2025-07-14,0.5433018095167176
2025-07-15,0.43464144761337403
2025-07-16,0.8692828952267481
2025-07-17,1.9558865142601831
2025-07-18,1.0866036190334352
2025-07-19,0.7606225333234046
2025-07-20,0.43464144761337403
2025-07-21,1.5212450666468091
2025-07-22,0.8692828952267481
2025-07-23,0.7606225333234046
2025-07-24,1.1952639809367787
2025-07-25,0.8692828952267481
2025-07-26,1.0866036190334352
2025-07-27,4.781055923747115
2025-07-28,4.998376647553801
2025-07-29,2.7165090475835876
2025-07-30,0.9779432571300916
2025-07-31,0.7606225333234046
2025-08-01,0.5433018095167176
2025-08-02,0.8692828952267481
2025-08-03,0.6519621714200611
2025-08-04,0.43464144761337403
2025-08-05,0.5433018095167176
2025-08-06,0.5433018095167176
2025-08-07,0.6519621714200611
2025-08-08,0.6519621714200611
2025-08-09,0.6519621714200611
2025-08-10,0.43464144761337403
2025-08-11,0.5433018095167176
2025-08-12,0.5433018095167176
2025-08-13,0.5433018095167176
2025-08-14,0.6519621714200611
2025-08-15,0.43464144761337403
2025-08-16,0.43464144761337403
2025-08-17,0.32598108571003054
2025-08-18,0.21732072380668702
2025-08-19,0.5433018095167176
2025-08-20,0.43464144761337403
2025-08-21,0.5433018095167176
2025-08-22,0.32598108571003054
2025-08-23,0.32598108571003054
2025-08-24,0.5433018095167176
2025-08-25,0.32598108571003054
2025-08-26,0.21732072380668702
2025-08-27,0.43464144761337403
2025-08-28,0.32598108571003054
2025-08-29,0.32598108571003054
2025-08-30,0.21732072380668702
2025-08-31,0.43464144761337403
2025-09-01,0.6519621714200611
2025-09-02,0.32598108571003054
2025-09-03,0.9779432571300916
2025-09-04,0.8692828952267481
2025-09-05,0.21732072380668702
2025-09-06,0.32598108571003054
2025-09-07,0.43464144761337403
2025-09-08,0.32598108571003054
2025-09-09,0.6519621714200611
2025-09-10,1.3039243428401222
2025-09-11,3.6944523047136792
2025-09-12,1.3039243428401222
2025-09-13,0.9779432571300916
2025-09-14,0.8692828952267481
2025-09-15,0.6519621714200611
2025-09-16,0.5433018095167176
2025-09-17,0.7606225333234046
2025-09-18,0.43464144761337403
2025-09-19,0.43464144761337403
2025-09-20,0.43464144761337403
2025-09-21,0.5433018095167176
2025-09-22,0.43464144761337403
2025-09-23,0.5433018095167176
2025-09-24,0.32598108571003054
2025-09-25,0.5433018095167176
2025-09-26,0.32598108571003054
2025-09-27,0.21732072380668702
2025-09-28,0.6519621714200611
2025-09-29,0.6519621714200611
2025-09-30,0.32598108571003054
2025-10-01,0.5433018095167176
2025-10-02,0.5433018095167176
2025-10-03,0.43464144761337403
2025-10-04,0.43464144761337403
2025-10-05,0.5433018095167176
2025-10-06,0.5433018095167176
2025-10-07,0.32598108571003054
2025-10-08,0.6519621714200611
2025-10-09,0.5433018095167176
2025-10-10,0.5433018095167176
2025-10-11,0.5433018095167176
2025-10-12,0.43464144761337403
2025-10-13,0.5433018095167176
2025-10-14,0.43464144761337403
2025-10-15,0.32598108571003054
2025-10-16,0.5433018095167176
2025-10-17,0.6519621714200611
2025-10-18,0.32598108571003054
2025-10-19,0.5433018095167176
2025-10-20,0.32598108571003054
2025-10-21,0.32598108571003054
2025-10-22,0.21732072380668702
2025-10-23,0.0
2025-10-24,0.5433018095167176
2025-10-25,0.0
2025-10-26,0.21732072380668702
2025-10-27,0.32598108571003054
2025-10-28,0.21732072380668702
2025-10-29,0.32598108571003054
2025-10-30,0.43464144761337403
2025-10-31,0.5433018095167176
2025-11-01,3.585791942810336
2025-11-02,3.4771315809069923
2025-11-03,2.3905279618735573
2025-11-04,6.5196217142006105
2025-11-05,4.781055923747115
2025-11-06,2.4991883237769006
2025-11-07,1.6299054285501526
2025-11-08,1.1952639809367787
2025-11-09,1.0866036190334352
2025-11-10,0.6519621714200611
2025-11-11,0.5433018095167176
2025-11-12,5.324357733263832
2025-11-13,10.86603619033435
2025-11-14,4.129093752327053
2025-11-15,2.4991883237769006
2025-11-16,2.0645468761635266
2025-11-17,1.5212450666468091
2025-11-18,1.5212450666468091
2025-11-19,2.1732072380668703
2025-11-20,1.3039243428401222
2025-11-21,0.6519621714200611
2025-11-22,1.3039243428401222
2025-11-23,0.9779432571300916
2025-11-24,0.5433018095167176
2025-11-25,0.32598108571003054
2025-11-26,0.6519621714200611
2025-11-27,0.5433018095167176
2025-11-28,0.32598108571003054
2025-11-29,0.43464144761337403
2025-11-30,0.32598108571003054
2025-12-01,0.32598108571003054
2025-12-02,0.43464144761337403
2025-12-03,0.6519621714200611
2025-12-04,0.32598108571003054
2025-12-05,0.43464144761337403
2025-12-06,0.43464144761337403
2025-12-07,0.32598108571003054
2025-12-08,0.43464144761337403
2025-12-09,0.43464144761337403
2025-12-10,0.43464144761337403
2025-12-11,1.5609353784797673
2025-12-12,0.9558207882395906
2025-12-13,0.538421853143813
2025-12-14,0.41739893509577763
2025-12-15,0.3630687541441059
2025-12-16,0.29637601704774236
2025-12-17,0.0
2025-12-18,0.538421853143813
2025-12-19,0.41739893509577763
2025-12-20,0.41739893509577763
2025-12-21,0.29637601704774236
2025-12-22,0.4840916721921412
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.41739893509577763
2025-12-26,0.0
2025-12-27,0.29637601704774236
2025-12-28,0.41739893509577763
2025-12-29,0.3630687541441059
2025-12-30,0.3630687541441059
2025-12-31,4.495090480294902
2026-01-01,3.5392696920553117
2026-01-02,1.2645593614320247
2026-01-03,0.7804676892398836
2026-01-04,0.4840916721921412
2026-01-05,0.6594447711918483
2026-01-06,0.6594447711918483
2026-01-07,0.538421853143813
2026-01-08,0.6594447711918483
2026-01-09,1.076843706287626
2026-01-10,0.5335418967709084
2026-01-11,0.5335418967709084
2026-01-12,0.4001564225781813
2026-01-13,0.4001564225781813
2026-01-14,0.5335418967709084
2026-01-15,0.4001564225781813
2026-01-16,0.2667709483854542
2026-01-17,0.2667709483854542
2026-01-18,0.0
2026-01-19,0.4001564225781813
2026-01-20,0.4001564225781813
2026-01-21,0.2667709483854542
2026-01-22,0.2667709483854542
2026-01-23,0.2667709483854542
2026-01-24,0.2667709483854542
2026-01-25,0.5335418967709084
2026-01-26,0.5335418967709084
2026-01-27,0.4001564225781813
2026-01-28,0.4001564225781813
2026-01-29,0.4001564225781813
2026-01-30,0.5335418967709084
2026-01-31,0.5335418967709084
2026-02-01,0.2667709483854542
2026-02-02,0.0
2026-02-03,0.2667709483854542
2026-02-04,0.5335418967709084
2026-02-05,0.5335418967709084
2026-02-06,0.6669273709636354
2026-02-07,0.5335418967709084
2026-02-08,0.2667709483854542
2026-02-09,0.6669273709636354
2026-02-10,3.2012513806254503
2026-02-11,2.0007821128909065
2026-02-12,1.467240216119998
2026-02-13,1.3338547419272708
2026-02-14,0.8003128451563626
2026-02-15,0.6669273709636354
2026-02-16,0.5335418967709084
2026-02-17,0.4001564225781813
2026-02-18,0.8003128451563626
2026-02-19,0.8003128451563626
2026-02-20,0.8003128451563626
2026-02-21,4.8018770709381755
2026-02-22,4.001564225781813
2026-02-23,1.8673966386981793
2026-02-24,1.6006256903127252
2026-02-25,2.2675530612763604
2026-02-26,10.137296038647259
2026-02-27,12.004692677345439
2026-02-28,4.268335174167267
2026-03-01,1.8673966386981793
2026-03-02,2.0007821128909065
2026-03-03,13.33854741927271
2026-03-04,5.468804441901811
2026-03-05,2.6677094838545417
2026-03-06,2.0007821128909065
2026-03-07,1.6006256903127252
2026-03-08,0.8003128451563626
2026-03-09,0.8003128451563626
2026-03-10,0.5335418967709084
2026-03-11,0.5335418967709084
2026-03-12,0.4001564225781813
2026-03-13,0.2667709483854542
2026-03-14,0.4001564225781813
2026-03-15,0.6669273709636354
2026-03-16,0.4001564225781813
2026-03-17,0.4001564225781813
2026-03-18,0.6669273709636354
2026-03-19,0.6669273709636354
2026-03-20,1.3338547419272708
2026-03-21,1.7340111645054521
2026-03-22,0.6669273709636354
2026-03-23,0.5335418967709084
2026-03-24,0.9336983193490896
2026-03-25,0.5335418967709084
2026-03-26,0.4001564225781813
2026-03-27,0.4001564225781813
2026-03-28,0.4001564225781813
2026-03-29,0.4001564225781813
2026-03-30,0.2667709483854542
2026-03-31,0.4001564225781813
2026-04-01,0.5335418967709084
2026-04-02,0.4001564225781813
2026-04-03,0.5335418967709084
2026-04-04,0.8003128451563626
2026-04-05,0.5335418967709084
2026-04-06,0.2667709483854542
2026-04-07,0.4001564225781813
2026-04-08,0.2667709483854542
2026-04-09,0.2667709483854542
2026-04-10,0.2667709483854542
2026-04-11,0.2667709483854542
2026-04-12,0.2667709483854542
2026-04-13,0.2667709483854542
2026-04-14,0.0
2026-04-15,1.0670837935418167
2026-04-16,2.4009385354690878
2026-04-17,4.401720648359994
2026-04-18,2.1341675870836334
2026-04-19,2.2675530612763604
2026-04-20,1.0670837935418167
2026-04-21,1.0670837935418167
2026-04-22,1.3338547419272708
2026-04-23,1.3338547419272708
2026-04-24,0.8003128451563626
2026-04-25,0.8003128451563626
2026-04-26,0.5335418967709084
2026-04-27,0.4001564225781813
2026-04-28,0.4001564225781813
2026-04-29,0.6669273709636354
2026-04-30,0.4001564225781813
2026-05-01,0.4001564225781813
2026-05-02,0.6669273709636354
2026-05-03,0.5335418967709084
2026-05-04,0.4001564225781813
2026-05-05,0.4001564225781813
2026-05-06,0.5335418967709084
2026-05-07,0.4001564225781813
2026-05-08,0.6669273709636354
2026-05-09,0.5335418967709084
2026-05-10,0.5335418967709084
2026-05-11,0.4001564225781813
2026-05-12,0.4001564225781813
2026-05-13,0.4001564225781813
2026-05-14,0.4001564225781813
2026-05-15,0.8003128451563626
2026-05-16,1.2004692677345439
2026-05-17,5.068648019323629
2026-05-18,2.1341675870836334
2026-05-19,2.1341675870836334
2026-05-20,2.2675530612763604
2026-05-21,1.0670837935418167
2026-05-22,1.0670837935418167
2026-05-23,0.5335418967709084
2026-05-24,0.4001564225781813
2026-05-25,0.6669273709636354
2026-05-26,0.2667709483854542
2026-05-27,0.2667709483854542
2026-05-28,0.4001564225781813
2026-05-29,1.0670837935418167
2026-05-30,0.4001564225781813
2026-05-31,0.6669273709636354
