Time,monthly_gt
2021-12-26,32
2022-01-02,43
2022-01-09,54
2022-01-16,50
2022-01-23,51
2022-01-30,46
2022-02-06,49
2022-02-13,47
2022-02-20,53
2022-02-27,45
2022-03-06,55
2022-03-13,47
2022-03-20,48
2022-03-27,50
2022-04-03,51
2022-04-10,46
2022-04-17,57
2022-04-24,50
2022-05-01,56
2022-05-08,58
2022-05-15,46
2022-05-22,44
2022-05-29,28
2022-06-05,39
2022-06-12,52
2022-06-19,42
2022-06-26,41
2022-07-03,35
2022-07-10,36
2022-07-17,44
2022-07-24,40
2022-07-31,35
2022-08-07,37
2022-08-14,42
2022-08-21,40
2022-08-28,41
2022-09-04,41
2022-09-11,42
2022-09-18,45
2022-09-25,48
2022-10-02,44
2022-10-09,53
2022-10-16,49
2022-10-23,45
2022-10-30,45
2022-11-06,50
2022-11-13,61
2022-11-20,41
2022-11-27,48
2022-12-04,52
2022-12-11,52
2022-12-18,40
2022-12-25,37
2023-01-01,37
2023-01-08,47
2023-01-15,50
2023-01-22,53
2023-01-29,54
2023-02-05,43
2023-02-12,52
2023-02-19,53
2023-02-26,55
2023-03-05,63
2023-03-12,57
2023-03-19,51
2023-03-26,52
2023-04-02,48
2023-04-09,50
2023-04-16,47
2023-04-23,64
2023-04-30,54
2023-05-07,47
2023-05-14,50
2023-05-21,45
2023-05-28,37
2023-06-04,40
2023-06-11,44
2023-06-18,40
2023-06-25,42
2023-07-02,46
2023-07-09,46
2023-07-16,44
2023-07-23,49
2023-07-30,43
2023-08-06,44
2023-08-13,49
2023-08-20,48
2023-08-27,47
2023-09-03,43
2023-09-10,51
2023-09-17,52
2023-09-24,52
2023-10-01,60
2023-10-08,48
2023-10-15,56
2023-10-22,51
2023-10-29,55
2023-11-05,56
2023-11-12,54
2023-11-19,38
2023-11-26,56
2023-12-03,60
2023-12-10,48
2023-12-17,47
2023-12-24,32
2023-12-31,45
2024-01-07,44
2024-01-14,52
2024-01-21,66
2024-01-28,79
2024-02-04,65
2024-02-11,59
2024-02-18,60
2024-02-25,69
2024-03-03,64
2024-03-10,64
2024-03-17,59
2024-03-24,51
2024-03-31,61
2024-04-07,54
2024-04-14,59
2024-04-21,60
2024-04-28,52
2024-05-05,53
2024-05-12,61
2024-05-19,48
2024-05-26,48
2024-06-02,66
2024-06-09,57
2024-06-16,53
2024-06-23,50
2024-06-30,46
2024-07-07,45
2024-07-14,51
2024-07-21,49
2024-07-28,43
2024-08-04,52
2024-08-11,47
2024-08-18,47
2024-08-25,56
2024-09-01,51
2024-09-08,48
2024-09-15,56
2024-09-22,58
2024-09-29,55
2024-10-06,49
2024-10-13,54
2024-10-20,58
2024-10-27,55
2024-11-03,50
2024-11-10,60
2024-11-17,60
2024-11-24,48
2024-12-01,68
2024-12-08,60
2024-12-15,49
2024-12-22,39
2024-12-29,49
2025-01-05,51
2025-01-12,64
2025-01-19,64
2025-01-26,60
2025-02-02,74
2025-02-09,63
2025-02-16,68
2025-02-23,73
2025-03-02,66
2025-03-09,69
2025-03-16,64
2025-03-23,55
2025-03-30,72
2025-04-06,72
2025-04-13,59
2025-04-20,60
2025-04-27,64
2025-05-04,63
2025-05-11,63
2025-05-18,60
2025-05-25,59
2025-06-01,52
2025-06-08,53
2025-06-15,51
2025-06-22,60
2025-06-29,52
2025-07-06,55
2025-07-13,53
2025-07-20,55
2025-07-27,58
2025-08-03,51
2025-08-10,55
2025-08-17,56
2025-08-24,47
2025-08-31,50
2025-09-07,54
2025-09-14,58
2025-09-21,54
2025-09-28,60
2025-10-05,54
2025-10-12,69
2025-10-19,65
2025-10-26,100
2025-11-02,73
2025-11-09,72
2025-11-16,75
2025-11-23,46
2025-11-30,68
2025-12-07,55
2025-12-14,59
2025-12-21,50
2025-12-28,56
2026-01-04,73
2026-01-11,81
2026-01-18,75
2026-01-25,85
2026-02-01,81
2026-02-08,62
2026-02-15,64
2026-02-22,72
2026-03-01,82
2026-03-08,72
2026-03-15,65
2026-03-22,67
2026-03-29,64
2026-04-05,59
2026-04-12,98
2026-04-19,73
2026-04-26,66
2026-05-03,68
2026-05-10,63
2026-05-17,64
2026-05-24,61
2026-05-31,61
