Time,gamestop
2025-12-11,49
2025-12-12,56
2025-12-13,66
2025-12-14,60
2025-12-15,53
2025-12-16,53
2025-12-17,52
2025-12-18,60
2025-12-19,66
2025-12-20,82
2025-12-21,75
2025-12-22,68
2025-12-23,72
2025-12-24,100
2025-12-25,71
2025-12-26,81
2025-12-27,71
2025-12-28,66
2025-12-29,58
2025-12-30,52
2025-12-31,54
2026-01-01,59
2026-01-02,55
2026-01-03,60
2026-01-04,57
2026-01-05,42
2026-01-06,41
2026-01-07,41
2026-01-08,39
2026-01-09,43
2026-01-10,51
2026-01-11,53
2026-01-12,36
2026-01-13,34
2026-01-14,34
2026-01-15,35
2026-01-16,40
2026-01-17,47
2026-01-18,45
2026-01-19,40
2026-01-20,33
2026-01-21,45
2026-01-22,36
2026-01-23,40
2026-01-24,46
2026-01-25,37
2026-01-26,35
2026-01-27,35
2026-01-28,34
2026-01-29,35
2026-01-30,54
2026-01-31,51
2026-02-01,47
2026-02-02,35
2026-02-03,41
2026-02-04,51
2026-02-05,44
2026-02-06,55
2026-02-07,52
2026-02-08,42
2026-02-09,28
2026-02-10,33
2026-02-11,34
2026-02-12,35
2026-02-13,40
2026-02-14,48
2026-02-15,48
2026-02-16,39
2026-02-17,32
2026-02-18,32
2026-02-19,35
2026-02-20,45
2026-02-21,52
2026-02-22,48
2026-02-23,34
2026-02-24,35
2026-02-25,35
2026-02-26,41
2026-02-27,54
2026-02-28,54
2026-03-01,52
2026-03-02,38
2026-03-03,38
2026-03-04,37
2026-03-05,41
2026-03-06,44
2026-03-07,57
2026-03-08,53
2026-03-09,39
2026-03-10,36
2026-03-11,38
2026-03-12,38
2026-03-13,45
2026-03-14,56
2026-03-15,49
2026-03-16,40
2026-03-17,42
2026-03-18,41
2026-03-19,41
2026-03-20,47
2026-03-21,50
2026-03-22,50
2026-03-23,36
2026-03-24,37
2026-03-25,35
2026-03-26,37
2026-03-27,65
2026-03-28,59
2026-03-29,57
2026-03-30,43
2026-03-31,37
2026-04-01,43
2026-04-02,42
2026-04-03,47
2026-04-04,54
2026-04-05,52
2026-04-06,40
2026-04-07,36
2026-04-08,35
2026-04-09,35
2026-04-10,39
2026-04-11,48
2026-04-12,46
2026-04-13,34
2026-04-14,35
2026-04-15,39
2026-04-16,44
2026-04-17,45
2026-04-18,51
2026-04-19,50
2026-04-20,38
2026-04-21,42
2026-04-22,40
2026-04-23,39
2026-04-24,44
2026-04-25,50
2026-04-26,50
2026-04-27,36
2026-04-28,36
2026-04-29,34
2026-04-30,40
2026-05-01,48
2026-05-02,61
2026-05-03,60
2026-05-04,75
2026-05-05,61
2026-05-06,52
2026-05-07,44
2026-05-08,45
2026-05-09,49
2026-05-10,48
2026-05-11,38
2026-05-12,42
2026-05-13,39
2026-05-14,42
2026-05-15,41
2026-05-16,51
2026-05-17,56
2026-05-18,44
2026-05-19,41
2026-05-20,43
2026-05-21,46
2026-05-22,64
2026-05-23,57
2026-05-24,60
2026-05-25,51
2026-05-26,39
2026-05-27,42
2026-05-28,43
2026-05-29,47
2026-05-30,51
2026-05-31,51
