Time,nba
2022-07-01,22.0
2022-07-02,19.0
2022-07-03,17.0
2022-07-04,15.0
2022-07-05,13.0
2022-07-06,15.0
2022-07-07,14.0
2022-07-08,14.0
2022-07-09,14.0
2022-07-10,13.0
2022-07-11,12.0
2022-07-12,11.0
2022-07-13,11.0
2022-07-14,11.0
2022-07-15,12.0
2022-07-16,12.0
2022-07-17,12.0
2022-07-18,9.0
2022-07-19,9.0
2022-07-20,8.0
2022-07-21,8.0
2022-07-22,8.0
2022-07-23,8.0
2022-07-24,8.0
2022-07-25,7.0
2022-07-26,8.0
2022-07-27,7.0
2022-07-28,7.0
2022-07-29,7.0
2022-07-30,7.0
2022-07-31,9.0
2022-08-01,7.0
2022-08-02,7.0
2022-08-03,6.0
2022-08-04,7.0
2022-08-05,7.0
2022-08-06,8.0
2022-08-07,7.0
2022-08-08,7.0
2022-08-09,7.0
2022-08-10,6.0
2022-08-11,7.0
2022-08-12,7.0
2022-08-13,7.0
2022-08-14,7.0
2022-08-15,7.0
2022-08-16,7.0
2022-08-17,8.0
2022-08-18,7.0
2022-08-19,7.0
2022-08-20,7.0
2022-08-21,7.0
2022-08-22,6.0
2022-08-23,6.0
2022-08-24,6.0
2022-08-25,7.0
2022-08-26,6.0
2022-08-27,6.0
2022-08-28,6.0
2022-08-29,5.916666666666667
2022-08-30,5.916666666666667
2022-08-31,5.916666666666667
2022-09-01,8.083333333333334
2022-09-02,7.0
2022-09-03,5.916666666666667
2022-09-04,7.0
2022-09-05,8.083333333333334
2022-09-06,8.083333333333334
2022-09-07,7.5
2022-09-08,8.083333333333334
2022-09-09,9.166666666666668
2022-09-10,8.583333333333334
2022-09-11,8.083333333333334
2022-09-12,7.0
2022-09-13,7.0
2022-09-14,7.0
2022-09-15,7.0
2022-09-16,5.916666666666667
2022-09-17,7.0
2022-09-18,7.0
2022-09-19,5.916666666666667
2022-09-20,5.916666666666667
2022-09-21,6.416666666666667
2022-09-22,7.0
2022-09-23,7.0
2022-09-24,7.0
2022-09-25,7.0
2022-09-26,7.0
2022-09-27,7.0
2022-09-28,7.0
2022-09-29,7.0
2022-09-30,8.166666666666668
2022-10-01,9.333333333333334
2022-10-02,11.666666666666668
2022-10-03,14.0
2022-10-04,16.333333333333336
2022-10-05,14.0
2022-10-06,16.333333333333336
2022-10-07,15.166666666666668
2022-10-08,12.833333333333334
2022-10-09,10.5
2022-10-10,12.833333333333334
2022-10-11,11.666666666666668
2022-10-12,14.0
2022-10-13,14.0
2022-10-14,11.666666666666668
2022-10-15,14.0
2022-10-16,10.5
2022-10-17,10.5
2022-10-18,19.833333333333336
2022-10-19,42.0
2022-10-20,36.16666666666667
2022-10-21,30.333333333333336
2022-10-22,35.0
2022-10-23,32.66666666666667
2022-10-24,24.5
2022-10-25,26.833333333333336
2022-10-26,26.833333333333336
2022-10-27,29.166666666666668
2022-10-28,26.833333333333336
2022-10-29,31.500000000000004
2022-10-30,28.0
2022-10-31,24.5
2022-11-01,23.333333333333336
2022-11-02,23.333333333333336
2022-11-03,28.0
2022-11-04,22.166666666666668
2022-11-05,31.500000000000004
2022-11-06,25.666666666666668
2022-11-07,19.833333333333336
2022-11-08,28.0
2022-11-09,15.166666666666668
2022-11-10,25.666666666666668
2022-11-11,19.833333333333336
2022-11-12,28.0
2022-11-13,23.333333333333336
2022-11-14,22.166666666666668
2022-11-15,19.833333333333336
2022-11-16,23.333333333333336
2022-11-17,24.5
2022-11-18,21.0
2022-11-19,29.166666666666668
2022-11-20,22.166666666666668
2022-11-21,22.166666666666668
2022-11-22,22.166666666666668
2022-11-23,24.5
2022-11-24,26.833333333333336
2022-11-25,17.5
2022-11-26,26.833333333333336
2022-11-27,24.5
2022-11-28,17.5
2022-11-29,22.166666666666668
2022-11-30,19.833333333333336
2022-12-01,23.333333333333336
2022-12-02,17.5
2022-12-03,29.166666666666668
2022-12-04,22.166666666666668
2022-12-05,19.833333333333336
2022-12-06,19.833333333333336
2022-12-07,22.166666666666668
2022-12-08,22.166666666666668
2022-12-09,17.5
2022-12-10,25.666666666666668
2022-12-11,28.0
2022-12-12,18.666666666666668
2022-12-13,21.0
2022-12-14,25.666666666666668
2022-12-15,22.166666666666668
2022-12-16,21.0
2022-12-17,26.833333333333336
2022-12-18,22.166666666666668
2022-12-19,21.0
2022-12-20,22.166666666666668
2022-12-21,22.166666666666668
2022-12-22,26.833333333333336
2022-12-23,18.666666666666668
2022-12-24,29.166666666666668
2022-12-25,37.333333333333336
2022-12-26,33.833333333333336
2022-12-27,24.5
2022-12-28,30.333333333333336
2022-12-29,28.0
2022-12-30,23.333333333333336
2022-12-31,31.500000000000004
2023-01-01,24.5
2023-01-02,23.333333333333336
2023-01-03,28.0
2023-01-04,23.333333333333336
2023-01-05,29.166666666666668
2023-01-06,24.5
2023-01-07,32.66666666666667
2023-01-08,29.166666666666668
2023-01-09,19.833333333333336
2023-01-10,23.333333333333336
2023-01-11,25.666666666666668
2023-01-12,23.333333333333336
2023-01-13,28.0
2023-01-14,30.333333333333336
2023-01-15,24.5
2023-01-16,29.166666666666668
2023-01-17,23.333333333333336
2023-01-18,23.333333333333336
2023-01-19,25.666666666666668
2023-01-20,25.666666666666668
2023-01-21,32.66666666666667
2023-01-22,25.666666666666668
2023-01-23,24.5
2023-01-24,24.5
2023-01-25,28.0
2023-01-26,30.333333333333336
2023-01-27,29.166666666666668
2023-01-28,33.833333333333336
2023-01-29,35.0
2023-01-30,18.666666666666668
2023-01-31,28.0
2023-02-01,28.0
2023-02-02,28.0
2023-02-03,35.0
2023-02-04,31.500000000000004
2023-02-05,42.0
2023-02-06,25.666666666666668
2023-02-07,31.500000000000004
2023-02-08,52.5
2023-02-09,60.66666666666667
2023-02-10,36.16666666666667
2023-02-11,37.333333333333336
2023-02-12,40.833333333333336
2023-02-13,18.666666666666668
2023-02-14,30.333333333333336
2023-02-15,28.0
2023-02-16,31.500000000000004
2023-02-17,28.0
2023-02-18,31.500000000000004
2023-02-19,37.333333333333336
2023-02-20,40.833333333333336
2023-02-21,14.0
2023-02-22,14.0
2023-02-23,16.333333333333336
2023-02-24,31.500000000000004
2023-02-25,37.333333333333336
2023-02-26,40.833333333333336
2023-02-27,32.66666666666667
2023-02-28,24.5
2023-03-01,31.500000000000004
2023-03-02,31.500000000000004
2023-03-03,28.0
2023-03-04,38.5
2023-03-05,43.16666666666667
2023-03-06,31.500000000000004
2023-03-07,29.166666666666668
2023-03-08,31.500000000000004
2023-03-09,31.500000000000004
2023-03-10,30.333333333333336
2023-03-11,33.833333333333336
2023-03-12,40.833333333333336
2023-03-13,26.833333333333336
2023-03-14,29.166666666666668
2023-03-15,31.500000000000004
2023-03-16,30.333333333333336
2023-03-17,23.333333333333336
2023-03-18,36.16666666666667
2023-03-19,35.0
2023-03-20,26.833333333333336
2023-03-21,26.833333333333336
2023-03-22,25.666666666666668
2023-03-23,32.66666666666667
2023-03-24,25.666666666666668
2023-03-25,38.5
2023-03-26,47.833333333333336
2023-03-27,29.166666666666668
2023-03-28,28.0
2023-03-29,31.500000000000004
2023-03-30,36.16666666666667
2023-03-31,29.166666666666668
2023-04-01,42.0
2023-04-02,39.66666666666667
2023-04-03,35.0
2023-04-04,23.333333333333336
2023-04-05,44.333333333333336
2023-04-06,40.833333333333336
2023-04-07,35.0
2023-04-08,50.16666666666667
2023-04-09,57.16666666666667
2023-04-10,36.16666666666667
2023-04-11,30.333333333333336
2023-04-12,61.833333333333336
2023-04-13,43.16666666666667
2023-04-14,30.333333333333336
2023-04-15,75.83333333333334
2023-04-16,100.33333333333334
2023-04-17,65.33333333333334
2023-04-18,64.16666666666667
2023-04-19,64.16666666666667
2023-04-20,60.66666666666667
2023-04-21,66.5
2023-04-22,84.0
2023-04-23,103.83333333333334
2023-04-24,54.833333333333336
2023-04-25,70.0
2023-04-26,72.33333333333334
2023-04-27,86.33333333333334
2023-04-28,57.16666666666667
2023-04-29,88.66666666666667
2023-04-30,105.0
2023-05-01,43.16666666666667
2023-05-02,65.33333333333334
2023-05-03,77.0
2023-05-04,57.16666666666667
2023-05-05,61.833333333333336
2023-05-06,85.16666666666667
2023-05-07,101.5
2023-05-08,58.333333333333336
2023-05-09,71.16666666666667
2023-05-10,70.0
2023-05-11,82.83333333333334
2023-05-12,87.5
2023-05-13,116.66666666666667
2023-05-14,80.5
2023-05-15,42.0
2023-05-16,45.5
2023-05-17,80.5
2023-05-18,57.16666666666667
2023-05-19,63.00000000000001
2023-05-20,68.83333333333334
2023-05-21,81.66666666666667
2023-05-22,63.00000000000001
2023-05-23,78.16666666666667
2023-05-24,54.833333333333336
2023-05-25,28.0
2023-05-26,51.333333333333336
2023-05-27,36.16666666666667
2023-05-28,77.0
2023-05-29,39.66666666666667
2023-05-30,80.5
2023-05-31,23.333333333333336
2023-06-01,32.66666666666667
2023-06-02,63.00000000000001
2023-06-03,32.66666666666667
2023-06-04,49.0
2023-06-05,63.00000000000001
2023-06-06,28.0
2023-06-07,35.0
2023-06-08,64.16666666666667
2023-06-09,32.66666666666667
2023-06-10,72.33333333333334
2023-06-11,36.16666666666667
2023-06-12,35.0
2023-06-13,72.33333333333334
2023-06-14,14.0
2023-06-15,11.666666666666668
2023-06-16,11.666666666666668
2023-06-17,11.666666666666668
2023-06-18,11.666666666666668
2023-06-19,12.833333333333334
2023-06-20,14.0
2023-06-21,16.333333333333336
2023-06-22,33.833333333333336
2023-06-23,61.833333333333336
2023-06-24,17.5
2023-06-25,14.0
2023-06-26,11.666666666666668
2023-06-27,10.5
2023-06-28,10.5
2023-06-29,10.5
2023-06-30,14.0
2023-07-01,19.833333333333336
2023-07-02,15.166666666666668
2023-07-03,14.0
2023-07-04,15.166666666666668
2023-07-05,10.5
2023-07-06,12.833333333333334
2023-07-07,14.0
2023-07-08,17.5
2023-07-09,14.0
2023-07-10,11.666666666666668
2023-07-11,10.5
2023-07-12,9.333333333333334
2023-07-13,10.5
2023-07-14,9.333333333333334
2023-07-15,10.5
2023-07-16,10.5
2023-07-17,8.166666666666668
2023-07-18,8.166666666666668
2023-07-19,7.0
2023-07-20,7.0
2023-07-21,7.0
2023-07-22,7.0
2023-07-23,7.0
2023-07-24,5.833333333333334
2023-07-25,7.0
2023-07-26,7.0
2023-07-27,7.0
2023-07-28,7.0
2023-07-29,7.0
2023-07-30,5.833333333333334
2023-07-31,5.833333333333334
2023-08-01,5.833333333333334
2023-08-02,5.833333333333334
2023-08-03,5.833333333333334
2023-08-04,5.833333333333334
2023-08-05,5.833333333333334
2023-08-06,5.833333333333334
2023-08-07,5.833333333333334
2023-08-08,5.833333333333334
2023-08-09,5.833333333333334
2023-08-10,5.833333333333334
2023-08-11,5.833333333333334
2023-08-12,5.833333333333334
2023-08-13,7.0
2023-08-14,5.833333333333334
2023-08-15,5.833333333333334
2023-08-16,5.833333333333334
2023-08-17,7.0
2023-08-18,5.833333333333334
2023-08-19,5.833333333333334
2023-08-20,5.833333333333334
2023-08-21,5.833333333333334
2023-08-22,5.833333333333334
2023-08-23,5.833333333333334
2023-08-24,4.666666666666667
2023-08-25,5.833333333333334
2023-08-26,5.833333333333334
2023-08-27,5.833333333333334
2023-08-28,4.666666666666667
2023-08-29,4.666666666666667
2023-08-30,5.833333333333334
2023-08-31,5.833333333333334
2023-09-01,5.833333333333334
2023-09-02,5.833333333333334
2023-09-03,5.833333333333334
2023-09-04,5.833333333333334
2023-09-05,4.666666666666667
2023-09-06,5.833333333333334
2023-09-07,7.0
2023-09-08,8.166666666666668
2023-09-09,7.0
2023-09-10,7.0
2023-09-11,7.0
2023-09-12,5.833333333333334
2023-09-13,5.833333333333334
2023-09-14,5.833333333333334
2023-09-15,5.833333333333334
2023-09-16,5.833333333333334
2023-09-17,5.833333333333334
2023-09-18,5.833333333333334
2023-09-19,5.833333333333334
2023-09-20,5.833333333333334
2023-09-21,5.833333333333334
2023-09-22,5.833333333333334
2023-09-23,5.833333333333334
2023-09-24,5.833333333333334
2023-09-25,5.833333333333334
2023-09-26,4.666666666666667
2023-09-27,8.166666666666668
2023-09-28,8.166666666666668
2023-09-29,5.833333333333334
2023-09-30,5.833333333333334
2023-10-01,7.0
2023-10-02,7.0
2023-10-03,7.0
2023-10-04,7.0
2023-10-05,9.333333333333334
2023-10-06,8.166666666666668
2023-10-07,9.333333333333334
2023-10-08,14.0
2023-10-09,10.5
2023-10-10,12.833333333333334
2023-10-11,11.666666666666668
2023-10-12,10.5
2023-10-13,10.5
2023-10-14,14.0
2023-10-15,10.5
2023-10-16,11.666666666666668
2023-10-17,11.666666666666668
2023-10-18,11.666666666666668
2023-10-19,12.833333333333334
2023-10-20,12.833333333333334
2023-10-21,14.0
2023-10-22,10.5
2023-10-23,10.5
2023-10-24,19.833333333333336
2023-10-25,40.833333333333336
2023-10-26,40.833333333333336
2023-10-27,35.0
2023-10-28,37.333333333333336
2023-10-29,28.0
2023-10-30,28.0
2023-10-31,31.500000000000004
2023-11-01,29.166666666666668
2023-11-02,36.16666666666667
2023-11-03,31.500000000000004
2023-11-04,44.333333333333336
2023-11-05,32.66666666666667
2023-11-06,23.333333333333336
2023-11-07,32.66666666666667
2023-11-08,21.0
2023-11-09,32.66666666666667
2023-11-10,24.5
2023-11-11,35.0
2023-11-12,29.166666666666668
2023-11-13,25.666666666666668
2023-11-14,24.5
2023-11-15,37.333333333333336
2023-11-16,28.0
2023-11-17,23.333333333333336
2023-11-18,35.0
2023-11-19,29.166666666666668
2023-11-20,24.5
2023-11-21,26.833333333333336
2023-11-22,31.500000000000004
2023-11-23,38.5
2023-11-24,21.0
2023-11-25,35.0
2023-11-26,28.0
2023-11-27,21.0
2023-11-28,23.333333333333336
2023-11-29,31.500000000000004
2023-11-30,24.5
2023-12-01,24.5
2023-12-02,29.166666666666668
2023-12-03,25.666666666666668
2023-12-04,15.166666666666668
2023-12-05,23.333333333333336
2023-12-06,28.0
2023-12-07,28.0
2023-12-08,29.166666666666668
2023-12-09,32.66666666666667
2023-12-10,36.16666666666667
2023-12-11,14.0
2023-12-12,22.166666666666668
2023-12-13,25.666666666666668
2023-12-14,26.833333333333336
2023-12-15,24.5
2023-12-16,26.833333333333336
2023-12-17,28.0
2023-12-18,19.833333333333336
2023-12-19,25.666666666666668
2023-12-20,28.0
2023-12-21,28.0
2023-12-22,26.71666666666667
2023-12-23,33.71666666666667
2023-12-24,29.28333333333333
2023-12-25,39.43333333333334
2023-12-26,31.15
2023-12-27,30.566666666666666
2023-12-28,23.566666666666666
2023-12-29,33.71666666666667
2023-12-30,29.866666666666667
2023-12-31,28.0
2024-01-01,25.433333333333334
2024-01-02,22.28333333333333
2024-01-03,24.85
2024-01-04,28.0
2024-01-05,25.433333333333334
2024-01-06,32.43333333333334
2024-01-07,23.566666666666666
2024-01-08,22.28333333333333
2024-01-09,22.28333333333333
2024-01-10,24.85
2024-01-11,26.71666666666667
2024-01-12,26.71666666666667
2024-01-13,26.71666666666667
2024-01-14,26.71666666666667
2024-01-15,23.566666666666666
2024-01-16,23.566666666666666
2024-01-17,24.85
2024-01-18,25.433333333333334
2024-01-19,23.566666666666666
2024-01-20,28.0
2024-01-21,23.799999999999997
2024-01-22,21.0
2024-01-23,28.0
2024-01-24,26.599999999999998
2024-01-25,25.2
2024-01-26,29.4
2024-01-27,32.199999999999996
2024-01-28,33.599999999999994
2024-01-29,18.2
2024-01-30,26.599999999999998
2024-01-31,25.2
2024-02-01,23.799999999999997
2024-02-02,26.599999999999998
2024-02-03,26.599999999999998
2024-02-04,32.199999999999996
2024-02-05,21.0
2024-02-06,23.799999999999997
2024-02-07,29.4
2024-02-08,35.0
2024-02-09,29.4
2024-02-10,32.199999999999996
2024-02-11,29.4
2024-02-12,15.399999999999999
2024-02-13,25.2
2024-02-14,23.799999999999997
2024-02-15,29.4
2024-02-16,29.4
2024-02-17,32.199999999999996
2024-02-18,36.4
2024-02-19,39.199999999999996
2024-02-20,12.6
2024-02-21,11.2
2024-02-22,12.6
2024-02-23,25.2
2024-02-24,30.799999999999997
2024-02-25,28.0
2024-02-26,22.4
2024-02-27,18.2
2024-02-28,23.799999999999997
2024-02-29,23.799999999999997
2024-03-01,25.2
2024-03-02,28.0
2024-03-03,36.4
2024-03-04,22.4
2024-03-05,23.799999999999997
2024-03-06,22.4
2024-03-07,25.2
2024-03-08,23.799999999999997
2024-03-09,28.0
2024-03-10,30.799999999999997
2024-03-11,21.0
2024-03-12,19.599999999999998
2024-03-13,21.0
2024-03-14,22.4
2024-03-15,21.0
2024-03-16,22.4
2024-03-17,33.599999999999994
2024-03-18,19.599999999999998
2024-03-19,22.4
2024-03-20,19.599999999999998
2024-03-21,22.4
2024-03-22,21.0
2024-03-23,26.599999999999998
2024-03-24,26.599999999999998
2024-03-25,22.4
2024-03-26,22.4
2024-03-27,25.2
2024-03-28,28.0
2024-03-29,21.0
2024-03-30,28.0
2024-03-31,28.0
2024-04-01,25.2
2024-04-02,21.0
2024-04-03,28.0
2024-04-04,25.2
2024-04-05,26.599999999999998
2024-04-06,30.799999999999997
2024-04-07,32.199999999999996
2024-04-08,25.2
2024-04-09,22.4
2024-04-10,33.599999999999994
2024-04-11,29.4
2024-04-12,29.4
2024-04-13,40.599999999999994
2024-04-14,50.4
2024-04-15,30.799999999999997
2024-04-16,29.4
2024-04-17,53.199999999999996
2024-04-18,43.4
2024-04-19,28.0
2024-04-20,140.0
2024-04-21,102.19999999999999
2024-04-22,47.599999999999994
2024-04-23,53.199999999999996
2024-04-24,51.8
2024-04-25,46.199999999999996
2024-04-26,53.199999999999996
2024-04-27,68.6
2024-04-28,84.0
2024-04-29,56.0
2024-04-30,67.19999999999999
2024-05-01,51.8
2024-05-02,50.4
2024-05-03,56.0
2024-05-04,62.99999999999999
2024-05-05,65.8
2024-05-06,33.599999999999994
2024-05-07,56.0
2024-05-08,47.599999999999994
2024-05-09,47.599999999999994
2024-05-10,51.8
2024-05-11,68.6
2024-05-12,78.39999999999999
2024-05-13,53.199999999999996
2024-05-14,50.4
2024-05-15,58.8
2024-05-16,51.8
2024-05-17,57.4
2024-05-18,62.99999999999999
2024-05-19,92.39999999999999
2024-05-20,64.39999999999999
2024-05-21,30.799999999999997
2024-05-22,47.599999999999994
2024-05-23,50.4
2024-05-24,42.0
2024-05-25,58.8
2024-05-26,58.8
2024-05-27,62.99999999999999
2024-05-28,50.4
2024-05-29,54.599999999999994
2024-05-30,26.599999999999998
2024-05-31,54.599999999999994
2024-06-01,22.4
2024-06-02,21.0
2024-06-03,18.2
2024-06-04,16.799999999999997
2024-06-05,18.2
2024-06-06,32.199999999999996
2024-06-07,61.599999999999994
2024-06-08,25.2
2024-06-09,39.199999999999996
2024-06-10,53.199999999999996
2024-06-11,22.4
2024-06-12,32.199999999999996
2024-06-13,61.599999999999994
2024-06-14,26.599999999999998
2024-06-15,64.39999999999999
2024-06-16,30.799999999999997
2024-06-17,30.799999999999997
2024-06-18,70.0
2024-06-19,14.0
2024-06-20,11.2
2024-06-21,11.2
2024-06-22,11.2
2024-06-23,11.2
2024-06-24,11.2
2024-06-25,14.0
2024-06-26,32.199999999999996
2024-06-27,84.0
2024-06-28,23.799999999999997
2024-06-29,14.0
2024-06-30,15.399999999999999
2024-07-01,19.599999999999998
2024-07-02,14.0
2024-07-03,12.6
2024-07-04,9.799999999999999
2024-07-05,8.399999999999999
2024-07-06,12.6
2024-07-07,14.0
2024-07-08,9.799999999999999
2024-07-09,9.799999999999999
2024-07-10,9.799999999999999
2024-07-11,9.799999999999999
2024-07-12,8.399999999999999
2024-07-13,9.799999999999999
2024-07-14,8.399999999999999
2024-07-15,8.399999999999999
2024-07-16,7.0
2024-07-17,8.399999999999999
2024-07-18,8.399999999999999
2024-07-19,8.399999999999999
2024-07-20,8.399999999999999
2024-07-21,8.399999999999999
2024-07-22,5.6
2024-07-23,5.6
2024-07-24,5.6
2024-07-25,5.6
2024-07-26,5.6
2024-07-27,5.6
2024-07-28,8.399999999999999
2024-07-29,5.6
2024-07-30,5.6
2024-07-31,5.6
2024-08-01,5.6
2024-08-02,4.199999999999999
2024-08-03,5.6
2024-08-04,5.6
2024-08-05,4.199999999999999
2024-08-06,5.6
2024-08-07,4.199999999999999
2024-08-08,7.0
2024-08-09,5.6
2024-08-10,11.2
2024-08-11,7.0
2024-08-12,5.6
2024-08-13,5.6
2024-08-14,5.6
2024-08-15,5.6
2024-08-16,4.199999999999999
2024-08-17,5.6
2024-08-18,4.8999999999999995
2024-08-19,4.199999999999999
2024-08-20,4.199999999999999
2024-08-21,4.8999999999999995
2024-08-22,4.199999999999999
2024-08-23,4.199999999999999
2024-08-24,4.199999999999999
2024-08-25,4.199999999999999
2024-08-26,4.199999999999999
2024-08-27,4.8999999999999995
2024-08-28,4.199999999999999
2024-08-29,4.199999999999999
2024-08-30,4.199999999999999
2024-08-31,4.199999999999999
2024-09-01,4.8999999999999995
2024-09-02,4.8999999999999995
2024-09-03,5.6
2024-09-04,5.6
2024-09-05,5.6
2024-09-06,5.6
2024-09-07,5.6
2024-09-08,5.6
2024-09-09,4.199999999999999
2024-09-10,4.199999999999999
2024-09-11,4.199999999999999
2024-09-12,4.8999999999999995
2024-09-13,4.199999999999999
2024-09-14,4.199999999999999
2024-09-15,4.199999999999999
2024-09-16,4.199999999999999
2024-09-17,4.199999999999999
2024-09-18,4.199999999999999
2024-09-19,4.199999999999999
2024-09-20,4.199999999999999
2024-09-21,4.199999999999999
2024-09-22,4.199999999999999
2024-09-23,4.199999999999999
2024-09-24,4.199999999999999
2024-09-25,4.199999999999999
2024-09-26,4.199999999999999
2024-09-27,4.199999999999999
2024-09-28,6.999999999999998
2024-09-29,4.199999999999999
2024-09-30,5.599999999999999
2024-10-01,5.599999999999999
2024-10-02,5.599999999999999
2024-10-03,5.599999999999999
2024-10-04,8.399999999999999
2024-10-05,9.799999999999997
2024-10-06,8.399999999999999
2024-10-07,8.399999999999999
2024-10-08,8.399999999999999
2024-10-09,8.399999999999999
2024-10-10,8.399999999999999
2024-10-11,8.399999999999999
2024-10-12,8.399999999999999
2024-10-13,8.399999999999999
2024-10-14,9.799999999999997
2024-10-15,9.799999999999997
2024-10-16,11.199999999999998
2024-10-17,9.799999999999997
2024-10-18,11.199999999999998
2024-10-19,11.199999999999998
2024-10-20,8.399999999999999
2024-10-21,9.799999999999997
2024-10-22,19.599999999999994
2024-10-23,34.99999999999999
2024-10-24,30.799999999999994
2024-10-25,25.199999999999996
2024-10-26,27.999999999999993
2024-10-27,27.999999999999993
2024-10-28,18.199999999999996
2024-10-29,20.999999999999996
2024-10-30,23.799999999999994
2024-10-31,22.399999999999995
2024-11-01,20.999999999999996
2024-11-02,23.799999999999994
2024-11-03,22.399999999999995
2024-11-04,15.399999999999997
2024-11-05,20.999999999999996
2024-11-06,9.799999999999997
2024-11-07,23.799999999999994
2024-11-08,16.799999999999997
2024-11-09,26.599999999999994
2024-11-10,19.599999999999994
2024-11-11,20.999999999999996
2024-11-12,19.599999999999994
2024-11-13,26.599999999999994
2024-11-14,23.799999999999994
2024-11-15,16.799999999999997
2024-11-16,25.199999999999996
2024-11-17,23.799999999999994
2024-11-18,19.599999999999994
2024-11-19,20.999999999999996
2024-11-20,26.599999999999994
2024-11-21,20.999999999999996
2024-11-22,19.599999999999994
2024-11-23,25.199999999999996
2024-11-24,22.399999999999995
2024-11-25,15.399999999999997
2024-11-26,19.599999999999994
2024-11-27,23.799999999999994
2024-11-28,25.199999999999996
2024-11-29,16.799999999999997
2024-11-30,22.399999999999995
2024-12-01,19.599999999999994
2024-12-02,16.799999999999997
2024-12-03,16.799999999999997
2024-12-04,23.799999999999994
2024-12-05,18.199999999999996
2024-12-06,16.799999999999997
2024-12-07,22.399999999999995
2024-12-08,19.599999999999994
2024-12-09,15.399999999999997
2024-12-10,13.999999999999996
