Time,google_docs
2023-03-05,31.31868131868132
2023-03-06,79.34065934065934
2023-03-07,77.25274725274726
2023-03-08,79.34065934065934
2023-03-09,75.16483516483517
2023-03-10,62.63736263736264
2023-03-11,26.098901098901102
2023-03-12,28.18681318681319
2023-03-13,64.72527472527473
2023-03-14,65.76923076923077
2023-03-15,63.681318681318686
2023-03-16,65.76923076923077
2023-03-17,51.15384615384616
2023-03-18,24.01098901098901
2023-03-19,29.230769230769234
2023-03-20,80.38461538461539
2023-03-21,73.07692307692308
2023-03-22,72.03296703296704
2023-03-23,74.12087912087912
2023-03-24,60.549450549450555
2023-03-25,24.01098901098901
2023-03-26,30.274725274725277
2023-03-27,73.07692307692308
2023-03-28,74.12087912087912
2023-03-29,69.94505494505495
2023-03-30,72.03296703296704
2023-03-31,57.41758241758242
2023-04-01,25.05494505494506
2023-04-02,30.274725274725277
2023-04-03,67.85714285714286
2023-04-04,64.72527472527473
2023-04-05,63.681318681318686
2023-04-06,58.46153846153847
2023-04-07,37.582417582417584
2023-04-08,21.923076923076923
2023-04-09,21.923076923076923
2023-04-10,64.72527472527473
2023-04-11,70.98901098901099
2023-04-12,69.94505494505495
2023-04-13,68.9010989010989
2023-04-14,60.549450549450555
2023-04-15,25.05494505494506
2023-04-16,32.362637362637365
2023-04-17,78.2967032967033
2023-04-18,78.2967032967033
2023-04-19,75.16483516483517
2023-04-20,76.20879120879121
2023-04-21,61.5934065934066
2023-04-22,27.142857142857146
2023-04-23,33.40659340659341
2023-04-24,79.34065934065934
2023-04-25,80.38461538461539
2023-04-26,77.4702380952381
2023-04-27,75.18658424908426
2023-04-28,64.59478021978023
2023-04-29,30.42696886446887
2023-04-30,39.67032967032967
2023-05-01,82.14629120879121
2023-05-02,82.55952380952381
2023-05-03,78.40544871794873
2023-05-04,76.53502747252747
2023-05-05,64.0728021978022
2023-05-06,26.272893772893774
2023-05-07,29.491758241758244
2023-05-08,75.18658424908426
2023-05-09,74.25137362637363
2023-05-10,71.9677197802198
2023-05-11,71.9677197802198
2023-05-12,59.50549450549451
2023-05-13,24.924450549450555
2023-05-14,24.924450549450555
2023-05-15,71.9677197802198
2023-05-16,68.74885531135531
2023-05-17,63.659569597069606
2023-05-18,66.46520146520146
2023-05-19,58.57028388278388
2023-05-20,19.835164835164836
2023-05-21,24.924450549450555
2023-05-22,59.50549450549451
2023-05-23,56.286630036630044
2023-05-24,56.286630036630044
2023-05-25,54.0029761904762
2023-05-26,40.496794871794876
2023-05-27,17.355769230769234
2023-05-28,16.52930402930403
2023-05-29,20.661630036630036
2023-05-30,45.45558608058609
2023-05-31,46.282051282051285
2023-06-01,43.80265567765568
2023-06-02,38.01739926739927
2023-06-03,18.182234432234434
2023-06-04,19.008699633699635
2023-06-05,38.843864468864474
2023-06-06,41.32326007326007
2023-06-07,39.67032967032967
2023-06-08,35.538003663003664
2023-06-09,30.579212454212456
2023-06-10,16.52930402930403
2023-06-11,17.355769230769234
2023-06-12,33.88507326007326
2023-06-13,31.405677655677657
2023-06-14,31.405677655677657
2023-06-15,29.752747252747255
2023-06-16,24.793956043956047
2023-06-17,14.876373626373628
2023-06-18,15.702838827838828
2023-06-19,23.141025641025642
2023-06-20,27.27335164835165
2023-06-21,27.27335164835165
2023-06-22,24.793956043956047
2023-06-23,24.793956043956047
2023-06-24,15.702838827838828
2023-06-25,15.702838827838828
2023-06-26,28.926282051282055
2023-06-27,27.27335164835165
2023-06-28,28.09981684981685
2023-06-29,27.27335164835165
2023-06-30,22.31456043956044
2023-07-01,14.049908424908425
2023-07-02,14.876373626373628
2023-07-03,20.661630036630036
2023-07-04,16.52930402930403
2023-07-05,25.620421245421248
2023-07-06,27.27335164835165
2023-07-07,24.793956043956047
2023-07-08,15.702838827838828
2023-07-09,15.702838827838828
2023-07-10,24.793956043956047
2023-07-11,25.620421245421248
2023-07-12,25.620421245421248
2023-07-13,25.620421245421248
2023-07-14,21.48809523809524
2023-07-15,14.876373626373628
2023-07-16,14.876373626373628
2023-07-17,24.793956043956047
2023-07-18,20.661630036630036
2023-07-19,20.661630036630036
2023-07-20,19.008699633699635
2023-07-21,16.52930402930403
2023-07-22,12.396978021978024
2023-07-23,12.396978021978024
2023-07-24,20.661630036630036
2023-07-25,20.661630036630036
2023-07-26,20.661630036630036
2023-07-27,19.008699633699635
2023-07-28,16.52930402930403
2023-07-29,12.396978021978024
2023-07-30,13.223443223443224
2023-07-31,19.008699633699635
2023-08-01,21.48809523809524
2023-08-02,20.661630036630036
2023-08-03,22.31456043956044
2023-08-04,18.182234432234434
2023-08-05,12.396978021978024
2023-08-06,13.223443223443224
2023-08-07,23.141025641025642
2023-08-08,23.141025641025642
2023-08-09,26.44688644688645
2023-08-10,26.44688644688645
2023-08-11,24.793956043956047
2023-08-12,12.396978021978024
2023-08-13,14.049908424908425
2023-08-14,30.579212454212456
2023-08-15,33.05860805860806
2023-08-16,33.88507326007326
2023-08-17,38.01739926739927
2023-08-18,33.88507326007326
2023-08-19,14.049908424908425
2023-08-20,16.52930402930403
2023-08-21,42.97619047619048
2023-08-22,46.282051282051285
2023-08-23,51.240842490842496
2023-08-24,48.76144688644689
2023-08-25,43.80265567765568
2023-08-26,15.702838827838828
2023-08-27,19.008699633699635
2023-08-28,57.85256410256411
2023-08-29,57.85256410256411
2023-08-30,58.67902930402931
2023-08-31,57.026098901098905
2023-09-01,47.934981684981686
2023-09-02,14.876373626373628
2023-09-03,17.355769230769234
2023-09-04,26.44688644688645
2023-09-05,61.15842490842491
2023-09-06,66.94368131868133
2023-09-07,64.46428571428572
2023-09-08,58.67902930402931
2023-09-09,19.008699633699635
2023-09-10,24.793956043956047
2023-09-11,71.90247252747254
2023-09-12,71.90247252747254
2023-09-13,74.38186813186813
2023-09-14,74.38186813186813
2023-09-15,54.5467032967033
2023-09-16,19.008699633699635
2023-09-17,26.44688644688645
2023-09-18,70.24954212454213
2023-09-19,72.72893772893774
2023-09-20,70.24954212454213
2023-09-21,70.24954212454213
2023-09-22,61.15842490842491
2023-09-23,19.835164835164836
2023-09-24,25.620421245421248
2023-09-25,65.29075091575092
2023-09-26,70.24954212454213
2023-09-27,72.72893772893774
2023-09-28,71.07600732600733
2023-09-29,60.33195970695971
2023-09-30,20.661630036630036
2023-10-01,26.44688644688645
2023-10-02,69.42307692307693
2023-10-03,71.07600732600733
2023-10-04,69.42307692307693
2023-10-05,68.59661172161172
2023-10-06,57.85256410256411
2023-10-07,19.835164835164836
2023-10-08,23.141025641025642
2023-10-09,57.026098901098905
2023-10-10,62.811355311355314
2023-10-11,65.29075091575092
2023-10-12,66.94368131868133
2023-10-13,52.06730769230769
2023-10-14,19.008699633699635
2023-10-15,25.620421245421248
2023-10-16,63.63782051282052
2023-10-17,68.59661172161172
2023-10-18,66.94368131868133
2023-10-19,64.46428571428572
2023-10-20,54.5467032967033
2023-10-21,19.008699633699635
2023-10-22,26.44688644688645
2023-10-23,67.77014652014653
2023-10-24,67.77014652014653
2023-10-25,64.46428571428572
2023-10-26,66.11721611721612
2023-10-27,52.8937728937729
2023-10-28,18.182234432234434
2023-10-29,23.967490842490843
2023-10-30,66.94368131868133
2023-10-31,64.46428571428572
2023-11-01,60.33195970695971
2023-11-02,63.63782051282052
2023-11-03,55.3731684981685
2023-11-04,19.835164835164836
2023-11-05,23.141025641025642
2023-11-06,66.94368131868133
2023-11-07,62.811355311355314
2023-11-08,63.63782051282052
2023-11-09,58.67902930402931
2023-11-10,41.32326007326007
2023-11-11,19.008699633699635
2023-11-12,23.967490842490843
2023-11-13,62.811355311355314
2023-11-14,66.11721611721612
2023-11-15,65.29075091575092
2023-11-16,62.811355311355314
2023-11-17,52.06730769230769
2023-11-18,18.182234432234434
2023-11-19,19.835164835164836
2023-11-20,47.934981684981686
2023-11-21,40.496794871794876
2023-11-22,23.967490842490843
2023-11-23,14.049908424908425
2023-11-24,14.049908424908425
2023-11-25,15.702838827838828
2023-11-26,21.48809523809524
2023-11-27,58.67902930402931
2023-11-28,63.63782051282052
2023-11-29,63.63782051282052
2023-11-30,66.11721611721612
2023-12-01,60.33195970695971
2023-12-02,24.793956043956047
2023-12-03,28.09981684981685
2023-12-04,71.07600732600733
2023-12-05,69.42307692307693
2023-12-06,70.24954212454213
2023-12-07,68.59661172161172
2023-12-08,70.24954212454213
2023-12-09,32.23214285714286
2023-12-10,34.71153846153847
2023-12-11,72.72893772893774
2023-12-12,71.07600732600733
2023-12-13,67.77014652014653
2023-12-14,55.3731684981685
2023-12-15,47.934981684981686
2023-12-16,17.355769230769234
2023-12-17,16.52930402930403
2023-12-18,39.67032967032967
2023-12-19,38.01739926739927
2023-12-20,33.88507326007326
2023-12-21,28.09981684981685
2023-12-22,15.90945512820513
2023-12-23,11.49303170787546
2023-12-24,9.246079441391942
2023-12-25,8.497095352564102
2023-12-26,11.49303170787546
2023-12-27,12.990999885531137
2023-12-28,12.577767284798536
2023-12-29,12.577767284798536
2023-12-30,10.74404761904762
2023-12-31,10.74404761904762
2024-01-01,11.828783195970697
2024-01-02,22.98606341575092
2024-01-03,29.649439102564106
2024-01-04,33.73011103479854
2024-01-05,31.14740728021978
2024-01-06,14.824719551282053
2024-01-07,14.824719551282053
2024-01-08,42.22720638736264
2024-01-09,42.22720638736264
2024-01-10,46.30787831959707
2024-01-11,49.639566163003664
2024-01-12,42.22720638736264
2024-01-13,15.57370364010989
2024-01-14,14.824719551282053
2024-01-15,21.48809523809524
2024-01-16,41.4782222985348
2024-01-17,49.639566163003664
2024-01-18,51.13753434065934
2024-01-19,43.72517456501832
2024-01-20,17.40742330586081
2024-01-21,18.13058035714286
2024-01-22,48.34821428571429
2024-01-23,53.04873511904763
2024-01-24,57.74925595238096
2024-01-25,55.06324404761905
2024-01-26,47.67671130952382
2024-01-27,18.802083333333336
2024-01-28,22.831101190476193
2024-01-29,59.09226190476191
2024-01-30,67.15029761904762
2024-01-31,61.77827380952382
2024-02-01,60.43526785714286
2024-02-02,54.39174107142858
2024-02-03,22.159598214285715
2024-02-04,26.188616071428577
2024-02-05,61.77827380952382
2024-02-06,63.12127976190477
2024-02-07,63.12127976190477
2024-02-08,65.1357886904762
2024-02-09,54.39174107142858
2024-02-10,22.159598214285715
2024-02-11,24.84561011904762
2024-02-12,56.40625000000001
2024-02-13,61.77827380952382
2024-02-14,62.44977678571429
2024-02-15,63.12127976190477
2024-02-16,52.37723214285715
2024-02-17,22.159598214285715
2024-02-18,21.48809523809524
2024-02-19,40.29017857142858
2024-02-20,58.42075892857144
2024-02-21,60.43526785714286
2024-02-22,57.74925595238096
2024-02-23,51.0342261904762
2024-02-24,20.816592261904766
2024-02-25,26.188616071428577
2024-02-26,64.46428571428572
2024-02-27,59.09226190476191
2024-02-28,60.43526785714286
2024-02-29,59.76376488095239
2024-03-01,50.36272321428572
2024-03-02,19.47358630952381
2024-03-03,24.174107142857146
2024-03-04,56.40625000000001
2024-03-05,56.40625000000001
2024-03-06,54.39174107142858
2024-03-07,54.39174107142858
2024-03-08,47.00520833333334
2024-03-09,18.802083333333336
2024-03-10,18.802083333333336
2024-03-11,47.00520833333334
2024-03-12,48.34821428571429
2024-03-13,47.67671130952382
2024-03-14,46.33370535714286
2024-03-15,38.94717261904762
2024-03-16,18.13058035714286
2024-03-17,19.47358630952381
2024-03-18,50.36272321428572
2024-03-19,53.04873511904763
2024-03-20,50.36272321428572
2024-03-21,48.34821428571429
2024-03-22,40.96168154761905
2024-03-23,17.459077380952383
2024-03-24,19.47358630952381
2024-03-25,47.67671130952382
2024-03-26,47.00520833333334
2024-03-27,45.66220238095239
2024-03-28,41.63318452380953
2024-03-29,27.531622023809526
2024-03-30,16.787574404761905
2024-03-31,16.787574404761905
2024-04-01,41.63318452380953
2024-04-02,46.33370535714286
2024-04-03,45.66220238095239
2024-04-04,46.33370535714286
2024-04-05,40.29017857142858
2024-04-06,17.459077380952383
2024-04-07,20.14508928571429
2024-04-08,42.97619047619048
2024-04-09,55.06324404761905
2024-04-10,47.67671130952382
2024-04-11,53.04873511904763
2024-04-12,44.99069940476191
2024-04-13,18.802083333333336
2024-04-14,22.159598214285715
2024-04-15,54.39174107142858
2024-04-16,55.06324404761905
2024-04-17,54.39174107142858
2024-04-18,52.37723214285715
2024-04-19,44.31919642857143
2024-04-20,18.802083333333336
2024-04-21,24.174107142857146
2024-04-22,53.7202380952381
2024-04-23,53.04873511904763
2024-04-24,54.39174107142858
2024-04-25,52.37723214285715
2024-04-26,42.97619047619048
2024-04-27,19.47358630952381
2024-04-28,22.831101190476193
2024-04-29,56.40625000000001
2024-04-30,55.73474702380953
2024-05-01,51.0342261904762
2024-05-02,50.36272321428572
2024-05-03,43.647693452380956
2024-05-04,18.13058035714286
2024-05-05,19.47358630952381
2024-05-06,50.36272321428572
2024-05-07,49.69122023809524
2024-05-08,46.33370535714286
2024-05-09,45.66220238095239
2024-05-10,39.6186755952381
2024-05-11,17.459077380952383
2024-05-12,16.11607142857143
2024-05-13,45.66220238095239
2024-05-14,45.66220238095239
2024-05-15,45.66220238095239
2024-05-16,42.97619047619048
2024-05-17,37.60416666666667
2024-05-18,16.11607142857143
2024-05-19,16.11607142857143
2024-05-20,42.30468750000001
2024-05-21,39.6186755952381
2024-05-22,37.60416666666667
2024-05-23,34.918154761904766
2024-05-24,28.203125000000004
2024-05-25,13.430059523809526
2024-05-26,12.75855654761905
2024-05-27,16.11607142857143
2024-05-28,33.57514880952381
2024-05-29,34.24665178571429
2024-05-30,32.23214285714286
2024-05-31,28.87462797619048
2024-06-01,15.444568452380954
2024-06-02,16.11607142857143
2024-06-03,30.88913690476191
2024-06-04,29.546130952380956
2024-06-05,30.88913690476191
2024-06-06,27.531622023809526
2024-06-07,22.159598214285715
2024-06-08,16.11607142857143
2024-06-09,15.444568452380954
2024-06-10,24.84561011904762
2024-06-11,25.5171130952381
2024-06-12,22.831101190476193
2024-06-13,21.48809523809524
2024-06-14,18.13058035714286
2024-06-15,12.75855654761905
2024-06-16,14.773065476190478
2024-06-17,18.802083333333336
2024-06-18,20.14508928571429
2024-06-19,16.787574404761905
2024-06-20,18.13058035714286
2024-06-21,16.787574404761905
2024-06-22,13.430059523809526
2024-06-23,12.75855654761905
2024-06-24,20.816592261904766
2024-06-25,18.802083333333336
2024-06-26,19.47358630952381
2024-06-27,18.13058035714286
2024-06-28,16.787574404761905
2024-06-29,12.75855654761905
2024-06-30,12.75855654761905
2024-07-01,19.47358630952381
2024-07-02,20.14508928571429
2024-07-03,16.11607142857143
2024-07-04,11.415550595238097
2024-07-05,12.75855654761905
2024-07-06,12.087053571428573
2024-07-07,12.75855654761905
2024-07-08,18.802083333333336
2024-07-09,19.47358630952381
2024-07-10,18.802083333333336
2024-07-11,18.802083333333336
2024-07-12,16.787574404761905
2024-07-13,12.087053571428573
2024-07-14,12.087053571428573
2024-07-15,18.802083333333336
2024-07-16,18.802083333333336
2024-07-17,19.47358630952381
2024-07-18,19.47358630952381
2024-07-19,16.11607142857143
2024-07-20,12.087053571428573
2024-07-21,13.430059523809526
2024-07-22,18.13058035714286
2024-07-23,19.47358630952381
2024-07-24,18.13058035714286
2024-07-25,16.787574404761905
2024-07-26,16.11607142857143
2024-07-27,12.087053571428573
2024-07-28,12.75855654761905
2024-07-29,19.47358630952381
2024-07-30,18.802083333333336
2024-07-31,19.47358630952381
2024-08-01,18.13058035714286
2024-08-02,18.13058035714286
2024-08-03,12.087053571428573
2024-08-04,15.444568452380954
2024-08-05,19.47358630952381
2024-08-06,20.14508928571429
2024-08-07,22.831101190476193
2024-08-08,20.816592261904766
2024-08-09,20.14508928571429
2024-08-10,12.75855654761905
2024-08-11,13.430059523809526
2024-08-12,24.174107142857146
2024-08-13,26.86011904761905
2024-08-14,28.203125000000004
2024-08-15,30.21763392857143
2024-08-16,28.203125000000004
2024-08-17,12.75855654761905
2024-08-18,14.605167546898501
2024-08-19,35.51329612701927
2024-08-20,37.83302964745103
2024-08-21,37.50490988341451
2024-08-22,40.16039489194152
2024-08-23,37.50490988341451
2024-08-24,14.605167546898501
2024-08-25,17.924523807557254
2024-08-26,49.78271218582253
2024-08-27,48.12684991752252
2024-08-28,49.78271218582253
2024-08-29,52.43819719434953
2024-08-30,41.15238590810978
2024-08-31,15.269038799030252
2024-09-01,17.588772319462016
2024-09-02,22.899742336516013
2024-09-03,53.10206844648128
2024-09-04,57.085295959271775
2024-09-05,57.085295959271775
2024-09-06,48.79072116965426
2024-09-07,19.580386075857263
2024-09-08,22.571622572479505
2024-09-09,59.07690971566703
2024-09-10,59.07690971566703
2024-09-11,58.41303846353529
2024-09-12,60.404652219930526
2024-09-13,49.78271218582253
2024-09-14,19.580386075857263
2024-09-15,22.899742336516013
2024-09-16,62.068146212289264
2024-09-17,64.31147375115634
2024-09-18,62.998994695010296
2024-09-19,59.717797054645175
2024-09-20,50.53044366162284
2024-09-21,21.655904426409787
2024-09-22,27.562060179067004
2024-09-23,61.03027611079122
