Time,paypal
2023-01-12,62.052586938083124
2023-01-13,64.12100650268589
2023-01-14,55.84732824427481
2023-01-15,49.6420695504665
2023-01-16,57.91574780887758
2023-01-17,64.12100650268589
2023-01-18,65.15521628498728
2023-01-19,66.18942606728866
2023-01-20,66.18942606728866
2023-01-21,56.881538026576195
2023-01-22,51.71048911506927
2023-01-23,68.25784563189144
2023-01-24,64.12100650268589
2023-01-25,64.12100650268589
2023-01-26,57.91574780887758
2023-01-27,64.12100650268589
2023-01-28,59.98416737348035
2023-01-29,49.6420695504665
2023-01-30,58.949957591178965
2023-01-31,70.3262651964942
2023-02-01,74.46310432569975
2023-02-02,70.3262651964942
2023-02-03,69.29205541419282
2023-02-04,58.949957591178965
2023-02-05,53.77890867967204
2023-02-06,62.052586938083124
2023-02-07,66.18942606728866
2023-02-08,63.086796720384505
2023-02-09,67.22363584959005
2023-02-10,67.22363584959005
2023-02-11,58.949957591178965
2023-02-12,51.71048911506927
2023-02-13,58.949957591178965
2023-02-14,59.98416737348035
2023-02-15,61.018377155781735
2023-02-16,58.949957591178965
2023-02-17,63.086796720384505
2023-02-18,53.77890867967204
2023-02-19,47.573649985863725
2023-02-20,53.77890867967204
2023-02-21,57.91574780887758
2023-02-22,58.949957591178965
2023-02-23,62.052586938083124
2023-02-24,56.881538026576195
2023-02-25,52.744698897370654
2023-02-26,49.6420695504665
2023-02-27,61.018377155781735
2023-02-28,63.086796720384505
2023-03-01,64.12100650268589
2023-03-02,62.052586938083124
2023-03-03,59.98416737348035
2023-03-04,52.744698897370654
2023-03-05,50.67627933276788
2023-03-06,57.91574780887758
2023-03-07,55.84732824427481
2023-03-08,54.813118461973424
2023-03-09,54.813118461973424
2023-03-10,59.98416737348035
2023-03-11,53.77890867967204
2023-03-12,49.6420695504665
2023-03-13,55.84732824427481
2023-03-14,55.84732824427481
2023-03-15,62.052586938083124
2023-03-16,61.018377155781735
2023-03-17,59.98416737348035
2023-03-18,51.71048911506927
2023-03-19,46.53944020356234
2023-03-20,58.949957591178965
2023-03-21,61.018377155781735
2023-03-22,56.881538026576195
2023-03-23,55.84732824427481
2023-03-24,59.98416737348035
2023-03-25,50.67627933276788
2023-03-26,47.573649985863725
2023-03-27,54.813118461973424
2023-03-28,57.91574780887758
2023-03-29,58.949957591178965
2023-03-30,56.881538026576195
2023-03-31,59.98416737348035
2023-04-01,53.77890867967204
2023-04-02,50.67627933276788
2023-04-03,56.881538026576195
2023-04-04,58.949957591178965
2023-04-05,57.91574780887758
2023-04-06,55.84732824427481
2023-04-07,56.881538026576195
2023-04-08,49.6420695504665
2023-04-09,39.29997172745264
2023-04-10,56.881538026576195
2023-04-11,57.91574780887758
2023-04-12,58.949957591178965
2023-04-13,57.91574780887758
2023-04-14,62.052586938083124
2023-04-15,52.744698897370654
2023-04-16,47.573649985863725
2023-04-17,58.949957591178965
2023-04-18,55.84732824427481
2023-04-19,56.881538026576195
2023-04-20,53.77890867967204
2023-04-21,56.881538026576195
2023-04-22,50.67627933276788
2023-04-23,48.60785976816511
2023-04-24,52.744698897370654
2023-04-25,53.77890867967204
2023-04-26,53.91680331731223
2023-04-27,54.77175007068137
2023-04-28,58.01227405522572
2023-04-29,50.67627933276789
2023-04-30,46.5808085948544
2023-05-01,60.060009424182454
2023-05-02,60.9149561775516
2023-05-03,57.67443219300726
2023-05-04,55.964538686268966
2023-05-05,54.77175007068137
2023-05-06,47.435755348223545
2023-05-07,42.14749599472246
2023-05-08,58.01227405522572
2023-05-09,55.964538686268966
2023-05-10,58.01227405522572
2023-05-11,57.15732730185657
2023-05-12,60.9149561775516
2023-05-13,49.82133257939874
2023-05-14,40.09976062576572
2023-05-15,58.86722080859486
2023-05-16,63.30053340872679
2023-05-17,60.9149561775516
2023-05-18,55.964538686268966
2023-05-19,56.819485439638115
2023-05-20,50.67627933276789
2023-05-21,44.87091508811611
2023-05-22,54.254645179530684
2023-05-23,56.819485439638115
2023-05-24,54.77175007068137
2023-05-25,56.819485439638115
2023-05-26,61.48721892375837
2023-05-27,50.00059560833098
2023-05-28,46.62217698614646
2023-05-29,45.27080953727265
2023-05-30,58.78448402601075
2023-05-31,61.48721892375837
2023-06-01,66.2170049948167
2023-06-02,64.86563754594289
2023-06-03,56.08174912826313
2023-06-04,47.973544435020266
2023-06-05,64.189953821506
2023-06-06,62.83858637263218
2023-06-07,60.13585147488456
2023-06-08,61.48721892375837
2023-06-09,60.13585147488456
2023-06-10,51.35196305720479
2023-06-11,46.62217698614646
2023-06-12,58.108800301573844
2023-06-13,59.46016775044765
2023-06-14,60.81153519932146
2023-06-15,67.56837244369052
2023-06-16,62.83858637263218
2023-06-17,56.08174912826313
2023-06-18,45.94649326170955
2023-06-19,56.757432852700035
2023-06-20,62.83858637263218
2023-06-21,63.51427009706909
2023-06-22,58.78448402601075
2023-06-23,60.81153519932146
2023-06-24,52.7033305060786
2023-06-25,47.297860710583365
2023-06-26,58.78448402601075
2023-06-27,62.83858637263218
2023-06-28,58.108800301573844
2023-06-29,57.433116577136936
2023-06-30,59.46016775044765
2023-07-01,54.73038167938932
2023-07-02,47.297860710583365
2023-07-03,60.13585147488456
2023-07-04,50.67627933276789
2023-07-05,58.78448402601075
2023-07-06,62.83858637263218
2023-07-07,64.86563754594289
2023-07-08,52.0276467816417
2023-07-09,45.94649326170955
2023-07-10,56.757432852700035
2023-07-11,58.78448402601075
2023-07-12,59.46016775044765
2023-07-13,57.433116577136936
2023-07-14,62.83858637263218
2023-07-15,56.08174912826313
2023-07-16,47.973544435020266
2023-07-17,59.46016775044765
2023-07-18,60.13585147488456
2023-07-19,60.13585147488456
2023-07-20,55.406065403826226
2023-07-21,59.46016775044765
2023-07-22,45.94649326170955
2023-07-23,44.59512581283574
2023-07-24,61.48721892375837
2023-07-25,66.89268871925361
2023-07-26,66.2170049948167
2023-07-27,60.81153519932146
2023-07-28,59.46016775044765
2023-07-29,50.00059560833098
2023-07-30,44.59512581283574
2023-07-31,57.433116577136936
2023-08-01,62.83858637263218
2023-08-02,64.189953821506
2023-08-03,66.2170049948167
2023-08-04,63.51427009706909
2023-08-05,51.35196305720479
2023-08-06,43.91944208839884
2023-08-07,60.13585147488456
2023-08-08,59.46016775044765
2023-08-09,58.78448402601075
2023-08-10,57.433116577136936
2023-08-11,62.16290264819528
2023-08-12,49.324911883894075
2023-08-13,43.24375836396193
2023-08-14,60.13585147488456
2023-08-15,62.83858637263218
2023-08-16,64.189953821506
2023-08-17,60.81153519932146
2023-08-18,59.46016775044765
2023-08-19,50.67627933276789
2023-08-20,45.94649326170955
2023-08-21,59.46016775044765
2023-08-22,58.78448402601075
2023-08-23,60.81153519932146
2023-08-24,57.433116577136936
2023-08-25,53.37901423051551
2023-08-26,49.324911883894075
2023-08-27,43.91944208839884
2023-08-28,55.406065403826226
2023-08-29,56.757432852700035
2023-08-30,55.406065403826226
2023-08-31,54.73038167938932
2023-09-01,60.13585147488456
2023-09-02,49.324911883894075
2023-09-03,43.24375836396193
2023-09-04,48.649228159457174
2023-09-05,58.78448402601075
2023-09-06,54.73038167938932
2023-09-07,57.433116577136936
2023-09-08,59.46016775044765
2023-09-09,49.324911883894075
2023-09-10,41.21670719065121
2023-09-11,54.73038167938932
2023-09-12,56.08174912826313
2023-09-13,57.433116577136936
2023-09-14,55.406065403826226
2023-09-15,59.46016775044765
2023-09-16,47.297860710583365
2023-09-17,41.89239091508812
2023-09-18,54.73038167938932
2023-09-19,54.05469795495242
2023-09-20,53.37901423051551
2023-09-21,55.406065403826226
2023-09-22,54.05469795495242
2023-09-23,44.59512581283574
2023-09-24,40.54102346621431
2023-09-25,50.00059560833098
2023-09-26,54.73038167938932
2023-09-27,54.73038167938932
2023-09-28,56.08174912826313
2023-09-29,55.406065403826226
2023-09-30,47.297860710583365
2023-10-01,48.649228159457174
2023-10-02,59.46016775044765
2023-10-03,56.08174912826313
2023-10-04,56.08174912826313
2023-10-05,56.08174912826313
2023-10-06,56.757432852700035
2023-10-07,45.27080953727265
2023-10-08,38.513972292903595
2023-10-09,49.324911883894075
2023-10-10,56.08174912826313
2023-10-11,55.406065403826226
2023-10-12,54.05469795495242
2023-10-13,55.406065403826226
2023-10-14,47.973544435020266
2023-10-15,42.56807463952502
2023-10-16,52.0276467816417
2023-10-17,56.08174912826313
2023-10-18,51.35196305720479
2023-10-19,52.0276467816417
2023-10-20,54.05469795495242
2023-10-21,45.27080953727265
2023-10-22,38.513972292903595
2023-10-23,50.00059560833098
2023-10-24,52.7033305060786
2023-10-25,52.0276467816417
2023-10-26,52.0276467816417
2023-10-27,53.37901423051551
2023-10-28,43.24375836396193
2023-10-29,36.48692111959288
2023-10-30,51.35196305720479
2023-10-31,56.08174912826313
2023-11-01,60.81153519932146
2023-11-02,58.78448402601075
2023-11-03,60.13585147488456
2023-11-04,46.62217698614646
2023-11-05,41.21670719065121
2023-11-06,53.37901423051551
2023-11-07,53.37901423051551
2023-11-08,52.0276467816417
2023-11-09,52.7033305060786
2023-11-10,53.37901423051551
2023-11-11,45.94649326170955
2023-11-12,40.54102346621431
2023-11-13,52.0276467816417
2023-11-14,54.73038167938932
2023-11-15,60.13585147488456
2023-11-16,56.08174912826313
2023-11-17,56.757432852700035
2023-11-18,48.649228159457174
2023-11-19,40.54102346621431
2023-11-20,55.406065403826226
2023-11-21,57.433116577136936
2023-11-22,56.08174912826313
2023-11-23,39.865339741777404
2023-11-24,54.05469795495242
2023-11-25,54.05469795495242
2023-11-26,55.406065403826226
2023-11-27,60.13585147488456
2023-11-28,59.46016775044765
2023-11-29,59.46016775044765
2023-11-30,58.78448402601075
2023-12-01,62.83858637263218
2023-12-02,55.406065403826226
2023-12-03,50.67627933276789
2023-12-04,58.78448402601075
2023-12-05,62.83858637263218
2023-12-06,61.48721892375837
2023-12-07,57.433116577136936
2023-12-08,58.78448402601075
2023-12-09,53.37901423051551
2023-12-10,48.649228159457174
2023-12-11,56.757432852700035
2023-12-12,56.757432852700035
2023-12-13,58.78448402601075
2023-12-14,58.78448402601075
2023-12-15,67.56837244369052
2023-12-16,58.108800301573844
2023-12-17,47.297860710583365
2023-12-18,56.757432852700035
2023-12-19,59.46016775044765
2023-12-20,64.189953821506
2023-12-21,60.13585147488456
2023-12-22,58.81822012626824
2023-12-23,47.97534133158312
2023-12-24,39.76322033852237
2023-12-25,39.10553088811628
2023-12-26,55.20992528605014
2023-12-27,57.50284122545605
2023-12-28,57.18299363726841
2023-12-29,58.16053067586215
2023-12-30,50.60609913320749
2023-12-31,46.65996243077093
2024-01-01,42.05613627792829
2024-01-02,61.44897792789261
2024-01-03,60.79128847748652
2024-01-04,58.16053067586215
2024-01-05,58.16053067586215
2024-01-06,49.2907202323953
2024-01-07,43.70935704095893
2024-01-08,50.92594672139513
2024-01-09,54.87208342383168
2024-01-10,57.50284122545605
2024-01-11,55.867614736456225
2024-01-12,57.18299363726841
2024-01-13,47.31765188117703
2024-01-14,42.05613627792829
2024-01-15,48.63303078198921
2024-01-16,55.867614736456225
2024-01-17,57.50284122545605
2024-01-18,56.845151775049956
2024-01-19,60.13359902708042
2024-01-20,52.57916748442577
2024-01-21,44.77866234626957
2024-01-22,59.491651402901006
2024-01-23,60.13134657927628
2024-01-24,58.212261050150445
2024-01-25,63.969517637527964
2024-01-26,60.13134657927628
2024-01-27,48.61683340452125
2024-01-28,42.219881640768456
2024-01-29,56.932870697399885
2024-01-30,58.85195622652572
2024-01-31,61.41073693202684
2024-02-01,60.77104175565157
2024-02-02,59.491651402901006
2024-02-03,49.89622375727181
2024-02-04,42.219881640768456
2024-02-05,51.175614110022366
2024-02-06,54.37408999189877
2024-02-07,56.932870697399885
2024-02-08,57.57256587377517
2024-02-09,54.37408999189877
2024-02-10,47.97713822814597
2024-02-11,40.30079611164262
2024-02-12,48.61683340452125
2024-02-13,55.653480344649324
2024-02-14,51.81530928639765
2024-02-15,54.37408999189877
2024-02-16,58.212261050150445
2024-02-17,47.33744305177069
2024-02-18,42.85957681714373
2024-02-19,50.53591893364709
2024-02-20,52.455004462772926
2024-02-21,51.175614110022366
2024-02-22,54.37408999189877
2024-02-23,53.73439481552349
2024-02-24,44.13896716989429
2024-02-25,42.85957681714373
2024-02-26,51.81530928639765
2024-02-27,51.175614110022366
2024-02-28,52.455004462772926
2024-02-29,53.09469963914821
2024-03-01,59.491651402901006
2024-03-02,55.653480344649324
2024-03-03,41.58018646439317
2024-03-04,55.653480344649324
2024-03-05,55.01378516827405
2024-03-06,53.09469963914821
2024-03-07,54.37408999189877
2024-03-08,50.53591893364709
2024-03-09,46.697747875395414
2024-03-10,39.661100935267335
2024-03-11,50.53591893364709
2024-03-12,49.25652858089653
2024-03-13,55.01378516827405
2024-03-14,53.09469963914821
2024-03-15,51.81530928639765
2024-03-16,46.05805269902013
2024-03-17,40.940491288017895
2024-03-18,56.932870697399885
2024-03-19,55.01378516827405
2024-03-20,54.37408999189877
2024-03-21,53.73439481552349
2024-03-22,51.81530928639765
2024-03-23,44.13896716989429
2024-03-24,41.58018646439317
2024-03-25,48.61683340452125
2024-03-26,51.175614110022366
2024-03-27,51.81530928639765
2024-03-28,55.01378516827405
2024-03-29,55.653480344649324
2024-03-30,47.33744305177069
2024-03-31,38.381710582516774
2024-04-01,56.932870697399885
2024-04-02,56.29317552102461
2024-04-03,57.57256587377517
2024-04-04,52.455004462772926
2024-04-05,53.73439481552349
2024-04-06,44.13896716989429
2024-04-07,39.02140575889206
2024-04-08,45.418357522644854
2024-04-09,53.09469963914821
2024-04-10,51.175614110022366
2024-04-11,47.33744305177069
2024-04-12,51.81530928639765
2024-04-13,43.49927199351902
2024-04-14,41.58018646439317
2024-04-15,54.37408999189877
2024-04-16,55.653480344649324
2024-04-17,51.175614110022366
2024-04-18,54.37408999189877
2024-04-19,53.09469963914821
2024-04-20,45.418357522644854
2024-04-21,39.661100935267335
2024-04-22,49.89622375727181
2024-04-23,47.33744305177069
2024-04-24,51.81530928639765
2024-04-25,51.175614110022366
2024-04-26,52.455004462772926
2024-04-27,40.940491288017895
2024-04-28,38.381710582516774
2024-04-29,51.175614110022366
2024-04-30,56.932870697399885
2024-05-01,58.212261050150445
2024-05-02,53.73439481552349
2024-05-03,52.455004462772926
2024-05-04,41.58018646439317
2024-05-05,39.02140575889206
2024-05-06,51.81530928639765
2024-05-07,53.73439481552349
2024-05-08,51.175614110022366
2024-05-09,51.81530928639765
2024-05-10,54.37408999189877
2024-05-11,44.13896716989429
2024-05-12,39.02140575889206
2024-05-13,50.53591893364709
2024-05-14,49.89622375727181
2024-05-15,54.37408999189877
2024-05-16,53.73439481552349
2024-05-17,57.57256587377517
2024-05-18,41.58018646439317
2024-05-19,38.381710582516774
2024-05-20,49.89622375727181
2024-05-21,53.09469963914821
2024-05-22,49.89622375727181
2024-05-23,47.33744305177069
2024-05-24,50.53591893364709
2024-05-25,38.381710582516774
2024-05-26,37.10232022976622
2024-05-27,41.58018646439317
2024-05-28,50.53591893364709
2024-05-29,53.09469963914821
2024-05-30,56.932870697399885
2024-05-31,57.57256587377517
2024-06-01,42.85957681714373
2024-06-02,37.7420154061415
2024-06-03,53.73439481552349
2024-06-04,55.01378516827405
2024-06-05,56.932870697399885
2024-06-06,55.653480344649324
2024-06-07,56.29317552102461
2024-06-08,42.219881640768456
2024-06-09,38.381710582516774
2024-06-10,53.73439481552349
2024-06-11,57.57256587377517
2024-06-12,55.01378516827405
2024-06-13,56.29317552102461
2024-06-14,55.653480344649324
2024-06-15,44.77866234626957
2024-06-16,44.13896716989429
2024-06-17,58.212261050150445
2024-06-18,54.37408999189877
2024-06-19,49.25652858089653
2024-06-20,51.175614110022366
2024-06-21,53.73439481552349
2024-06-22,41.58018646439317
2024-06-23,38.381710582516774
2024-06-24,54.37408999189877
2024-06-25,56.932870697399885
2024-06-26,53.09469963914821
2024-06-27,55.01378516827405
2024-06-28,55.01378516827405
2024-06-29,44.13896716989429
2024-06-30,37.7420154061415
2024-07-01,58.212261050150445
2024-07-02,59.491651402901006
2024-07-03,56.932870697399885
2024-07-04,39.661100935267335
2024-07-05,51.81530928639765
2024-07-06,42.219881640768456
2024-07-07,39.661100935267335
2024-07-08,54.37408999189877
2024-07-09,56.932870697399885
2024-07-10,54.37408999189877
2024-07-11,50.53591893364709
2024-07-12,51.175614110022366
2024-07-13,40.940491288017895
2024-07-14,36.46262505339094
2024-07-15,49.89622375727181
2024-07-16,55.01378516827405
2024-07-17,51.175614110022366
2024-07-18,53.73439481552349
2024-07-19,56.932870697399885
2024-07-20,38.381710582516774
2024-07-21,38.381710582516774
2024-07-22,47.33744305177069
2024-07-23,49.89622375727181
2024-07-24,48.61683340452125
2024-07-25,51.81530928639765
2024-07-26,51.175614110022366
2024-07-27,39.661100935267335
2024-07-28,36.46262505339094
2024-07-29,52.455004462772926
2024-07-30,55.653480344649324
2024-07-31,51.175614110022366
2024-08-01,56.29317552102461
2024-08-02,56.932870697399885
2024-08-03,42.219881640768456
2024-08-04,39.02140575889206
2024-08-05,47.33744305177069
2024-08-06,50.53591893364709
2024-08-07,49.89622375727181
2024-08-08,51.175614110022366
2024-08-09,49.89622375727181
2024-08-10,40.940491288017895
2024-08-11,35.82292987701566
2024-08-12,48.61683340452125
2024-08-13,49.89622375727181
2024-08-14,56.29317552102461
2024-08-15,56.29317552102461
2024-08-16,51.175614110022366
2024-08-17,39.661100935267335
2024-08-18,36.399024679399304
2024-08-19,48.0069004345967
2024-08-20,53.96480197450646
2024-08-21,49.262450260216184
2024-08-22,49.262450260216184
2024-08-23,49.890225173025925
2024-08-24,45.49580078335775
2024-08-25,38.28234941782853
2024-08-26,50.518000085835666
2024-08-27,49.262450260216184
2024-08-28,52.401324824264876
2024-08-29,51.773549911455135
2024-08-30,54.5925768873162
2024-08-31,40.79344906906748
2024-09-01,38.91012433063827
2024-09-02,46.12357569616749
2024-09-03,50.518000085835666
2024-09-04,53.65687464988436
2024-09-05,54.2846495626941
2024-09-06,54.2846495626941
2024-09-07,46.12357569616749
2024-09-08,35.143474853779836
2024-09-09,49.890225173025925
2024-09-10,52.401324824264876
2024-09-11,49.262450260216184
2024-09-12,49.262450260216184
2024-09-13,52.081477236077234
2024-09-14,45.49580078335775
2024-09-15,37.962501829640885
2024-09-16,48.63467534740644
2024-09-17,49.26837193953584
2024-09-18,51.115935887268435
2024-09-19,50.50008123802424
2024-09-20,50.50008123802424
2024-09-21,40.03055220087287
2024-09-22,37.567133603896075
