Time,gmail
2022-10-08,50.81443298969072
2022-10-09,47.93814432989691
2022-10-10,75.74226804123711
2022-10-11,83.41237113402062
2022-10-12,82.45360824742268
2022-10-13,84.37113402061856
2022-10-14,77.65979381443299
2022-10-15,47.93814432989691
2022-10-16,47.93814432989691
2022-10-17,85.3298969072165
2022-10-18,83.41237113402062
2022-10-19,85.3298969072165
2022-10-20,83.41237113402062
2022-10-21,74.78350515463917
2022-10-22,46.97938144329897
2022-10-23,46.97938144329897
2022-10-24,77.65979381443299
2022-10-25,83.41237113402062
2022-10-26,78.61855670103093
2022-10-27,77.65979381443299
2022-10-28,69.03092783505154
2022-10-29,45.06185567010309
2022-10-30,44.103092783505154
2022-10-31,81.49484536082474
2022-11-01,78.61855670103093
2022-11-02,82.45360824742268
2022-11-03,82.45360824742268
2022-11-04,74.78350515463917
2022-11-05,46.97938144329897
2022-11-06,45.06185567010309
2022-11-07,78.61855670103093
2022-11-08,73.82474226804123
2022-11-09,76.70103092783505
2022-11-10,74.78350515463917
2022-11-11,65.19587628865979
2022-11-12,46.02061855670103
2022-11-13,46.02061855670103
2022-11-14,81.49484536082474
2022-11-15,82.45360824742268
2022-11-16,81.49484536082474
2022-11-17,79.57731958762886
2022-11-18,77.65979381443299
2022-11-19,48.896907216494846
2022-11-20,46.97938144329897
2022-11-21,72.8659793814433
2022-11-22,69.98969072164948
2022-11-23,61.36082474226804
2022-11-24,38.350515463917525
2022-11-25,45.06185567010309
2022-11-26,44.103092783505154
2022-11-27,46.97938144329897
2022-11-28,78.61855670103093
2022-11-29,80.5360824742268
2022-11-30,79.57731958762886
2022-12-01,81.49484536082474
2022-12-02,76.70103092783505
2022-12-03,48.896907216494846
2022-12-04,46.02061855670103
2022-12-05,78.61855670103093
2022-12-06,83.41237113402062
2022-12-07,76.70103092783505
2022-12-08,77.65979381443299
2022-12-09,71.90721649484536
2022-12-10,48.896907216494846
2022-12-11,47.93814432989691
2022-12-12,75.74226804123711
2022-12-13,76.70103092783505
2022-12-14,74.78350515463917
2022-12-15,74.78350515463917
2022-12-16,71.90721649484536
2022-12-17,46.02061855670103
2022-12-18,42.18556701030928
2022-12-19,68.0721649484536
2022-12-20,66.15463917525773
2022-12-21,65.19587628865979
2022-12-22,58.48453608247423
2022-12-23,53.69072164948454
2022-12-24,42.18556701030928
2022-12-25,47.93814432989691
2022-12-26,52.7319587628866
2022-12-27,59.44329896907217
2022-12-28,61.36082474226804
2022-12-29,58.48453608247423
2022-12-30,55.608247422680414
2022-12-31,42.18556701030928
2023-01-01,39.30927835051546
2023-01-02,56.56701030927835
2023-01-03,69.98969072164948
2023-01-04,79.57731958762886
2023-01-05,74.78350515463917
2023-01-06,73.82474226804123
2023-01-07,51.77319587628866
2023-01-08,46.97938144329897
2023-01-09,83.41237113402062
2023-01-10,82.45360824742268
2023-01-11,87.24742268041237
2023-01-12,79.57731958762886
2023-01-13,73.82474226804123
2023-01-14,49.855670103092784
2023-01-15,46.02061855670103
2023-01-16,61.36082474226804
2023-01-17,83.41237113402062
2023-01-18,78.61855670103093
2023-01-19,82.45360824742268
2023-01-20,77.65979381443299
2023-01-21,49.855670103092784
2023-01-22,47.93814432989691
2023-01-23,83.41237113402062
2023-01-24,86.28865979381443
2023-01-25,83.41237113402062
2023-01-26,82.45360824742268
2023-01-27,77.65979381443299
2023-01-28,50.81443298969072
2023-01-29,51.77319587628866
2023-01-30,80.5360824742268
2023-01-31,87.24742268041237
2023-02-01,85.3298969072165
2023-02-02,81.49484536082474
2023-02-03,79.57731958762886
2023-02-04,53.69072164948454
2023-02-05,52.7319587628866
2023-02-06,83.41237113402062
2023-02-07,88.20618556701031
2023-02-08,83.41237113402062
2023-02-09,85.3298969072165
2023-02-10,79.57731958762886
2023-02-11,53.69072164948454
2023-02-12,49.855670103092784
2023-02-13,75.74226804123711
2023-02-14,85.3298969072165
2023-02-15,87.24742268041237
2023-02-16,85.3298969072165
2023-02-17,74.78350515463917
2023-02-18,49.855670103092784
2023-02-19,47.93814432989691
2023-02-20,64.23711340206185
2023-02-21,82.45360824742268
2023-02-22,82.45360824742268
2023-02-23,78.61855670103093
2023-02-24,76.70103092783505
2023-02-25,55.608247422680414
2023-02-26,51.77319587628866
2023-02-27,87.24742268041237
2023-02-28,83.41237113402062
2023-03-01,86.28865979381443
2023-03-02,83.41237113402062
2023-03-03,79.57731958762886
2023-03-04,49.855670103092784
2023-03-05,50.81443298969072
2023-03-06,83.41237113402062
2023-03-07,86.28865979381443
2023-03-08,82.45360824742268
2023-03-09,85.3298969072165
2023-03-10,77.65979381443299
2023-03-11,52.7319587628866
2023-03-12,48.896907216494846
2023-03-13,79.57731958762886
2023-03-14,80.5360824742268
2023-03-15,80.5360824742268
2023-03-16,82.45360824742268
2023-03-17,69.98969072164948
2023-03-18,47.93814432989691
2023-03-19,49.855670103092784
2023-03-20,83.41237113402062
2023-03-21,86.28865979381443
2023-03-22,83.41237113402062
2023-03-23,80.5360824742268
2023-03-24,74.78350515463917
2023-03-25,50.81443298969072
2023-03-26,51.77319587628866
2023-03-27,83.41237113402062
2023-03-28,81.49484536082474
2023-03-29,81.49484536082474
2023-03-30,77.65979381443299
2023-03-31,77.65979381443299
2023-04-01,52.7319587628866
2023-04-02,51.77319587628866
2023-04-03,81.49484536082474
2023-04-04,77.65979381443299
2023-04-05,80.5360824742268
2023-04-06,74.78350515463917
2023-04-07,68.0721649484536
2023-04-08,48.896907216494846
2023-04-09,46.02061855670103
2023-04-10,77.65979381443299
2023-04-11,83.41237113402062
2023-04-12,81.49484536082474
2023-04-13,79.57731958762886
2023-04-14,76.70103092783505
2023-04-15,52.7319587628866
2023-04-16,51.77319587628866
2023-04-17,88.20618556701031
2023-04-18,83.41237113402062
2023-04-19,84.37113402061856
2023-04-20,80.5360824742268
2023-04-21,72.8659793814433
2023-04-22,49.855670103092784
2023-04-23,50.81443298969072
2023-04-24,83.41237113402062
2023-04-25,84.37113402061856
2023-04-26,84.31473620375985
2023-04-27,77.68235294117648
2023-04-28,73.89241964827167
2023-04-29,52.579684657368105
2023-04-30,50.6847180109157
2023-05-01,86.67780473013948
2023-05-02,89.05215281989084
2023-05-03,82.41976955730746
2023-05-04,82.41976955730746
2023-05-05,75.78738629472407
2023-05-06,49.73723468768951
2023-05-07,50.6847180109157
2023-05-08,89.05215281989084
2023-05-09,82.41976955730746
2023-05-10,79.57731958762886
2023-05-11,79.57731958762886
2023-05-12,73.89241964827167
2023-05-13,49.25785324439054
2023-05-14,44.99981807155852
2023-05-15,76.73486961795027
2023-05-16,78.62983626440267
2023-05-17,74.83990297149788
2023-05-18,77.68235294117648
2023-05-19,71.04996967859309
2023-05-20,47.84226804123711
2023-05-21,44.05233474833233
2023-05-22,75.78738629472407
2023-05-23,74.83990297149788
2023-05-24,73.42431776834445
2023-05-25,71.99745300181928
2023-05-26,61.78944815039418
2023-05-27,41.19296543359612
2023-05-28,42.12916919345058
2023-05-29,46.81018799272286
2023-05-30,77.70491206791995
2023-05-31,72.0876895087932
2023-06-01,73.96009702850212
2023-06-02,66.47046694966646
2023-06-03,46.81018799272286
2023-06-04,46.81018799272286
2023-06-05,72.0876895087932
2023-06-06,73.02389326864767
2023-06-07,69.27907822922984
2023-06-08,69.27907822922984
2023-06-09,58.98083687083081
2023-06-10,43.06537295330504
2023-06-11,44.001576713159494
2023-06-12,70.21528198908429
2023-06-13,68.34287446937537
2023-06-14,65.53426318981201
2023-06-15,64.59805942995754
2023-06-16,57.10842935112189
2023-06-17,44.937780473013945
2023-06-18,39.32055791388721
2023-06-19,59.917040630685264
2023-06-20,66.47046694966646
2023-06-21,63.661855670103094
2023-06-22,58.98083687083081
2023-06-23,59.917040630685264
2023-06-24,44.001576713159494
2023-06-25,43.06537295330504
2023-06-26,62.72565191024864
2023-06-27,67.40667070952092
2023-06-28,61.78944815039418
2023-06-29,60.85324439053972
2023-06-30,58.04463311097635
2023-07-01,42.12916919345058
2023-07-02,41.19296543359612
2023-07-03,56.172225591267434
2023-07-04,43.06537295330504
2023-07-05,63.661855670103094
2023-07-06,66.47046694966646
2023-07-07,61.78944815039418
2023-07-08,45.8739842328684
2023-07-09,43.06537295330504
2023-07-10,69.27907822922984
2023-07-11,70.21528198908429
2023-07-12,65.53426318981201
2023-07-13,66.47046694966646
2023-07-14,66.47046694966646
2023-07-15,45.8739842328684
2023-07-16,44.937780473013945
2023-07-17,67.40667070952092
2023-07-18,65.53426318981201
2023-07-19,68.34287446937537
2023-07-20,63.661855670103094
2023-07-21,62.72565191024864
2023-07-22,45.8739842328684
2023-07-23,44.937780473013945
2023-07-24,68.34287446937537
2023-07-25,69.27907822922984
2023-07-26,66.47046694966646
2023-07-27,67.40667070952092
2023-07-28,61.78944815039418
2023-07-29,45.8739842328684
2023-07-30,44.937780473013945
2023-07-31,70.21528198908429
2023-08-01,71.15148574893875
2023-08-02,68.34287446937537
2023-08-03,68.34287446937537
2023-08-04,67.40667070952092
2023-08-05,46.81018799272286
2023-08-06,44.937780473013945
2023-08-07,73.02389326864767
2023-08-08,72.0876895087932
2023-08-09,76.7687083080655
2023-08-10,73.96009702850212
2023-08-11,68.34287446937537
2023-08-12,47.74639175257732
2023-08-13,44.937780473013945
2023-08-14,73.96009702850212
2023-08-15,77.70491206791995
2023-08-16,77.70491206791995
2023-08-17,77.70491206791995
2023-08-18,74.89630078835658
2023-08-19,50.55500303214069
2023-08-20,46.81018799272286
2023-08-21,83.3221346270467
2023-08-22,87.06694966646452
2023-08-23,88.93935718617344
2023-08-24,83.3221346270467
2023-08-25,75.83250454821103
2023-08-26,52.427410551849604
2023-08-27,48.682595512431774
2023-08-28,86.13074590661007
2023-08-29,88.00315342631899
2023-08-30,83.3221346270467
2023-08-31,87.06694966646452
2023-09-01,73.96009702850212
2023-09-02,44.937780473013945
2023-09-03,43.06537295330504
2023-09-04,53.36361431170406
2023-09-05,88.00315342631899
2023-09-06,91.7479684657368
2023-09-07,84.25833838690116
2023-09-08,74.89630078835658
2023-09-09,47.74639175257732
2023-09-10,47.74639175257732
2023-09-11,89.87556094602789
2023-09-12,82.38593086719224
2023-09-13,85.19454214675561
2023-09-14,84.25833838690116
2023-09-15,77.70491206791995
2023-09-16,46.81018799272286
2023-09-17,45.8739842328684
2023-09-18,85.19454214675561
2023-09-19,87.06694966646452
2023-09-20,82.38593086719224
2023-09-21,85.19454214675561
2023-09-22,78.64111582777441
2023-09-23,47.74639175257732
2023-09-24,46.81018799272286
2023-09-25,82.38593086719224
2023-09-26,88.00315342631899
2023-09-27,85.19454214675561
2023-09-28,83.3221346270467
2023-09-29,78.64111582777441
2023-09-30,47.74639175257732
2023-10-01,48.682595512431774
2023-10-02,84.25833838690116
2023-10-03,83.3221346270467
2023-10-04,87.06694966646452
2023-10-05,84.25833838690116
2023-10-06,76.7687083080655
2023-10-07,47.74639175257732
2023-10-08,44.937780473013945
2023-10-09,77.70491206791995
2023-10-10,83.3221346270467
2023-10-11,80.51352334748333
2023-10-12,81.44972710733778
2023-10-13,73.02389326864767
2023-10-14,45.8739842328684
2023-10-15,48.682595512431774
2023-10-16,86.13074590661007
2023-10-17,86.13074590661007
2023-10-18,85.19454214675561
2023-10-19,81.44972710733778
2023-10-20,73.96009702850212
2023-10-21,46.81018799272286
2023-10-22,47.74639175257732
2023-10-23,83.3221346270467
2023-10-24,85.19454214675561
2023-10-25,84.25833838690116
2023-10-26,77.70491206791995
2023-10-27,74.89630078835658
2023-10-28,44.001576713159494
2023-10-29,41.19296543359612
2023-10-30,82.38593086719224
2023-10-31,81.44972710733778
2023-11-01,83.3221346270467
2023-11-02,83.3221346270467
2023-11-03,75.83250454821103
2023-11-04,46.81018799272286
2023-11-05,48.682595512431774
2023-11-06,84.25833838690116
2023-11-07,82.38593086719224
2023-11-08,80.51352334748333
2023-11-09,79.57731958762886
2023-11-10,68.34287446937537
2023-11-11,46.81018799272286
2023-11-12,44.937780473013945
2023-11-13,78.64111582777441
2023-11-14,87.06694966646452
2023-11-15,93.62037598544572
2023-11-16,83.3221346270467
2023-11-17,75.83250454821103
2023-11-18,47.74639175257732
2023-11-19,44.937780473013945
2023-11-20,73.96009702850212
2023-11-21,73.02389326864767
2023-11-22,61.78944815039418
2023-11-23,41.19296543359612
2023-11-24,46.81018799272286
2023-11-25,44.937780473013945
2023-11-26,46.81018799272286
2023-11-27,84.25833838690116
2023-11-28,91.7479684657368
2023-11-29,89.87556094602789
2023-11-30,87.06694966646452
2023-12-01,79.57731958762886
2023-12-02,52.427410551849604
2023-12-03,49.61879927228623
2023-12-04,88.00315342631899
2023-12-05,85.19454214675561
2023-12-06,88.00315342631899
2023-12-07,83.3221346270467
2023-12-08,76.7687083080655
2023-12-09,50.55500303214069
2023-12-10,48.682595512431774
2023-12-11,81.44972710733778
2023-12-12,81.44972710733778
2023-12-13,79.57731958762886
2023-12-14,84.25833838690116
2023-12-15,79.57731958762886
2023-12-16,53.36361431170406
2023-12-17,48.682595512431774
2023-12-18,76.7687083080655
2023-12-19,81.44972710733778
2023-12-20,73.96009702850212
2023-12-21,73.02389326864767
2023-12-22,60.443073351001274
2023-12-23,45.94960466916162
2023-12-24,39.170972208169026
2023-12-25,48.854732866729876
2023-12-26,61.411449416857366
2023-12-27,61.911723602786225
2023-12-28,59.006595405217965
2023-12-29,57.069843273505796
2023-12-30,44.012852537449454
2023-12-31,41.1077243398812
2024-01-01,44.012852537449454
2024-01-02,73.03196220713039
2024-01-03,80.27869654805022
2024-01-04,80.27869654805022
2024-01-05,75.93709040469864
2024-01-06,53.19633901008145
2024-01-07,46.91798073501771
2024-01-08,84.15220081147456
2024-01-09,84.15220081147456
2024-01-10,88.99408114075499
2024-01-11,86.08895294318674
2024-01-12,80.27869654805022
2024-01-13,51.759861064298136
2024-01-14,48.854732866729876
2024-01-15,60.94334753693013
2024-01-16,82.2154486797624
2024-01-17,89.96245720661108
2024-01-18,87.05732900904282
2024-01-19,80.27869654805022
2024-01-20,52.72823713015423
2024-01-21,48.02632184917027
2024-01-22,87.04770835162111
2024-01-23,88.04825672347883
2024-01-24,91.04990183905197
2024-01-25,85.04661160790569
2024-01-26,84.04606323604797
2024-01-27,54.029612080316554
2024-01-28,51.02796696474341
2024-01-29,89.04880509533655
2024-01-30,97.05319207019825
2024-01-31,93.05099858276739
2024-02-01,89.04880509533655
2024-02-02,86.04715997976339
2024-02-03,56.03070882403198
2024-02-04,54.029612080316554
2024-02-05,86.04715997976339
2024-02-06,91.04990183905197
2024-02-07,88.04825672347883
2024-02-08,88.04825672347883
2024-02-09,81.04441812047483
2024-02-10,52.028515336601124
2024-02-11,52.028515336601124
2024-02-12,81.04441812047483
2024-02-13,90.04935346719425
2024-02-14,87.04770835162111
2024-02-15,86.04715997976339
2024-02-16,87.04770835162111
2024-02-17,52.028515336601124
2024-02-18,53.02906370845884
2024-02-19,74.04057951747083
2024-02-20,88.04825672347883
2024-02-21,88.04825672347883
2024-02-22,90.04935346719425
2024-02-23,82.04496649233255
2024-02-24,56.03070882403198
2024-02-25,53.02906370845884
2024-02-26,88.04825672347883
2024-02-27,88.04825672347883
2024-02-28,89.04880509533655
2024-02-29,87.04770835162111
2024-03-01,82.04496649233255
2024-03-02,54.029612080316554
2024-03-03,52.028515336601124
2024-03-04,91.04990183905197
2024-03-05,93.05099858276739
2024-03-06,86.04715997976339
2024-03-07,88.04825672347883
2024-03-08,79.04332137675941
2024-03-09,52.028515336601124
2024-03-10,51.02796696474341
2024-03-11,86.04715997976339
2024-03-12,83.04551486419025
2024-03-13,85.04661160790569
2024-03-14,84.04606323604797
2024-03-15,76.04167626118625
2024-03-16,53.02906370845884
2024-03-17,52.028515336601124
2024-03-18,88.04825672347883
2024-03-19,87.04770835162111
2024-03-20,87.04770835162111
2024-03-21,84.04606323604797
2024-03-22,87.04770835162111
2024-03-23,50.027418592885695
2024-03-24,52.028515336601124
2024-03-25,85.04661160790569
2024-03-26,85.04661160790569
2024-03-27,84.04606323604797
2024-03-28,84.04606323604797
2024-03-29,70.03838603003997
2024-03-30,48.02632184917027
2024-03-31,45.024676733597126
2024-04-01,85.04661160790569
2024-04-02,86.04715997976339
2024-04-03,90.04935346719425
2024-04-04,84.04606323604797
2024-04-05,76.04167626118625
2024-04-06,52.028515336601124
2024-04-07,52.028515336601124
2024-04-08,79.04332137675941
2024-04-09,91.04990183905197
2024-04-10,90.04935346719425
2024-04-11,80.04386974861711
2024-04-12,85.04661160790569
2024-04-13,52.028515336601124
2024-04-14,52.028515336601124
2024-04-15,92.05045021090969
2024-04-16,90.04935346719425
2024-04-17,86.04715997976339
2024-04-18,86.04715997976339
2024-04-19,77.04222463304397
2024-04-20,50.027418592885695
2024-04-21,51.02796696474341
2024-04-22,87.04770835162111
2024-04-23,86.04715997976339
2024-04-24,85.04661160790569
2024-04-25,84.04606323604797
2024-04-26,77.04222463304397
2024-04-27,50.027418592885695
2024-04-28,49.026870221027984
2024-04-29,89.04880509533655
2024-04-30,89.04880509533655
2024-05-01,85.04661160790569
2024-05-02,84.04606323604797
2024-05-03,76.04167626118625
2024-05-04,50.027418592885695
2024-05-05,51.02796696474341
2024-05-06,87.04770835162111
2024-05-07,86.04715997976339
2024-05-08,84.04606323604797
2024-05-09,84.04606323604797
2024-05-10,77.04222463304397
2024-05-11,50.027418592885695
2024-05-12,46.025225105454844
2024-05-13,91.04990183905197
2024-05-14,85.04661160790569
2024-05-15,81.04441812047483
2024-05-16,77.04222463304397
2024-05-17,78.04277300490169
2024-05-18,52.028515336601124
2024-05-19,50.027418592885695
2024-05-20,85.04661160790569
2024-05-21,90.04935346719425
2024-05-22,84.04606323604797
2024-05-23,80.04386974861711
2024-05-24,73.04003114561311
2024-05-25,49.026870221027984
2024-05-26,44.024128361739415
2024-05-27,54.029612080316554
2024-05-28,81.04441812047483
2024-05-29,86.04715997976339
2024-05-30,84.04606323604797
2024-05-31,72.03948277375541
2024-06-01,54.029612080316554
2024-06-02,48.02632184917027
2024-06-03,79.04332137675941
2024-06-04,78.04277300490169
2024-06-05,79.04332137675941
2024-06-06,76.04167626118625
2024-06-07,72.03948277375541
2024-06-08,46.025225105454844
2024-06-09,49.026870221027984
2024-06-10,77.04222463304397
2024-06-11,77.04222463304397
2024-06-12,76.04167626118625
2024-06-13,72.03948277375541
2024-06-14,69.03783765818227
2024-06-15,50.027418592885695
2024-06-16,46.025225105454844
2024-06-17,74.04057951747083
2024-06-18,72.03948277375541
2024-06-19,66.03619254260911
2024-06-20,70.03838603003997
2024-06-21,71.03893440189769
2024-06-22,46.025225105454844
2024-06-23,45.024676733597126
2024-06-24,76.04167626118625
2024-06-25,73.04003114561311
2024-06-26,69.03783765818227
2024-06-27,67.03674091446683
2024-06-28,68.03728928632455
2024-06-29,48.02632184917027
2024-06-30,46.025225105454844
2024-07-01,73.04003114561311
2024-07-02,73.04003114561311
2024-07-03,70.03838603003997
2024-07-04,46.025225105454844
2024-07-05,54.029612080316554
2024-07-06,46.025225105454844
2024-07-07,47.025773477312555
2024-07-08,76.04167626118625
2024-07-09,74.04057951747083
2024-07-10,74.04057951747083
2024-07-11,71.03893440189769
2024-07-12,67.03674091446683
2024-07-13,47.025773477312555
2024-07-14,43.023579989881696
2024-07-15,73.04003114561311
2024-07-16,70.03838603003997
2024-07-17,78.04277300490169
2024-07-18,74.04057951747083
2024-07-19,66.03619254260911
2024-07-20,47.025773477312555
2024-07-21,46.025225105454844
2024-07-22,73.04003114561311
2024-07-23,75.04112788932855
2024-07-24,71.03893440189769
2024-07-25,75.04112788932855
2024-07-26,67.03674091446683
2024-07-27,47.025773477312555
2024-07-28,46.025225105454844
2024-07-29,73.04003114561311
2024-07-30,77.04222463304397
2024-07-31,75.04112788932855
2024-08-01,76.04167626118625
2024-08-02,75.04112788932855
2024-08-03,49.026870221027984
2024-08-04,49.026870221027984
2024-08-05,74.04057951747083
2024-08-06,77.04222463304397
2024-08-07,80.04386974861711
2024-08-08,82.04496649233255
2024-08-09,73.04003114561311
2024-08-10,48.02632184917027
2024-08-11,50.027418592885695
2024-08-12,81.04441812047483
2024-08-13,85.04661160790569
2024-08-14,85.04661160790569
2024-08-15,86.04715997976339
2024-08-16,82.04496649233255
2024-08-17,50.027418592885695
2024-08-18,53.30819465022944
2024-08-19,90.01780859857828
2024-08-20,92.0294385853794
2024-08-21,88.51171941924886
2024-08-22,91.02362359197883
2024-08-23,82.47682945884554
2024-08-24,54.31400964362999
2024-08-25,55.8200988229594
2024-08-26,95.04688356558106
2024-08-27,98.06432854578273
2024-08-28,95.04688356558106
2024-08-29,91.02362359197883
2024-08-30,89.51753441264944
2024-08-31,50.290749670027765
2024-09-01,50.791023855956624
2024-09-02,59.343084610632765
2024-09-03,97.05851355238218
2024-09-04,96.55823936645332
2024-09-05,97.05851355238218
2024-09-06,90.01780859857828
2024-09-07,54.31400964362999
2024-09-08,52.802653842757735
2024-09-09,100.07595853258383
2024-09-10,92.0294385853794
2024-09-11,94.0410685721805
2024-09-12,97.05851355238218
2024-09-13,83.98291863817495
2024-09-14,52.802653842757735
2024-09-15,50.791023855956624
2024-09-16,95.55242437305276
2024-09-17,96.05275341962269
2024-09-18,98.07491664950949
2024-09-19,94.0305901897359
2024-09-20,85.94193727018873
2024-09-21,52.576243977056635
2024-09-22,53.58732559200003
2024-09-23,99.08599826445288
