Time,sonic
2022-08-29,69
2022-08-30,65
2022-08-31,67
2022-09-01,68
2022-09-02,75
2022-09-03,89
2022-09-04,86
2022-09-05,90
2022-09-06,60
2022-09-07,59
2022-09-08,59
2022-09-09,65
2022-09-10,79
2022-09-11,77
2022-09-12,59
2022-09-13,60
2022-09-14,62
2022-09-15,63
2022-09-16,66
2022-09-17,79
2022-09-18,79
2022-09-19,59
2022-09-20,58
2022-09-21,62
2022-09-22,70
2022-09-23,64
2022-09-24,79
2022-09-25,81
2022-09-26,64
2022-09-27,63
2022-09-28,62
2022-09-29,60
2022-09-30,66
2022-10-01,76
2022-10-02,75
2022-10-03,59
2022-10-04,64
2022-10-05,61
2022-10-06,62
2022-10-07,69
2022-10-08,78
2022-10-09,81
2022-10-10,58
2022-10-11,60
2022-10-12,62
2022-10-13,65
2022-10-14,66
2022-10-15,75
2022-10-16,73
2022-10-17,58
2022-10-18,55
2022-10-19,58
2022-10-20,59
2022-10-21,61
2022-10-22,81
2022-10-23,72
2022-10-24,57
2022-10-25,56
2022-10-26,56
2022-10-27,62
2022-10-28,63
2022-10-29,73
2022-10-30,73
2022-10-31,72
2022-11-01,63
2022-11-02,59
2022-11-03,61
2022-11-04,66
2022-11-05,79
2022-11-06,78
2022-11-07,79
2022-11-08,95
2022-11-09,84
2022-11-10,82
2022-11-11,86
2022-11-12,96
2022-11-13,100
2022-11-14,78
2022-11-15,74
2022-11-16,66
2022-11-17,71
2022-11-18,72
2022-11-19,81
2022-11-20,79
2022-11-21,69
2022-11-22,65
2022-11-23,72
2022-11-24,80
2022-11-25,76
2022-11-26,77
2022-11-27,74
2022-11-28,62
2022-11-29,58
2022-11-30,59
2022-12-01,65
2022-12-02,64
2022-12-03,73
2022-12-04,73
2022-12-05,60
2022-12-06,59
2022-12-07,61
2022-12-08,66
2022-12-09,66
2022-12-10,76
2022-12-11,76
2022-12-12,63
2022-12-13,62
2022-12-14,63
2022-12-15,70
2022-12-16,77
2022-12-17,90
2022-12-18,84
2022-12-19,73
2022-12-20,74
2022-12-21,75
2022-12-22,75
2022-12-23,70
2022-12-24,78
2022-12-25,89
2022-12-26,87
2022-12-27,74
2022-12-28,77
2022-12-29,76
2022-12-30,73
2022-12-31,78
2023-01-01,85
2023-01-02,75
2023-01-03,59
2023-01-04,62
2023-01-05,60
2023-01-06,60
2023-01-07,75
2023-01-08,75
2023-01-09,58
2023-01-10,68
2023-01-11,62
2023-01-12,60
2023-01-13,65
2023-01-14,73
2023-01-15,71
2023-01-16,69
2023-01-17,58
2023-01-18,64
2023-01-19,59
2023-01-20,62
2023-01-21,72
2023-01-22,71
2023-01-23,58
2023-01-24,59
2023-01-25,56
2023-01-26,56
2023-01-27,60
2023-01-28,70
2023-01-29,68
2023-01-30,54
2023-01-31,57
2023-02-01,56
2023-02-02,56
2023-02-03,59
2023-02-04,73
2023-02-05,77
2023-02-06,57
2023-02-07,58
2023-02-08,58
2023-02-09,53
2023-02-10,58
2023-02-11,72
2023-02-12,69
2023-02-13,48
2023-02-14,54
2023-02-15,56
2023-02-16,54
2023-02-17,60
2023-02-18,67
2023-02-19,71
2023-02-20,61
2023-02-21,55
2023-02-22,58
2023-02-23,56
2023-02-24,56
2023-02-25,72
2023-02-26,75
2023-02-27,57
2023-02-28,55
2023-03-01,58
2023-03-02,57
2023-03-03,58
2023-03-04,70
2023-03-05,71
2023-03-06,60
2023-03-07,56
2023-03-08,56
2023-03-09,57
2023-03-10,59
2023-03-11,69
2023-03-12,71
2023-03-13,57
2023-03-14,55
2023-03-15,61
2023-03-16,61
2023-03-17,63
2023-03-18,70
2023-03-19,72
2023-03-20,59
2023-03-21,58
2023-03-22,58
2023-03-23,64
2023-03-24,64
2023-03-25,73
2023-03-26,75
2023-03-27,55
2023-03-28,59
2023-03-29,60
2023-03-30,59
2023-03-31,67
2023-04-01,81
2023-04-02,85
2023-04-03,62
2023-04-04,61
2023-04-05,61
2023-04-06,62
2023-04-07,66
2023-04-08,76
2023-04-09,83
2023-04-10,64
2023-04-11,62
2023-04-12,60
2023-04-13,62
2023-04-14,67
2023-04-15,77
2023-04-16,81
2023-04-17,64
2023-04-18,59
2023-04-19,66
2023-04-20,63
2023-04-21,66
2023-04-22,81
2023-04-23,76
2023-04-24,61
2023-04-25,59
2023-04-26,61
2023-04-27,61
2023-04-28,61
2023-04-29,74
2023-04-30,82
2023-05-01,59
2023-05-02,58
2023-05-03,59
2023-05-04,60
2023-05-05,61
2023-05-06,73
2023-05-07,78
2023-05-08,62
2023-05-09,60
2023-05-10,57
2023-05-11,57
2023-05-12,62
2023-05-13,75
2023-05-14,73
2023-05-15,58
2023-05-16,64
2023-05-17,70
2023-05-18,62
2023-05-19,67
2023-05-20,74
2023-05-21,77
2023-05-22,62
2023-05-23,62
2023-05-24,61
2023-05-25,66
