Time,hulu
2022-04-08,34.0
2022-04-09,37.0
2022-04-10,38.0
2022-04-11,30.0
2022-04-12,32.0
2022-04-13,32.0
2022-04-14,41.0
2022-04-15,39.0
2022-04-16,40.0
2022-04-17,42.0
2022-04-18,35.0
2022-04-19,33.0
2022-04-20,33.0
2022-04-21,33.0
2022-04-22,100.0
2022-04-23,35.0
2022-04-24,36.0
2022-04-25,33.0
2022-04-26,29.0
2022-04-27,26.0
2022-04-28,31.0
2022-04-29,33.0
2022-04-30,39.0
2022-05-01,43.0
2022-05-02,31.0
2022-05-03,31.0
2022-05-04,29.0
2022-05-05,29.0
2022-05-06,27.0
2022-05-07,33.0
2022-05-08,35.0
2022-05-09,35.0
2022-05-10,39.0
2022-05-11,37.0
2022-05-12,41.0
2022-05-13,42.0
2022-05-14,49.0
2022-05-15,50.0
2022-05-16,36.0
2022-05-17,35.0
2022-05-18,33.0
2022-05-19,32.0
2022-05-20,33.0
2022-05-21,43.0
2022-05-22,42.0
2022-05-23,34.0
2022-05-24,34.0
2022-05-25,30.0
2022-05-26,32.0
2022-05-27,35.0
2022-05-28,37.0
2022-05-29,39.0
2022-05-30,36.0
2022-05-31,31.0
2022-06-01,32.0
2022-06-02,31.0
2022-06-03,34.0
2022-06-04,34.0
2022-06-05,36.0
2022-06-06,32.0
2022-06-07,29.0
2022-06-08,29.0
2022-06-09,31.0
2022-06-10,29.0
2022-06-11,33.0
2022-06-12,36.0
2022-06-13,30.0
2022-06-14,31.0
2022-06-15,30.0
2022-06-16,33.0
2022-06-17,34.0
2022-06-18,36.0
2022-06-19,40.0
2022-06-20,30.0
2022-06-21,38.0
2022-06-22,31.0
2022-06-23,32.0
2022-06-24,34.0
2022-06-25,36.0
2022-06-26,39.0
2022-06-27,34.0
2022-06-28,33.0
2022-06-29,32.0
2022-06-30,31.0
2022-07-01,34.0
2022-07-02,36.0
2022-07-03,38.0
2022-07-04,39.0
2022-07-05,32.0
2022-07-06,34.0
2022-07-07,33.0
2022-07-08,33.0
2022-07-09,38.0
2022-07-10,40.0
2022-07-11,35.0
2022-07-12,34.0
2022-07-13,32.0
2022-07-14,32.0
2022-07-15,32.0
2022-07-16,35.0
2022-07-17,37.0
2022-07-18,32.0
2022-07-19,33.0
2022-07-20,32.0
2022-07-21,32.0
2022-07-22,32.0
2022-07-23,36.0
2022-07-24,38.0
2022-07-25,33.0
2022-07-26,34.0
2022-07-27,31.0
2022-07-28,33.0
2022-07-29,33.0
2022-07-30,35.0
2022-07-31,39.0
2022-08-01,35.0
2022-08-02,33.0
2022-08-03,31.0
2022-08-04,33.0
2022-08-05,37.0
2022-08-06,43.0
2022-08-07,46.0
2022-08-08,33.0
2022-08-09,33.0
2022-08-10,32.0
2022-08-11,33.0
2022-08-12,32.0
2022-08-13,37.0
2022-08-14,43.0
2022-08-15,32.0
2022-08-16,30.0
2022-08-17,31.0
2022-08-18,31.0
2022-08-19,32.0
2022-08-20,37.0
2022-08-21,41.0
2022-08-22,30.0
2022-08-23,32.0
2022-08-24,29.0
2022-08-25,34.0
2022-08-26,34.0
2022-08-27,42.0
2022-08-28,43.0
2022-08-29,32.203125
2022-08-30,32.203125
2022-08-31,32.703125
2022-09-01,34.0
2022-09-02,34.0
2022-09-03,46.875
2022-09-04,43.015625
2022-09-05,45.078125
2022-09-06,38.125
2022-09-07,38.890625
2022-09-08,35.296875
2022-09-09,35.03125
2022-09-10,49.96875
2022-09-11,53.0625
2022-09-12,33.734375
2022-09-13,34.0
2022-09-14,34.0
2022-09-15,32.96875
2022-09-16,34.0
2022-09-17,42.75
2022-09-18,49.203125
2022-09-19,33.734375
2022-09-20,35.03125
2022-09-21,38.125
2022-09-22,37.09375
2022-09-23,36.828125
2022-09-24,43.28125
2022-09-25,47.640625
2022-09-26,32.703125
2022-09-27,32.203125
2022-09-28,34.0
2022-09-29,34.0
2022-09-30,34.53125
2022-10-01,46.75
2022-10-02,48.875
2022-10-03,34.0
2022-10-04,36.125
2022-10-05,33.46875
2022-10-06,32.9375
2022-10-07,35.0625
2022-10-08,40.90625
2022-10-09,41.96875
2022-10-10,34.53125
2022-10-11,35.0625
2022-10-12,33.46875
2022-10-13,31.875
2022-10-14,31.875
2022-10-15,38.78125
2022-10-16,46.21875
2022-10-17,34.0
2022-10-18,33.46875
2022-10-19,33.46875
2022-10-20,31.34375
2022-10-21,29.21875
2022-10-22,39.3125
2022-10-23,41.4375
2022-10-24,30.28125
2022-10-25,30.8125
2022-10-26,30.8125
2022-10-27,31.875
2022-10-28,30.8125
2022-10-29,36.65625
2022-10-30,40.375
2022-10-31,29.21875
2022-11-01,32.40625
2022-11-02,32.9375
2022-11-03,35.0625
2022-11-04,32.40625
2022-11-05,40.375
2022-11-06,37.71875
2022-11-07,29.21875
2022-11-08,28.6875
2022-11-09,27.09375
2022-11-10,28.6875
2022-11-11,30.28125
2022-11-12,37.1875
2022-11-13,42.5
2022-11-14,34.0
2022-11-15,30.28125
2022-11-16,29.75
2022-11-17,28.6875
2022-11-18,29.21875
2022-11-19,36.65625
2022-11-20,47.28125
2022-11-21,36.65625
2022-11-22,33.46875
2022-11-23,41.4375
2022-11-24,51.53125
2022-11-25,50.46875
2022-11-26,49.40625
2022-11-27,53.125
2022-11-28,39.84375
2022-11-29,38.78125
2022-11-30,30.8125
2022-12-01,32.40625
2022-12-02,28.6875
2022-12-03,33.46875
2022-12-04,35.0625
2022-12-05,27.625
2022-12-06,26.03125
2022-12-07,25.5
2022-12-08,26.03125
2022-12-09,26.03125
2022-12-10,31.875
2022-12-11,37.1875
2022-12-12,27.09375
2022-12-13,28.6875
2022-12-14,29.21875
2022-12-15,26.03125
2022-12-16,27.625
2022-12-17,31.34375
2022-12-18,35.59375
2022-12-19,27.09375
2022-12-20,28.6875
2022-12-21,29.75
2022-12-22,30.28125
2022-12-23,31.34375
2022-12-24,34.0
2022-12-25,35.0625
2022-12-26,36.65625
2022-12-27,33.46875
2022-12-28,31.34375
2022-12-29,31.875
2022-12-30,31.875
2022-12-31,35.59375
2023-01-01,42.5
2023-01-02,38.25
2023-01-03,29.75
2023-01-04,29.21875
2023-01-05,30.8125
2023-01-06,28.15625
2023-01-07,32.40625
2023-01-08,36.125
2023-01-09,28.15625
2023-01-10,28.15625
2023-01-11,26.5625
2023-01-12,26.03125
2023-01-13,27.625
2023-01-14,37.1875
2023-01-15,36.65625
2023-01-16,32.40625
2023-01-17,26.5625
2023-01-18,27.09375
2023-01-19,27.09375
2023-01-20,27.625
2023-01-21,33.46875
2023-01-22,36.65625
2023-01-23,28.15625
2023-01-24,27.625
2023-01-25,27.09375
2023-01-26,27.09375
2023-01-27,26.03125
2023-01-28,29.75
2023-01-29,35.0625
2023-01-30,28.6875
2023-01-31,28.15625
2023-02-01,29.75
2023-02-02,27.09375
2023-02-03,28.6875
2023-02-04,32.9375
2023-02-05,36.125
2023-02-06,27.09375
2023-02-07,26.5625
2023-02-08,26.03125
2023-02-09,26.03125
2023-02-10,26.5625
2023-02-11,32.40625
2023-02-12,52.59375
2023-02-13,27.625
2023-02-14,24.4375
2023-02-15,26.03125
2023-02-16,25.5
2023-02-17,28.15625
2023-02-18,32.40625
2023-02-19,34.0
2023-02-20,27.625
2023-02-21,26.03125
2023-02-22,26.03125
2023-02-23,28.15625
2023-02-24,27.09375
2023-02-25,30.28125
2023-02-26,34.0
2023-02-27,24.96875
2023-02-28,24.4375
2023-03-01,27.09375
2023-03-02,26.5625
2023-03-03,27.625
2023-03-04,33.46875
2023-03-05,34.53125
2023-03-06,25.5
2023-03-07,26.03125
2023-03-08,26.5625
2023-03-09,30.8125
2023-03-10,28.6875
2023-03-11,34.0
2023-03-12,37.1875
2023-03-13,30.28125
2023-03-14,27.625
2023-03-15,26.03125
2023-03-16,31.34375
2023-03-17,31.875
2023-03-18,37.71875
2023-03-19,38.25
2023-03-20,29.21875
2023-03-21,26.5625
2023-03-22,26.03125
2023-03-23,27.09375
2023-03-24,28.15625
2023-03-25,31.875
2023-03-26,36.125
2023-03-27,27.625
2023-03-28,28.6875
2023-03-29,26.5625
2023-03-30,27.09375
2023-03-31,27.625
2023-04-01,32.40625
2023-04-02,33.46875
2023-04-03,26.03125
2023-04-04,24.96875
2023-04-05,26.03125
2023-04-06,26.03125
2023-04-07,29.21875
2023-04-08,31.875
2023-04-09,32.40625
2023-04-10,30.28125
2023-04-11,29.21875
2023-04-12,26.5625
2023-04-13,26.03125
2023-04-14,26.03125
2023-04-15,30.8125
2023-04-16,35.59375
2023-04-17,24.96875
2023-04-18,24.4375
2023-04-19,24.96875
2023-04-20,26.03125
2023-04-21,27.09375
2023-04-22,33.46875
2023-04-23,35.0625
2023-04-24,26.03125
2023-04-25,25.5
2023-04-26,26.576812599049127
2023-04-27,28.453326635725606
2023-04-28,29.527252660176593
2023-04-29,34.35991977020602
2023-04-30,35.433845794657
2023-05-01,27.650738623500114
2023-05-02,27.11377561127462
2023-05-03,24.96592356237265
2023-05-04,24.42896055014716
2023-05-05,24.96592356237265
2023-05-06,28.724664647951098
2023-05-07,30.87251669685307
2023-05-08,24.96592356237265
2023-05-09,23.891997537921668
2023-05-10,24.96592356237265
2023-05-11,26.576812599049127
2023-05-12,25.768511574598143
2023-05-13,30.601178684627577
2023-05-14,30.064215672402085
2023-05-15,26.039849586823635
2023-05-16,24.96592356237265
2023-05-17,25.502886574598143
2023-05-18,25.502886574598143
2023-05-19,26.305474586823635
2023-05-20,31.40947970907856
2023-05-21,32.483405733529544
2023-05-22,26.576812599049127
2023-05-23,26.576812599049127
2023-05-24,28.187701635725606
2023-05-25,28.724664647951098
2023-05-26,30.932533393706137
2023-05-27,34.73126556486303
2023-05-28,36.35929363821599
2023-05-29,35.27394158931401
2023-05-30,31.47520941815712
2023-05-31,35.27394158931401
2023-06-01,31.47520941815712
2023-06-02,29.304505320353183
2023-06-03,31.47520941815712
2023-06-04,33.64591351596106
2023-06-05,28.219153271451212
2023-06-06,26.591125198098258
2023-06-07,27.67647724700023
2023-06-08,26.04844917364727
2023-06-09,27.13380122254924
2023-06-10,30.38985736925515
2023-06-11,33.10323749151007
2023-06-12,29.304505320353183
2023-06-13,27.13380122254924
2023-06-14,27.13380122254924
2023-06-15,27.13380122254924
2023-06-16,26.591125198098258
2023-06-17,27.67647724700023
2023-06-18,30.932533393706137
2023-06-19,28.219153271451212
2023-06-20,26.591125198098258
2023-06-21,25.505773149196287
2023-06-22,26.591125198098258
2023-06-23,28.761829295902196
2023-06-24,30.932533393706137
2023-06-25,33.64591351596106
2023-06-26,28.761829295902196
2023-06-27,27.13380122254924
2023-06-28,26.04844917364727
2023-06-29,26.591125198098258
2023-06-30,26.04844917364727
2023-07-01,30.38985736925515
2023-07-02,32.017885442608105
2023-07-03,28.761829295902196
2023-07-04,30.38985736925515
2023-07-05,26.04844917364727
2023-07-06,27.13380122254924
2023-07-07,28.761829295902196
2023-07-08,32.56056146705909
2023-07-09,33.10323749151007
2023-07-10,26.591125198098258
2023-07-11,26.04844917364727
2023-07-12,26.04844917364727
2023-07-13,26.04844917364727
2023-07-14,26.591125198098258
2023-07-15,29.847181344804167
2023-07-16,32.56056146705909
2023-07-17,27.67647724700023
2023-07-18,27.13380122254924
2023-07-19,27.67647724700023
2023-07-20,26.591125198098258
2023-07-21,26.591125198098258
2023-07-22,28.219153271451212
2023-07-23,30.932533393706137
2023-07-24,27.13380122254924
2023-07-25,29.304505320353183
2023-07-26,26.591125198098258
2023-07-27,25.505773149196287
2023-07-28,27.67647724700023
2023-07-29,29.304505320353183
2023-07-30,33.64591351596106
2023-07-31,24.963097124745303
2023-08-01,25.505773149196287
2023-08-02,24.963097124745303
2023-08-03,28.219153271451212
2023-08-04,26.04844917364727
2023-08-05,30.38985736925515
2023-08-06,32.017885442608105
2023-08-07,27.13380122254924
2023-08-08,26.591125198098258
2023-08-09,26.591125198098258
2023-08-10,27.67647724700023
2023-08-11,28.761829295902196
2023-08-12,32.56056146705909
2023-08-13,44.499434004980756
2023-08-14,26.591125198098258
2023-08-15,25.505773149196287
2023-08-16,25.505773149196287
2023-08-17,25.505773149196287
2023-08-18,23.33506905139235
2023-08-19,29.847181344804167
2023-08-20,35.27394158931401
2023-08-21,26.591125198098258
2023-08-22,28.761829295902196
2023-08-23,24.963097124745303
2023-08-24,24.420421100294316
2023-08-25,24.420421100294316
2023-08-26,30.932533393706137
2023-08-27,30.38985736925515
2023-08-28,24.963097124745303
2023-08-29,24.420421100294316
2023-08-30,25.505773149196287
2023-08-31,24.420421100294316
2023-09-01,32.017885442608105
2023-09-02,42.328729907176815
2023-09-03,35.816617613765
2023-09-04,34.73126556486303
2023-09-05,28.761829295902196
2023-09-06,27.13380122254924
2023-09-07,29.847181344804167
2023-09-08,36.90196966266697
2023-09-09,45.04211002943174
2023-09-10,49.92619424949061
2023-09-11,29.847181344804167
2023-09-12,27.13380122254924
2023-09-13,25.505773149196287
2023-09-14,25.505773149196287
2023-09-15,23.877745075843333
2023-09-16,34.73126556486303
2023-09-17,41.24337785827485
2023-09-18,26.591125198098258
2023-09-19,28.219153271451212
2023-09-20,23.33506905139235
2023-09-21,24.963097124745303
2023-09-22,23.877745075843333
2023-09-23,36.35929363821599
2023-09-24,39.6153497849219
2023-09-25,27.67647724700023
2023-09-26,25.505773149196287
2023-09-27,24.420421100294316
2023-09-28,27.13380122254924
2023-09-29,28.219153271451212
2023-09-30,33.10323749151007
2023-10-01,36.90196966266697
2023-10-02,26.04844917364727
2023-10-03,26.04844917364727
2023-10-04,25.505773149196287
2023-10-05,24.963097124745303
2023-10-06,27.67647724700023
2023-10-07,36.90196966266697
2023-10-08,37.444645687117955
2023-10-09,28.219153271451212
2023-10-10,24.963097124745303
2023-10-11,25.505773149196287
2023-10-12,26.591125198098258
2023-10-13,27.13380122254924
2023-10-14,34.188589540412046
2023-10-15,36.35929363821599
2023-10-16,27.13380122254924
2023-10-17,25.505773149196287
2023-10-18,23.33506905139235
2023-10-19,24.963097124745303
2023-10-20,26.04844917364727
2023-10-21,29.847181344804167
2023-10-22,33.64591351596106
2023-10-23,24.963097124745303
2023-10-24,24.420421100294316
2023-10-25,23.877745075843333
2023-10-26,24.420421100294316
2023-10-27,25.505773149196287
2023-10-28,30.932533393706137
2023-10-29,33.10323749151007
2023-10-30,24.420421100294316
2023-10-31,24.420421100294316
2023-11-01,26.591125198098258
2023-11-02,25.505773149196287
2023-11-03,26.591125198098258
2023-11-04,36.35929363821599
2023-11-05,37.98732171156894
2023-11-06,25.505773149196287
2023-11-07,26.591125198098258
2023-11-08,24.420421100294316
2023-11-09,28.219153271451212
2023-11-10,26.591125198098258
2023-11-11,30.932533393706137
2023-11-12,35.816617613765
2023-11-13,24.963097124745303
2023-11-14,23.33506905139235
2023-11-15,23.877745075843333
2023-11-16,23.877745075843333
2023-11-17,24.963097124745303
2023-11-18,30.38985736925515
2023-11-19,32.56056146705909
2023-11-20,29.304505320353183
2023-11-21,45.58478605388272
2023-11-22,49.38351822503962
2023-11-23,54.26760244509848
2023-11-24,53.182250396196515
2023-11-25,53.182250396196515
2023-11-26,49.92619424949061
2023-11-27,40.15802580937288
2023-11-28,42.328729907176815
2023-11-29,34.188589540412046
2023-11-30,28.219153271451212
2023-12-01,32.56056146705909
2023-12-02,33.10323749151007
2023-12-03,33.64591351596106
2023-12-04,24.963097124745303
2023-12-05,23.33506905139235
2023-12-06,26.04844917364727
2023-12-07,24.963097124745303
2023-12-08,25.505773149196287
2023-12-09,28.761829295902196
2023-12-10,32.56056146705909
2023-12-11,23.33506905139235
2023-12-12,22.79239302694136
2023-12-13,23.33506905139235
2023-12-14,23.33506905139235
2023-12-15,23.33506905139235
2023-12-16,26.591125198098258
2023-12-17,30.38985736925515
2023-12-18,24.963097124745303
2023-12-19,24.420421100294316
2023-12-20,24.963097124745303
2023-12-21,26.04844917364727
2023-12-22,26.088577621211257
2023-12-23,28.309960368755632
2023-12-24,30.802681128525496
2023-12-25,33.02406387606986
2023-12-26,30.2473354416394
2023-12-27,28.025952694095032
2023-12-28,30.5313431163
2023-12-29,32.468718189183775
2023-12-30,33.02406387606986
2023-12-31,35.51678463583973
2024-01-01,40.24355780558908
2024-01-02,31.358026815411588
2024-01-03,28.309960368755632
2024-01-04,27.75461468186954
2024-01-05,28.309960368755632
2024-01-06,36.356137997386426
2024-01-07,35.80079231050033
2024-01-08,28.309960368755632
2024-01-09,29.136644067867216
2024-01-10,26.088577621211257
2024-01-11,24.42254056055298
2024-01-12,26.359915633436753
2024-01-13,36.91148368427252
2024-01-14,36.91148368427252
2024-01-15,31.358026815411588
2024-01-16,29.69198975475331
2024-01-17,26.643923308097353
2024-01-18,24.977886247439073
2024-01-19,26.643923308097353
2024-01-20,35.24544662361424
2024-01-21,34.08092095927206
2024-01-22,25.560690719454044
2024-01-23,25.560690719454044
2024-01-24,25.560690719454044
2024-01-25,25.560690719454044
2024-01-26,26.128706068775248
2024-01-27,35.216951657914464
2024-01-28,38.625043753841666
2024-01-29,26.69672141809645
2024-01-30,25.560690719454044
2024-01-31,24.992675370132844
2024-02-01,26.69672141809645
2024-02-02,27.26473676741765
2024-02-03,31.808859561987255
2024-02-04,36.352982356556865
2024-02-05,26.128706068775248
2024-02-06,23.856644671490443
2024-02-07,24.424660020811643
2024-02-08,24.992675370132844
2024-02-09,25.560690719454044
2024-02-10,32.376874911308455
2024-02-11,40.329089801805274
2024-02-12,25.560690719454044
2024-02-13,25.560690719454044
2024-02-14,23.288629322169243
2024-02-15,24.424660020811643
2024-02-16,27.26473676741765
2024-02-17,31.240844212666055
2024-02-18,32.376874911308455
2024-02-19,28.40076746606005
2024-02-20,24.424660020811643
2024-02-21,24.424660020811643
2024-02-22,23.856644671490443
2024-02-23,21.584583274205638
2024-02-24,28.40076746606005
2024-02-25,31.240844212666055
2024-02-26,23.288629322169243
2024-02-27,24.424660020811643
2024-02-28,26.128706068775248
2024-02-29,24.424660020811643
2024-03-01,25.560690719454044
2024-03-02,30.672828863344854
2024-03-03,31.240844212666055
2024-03-04,25.560690719454044
2024-03-05,24.992675370132844
2024-03-06,24.424660020811643
2024-03-07,23.288629322169243
2024-03-08,23.856644671490443
2024-03-09,30.104813514023654
2024-03-10,37.489013055199266
2024-03-11,26.69672141809645
2024-03-12,24.992675370132844
2024-03-13,23.288629322169243
2024-03-14,24.424660020811643
2024-03-15,26.69672141809645
2024-03-16,29.536798164702454
2024-03-17,32.376874911308455
2024-03-18,24.424660020811643
2024-03-19,24.992675370132844
2024-03-20,25.560690719454044
2024-03-21,27.83275211673885
2024-03-22,28.40076746606005
2024-03-23,32.376874911308455
2024-03-24,30.672828863344854
2024-03-25,26.69672141809645
2024-03-26,29.536798164702454
2024-03-27,25.560690719454044
2024-03-28,27.26473676741765
2024-03-29,28.40076746606005
2024-03-30,29.536798164702454
2024-03-31,29.536798164702454
2024-04-01,25.560690719454044
2024-04-02,24.992675370132844
2024-04-03,22.720613972848042
2024-04-04,21.584583274205638
2024-04-05,23.856644671490443
2024-04-06,27.83275211673885
2024-04-07,28.40076746606005
2024-04-08,19.880537226242037
2024-04-09,22.15259862352684
2024-04-10,22.720613972848042
2024-04-11,21.016567924884438
2024-04-12,21.584583274205638
2024-04-13,26.69672141809645
2024-04-14,27.26473676741765
2024-04-15,22.720613972848042
2024-04-16,22.720613972848042
2024-04-17,24.424660020811643
2024-04-18,26.128706068775248
2024-04-19,26.128706068775248
2024-04-20,32.944890260629656
2024-04-21,35.216951657914464
2024-04-22,26.128706068775248
2024-04-23,23.856644671490443
2024-04-24,24.424660020811643
2024-04-25,23.856644671490443
2024-04-26,25.560690719454044
2024-04-27,30.672828863344854
2024-04-28,31.808859561987255
2024-04-29,24.424660020811643
2024-04-30,23.856644671490443
2024-05-01,24.992675370132844
2024-05-02,25.560690719454044
2024-05-03,24.424660020811643
2024-05-04,28.40076746606005
2024-05-05,29.536798164702454
2024-05-06,21.584583274205638
2024-05-07,22.720613972848042
2024-05-08,20.448552575563237
2024-05-09,22.15259862352684
2024-05-10,21.584583274205638
2024-05-11,23.856644671490443
2024-05-12,26.128706068775248
2024-05-13,21.584583274205638
2024-05-14,21.016567924884438
2024-05-15,22.720613972848042
2024-05-16,21.584583274205638
2024-05-17,22.15259862352684
2024-05-18,24.424660020811643
2024-05-19,27.26473676741765
2024-05-20,21.584583274205638
2024-05-21,20.448552575563237
2024-05-22,21.584583274205638
2024-05-23,22.15259862352684
2024-05-24,23.288629322169243
2024-05-25,25.560690719454044
2024-05-26,26.69672141809645
2024-05-27,30.672828863344854
2024-05-28,22.720613972848042
2024-05-29,23.288629322169243
2024-05-30,23.288629322169243
2024-05-31,23.856644671490443
2024-06-01,28.968782815381253
2024-06-02,28.40076746606005
2024-06-03,23.856644671490443
2024-06-04,23.856644671490443
2024-06-05,24.992675370132844
2024-06-06,22.720613972848042
2024-06-07,26.69672141809645
2024-06-08,28.968782815381253
2024-06-09,30.104813514023654
2024-06-10,24.424660020811643
2024-06-11,22.720613972848042
2024-06-12,21.584583274205638
2024-06-13,23.856644671490443
2024-06-14,24.992675370132844
2024-06-15,26.128706068775248
2024-06-16,27.26473676741765
2024-06-17,24.992675370132844
2024-06-18,23.288629322169243
2024-06-19,23.288629322169243
2024-06-20,22.15259862352684
2024-06-21,24.424660020811643
2024-06-22,26.69672141809645
2024-06-23,30.104813514023654
2024-06-24,24.992675370132844
2024-06-25,23.856644671490443
2024-06-26,23.856644671490443
2024-06-27,27.83275211673885
2024-06-28,28.40076746606005
2024-06-29,31.808859561987255
2024-06-30,33.51290560995086
2024-07-01,26.69672141809645
2024-07-02,24.992675370132844
2024-07-03,23.856644671490443
2024-07-04,25.560690719454044
2024-07-05,25.560690719454044
2024-07-06,26.69672141809645
2024-07-07,27.83275211673885
2024-07-08,23.856644671490443
2024-07-09,56.8015349321201
2024-07-10,23.856644671490443
2024-07-11,22.15259862352684
2024-07-12,22.15259862352684
2024-07-13,23.856644671490443
2024-07-14,26.128706068775248
2024-07-15,22.15259862352684
2024-07-16,21.584583274205638
2024-07-17,21.584583274205638
2024-07-18,22.720613972848042
2024-07-19,22.720613972848042
2024-07-20,25.560690719454044
2024-07-21,27.26473676741765
2024-07-22,22.15259862352684
2024-07-23,21.584583274205638
2024-07-24,21.016567924884438
2024-07-25,23.856644671490443
2024-07-26,27.26473676741765
2024-07-27,27.26473676741765
2024-07-28,28.968782815381253
2024-07-29,23.288629322169243
2024-07-30,22.720613972848042
2024-07-31,22.720613972848042
2024-08-01,26.69672141809645
2024-08-02,23.856644671490443
2024-08-03,27.26473676741765
2024-08-04,29.536798164702454
2024-08-05,23.856644671490443
2024-08-06,21.584583274205638
2024-08-07,22.15259862352684
2024-08-08,22.15259862352684
2024-08-09,22.720613972848042
2024-08-10,25.560690719454044
2024-08-11,26.69672141809645
2024-08-12,22.15259862352684
2024-08-13,19.880537226242037
2024-08-14,21.016567924884438
2024-08-15,22.15259862352684
2024-08-16,22.15259862352684
2024-08-17,26.128706068775248
2024-08-18,28.391174481920817
2024-08-19,21.91480330515236
2024-08-20,21.531268420047205
2024-08-21,19.244633066089328
2024-08-22,19.628167951194484
2024-08-23,22.48281865447356
2024-08-24,30.67780983587869
2024-08-25,29.726259601452334
2024-08-26,21.531268420047205
2024-08-27,21.531268420047205
2024-08-28,21.531268420047205
2024-08-29,22.866353539578718
2024-08-30,24.48544633377083
2024-08-31,31.345352395644447
2024-09-01,30.010267276112934
2024-09-02,33.63198774960232
2024-09-03,26.7720816877287
2024-09-04,27.439624247494457
2024-09-05,24.76945400843143
2024-09-06,28.391174481920817
2024-09-07,41.44344404590229
2024-09-08,43.73007939986016
2024-09-09,26.104539127962944
2024-09-10,28.391174481920817
2024-09-11,26.7720816877287
2024-09-12,24.48544633377083
2024-09-13,27.723631922155057
2024-09-14,46.016714753818036
2024-09-15,39.824351251710176
2024-09-16,27.439624247494457
2024-09-17,28.381581497781585
2024-09-18,26.080372187150644
2024-09-19,25.31330241694033
2024-09-20,25.31330241694033
2024-09-21,32.984000119043465
2024-09-22,37.58641874030534
2024-09-23,25.31330241694033
2024-09-24,23.779162876519706
2024-09-25,25.31330241694033
2024-09-26,26.847441957360957
2024-09-27,26.847441957360957
2024-09-28,30.682790808412523
2024-09-29,34.51813965946409
2024-09-30,23.779162876519706
2024-10-01,25.31330241694033
2024-10-02,25.31330241694033
2024-10-03,24.54623264673002
2024-10-04,26.080372187150644
2024-10-05,32.21693034883315
2024-10-06,32.21693034883315
2024-10-07,23.012093106309393
2024-10-08,22.24502333609908
2024-10-09,23.012093106309393
2024-10-10,24.54623264673002
2024-10-11,24.54623264673002
2024-10-12,30.682790808412523
2024-10-13,33.75106988925378
2024-10-14,25.31330241694033
2024-10-15,23.779162876519706
2024-10-16,24.54623264673002
2024-10-17,23.779162876519706
2024-10-18,62.89972115724567
2024-10-19,31.449860578622836
2024-10-20,30.682790808412523
2024-10-21,22.24502333609908
2024-10-22,23.012093106309393
2024-10-23,22.24502333609908
2024-10-24,21.477953565888768
2024-10-25,22.24502333609908
2024-10-26,29.148651267991898
2024-10-27,29.91572103820221
2024-10-28,21.477953565888768
2024-10-29,22.24502333609908
2024-10-30,20.710883795678452
2024-10-31,20.710883795678452
2024-11-01,23.012093106309393
2024-11-02,26.847441957360957
2024-11-03,31.449860578622836
2024-11-04,21.477953565888768
2024-11-05,21.477953565888768
2024-11-06,16.108465174416576
2024-11-07,19.176744255257827
2024-11-08,19.94381402546814
2024-11-09,26.847441957360957
2024-11-10,29.148651267991898
2024-11-11,23.779162876519706
2024-11-12,22.24502333609908
2024-11-13,21.477953565888768
