Time,florida_gators
2025-02-15,6.617283950617285
2025-02-16,7.720164609053499
2025-02-17,3.3086419753086425
2025-02-18,4.411522633744856
2025-02-19,5.51440329218107
2025-02-20,3.3086419753086425
2025-02-21,3.3086419753086425
2025-02-22,5.51440329218107
2025-02-23,6.617283950617285
2025-02-24,3.3086419753086425
2025-02-25,4.411522633744856
2025-02-26,6.617283950617285
2025-02-27,3.3086419753086425
2025-02-28,3.3086419753086425
2025-03-01,6.617283950617285
2025-03-02,6.617283950617285
2025-03-03,3.3086419753086425
2025-03-04,3.3086419753086425
2025-03-05,4.411522633744856
2025-03-06,5.51440329218107
2025-03-07,3.3086419753086425
2025-03-08,6.617283950617285
2025-03-09,5.51440329218107
2025-03-10,3.3086419753086425
2025-03-11,2.205761316872428
2025-03-12,3.3086419753086425
2025-03-13,3.3086419753086425
2025-03-14,5.51440329218107
2025-03-15,15.440329218106998
2025-03-16,19.851851851851855
2025-03-17,7.720164609053499
2025-03-18,6.617283950617285
2025-03-19,6.617283950617285
2025-03-20,7.720164609053499
2025-03-21,11.02880658436214
2025-03-22,15.440329218106998
2025-03-23,36.39506172839506
2025-03-24,7.720164609053499
2025-03-25,5.51440329218107
2025-03-26,5.51440329218107
2025-03-27,11.02880658436214
2025-03-28,24.26337448559671
2025-03-29,27.572016460905353
2025-03-30,36.39506172839506
2025-03-31,8.823045267489713
2025-04-01,5.51440329218107
2025-04-02,4.411522633744856
2025-04-03,4.411522633744856
2025-04-04,6.617283950617285
2025-04-05,34.18930041152264
2025-04-06,52.93827160493828
2025-04-07,22.05761316872428
2025-04-08,110.28806584362141
2025-04-09,12.131687242798355
2025-04-10,6.617283950617285
2025-04-11,6.617283950617285
2025-04-12,7.720164609053499
2025-04-13,5.51440329218107
2025-04-14,4.411522633744856
2025-04-15,4.411522633744856
2025-04-16,3.4924554183813443
2025-04-17,7.536351165980796
2025-04-18,5.330589849108367
2025-04-19,4.779149519890261
2025-04-20,5.330589849108367
2025-04-21,3.4924554183813443
2025-04-22,3.1248285322359397
2025-04-23,3.1248285322359397
2025-04-24,3.1248285322359397
2025-04-25,3.4924554183813443
2025-04-26,6.617283950617285
2025-04-27,4.779149519890261
2025-04-28,3.4924554183813443
2025-04-29,3.1248285322359397
2025-04-30,2.5733882030178328
2025-05-01,3.1248285322359397
2025-05-02,3.4924554183813443
2025-05-03,4.411522633744856
2025-05-04,4.411522633744856
2025-05-05,3.1248285322359397
2025-05-06,3.1248285322359397
2025-05-07,3.1248285322359397
2025-05-08,2.205761316872428
2025-05-09,3.1248285322359397
2025-05-10,4.411522633744856
2025-05-11,4.043895747599452
2025-05-12,2.5733882030178328
2025-05-13,2.205761316872428
2025-05-14,3.1248285322359397
2025-05-15,2.9410150891632374
2025-05-16,2.9410150891632374
2025-05-17,4.411522633744856
2025-05-18,3.6762688614540466
2025-05-19,2.9410150891632374
2025-05-20,3.6762688614540466
2025-05-21,4.411522633744856
2025-05-22,3.6762688614540466
2025-05-23,3.6762688614540466
2025-05-24,4.411522633744856
2025-05-25,5.882030178326475
2025-05-26,3.6762688614540466
2025-05-27,2.9410150891632374
2025-05-28,2.9410150891632374
2025-05-29,3.6762688614540466
2025-05-30,5.1467764060356656
2025-05-31,5.1467764060356656
2025-06-01,5.1467764060356656
2025-06-02,3.6762688614540466
2025-06-03,2.9410150891632374
2025-06-04,2.9410150891632374
2025-06-05,2.9410150891632374
2025-06-06,2.9410150891632374
2025-06-07,3.6762688614540466
2025-06-08,2.9410150891632374
2025-06-09,2.9410150891632374
2025-06-10,2.9410150891632374
2025-06-11,2.9410150891632374
2025-06-12,2.9410150891632374
2025-06-13,2.9410150891632374
2025-06-14,2.9410150891632374
2025-06-15,2.9410150891632374
2025-06-16,2.9410150891632374
2025-06-17,2.9410150891632374
2025-06-18,2.205761316872428
2025-06-19,2.9410150891632374
2025-06-20,2.205761316872428
2025-06-21,2.9410150891632374
2025-06-22,2.205761316872428
2025-06-23,2.205761316872428
2025-06-24,2.205761316872428
2025-06-25,2.9410150891632374
2025-06-26,3.6762688614540466
2025-06-27,3.6762688614540466
2025-06-28,2.205761316872428
2025-06-29,2.9410150891632374
2025-06-30,2.205761316872428
2025-07-01,2.205761316872428
2025-07-02,2.9410150891632374
2025-07-03,2.9410150891632374
2025-07-04,2.9410150891632374
2025-07-05,2.9410150891632374
2025-07-06,2.9410150891632374
2025-07-07,2.9410150891632374
2025-07-08,2.9410150891632374
2025-07-09,2.205761316872428
2025-07-10,2.205761316872428
2025-07-11,2.9410150891632374
2025-07-12,3.6762688614540466
2025-07-13,2.9410150891632374
2025-07-14,2.9410150891632374
2025-07-15,2.9410150891632374
2025-07-16,3.6762688614540466
2025-07-17,3.6762688614540466
2025-07-18,2.9410150891632374
2025-07-19,3.6762688614540466
2025-07-20,3.6762688614540466
2025-07-21,2.9410150891632374
2025-07-22,2.9410150891632374
2025-07-23,2.9410150891632374
2025-07-24,3.6762688614540466
2025-07-25,2.9410150891632374
2025-07-26,3.6762688614540466
2025-07-27,3.6762688614540466
2025-07-28,2.9410150891632374
2025-07-29,3.6762688614540466
2025-07-30,2.9410150891632374
2025-07-31,3.6762688614540466
2025-08-01,4.411522633744856
2025-08-02,4.411522633744856
2025-08-03,3.6762688614540466
2025-08-04,3.6762688614540466
2025-08-05,4.411522633744856
2025-08-06,5.1467764060356656
2025-08-07,5.882030178326475
2025-08-08,5.1467764060356656
2025-08-09,5.1467764060356656
2025-08-10,5.882030178326475
2025-08-11,4.411522633744856
2025-08-12,4.411522633744856
2025-08-13,4.411522633744856
2025-08-14,4.411522633744856
2025-08-15,4.411522633744856
2025-08-16,4.411522633744856
2025-08-17,5.1467764060356656
2025-08-18,4.411522633744856
2025-08-19,4.411522633744856
2025-08-20,4.411522633744856
2025-08-21,4.411522633744856
2025-08-22,17.646090534979425
2025-08-23,8.823045267489713
2025-08-24,6.617283950617284
2025-08-25,5.882030178326475
2025-08-26,5.882030178326475
2025-08-27,5.882030178326475
2025-08-28,6.617283950617284
2025-08-29,8.823045267489713
2025-08-30,48.52674897119342
2025-08-31,52.93827160493827
2025-09-01,13.234567901234568
2025-09-02,8.823045267489713
2025-09-03,7.352537722908093
2025-09-04,6.617283950617284
2025-09-05,8.087791495198903
2025-09-06,73.52537722908093
2025-09-07,52.93827160493827
2025-09-08,11.02880658436214
2025-09-09,6.617283950617284
2025-09-10,6.617283950617284
2025-09-11,4.411522633744856
2025-09-12,6.617283950617284
2025-09-13,29.410150891632373
2025-09-14,65.43758573388203
2025-09-15,8.087791495198903
2025-09-16,5.1467764060356656
2025-09-17,5.1467764060356656
2025-09-18,5.1467764060356656
2025-09-19,6.617283950617284
2025-09-20,31.615912208504803
2025-09-21,55.87928669410151
2025-09-22,9.558299039780522
2025-09-23,6.617283950617284
2025-09-24,5.1467764060356656
2025-09-25,4.411522633744856
2025-09-26,5.1467764060356656
2025-09-27,20.587105624142662
2025-09-28,10.293552812071331
2025-09-29,5.1467764060356656
2025-09-30,3.6762688614540466
2025-10-01,3.6762688614540466
2025-10-02,5.1467764060356656
2025-10-03,5.882030178326475
2025-10-04,55.87928669410151
2025-10-05,22.05761316872428
2025-10-06,8.087791495198903
2025-10-07,5.1467764060356656
2025-10-08,4.411522633744856
2025-10-09,4.411522633744856
2025-10-10,5.882030178326475
2025-10-11,27.204389574759947
2025-10-12,38.23319615912209
2025-10-13,6.617283950617284
2025-10-14,5.1467764060356656
2025-10-15,5.1467764060356656
2025-10-16,5.882030178326475
2025-10-17,6.617283950617284
2025-10-18,44.11522633744856
2025-10-19,34.55692729766804
2025-10-20,12.499314128943759
2025-10-21,8.823045267489713
2025-10-22,6.617283950617284
2025-10-23,5.1467764060356656
2025-10-24,7.352537722908093
2025-10-25,18.381344307270233
2025-10-26,8.823045267489713
2025-10-27,6.617283950617284
2025-10-28,5.1467764060356656
2025-10-29,4.411522633744856
2025-10-30,5.1467764060356656
2025-10-31,5.882030178326475
2025-11-01,54.408779149519894
2025-11-02,13.969821673525377
2025-11-03,6.617283950617284
2025-11-04,8.823045267489713
2025-11-05,4.411522633744856
2025-11-06,4.411522633744856
2025-11-07,8.087791495198903
2025-11-08,19.85185185185185
2025-11-09,34.55692729766804
2025-11-10,5.1467764060356656
2025-11-11,4.411522633744856
2025-11-12,7.352537722908093
2025-11-13,5.1467764060356656
2025-11-14,5.882030178326475
2025-11-15,15.440329218106996
2025-11-16,36.02743484224966
2025-11-17,7.352537722908093
2025-11-18,5.1467764060356656
2025-11-19,5.1467764060356656
2025-11-20,5.882030178326475
2025-11-21,6.617283950617284
2025-11-22,17.646090534979425
2025-11-23,40.43895747599451
2025-11-24,6.617283950617284
2025-11-25,5.1467764060356656
2025-11-26,6.617283950617284
2025-11-27,10.293552812071331
2025-11-28,13.234567901234568
2025-11-29,37.49794238683128
2025-11-30,30.88065843621399
2025-12-01,9.558299039780522
2025-12-02,8.823045267489713
2025-12-03,12.499314128943759
2025-12-04,7.352537722908093
2025-12-05,6.617283950617284
2025-12-06,8.823045267489713
2025-12-07,6.617283950617284
2025-12-08,4.411522633744856
2025-12-09,5.1467764060356656
2025-12-10,8.823045267489713
2025-12-11,4.2644718792866945
2025-12-12,5.1467764060356656
2025-12-13,7.450571559213534
2025-12-14,5.1467764060356656
2025-12-15,5.685962505715592
2025-12-16,5.318335619570188
2025-12-17,4.975217192501143
2025-12-18,5.318335619570188
2025-12-19,4.607590306355739
2025-12-20,6.568267032464563
2025-12-21,5.857521719250115
2025-12-22,4.607590306355739
2025-12-23,3.725285779606767
2025-12-24,3.89684499314129
2025-12-25,4.2644718792866945
2025-12-26,4.436031092821217
2025-12-27,4.607590306355739
2025-12-28,4.2644718792866945
2025-12-29,4.2644718792866945
2025-12-30,3.725285779606767
2025-12-31,3.5537265660722452
2026-01-01,5.857521719250115
2026-01-02,6.0290809327846375
2026-01-03,5.318335619570188
2026-01-04,7.450571559213534
2026-01-05,5.1467764060356656
2026-01-06,5.857521719250115
2026-01-07,6.739826245999086
2026-01-08,4.607590306355739
2026-01-09,5.857521719250115
2026-01-10,8.234842249657065
2026-01-11,5.48989483310471
2026-01-12,4.460539551897577
2026-01-13,4.803657978966621
2026-01-14,5.1467764060356656
2026-01-15,3.774302697759488
2026-01-16,3.774302697759488
2026-01-17,7.205486968449932
2026-01-18,4.803657978966621
2026-01-19,4.460539551897577
2026-01-20,5.48989483310471
2026-01-21,5.48989483310471
2026-01-22,3.0880658436213997
2026-01-23,3.0880658436213997
2026-01-24,6.519250114311843
2026-01-25,4.117421124828533
2026-01-26,3.774302697759488
2026-01-27,4.117421124828533
2026-01-28,3.774302697759488
2026-01-29,4.460539551897577
2026-01-30,4.117421124828533
2026-01-31,4.803657978966621
2026-02-01,8.234842249657065
2026-02-02,3.431184270690444
2026-02-03,3.0880658436213997
2026-02-04,3.431184270690444
2026-02-05,3.431184270690444
2026-02-06,3.0880658436213997
2026-02-07,5.1467764060356656
2026-02-08,6.519250114311843
2026-02-09,3.431184270690444
2026-02-10,3.0880658436213997
2026-02-11,3.774302697759488
2026-02-12,4.117421124828533
2026-02-13,3.774302697759488
2026-02-14,9.607315957933242
2026-02-15,5.48989483310471
2026-02-16,3.774302697759488
2026-02-17,4.460539551897577
2026-02-18,5.1467764060356656
2026-02-19,3.431184270690444
2026-02-20,3.431184270690444
2026-02-21,7.548605395518976
2026-02-22,4.803657978966621
2026-02-23,3.0880658436213997
2026-02-24,3.431184270690444
2026-02-25,4.117421124828533
2026-02-26,5.48989483310471
2026-02-27,4.460539551897577
2026-02-28,6.519250114311843
2026-03-01,12.009144947416553
2026-03-02,4.117421124828533
2026-03-03,5.1467764060356656
2026-03-04,6.862368541380888
2026-03-05,4.460539551897577
2026-03-06,4.460539551897577
2026-03-07,9.607315957933242
2026-03-08,6.862368541380888
2026-03-09,4.117421124828533
2026-03-10,3.774302697759488
2026-03-11,4.117421124828533
2026-03-12,3.774302697759488
2026-03-13,9.950434385002287
2026-03-14,15.097210791037952
2026-03-15,8.234842249657065
2026-03-16,6.862368541380888
2026-03-17,6.176131687242799
2026-03-18,5.833013260173755
2026-03-19,8.234842249657065
2026-03-20,8.577960676726109
2026-03-21,26.763237311385463
2026-03-22,22.645816186556928
2026-03-23,34.311842706904436
2026-03-24,5.48989483310471
2026-03-25,4.117421124828533
2026-03-26,3.774302697759488
2026-03-27,4.117421124828533
2026-03-28,5.1467764060356656
2026-03-29,5.1467764060356656
2026-03-30,3.0880658436213997
2026-03-31,3.774302697759488
2026-04-01,3.0880658436213997
2026-04-02,3.0880658436213997
2026-04-03,3.774302697759488
2026-04-04,4.117421124828533
2026-04-05,3.774302697759488
2026-04-06,3.431184270690444
2026-04-07,4.460539551897577
2026-04-08,3.774302697759488
2026-04-09,3.774302697759488
2026-04-10,3.774302697759488
2026-04-11,6.519250114311843
2026-04-12,4.460539551897577
2026-04-13,3.774302697759488
2026-04-14,3.431184270690444
2026-04-15,3.431184270690444
2026-04-16,3.774302697759488
2026-04-17,3.774302697759488
2026-04-18,4.803657978966621
2026-04-19,3.431184270690444
2026-04-20,2.744947416552355
2026-04-21,3.431184270690444
2026-04-22,3.0880658436213997
2026-04-23,3.0880658436213997
2026-04-24,3.0880658436213997
2026-04-25,4.460539551897577
2026-04-26,4.117421124828533
2026-04-27,3.774302697759488
2026-04-28,3.0880658436213997
2026-04-29,3.0880658436213997
2026-04-30,3.0880658436213997
2026-05-01,2.744947416552355
2026-05-02,3.774302697759488
2026-05-03,2.744947416552355
2026-05-04,2.744947416552355
2026-05-05,2.744947416552355
2026-05-06,2.744947416552355
2026-05-07,3.0880658436213997
2026-05-08,3.774302697759488
2026-05-09,4.117421124828533
2026-05-10,3.431184270690444
2026-05-11,3.0880658436213997
2026-05-12,2.744947416552355
2026-05-13,2.744947416552355
2026-05-14,2.744947416552355
2026-05-15,3.774302697759488
2026-05-16,4.460539551897577
2026-05-17,4.803657978966621
2026-05-18,3.0880658436213997
2026-05-19,2.744947416552355
2026-05-20,3.431184270690444
2026-05-21,3.774302697759488
2026-05-22,4.803657978966621
2026-05-23,5.833013260173755
2026-05-24,6.519250114311843
2026-05-25,4.460539551897577
2026-05-26,3.431184270690444
2026-05-27,3.774302697759488
2026-05-28,3.431184270690444
2026-05-29,4.117421124828533
2026-05-30,4.117421124828533
2026-05-31,6.519250114311843
