Time,hugh_grant
2024-12-16,65.74946619217081
2024-12-17,56.080427046263345
2024-12-18,59.94804270462633
2024-12-19,65.74946619217081
2024-12-20,58.01423487544484
2024-12-21,88.95516014234876
2024-12-22,85.08754448398577
2024-12-23,81.21992882562277
2024-12-24,104.4256227758007
2024-12-25,148.9032028469751
2024-12-26,158.57224199288257
2024-12-27,81.21992882562277
2024-12-28,83.15373665480426
2024-12-29,88.95516014234876
2024-12-30,63.815658362989325
2024-12-31,58.01423487544484
2025-01-01,67.68327402135232
2025-01-02,58.01423487544484
2025-01-03,61.88185053380783
2025-01-04,71.5508896797153
2025-01-05,73.4846975088968
2025-01-06,90.88896797153025
2025-01-07,61.88185053380783
2025-01-08,54.14661921708185
2025-01-09,46.41138790035587
2025-01-10,46.41138790035587
2025-01-11,69.61708185053381
2025-01-12,79.28612099644128
2025-01-13,52.21281138790035
2025-01-14,38.67615658362989
2025-01-15,38.67615658362989
2025-01-16,32.87473309608541
2025-01-17,44.47758007117438
2025-01-18,58.01423487544484
2025-01-19,58.01423487544484
2025-01-20,46.41138790035587
2025-01-21,32.87473309608541
2025-01-22,38.67615658362989
2025-01-23,46.41138790035587
2025-01-24,44.47758007117438
2025-01-25,61.88185053380783
2025-01-26,67.68327402135232
2025-01-27,58.01423487544484
2025-01-28,34.808540925266904
2025-01-29,44.47758007117438
2025-01-30,42.54377224199288
2025-01-31,46.41138790035587
2025-02-01,50.27900355871886
2025-02-02,69.61708185053381
2025-02-03,46.41138790035587
2025-02-04,40.60996441281139
2025-02-05,38.67615658362989
2025-02-06,34.808540925266904
2025-02-07,36.7423487544484
2025-02-08,63.815658362989325
2025-02-09,63.815658362989325
2025-02-10,32.87473309608541
2025-02-11,46.41138790035587
2025-02-12,38.67615658362989
2025-02-13,50.27900355871886
2025-02-14,87.02135231316726
2025-02-15,129.56512455516014
2025-02-16,119.89608540925266
2025-02-17,79.28612099644128
2025-02-18,59.94804270462633
2025-02-19,56.080427046263345
2025-02-20,46.41138790035587
2025-02-21,44.47758007117438
2025-02-22,69.61708185053381
2025-02-23,85.08754448398577
2025-02-24,58.01423487544484
2025-02-25,46.41138790035587
2025-02-26,42.54377224199288
2025-02-27,42.54377224199288
2025-02-28,42.54377224199288
2025-03-01,54.14661921708185
2025-03-02,65.74946619217081
2025-03-03,42.54377224199288
2025-03-04,36.7423487544484
2025-03-05,34.808540925266904
2025-03-06,27.073309608540924
2025-03-07,46.41138790035587
2025-03-08,110.22704626334519
2025-03-09,141.1679715302491
2025-03-10,69.61708185053381
2025-03-11,61.88185053380783
2025-03-12,52.21281138790035
2025-03-13,46.41138790035587
2025-03-14,48.345195729537366
2025-03-15,69.61708185053381
2025-03-16,87.02135231316726
2025-03-17,52.21281138790035
2025-03-18,42.54377224199288
2025-03-19,46.41138790035587
2025-03-20,32.87473309608541
2025-03-21,36.7423487544484
2025-03-22,69.61708185053381
2025-03-23,71.5508896797153
2025-03-24,38.67615658362989
2025-03-25,38.67615658362989
2025-03-26,40.60996441281139
2025-03-27,32.87473309608541
2025-03-28,40.60996441281139
2025-03-29,48.345195729537366
2025-03-30,52.21281138790035
2025-03-31,46.41138790035587
2025-04-01,30.940925266903914
2025-04-02,25.13950177935943
2025-04-03,32.87473309608541
2025-04-04,38.67615658362989
2025-04-05,50.27900355871886
2025-04-06,56.080427046263345
2025-04-07,65.74946619217081
2025-04-08,32.87473309608541
2025-04-09,30.940925266903914
2025-04-10,29.00711743772242
2025-04-11,34.808540925266904
2025-04-12,42.54377224199288
2025-04-13,46.41138790035587
2025-04-14,27.073309608540924
2025-04-15,30.537643734687673
2025-04-16,31.50454764927842
2025-04-17,26.89839231745918
2025-04-18,33.43835547845991
2025-04-19,47.256821473917626
2025-04-20,48.22372538850838
2025-04-21,48.22372538850838
2025-04-22,30.537643734687673
2025-04-23,22.292236985639942
2025-04-24,27.86529623204993
2025-04-25,32.47145156386917
2025-04-26,48.22372538850838
2025-04-27,52.82988072032761
2025-04-28,31.50454764927842
2025-04-29,25.931488402868432
2025-04-30,24.964584488277687
2025-05-01,31.50454764927842
2025-05-02,25.931488402868432
2025-05-03,37.077606895688405
2025-05-04,42.65066614209839
2025-05-05,26.89839231745918
2025-05-06,22.292236985639942
2025-05-07,25.931488402868432
2025-05-08,21.325333071049194
2025-05-09,22.292236985639942
2025-05-10,27.86529623204993
2025-05-11,41.68376222750764
2025-05-12,27.86529623204993
2025-05-13,22.292236985639942
2025-05-14,22.292236985639942
2025-05-15,26.723475026377436
2025-05-16,26.723475026377436
2025-05-17,37.41286503692841
2025-05-18,42.7575600422039
2025-05-19,26.723475026377436
2025-05-20,21.37878002110195
2025-05-21,26.723475026377436
2025-05-22,21.37878002110195
2025-05-23,26.723475026377436
2025-05-24,37.41286503692841
2025-05-25,128.2726801266117
2025-05-26,58.79164505803036
2025-05-27,26.723475026377436
2025-05-28,32.068170031652926
2025-05-29,32.068170031652926
2025-05-30,32.068170031652926
2025-05-31,42.7575600422039
2025-06-01,42.7575600422039
2025-06-02,26.723475026377436
2025-06-03,26.723475026377436
2025-06-04,26.723475026377436
2025-06-05,16.034085015826463
2025-06-06,26.723475026377436
2025-06-07,26.723475026377436
2025-06-08,37.41286503692841
2025-06-09,21.37878002110195
2025-06-10,21.37878002110195
2025-06-11,21.37878002110195
2025-06-12,21.37878002110195
2025-06-13,26.723475026377436
2025-06-14,32.068170031652926
2025-06-15,32.068170031652926
2025-06-16,26.723475026377436
2025-06-17,21.37878002110195
2025-06-18,26.723475026377436
2025-06-19,26.723475026377436
2025-06-20,32.068170031652926
2025-06-21,26.723475026377436
2025-06-22,32.068170031652926
2025-06-23,21.37878002110195
2025-06-24,26.723475026377436
2025-06-25,21.37878002110195
2025-06-26,21.37878002110195
2025-06-27,26.723475026377436
2025-06-28,26.723475026377436
2025-06-29,32.068170031652926
2025-06-30,16.034085015826463
2025-07-01,21.37878002110195
2025-07-02,16.034085015826463
2025-07-03,26.723475026377436
2025-07-04,32.068170031652926
2025-07-05,32.068170031652926
2025-07-06,37.41286503692841
2025-07-07,26.723475026377436
2025-07-08,16.034085015826463
2025-07-09,53.44695005275487
2025-07-10,112.23859511078524
2025-07-11,53.44695005275487
2025-07-12,42.7575600422039
2025-07-13,53.44695005275487
2025-07-14,26.723475026377436
2025-07-15,26.723475026377436
2025-07-16,21.37878002110195
2025-07-17,21.37878002110195
2025-07-18,32.068170031652926
2025-07-19,42.7575600422039
2025-07-20,37.41286503692841
2025-07-21,26.723475026377436
2025-07-22,21.37878002110195
2025-07-23,21.37878002110195
2025-07-24,21.37878002110195
2025-07-25,26.723475026377436
2025-07-26,37.41286503692841
2025-07-27,42.7575600422039
2025-07-28,32.068170031652926
2025-07-29,21.37878002110195
2025-07-30,21.37878002110195
2025-07-31,32.068170031652926
2025-08-01,26.723475026377436
2025-08-02,32.068170031652926
2025-08-03,37.41286503692841
2025-08-04,26.723475026377436
2025-08-05,16.034085015826463
2025-08-06,21.37878002110195
2025-08-07,26.723475026377436
2025-08-08,32.068170031652926
2025-08-09,26.723475026377436
2025-08-10,32.068170031652926
2025-08-11,21.37878002110195
2025-08-12,21.37878002110195
2025-08-13,21.37878002110195
2025-08-14,26.723475026377436
2025-08-15,26.723475026377436
2025-08-16,32.068170031652926
2025-08-17,32.068170031652926
2025-08-18,21.37878002110195
2025-08-19,21.37878002110195
2025-08-20,21.37878002110195
2025-08-21,26.723475026377436
2025-08-22,32.068170031652926
2025-08-23,26.723475026377436
2025-08-24,53.44695005275487
2025-08-25,21.37878002110195
2025-08-26,16.034085015826463
2025-08-27,21.37878002110195
2025-08-28,16.034085015826463
2025-08-29,16.034085015826463
2025-08-30,26.723475026377436
2025-08-31,26.723475026377436
2025-09-01,26.723475026377436
2025-09-02,26.723475026377436
2025-09-03,32.068170031652926
2025-09-04,21.37878002110195
2025-09-05,21.37878002110195
2025-09-06,26.723475026377436
2025-09-07,32.068170031652926
2025-09-08,32.068170031652926
2025-09-09,32.068170031652926
2025-09-10,37.41286503692841
2025-09-11,26.723475026377436
2025-09-12,26.723475026377436
2025-09-13,37.41286503692841
2025-09-14,32.068170031652926
2025-09-15,26.723475026377436
2025-09-16,21.37878002110195
2025-09-17,21.37878002110195
2025-09-18,16.034085015826463
2025-09-19,26.723475026377436
2025-09-20,26.723475026377436
2025-09-21,26.723475026377436
2025-09-22,21.37878002110195
2025-09-23,21.37878002110195
2025-09-24,21.37878002110195
2025-09-25,21.37878002110195
2025-09-26,21.37878002110195
2025-09-27,32.068170031652926
2025-09-28,32.068170031652926
2025-09-29,21.37878002110195
2025-09-30,21.37878002110195
2025-10-01,21.37878002110195
2025-10-02,21.37878002110195
2025-10-03,26.723475026377436
2025-10-04,26.723475026377436
2025-10-05,32.068170031652926
2025-10-06,21.37878002110195
2025-10-07,16.034085015826463
2025-10-08,21.37878002110195
2025-10-09,534.4695005275487
2025-10-10,208.44310520574402
2025-10-11,101.54920510023426
2025-10-12,74.82573007385682
2025-10-13,42.7575600422039
2025-10-14,32.068170031652926
2025-10-15,32.068170031652926
2025-10-16,37.41286503692841
2025-10-17,21.37878002110195
2025-10-18,37.41286503692841
2025-10-19,42.7575600422039
2025-10-20,21.37878002110195
2025-10-21,16.034085015826463
2025-10-22,26.723475026377436
2025-10-23,21.37878002110195
2025-10-24,21.37878002110195
2025-10-25,32.068170031652926
2025-10-26,32.068170031652926
2025-10-27,26.723475026377436
2025-10-28,26.723475026377436
2025-10-29,16.034085015826463
2025-10-30,21.37878002110195
2025-10-31,21.37878002110195
2025-11-01,37.41286503692841
2025-11-02,26.723475026377436
2025-11-03,21.37878002110195
2025-11-04,21.37878002110195
2025-11-05,26.723475026377436
2025-11-06,32.068170031652926
2025-11-07,32.068170031652926
2025-11-08,53.44695005275487
2025-11-09,58.79164505803036
2025-11-10,32.068170031652926
2025-11-11,32.068170031652926
2025-11-12,32.068170031652926
2025-11-13,26.723475026377436
2025-11-14,26.723475026377436
2025-11-15,37.41286503692841
2025-11-16,37.41286503692841
2025-11-17,32.068170031652926
2025-11-18,32.068170031652926
2025-11-19,26.723475026377436
2025-11-20,26.723475026377436
2025-11-21,32.068170031652926
2025-11-22,32.068170031652926
2025-11-23,37.41286503692841
2025-11-24,32.068170031652926
2025-11-25,26.723475026377436
2025-11-26,26.723475026377436
2025-11-27,32.068170031652926
2025-11-28,32.068170031652926
2025-11-29,48.10225504747939
2025-11-30,53.44695005275487
2025-12-01,26.723475026377436
2025-12-02,26.723475026377436
2025-12-03,26.723475026377436
2025-12-04,26.723475026377436
2025-12-05,26.723475026377436
2025-12-06,42.7575600422039
2025-12-07,48.10225504747939
2025-12-08,37.41286503692841
2025-12-09,32.068170031652926
2025-12-10,37.41286503692841
2025-12-11,36.5204614577946
2025-12-12,42.081570410053494
2025-12-13,48.12413960391591
2025-12-14,54.16670879777832
2025-12-15,36.03900121619108
2025-12-16,31.922272988742765
2025-12-17,43.044490893260544
2025-12-18,36.03900121619108
2025-12-19,47.642679362312386
2025-12-20,53.20378831457127
2025-12-21,57.32051654201959
2025-12-22,48.12413960391591
2025-12-23,48.605599845519436
2025-12-24,79.08349210945163
2025-12-25,96.24827920783181
2025-12-26,74.00384339879625
2025-12-27,69.88711517134794
2025-12-28,58.76489726683016
2025-12-29,43.044490893260544
2025-12-30,37.48338194100165
2025-12-31,37.48338194100165
2026-01-01,48.12413960391591
2026-01-02,43.044490893260544
2026-01-03,42.563030651657016
2026-01-04,47.161219120708864
2026-01-05,33.36665371355333
2026-01-06,27.32408451969092
2026-01-07,36.5204614577946
2026-01-08,32.40373323034629
2026-01-09,25.398243553276828
2026-01-10,41.40558077790309
2026-01-11,37.5538988450749
2026-01-12,30.813455462625555
2026-01-13,29.850534979418505
2026-01-14,21.18425063055507
2026-01-15,25.998853046590312
2026-01-16,23.110091596969166
2026-01-17,36.59097836186785
2026-01-18,36.59097836186785
2026-01-19,40.44266029469604
2026-01-20,24.073012080176216
2026-01-21,25.998853046590312
2026-01-22,16.369648214519827
2026-01-23,58.73814947562997
2026-01-24,67.4044338244934
2026-01-25,45.25726271073128
2026-01-26,28.88761449621146
2026-01-27,25.998853046590312
2026-01-28,25.998853046590312
2026-01-29,23.110091596969166
2026-01-30,25.998853046590312
2026-01-31,33.7022169122467
2026-02-01,32.739296429039655
2026-02-02,20.22133014734802
2026-02-03,17.332568697726874
2026-02-04,23.110091596969166
2026-02-05,27.92469401300441
2026-02-06,17.332568697726874
2026-02-07,19.25840966414097
2026-02-08,28.88761449621146
2026-02-09,18.295489180933924
2026-02-10,22.147171113762116
2026-02-11,19.25840966414097
2026-02-12,25.998853046590312
2026-02-13,26.961773529797362
2026-02-14,43.33142174431719
2026-02-15,46.22018319393833
2026-02-16,42.36850126111014
2026-02-17,31.776375945832605
2026-02-18,31.776375945832605
2026-02-19,25.998853046590312
2026-02-20,23.110091596969166
2026-02-21,31.776375945832605
2026-02-22,34.66513739545375
2026-02-23,29.850534979418505
2026-02-24,24.073012080176216
2026-02-25,20.22133014734802
2026-02-26,18.295489180933924
2026-02-27,20.22133014734802
2026-02-28,27.92469401300441
2026-03-01,35.6280578786608
2026-03-02,19.25840966414097
2026-03-03,18.295489180933924
2026-03-04,18.295489180933924
2026-03-05,15.406727731312778
2026-03-06,23.110091596969166
2026-03-07,31.776375945832605
2026-03-08,38.51681932828194
2026-03-09,24.073012080176216
2026-03-10,19.25840966414097
2026-03-11,21.18425063055507
2026-03-12,16.369648214519827
2026-03-13,19.25840966414097
2026-03-14,25.035932563383263
2026-03-15,28.88761449621146
2026-03-16,17.332568697726874
2026-03-17,17.332568697726874
2026-03-18,20.22133014734802
2026-03-19,19.25840966414097
2026-03-20,16.369648214519827
2026-03-21,27.92469401300441
2026-03-22,21.18425063055507
2026-03-23,19.25840966414097
2026-03-24,16.369648214519827
2026-03-25,17.332568697726874
2026-03-26,14.44380724810573
2026-03-27,16.369648214519827
2026-03-28,25.998853046590312
2026-03-29,23.110091596969166
2026-03-30,15.406727731312778
2026-03-31,15.406727731312778
2026-04-01,14.44380724810573
2026-04-02,17.332568697726874
2026-04-03,17.332568697726874
2026-04-04,23.110091596969166
2026-04-05,25.998853046590312
2026-04-06,13.480886764898681
2026-04-07,15.406727731312778
2026-04-08,14.44380724810573
2026-04-09,17.332568697726874
2026-04-10,15.406727731312778
2026-04-11,22.147171113762116
2026-04-12,20.22133014734802
2026-04-13,20.22133014734802
2026-04-14,16.369648214519827
2026-04-15,18.295489180933924
2026-04-16,17.332568697726874
2026-04-17,16.369648214519827
2026-04-18,16.369648214519827
2026-04-19,25.998853046590312
2026-04-20,18.295489180933924
2026-04-21,17.332568697726874
2026-04-22,20.22133014734802
2026-04-23,17.332568697726874
2026-04-24,24.073012080176216
2026-04-25,18.295489180933924
2026-04-26,21.18425063055507
2026-04-27,16.369648214519827
2026-04-28,18.295489180933924
2026-04-29,19.25840966414097
2026-04-30,16.369648214519827
2026-05-01,16.369648214519827
2026-05-02,21.18425063055507
2026-05-03,25.035932563383263
2026-05-04,14.44380724810573
2026-05-05,19.25840966414097
2026-05-06,20.22133014734802
2026-05-07,18.295489180933924
2026-05-08,18.295489180933924
2026-05-09,15.406727731312778
2026-05-10,34.66513739545375
2026-05-11,15.406727731312778
2026-05-12,12.517966281691631
2026-05-13,15.406727731312778
2026-05-14,16.369648214519827
2026-05-15,15.406727731312778
2026-05-16,27.92469401300441
2026-05-17,23.110091596969166
2026-05-18,19.25840966414097
2026-05-19,16.369648214519827
2026-05-20,20.22133014734802
2026-05-21,15.406727731312778
2026-05-22,14.44380724810573
2026-05-23,16.369648214519827
2026-05-24,19.25840966414097
2026-05-25,20.22133014734802
2026-05-26,18.295489180933924
2026-05-27,11.555045798484583
2026-05-28,15.406727731312778
2026-05-29,14.44380724810573
2026-05-30,24.073012080176216
2026-05-31,27.92469401300441
