Time,weather_today
2024-09-25,41.60265700483092
2024-09-26,51.79106280193237
2024-09-27,62.828502415458935
2024-09-28,44.9987922705314
2024-09-29,37.35748792270532
2024-09-30,30.565217391304348
2024-10-01,29.716183574879228
2024-10-02,28.018115942028984
2024-10-03,27.169082125603865
2024-10-04,29.716183574879228
2024-10-05,34.81038647342995
2024-10-06,39.05555555555556
2024-10-07,33.96135265700483
2024-10-08,32.26328502415459
2024-10-09,37.35748792270532
2024-10-10,31.414251207729468
2024-10-11,27.169082125603865
2024-10-12,32.26328502415459
2024-10-13,33.11231884057971
2024-10-14,32.26328502415459
2024-10-15,30.565217391304348
2024-10-16,30.565217391304348
2024-10-17,32.26328502415459
2024-10-18,30.565217391304348
2024-10-19,33.11231884057971
2024-10-20,30.565217391304348
2024-10-21,28.018115942028984
2024-10-22,27.169082125603865
2024-10-23,28.018115942028984
2024-10-24,28.018115942028984
2024-10-25,27.169082125603865
2024-10-26,30.565217391304348
2024-10-27,31.414251207729468
2024-10-28,32.26328502415459
2024-10-29,31.414251207729468
2024-10-30,33.96135265700483
2024-10-31,41.60265700483092
2024-11-01,33.96135265700483
2024-11-02,38.20652173913044
2024-11-03,39.05555555555556
2024-11-04,38.20652173913044
2024-11-05,30.565217391304348
2024-11-06,28.018115942028984
2024-11-07,34.81038647342995
2024-11-08,32.26328502415459
2024-11-09,33.96135265700483
2024-11-10,33.96135265700483
2024-11-11,33.11231884057971
2024-11-12,26.320048309178745
2024-11-13,31.414251207729468
2024-11-14,31.414251207729468
2024-11-15,29.716183574879228
2024-11-16,26.320048309178745
2024-11-17,30.565217391304348
2024-11-18,33.11231884057971
2024-11-19,32.26328502415459
2024-11-20,38.20652173913044
2024-11-21,38.20652173913044
2024-11-22,39.05555555555556
2024-11-23,33.96135265700483
2024-11-24,31.414251207729468
2024-11-25,32.26328502415459
2024-11-26,31.414251207729468
2024-11-27,27.169082125603865
2024-11-28,37.35748792270532
2024-11-29,34.81038647342995
2024-11-30,33.96135265700483
2024-12-01,34.81038647342995
2024-12-02,32.26328502415459
2024-12-03,27.169082125603865
2024-12-04,30.565217391304348
2024-12-05,38.20652173913044
2024-12-06,33.11231884057971
2024-12-07,28.867149758454104
2024-12-08,29.716183574879228
2024-12-09,32.26328502415459
2024-12-10,31.414251207729468
2024-12-11,38.20652173913044
2024-12-12,34.81038647342995
2024-12-13,29.716183574879228
2024-12-14,36.50845410628019
2024-12-15,36.50845410628019
2024-12-16,33.11231884057971
2024-12-17,30.565217391304348
2024-12-18,33.11231884057971
2024-12-19,32.26328502415459
2024-12-20,36.50845410628019
2024-12-21,37.35748792270532
2024-12-22,34.81038647342995
2024-12-23,30.565217391304348
2024-12-24,36.50845410628019
2024-12-25,29.716183574879228
2024-12-26,33.11231884057971
2024-12-27,35.65942028985507
2024-12-28,40.7536231884058
2024-12-29,43.30072463768116
2024-12-30,30.565217391304348
2024-12-31,33.11231884057971
2025-01-01,32.26328502415459
2025-01-02,28.018115942028984
2025-01-03,33.96135265700483
2025-01-04,39.90458937198068
2025-01-05,64.52657004830918
2025-01-06,75.56400966183575
2025-01-07,48.39492753623188
2025-01-08,43.30072463768116
2025-01-09,52.64009661835749
2025-01-10,61.979468599033815
2025-01-11,44.149758454106276
2025-01-12,35.65942028985507
2025-01-13,31.414251207729468
2025-01-14,29.716183574879228
2025-01-15,28.018115942028984
2025-01-16,29.716183574879228
2025-01-17,29.716183574879228
2025-01-18,42.45169082125604
2025-01-19,71.31884057971014
2025-01-20,56.88526570048309
2025-01-21,84.90338164251207
2025-01-22,62.828502415458935
2025-01-23,34.81038647342995
2025-01-24,30.565217391304348
2025-01-25,34.81038647342995
2025-01-26,37.35748792270532
2025-01-27,33.96135265700483
2025-01-28,27.169082125603865
2025-01-29,29.716183574879228
2025-01-30,29.716183574879228
2025-01-31,32.26328502415459
2025-02-01,28.867149758454104
2025-02-02,33.11231884057971
2025-02-03,32.26328502415459
2025-02-04,31.414251207729468
2025-02-05,38.20652173913044
2025-02-06,49.243961352657
2025-02-07,33.11231884057971
2025-02-08,40.7536231884058
2025-02-09,32.26328502415459
2025-02-10,30.565217391304348
2025-02-11,42.45169082125604
2025-02-12,52.64009661835749
2025-02-13,45.84782608695652
2025-02-14,38.20652173913044
2025-02-15,45.84782608695652
2025-02-16,51.79106280193237
2025-02-17,41.60265700483092
2025-02-18,42.45169082125604
2025-02-19,56.03623188405797
2025-02-20,43.30072463768116
2025-02-21,31.414251207729468
2025-02-22,27.169082125603865
2025-02-23,27.169082125603865
2025-02-24,32.26328502415459
2025-02-25,28.018115942028984
2025-02-26,27.169082125603865
2025-02-27,30.565217391304348
2025-02-28,27.169082125603865
2025-03-01,32.26328502415459
2025-03-02,33.96135265700483
2025-03-03,33.11231884057971
2025-03-04,50.09299516908212
2025-03-05,57.73429951690821
2025-03-06,37.35748792270532
2025-03-07,34.81038647342995
2025-03-08,33.11231884057971
2025-03-09,31.414251207729468
2025-03-10,34.81038647342995
2025-03-11,33.11231884057971
2025-03-12,38.20652173913044
2025-03-13,44.149758454106276
2025-03-14,50.09299516908212
2025-03-15,72.16787439613526
2025-03-16,64.52657004830918
2025-03-17,39.05555555555556
2025-03-18,33.96135265700483
2025-03-19,39.90458937198068
2025-03-20,35.65942028985507
2025-03-21,31.414251207729468
2025-03-22,33.11231884057971
2025-03-23,33.11231884057971
2025-03-24,35.65942028985507
2025-03-25,31.414251207729468
2025-03-26,36.50845410628019
2025-03-27,35.65942028985507
2025-03-28,39.90458937198068
2025-03-29,50.09299516908212
2025-03-30,53.48913043478261
2025-03-31,47.54589371980676
2025-04-01,39.05555555555556
2025-04-02,51.79106280193237
2025-04-03,52.64009661835749
2025-04-04,43.30072463768116
2025-04-05,44.9987922705314
2025-04-06,44.149758454106276
2025-04-07,43.30072463768116
2025-04-08,34.81038647342995
2025-04-09,33.11231884057971
2025-04-10,33.11231884057971
2025-04-11,36.50845410628019
2025-04-12,40.7536231884058
2025-04-13,33.96135265700483
2025-04-14,33.11231884057971
2025-04-15,38.72900408769974
2025-04-16,33.014353400222966
2025-04-17,36.6717298402081
2025-04-18,37.09624674842066
2025-04-19,40.7536231884058
2025-04-20,38.30448717948718
2025-04-21,35.85535117056856
2025-04-22,33.830732069862506
2025-04-23,35.46348940914159
2025-04-24,34.22259383128949
2025-04-25,39.937244518766256
2025-04-26,44.83551653660349
2025-04-27,39.937244518766256
2025-04-28,38.30448717948718
2025-04-29,41.57000185804534
2025-04-30,36.6717298402081
2025-05-01,41.57000185804534
2025-05-02,46.04375696767001
2025-05-03,51.75840765514678
2025-05-04,44.83551653660349
2025-05-05,40.7536231884058
2025-05-06,43.59462095875139
2025-05-07,37.9126254180602
2025-05-08,39.120865849126716
2025-05-09,39.120865849126716
2025-05-10,40.361761426978816
2025-05-11,38.30448717948718
2025-05-12,40.7536231884058
2025-05-13,36.6717298402081
2025-05-14,35.46348940914159
2025-05-15,44.67224080267559
2025-05-16,50.94202898550725
2025-05-17,57.21181716833891
2025-05-18,40.7536231884058
2025-05-19,41.53734671125976
2025-05-20,43.88851727982163
2025-05-21,36.835005574136005
2025-05-22,37.618729096989966
2025-05-23,35.2675585284281
2025-05-24,40.7536231884058
2025-05-25,46.2396878483835
2025-05-26,43.104793756967666
2025-05-27,39.18617614269788
2025-05-28,39.18617614269788
2025-05-29,41.53734671125976
2025-05-30,45.45596432552954
2025-05-31,45.45596432552954
2025-06-01,37.618729096989966
2025-06-02,32.91638795986622
2025-06-03,38.40245261984393
2025-06-04,36.835005574136005
2025-06-05,38.40245261984393
2025-06-06,42.32107023411371
2025-06-07,46.2396878483835
2025-06-08,50.15830546265329
2025-06-09,40.7536231884058
2025-06-10,39.18617614269788
2025-06-11,35.2675585284281
2025-06-12,37.618729096989966
2025-06-13,43.104793756967666
2025-06-14,56.42809364548495
2025-06-15,44.67224080267559
2025-06-16,37.618729096989966
2025-06-17,39.18617614269788
2025-06-18,45.45596432552954
2025-06-19,43.88851727982163
2025-06-20,38.40245261984393
2025-06-21,39.18617614269788
2025-06-22,42.32107023411371
2025-06-23,35.2675585284281
2025-06-24,40.7536231884058
2025-06-25,40.7536231884058
2025-06-26,40.7536231884058
2025-06-27,43.88851727982163
2025-06-28,41.53734671125976
2025-06-29,40.7536231884058
2025-06-30,37.618729096989966
2025-07-01,39.969899665551836
2025-07-02,36.05128205128205
2025-07-03,35.2675585284281
2025-07-04,44.67224080267559
2025-07-05,40.7536231884058
2025-07-06,40.7536231884058
2025-07-07,39.18617614269788
2025-07-08,35.2675585284281
2025-07-09,39.969899665551836
2025-07-10,39.18617614269788
2025-07-11,39.18617614269788
2025-07-12,43.104793756967666
2025-07-13,41.53734671125976
2025-07-14,40.7536231884058
2025-07-15,36.05128205128205
2025-07-16,38.40245261984393
2025-07-17,43.88851727982163
2025-07-18,34.483835005574136
2025-07-19,51.725752508361204
2025-07-20,46.2396878483835
2025-07-21,39.969899665551836
2025-07-22,32.91638795986622
2025-07-23,32.13266443701227
2025-07-24,33.700111482720175
2025-07-25,42.32107023411371
2025-07-26,43.88851727982163
2025-07-27,47.80713489409142
2025-07-28,36.835005574136005
2025-07-29,37.618729096989966
2025-07-30,58.77926421404682
2025-07-31,64.26532887402453
2025-08-01,47.02341137123746
2025-08-02,35.2675585284281
2025-08-03,33.700111482720175
2025-08-04,28.997770345596432
2025-08-05,32.91638795986622
2025-08-06,34.483835005574136
2025-08-07,31.348940914158305
2025-08-08,33.700111482720175
2025-08-09,39.18617614269788
2025-08-10,37.618729096989966
2025-08-11,33.700111482720175
2025-08-12,35.2675585284281
2025-08-13,40.7536231884058
2025-08-14,36.835005574136005
2025-08-15,32.13266443701227
2025-08-16,41.53734671125976
2025-08-17,41.53734671125976
2025-08-18,36.835005574136005
2025-08-19,36.835005574136005
2025-08-20,39.969899665551836
2025-08-21,36.835005574136005
2025-08-22,37.618729096989966
2025-08-23,43.104793756967666
2025-08-24,44.67224080267559
2025-08-25,35.2675585284281
2025-08-26,33.700111482720175
2025-08-27,33.700111482720175
2025-08-28,33.700111482720175
2025-08-29,35.2675585284281
2025-08-30,39.969899665551836
2025-08-31,36.05128205128205
2025-09-01,33.700111482720175
2025-09-02,31.348940914158305
2025-09-03,30.565217391304348
2025-09-04,31.348940914158305
2025-09-05,36.05128205128205
2025-09-06,54.860646599777034
2025-09-07,38.40245261984393
2025-09-08,31.348940914158305
2025-09-09,31.348940914158305
2025-09-10,28.214046822742475
2025-09-11,26.64659977703456
2025-09-12,27.430323299888517
2025-09-13,31.348940914158305
2025-09-14,28.214046822742475
2025-09-15,26.64659977703456
2025-09-16,34.483835005574136
2025-09-17,34.483835005574136
2025-09-18,34.483835005574136
2025-09-19,31.348940914158305
2025-09-20,37.618729096989966
2025-09-21,39.18617614269788
2025-09-22,37.618729096989966
2025-09-23,35.2675585284281
2025-09-24,38.40245261984393
2025-09-25,38.40245261984393
2025-09-26,36.835005574136005
2025-09-27,41.53734671125976
2025-09-28,36.835005574136005
2025-09-29,33.700111482720175
2025-09-30,32.13266443701227
2025-10-01,28.214046822742475
2025-10-02,30.565217391304348
2025-10-03,30.565217391304348
2025-10-04,32.13266443701227
2025-10-05,31.348940914158305
2025-10-06,32.13266443701227
2025-10-07,33.700111482720175
2025-10-08,36.05128205128205
2025-10-09,36.05128205128205
2025-10-10,40.7536231884058
2025-10-11,46.2396878483835
2025-10-12,48.59085841694537
2025-10-13,47.80713489409142
2025-10-14,37.618729096989966
2025-10-15,35.2675585284281
2025-10-16,28.214046822742475
2025-10-17,28.214046822742475
2025-10-18,39.969899665551836
2025-10-19,41.53734671125976
2025-10-20,32.91638795986622
2025-10-21,31.348940914158305
2025-10-22,32.91638795986622
2025-10-23,28.997770345596432
2025-10-24,32.91638795986622
2025-10-25,43.104793756967666
2025-10-26,36.835005574136005
2025-10-27,32.13266443701227
2025-10-28,32.13266443701227
2025-10-29,35.2675585284281
2025-10-30,38.40245261984393
2025-10-31,36.05128205128205
2025-11-01,37.618729096989966
2025-11-02,35.2675585284281
2025-11-03,29.78149386845039
2025-11-04,28.997770345596432
2025-11-05,32.13266443701227
2025-11-06,33.700111482720175
2025-11-07,33.700111482720175
2025-11-08,37.618729096989966
2025-11-09,45.45596432552954
2025-11-10,47.02341137123746
2025-11-11,41.53734671125976
2025-11-12,34.483835005574136
2025-11-13,35.2675585284281
2025-11-14,33.700111482720175
2025-11-15,39.969899665551836
2025-11-16,42.32107023411371
2025-11-17,36.05128205128205
2025-11-18,36.05128205128205
2025-11-19,36.835005574136005
2025-11-20,40.7536231884058
2025-11-21,36.05128205128205
2025-11-22,39.18617614269788
2025-11-23,34.483835005574136
2025-11-24,35.2675585284281
2025-11-25,36.835005574136005
2025-11-26,43.104793756967666
2025-11-27,39.969899665551836
2025-11-28,47.02341137123746
2025-11-29,57.21181716833891
2025-11-30,59.56298773690078
2025-12-01,49.37458193979933
2025-12-02,72.1025641025641
2025-12-03,36.835005574136005
2025-12-04,39.969899665551836
2025-12-05,47.02341137123746
2025-12-06,43.88851727982163
2025-12-07,46.2396878483835
2025-12-08,47.02341137123746
2025-12-09,43.104793756967666
2025-12-10,45.45596432552954
2025-12-11,40.92620248855752
2025-12-12,41.3180642499845
2025-12-13,49.34656004312521
2025-12-14,78.64100665985876
2025-12-15,52.94982012180847
2025-12-16,34.11154409261797
2025-12-17,41.3180642499845
2025-12-18,45.743299964441945
2025-12-19,47.74086088449707
2025-12-20,42.53190164718566
2025-12-21,42.53190164718566
2025-12-22,35.71724325124612
2025-12-23,41.3180642499845
2025-12-24,39.32050332992938
2025-12-25,45.743299964441945
2025-12-26,62.584015073577326
2025-12-27,54.55551928043661
2025-12-28,59.37261675632104
2025-12-29,54.16365751900963
2025-12-30,42.923763408612636
2025-12-31,42.923763408612636
2026-01-01,46.135161725868926
2026-01-02,39.32050332992938
2026-01-03,44.529462567240785
2026-01-04,42.53190164718566
2026-01-05,34.50340585404495
2026-01-06,33.28956845684378
2026-01-07,34.50340585404495
2026-01-08,36.500966774100064
2026-01-09,39.32050332992938
2026-01-10,46.03063560335435
2026-01-11,41.09878178870924
2026-01-12,36.16692797406413
2026-01-13,32.87902543096739
2026-01-14,39.45483051716087
2026-01-15,41.09878178870924
2026-01-16,39.45483051716087
2026-01-17,52.606440689547824
2026-01-18,78.90966103432174
2026-01-19,47.674586874902715
2026-01-20,46.03063560335435
2026-01-21,54.25039196109619
2026-01-22,62.47014831883804
2026-01-23,78.90966103432174
2026-01-24,108.50078392219238
2026-01-25,164.39512715483696
2026-01-26,113.43263773683749
2026-01-27,65.75805086193478
2026-01-28,44.386684331805974
2026-01-29,41.09878178870924
2026-01-30,49.31853814645108
2026-01-31,70.68990467657989
2026-02-01,62.47014831883804
2026-02-02,46.03063560335435
2026-02-03,37.8108792456125
2026-02-04,39.45483051716087
2026-02-05,36.16692797406413
2026-02-06,41.09878178870924
2026-02-07,44.386684331805974
2026-02-08,37.8108792456125
2026-02-09,36.16692797406413
2026-02-10,36.16692797406413
2026-02-11,41.09878178870924
2026-02-12,31.23507415941902
2026-02-13,32.87902543096739
2026-02-14,42.742733060257606
2026-02-15,46.03063560335435
2026-02-16,44.386684331805974
2026-02-17,46.03063560335435
2026-02-18,49.31853814645108
2026-02-19,49.31853814645108
2026-02-20,47.674586874902715
2026-02-21,42.742733060257606
2026-02-22,64.11409959038642
2026-02-23,73.97780721967663
2026-02-24,39.45483051716087
2026-02-25,39.45483051716087
2026-02-26,34.52297670251576
2026-02-27,39.45483051716087
2026-02-28,39.45483051716087
2026-03-01,37.8108792456125
2026-03-02,41.09878178870924
2026-03-03,44.386684331805974
2026-03-04,37.8108792456125
2026-03-05,39.45483051716087
2026-03-06,54.25039196109619
2026-03-07,59.1822457757413
2026-03-08,46.03063560335435
2026-03-09,44.386684331805974
2026-03-10,59.1822457757413
2026-03-11,69.04595340503153
2026-03-12,69.04595340503153
2026-03-13,59.1822457757413
2026-03-14,59.1822457757413
2026-03-15,85.48546612051521
2026-03-16,128.22819918077283
2026-03-17,60.826197047289675
2026-03-18,44.386684331805974
2026-03-19,42.742733060257606
2026-03-20,46.03063560335435
2026-03-21,46.03063560335435
2026-03-22,49.31853814645108
2026-03-23,46.03063560335435
2026-03-24,37.8108792456125
2026-03-25,87.12941739206359
2026-03-26,72.33385594812826
2026-03-27,88.77336866361195
2026-03-28,93.70522247825706
2026-03-29,118.3644915514826
2026-03-30,100.28102756445054
2026-03-31,69.04595340503153
2026-04-01,57.53829450419293
2026-04-02,57.53829450419293
2026-04-03,50.96248941799946
2026-04-04,54.25039196109619
2026-04-05,83.84151484896684
2026-04-06,75.621758491225
2026-04-07,75.621758491225
2026-04-08,47.674586874902715
2026-04-09,49.31853814645108
2026-04-10,54.25039196109619
2026-04-11,55.894343232644566
2026-04-12,49.31853814645108
2026-04-13,49.31853814645108
2026-04-14,59.1822457757413
2026-04-15,49.31853814645108
2026-04-16,46.03063560335435
2026-04-17,67.40200213348315
2026-04-18,59.1822457757413
2026-04-19,52.606440689547824
2026-04-20,46.03063560335435
2026-04-21,47.674586874902715
2026-04-22,47.674586874902715
2026-04-23,44.386684331805974
2026-04-24,52.606440689547824
2026-04-25,59.1822457757413
2026-04-26,57.53829450419293
2026-04-27,62.47014831883804
2026-04-28,69.04595340503153
2026-04-29,49.31853814645108
2026-04-30,46.03063560335435
2026-05-01,46.03063560335435
2026-05-02,52.606440689547824
2026-05-03,44.386684331805974
2026-05-04,42.742733060257606
2026-05-05,44.386684331805974
2026-05-06,55.894343232644566
2026-05-07,44.386684331805974
2026-05-08,44.386684331805974
2026-05-09,54.25039196109619
2026-05-10,47.674586874902715
2026-05-11,42.742733060257606
2026-05-12,42.742733060257606
2026-05-13,41.09878178870924
2026-05-14,39.45483051716087
2026-05-15,42.742733060257606
2026-05-16,47.674586874902715
2026-05-17,46.03063560335435
2026-05-18,55.894343232644566
2026-05-19,57.53829450419293
2026-05-20,59.1822457757413
2026-05-21,55.894343232644566
2026-05-22,60.826197047289675
2026-05-23,77.26570976277337
2026-05-24,70.68990467657989
2026-05-25,62.47014831883804
2026-05-26,52.606440689547824
2026-05-27,54.25039196109619
2026-05-28,47.674586874902715
2026-05-29,47.674586874902715
2026-05-30,54.25039196109619
2026-05-31,49.31853814645108
