Time,cheesecake_factory
2022-04-14,30.0
2022-04-15,41.0
2022-04-16,50.0
2022-04-17,59.0
2022-04-18,28.0
2022-04-19,26.0
2022-04-20,27.0
2022-04-21,28.0
2022-04-22,34.0
2022-04-23,52.0
2022-04-24,48.0
2022-04-25,26.0
2022-04-26,23.0
2022-04-27,25.0
2022-04-28,27.0
2022-04-29,35.0
2022-04-30,53.0
2022-05-01,52.0
2022-05-02,32.0
2022-05-03,28.0
2022-05-04,29.0
2022-05-05,30.0
2022-05-06,41.0
2022-05-07,69.0
2022-05-08,100.0
2022-05-09,33.0
2022-05-10,26.0
2022-05-11,28.0
2022-05-12,28.0
2022-05-13,35.0
2022-05-14,52.0
2022-05-15,48.0
2022-05-16,25.0
2022-05-17,25.0
2022-05-18,26.0
2022-05-19,28.0
2022-05-20,35.0
2022-05-21,51.0
2022-05-22,47.0
2022-05-23,28.0
2022-05-24,27.0
2022-05-25,27.0
2022-05-26,30.0
2022-05-27,36.0
2022-05-28,48.0
2022-05-29,48.0
2022-05-30,40.0
2022-05-31,25.0
2022-06-01,25.0
2022-06-02,28.0
2022-06-03,33.0
2022-06-04,50.0
2022-06-05,46.0
2022-06-06,28.0
2022-06-07,27.0
2022-06-08,28.0
2022-06-09,29.0
2022-06-10,36.0
2022-06-11,46.0
2022-06-12,46.0
2022-06-13,29.0
2022-06-14,26.0
2022-06-15,27.0
2022-06-16,30.0
2022-06-17,37.0
2022-06-18,51.0
2022-06-19,61.0
2022-06-20,35.0
2022-06-21,27.0
2022-06-22,29.0
2022-06-23,30.0
2022-06-24,34.0
2022-06-25,45.0
2022-06-26,44.0
2022-06-27,28.0
2022-06-28,26.0
2022-06-29,27.0
2022-06-30,28.0
2022-07-01,32.0
2022-07-02,43.0
2022-07-03,42.0
2022-07-04,38.0
2022-07-05,25.0
2022-07-06,26.0
2022-07-07,29.0
2022-07-08,35.0
2022-07-09,48.0
2022-07-10,48.0
2022-07-11,30.0
2022-07-12,27.0
2022-07-13,28.0
2022-07-14,28.0
2022-07-15,36.0
2022-07-16,47.0
2022-07-17,48.0
2022-07-18,28.0
2022-07-19,27.0
2022-07-20,28.0
2022-07-21,30.0
2022-07-22,35.0
2022-07-23,46.0
2022-07-24,49.0
2022-07-25,30.0
2022-07-26,29.0
2022-07-27,27.0
2022-07-28,29.0
2022-07-29,37.0
2022-07-30,50.0
2022-07-31,60.0
2022-08-01,29.0
2022-08-02,27.0
2022-08-03,28.0
2022-08-04,29.0
2022-08-05,35.0
2022-08-06,50.0
2022-08-07,48.0
2022-08-08,29.0
2022-08-09,28.0
2022-08-10,27.0
2022-08-11,30.0
2022-08-12,35.0
2022-08-13,49.0
2022-08-14,47.0
2022-08-15,27.0
2022-08-16,26.0
2022-08-17,28.0
2022-08-18,27.0
2022-08-19,35.0
2022-08-20,48.0
2022-08-21,46.0
2022-08-22,25.0
2022-08-23,24.0
2022-08-24,23.0
2022-08-25,26.0
2022-08-26,32.0
2022-08-27,46.0
2022-08-28,44.0
2022-08-29,22.79032258064516
2022-08-30,21.88709677419355
2022-08-31,20.983870967741936
2022-09-01,25.0
2022-09-02,31.225806451612904
2022-09-03,45.08064516129032
2022-09-04,50.0
2022-09-05,41.064516129032256
2022-09-06,21.38709677419355
2022-09-07,20.080645161290324
2022-09-08,20.080645161290324
2022-09-09,28.112903225806452
2022-09-10,43.2741935483871
2022-09-11,39.25806451612903
2022-09-12,21.88709677419355
2022-09-13,22.29032258064516
2022-09-14,21.88709677419355
2022-09-15,22.79032258064516
2022-09-16,30.822580645161292
2022-09-17,45.983870967741936
2022-09-18,39.75806451612903
2022-09-19,22.79032258064516
2022-09-20,22.29032258064516
2022-09-21,21.88709677419355
2022-09-22,25.403225806451616
2022-09-23,29.91935483870968
2022-09-24,45.58064516129032
2022-09-25,44.17741935483871
2022-09-26,24.096774193548388
2022-09-27,20.983870967741936
2022-09-28,21.7741935483871
2022-09-29,23.38709677419355
2022-09-30,30.645161290322584
2022-10-01,47.58064516129033
2022-10-02,39.516129032258064
2022-10-03,21.7741935483871
2022-10-04,21.7741935483871
2022-10-05,24.193548387096776
2022-10-06,22.580645161290324
2022-10-07,31.451612903225808
2022-10-08,47.58064516129033
2022-10-09,43.5483870967742
2022-10-10,26.612903225806452
2022-10-11,21.7741935483871
2022-10-12,22.580645161290324
2022-10-13,25.000000000000004
2022-10-14,33.06451612903226
2022-10-15,44.35483870967742
2022-10-16,45.96774193548387
2022-10-17,24.193548387096776
2022-10-18,21.7741935483871
2022-10-19,22.580645161290324
2022-10-20,23.38709677419355
2022-10-21,32.25806451612903
2022-10-22,45.96774193548387
2022-10-23,44.35483870967742
2022-10-24,25.000000000000004
2022-10-25,21.7741935483871
2022-10-26,21.7741935483871
2022-10-27,24.193548387096776
2022-10-28,29.838709677419356
2022-10-29,49.193548387096776
2022-10-30,39.516129032258064
2022-10-31,21.7741935483871
2022-11-01,21.7741935483871
2022-11-02,23.38709677419355
2022-11-03,23.38709677419355
2022-11-04,31.451612903225808
2022-11-05,46.7741935483871
2022-11-06,41.935483870967744
2022-11-07,24.193548387096776
2022-11-08,23.38709677419355
2022-11-09,20.161290322580648
2022-11-10,26.612903225806452
2022-11-11,40.322580645161295
2022-11-12,50.00000000000001
2022-11-13,46.7741935483871
2022-11-14,26.612903225806452
2022-11-15,24.193548387096776
2022-11-16,25.000000000000004
2022-11-17,25.806451612903228
2022-11-18,34.67741935483871
2022-11-19,50.00000000000001
2022-11-20,48.38709677419355
2022-11-21,29.03225806451613
2022-11-22,32.25806451612903
2022-11-23,42.74193548387097
2022-11-24,28.225806451612904
2022-11-25,32.25806451612903
2022-11-26,39.516129032258064
2022-11-27,36.29032258064517
2022-11-28,20.967741935483872
2022-11-29,20.967741935483872
2022-11-30,21.7741935483871
2022-12-01,23.38709677419355
2022-12-02,29.03225806451613
2022-12-03,47.58064516129033
2022-12-04,41.935483870967744
2022-12-05,25.000000000000004
2022-12-06,25.000000000000004
2022-12-07,25.806451612903228
2022-12-08,28.225806451612904
2022-12-09,33.06451612903226
2022-12-10,46.7741935483871
2022-12-11,48.38709677419355
2022-12-12,29.03225806451613
2022-12-13,27.41935483870968
2022-12-14,28.225806451612904
2022-12-15,30.645161290322584
2022-12-16,40.322580645161295
2022-12-17,54.032258064516135
2022-12-18,50.80645161290323
2022-12-19,37.09677419354839
2022-12-20,37.903225806451616
2022-12-21,39.516129032258064
2022-12-22,38.70967741935484
2022-12-23,45.96774193548387
2022-12-24,51.612903225806456
2022-12-25,38.70967741935484
2022-12-26,49.193548387096776
2022-12-27,47.58064516129033
2022-12-28,48.38709677419355
2022-12-29,49.193548387096776
2022-12-30,50.80645161290323
2022-12-31,58.06451612903226
2023-01-01,55.645161290322584
2023-01-02,43.5483870967742
2023-01-03,29.03225806451613
2023-01-04,27.41935483870968
2023-01-05,28.225806451612904
2023-01-06,37.903225806451616
2023-01-07,55.645161290322584
2023-01-08,48.38709677419355
2023-01-09,25.806451612903228
2023-01-10,25.000000000000004
2023-01-11,25.806451612903228
2023-01-12,26.612903225806452
2023-01-13,35.483870967741936
2023-01-14,62.09677419354839
2023-01-15,54.83870967741936
2023-01-16,39.516129032258064
2023-01-17,24.193548387096776
2023-01-18,25.000000000000004
2023-01-19,26.612903225806452
2023-01-20,32.25806451612903
2023-01-21,48.38709677419355
2023-01-22,45.16129032258065
2023-01-23,25.000000000000004
2023-01-24,24.193548387096776
2023-01-25,23.38709677419355
2023-01-26,25.806451612903228
2023-01-27,33.87096774193549
2023-01-28,54.83870967741936
2023-01-29,48.38709677419355
2023-01-30,24.193548387096776
2023-01-31,22.580645161290324
2023-02-01,24.193548387096776
2023-02-02,25.806451612903228
2023-02-03,33.06451612903226
2023-02-04,51.612903225806456
2023-02-05,54.83870967741936
2023-02-06,28.225806451612904
2023-02-07,24.193548387096776
2023-02-08,25.806451612903228
2023-02-09,26.612903225806452
2023-02-10,35.483870967741936
2023-02-11,54.032258064516135
2023-02-12,45.96774193548387
2023-02-13,29.838709677419356
2023-02-14,53.225806451612904
2023-02-15,42.74193548387097
2023-02-16,27.41935483870968
2023-02-17,35.483870967741936
2023-02-18,59.67741935483871
2023-02-19,57.25806451612904
2023-02-20,36.29032258064517
2023-02-21,25.000000000000004
2023-02-22,23.38709677419355
2023-02-23,25.806451612903228
2023-02-24,33.87096774193549
2023-02-25,54.032258064516135
2023-02-26,49.193548387096776
2023-02-27,27.41935483870968
2023-02-28,24.193548387096776
2023-03-01,23.38709677419355
2023-03-02,24.193548387096776
2023-03-03,29.838709677419356
2023-03-04,52.41935483870968
2023-03-05,48.38709677419355
2023-03-06,24.193548387096776
2023-03-07,22.580645161290324
2023-03-08,25.000000000000004
2023-03-09,25.806451612903228
2023-03-10,32.25806451612903
2023-03-11,50.80645161290323
2023-03-12,50.00000000000001
2023-03-13,27.41935483870968
2023-03-14,26.612903225806452
2023-03-15,26.612903225806452
2023-03-16,26.612903225806452
2023-03-17,33.87096774193549
2023-03-18,54.83870967741936
2023-03-19,49.193548387096776
2023-03-20,26.612903225806452
2023-03-21,25.806451612903228
2023-03-22,25.806451612903228
2023-03-23,28.225806451612904
2023-03-24,34.67741935483871
2023-03-25,52.41935483870968
2023-03-26,45.96774193548387
2023-03-27,25.806451612903228
2023-03-28,22.580645161290324
2023-03-29,25.000000000000004
2023-03-30,25.000000000000004
2023-03-31,33.87096774193549
2023-04-01,45.96774193548387
2023-04-02,47.58064516129033
2023-04-03,25.806451612903228
2023-04-04,22.580645161290324
2023-04-05,25.000000000000004
2023-04-06,28.225806451612904
2023-04-07,37.903225806451616
2023-04-08,50.80645161290323
2023-04-09,54.032258064516135
2023-04-10,25.000000000000004
2023-04-11,22.580645161290324
2023-04-12,23.38709677419355
2023-04-13,25.000000000000004
2023-04-14,30.645161290322584
2023-04-15,44.35483870967742
2023-04-16,41.12903225806452
2023-04-17,23.38709677419355
2023-04-18,20.967741935483872
2023-04-19,23.38709677419355
2023-04-20,24.193548387096776
2023-04-21,31.451612903225808
2023-04-22,61.29032258064517
2023-04-23,42.74193548387097
2023-04-24,23.38709677419355
2023-04-25,21.7741935483871
2023-04-26,23.38709677419355
2023-04-27,23.38709677419355
2023-04-28,30.645161290322584
2023-04-29,46.7741935483871
2023-04-30,44.35483870967742
2023-05-01,22.580645161290324
2023-05-02,21.7741935483871
2023-05-03,20.967741935483872
2023-05-04,21.7741935483871
2023-05-05,26.612903225806452
2023-05-06,42.74193548387097
2023-05-07,45.16129032258065
2023-05-08,25.000000000000004
2023-05-09,24.193548387096776
2023-05-10,26.612903225806452
2023-05-11,30.645161290322584
2023-05-12,37.09677419354839
2023-05-13,58.06451612903226
2023-05-14,80.64516129032259
2023-05-15,29.03225806451613
2023-05-16,23.38709677419355
2023-05-17,22.580645161290324
2023-05-18,25.806451612903228
2023-05-19,31.451612903225808
2023-05-20,48.38709677419355
2023-05-21,42.74193548387097
2023-05-22,25.000000000000004
2023-05-23,23.38709677419355
2023-05-24,25.000000000000004
2023-05-25,26.612903225806452
2023-05-26,31.451612903225808
2023-05-27,42.74193548387097
2023-05-28,43.5483870967742
2023-05-29,35.483870967741936
2023-05-30,21.7741935483871
2023-05-31,22.580645161290324
2023-06-01,25.000000000000004
2023-06-02,29.838709677419356
2023-06-03,41.12903225806452
2023-06-04,41.12903225806452
2023-06-05,24.193548387096776
2023-06-06,24.193548387096776
2023-06-07,26.612903225806452
2023-06-08,28.225806451612904
2023-06-09,31.451612903225808
2023-06-10,43.5483870967742
2023-06-11,41.12903225806452
2023-06-12,27.41935483870968
2023-06-13,25.806451612903228
2023-06-14,27.41935483870968
2023-06-15,28.225806451612904
2023-06-16,34.67741935483871
2023-06-17,48.38709677419355
2023-06-18,55.645161290322584
2023-06-19,31.451612903225808
2023-06-20,25.806451612903228
2023-06-21,26.612903225806452
2023-06-22,25.000000000000004
2023-06-23,34.67741935483871
2023-06-24,44.35483870967742
2023-06-25,47.58064516129033
2023-06-26,27.41935483870968
2023-06-27,25.806451612903228
2023-06-28,25.806451612903228
2023-06-29,27.41935483870968
2023-06-30,29.838709677419356
2023-07-01,40.322580645161295
2023-07-02,44.35483870967742
2023-07-03,33.06451612903226
2023-07-04,35.483870967741936
2023-07-05,25.806451612903228
2023-07-06,27.41935483870968
2023-07-07,33.87096774193549
2023-07-08,49.193548387096776
2023-07-09,45.16129032258065
2023-07-10,28.225806451612904
2023-07-11,25.806451612903228
2023-07-12,26.612903225806452
2023-07-13,29.03225806451613
2023-07-14,33.87096774193549
2023-07-15,49.193548387096776
2023-07-16,44.35483870967742
2023-07-17,28.225806451612904
2023-07-18,25.000000000000004
2023-07-19,27.41935483870968
2023-07-20,27.41935483870968
2023-07-21,35.483870967741936
2023-07-22,46.7741935483871
2023-07-23,48.38709677419355
2023-07-24,29.838709677419356
2023-07-25,25.806451612903228
2023-07-26,27.41935483870968
2023-07-27,29.03225806451613
2023-07-28,36.29032258064517
2023-07-29,49.193548387096776
2023-07-30,47.58064516129033
2023-07-31,32.25806451612903
2023-08-01,29.03225806451613
2023-08-02,28.225806451612904
2023-08-03,28.225806451612904
2023-08-04,33.06451612903226
2023-08-05,46.7741935483871
2023-08-06,45.96774193548387
2023-08-07,29.03225806451613
2023-08-08,25.806451612903228
2023-08-09,26.612903225806452
2023-08-10,28.225806451612904
2023-08-11,33.06451612903226
2023-08-12,45.96774193548387
2023-08-13,50.80645161290323
2023-08-14,27.41935483870968
2023-08-15,25.000000000000004
2023-08-16,26.612903225806452
2023-08-17,25.806451612903228
2023-08-18,32.25806451612903
2023-08-19,44.35483870967742
2023-08-20,42.74193548387097
2023-08-21,23.38709677419355
2023-08-22,24.193548387096776
2023-08-23,24.193548387096776
2023-08-24,24.193548387096776
2023-08-25,29.838709677419356
2023-08-26,45.96774193548387
2023-08-27,41.12903225806452
2023-08-28,21.7741935483871
2023-08-29,20.967741935483872
2023-08-30,22.580645161290324
2023-08-31,23.38709677419355
2023-09-01,29.838709677419356
2023-09-02,41.12903225806452
2023-09-03,43.5483870967742
2023-09-04,40.322580645161295
2023-09-05,20.161290322580648
2023-09-06,20.161290322580648
2023-09-07,20.967741935483872
2023-09-08,26.612903225806452
2023-09-09,39.516129032258064
2023-09-10,38.70967741935484
2023-09-11,20.967741935483872
2023-09-12,19.35483870967742
2023-09-13,21.7741935483871
2023-09-14,21.7741935483871
2023-09-15,28.225806451612904
2023-09-16,43.5483870967742
2023-09-17,37.903225806451616
2023-09-18,20.967741935483872
2023-09-19,20.161290322580648
2023-09-20,20.967741935483872
2023-09-21,22.580645161290324
2023-09-22,29.03225806451613
2023-09-23,45.16129032258065
2023-09-24,41.935483870967744
2023-09-25,23.38709677419355
2023-09-26,20.967741935483872
2023-09-27,21.7741935483871
2023-09-28,24.193548387096776
2023-09-29,29.03225806451613
2023-09-30,42.74193548387097
2023-10-01,37.903225806451616
2023-10-02,21.7741935483871
2023-10-03,21.7741935483871
2023-10-04,21.7741935483871
2023-10-05,22.580645161290324
2023-10-06,29.838709677419356
2023-10-07,43.5483870967742
2023-10-08,41.935483870967744
2023-10-09,26.612903225806452
2023-10-10,21.7741935483871
2023-10-11,21.7741935483871
2023-10-12,26.612903225806452
2023-10-13,44.35483870967742
2023-10-14,58.06451612903226
2023-10-15,50.00000000000001
2023-10-16,28.225806451612904
2023-10-17,27.41935483870968
2023-10-18,25.000000000000004
2023-10-19,27.41935483870968
2023-10-20,33.87096774193549
2023-10-21,46.7741935483871
2023-10-22,45.96774193548387
2023-10-23,26.612903225806452
2023-10-24,25.806451612903228
2023-10-25,28.225806451612904
2023-10-26,31.451612903225808
2023-10-27,42.74193548387097
2023-10-28,50.80645161290323
2023-10-29,45.96774193548387
2023-10-30,26.612903225806452
2023-10-31,23.38709677419355
2023-11-01,22.580645161290324
2023-11-02,27.41935483870968
2023-11-03,33.06451612903226
2023-11-04,48.38709677419355
2023-11-05,45.96774193548387
2023-11-06,26.612903225806452
2023-11-07,25.000000000000004
2023-11-08,25.806451612903228
2023-11-09,28.225806451612904
2023-11-10,38.70967741935484
2023-11-11,52.41935483870968
2023-11-12,48.38709677419355
2023-11-13,25.806451612903228
2023-11-14,23.38709677419355
2023-11-15,26.612903225806452
2023-11-16,29.03225806451613
2023-11-17,33.87096774193549
2023-11-18,49.193548387096776
2023-11-19,46.7741935483871
2023-11-20,33.06451612903226
2023-11-21,32.25806451612903
2023-11-22,37.09677419354839
2023-11-23,30.645161290322584
2023-11-24,33.06451612903226
2023-11-25,40.322580645161295
2023-11-26,38.70967741935484
2023-11-27,21.7741935483871
2023-11-28,20.967741935483872
2023-11-29,22.580645161290324
2023-11-30,23.38709677419355
2023-12-01,29.838709677419356
2023-12-02,45.16129032258065
2023-12-03,41.935483870967744
2023-12-04,25.806451612903228
2023-12-05,24.193548387096776
2023-12-06,25.000000000000004
2023-12-07,25.000000000000004
2023-12-08,33.06451612903226
2023-12-09,50.00000000000001
2023-12-10,52.41935483870968
2023-12-11,25.806451612903228
2023-12-12,25.806451612903228
2023-12-13,26.612903225806452
2023-12-14,30.645161290322584
2023-12-15,37.09677419354839
2023-12-16,50.80645161290323
2023-12-17,46.7741935483871
2023-12-18,30.645161290322584
2023-12-19,32.25806451612903
2023-12-20,36.29032258064517
2023-12-21,38.70967741935484
2023-12-22,44.499566590304006
2023-12-23,55.62736053495139
2023-12-24,53.24283326109838
2023-12-25,34.96145749489196
2023-12-26,36.954368150578915
2023-12-27,42.11503931645099
2023-12-28,43.704724165686336
2023-12-29,53.24283326109838
2023-12-30,57.21704538418674
2023-12-31,59.60157265803975
2024-01-01,51.26153179369699
2024-01-02,31.39047117825522
2024-01-03,29.800786329019875
2024-01-04,29.800786329019875
2024-01-05,35.36468330134357
2024-01-06,52.85121664293233
2024-01-07,42.90988174106866
2024-01-08,23.44204693207851
2024-01-09,22.647204507460838
2024-01-10,24.23688935669618
2024-01-11,26.62141663054919
2024-01-12,29.800786329019875
2024-01-13,46.49247724599096
2024-01-14,48.0821620952263
2024-01-15,32.57693022103894
2024-01-16,21.46074546467711
2024-01-17,21.852362082843168
2024-01-18,23.44204693207851
2024-01-19,28.21110147978453
2024-01-20,48.47377871339236
2024-01-21,46.21076094359482
2024-01-22,22.713763853631352
2024-01-23,23.496997089963468
2024-01-24,25.0634635626277
2024-01-25,25.846696798959815
2024-01-26,32.11256268961674
2024-01-27,54.04309330691598
2024-01-28,45.427527707262705
2024-01-29,22.713763853631352
2024-01-30,23.496997089963468
2024-01-31,25.846696798959815
2024-02-01,25.846696798959815
2024-02-02,32.11256268961674
2024-02-03,52.476626834251746
2024-02-04,48.56046065259117
2024-02-05,23.496997089963468
2024-02-06,22.713763853631352
2024-02-07,25.0634635626277
2024-02-08,25.0634635626277
2024-02-09,32.11256268961674
2024-02-10,52.476626834251746
2024-02-11,43.07782799826636
2024-02-12,22.713763853631352
2024-02-13,30.54609621695251
2024-02-14,51.69339359791963
2024-02-15,42.29459476193424
2024-02-16,44.64429447093059
2024-02-17,61.09219243390502
2024-02-18,56.392793015912325
2024-02-19,39.16166181660578
2024-02-20,26.62993003529193
2024-02-21,25.846696798959815
2024-02-22,27.413163271624047
2024-02-23,34.462262398613085
2024-02-24,57.17602625224444
2024-02-25,52.476626834251746
2024-02-26,25.846696798959815
2024-02-27,23.496997089963468
2024-02-28,23.496997089963468
2024-02-29,25.0634635626277
2024-03-01,32.11256268961674
2024-03-02,54.04309330691598
2024-03-03,55.60955977958021
2024-03-04,26.62993003529193
2024-03-05,22.713763853631352
2024-03-06,21.14729738096712
2024-03-07,25.0634635626277
2024-03-08,33.67902916228097
2024-03-09,54.04309330691598
2024-03-10,51.69339359791963
2024-03-11,25.0634635626277
2024-03-12,25.0634635626277
2024-03-13,27.413163271624047
2024-03-14,26.62993003529193
2024-03-15,34.462262398613085
2024-03-16,51.69339359791963
2024-03-17,46.993994179926936
2024-03-18,25.0634635626277
2024-03-19,21.930530617299237
2024-03-20,24.280230326295584
2024-03-21,25.0634635626277
2024-03-22,32.11256268961674
2024-03-23,52.476626834251746
2024-03-24,49.34369388892328
2024-03-25,27.413163271624047
2024-03-26,25.0634635626277
2024-03-27,27.413163271624047
2024-03-28,31.329329453284625
2024-03-29,43.07782799826636
2024-03-30,50.910160361587515
2024-03-31,51.69339359791963
2024-04-01,31.329329453284625
2024-04-02,25.846696798959815
2024-04-03,25.0634635626277
2024-04-04,25.846696798959815
2024-04-05,35.2454956349452
2024-04-06,50.910160361587515
2024-04-07,45.427527707262705
2024-04-08,22.713763853631352
2024-04-09,23.496997089963468
2024-04-10,24.280230326295584
2024-04-11,25.0634635626277
2024-04-12,33.67902916228097
2024-04-13,50.910160361587515
2024-04-14,48.56046065259117
2024-04-15,25.846696798959815
2024-04-16,22.713763853631352
2024-04-17,23.496997089963468
2024-04-18,24.280230326295584
2024-04-19,31.329329453284625
2024-04-20,50.910160361587515
2024-04-21,46.21076094359482
2024-04-22,22.713763853631352
2024-04-23,21.930530617299237
2024-04-24,25.0634635626277
2024-04-25,25.0634635626277
2024-04-26,32.11256268961674
2024-04-27,52.476626834251746
2024-04-28,44.64429447093059
2024-04-29,25.846696798959815
2024-04-30,21.930530617299237
2024-05-01,22.713763853631352
2024-05-02,24.280230326295584
2024-05-03,29.762862980620394
2024-05-04,45.427527707262705
2024-05-05,43.07782799826636
2024-05-06,25.846696798959815
2024-05-07,24.280230326295584
2024-05-08,26.62993003529193
2024-05-09,30.54609621695251
2024-05-10,42.29459476193424
2024-05-11,77.54009039687945
2024-05-12,78.32332363321156
2024-05-13,27.413163271624047
2024-05-14,24.280230326295584
2024-05-15,23.496997089963468
2024-05-16,23.496997089963468
2024-05-17,32.11256268961674
2024-05-18,47.77722741625905
2024-05-19,44.64429447093059
2024-05-20,24.280230326295584
2024-05-21,23.496997089963468
2024-05-22,24.280230326295584
2024-05-23,26.62993003529193
2024-05-24,32.11256268961674
2024-05-25,45.427527707262705
2024-05-26,43.86106123459847
2024-05-27,36.81196210760943
2024-05-28,24.280230326295584
2024-05-29,24.280230326295584
2024-05-30,25.846696798959815
2024-05-31,30.54609621695251
2024-06-01,44.64429447093059
2024-06-02,41.511361525602126
2024-06-03,24.280230326295584
2024-06-04,25.0634635626277
2024-06-05,25.0634635626277
2024-06-06,27.413163271624047
2024-06-07,30.54609621695251
2024-06-08,43.86106123459847
2024-06-09,42.29459476193424
2024-06-10,30.54609621695251
2024-06-11,27.413163271624047
2024-06-12,27.413163271624047
2024-06-13,28.196396507956162
2024-06-14,35.2454956349452
2024-06-15,46.21076094359482
2024-06-16,54.04309330691598
2024-06-17,29.762862980620394
2024-06-18,25.846696798959815
2024-06-19,30.54609621695251
2024-06-20,28.196396507956162
2024-06-21,32.89579592594885
2024-06-22,42.29459476193424
2024-06-23,39.944895052937895
2024-06-24,25.846696798959815
2024-06-25,24.280230326295584
2024-06-26,26.62993003529193
2024-06-27,25.846696798959815
2024-06-28,32.11256268961674
2024-06-29,43.07782799826636
2024-06-30,41.511361525602126
2024-07-01,26.62993003529193
2024-07-02,25.0634635626277
2024-07-03,25.846696798959815
2024-07-04,34.462262398613085
2024-07-05,35.2454956349452
2024-07-06,41.511361525602126
2024-07-07,37.59519534394155
2024-07-08,25.0634635626277
2024-07-09,24.280230326295584
2024-07-10,25.0634635626277
2024-07-11,25.846696798959815
2024-07-12,32.11256268961674
2024-07-13,43.86106123459847
2024-07-14,41.511361525602126
2024-07-15,23.496997089963468
2024-07-16,24.280230326295584
2024-07-17,25.846696798959815
2024-07-18,28.196396507956162
2024-07-19,32.89579592594885
2024-07-20,44.64429447093059
2024-07-21,43.07782799826636
2024-07-22,26.62993003529193
2024-07-23,26.62993003529193
2024-07-24,26.62993003529193
2024-07-25,29.762862980620394
2024-07-26,35.2454956349452
2024-07-27,44.64429447093059
2024-07-28,44.64429447093059
2024-07-29,33.67902916228097
2024-07-30,43.07782799826636
2024-07-31,33.67902916228097
2024-08-01,29.762862980620394
2024-08-02,32.89579592594885
2024-08-03,44.64429447093059
2024-08-04,44.64429447093059
2024-08-05,25.846696798959815
2024-08-06,25.0634635626277
2024-08-07,25.846696798959815
2024-08-08,26.62993003529193
2024-08-09,32.89579592594885
2024-08-10,43.07782799826636
2024-08-11,40.72812828927001
2024-08-12,25.0634635626277
2024-08-13,23.496997089963468
2024-08-14,25.0634635626277
2024-08-15,25.846696798959815
2024-08-16,32.11256268961674
2024-08-17,43.86106123459847
2024-08-18,41.64278766338938
2024-08-19,23.431117658870114
2024-08-20,23.431117658870114
2024-08-21,22.685482279677135
2024-08-22,23.785136419897036
2024-08-23,29.750219453440863
2024-08-24,44.97934794118821
2024-08-25,41.288768902362456
2024-08-26,21.939846900484156
2024-08-27,21.939846900484156
2024-08-28,22.685482279677135
2024-08-29,22.685482279677135
2024-08-30,27.904929934027983
2024-08-31,41.64278766338938
2024-09-01,46.11659993854725
2024-09-02,38.306227385590546
2024-09-03,21.19421152129118
2024-09-04,18.603286622685324
2024-09-05,20.448576142098197
2024-09-06,24.17675303806309
2024-09-07,40.15151690500342
2024-09-08,36.069321248011605
2024-09-09,20.448576142098197
2024-09-10,19.70294076290522
2024-09-11,18.603286622685324
2024-09-12,21.939846900484156
2024-09-13,29.750219453440863
2024-09-14,46.470618699574175
2024-09-15,37.56059200639757
2024-09-16,21.19421152129118
2024-09-17,21.241125661615236
2024-09-18,21.241125661615236
2024-09-19,22.657200705722918
2024-09-20,27.613463360099807
2024-09-21,45.314401411445836
2024-09-22,41.066176279122786
