Time,harris
2023-04-26,37
2023-04-27,37
2023-04-28,36
2023-04-29,32
2023-04-30,33
2023-05-01,41
2023-05-02,39
2023-05-03,45
2023-05-04,40
2023-05-05,43
2023-05-06,35
2023-05-07,36
2023-05-08,37
2023-05-09,36
2023-05-10,37
2023-05-11,36
2023-05-12,44
2023-05-13,38
2023-05-14,40
2023-05-15,40
2023-05-16,37
2023-05-17,38
2023-05-18,36
2023-05-19,36
2023-05-20,27
2023-05-21,27
2023-05-22,36
2023-05-23,37
2023-05-24,37
2023-05-25,35
2023-05-26,33
2023-05-27,31
2023-05-28,30
2023-05-29,35
2023-05-30,34
2023-05-31,36
2023-06-01,36
2023-06-02,39
2023-06-03,31
2023-06-04,29
2023-06-05,38
2023-06-06,40
2023-06-07,39
2023-06-08,36
2023-06-09,34
2023-06-10,28
2023-06-11,28
2023-06-12,36
2023-06-13,36
2023-06-14,39
2023-06-15,37
2023-06-16,35
2023-06-17,32
2023-06-18,37
2023-06-19,37
2023-06-20,37
2023-06-21,37
2023-06-22,34
2023-06-23,38
2023-06-24,34
2023-06-25,37
2023-06-26,37
2023-06-27,41
2023-06-28,41
2023-06-29,36
2023-06-30,38
2023-07-01,32
2023-07-02,30
2023-07-03,36
2023-07-04,34
2023-07-05,37
2023-07-06,37
2023-07-07,37
2023-07-08,44
2023-07-09,34
2023-07-10,35
2023-07-11,38
2023-07-12,39
2023-07-13,43
2023-07-14,43
2023-07-15,30
2023-07-16,34
2023-07-17,42
2023-07-18,37
2023-07-19,38
2023-07-20,45
2023-07-21,48
2023-07-22,38
2023-07-23,38
2023-07-24,38
2023-07-25,37
2023-07-26,38
2023-07-27,36
2023-07-28,35
2023-07-29,33
2023-07-30,29
2023-07-31,39
2023-08-01,39
2023-08-02,39
2023-08-03,36
2023-08-04,34
2023-08-05,31
2023-08-06,29
2023-08-07,38
2023-08-08,35
2023-08-09,36
2023-08-10,37
2023-08-11,36
2023-08-12,31
2023-08-13,28
2023-08-14,38
2023-08-15,39
2023-08-16,39
2023-08-17,54
2023-08-18,37
2023-08-19,33
2023-08-20,33
2023-08-21,37
2023-08-22,42
2023-08-23,35
2023-08-24,36
2023-08-25,36
2023-08-26,32
2023-08-27,34
2023-08-28,39
2023-08-29,36
2023-08-30,37
2023-08-31,37
2023-09-01,41
2023-09-02,31
2023-09-03,31
2023-09-04,35
2023-09-05,37
2023-09-06,41
2023-09-07,40
2023-09-08,38
2023-09-09,30
2023-09-10,39
2023-09-11,45
2023-09-12,42
2023-09-13,38
2023-09-14,36
2023-09-15,34
2023-09-16,29
2023-09-17,30
2023-09-18,38
2023-09-19,41
2023-09-20,37
2023-09-21,37
2023-09-22,33
2023-09-23,27
2023-09-24,33
2023-09-25,40
2023-09-26,34
2023-09-27,33
2023-09-28,44
2023-09-29,37
2023-09-30,30
2023-10-01,35
2023-10-02,34
2023-10-03,34
2023-10-04,36
2023-10-05,34
2023-10-06,37
2023-10-07,31
2023-10-08,29
2023-10-09,34
2023-10-10,37
2023-10-11,39
2023-10-12,40
2023-10-13,38
2023-10-14,42
2023-10-15,31
2023-10-16,100
2023-10-17,45
2023-10-18,52
2023-10-19,42
2023-10-20,40
2023-10-21,37
2023-10-22,33
2023-10-23,36
2023-10-24,34
2023-10-25,35
2023-10-26,35
2023-10-27,36
2023-10-28,28
2023-10-29,33
2023-10-30,38
2023-10-31,37
2023-11-01,37
2023-11-02,40
2023-11-03,40
2023-11-04,32
2023-11-05,28
2023-11-06,37
2023-11-07,41
2023-11-08,42
2023-11-09,36
2023-11-10,36
2023-11-11,29
2023-11-12,29
2023-11-13,35
2023-11-14,35
2023-11-15,40
2023-11-16,36
2023-11-17,34
2023-11-18,31
2023-11-19,34
2023-11-20,36
2023-11-21,37
2023-11-22,38
2023-11-23,41
2023-11-24,27
2023-11-25,29
2023-11-26,30
2023-11-27,47
2023-11-28,45
2023-11-29,47
2023-11-30,41
2023-12-01,40
2023-12-02,33
2023-12-03,29
2023-12-04,34
2023-12-05,33
2023-12-06,35
2023-12-07,38
2023-12-08,38
2023-12-09,31
2023-12-10,30
2023-12-11,35
2023-12-12,34
2023-12-13,36
2023-12-14,35
2023-12-15,35
2023-12-16,39
2023-12-17,29
2023-12-18,34
2023-12-19,35
2023-12-20,41
2023-12-21,38
2023-12-22,37
2023-12-23,42
2023-12-24,41
2023-12-25,41
2023-12-26,30
2023-12-27,39
2023-12-28,36
2023-12-29,35
2023-12-30,33
2023-12-31,40
2024-01-01,41
2024-01-02,39
2024-01-03,41
2024-01-04,38
2024-01-05,35
2024-01-06,43
2024-01-07,36
2024-01-08,38
2024-01-09,35
2024-01-10,37
2024-01-11,37
2024-01-12,41
2024-01-13,34
2024-01-14,29
2024-01-15,43
2024-01-16,39
2024-01-17,40
2024-01-18,36
2024-01-19,34
2024-01-20,32
