Time,harris
2025-04-15,57
2025-04-16,60
2025-04-17,57
2025-04-18,52
2025-04-19,53
2025-04-20,60
2025-04-21,64
2025-04-22,62
2025-04-23,55
2025-04-24,61
2025-04-25,65
2025-04-26,61
2025-04-27,55
2025-04-28,60
2025-04-29,64
2025-04-30,63
2025-05-01,77
2025-05-02,66
2025-05-03,49
2025-05-04,47
2025-05-05,60
2025-05-06,69
2025-05-07,62
2025-05-08,60
2025-05-09,58
2025-05-10,45
2025-05-11,49
2025-05-12,65
2025-05-13,62
2025-05-14,62
2025-05-15,64
2025-05-16,54
2025-05-17,49
2025-05-18,52
2025-05-19,61
2025-05-20,58
2025-05-21,65
2025-05-22,56
2025-05-23,57
2025-05-24,47
2025-05-25,46
2025-05-26,48
2025-05-27,66
2025-05-28,62
2025-05-29,59
2025-05-30,57
2025-05-31,46
2025-06-01,46
2025-06-02,59
2025-06-03,55
2025-06-04,60
2025-06-05,64
2025-06-06,56
2025-06-07,49
2025-06-08,48
2025-06-09,66
2025-06-10,82
2025-06-11,84
2025-06-12,100
2025-06-13,75
2025-06-14,57
2025-06-15,56
2025-06-16,63
2025-06-17,63
2025-06-18,60
2025-06-19,56
2025-06-20,57
2025-06-21,49
2025-06-22,55
2025-06-23,64
2025-06-24,63
2025-06-25,62
2025-06-26,65
2025-06-27,61
2025-06-28,50
2025-06-29,48
2025-06-30,59
2025-07-01,64
2025-07-02,61
2025-07-03,61
2025-07-04,58
2025-07-05,54
2025-07-06,55
2025-07-07,60
2025-07-08,65
2025-07-09,60
2025-07-10,69
2025-07-11,74
2025-07-12,55
2025-07-13,48
2025-07-14,64
2025-07-15,65
2025-07-16,61
2025-07-17,76
2025-07-18,54
2025-07-19,59
2025-07-20,75
2025-07-21,66
2025-07-22,60
2025-07-23,65
2025-07-24,64
2025-07-25,59
2025-07-26,54
2025-07-27,51
2025-07-28,63
2025-07-29,61
2025-07-30,77
2025-07-31,83
2025-08-01,84
2025-08-02,65
2025-08-03,58
2025-08-04,64
2025-08-05,67
2025-08-06,68
2025-08-07,64
2025-08-08,60
2025-08-09,58
2025-08-10,49
2025-08-11,60
2025-08-12,59
2025-08-13,64
2025-08-14,60
2025-08-15,60
2025-08-16,51
2025-08-17,54
2025-08-18,63
2025-08-19,60
2025-08-20,61
2025-08-21,64
2025-08-22,67
2025-08-23,57
2025-08-24,60
2025-08-25,67
2025-08-26,65
2025-08-27,68
2025-08-28,60
2025-08-29,76
2025-08-30,58
2025-08-31,53
2025-09-01,56
2025-09-02,61
2025-09-03,65
2025-09-04,65
2025-09-05,62
2025-09-06,62
2025-09-07,49
2025-09-08,56
2025-09-09,57
2025-09-10,62
2025-09-11,56
2025-09-12,57
2025-09-13,50
2025-09-14,46
2025-09-15,55
2025-09-16,66
2025-09-17,59
2025-09-18,59
2025-09-19,62
2025-09-20,53
2025-09-21,62
2025-09-22,80
2025-09-23,85
2025-09-24,75
2025-09-25,72
2025-09-26,67
2025-09-27,52
2025-09-28,53
2025-09-29,62
2025-09-30,61
2025-10-01,58
2025-10-02,60
2025-10-03,57
2025-10-04,44
2025-10-05,47
2025-10-06,59
2025-10-07,60
2025-10-08,62
2025-10-09,59
2025-10-10,52
2025-10-11,49
2025-10-12,48
2025-10-13,64
2025-10-14,59
2025-10-15,59
2025-10-16,57
2025-10-17,59
2025-10-18,47
2025-10-19,48
2025-10-20,57
2025-10-21,58
2025-10-22,61
2025-10-23,58
2025-10-24,58
2025-10-25,51
2025-10-26,50
2025-10-27,60
2025-10-28,55
2025-10-29,58
2025-10-30,63
2025-10-31,65
2025-11-01,51
2025-11-02,50
2025-11-03,65
2025-11-04,73
2025-11-05,70
2025-11-06,61
2025-11-07,55
2025-11-08,48
2025-11-09,49
2025-11-10,62
2025-11-11,59
2025-11-12,59
2025-11-13,57
2025-11-14,57
2025-11-15,50
2025-11-16,48
2025-11-17,57
2025-11-18,62
2025-11-19,59
2025-11-20,58
2025-11-21,56
2025-11-22,49
2025-11-23,46
2025-11-24,53
2025-11-25,58
2025-11-26,58
2025-11-27,57
2025-11-28,45
2025-11-29,44
2025-11-30,47
2025-12-01,58
2025-12-02,55
2025-12-03,57
2025-12-04,62
2025-12-05,60
2025-12-06,53
2025-12-07,50
2025-12-08,57
2025-12-09,55
2025-12-10,58
2025-12-11,55
2025-12-12,53
2025-12-13,52
2025-12-14,47
2025-12-15,56
2025-12-16,57
2025-12-17,59
2025-12-18,62
2025-12-19,56
2025-12-20,45
2025-12-21,47
2025-12-22,53
2025-12-23,54
2025-12-24,67
2025-12-25,50
2025-12-26,49
2025-12-27,49
2025-12-28,48
2025-12-29,60
2025-12-30,60
2025-12-31,62
2026-01-01,49
2026-01-02,54
2026-01-03,48
2026-01-04,50
2026-01-05,64
2026-01-06,62
2026-01-07,61
2026-01-08,58
2026-01-09,61
