Time,harris
2025-12-11,68
2025-12-12,64
2025-12-13,64
2025-12-14,58
2025-12-15,69
2025-12-16,70
2025-12-17,72
2025-12-18,75
2025-12-19,69
2025-12-20,55
2025-12-21,58
2025-12-22,65
2025-12-23,67
2025-12-24,82
2025-12-25,61
2025-12-26,60
2025-12-27,60
2025-12-28,59
2025-12-29,73
2025-12-30,74
2025-12-31,76
2026-01-01,60
2026-01-02,66
2026-01-03,58
2026-01-04,61
2026-01-05,78
2026-01-06,76
2026-01-07,75
2026-01-08,71
2026-01-09,75
2026-01-10,73
2026-01-11,60
2026-01-12,75
2026-01-13,76
2026-01-14,75
2026-01-15,78
2026-01-16,77
2026-01-17,76
2026-01-18,67
2026-01-19,74
2026-01-20,78
2026-01-21,80
2026-01-22,80
2026-01-23,77
2026-01-24,69
2026-01-25,74
2026-01-26,72
2026-01-27,75
2026-01-28,81
2026-01-29,86
2026-01-30,88
2026-01-31,86
2026-02-01,77
2026-02-02,80
2026-02-03,78
2026-02-04,84
2026-02-05,96
2026-02-06,91
2026-02-07,79
2026-02-08,65
2026-02-09,70
2026-02-10,76
2026-02-11,74
2026-02-12,78
2026-02-13,80
2026-02-14,71
2026-02-15,68
2026-02-16,82
2026-02-17,79
2026-02-18,82
2026-02-19,79
2026-02-20,79
2026-02-21,72
2026-02-22,63
2026-02-23,91
2026-02-24,89
2026-02-25,86
2026-02-26,88
2026-02-27,100
2026-02-28,82
2026-03-01,65
2026-03-02,84
2026-03-03,96
2026-03-04,87
2026-03-05,82
2026-03-06,78
2026-03-07,71
2026-03-08,68
2026-03-09,78
2026-03-10,83
2026-03-11,89
2026-03-12,80
2026-03-13,79
2026-03-14,63
2026-03-15,87
2026-03-16,97
2026-03-17,86
2026-03-18,80
2026-03-19,78
2026-03-20,80
2026-03-21,67
2026-03-22,65
2026-03-23,77
2026-03-24,76
2026-03-25,80
2026-03-26,90
2026-03-27,83
2026-03-28,68
2026-03-29,67
2026-03-30,75
2026-03-31,76
2026-04-01,80
2026-04-02,83
2026-04-03,80
2026-04-04,73
2026-04-05,77
2026-04-06,77
2026-04-07,80
2026-04-08,88
2026-04-09,81
2026-04-10,84
2026-04-11,79
2026-04-12,80
2026-04-13,85
2026-04-14,90
2026-04-15,90
2026-04-16,83
2026-04-17,83
2026-04-18,73
2026-04-19,75
2026-04-20,95
2026-04-21,82
2026-04-22,80
2026-04-23,81
2026-04-24,74
2026-04-25,81
2026-04-26,81
2026-04-27,81
2026-04-28,81
2026-04-29,79
2026-04-30,82
2026-05-01,82
2026-05-02,76
2026-05-03,95
2026-05-04,92
2026-05-05,83
2026-05-06,86
2026-05-07,86
2026-05-08,87
2026-05-09,84
2026-05-10,68
2026-05-11,85
2026-05-12,82
2026-05-13,84
2026-05-14,87
2026-05-15,84
2026-05-16,96
2026-05-17,89
2026-05-18,93
2026-05-19,81
2026-05-20,81
2026-05-21,77
2026-05-22,84
2026-05-23,75
2026-05-24,68
2026-05-25,66
2026-05-26,82
2026-05-27,85
2026-05-28,80
2026-05-29,80
2026-05-30,72
2026-05-31,72
