,Count,Mean,Std,Min,25%,50%,75%,Max
2020_election_results,1612.0,15.178351638281072,29.99630941556245,0.0,7.875,12.030303030303031,18.71774942824471,1050.0
2022_election_results,1612.0,10.1525259037574,50.315441815574474,0.0,0.0,0.5,9.802631578947368,1771.8309859154929
2024_election,1612.0,198.86833274268673,493.56727144362907,0.0,13.0,36.87457627118645,160.55805084745762,12808.049640253028
2024_election_results,1612.0,3.1472704714640196,8.195076491571957,0.0,0.0,0.0,4.0,100.0
2024_presidential_election,1612.0,76.85237532448495,124.81610926984175,0.0,14.0,27.798561151079134,91.59825327510916,1628.4133915574962
2024_united_states_elections_results,990.0,0.4712121212121212,5.807880489388861,0.0,0.0,0.0,0.0,100.0
2024_united_states_presidential_election,1612.0,3.992245657568238,13.609458158886147,0.0,0.0,0.0,0.0,100.0
2024_us_election_results,1612.0,2.6513204537398085,8.631897485036662,0.0,0.0,0.0,0.0,100.0
49ers,1612.0,6.238258633167907,15.713942971706906,0.0,1.25,2.5,4.5,250.0
80_for_brady,1612.0,3.855524113215481,11.067544414432321,0.0,0.0,0.0,1.3111325790996102,100.0
aaron_judge,1612.0,6.331996907150393,10.937046635262519,0.0,1.8153227087414625,4.0,7.458468744297862,220.43204320432045
aaron_rodgers,1612.0,3.609174375303408,8.691710104342205,0.0,1.0574730574730575,2.0,3.388888888888889,266.66666666666663
abcya,1612.0,24.954804835564744,21.072634243139742,1.0136993893170467,6.589046030560803,16.0,43.0,100.0
accuweather,1612.0,36.2537701702177,12.964314674307836,15.760898019133707,26.8514008748079,34.27272727272727,42.54545454545455,118.1818181818182
airbnb,1612.0,69.05818650593953,12.06635074889626,33.727857867152224,59.967105263157904,69.14210862766205,77.57894736842105,103.22338668378497
alabama_basketball,1612.0,5.896577750206782,11.90367752542198,0.0,1.0,2.0,6.0,166.66666666666669
all_quiet_on_the_western_front,1612.0,47.553526598529345,93.34606752297482,0.0,22.19476580927778,31.53993036055263,43.80545883410088,2600.0
amanda_aldridge,1192.0,0.584731543624161,7.080409113238174,0.0,0.0,0.0,0.0,100.0
amazon,1612.0,51.23865290521196,7.5986432010871106,32.20658803209579,45.711264822573725,50.46991957257384,55.0,105.1456657761955
amazon_prime,1612.0,26.090191623079853,6.593568481097855,14.82498051923536,21.10483219928497,25.48076923076923,29.326923076923077,101.12732095490716
amazon_stock,1612.0,13.369411016932988,7.465397281694216,2.531252888280571,7.366666666666666,13.601874122732411,16.61134707934125,100.0
amber_heard,1612.0,1.6970055090545852,6.5623499518548725,0.0,0.2436569107948738,0.4060228869704878,0.638035965239338,100.0
amber_rose,1612.0,20.94844512141612,61.7804346097949,0.0,12.0,16.15857827738251,22.403423273505293,2240.342327350529
amc,1612.0,28.078217481250878,10.710272011634075,10.121589760862244,20.06992204928565,26.905452955898603,33.97962276860896,100.0
american_airlines,1612.0,69.69483459593327,15.385854676814931,34.35821332555955,62.85714285714285,68.98944503848483,76.0,490.83161893656495
apple,1612.0,54.274235039525806,9.482996257047745,36.060669850731166,48.0,51.0,58.16451393609789,100.0
apple_stock,1612.0,34.532444349816146,17.21650511088757,6.912171199286669,18.50866991633725,36.683992470098616,43.89992735671793,143.4968589200503
arizona_election_results,1612.0,2.9550248138957818,13.06377873729355,0.0,0.0,0.0,0.0,100.0
arizona_governor_race,1260.0,1.2011904761904761,8.374440491513335,0.0,0.0,0.0,0.0,100.0
arsenal_vs_real_madrid,1612.0,2.352874276261373,10.840442239772178,0.0,0.0,0.0,0.0,177.77777777777777
artistic_swimming_olympics,1402.0,1.0684736091298146,8.265876576881748,0.0,0.0,0.0,0.0,100.0
atlanta_braves,1612.0,20.415955665952158,17.204893178159324,3.4452150223778952,6.0,14.884964607068888,31.001733800350262,128.0
auburn_basketball,1612.0,6.456128416863472,12.825886904638525,0.0,1.0,1.8106247431154951,6.0,136.23488773747843
australian_open,1612.0,24.91685365081041,173.5670878124774,0.0,0.0,0.0,6.0,2700.0
australian_open_2022,1612.0,3.5366004962779156,13.054862998222958,0.0,0.0,0.0,0.0,100.0
baker_mayfield,1612.0,6.099734251524972,11.360595622880668,0.0,1.707317073170732,3.414634146341464,6.146341463414634,170.7317073170732
bank_of_america,1612.0,50.413038839329616,12.561600392115993,20.020933174437577,42.85514931361301,49.94661720446612,59.327791277656985,122.47062094535536
bath_and_body_works,1612.0,31.893976070663555,20.684167205441163,13.142806483070997,21.415959444538473,26.57627118644068,33.0,300.0
batman,1612.0,6.129598227408525,5.841300414277363,3.2564598588930536,4.34299350214692,4.966442953020135,5.839169402153062,100.0
bengals,1612.0,3.7350061060371815,9.076022331221443,0.0,0.8952879581151832,1.0,2.6858638743455496,100.0
best_buy,1612.0,62.372293946033814,18.78263953898863,34.97387489695268,51.531427696986334,58.316552948692106,68.0359784401408,341.5061295971979
biden,1612.0,15.799093422399622,26.74251340986997,3.182403182403182,6.683046683046682,12.766283524904214,16.63336063336063,779.6887796887796
