Time,worth
2024-09-17,66.63671963013425
2024-09-18,68.77229753440129
2024-09-19,61.23786435544824
2024-09-20,62.2995310652733
2024-09-21,69.80422763872815
2024-09-22,69.7900152905121
2024-09-23,63.33495959377641
2024-09-24,61.17554867480862
2024-09-25,64.38219530387443
2024-09-26,64.36907621321345
2024-09-27,60.06555998104896
2024-09-28,67.55997993348608
2024-09-29,67.54620488829205
2024-09-30,61.10076985804108
2024-10-01,60.01658204258135
2024-10-02,62.14734961360603
2024-10-03,64.27724257858664
2024-10-04,63.1930547631269
2024-10-05,66.39270454384018
2024-10-06,66.37914815015718
2024-10-07,61.01352790514562
2024-10-08,59.93087065026299
2024-10-09,57.77867523115873
2024-10-10,58.83662486529652
2024-10-11,60.96367536063393
2024-10-12,65.22849027534853
2024-10-13,66.28425339437617
2024-10-14,60.926285952250154
2024-10-15,59.845159257944644
2024-10-16,60.901359679994314
2024-10-17,65.16180156448858
2024-10-18,64.08045621867207
2024-10-19,67.27070398441165
2024-10-20,65.12178833797262
2024-10-21,61.90639564846618
2024-10-22,59.7594478656263
2024-10-23,61.8810320731883
2024-10-24,60.801654590970934
2024-10-25,62.92214554097785
2024-10-26,63.975503493384295
2024-10-27,65.02842414276871
2024-10-28,59.68598095792486
2024-10-29,59.673736473307954
2024-10-30,60.72687577420339
2024-10-31,57.518917236071495
2024-11-01,58.572056536966926
2024-11-02,66.01312552071607
2024-11-03,65.99956912703307
2024-11-04,61.72885062152103
2024-11-05,56.395809451650884
2024-11-06,48.93724834702043
2024-11-07,61.690805258604215
2024-11-08,70.18545084627083
2024-11-09,68.0446253057394
2024-11-10,69.09361022792554
2024-11-11,65.89111797756904
2024-11-12,66.94010289975516
2024-11-13,69.05097318327736
2024-11-14,67.97465682221423
2024-11-15,66.8987777641731
2024-11-16,100.0
2024-11-17,76.42426019861149
2024-11-18,66.85745262859105
2024-11-19,65.78266682810501
2024-11-20,63.64752622686001
2024-11-21,63.63440713619904
2024-11-22,66.80235244781497
2024-11-23,66.78857740262094
2024-11-24,72.0743898461116
2024-11-25,62.52223192732922
2024-11-26,60.39037109874947
2024-11-27,66.73347722184486
2024-11-28,66.71970217665086
2024-11-29,70.94122409218424
2024-11-30,69.86796885227531
2024-12-01,67.73676397822861
2024-12-02,62.45360627261207
2024-12-03,60.3450143289711
2024-12-04,69.88299280299147
2024-12-05,72.01077509313332
2024-12-06,64.60697569142178
2024-12-07,72.03100677626603
2024-12-08,66.74398124887414
2024-12-09,65.69377624239299
2024-12-10,60.404370516985466
2024-12-11,65.71222277701398
2024-12-12,68.90151601421115
2024-12-13,64.67049722596346
2024-12-14,69.98117597113553
2024-12-15,71.05146389837341
2024-12-16,63.637102367967586
2024-12-17,63.64602811052614
2024-12-18,64.7158697506361
2024-12-19,67.90813823535278
2024-12-20,70.04008587202196
2024-12-21,72.17262855819504
2024-12-22,73.24425534681671
2024-12-23,70.06954082246519
2024-12-24,70.07935913927959
2024-12-25,74.33700639282696
2024-12-26,74.34741975914527
2024-12-27,75.42008788439877
2024-12-28,76.49305353440423
2024-12-29,77.56631670916165
2024-12-30,75.45177427048162
2024-12-31,72.27378697385862
2025-01-01,74.40989995705513
2025-01-02,73.3571659901824
2025-01-03,73.36743059412471
2025-01-04,79.75836434572506
2025-01-05,76.57874066296631
2025-01-06,72.33448202325677
2025-01-07,67.02514213946849
2025-01-08,68.09855407660187
2025-01-09,70.23645220831008
2025-01-10,72.3749453895222
2025-01-11,76.64300600938788
2025-01-12,79.84762177131057
2025-01-13,67.08137431758736
2025-01-14,71.35047627408487
2025-01-15,68.16519962103905
2025-01-16,74.56610045182977
2025-01-17,73.5111350493174
2025-01-18,80.98009237170635
2025-01-19,79.92572201869788
2025-01-20,79.93687919689609
2025-01-21,68.22232437341378
2025-01-22,70.36409032689735
2025-01-23,68.24136595753868
2025-01-24,70.38372696052618
2025-01-25,77.85952735221004
2025-01-26,77.87038700565627
2025-01-27,67.21258273319806
2025-01-28,67.22195476288454
2025-01-29,69.3656546272558
2025-01-30,64.03876078310238
2025-01-31,66.18260940984962
2025-02-01,69.3946632905711
2025-02-02,75.81088664608731
2025-02-03,69.41400239944795
2025-02-04,67.28755897068989
2025-02-05,68.36513625435059
2025-02-06,67.30630303006284
2025-02-07,71.58968617465403
2025-02-08,76.94291095935519
2025-02-09,82.29762336781612
2025-02-10,73.7574855439334
2025-02-11,67.35316317849524
2025-02-12,68.43178179878777
2025-02-13,69.51069794383224
2025-02-14,68.45082338291267
2025-02-15,78.08758007458101
2025-02-16,79.16828136813722
2025-02-17,74.89932817401566
2025-02-18,71.69932404574823
2025-02-19,72.7795790521765
2025-02-20,67.43751144567354
2025-02-21,69.5880543793397
2025-02-22,78.16359764870467
2025-02-23,78.17445730215091
2025-02-24,66.40396782530168
2025-02-25,65.34201059111844
2025-02-26,65.35108509605297
2025-02-27,71.78902775846167
2025-02-28,67.51248768316538
2025-03-01,71.80896191684243
2025-03-02,75.03470193615368
2025-03-03,69.684749923724
2025-03-04,65.40553212566012
2025-03-05,67.55934783159775
2025-03-06,65.42368113552918
2025-03-07,67.57809189097071
2025-03-08,72.95154835880457
2025-03-09,75.10759550038185
2025-03-10,67.60620798003015
2025-03-11,65.46905366020182
2025-03-12,68.69836397653648
2025-03-13,66.56076336958021
2025-03-14,65.49627717500539
2025-03-15,74.09621747403041
2025-03-16,71.95846810469816
2025-03-17,65.52350068980897
2025-03-18,65.5325751947435
2025-03-19,66.61610297344325
2025-03-20,67.69992827689494
2025-03-21,65.55979870954708
2025-03-22,78.46766794519931
2025-03-23,73.10328598229994
2025-03-24,65.58702222435066
2025-03-25,62.37005918522198
2025-03-26,66.68066584461675
2025-03-27,64.53860236638121
2025-03-28,64.54752810893977
2025-03-29,69.93615833912318
2025-03-30,72.09800721336352
2025-03-31,63.498066914338494
2025-04-01,61.35406952521528
2025-04-02,64.59215682173253
2025-04-03,64.60108256429109
2025-04-04,62.45634136328797
2025-04-05,71.08082745434899
2025-04-06,72.16777676769618
2025-04-07,63.559505775616515
2025-04-08,60.335997191944905
2025-04-09,60.34432788499955
2025-04-10,63.58583671616425
2025-04-11,67.90611292999745
2025-04-12,72.22757924283847
2025-04-13,78.70658032101652
2025-04-14,64.69926573243514
2025-04-15,64.70819147499368
2025-04-16,63.67998392880941
2025-04-17,67.83787194857766
2025-04-18,64.73496870266935
2025-04-19,67.85658167817154
2025-04-20,67.86593654296848
2025-04-21,64.761745930345
2025-04-22,63.23444420373852
2025-04-23,61.66519369356488
2025-04-24,61.67369031388504
2025-04-25,62.222165675043364
2025-04-26,67.92206573175014
2025-04-27,69.46870656723347
2025-04-28,64.82422612825485
2025-04-29,63.79415905237088
2025-04-30,60.68553417661733
2025-05-01,65.89028225586529
2025-05-02,60.20331880423856
2025-05-03,75.76349584640303
2025-05-04,75.77392065598102
2025-05-05,63.8468552632454
2025-05-06,68.01561437971957
2025-05-07,61.78414637804711
2025-05-08,59.71208262805187
2025-05-09,61.80113961868742
2025-05-10,67.01246757225738
2025-05-11,69.10309801110037
2025-05-12,69.11259591664344
2025-05-13,61.835126099968065
2025-05-14,68.96500957898807
2025-05-15,61.97707311705404
2025-05-16,60.98581937158207
2025-05-17,65.99372008666528
2025-05-18,72.00303616182558
2025-05-19,64.01148723395389
2025-05-20,65.02059246454297
2025-05-21,67.03042645962772
2025-05-22,66.03903539503946
2025-05-23,66.04809845671429
2025-05-24,70.06062585283695
2025-05-25,75.07525520461814
2025-05-26,75.08555413833955
2025-05-27,70.08946286725688
2025-05-28,68.09624448524266
2025-05-29,70.10868754353685
2025-05-30,71.11998987998649
2025-05-31,77.14070344179848
2025-06-01,75.14734774066797
2025-06-02,68.12771804242823
2025-06-03,64.11467369410275
2025-06-04,60.1023207860648
2025-06-05,67.10846739869756
2025-06-06,68.10420907265195
2025-06-07,69.09977788653448
2025-06-08,76.10333159808899
2025-06-09,68.08657734531975
2025-06-10,63.07476627178189
2025-06-11,66.072622188066
2025-06-12,66.06691780569382
2025-06-13,63.058430994988825
2025-06-14,68.05719113309942
2025-06-15,67.05055927461632
2025-06-16,64.04276390419886
2025-06-17,63.0366506259314
2025-06-18,65.03219618552949
2025-06-19,68.02780492087909
2025-06-20,69.02225014429436
2025-06-21,71.01675854346115
2025-06-22,67.01002358775943
2025-06-23,64.00404324809678
2025-06-24,64.99848847151206
2025-06-25,75.99166399165172
2025-06-26,73.98548753763275
2025-06-27,67.98078698132656
2025-06-28,71.97343384116971
2025-06-29,76.96493385626117
2025-06-30,64.96478075749462
2025-07-01,66.95790627608633
2025-07-02,70.94925668539032
2025-07-03,68.94472240205425
2025-07-04,74.93343340171114
2025-07-05,75.92597716433568
2025-07-06,79.91516682274113
2025-07-07,68.92086771213421
2025-07-08,84.8951716430523
2025-07-09,82.89046449964432
2025-07-10,79.88750921123963
2025-07-11,83.87462454878248
2025-07-12,87.8610484460378
2025-07-13,89.85011175294022
2025-07-14,77.8633553097447
2025-07-15,71.8676434771765
2025-07-16,75.85372165428804
2025-07-17,78.84111953622313
2025-07-18,75.84058428882483
2025-07-19,84.81435955944637
2025-07-20,99.7729564781074
2025-07-21,87.7925958575716
2025-07-22,82.79720649086273
2025-07-23,78.80015169918656
2025-07-24,78.79332372634711
2025-07-25,78.78649575350768
2025-07-26,83.76572270349536
2025-07-27,90.73833446218259
2025-07-28,75.77489746150879
2025-07-29,75.76832877877717
2025-07-30,79.74922115373218
2025-07-31,78.7455279164711
2025-08-01,72.75854551753308
2025-08-02,75.74205404785076
2025-08-03,80.71808308650857
2025-08-04,69.75031799693592
2025-08-05,71.73696126283197
2025-08-06,67.74569728356389
2025-08-07,67.73982004111983
2025-08-08,71.71829237506846
2025-08-09,74.7000723046673
2025-08-10,79.67316272210309
2025-08-11,66.72048296735322
2025-08-12,65.71895048099069
2025-08-13,69.69586707429235
2025-08-14,67.69867934401135
2025-08-15,67.6928021015673
2025-08-16,69.6777167667445
2025-08-17,74.648214283102
2025-08-18,64.68950109301883
2025-08-19,64.68388314068261
2025-08-20,62.688164721012626
2025-08-21,64.67264723601012
2025-08-22,62.67727453648391
2025-08-23,69.63536604913284
2025-08-24,71.61872497366309
2025-08-25,65.64479351015231
2025-08-26,69.61721574158499
2025-08-27,71.60005608589958
2025-08-28,66.6220391564151
2025-08-29,66.61624834400698
2025-08-30,69.59301533152119
2025-08-31,74.55746274536276
2025-09-01,74.55098049266708
2025-09-02,66.59308509437447
2025-09-03,67.58113449513003
2025-09-04,68.5690110358137
2025-09-05,68.56304736333368
2025-09-06,72.53140738307708
2025-09-07,69.54461451139358
2025-09-08,64.5715240939578
2025-09-09,64.56590614162155
2025-09-10,75.48587542131821
2025-09-11,75.47930673858662
2025-09-12,71.50048868449421
2025-09-13,72.48724163471064
2025-09-14,84.39560603530661
2025-09-15,69.49621369126598
2025-09-16,69.49016358875002
2025-09-17,65.51359271559213
2025-09-18,67.49297585846902
2025-09-19,67.48709861602497
2025-09-20,74.42781769144952
2025-09-21,74.42133543875384
2025-09-22,67.46946688869276
2025-09-23,65.47936642135903
2025-09-24,66.46568722139574
2025-09-25,64.47601890424171
2025-09-26,63.47854862956847
2025-09-27,68.4318465687735
2025-09-28,66.44252397176324
2025-09-29,66.43673315935511
2025-09-30,68.41395555133347
2025-10-01,66.42515153453887
2025-10-02,68.40202820637344
2025-10-03,65.4223225976372
2025-10-04,65.41661821526503
2025-10-05,71.35736054497401
2025-10-06,64.41422142854307
2025-10-07,64.40860347620682
2025-10-08,67.3754310095877
2025-10-09,66.37882503527388
2025-10-10,62.41046501553047
2025-10-11,78.2539138720321
2025-10-12,70.32333036509723
2025-10-13,74.2787258794493
2025-10-14,66.34987097323325
2025-10-15,67.33429031247923
2025-10-16,67.32841307003515
2025-10-17,68.31257311917331
2025-10-18,71.27646203133214
2025-10-19,72.26010350025466
2025-10-20,65.32534809731011
2025-10-21,66.30933528637638
2025-10-22,67.29314961537075
2025-10-23,66.29775366156014
2025-10-24,68.27082741181326
2025-10-25,69.25420959062792
2025-10-26,72.2159377518882
2025-10-27,63.30707143825923
2025-10-28,65.27971303833264
2025-10-29,69.23000918056412
2025-10-30,66.25721797470325
2025-10-31,63.284945349058034
2025-11-01,65.25689550884391
2025-11-02,74.14908082553605
2025-11-03,68.21119068701316
2025-11-04,64.2513008107921
2025-11-05,66.2224731002545
2025-11-06,66.21668228784638
2025-11-07,69.17555825792057
2025-11-08,68.18137232461312
2025-11-09,71.13955685439977
2025-11-10,65.20555606749427
2025-11-11,69.15135784785677
2025-11-12,62.23077697080673
2025-11-13,70.12696132343665
2025-11-14,69.1332075403089
2025-11-15,73.07728071995257
2025-11-16,71.09599611628492
2025-11-17,69.11505723276106
2025-11-18,68.12173559981302
2025-11-19,64.16703152574851
2025-11-20,66.13561091413264
2025-11-21,69.09085682269725
2025-11-22,73.03250996133451
2025-11-23,73.02611413867481
2025-11-24,67.09920061471655
2025-11-25,70.05332293281393
2025-11-26,70.04718640026204
2025-11-27,68.06806254749296
2025-11-28,70.03491333515825
2025-11-29,72.98773920271648
2025-11-30,76.92628086005985
2025-12-01,71.98879961743222
2025-12-02,70.01036720495067
2025-12-03,65.07435527293407
2025-12-04,76.89931468884589
2025-12-05,69.00615538747394
2025-12-06,77.871547393024
2025-12-07,76.87909006043542
2025-12-08,71.94463386906578
2025-12-09,70.95286797676471
2025-12-10,71.93201508381821
2025-12-11,73.68039621790743
2025-12-12,69.95453669521585
2025-12-13,80.6130540150856
2025-12-14,76.88723770741197
2025-12-15,77.81009563746913
2025-12-16,75.01469940243562
2025-12-17,74.57105750289014
2025-12-18,72.70579340223091
2025-12-19,70.84085559923545
2025-12-20,82.85888162703652
2025-12-21,78.69824268241751
2025-12-22,73.60929974435301
2025-12-23,75.89756838844754
2025-12-24,75.89090356444
2025-12-25,77.74181590907483
2025-12-26,82.81523640113372
2025-12-27,87.4510893742631
2025-12-28,84.65777571464618
2025-12-29,81.86495150152494
2025-12-30,87.42804314507251
2025-12-31,79.065668828246
2026-01-01,77.69402009919882
2026-01-02,80.47160009334026
2026-01-03,84.61315159575204
2026-01-04,80.45745470116573
2026-01-05,74.44670458921136
2026-01-06,71.16521239569275
2026-01-07,73.50588669191022
2026-01-08,68.86119066364277
2026-01-09,72.40527971087775
2026-01-10,81.99394858766888
2026-01-11,79.3701390308226
2026-01-12,72.38617673068654
2026-01-13,71.50776317820565
2026-01-14,73.24541058418025
2026-01-15,69.7513963860196
2026-01-16,73.23252182646088
2026-01-17,79.32825056823462
2026-01-18,78.44960685936589
2026-01-19,77.57111658808907
2026-01-20,72.33523545017664
2026-01-21,74.071732074212
2026-01-22,73.19385555330275
2026-01-23,73.18741117444307
2026-01-24,75.7945727525685
2026-01-25,86.24140141971007
2026-01-26,70.55493239365457
2026-01-27,73.16163365900432
2026-01-28,71.4133990591888
2026-01-29,74.01956329296691
2026-01-30,72.27155884953925
2026-01-31,79.23051082219604
2026-02-01,81.83529411764707
2026-02-02,72.32890675500971
2026-02-03,68.90988202973497
2026-02-04,79.45404411764707
2026-02-05,72.5391564318035
2026-02-06,76.98329023917259
2026-02-07,80.56021331609567
2026-02-08,80.63789592760182
2026-02-09,72.81948933419521
2026-02-10,74.6459478021978
2026-02-11,75.59675177763414
2026-02-12,73.90961538461538
2026-02-13,71.33838073691015
2026-02-14,76.69616596638656
2026-02-15,78.53444570135747
2026-02-16,75.95983354880414
2026-02-17,71.6119586296057
2026-02-18,69.91046784098256
2026-02-19,70.86296056884292
2026-02-20,72.7037734324499
2026-02-21,82.53524563671623
2026-02-22,83.502092760181
2026-02-23,73.80065449256627
2026-02-24,71.20071105365224
2026-02-25,73.04996767937944
2026-02-26,73.11920652876535
2026-02-27,71.40336134453783
2026-02-28,72.36429783451841
2026-03-01,73.32692307692308
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
