Time,worth
2022-07-06,79.52705234993529
2022-07-07,80.70913821738834
2022-07-08,76.04218926944866
2022-07-09,85.41452705884461
2022-07-10,90.1088029453032
2022-07-11,80.75941978426313
2022-07-12,79.60138162270673
2022-07-13,79.6137698348353
2022-07-14,78.45518513450853
2022-07-15,84.32316662727436
2022-07-16,89.02163264430584
2022-07-17,92.55003664683261
2022-07-18,80.84741252629402
2022-07-19,83.20375053882468
2022-07-20,79.7004873197353
2022-07-21,77.3683791926914
2022-07-22,76.20797269646339
2022-07-23,84.42810207118697
2022-07-24,89.1323978351025
2022-07-25,77.4164746044847
2022-07-26,78.60165752496988
2022-07-27,79.78720480463532
2022-07-28,80.973116443481
2022-07-29,91.5490372919649
2022-07-30,88.04158394230261
2022-07-31,90.40338734253706
2022-08-01,82.19765015543344
2022-08-02,84.55927137607775
2022-08-03,78.69930578527746
2022-08-04,79.8863105016639
2022-08-05,88.12356475785936
2022-08-06,88.1372282271188
2022-08-07,90.501582141615
2022-08-08,79.93586335017818
2022-08-09,81.1239611441054
2022-08-10,75.25707272888032
2022-08-11,79.9730279865639
2022-08-12,82.3379284398305
2022-08-13,81.1742427109802
2022-08-14,90.59977694069296
2022-08-15,77.66897551639943
2022-08-16,72.9730600136297
2022-08-17,76.51585620377644
2022-08-18,81.23709466957368
2022-08-19,71.82941403969328
2022-08-20,81.26223545301109
2022-08-21,91.87586747665105
2022-08-22,78.93122040350794
2022-08-23,77.765166339986
2022-08-24,75.42030564163328
2022-08-25,74.25334068016069
2022-08-26,75.4436246291694
2022-08-27,84.88719463830466
2022-08-28,86.07948256280477
2022-08-29,77.01176223615512
2022-08-30,77.02365856339037
2022-08-31,74.4401763185065
2022-09-01,75.98554147672644
2022-09-02,75.99727384233056
2022-09-03,83.9167754873316
2022-09-04,87.58911183472948
2022-09-05,90.67226348022012
2022-09-06,74.98147375545709
2022-09-07,70.26907099978095
2022-09-08,76.06766803595528
2022-09-09,75.01617896737609
2022-09-10,80.81729008189417
2022-09-11,83.42953848405891
2022-09-12,72.4506960659967
2022-09-13,73.99857530256038
2022-09-14,74.00997974490228
2022-09-15,72.48419889262088
2022-09-16,75.68847399829885
2022-09-17,76.17325932639235
2022-09-18,81.98167584247446
2022-09-19,72.5288693281198
2022-09-20,70.40998691274346
2022-09-21,73.61639351962592
2022-09-22,74.10121528363742
2022-09-23,71.50802286659984
2022-09-24,79.9260643987489
2022-09-25,80.53049753234968
2022-09-26,71.5410338083307
2022-09-27,68.23505558677284
2022-09-28,66.34983943307621
2022-09-29,70.15204386098746
2022-09-30,70.16282889272293
2022-10-01,74.91507432475963
2022-10-02,74.9265880748556
2022-10-03,72.09235112273822
2022-10-04,73.05215695289442
2022-10-05,80.65437965363542
2022-10-06,75.92166387366022
2022-10-07,75.93332336742829
2022-10-08,77.84360743272627
2022-10-09,78.8050164432756
2022-10-10,69.32107543696841
2022-10-11,74.08046230893805
2022-10-12,85.49057344080222
2022-10-13,79.80344434653854
2022-10-14,74.11456632820965
2022-10-15,75.07626682610318
2022-10-16,76.98873704648267
2022-10-17,71.29679841103966
2022-10-18,74.16003835390512
2022-10-19,72.26957542801286
2022-10-20,71.32959073726236
2022-10-21,70.38931455916766
2022-10-22,80.86497925982114
2022-10-23,77.07137370856385
2022-10-24,76.13153476148545
2022-10-25,82.80572375258821
2022-10-26,80.91453210833544
2022-10-27,80.92692032046402
2022-10-28,85.70044432862744
2022-10-29,89.52305287063281
2022-10-30,86.67919683615678
2022-10-31,72.40249365696884
2022-11-01,76.22481071163
2022-11-02,73.37760257269564
2022-11-03,75.29502807792657
2022-11-04,84.83901547713931
2022-11-05,90.57234531545895
2022-11-06,90.58619096430853
2022-11-07,78.20213686609439
2022-11-08,75.3525968284064
2022-11-09,64.87037366250837
2022-11-10,73.46738067470977
2022-11-11,76.34140564931069
2022-11-12,82.07954502880965
2022-11-13,84.9557561584921
2022-11-14,73.51226972571683
2022-11-15,72.56864144316381
2022-11-16,70.6697253842897
2022-11-17,73.54593651397212
2022-11-18,74.512446553045
2022-11-19,79.30098215943481
2022-11-20,77.40192035688858
2022-11-21,70.72365054296702
2022-11-22,69.77856482369299
2022-11-23,73.61327009048273
2022-11-24,77.44914130664925
2022-11-25,77.46094654408944
2022-11-26,82.25502041001909
2022-11-27,79.39775595770978
2022-11-28,71.75589097815737
2022-11-29,71.76682175356493
2022-11-30,72.7347892293588
2022-12-01,75.61741308061364
2022-12-02,71.79961407978762
2022-12-03,86.17265382623421
2022-12-04,79.48243303120037
2022-12-05,70.87464098726352
2022-12-06,71.84333718141788
2022-12-07,75.68649558118946
2022-12-08,73.78160403175922
2022-12-09,70.91778111420537
2022-12-10,76.67953096858467
2022-12-11,81.48438986624978
2022-12-12,71.90892183386325
2022-12-13,71.91985260927082
2022-12-14,72.8898604964741
2022-12-15,73.86015987102157
2022-12-16,75.79011933205318
2022-12-17,79.63969045339721
2022-12-18,81.57110735114979
2022-12-19,77.7442722426535
2022-12-20,71.99636803712377
2022-12-21,76.80778540003342
2022-12-22,76.81944489380149
2022-12-23,80.67265960694803
2022-12-24,75.88222933282091
2022-12-25,82.61850512823862
2022-12-26,85.51351719162206
2022-12-27,82.64357303983998
2022-12-28,81.69498947243552
2022-12-29,84.59116748519577
2022-12-30,85.56540193888996
2022-12-31,92.30925640525695
2023-01-01,90.39984680199156
2023-01-02,90.3996772424494
2023-01-03,76.93575121949551
2023-01-04,78.85899708633974
2023-01-05,78.85884917269657
2023-01-06,79.82039273782235
2023-01-07,87.51376041990648
2023-01-08,90.39865988519638
2023-01-09,75.01151324894713
2023-01-10,77.89642534101145
2023-01-11,78.85796169083757
2023-01-12,77.89613312137494
2023-01-13,96.16788519945271
2023-01-14,87.51261138343455
2023-01-15,85.58909674667775
2023-01-16,81.74224244418106
2023-01-17,80.78041748236826
2023-01-18,73.08690729811573
2023-01-19,75.01010626551212
2023-01-20,76.93329801760883
2023-01-21,84.62646908277706
2023-01-22,86.54963558132494
2023-01-23,77.89452591337418
2023-01-24,77.89437980355594
2023-01-25,73.08594766326006
2023-01-26,75.97077677937823
2023-01-27,73.08567348187272
2023-01-28,80.77875074814527
2023-01-29,82.70189920844399
2023-01-30,75.97020677070456
2023-01-31,82.70158895055832
2023-02-01,81.73978924229438
2023-02-02,77.89306481519168
2023-02-03,78.85455967704472
2023-02-04,85.58588593832607
2023-02-05,83.6624506698656
2023-02-06,80.77738705650826
2023-02-07,73.08416548424239
2023-02-08,71.16076448845533
2023-02-09,71.16063100541149
2023-02-10,71.16049752236766
2023-02-11,81.73825599111521
2023-02-12,84.62297687773838
2023-02-13,95.20067040878892
2023-02-14,71.15996359019232
2023-02-15,75.0063074102376
2023-02-16,75.96778423384146
2023-02-17,77.89087316791793
2023-02-18,86.54525228677741
2023-02-19,89.42992627395274
2023-02-20,81.73687606505395
2023-02-21,74.04385471735382
2023-02-22,71.15889572584166
2023-02-23,72.12036713797076
2023-02-24,74.04343803379807
2023-02-25,83.65931201451059
2023-02-26,86.54395353283742
2023-02-27,75.00461903011559
2023-02-28,74.04288245572373
2023-03-01,72.11955541675826
2023-03-02,70.19623559309247
2023-03-03,74.04246577216799
2023-03-04,80.77344750289025
2023-03-05,85.58123026621612
2023-03-06,74.04204908861223
2023-03-07,70.19557719699787
2023-03-08,74.04177129957505
2023-03-09,70.19531383856004
2023-03-10,73.0799156727387
2023-03-11,76.92608271794214
2023-03-12,81.73380956269561
2023-03-13,77.8873665322799
2023-03-14,72.11779668746449
2023-03-15,73.07923021927037
2023-03-16,76.92536118797547
2023-03-17,76.92521688198214
2023-03-18,79.80976279758838
2023-03-19,81.73273628687018
2023-03-20,75.00166436490208
2023-03-21,73.07840767510837
2023-03-22,71.1551582006143
2023-03-23,74.0396878817963
2023-03-24,73.07799640302736
2023-03-25,78.84716399488636
2023-03-26,81.73166301104476
2023-03-27,73.07758513094635
2023-03-28,72.115902671302
2023-03-29,69.23113668905592
2023-03-30,70.19254857496279
2023-03-31,72.11549681069573
2023-04-01,77.88459044573314
2023-04-02,79.80751703556713
2023-04-03,73.07662549609068
2023-04-04,72.11495566322074
2023-04-05,75.96094412975742
2023-04-06,74.99927249306258
2023-04-07,75.96065912542059
2023-04-08,78.84509320388202
2023-04-09,84.614087628549
2023-04-10,71.15262202278146
2023-04-11,67.30640807813019
2023-04-12,70.19083674511685
2023-04-13,69.2291885581459
2023-04-14,72.11360279453322
2023-04-15,75.95951910807325
2023-04-16,80.76693208729122
2023-04-17,68.26715976411755
2023-04-18,68.26703169254846
2023-04-19,72.11292636018948
2023-04-20,68.2667755494103
2023-04-21,69.2281495549939
2023-04-22,79.80452268620544
2023-04-23,85.57336378575451
2023-04-24,79.80422325126928
2023-04-25,77.88108381009513
2023-04-26,74.4782512286839
2023-04-27,71.16283971044153
2023-04-28,71.16270620397138
2023-04-29,79.70357984350773
2023-04-30,86.8146795009026
2023-05-01,74.00929738417143
2023-05-02,70.21317672528599
2023-05-03,70.21304499921449
2023-05-04,66.41694570511248
2023-05-05,66.41682110063545
2023-05-06,77.80455647068302
2023-05-07,79.2216469950691
2023-05-08,74.0083254505095
2023-05-09,69.73151983863332
2023-05-10,68.31416049748209
2023-05-11,66.41607347377322
2023-05-12,68.31390416693354
2023-05-13,76.85455881743974
2023-05-14,79.22060659805238
2023-05-15,71.16043659397916
2023-05-16,71.16030308750902
2023-05-17,68.31326334056217
2023-05-18,68.3131351752879
2023-05-19,72.10886775412696
2023-05-20,82.06660504607004
2023-05-21,85.39405993362486
2023-05-22,74.00638158318567
2023-05-23,73.05728467108582
2023-05-24,73.05714760381845
2023-05-25,77.72686559392078
2023-05-26,70.23498773965491
2023-05-27,75.85364444406927
2023-05-28,80.535817075565
2023-05-29,79.59920474366692
2023-05-30,73.98029854918293
2023-05-31,75.85307518503713
2023-06-01,71.17065306347173
2023-06-02,73.0434279423536
2023-06-03,76.78910068817984
2023-06-04,84.28056214000553
2023-06-05,71.17011894388602
2023-06-06,73.04287976698932
2023-06-07,78.66141524031349
2023-06-08,75.85193666697283
2023-06-09,74.9153524466319
2023-06-10,84.27961337495195
2023-06-11,86.15233203071953
2023-06-12,77.72424067727255
2023-06-13,77.72409484856988
2023-06-14,77.72394901986719
2023-06-15,74.91450909991761
2023-06-16,76.78722775568521
2023-06-17,79.5963672333678
2023-06-18,83.34192226204851
2023-06-19,76.78679554049413
2023-06-20,76.78665146876376
2023-06-21,76.7865073970334
2023-06-22,77.72278239024575
2023-06-23,78.65905386951349
2023-06-24,80.53173738583463
2023-06-25,83.34082766829226
2023-06-26,77.72219907543504
2023-06-27,76.78564296665127
2023-06-28,74.91268184870331
2023-06-29,73.03972775864466
2023-06-30,73.03959071480358
2023-07-01,75.848663427538
2023-07-02,83.339733074536
2023-07-03,76.78477853626912
2023-07-04,90.8306041836617
2023-07-05,78.65728284141346
2023-07-06,78.65713525573847
2023-07-07,78.65698767006347
2023-07-08,84.27518580470193
2023-07-09,92.70253044491231
2023-07-10,73.9746077158338
2023-07-11,72.10169755008319
2023-07-12,71.16517833771815
2023-07-13,73.03780914486966
2023-07-14,76.78319374723517
2023-07-15,78.65580698466347
2023-07-16,84.2739207846305
2023-07-17,77.71913667267879
2023-07-18,72.10075054200192
2023-07-19,77.71884501527342
2023-07-20,75.84595944713531
2023-07-21,73.97308090688648
2023-07-22,82.40023930803078
2023-07-23,86.1455430896695
2023-07-24,76.7817530299316
2023-07-25,73.9725257036329
2023-07-26,80.52690219800604
2023-07-27,71.16317538927171
2023-07-28,73.97210930119272
2023-07-29,80.52644889914711
2023-07-30,83.33535469951099
2023-07-31,77.71709507084128
2023-08-01,73.03520531188927
2023-08-02,72.09872123897067
2023-08-03,73.97127649631236
2023-08-04,73.97113769549897
2023-08-05,82.39807471813077
2023-08-06,88.015960111696
2023-08-07,78.65241251413845
2023-08-08,71.16157303051456
2023-08-09,72.09777423088941
2023-08-10,72.09763894402066
2023-08-11,74.90649730613185
2023-08-12,81.46066296382642
2023-08-13,82.39683780961647
2023-08-14,73.96974968736504
2023-08-15,73.96961088655164
2023-08-16,73.96947208573825
2023-08-17,75.8419746339103
2023-08-18,73.03287556659106
2023-08-19,81.45959296768267
2023-08-20,83.33207091824222
2023-08-21,71.15983714186098
2023-08-22,71.15970361196455
2023-08-23,73.03219034738571
2023-08-24,74.90467005491756
2023-08-25,71.15930302227525
2023-08-26,78.64960838631345
2023-08-27,87.07618874356399
2023-08-28,70.22260108478878
2023-08-29,67.4135705393901
2023-08-30,68.3497418712355
2023-08-31,70.22220576601647
2023-09-01,70.22207399309237
2023-09-02,77.71228272365285
2023-09-03,83.32988173072971
2023-09-04,93.62890489909338
2023-09-05,76.77555794552622
2023-09-06,74.90284280370327
2023-09-07,67.4124320213258
2023-09-08,66.47602349821702
2023-09-09,74.90242113034613
2023-09-10,78.64739460118844
2023-09-11,68.34820276348191
2023-09-12,71.15689948413953
2023-09-13,72.09303919048314
2023-09-14,71.15663242434668
2023-09-15,70.22022917215486
2023-09-16,79.5827770524615
2023-09-17,78.64636150146343
2023-09-18,69.28356940200409
2023-09-19,71.15596477486453
2023-09-20,69.28330937010051
2023-09-21,73.0282160759946
2023-09-22,73.02807903215354
2023-09-23,78.64547598741343
2023-09-24,84.26285185900547
2023-09-25,81.45393727377997
2023-09-26,75.83628204358884
2023-09-27,77.70863700608588
2023-09-28,75.83599741407278
2023-09-29,72.09087460058313
2023-09-30,79.58068625539899
2023-10-01,80.51677852348993
2023-10-02,77.70508990217776
2023-10-03,70.21276456001236
2023-10-04,69.27395195150287
2023-10-05,70.20740831465561
2023-10-06,71.1407932612036
2023-10-07,76.75424359576674
2023-10-08,77.6873071675933
2023-10-09,69.26073987962286
2023-10-10,65.51441652117946
2023-10-11,69.25545505087085
2023-10-12,68.31696381708277
2023-10-13,68.31435711100914
2023-10-14,74.86219222458685
2023-10-15,83.2810108109412
2023-10-16,70.17794896519342
2023-10-17,70.17527084251503
2023-10-18,65.49441987184755
2023-10-19,68.29871687456739
2023-10-20,68.29611016849375
2023-10-21,72.03561324118289
2023-10-22,76.7103223838413
2023-10-23,71.09465813453069
2023-10-24,70.15652398376638
2023-10-25,68.28307663812565
2023-10-26,69.21581883523082
2023-10-27,70.14848961573122
2023-10-28,72.01636646620092
2023-10-29,86.04224360099269
2023-10-30,72.01086738763466
2023-10-31,68.26743640168391
2023-11-01,67.32969504224576
2023-11-02,68.26222298953667
2023-11-03,70.12974275698257
2023-11-04,75.73722980504853
2023-11-05,77.6043210728659
2023-11-06,71.05666450080005
2023-11-07,71.98887107336955
2023-11-08,82.26985318181305
2023-11-09,87.87580477287673
2023-11-10,78.52431540602197
2023-11-11,78.52131590862219
2023-11-12,82.25728385937585
2023-11-13,71.03766768393474
2023-11-14,69.16561296208678
2023-11-15,71.96687475910446
2023-11-16,73.83332327747902
2023-11-17,72.89593900106465
2023-11-18,77.56579181459959
2023-11-19,76.62833612158049
2023-11-20,73.82203945392743
2023-11-21,72.88479801072259
2023-11-22,68.21008886806419
2023-11-23,79.41967101053696
2023-11-24,78.48232244242496
2023-11-25,78.47932294502519
2023-11-26,79.41056539343046
2023-11-27,73.80229276271217
2023-11-28,69.12861916082275
2023-11-29,73.7966508509364
2023-11-30,71.92563166985741
2023-12-01,70.05475532198791
2023-12-02,79.39235415921748
2023-12-03,73.78536702738482
2023-12-04,70.04672095395277
2023-12-05,69.11012226019074
2023-12-06,73.77690415972114
2023-12-07,69.10483743143872
2023-12-08,72.83744880176883
2023-12-09,84.03999640867305
2023-12-10,81.23555657274369
2023-12-11,71.89538673774288
2023-12-12,71.89263719845975
2023-12-13,73.75715746850588
2023-12-14,70.95353892353123
2023-12-15,73.75151555673008
2023-12-16,82.15044461865966
2023-12-17,79.34682607368501
2023-12-18,70.00922723645544
2023-12-19,69.0731284589267
2023-12-20,72.80402583074265
2023-12-21,74.66793905964832
2023-12-22,74.66508239545806
2023-12-23,80.26189266111287
2023-12-24,73.72612695373904
2023-12-25,81.18895723813986
2023-12-26,78.38633852563181
2023-12-27,84.91528394725137
2023-12-28,81.1796373712191
2023-12-29,82.10959432073876
2023-12-30,82.10645199012947
2023-12-31,81.17031750429834
2024-01-01,89.56381890426641
2024-01-02,75.56657982798212
2024-01-03,79.29522757674822
2024-01-04,81.15789101507065
2024-01-05,85.81885246131337
2024-01-06,88.61390101371721
2024-01-07,91.40873531630679
2024-01-08,85.80899696985693
2024-01-09,90.4690657085402
2024-01-10,76.47607592023896
2024-01-11,76.47314783944391
2024-01-12,73.67252879186906
2024-01-13,78.33234757243567
2024-01-14,82.05931703098996
2024-01-15,76.4614355162638
2024-01-16,67.13429921163113
2024-01-17,76.45557935467376
2024-01-18,68.99385602764664
2024-01-19,70.8558410082239
2024-01-20,82.04046304733417
2024-01-21,81.10507843585299
2024-01-22,76.4409389506986
2024-01-23,71.77715654856799
2024-01-24,70.8422718533201
2024-01-25,67.11116023168991
2024-01-26,69.9047804519986
2024-01-27,81.08643870201148
2024-01-28,86.67528601623589
2024-01-29,74.5565291562277
2024-01-30,71.75790977358602
2024-01-31,70.82327503645479
2024-02-01,68.0250127368369
2024-02-02,71.7496611557366
2024-02-03,79.20113619998112
2024-02-04,83.85681281747182
2024-02-05,78.26335913224058
2024-02-06,74.53367584270552
2024-02-07,72.66754869905236
2024-02-08,70.80156438860872
2024-02-09,68.00415908824792
2024-02-10,80.11141787489025
2024-02-11,87.56028621306113
2024-02-12,93.14566982195485
2024-02-13,72.65083721353928
2024-02-14,69.85389612110937
2024-02-15,67.05716927849376
2024-02-16,71.71116760577269
2024-02-17,79.1586433201508
2024-02-18,85.67430525328558
2024-02-19,75.42774594833487
2024-02-20,70.76899841683962
2024-02-21,67.04174329186628
2024-02-22,67.03917229409504
2024-02-23,69.82979301700395
2024-02-24,80.06842507882665
2024-02-25,80.99634665511074
2024-02-26,72.61462899492757
2024-02-27,67.9572383789227
2024-02-28,69.81640240361205
2024-02-29,67.95202496677544
2024-03-01,67.94941826070182
2024-03-02,76.32381571889741
2024-03-03,79.11311523461833
2024-03-04,70.73371861408975
2024-03-05,70.731004783109
2024-03-06,67.00574932306886
2024-03-07,67.93377802426008
2024-03-08,69.79229929950662
2024-03-09,79.09490400040535
2024-03-10,82.81383909092452
2024-03-11,68.85380806571854
2024-03-12,67.92074449389195
2024-03-13,66.05736688952193
2024-03-14,63.26378237751562
2024-03-15,66.05229631058421
2024-03-16,77.21310091200807
2024-03-17,77.21013712291067
2024-03-18,68.83531116508652
2024-03-19,68.83266875071051
2024-03-20,66.96975535427141
2024-03-21,66.96718435650017
2024-03-22,65.10448520987535
2024-03-23,75.33229765607739
2024-03-24,79.04937591487288
2024-03-25,70.67672816349382
2024-03-26,69.74409309129577
2024-03-27,72.53107156736209
2024-03-28,71.59843649516407
2024-03-29,66.9466163743302
2024-03-30,73.4524942326133
2024-03-31,74.3794159764308
2024-04-01,67.86861037241948
2024-04-02,66.93633238324523
2024-04-03,66.00412581067573
2024-04-04,63.21279092171926
2024-04-05,65.999055231738
2024-04-06,72.50321909150694
2024-04-07,76.21840481027637
2024-04-08,65.99144936333141
2024-04-09,63.20065009891059
2024-04-10,65.98637878439366
2024-04-11,66.91319340330402
2024-04-12,68.76925080568645
2024-04-13,68.76660839131046
2024-04-14,78.05639381165534
2024-04-15,64.11528818670992
2024-04-16,64.1128243138458
2024-04-17,65.9686317581116
2024-04-18,66.89519641890531
2024-04-19,63.17636845329328
2024-04-20,70.60616855799408
2024-04-21,76.17741167914596
2024-04-22,63.169083959608095
2024-04-23,62.23773438629567
2024-04-24,65.95088473182953
2024-04-25,63.1617994659229
2024-04-26,61.30174273367406
2024-04-27,66.8720574389641
2024-04-28,76.15691511358075
2024-04-29,65.9382082844852
2024-04-30,64.07833009374826
2024-05-01,60.36132325155754
2024-05-02,63.14480231399077
2024-05-03,63.14237414942904
2024-05-04,70.56817492426346
2024-05-05,77.0649114571377
2024-05-06,70.56274726230194
2024-05-07,66.84634746125164
2024-05-08,64.98700489505039
2024-05-09,67.76955554162178
2024-05-10,65.91032010032767
2024-05-11,64.97950615155092
2024-05-12,69.6182213254119
2024-05-13,64.97450698921794
2024-05-14,62.187492804849256
2024-05-15,63.11323617468826
2024-05-16,64.0389081279225
2024-05-17,61.252251026577596
2024-05-18,68.67412388815039
2024-05-19,71.45546045244093
2024-05-20,68.66883905939838
2024-05-21,64.02658876360195
2024-05-22,64.02412489073785
2024-05-23,64.02166101787373
2024-05-24,64.01919714500963
2024-05-25,71.4389632167421
2024-05-26,73.29169974700335
2024-05-27,77.92741542346454
2024-05-28,64.00934165355318
2024-05-29,65.8621496004192
2024-05-30,66.787214512513
2024-05-31,64.00195003496086
2024-06-01,70.49218765680222
2024-06-02,76.05443228575473
2024-06-03,64.9220157847217
2024-06-04,63.992094543504415
2024-06-05,64.91701662238872
2024-06-06,65.84186728466825
2024-06-07,65.83933199519939
2024-06-08,70.4731908399369
2024-06-09,71.39772012749505
2024-06-10,66.7589335370293
2024-06-11,68.61070594312635
2024-06-12,68.60806352875035
2024-06-13,72.31382225569186
2024-06-14,67.67571412297133
2024-06-15,70.4541940230716
2024-06-16,71.37847335251307
2024-06-17,66.74093655263059
2024-06-18,66.73836555485934
2024-06-19,69.51645266363344
2024-06-20,66.73322355931685
2024-06-21,68.58428179936632
2024-06-22,67.65486047438235
2024-06-23,74.13945618444791
2024-06-24,68.57635455623831
2024-06-25,65.79369678475979
2024-06-26,65.79116149529092
2024-06-27,66.71522657491813
2024-06-28,65.78609091635319
2024-06-29,74.12231619930628
2024-06-30,71.33997980254915
2024-07-01,65.77848504794659
2024-07-02,65.77594975847772
2024-07-03,66.69980058829066
2024-07-04,71.3289816454166
2024-07-05,67.62097329542524
2024-07-06,75.02859854434905
2024-07-07,76.878192744001
2024-07-08,68.53936075497428
2024-07-09,62.97968712379302
2024-07-10,67.60793976505711
2024-07-11,68.53143351184627
2024-07-12,68.52879109747028
2024-07-13,73.15629386438444
2024-07-14,70.37549292462958
2024-07-15,68.52086385434228
2024-07-16,80.55520628752792
2024-07-17,71.29323763473582
2024-07-18,69.4387871059604
2024-07-19,72.21355334261331
2024-07-20,74.98810532945194
2024-07-21,73.13372621728128
2024-07-22,63.873828646027135
2024-07-23,64.79703672639728
2024-07-24,62.943264655367045
2024-07-25,64.79203756406429
2024-07-26,66.64066763955203
2024-07-27,73.11680048195392
2024-07-28,78.66693999640016
2024-07-29,70.3347854599182
2024-07-30,68.48122763870225
2024-07-31,68.47858522432624
2024-08-01,63.849189917386035
2024-08-02,68.47330039557424
2024-08-03,73.09705379073866
2024-08-04,75.86996319566788
2024-08-05,62.91412668062627
2024-08-06,62.91169851606454
2024-08-07,64.75954300889994
2024-08-08,61.98174156654488
2024-08-09,63.82947893447316
2024-08-10,68.45216108056621
2024-08-11,73.0744861436355
2024-08-12,64.7470451030675
2024-08-13,64.74454552190102
2024-08-14,64.74204594073453
2024-08-15,63.81469569728849
2024-08-16,61.96260191647006
2024-08-17,67.50888493425941
2024-08-18,70.20344687885532
2024-08-19,63.727781220076224
2024-08-20,67.73223284623045
2024-08-21,71.65932196605866
2024-08-22,70.19260345769975
2024-08-23,65.72116178908503
2024-08-24,69.1856083522673
2024-08-25,73.65132181404216
2024-08-26,63.710554939870505
2024-08-27,61.70517935695442
2024-08-28,61.702795827770665
2024-08-29,61.700412298586905
2024-08-30,60.69668747851396
2024-08-31,63.698250454009276
2024-09-01,70.1654949048108
2024-09-02,70.15126693862969
2024-09-03,65.13274969340448
2024-09-04,61.19389105376795
2024-09-05,59.18057119410139
2024-09-06,64.63145802643288
2024-09-07,69.08008138609901
2024-09-08,66.06652838922653
2024-09-09,64.59210075444997
2024-09-10,62.58010842181456
2024-09-11,60.10774349069774
2024-09-12,63.55371292857173
2024-09-13,62.54196935110731
2024-09-14,67.98328237084931
2024-09-15,67.96946047176007
2024-09-16,61.275253763832
