Time,signature_bank
2024-11-29,19.664785062961357
2024-11-30,13.818497611810683
2024-12-01,14.349978289188016
2024-12-02,36.14068606165871
2024-12-03,39.861050803300046
2024-12-04,48.36474164133739
2024-12-05,29.231437255753367
2024-12-06,31.357359965262702
2024-12-07,16.47590099869735
2024-12-08,17.53886235345202
2024-12-09,27.636995223621366
2024-12-10,24.44811115935736
2024-12-11,36.14068606165871
2024-12-12,25.51107251411203
2024-12-13,20.727746417716023
2024-12-14,32.42032132001737
2024-12-15,0.0
2024-12-16,24.44811115935736
2024-12-17,36.672166739036044
2024-12-18,32.42032132001737
2024-12-19,30.294398610508036
2024-12-20,37.203647416413375
2024-12-21,20.19626574033869
2024-12-22,12.755536257056015
2024-12-23,33.48328267477204
2024-12-24,29.7629179331307
2024-12-25,0.0
2024-12-26,31.888840642640037
2024-12-27,35.609205384281374
2024-12-28,24.44811115935736
2024-12-29,20.19626574033869
2024-12-30,31.888840642640037
2024-12-31,36.672166739036044
2025-01-01,26.5740338688667
2025-01-02,22.85366912722536
2025-01-03,26.042553191489365
2025-01-04,20.727746417716023
2025-01-05,23.385149804602694
2025-01-06,31.888840642640037
2025-01-07,30.82587928788537
2025-01-08,28.1684759009987
2025-01-09,28.69995657837603
2025-01-10,27.10551454624403
2025-01-11,18.070343030829356
2025-01-12,15.944420321320019
2025-01-13,33.48328267477204
2025-01-14,28.69995657837603
2025-01-15,37.203647416413375
2025-01-16,35.07772470690404
2025-01-17,27.636995223621366
2025-01-18,21.259227095093358
2025-01-19,15.944420321320019
2025-01-20,24.979591836734695
2025-01-21,37.203647416413375
2025-01-22,34.01476335214937
2025-01-23,28.1684759009987
2025-01-24,33.48328267477204
2025-01-25,0.0
2025-01-26,16.47590099869735
2025-01-27,29.7629179331307
2025-01-28,37.73512809379071
2025-01-29,24.44811115935736
2025-01-30,34.01476335214937
2025-01-31,22.322188449848028
2025-02-01,16.47590099869735
2025-02-02,16.47590099869735
2025-02-03,27.10551454624403
2025-02-04,43.04993486756405
2025-02-05,34.01476335214937
2025-02-06,28.1684759009987
2025-02-07,26.5740338688667
2025-02-08,16.47590099869735
2025-02-09,23.385149804602694
2025-02-10,29.231437255753367
2025-02-11,34.01476335214937
2025-02-12,35.07772470690404
2025-02-13,29.7629179331307
2025-02-14,36.672166739036044
2025-02-15,26.042553191489365
2025-02-16,13.28701693443335
2025-02-17,23.385149804602694
2025-02-18,32.9518019973947
2025-02-19,28.69995657837603
2025-02-20,33.48328267477204
2025-02-21,31.357359965262702
2025-02-22,24.44811115935736
2025-02-23,15.412939643942686
2025-02-24,23.385149804602694
2025-02-25,22.322188449848028
2025-02-26,30.294398610508036
2025-02-27,34.01476335214937
2025-02-28,35.07772470690404
2025-03-01,27.636995223621366
2025-03-02,18.601823708206688
2025-03-03,32.42032132001737
2025-03-04,31.888840642640037
2025-03-05,24.44811115935736
2025-03-06,24.979591836734695
2025-03-07,21.790707772470693
2025-03-08,14.88145896656535
2025-03-09,21.259227095093358
2025-03-10,26.042553191489365
2025-03-11,36.14068606165871
2025-03-12,38.266608771168045
2025-03-13,28.69995657837603
2025-03-14,33.48328267477204
2025-03-15,27.10551454624403
2025-03-16,22.85366912722536
2025-03-17,27.636995223621366
2025-03-18,36.672166739036044
2025-03-19,21.790707772470693
2025-03-20,28.1684759009987
2025-03-21,39.329570125922714
2025-03-22,22.322188449848028
2025-03-23,20.19626574033869
2025-03-24,22.322188449848028
2025-03-25,29.7629179331307
2025-03-26,32.9518019973947
2025-03-27,30.82587928788537
2025-03-28,26.5740338688667
2025-03-29,18.070343030829356
2025-03-30,15.944420321320019
2025-03-31,34.01476335214937
2025-04-01,23.91663048198003
2025-04-02,30.294398610508036
2025-04-03,25.51107251411203
2025-04-04,25.51107251411203
2025-04-05,21.790707772470693
2025-04-06,18.601823708206688
2025-04-07,24.44811115935736
2025-04-08,31.357359965262702
2025-04-09,31.357359965262702
2025-04-10,29.231437255753367
2025-04-11,34.01476335214937
2025-04-12,26.5740338688667
2025-04-13,16.47590099869735
2025-04-14,34.01476335214937
2025-04-15,41.18026177036164
2025-04-16,35.72309410086223
2025-04-17,31.357359965262702
2025-04-18,24.80875876186341
2025-04-19,0.0
2025-04-20,19.08585075367533
2025-04-21,28.908752558774268
2025-04-22,29.174492897462937
2025-04-23,35.9888344395509
2025-04-24,33.80596737175114
2025-04-25,26.725885490974505
2025-04-26,0.0
2025-04-27,13.62868308417592
2025-04-28,35.72309410086223
2025-04-29,36.814527634762115
2025-04-30,30.000186092674152
2025-05-01,32.44879349916258
2025-05-02,32.44879349916258
2025-05-03,22.360151355374978
2025-05-04,14.720116618075803
2025-05-05,32.71453383785125
2025-05-06,26.99162582966317
2025-05-07,25.90019229576329
2025-05-08,35.9888344395509
2025-05-09,22.360151355374978
2025-05-10,0.0
2025-05-11,20.177284287575212
2025-05-12,41.71174244773898
2025-05-13,28.908752558774268
2025-05-14,27.817319024874386
2025-05-15,26.877737113082315
2025-05-16,36.956888530488186
2025-05-17,13.438868556541157
2025-05-18,0.0
2025-05-19,20.158302834811735
2025-05-20,24.637925686992123
2025-05-21,24.637925686992123
2025-05-22,17.918491408721543
2025-05-23,26.877737113082315
2025-05-24,14.558774269586253
2025-05-25,23.518019973947027
2025-05-26,0.0
2025-05-27,33.597171391352894
2025-05-28,26.877737113082315
2025-05-29,36.956888530488186
2025-05-30,30.237454252217603
2025-05-31,26.877737113082315
2025-06-01,16.798585695676447
2025-06-02,27.99764282612741
2025-06-03,34.71707710439799
2025-06-04,34.71707710439799
2025-06-05,40.31660566962347
2025-06-06,30.237454252217603
2025-06-07,24.637925686992123
2025-06-08,21.27820854785683
2025-06-09,36.956888530488186
2025-06-10,31.357359965262702
2025-06-11,34.71707710439799
2025-06-12,39.19669995657838
2025-06-13,30.237454252217603
2025-06-14,22.398114260901927
2025-06-15,22.398114260901927
2025-06-16,27.99764282612741
2025-06-17,36.956888530488186
2025-06-18,45.916134234848954
2025-06-19,25.75783140003722
2025-06-20,38.07679424353328
2025-06-21,14.558774269586253
2025-06-22,0.0
2025-06-23,38.07679424353328
2025-06-24,39.19669995657838
2025-06-25,36.956888530488186
2025-06-26,29.117548539172507
2025-06-27,29.117548539172507
2025-06-28,31.357359965262702
2025-06-29,24.637925686992123
2025-06-30,34.71707710439799
2025-07-01,43.67632280875876
2025-07-02,36.956888530488186
2025-07-03,30.237454252217603
2025-07-04,0.0
2025-07-05,17.918491408721543
2025-07-06,21.27820854785683
2025-07-07,38.07679424353328
2025-07-08,44.796228521803855
2025-07-09,48.155945660939146
2025-07-10,39.19669995657838
2025-07-11,32.477265678307795
2025-07-12,32.477265678307795
2025-07-13,25.75783140003722
2025-07-14,41.43651138266857
2025-07-15,26.877737113082315
2025-07-16,41.43651138266857
2025-07-17,55.99528565225482
2025-07-18,34.71707710439799
2025-07-19,51.51566280007444
2025-07-20,50.39575708702934
2025-07-21,68.31424849575089
2025-07-22,71.67396563488617
2025-07-23,51.51566280007444
2025-07-24,45.916134234848954
2025-07-25,50.39575708702934
2025-07-26,40.31660566962347
2025-07-27,24.637925686992123
2025-07-28,50.39575708702934
2025-07-29,72.79387134793127
2025-07-30,98.55170274796849
2025-07-31,111.99057130450964
2025-08-01,76.15358848706656
2025-08-02,19.03839712176664
2025-08-03,17.918491408721543
2025-08-04,39.19669995657838
2025-08-05,49.275851373984246
2025-08-06,48.155945660939146
2025-08-07,44.796228521803855
2025-08-08,47.036039947894054
2025-08-09,20.158302834811735
2025-08-10,29.117548539172507
2025-08-11,42.55641709571366
2025-08-12,34.71707710439799
2025-08-13,34.71707710439799
2025-08-14,35.836982817443086
2025-08-15,43.67632280875876
2025-08-16,21.27820854785683
2025-08-17,16.798585695676447
2025-08-18,20.158302834811735
2025-08-19,30.237454252217603
2025-08-20,41.43651138266857
2025-08-21,40.31660566962347
2025-08-22,29.117548539172507
2025-08-23,23.518019973947027
2025-08-24,14.558774269586253
2025-08-25,34.71707710439799
2025-08-26,50.39575708702934
2025-08-27,42.55641709571366
2025-08-28,33.597171391352894
2025-08-29,33.597171391352894
2025-08-30,17.918491408721543
2025-08-31,15.678679982631351
2025-09-01,22.398114260901927
2025-09-02,35.836982817443086
2025-09-03,39.19669995657838
2025-09-04,31.357359965262702
2025-09-05,31.357359965262702
2025-09-06,19.03839712176664
2025-09-07,17.918491408721543
2025-09-08,32.477265678307795
2025-09-09,32.477265678307795
2025-09-10,48.155945660939146
2025-09-11,25.75783140003722
2025-09-12,26.877737113082315
2025-09-13,20.158302834811735
2025-09-14,0.0
2025-09-15,32.477265678307795
2025-09-16,40.31660566962347
2025-09-17,38.07679424353328
2025-09-18,48.155945660939146
2025-09-19,43.67632280875876
2025-09-20,22.398114260901927
2025-09-21,31.357359965262702
2025-09-22,40.31660566962347
2025-09-23,43.67632280875876
2025-09-24,42.55641709571366
2025-09-25,36.956888530488186
2025-09-26,45.916134234848954
2025-09-27,25.75783140003722
2025-09-28,22.398114260901927
2025-09-29,54.87537993920973
2025-09-30,41.43651138266857
2025-10-01,45.916134234848954
2025-10-02,36.956888530488186
2025-10-03,36.956888530488186
2025-10-04,21.27820854785683
2025-10-05,15.678679982631351
2025-10-06,32.477265678307795
2025-10-07,41.43651138266857
2025-10-08,42.55641709571366
2025-10-09,39.19669995657838
2025-10-10,38.07679424353328
2025-10-11,22.398114260901927
2025-10-12,16.798585695676447
2025-10-13,34.71707710439799
2025-10-14,41.43651138266857
2025-10-15,29.117548539172507
2025-10-16,44.796228521803855
2025-10-17,42.55641709571366
2025-10-18,17.918491408721543
2025-10-19,16.798585695676447
2025-10-20,33.597171391352894
2025-10-21,34.71707710439799
2025-10-22,39.19669995657838
2025-10-23,24.637925686992123
2025-10-24,39.19669995657838
2025-10-25,16.798585695676447
2025-10-26,25.75783140003722
2025-10-27,27.99764282612741
2025-10-28,35.836982817443086
2025-10-29,48.155945660939146
2025-10-30,60.474908504435206
2025-10-31,53.75547422616463
2025-11-01,42.55641709571366
2025-11-02,43.67632280875876
2025-11-03,63.8346256435705
2025-11-04,55.99528565225482
2025-11-05,45.916134234848954
2025-11-06,59.35500279139011
2025-11-07,59.35500279139011
2025-11-08,35.836982817443086
2025-11-09,23.518019973947027
2025-11-10,54.87537993920973
2025-11-11,43.67632280875876
2025-11-12,54.87537993920973
2025-11-13,54.87537993920973
2025-11-14,53.75547422616463
2025-11-15,38.07679424353328
2025-11-16,23.518019973947027
2025-11-17,45.916134234848954
2025-11-18,53.75547422616463
2025-11-19,57.11519136529992
2025-11-20,50.39575708702934
2025-11-21,42.55641709571366
2025-11-22,44.796228521803855
2025-11-23,34.71707710439799
2025-11-24,57.11519136529992
2025-11-25,47.036039947894054
2025-11-26,44.796228521803855
2025-11-27,39.19669995657838
2025-11-28,40.31660566962347
2025-11-29,55.99528565225482
2025-11-30,36.956888530488186
2025-12-01,60.474908504435206
2025-12-02,69.43415420879597
2025-12-03,53.75547422616463
2025-12-04,61.594814217480305
2025-12-05,58.235097078345014
2025-12-06,40.31660566962347
2025-12-07,32.477265678307795
2025-12-08,54.87537993920973
2025-12-09,59.35500279139011
2025-12-10,55.99528565225482
2025-12-11,54.112151349347684
2025-12-12,64.51775301509059
2025-12-13,47.54838547653412
2025-12-14,25.695110634731726
2025-12-15,46.74737329311455
2025-12-16,62.036882262103376
2025-12-17,62.59683511862592
2025-12-18,56.03306924581235
2025-12-19,52.75118630940557
2025-12-20,38.262689523836315
2025-12-21,33.61984154748741
2025-12-22,58.75499932569659
2025-12-23,57.953987142277015
2025-12-24,54.672104205870234
2025-12-25,26.255063491254273
2025-12-26,35.540759443952076
2025-12-27,37.46167734041674
2025-12-28,30.337958611080627
2025-12-29,58.75499932569659
2025-12-30,58.75499932569659
2025-12-31,52.75118630940557
2026-01-01,22.41322769832494
2026-01-02,51.39022126946345
2026-01-03,37.46167734041674
2026-01-04,36.9017244838942
2026-01-05,50.02925622952133
2026-01-06,60.67591722216125
2026-01-07,57.39403428575447
2026-01-08,64.51775301509059
2026-01-09,59.31495218221913
2026-01-10,40.05060917097848
2026-01-11,43.25465790465677
2026-01-12,57.672877206209016
2026-01-13,70.48907214092213
2026-01-14,56.07085283936988
2026-01-15,81.70324270879611
2026-01-16,62.47895030672644
2026-01-17,48.06073100517418
2026-01-18,41.65263353781762
2026-01-19,60.8769259398873
2026-01-20,60.8769259398873
2026-01-21,80.10121834195697
2026-01-22,56.07085283936988
2026-01-23,57.672877206209016
2026-01-24,46.458706638335045
2026-01-25,40.05060917097848
2026-01-26,54.46882847253074
2026-01-27,52.8668041056916
2026-01-28,60.8769259398873
2026-01-29,75.29514524143956
2026-01-30,70.48907214092213
2026-01-31,62.47895030672644
2026-02-01,62.47895030672644
2026-02-02,83.30526707563524
2026-02-03,65.68299904040471
2026-02-04,68.887047774083
2026-02-05,72.09109650776128
2026-02-06,60.8769259398873
2026-02-07,51.26477973885246
2026-02-08,52.8668041056916
2026-02-09,54.46882847253074
2026-02-10,57.672877206209016
2026-02-11,60.8769259398873
2026-02-12,65.68299904040471
2026-02-13,68.887047774083
2026-02-14,46.458706638335045
2026-02-15,62.47895030672644
2026-02-16,65.68299904040471
2026-02-17,81.70324270879611
2026-02-18,76.89716960827869
2026-02-19,60.8769259398873
2026-02-20,65.68299904040471
2026-02-21,52.8668041056916
2026-02-22,44.856682271495906
2026-02-23,70.48907214092213
2026-02-24,80.10121834195697
2026-02-25,76.89716960827869
2026-02-26,92.91741327667009
2026-02-27,89.71336454299181
2026-02-28,41.65263353781762
2026-03-01,33.64251170362193
2026-03-02,75.29514524143956
2026-03-03,84.90729144247439
2026-03-04,86.50931580931353
2026-03-05,70.48907214092213
2026-03-06,67.28502340724386
2026-03-07,52.8668041056916
2026-03-08,52.8668041056916
2026-03-09,70.48907214092213
2026-03-10,81.70324270879611
2026-03-11,72.09109650776128
2026-03-12,57.672877206209016
2026-03-13,68.887047774083
2026-03-14,62.47895030672644
2026-03-15,64.08097467356558
2026-03-16,76.89716960827869
2026-03-17,72.09109650776128
2026-03-18,75.29514524143956
2026-03-19,86.50931580931353
2026-03-20,83.30526707563524
2026-03-21,76.89716960827869
2026-03-22,65.68299904040471
2026-03-23,75.29514524143956
2026-03-24,80.10121834195697
2026-03-25,83.30526707563524
2026-03-26,84.90729144247439
2026-03-27,99.32551074402664
2026-03-28,105.7336082113832
2026-03-29,118.54980314609631
2026-03-30,96.12146201034837
2026-03-31,107.33563257822235
2026-04-01,128.16194934713116
2026-04-02,115.34575441241803
2026-04-03,112.14170567873975
2026-04-04,99.32551074402664
2026-04-05,102.52955947770492
2026-04-06,124.95790061345288
2026-04-07,118.54980314609631
2026-04-08,147.38624174920082
2026-04-09,152.19231484971823
2026-04-10,136.17207118132686
2026-04-11,126.55992498029201
2026-04-12,116.94777877925718
2026-04-13,126.55992498029201
2026-04-14,142.5801686486834
2026-04-15,142.5801686486834
2026-04-16,156.99838795023567
2026-04-17,160.20243668391393
2026-04-18,129.7639737139703
2026-04-19,97.7234863771875
2026-04-20,126.55992498029201
2026-04-21,108.93765694506148
2026-04-22,131.36599808080942
2026-04-23,120.15182751293545
2026-04-24,115.34575441241803
2026-04-25,102.52955947770492
2026-04-26,115.34575441241803
2026-04-27,105.7336082113832
2026-04-28,100.92753511086578
2026-04-29,110.53968131190062
2026-04-30,115.34575441241803
2026-05-01,107.33563257822235
2026-05-02,86.50931580931353
2026-05-03,80.10121834195697
2026-05-04,94.51943764350922
2026-05-05,107.33563257822235
2026-05-06,115.34575441241803
2026-05-07,132.96802244764856
2026-05-08,108.93765694506148
2026-05-09,84.90729144247439
2026-05-10,99.32551074402664
2026-05-11,97.7234863771875
2026-05-12,92.91741327667009
2026-05-13,126.55992498029201
2026-05-14,136.17207118132686
2026-05-15,108.93765694506148
2026-05-16,116.94777877925718
2026-05-17,113.7437300455789
2026-05-18,112.14170567873975
2026-05-19,115.34575441241803
2026-05-20,105.7336082113832
2026-05-21,89.71336454299181
2026-05-22,112.14170567873975
2026-05-23,104.13158384454407
2026-05-24,97.7234863771875
2026-05-25,80.10121834195697
2026-05-26,113.7437300455789
2026-05-27,108.93765694506148
2026-05-28,120.15182751293545
2026-05-29,115.34575441241803
2026-05-30,100.92753511086578
2026-05-31,115.34575441241803
