Time,bill_hader
2022-08-17,18.0
2022-08-18,20.0
2022-08-19,23.0
2022-08-20,12.0
2022-08-21,6.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,6.0
2022-08-25,5.0
2022-08-26,4.0
2022-08-27,7.0
2022-08-28,5.0
2022-08-29,3.868131868131868
2022-08-30,3.0384615384615383
2022-08-31,5.857142857142858
2022-09-01,5.747252747252747
2022-09-02,4.197802197802198
2022-09-03,4.087912087912088
2022-09-04,4.917582417582418
2022-09-05,4.917582417582418
2022-09-06,4.087912087912088
2022-09-07,4.087912087912088
2022-09-08,4.8076923076923075
2022-09-09,6.076923076923077
2022-09-10,6.186813186813186
2022-09-11,5.137362637362637
2022-09-12,4.697802197802198
2022-09-13,14.862637362637361
2022-09-14,17.68131868131868
2022-09-15,13.923076923076923
2022-09-16,6.7967032967032965
2022-09-17,8.065934065934066
2022-09-18,5.747252747252747
2022-09-19,4.8076923076923075
2022-09-20,3.258241758241758
2022-09-21,3.978021978021978
2022-09-22,3.258241758241758
2022-09-23,3.1483516483516483
2022-09-24,4.087912087912088
2022-09-25,5.027472527472527
2022-09-26,3.978021978021978
2022-09-27,2.928571428571429
2022-09-28,3.2967032967032965
2022-09-29,3.0769230769230766
2022-09-30,3.2967032967032965
2022-10-01,4.395604395604396
2022-10-02,4.615384615384615
2022-10-03,2.857142857142857
2022-10-04,3.5164835164835164
2022-10-05,3.2967032967032965
2022-10-06,2.857142857142857
2022-10-07,2.857142857142857
2022-10-08,4.395604395604396
2022-10-09,3.7362637362637363
2022-10-10,3.2967032967032965
2022-10-11,3.0769230769230766
2022-10-12,2.197802197802198
2022-10-13,3.5164835164835164
2022-10-14,2.4175824175824174
2022-10-15,3.2967032967032965
2022-10-16,2.857142857142857
2022-10-17,2.197802197802198
2022-10-18,2.4175824175824174
2022-10-19,3.2967032967032965
2022-10-20,2.4175824175824174
2022-10-21,1.978021978021978
2022-10-22,3.0769230769230766
2022-10-23,3.0769230769230766
2022-10-24,2.197802197802198
2022-10-25,2.857142857142857
2022-10-26,3.2967032967032965
2022-10-27,3.5164835164835164
2022-10-28,3.0769230769230766
2022-10-29,3.5164835164835164
2022-10-30,3.5164835164835164
2022-10-31,3.5164835164835164
2022-11-01,2.4175824175824174
2022-11-02,3.2967032967032965
2022-11-03,2.6373626373626373
2022-11-04,2.6373626373626373
2022-11-05,3.5164835164835164
2022-11-06,3.7362637362637363
2022-11-07,2.4175824175824174
2022-11-08,2.4175824175824174
2022-11-09,2.4175824175824174
2022-11-10,2.4175824175824174
2022-11-11,2.4175824175824174
2022-11-12,4.175824175824176
2022-11-13,3.0769230769230766
2022-11-14,17.582417582417584
2022-11-15,4.395604395604396
2022-11-16,3.0769230769230766
2022-11-17,2.6373626373626373
2022-11-18,3.7362637362637363
2022-11-19,4.175824175824176
2022-11-20,3.7362637362637363
2022-11-21,2.857142857142857
2022-11-22,2.197802197802198
2022-11-23,5.714285714285714
2022-11-24,4.835164835164835
2022-11-25,3.5164835164835164
2022-11-26,3.0769230769230766
2022-11-27,3.5164835164835164
2022-11-28,2.6373626373626373
2022-11-29,2.4175824175824174
2022-11-30,2.197802197802198
2022-12-01,2.4175824175824174
2022-12-02,2.6373626373626373
2022-12-03,3.5164835164835164
2022-12-04,4.395604395604396
2022-12-05,2.857142857142857
2022-12-06,2.6373626373626373
2022-12-07,2.6373626373626373
2022-12-08,2.6373626373626373
2022-12-09,3.956043956043956
2022-12-10,5.714285714285714
2022-12-11,5.274725274725275
2022-12-12,4.175824175824176
2022-12-13,3.5164835164835164
2022-12-14,3.956043956043956
2022-12-15,3.0769230769230766
2022-12-16,3.5164835164835164
2022-12-17,3.5164835164835164
2022-12-18,4.175824175824176
2022-12-19,3.956043956043956
2022-12-20,5.054945054945055
2022-12-21,3.5164835164835164
2022-12-22,4.615384615384615
2022-12-23,5.274725274725275
2022-12-24,5.714285714285714
2022-12-25,6.153846153846153
2022-12-26,4.835164835164835
2022-12-27,3.7362637362637363
2022-12-28,4.395604395604396
2022-12-29,4.835164835164835
2022-12-30,4.615384615384615
2022-12-31,5.4945054945054945
2023-01-01,4.175824175824176
2023-01-02,4.395604395604396
2023-01-03,4.175824175824176
2023-01-04,3.5164835164835164
2023-01-05,3.5164835164835164
2023-01-06,3.5164835164835164
2023-01-07,3.956043956043956
2023-01-08,4.615384615384615
2023-01-09,5.714285714285714
2023-01-10,8.351648351648352
2023-01-11,6.373626373626373
2023-01-12,5.274725274725275
2023-01-13,4.835164835164835
2023-01-14,5.714285714285714
2023-01-15,4.835164835164835
2023-01-16,4.835164835164835
2023-01-17,3.5164835164835164
2023-01-18,4.615384615384615
2023-01-19,5.054945054945055
2023-01-20,5.714285714285714
2023-01-21,7.032967032967033
2023-01-22,5.054945054945055
2023-01-23,3.7362637362637363
2023-01-24,4.615384615384615
2023-01-25,4.615384615384615
2023-01-26,4.835164835164835
2023-01-27,4.615384615384615
2023-01-28,4.615384615384615
2023-01-29,4.835164835164835
2023-01-30,2.6373626373626373
2023-01-31,3.2967032967032965
2023-02-01,3.2967032967032965
2023-02-02,2.4175824175824174
2023-02-03,3.7362637362637363
2023-02-04,3.956043956043956
2023-02-05,6.373626373626373
2023-02-06,3.7362637362637363
2023-02-07,4.395604395604396
2023-02-08,3.0769230769230766
2023-02-09,3.5164835164835164
2023-02-10,3.7362637362637363
2023-02-11,4.395604395604396
2023-02-12,3.956043956043956
2023-02-13,3.2967032967032965
2023-02-14,3.0769230769230766
2023-02-15,3.0769230769230766
2023-02-16,3.5164835164835164
2023-02-17,3.5164835164835164
2023-02-18,4.395604395604396
2023-02-19,3.956043956043956
2023-02-20,2.857142857142857
2023-02-21,3.956043956043956
2023-02-22,3.7362637362637363
2023-02-23,2.857142857142857
2023-02-24,5.054945054945055
2023-02-25,3.956043956043956
2023-02-26,4.835164835164835
2023-02-27,3.956043956043956
2023-02-28,2.6373626373626373
2023-03-01,3.0769230769230766
2023-03-02,3.0769230769230766
2023-03-03,3.2967032967032965
2023-03-04,4.395604395604396
2023-03-05,4.175824175824176
2023-03-06,3.2967032967032965
2023-03-07,3.7362637362637363
2023-03-08,7.252747252747253
2023-03-09,5.054945054945055
2023-03-10,3.0769230769230766
2023-03-11,4.835164835164835
2023-03-12,4.395604395604396
2023-03-13,8.351648351648352
2023-03-14,15.384615384615385
2023-03-15,5.934065934065934
2023-03-16,3.956043956043956
2023-03-17,4.615384615384615
2023-03-18,5.934065934065934
2023-03-19,5.054945054945055
2023-03-20,4.395604395604396
2023-03-21,3.7362637362637363
2023-03-22,4.175824175824176
2023-03-23,3.5164835164835164
2023-03-24,4.615384615384615
2023-03-25,4.175824175824176
2023-03-26,4.835164835164835
2023-03-27,4.615384615384615
2023-03-28,4.175824175824176
2023-03-29,3.7362637362637363
2023-03-30,3.2967032967032965
2023-03-31,3.7362637362637363
2023-04-01,4.395604395604396
2023-04-02,5.274725274725275
2023-04-03,3.5164835164835164
2023-04-04,3.5164835164835164
2023-04-05,4.175824175824176
2023-04-06,2.857142857142857
2023-04-07,3.956043956043956
2023-04-08,4.615384615384615
2023-04-09,5.714285714285714
2023-04-10,3.956043956043956
2023-04-11,3.7362637362637363
2023-04-12,5.714285714285714
2023-04-13,5.054945054945055
2023-04-14,10.54945054945055
2023-04-15,10.54945054945055
2023-04-16,8.571428571428571
2023-04-17,10.54945054945055
2023-04-18,21.978021978021978
2023-04-19,20.21978021978022
2023-04-20,13.846153846153847
2023-04-21,17.36263736263736
2023-04-22,20.0
2023-04-23,14.725274725274724
2023-04-24,10.769230769230768
2023-04-25,9.23076923076923
2023-04-26,8.604651162790699
2023-04-27,10.686356832536234
2023-04-28,9.315833667993136
2023-04-29,10.466576612756015
2023-04-30,13.317513051732321
2023-05-01,14.578146106385308
2023-05-02,12.166770106969443
2023-05-03,10.576466722646124
2023-05-04,9.755394107553577
2023-05-05,7.45390821802782
2023-05-06,8.49476105290059
2023-05-07,7.34401810813771
2023-05-08,16.98952210580118
2023-05-09,12.276660216859554
2023-05-10,10.686356832536234
2023-05-11,9.535613887773357
2023-05-12,8.274980833120368
2023-05-13,8.49476105290059
2023-05-14,7.45390821802782
2023-05-15,7.45390821802782
2023-05-16,7.12423788835749
2023-05-17,5.973494943594612
2023-05-18,7.12423788835749
2023-05-19,8.604651162790699
2023-05-20,8.165090723230259
2023-05-21,7.45390821802782
2023-05-22,8.274980833120368
2023-05-23,8.274980833120368
2023-05-24,7.12423788835749
2023-05-25,7.34401810813771
2023-05-26,7.215508743747947
2023-05-27,9.620678324997263
2023-05-28,9.620678324997263
2023-05-29,12.025847906246579
2023-05-30,9.620678324997263
2023-05-31,9.620678324997263
2023-06-01,7.215508743747947
2023-06-02,8.418093534372606
2023-06-03,8.418093534372606
2023-06-04,8.418093534372606
2023-06-05,7.215508743747947
2023-06-06,6.012923953123289
2023-06-07,8.418093534372606
2023-06-08,8.418093534372606
2023-06-09,7.215508743747947
2023-06-10,7.215508743747947
2023-06-11,7.215508743747947
2023-06-12,7.215508743747947
2023-06-13,7.215508743747947
2023-06-14,7.215508743747947
2023-06-15,7.215508743747947
2023-06-16,8.418093534372606
2023-06-17,9.620678324997263
2023-06-18,9.620678324997263
2023-06-19,9.620678324997263
2023-06-20,22.8491110218685
2023-06-21,12.025847906246579
2023-06-22,14.431017487495893
2023-06-23,16.83618706874521
2023-06-24,18.038771859369866
2023-06-25,18.038771859369866
2023-06-26,13.228432696871236
2023-06-27,14.431017487495893
2023-06-28,15.633602278120552
2023-06-29,12.025847906246579
2023-06-30,13.228432696871236
2023-07-01,18.038771859369866
2023-07-02,13.228432696871236
2023-07-03,10.82326311562192
2023-07-04,12.025847906246579
2023-07-05,9.620678324997263
2023-07-06,10.82326311562192
2023-07-07,10.82326311562192
2023-07-08,10.82326311562192
2023-07-09,13.228432696871236
2023-07-10,8.418093534372606
2023-07-11,8.418093534372606
2023-07-12,9.620678324997263
2023-07-13,9.620678324997263
2023-07-14,9.620678324997263
2023-07-15,8.418093534372606
2023-07-16,9.620678324997263
2023-07-17,7.215508743747947
2023-07-18,7.215508743747947
2023-07-19,7.215508743747947
2023-07-20,7.215508743747947
2023-07-21,7.215508743747947
2023-07-22,7.215508743747947
2023-07-23,10.82326311562192
2023-07-24,4.810339162498631
2023-07-25,4.810339162498631
2023-07-26,6.012923953123289
2023-07-27,6.012923953123289
2023-07-28,6.012923953123289
2023-07-29,6.012923953123289
2023-07-30,6.012923953123289
2023-07-31,4.810339162498631
2023-08-01,4.810339162498631
2023-08-02,14.431017487495893
2023-08-03,4.810339162498631
2023-08-04,4.810339162498631
2023-08-05,7.215508743747947
2023-08-06,7.215508743747947
2023-08-07,6.012923953123289
2023-08-08,4.810339162498631
2023-08-09,4.810339162498631
2023-08-10,6.012923953123289
2023-08-11,6.012923953123289
2023-08-12,4.810339162498631
2023-08-13,6.012923953123289
2023-08-14,4.810339162498631
2023-08-15,3.6077543718739733
2023-08-16,4.810339162498631
2023-08-17,4.810339162498631
2023-08-18,6.012923953123289
2023-08-19,4.810339162498631
2023-08-20,4.810339162498631
2023-08-21,3.6077543718739733
2023-08-22,3.6077543718739733
2023-08-23,3.6077543718739733
2023-08-24,3.6077543718739733
2023-08-25,3.6077543718739733
2023-08-26,4.810339162498631
2023-08-27,6.012923953123289
2023-08-28,3.6077543718739733
2023-08-29,4.810339162498631
2023-08-30,8.418093534372606
2023-08-31,3.6077543718739733
2023-09-01,3.6077543718739733
2023-09-02,3.6077543718739733
2023-09-03,4.810339162498631
2023-09-04,6.012923953123289
2023-09-05,4.810339162498631
2023-09-06,3.6077543718739733
2023-09-07,3.6077543718739733
2023-09-08,4.810339162498631
2023-09-09,6.012923953123289
2023-09-10,6.012923953123289
2023-09-11,4.810339162498631
2023-09-12,4.810339162498631
2023-09-13,4.810339162498631
2023-09-14,4.810339162498631
2023-09-15,3.6077543718739733
2023-09-16,4.810339162498631
2023-09-17,4.810339162498631
2023-09-18,3.6077543718739733
2023-09-19,3.6077543718739733
2023-09-20,3.6077543718739733
2023-09-21,3.6077543718739733
2023-09-22,2.4051695812493157
2023-09-23,3.6077543718739733
2023-09-24,4.810339162498631
2023-09-25,2.4051695812493157
2023-09-26,3.6077543718739733
2023-09-27,2.4051695812493157
2023-09-28,3.6077543718739733
2023-09-29,3.6077543718739733
2023-09-30,4.810339162498631
2023-10-01,4.810339162498631
2023-10-02,3.6077543718739733
2023-10-03,4.810339162498631
2023-10-04,4.810339162498631
2023-10-05,4.810339162498631
2023-10-06,4.810339162498631
2023-10-07,3.6077543718739733
2023-10-08,4.810339162498631
2023-10-09,2.4051695812493157
2023-10-10,2.4051695812493157
2023-10-11,3.6077543718739733
2023-10-12,3.6077543718739733
2023-10-13,2.4051695812493157
2023-10-14,4.810339162498631
2023-10-15,4.810339162498631
2023-10-16,2.4051695812493157
2023-10-17,2.4051695812493157
2023-10-18,3.6077543718739733
2023-10-19,3.6077543718739733
2023-10-20,3.6077543718739733
2023-10-21,3.6077543718739733
2023-10-22,4.810339162498631
2023-10-23,2.4051695812493157
2023-10-24,3.6077543718739733
2023-10-25,3.6077543718739733
2023-10-26,3.6077543718739733
2023-10-27,3.6077543718739733
2023-10-28,3.6077543718739733
2023-10-29,4.810339162498631
2023-10-30,3.6077543718739733
2023-10-31,3.6077543718739733
2023-11-01,3.6077543718739733
2023-11-02,2.4051695812493157
2023-11-03,3.6077543718739733
2023-11-04,3.6077543718739733
2023-11-05,4.810339162498631
2023-11-06,3.6077543718739733
2023-11-07,3.6077543718739733
2023-11-08,3.6077543718739733
2023-11-09,6.012923953123289
2023-11-10,6.012923953123289
2023-11-11,4.810339162498631
2023-11-12,6.012923953123289
2023-11-13,4.810339162498631
2023-11-14,3.6077543718739733
2023-11-15,3.6077543718739733
2023-11-16,3.6077543718739733
2023-11-17,3.6077543718739733
2023-11-18,3.6077543718739733
2023-11-19,4.810339162498631
2023-11-20,3.6077543718739733
2023-11-21,3.6077543718739733
2023-11-22,3.6077543718739733
2023-11-23,4.810339162498631
2023-11-24,4.810339162498631
2023-11-25,4.810339162498631
2023-11-26,6.012923953123289
2023-11-27,4.810339162498631
2023-11-28,3.6077543718739733
2023-11-29,3.6077543718739733
2023-11-30,4.810339162498631
2023-12-01,3.6077543718739733
2023-12-02,4.810339162498631
2023-12-03,4.810339162498631
2023-12-04,3.6077543718739733
2023-12-05,3.6077543718739733
2023-12-06,3.6077543718739733
2023-12-07,2.4051695812493157
2023-12-08,3.6077543718739733
2023-12-09,4.810339162498631
2023-12-10,4.810339162498631
2023-12-11,3.6077543718739733
2023-12-12,14.431017487495893
2023-12-13,9.620678324997263
2023-12-14,4.810339162498631
2023-12-15,4.810339162498631
2023-12-16,6.012923953123289
2023-12-17,6.012923953123289
2023-12-18,3.6077543718739733
2023-12-19,4.810339162498631
2023-12-20,6.012923953123289
2023-12-21,6.012923953123289
2023-12-22,6.012923953123289
2023-12-23,8.418093534372606
2023-12-24,7.215508743747947
2023-12-25,6.012923953123289
2023-12-26,6.012923953123289
2023-12-27,4.810339162498631
2023-12-28,4.810339162498631
2023-12-29,4.810339162498631
2023-12-30,4.810339162498631
2023-12-31,7.215508743747947
2024-01-01,6.012923953123289
2024-01-02,3.6077543718739733
2024-01-03,3.6077543718739733
2024-01-04,6.012923953123289
2024-01-05,4.810339162498631
2024-01-06,6.012923953123289
2024-01-07,6.012923953123289
2024-01-08,120.25847906246578
2024-01-09,43.29305246248768
2024-01-10,21.64652623124384
2024-01-11,12.025847906246579
2024-01-12,9.620678324997263
2024-01-13,10.82326311562192
2024-01-14,9.620678324997263
2024-01-15,12.025847906246579
2024-01-16,70.95250264685481
2024-01-17,24.051695812493158
2024-01-18,13.228432696871236
2024-01-19,8.418093534372606
2024-01-20,8.418093534372606
2024-01-21,8.418093534372606
2024-01-22,6.012923953123289
2024-01-23,4.810339162498631
2024-01-24,4.810339162498631
2024-01-25,4.810339162498631
2024-01-26,4.810339162498631
2024-01-27,7.215508743747947
2024-01-28,6.012923953123289
2024-01-29,4.810339162498631
2024-01-30,4.810339162498631
2024-01-31,4.810339162498631
2024-02-01,4.810339162498631
2024-02-02,4.810339162498631
2024-02-03,4.810339162498631
2024-02-04,4.810339162498631
2024-02-05,3.6077543718739733
2024-02-06,4.810339162498631
2024-02-07,3.6077543718739733
2024-02-08,3.6077543718739733
2024-02-09,4.810339162498631
2024-02-10,4.810339162498631
2024-02-11,4.810339162498631
2024-02-12,2.4051695812493157
2024-02-13,3.6077543718739733
2024-02-14,3.6077543718739733
2024-02-15,2.4051695812493157
2024-02-16,3.6077543718739733
2024-02-17,4.810339162498631
2024-02-18,4.810339162498631
2024-02-19,3.6077543718739733
2024-02-20,3.6077543718739733
2024-02-21,3.6077543718739733
2024-02-22,4.810339162498631
2024-02-23,3.6077543718739733
2024-02-24,4.810339162498631
2024-02-25,7.215508743747947
2024-02-26,2.4051695812493157
2024-02-27,4.810339162498631
2024-02-28,3.6077543718739733
2024-02-29,3.6077543718739733
2024-03-01,4.810339162498631
2024-03-02,6.012923953123289
2024-03-03,6.012923953123289
2024-03-04,3.6077543718739733
2024-03-05,3.6077543718739733
2024-03-06,3.6077543718739733
2024-03-07,4.810339162498631
2024-03-08,6.012923953123289
2024-03-09,6.012923953123289
2024-03-10,6.012923953123289
2024-03-11,3.6077543718739733
2024-03-12,6.012923953123289
2024-03-13,4.810339162498631
2024-03-14,4.810339162498631
2024-03-15,6.012923953123289
2024-03-16,6.012923953123289
2024-03-17,6.012923953123289
2024-03-18,3.6077543718739733
2024-03-19,6.012923953123289
2024-03-20,3.6077543718739733
2024-03-21,3.6077543718739733
2024-03-22,3.6077543718739733
2024-03-23,4.810339162498631
2024-03-24,4.810339162498631
2024-03-25,3.6077543718739733
2024-03-26,4.810339162498631
2024-03-27,4.810339162498631
2024-03-28,4.810339162498631
2024-03-29,4.810339162498631
2024-03-30,4.810339162498631
2024-03-31,4.810339162498631
2024-04-01,3.6077543718739733
2024-04-02,3.6077543718739733
2024-04-03,3.6077543718739733
2024-04-04,3.6077543718739733
2024-04-05,3.6077543718739733
2024-04-06,4.810339162498631
2024-04-07,6.012923953123289
2024-04-08,3.6077543718739733
2024-04-09,3.6077543718739733
2024-04-10,3.6077543718739733
2024-04-11,3.6077543718739733
2024-04-12,3.6077543718739733
2024-04-13,3.6077543718739733
2024-04-14,4.810339162498631
2024-04-15,3.6077543718739733
2024-04-16,3.6077543718739733
2024-04-17,3.6077543718739733
2024-04-18,3.6077543718739733
2024-04-19,2.4051695812493157
2024-04-20,3.6077543718739733
2024-04-21,4.810339162498631
2024-04-22,6.012923953123289
2024-04-23,2.4051695812493157
2024-04-24,3.6077543718739733
2024-04-25,2.4051695812493157
2024-04-26,3.6077543718739733
2024-04-27,2.4051695812493157
2024-04-28,3.6077543718739733
2024-04-29,3.6077543718739733
2024-04-30,3.6077543718739733
2024-05-01,2.4051695812493157
2024-05-02,2.4051695812493157
2024-05-03,3.6077543718739733
2024-05-04,3.6077543718739733
2024-05-05,4.810339162498631
2024-05-06,3.6077543718739733
2024-05-07,2.4051695812493157
2024-05-08,4.810339162498631
2024-05-09,2.4051695812493157
2024-05-10,4.810339162498631
2024-05-11,4.810339162498631
2024-05-12,6.012923953123289
2024-05-13,3.6077543718739733
2024-05-14,4.810339162498631
2024-05-15,10.82326311562192
2024-05-16,16.83618706874521
2024-05-17,16.83618706874521
2024-05-18,10.82326311562192
2024-05-19,14.431017487495893
2024-05-20,9.620678324997263
2024-05-21,6.012923953123289
2024-05-22,4.810339162498631
2024-05-23,3.6077543718739733
2024-05-24,3.6077543718739733
2024-05-25,4.810339162498631
2024-05-26,4.810339162498631
2024-05-27,4.810339162498631
2024-05-28,3.6077543718739733
2024-05-29,3.6077543718739733
2024-05-30,3.6077543718739733
2024-05-31,3.6077543718739733
2024-06-01,4.810339162498631
2024-06-02,4.810339162498631
2024-06-03,3.6077543718739733
2024-06-04,3.6077543718739733
2024-06-05,3.6077543718739733
2024-06-06,3.6077543718739733
2024-06-07,4.810339162498631
2024-06-08,3.6077543718739733
2024-06-09,4.810339162498631
2024-06-10,4.810339162498631
2024-06-11,3.6077543718739733
2024-06-12,3.6077543718739733
2024-06-13,4.810339162498631
2024-06-14,7.215508743747947
2024-06-15,9.620678324997263
2024-06-16,10.82326311562192
2024-06-17,8.418093534372606
2024-06-18,6.012923953123289
2024-06-19,7.215508743747947
2024-06-20,6.012923953123289
2024-06-21,6.012923953123289
2024-06-22,7.215508743747947
2024-06-23,7.215508743747947
2024-06-24,4.810339162498631
2024-06-25,9.620678324997263
2024-06-26,8.418093534372606
2024-06-27,8.418093534372606
2024-06-28,7.215508743747947
2024-06-29,8.418093534372606
2024-06-30,7.215508743747947
2024-07-01,4.810339162498631
2024-07-02,6.012923953123289
2024-07-03,4.810339162498631
2024-07-04,7.215508743747947
2024-07-05,6.012923953123289
2024-07-06,6.012923953123289
2024-07-07,6.012923953123289
2024-07-08,4.810339162498631
2024-07-09,4.810339162498631
2024-07-10,3.6077543718739733
2024-07-11,3.6077543718739733
2024-07-12,4.810339162498631
2024-07-13,4.810339162498631
2024-07-14,4.810339162498631
2024-07-15,2.4051695812493157
2024-07-16,2.4051695812493157
2024-07-17,3.6077543718739733
2024-07-18,3.6077543718739733
2024-07-19,3.6077543718739733
2024-07-20,3.6077543718739733
2024-07-21,3.6077543718739733
2024-07-22,3.6077543718739733
2024-07-23,3.6077543718739733
2024-07-24,4.810339162498631
2024-07-25,3.6077543718739733
2024-07-26,3.6077543718739733
2024-07-27,3.6077543718739733
2024-07-28,4.810339162498631
2024-07-29,2.4051695812493157
2024-07-30,2.4051695812493157
2024-07-31,3.6077543718739733
2024-08-01,2.4051695812493157
2024-08-02,3.6077543718739733
2024-08-03,3.6077543718739733
2024-08-04,3.6077543718739733
2024-08-05,2.4051695812493157
2024-08-06,2.4051695812493157
2024-08-07,3.6077543718739733
2024-08-08,3.6077543718739733
2024-08-09,2.4051695812493157
2024-08-10,3.6077543718739733
2024-08-11,4.810339162498631
2024-08-12,3.6077543718739733
2024-08-13,3.6077543718739733
2024-08-14,6.012923953123289
2024-08-15,3.6077543718739733
2024-08-16,3.6077543718739733
2024-08-17,3.6077543718739733
2024-08-18,4.810339162498631
2024-08-19,3.6077543718739733
2024-08-20,3.307108174217809
2024-08-21,2.70581577890548
2024-08-22,3.6077543718739733
2024-08-23,3.908400569530138
2024-08-24,4.810339162498631
2024-08-25,4.810339162498631
2024-08-26,2.70581577890548
2024-08-27,4.509692964842467
2024-08-28,3.6077543718739733
2024-08-29,2.4051695812493157
2024-08-30,3.6077543718739733
2024-08-31,3.908400569530138
2024-09-01,4.810339162498631
2024-09-02,3.908400569530138
2024-09-03,3.6077543718739733
2024-09-04,2.70581577890548
