Time,jurassic_park
2022-12-28,6.136363636363636
2022-12-29,6.749999999999999
2022-12-30,6.954545454545454
2022-12-31,7.7727272727272725
2023-01-01,8.795454545454545
2023-01-02,7.977272727272727
2023-01-03,6.136363636363636
2023-01-04,5.5227272727272725
2023-01-05,6.545454545454545
2023-01-06,7.363636363636363
2023-01-07,15.136363636363635
2023-01-08,17.59090909090909
2023-01-09,9.613636363636363
2023-01-10,7.363636363636363
2023-01-11,7.159090909090908
2023-01-12,7.363636363636363
2023-01-13,7.159090909090908
2023-01-14,11.25
2023-01-15,12.886363636363635
2023-01-16,8.795454545454545
2023-01-17,6.954545454545454
2023-01-18,6.340909090909091
2023-01-19,6.749999999999999
2023-01-20,6.749999999999999
2023-01-21,8.59090909090909
2023-01-22,9.818181818181817
2023-01-23,7.159090909090908
2023-01-24,5.3181818181818175
2023-01-25,5.931818181818182
2023-01-26,5.931818181818182
2023-01-27,5.5227272727272725
2023-01-28,8.795454545454545
2023-01-29,9.204545454545453
2023-01-30,6.545454545454545
2023-01-31,5.931818181818182
2023-02-01,5.5227272727272725
2023-02-02,5.3181818181818175
2023-02-03,6.340909090909091
2023-02-04,7.5681818181818175
2023-02-05,7.7727272727272725
2023-02-06,4.909090909090908
2023-02-07,4.704545454545454
2023-02-08,4.704545454545454
2023-02-09,4.909090909090908
2023-02-10,4.704545454545454
2023-02-11,7.7727272727272725
2023-02-12,6.954545454545454
2023-02-13,4.5
2023-02-14,4.909090909090908
2023-02-15,4.704545454545454
2023-02-16,4.704545454545454
2023-02-17,5.727272727272727
2023-02-18,7.159090909090908
2023-02-19,8.181818181818182
2023-02-20,6.340909090909091
2023-02-21,4.909090909090908
2023-02-22,5.3181818181818175
2023-02-23,5.113636363636363
2023-02-24,5.5227272727272725
2023-02-25,8.181818181818182
2023-02-26,8.386363636363635
2023-02-27,5.113636363636363
2023-02-28,4.704545454545454
2023-03-01,4.704545454545454
2023-03-02,4.704545454545454
2023-03-03,5.3181818181818175
2023-03-04,7.159090909090908
2023-03-05,14.522727272727272
2023-03-06,7.7727272727272725
2023-03-07,5.113636363636363
2023-03-08,6.136363636363636
2023-03-09,8.181818181818182
2023-03-10,7.5681818181818175
2023-03-11,7.7727272727272725
2023-03-12,7.977272727272727
2023-03-13,6.340909090909091
2023-03-14,5.931818181818182
2023-03-15,9.0
2023-03-16,6.954545454545454
2023-03-17,6.340909090909091
2023-03-18,14.113636363636363
2023-03-19,9.204545454545453
2023-03-20,6.136363636363636
2023-03-21,4.909090909090908
2023-03-22,5.113636363636363
2023-03-23,5.5227272727272725
2023-03-24,6.545454545454545
2023-03-25,13.909090909090908
2023-03-26,10.431818181818182
2023-03-27,5.931818181818182
2023-03-28,5.113636363636363
2023-03-29,5.113636363636363
2023-03-30,5.113636363636363
2023-03-31,5.3181818181818175
2023-04-01,7.363636363636363
2023-04-02,7.363636363636363
2023-04-03,5.3181818181818175
2023-04-04,4.704545454545454
2023-04-05,5.113636363636363
2023-04-06,5.5227272727272725
2023-04-07,9.204545454545453
2023-04-08,8.386363636363635
2023-04-09,7.977272727272727
2023-04-10,6.545454545454545
2023-04-11,4.909090909090908
2023-04-12,4.909090909090908
2023-04-13,5.3181818181818175
2023-04-14,6.340909090909091
2023-04-15,6.954545454545454
2023-04-16,7.5681818181818175
2023-04-17,5.3181818181818175
2023-04-18,6.749999999999999
2023-04-19,6.136363636363636
2023-04-20,5.113636363636363
2023-04-21,6.136363636363636
2023-04-22,8.181818181818182
2023-04-23,12.068181818181817
2023-04-24,6.136363636363636
2023-04-25,5.3181818181818175
2023-04-26,5.959103701176871
2023-04-27,5.388180112570355
2023-04-28,5.959103701176871
2023-04-29,6.339719426914549
2023-04-30,7.3792938768548515
2023-05-01,5.109837114105407
2023-05-02,5.1978722497015175
2023-05-03,5.109837114105407
2023-05-04,5.388180112570355
2023-05-05,6.720335152652225
2023-05-06,6.530027289783387
2023-05-07,6.910643015521064
2023-05-08,4.919529251236567
2023-05-09,5.109837114105407
2023-05-10,6.530027289783387
2023-05-11,5.959103701176871
2023-05-12,5.300144976974245
2023-05-13,6.149411564045709
2023-05-14,7.56960173972369
2023-05-15,5.680760702711922
2023-05-16,4.919529251236567
2023-05-17,5.109837114105407
2023-05-18,5.388180112570355
2023-05-19,5.1978722497015175
2023-05-20,8.03825260105748
2023-05-21,9.26813491386662
2023-05-22,5.490452839843083
2023-05-23,5.109837114105407
2023-05-24,5.300144976974245
2023-05-25,5.768795838308033
2023-05-26,6.514600034112228
2023-05-27,11.09242708511001
2023-05-28,9.331724373187786
2023-05-29,8.09923247484223
2023-05-30,6.162459491727783
2023-05-31,5.4581784069588934
2023-06-01,6.162459491727783
2023-06-02,6.514600034112228
2023-06-03,10.916356813917787
2023-06-04,9.859935186764453
2023-06-05,6.866740576496673
2023-06-06,6.866740576496673
2023-06-07,7.571021661265562
2023-06-08,8.275302746034452
2023-06-09,8.627443288418897
2023-06-10,11.09242708511001
2023-06-11,13.029200068224457
2023-06-12,10.036005457956675
2023-06-13,8.09923247484223
2023-06-14,6.866740576496673
2023-06-15,7.218881118881117
2023-06-16,7.571021661265562
2023-06-17,7.747091932457785
2023-06-18,9.155654101995564
2023-06-19,10.564216271533343
2023-06-20,8.451373017226674
2023-06-21,6.866740576496673
2023-06-22,6.514600034112228
2023-06-23,7.042810847688895
2023-06-24,8.09923247484223
2023-06-25,8.97958383080334
2023-06-26,7.923162203650007
2023-06-27,6.866740576496673
2023-06-28,6.514600034112228
2023-06-29,6.514600034112228
2023-06-30,6.162459491727783
2023-07-01,7.571021661265562
2023-07-02,10.036005457956675
2023-07-03,8.627443288418897
2023-07-04,10.38814600034112
2023-07-05,7.39495139007334
2023-07-06,7.571021661265562
2023-07-07,8.451373017226674
2023-07-08,15.49418386491557
2023-07-09,11.97277844107112
2023-07-10,8.627443288418897
2023-07-11,7.923162203650007
2023-07-12,6.866740576496673
2023-07-13,7.218881118881117
2023-07-14,7.571021661265562
2023-07-15,8.97958383080334
2023-07-16,12.324918983455566
2023-07-17,8.97958383080334
2023-07-18,7.747091932457785
2023-07-19,7.923162203650007
2023-07-20,9.507794644380008
2023-07-21,7.218881118881117
2023-07-22,9.507794644380008
2023-07-23,10.564216271533343
2023-07-24,7.39495139007334
2023-07-25,6.162459491727783
2023-07-26,6.338529762920006
2023-07-27,5.810318949343339
2023-07-28,6.514600034112228
2023-07-29,7.923162203650007
2023-07-30,8.275302746034452
2023-07-31,6.162459491727783
2023-08-01,5.634248678151116
2023-08-02,5.98638922053556
2023-08-03,6.338529762920006
2023-08-04,7.042810847688895
2023-08-05,8.97958383080334
2023-08-06,12.677059525840011
2023-08-07,8.803513559611119
2023-08-08,7.042810847688895
2023-08-09,6.866740576496673
2023-08-10,8.09923247484223
2023-08-11,7.39495139007334
2023-08-12,8.627443288418897
2023-08-13,10.036005457956675
2023-08-14,8.451373017226674
2023-08-15,7.042810847688895
2023-08-16,6.866740576496673
2023-08-17,7.042810847688895
2023-08-18,6.866740576496673
2023-08-19,8.803513559611119
2023-08-20,9.859935186764453
2023-08-21,7.39495139007334
2023-08-22,7.218881118881117
2023-08-23,7.042810847688895
2023-08-24,7.39495139007334
2023-08-25,8.803513559611119
2023-08-26,17.254886576837794
2023-08-27,17.607027119222238
2023-08-28,10.38814600034112
2023-08-29,8.275302746034452
2023-08-30,8.09923247484223
2023-08-31,7.218881118881117
2023-09-01,7.39495139007334
2023-09-02,9.331724373187786
2023-09-03,9.859935186764453
2023-09-04,10.036005457956675
2023-09-05,6.514600034112228
2023-09-06,5.106037864574449
2023-09-07,5.634248678151116
2023-09-08,5.106037864574449
2023-09-09,7.747091932457785
2023-09-10,8.97958383080334
2023-09-11,6.866740576496673
2023-09-12,4.753897322190004
2023-09-13,4.9299675933822265
2023-09-14,5.106037864574449
2023-09-15,5.282108135766672
2023-09-16,6.338529762920006
2023-09-17,6.514600034112228
2023-09-18,5.282108135766672
2023-09-19,4.753897322190004
2023-09-20,4.577827050997782
2023-09-21,5.106037864574449
2023-09-22,5.4581784069588934
2023-09-23,7.923162203650007
2023-09-24,7.571021661265562
2023-09-25,5.810318949343339
2023-09-26,4.753897322190004
2023-09-27,5.106037864574449
2023-09-28,5.282108135766672
2023-09-29,4.753897322190004
2023-09-30,6.162459491727783
2023-10-01,6.866740576496673
2023-10-02,4.753897322190004
2023-10-03,4.577827050997782
2023-10-04,5.106037864574449
2023-10-05,4.9299675933822265
2023-10-06,5.282108135766672
2023-10-07,5.98638922053556
2023-10-08,6.162459491727783
2023-10-09,5.106037864574449
2023-10-10,4.753897322190004
2023-10-11,5.282108135766672
2023-10-12,5.4581784069588934
2023-10-13,5.810318949343339
2023-10-14,6.69067030530445
2023-10-15,6.514600034112228
2023-10-16,5.4581784069588934
2023-10-17,5.4581784069588934
2023-10-18,5.282108135766672
2023-10-19,5.810318949343339
2023-10-20,7.042810847688895
2023-10-21,6.866740576496673
2023-10-22,6.866740576496673
2023-10-23,5.106037864574449
2023-10-24,5.4581784069588934
2023-10-25,6.69067030530445
2023-10-26,6.514600034112228
2023-10-27,7.218881118881117
2023-10-28,8.803513559611119
2023-10-29,7.39495139007334
2023-10-30,5.634248678151116
2023-10-31,7.923162203650007
2023-11-01,5.634248678151116
2023-11-02,4.9299675933822265
2023-11-03,5.282108135766672
2023-11-04,7.747091932457785
2023-11-05,7.747091932457785
2023-11-06,4.753897322190004
2023-11-07,4.4017567798055595
2023-11-08,4.4017567798055595
2023-11-09,4.577827050997782
2023-11-10,5.106037864574449
2023-11-11,6.514600034112228
2023-11-12,7.042810847688895
2023-11-13,5.106037864574449
2023-11-14,4.577827050997782
2023-11-15,5.106037864574449
2023-11-16,5.106037864574449
2023-11-17,5.106037864574449
2023-11-18,5.98638922053556
2023-11-19,6.514600034112228
2023-11-20,5.4581784069588934
2023-11-21,5.4581784069588934
2023-11-22,5.810318949343339
2023-11-23,6.866740576496673
2023-11-24,7.747091932457785
2023-11-25,7.39495139007334
2023-11-26,7.923162203650007
2023-11-27,5.4581784069588934
2023-11-28,5.106037864574449
2023-11-29,5.282108135766672
2023-11-30,5.282108135766672
2023-12-01,4.9299675933822265
2023-12-02,5.98638922053556
2023-12-03,6.338529762920006
2023-12-04,4.4017567798055595
2023-12-05,4.753897322190004
2023-12-06,4.577827050997782
2023-12-07,5.106037864574449
2023-12-08,14.78990278014668
2023-12-09,13.029200068224457
2023-12-10,11.09242708511001
2023-12-11,8.09923247484223
2023-12-12,6.69067030530445
2023-12-13,5.810318949343339
2023-12-14,6.162459491727783
2023-12-15,5.4581784069588934
2023-12-16,8.451373017226674
2023-12-17,8.627443288418897
2023-12-18,5.634248678151116
2023-12-19,5.282108135766672
2023-12-20,5.634248678151116
2023-12-21,5.810318949343339
2023-12-22,5.437862606436714
2023-12-23,6.81933704194492
2023-12-24,6.81933704194492
2023-12-25,11.221093821750479
2023-12-26,7.767407732979964
2023-12-27,6.473968433067869
2023-12-28,6.385933297471758
2023-12-29,6.473968433067869
2023-12-30,7.679372597383853
2023-12-31,6.7313019063488095
2024-01-01,8.803513559611119
2024-01-02,6.81933704194492
2024-01-03,6.128599824190817
2024-01-04,6.128599824190817
2024-01-05,6.7313019063488095
2024-01-06,10.442321468400266
2024-01-07,12.257199648381635
2024-01-08,8.546180086330178
2024-01-09,8.370109815137956
2024-01-10,8.024741206260906
2024-01-11,7.855442868576075
2024-01-12,8.112776341857018
2024-01-13,10.442321468400266
2024-01-14,11.133058686154369
2024-01-15,9.148882168488171
2024-01-16,7.076670515225861
2024-01-17,7.164705650821972
2024-01-18,6.473968433067869
2024-01-19,6.040564688594706
2024-01-20,8.803513559611119
2024-01-21,8.126320208871803
2024-01-22,6.771933507393168
2024-01-23,5.756143481284194
2024-01-24,5.756143481284194
2024-01-25,5.756143481284194
2024-01-26,6.0947401566538515
2024-01-27,8.126320208871803
2024-01-28,8.126320208871803
2024-01-29,5.078950130544876
2024-01-30,5.417546805914535
2024-01-31,5.417546805914535
2024-02-01,5.078950130544876
2024-02-02,5.078950130544876
2024-02-03,6.771933507393168
2024-02-04,8.126320208871803
2024-02-05,5.417546805914535
2024-02-06,6.0947401566538515
2024-02-07,5.417546805914535
2024-02-08,5.417546805914535
2024-02-09,5.078950130544876
2024-02-10,7.449126858132486
2024-02-11,7.7877235335021435
2024-02-12,6.43333683202351
2024-02-13,5.756143481284194
2024-02-14,4.740353455175218
2024-02-15,5.078950130544876
2024-02-16,5.756143481284194
2024-02-17,7.449126858132486
2024-02-18,8.803513559611119
2024-02-19,6.771933507393168
2024-02-20,5.756143481284194
2024-02-21,5.417546805914535
2024-02-22,5.417546805914535
2024-02-23,5.756143481284194
2024-02-24,7.110530182762827
2024-02-25,8.464916884241461
2024-02-26,5.756143481284194
2024-02-27,5.756143481284194
2024-02-28,5.417546805914535
2024-02-29,5.078950130544876
2024-03-01,5.417546805914535
2024-03-02,8.803513559611119
2024-03-03,9.142110234980777
2024-03-04,6.43333683202351
2024-03-05,5.756143481284194
2024-03-06,5.756143481284194
2024-03-07,5.756143481284194
2024-03-08,5.756143481284194
2024-03-09,7.7877235335021435
2024-03-10,7.7877235335021435
2024-03-11,6.43333683202351
2024-03-12,5.417546805914535
2024-03-13,5.756143481284194
2024-03-14,5.756143481284194
2024-03-15,6.0947401566538515
2024-03-16,7.449126858132486
2024-03-17,9.142110234980777
2024-03-18,6.0947401566538515
2024-03-19,5.417546805914535
2024-03-20,5.417546805914535
2024-03-21,5.078950130544876
2024-03-22,5.756143481284194
2024-03-23,6.771933507393168
2024-03-24,8.803513559611119
2024-03-25,7.110530182762827
2024-03-26,5.756143481284194
2024-03-27,5.417546805914535
2024-03-28,5.417546805914535
2024-03-29,6.0947401566538515
2024-03-30,7.449126858132486
2024-03-31,8.126320208871803
2024-04-01,6.0947401566538515
2024-04-02,5.756143481284194
2024-04-03,5.417546805914535
2024-04-04,5.078950130544876
2024-04-05,6.0947401566538515
2024-04-06,6.771933507393168
2024-04-07,7.110530182762827
2024-04-08,5.417546805914535
2024-04-09,5.417546805914535
2024-04-10,5.417546805914535
2024-04-11,5.417546805914535
2024-04-12,6.0947401566538515
2024-04-13,9.480706910350436
2024-04-14,9.819303585720094
2024-04-15,5.417546805914535
2024-04-16,5.078950130544876
2024-04-17,5.417546805914535
2024-04-18,5.417546805914535
2024-04-19,5.756143481284194
2024-04-20,7.449126858132486
2024-04-21,7.449126858132486
2024-04-22,5.417546805914535
2024-04-23,5.756143481284194
2024-04-24,7.449126858132486
2024-04-25,5.756143481284194
2024-04-26,6.43333683202351
2024-04-27,9.142110234980777
2024-04-28,10.157900261089752
2024-04-29,33.859667536965844
2024-04-30,8.126320208871803
2024-05-01,5.756143481284194
2024-05-02,6.43333683202351
2024-05-03,6.43333683202351
2024-05-04,7.110530182762827
2024-05-05,7.449126858132486
2024-05-06,5.417546805914535
2024-05-07,5.078950130544876
2024-05-08,5.078950130544876
2024-05-09,5.078950130544876
2024-05-10,5.417546805914535
2024-05-11,6.771933507393168
2024-05-12,8.803513559611119
2024-05-13,7.7877235335021435
2024-05-14,7.110530182762827
2024-05-15,5.417546805914535
2024-05-16,5.417546805914535
2024-05-17,5.756143481284194
2024-05-18,10.83509361182907
2024-05-19,9.480706910350436
2024-05-20,5.417546805914535
2024-05-21,5.417546805914535
2024-05-22,6.43333683202351
2024-05-23,6.43333683202351
2024-05-24,7.7877235335021435
2024-05-25,10.496496936459412
2024-05-26,9.142110234980777
2024-05-27,9.480706910350436
2024-05-28,7.110530182762827
2024-05-29,6.43333683202351
2024-05-30,6.0947401566538515
2024-05-31,7.110530182762827
2024-06-01,7.7877235335021435
2024-06-02,8.126320208871803
2024-06-03,5.417546805914535
2024-06-04,5.756143481284194
2024-06-05,5.756143481284194
2024-06-06,6.43333683202351
2024-06-07,6.0947401566538515
2024-06-08,7.449126858132486
2024-06-09,8.126320208871803
2024-06-10,8.126320208871803
2024-06-11,7.7877235335021435
2024-06-12,6.0947401566538515
2024-06-13,7.110530182762827
2024-06-14,6.43333683202351
2024-06-15,7.110530182762827
2024-06-16,7.7877235335021435
2024-06-17,6.0947401566538515
2024-06-18,5.417546805914535
2024-06-19,5.078950130544876
2024-06-20,5.417546805914535
2024-06-21,6.43333683202351
2024-06-22,7.449126858132486
2024-06-23,7.110530182762827
2024-06-24,5.756143481284194
2024-06-25,5.417546805914535
2024-06-26,5.078950130544876
2024-06-27,5.078950130544876
2024-06-28,5.756143481284194
2024-06-29,7.110530182762827
2024-06-30,7.449126858132486
2024-07-01,5.756143481284194
2024-07-02,5.756143481284194
2024-07-03,6.0947401566538515
2024-07-04,10.496496936459412
2024-07-05,9.480706910350436
2024-07-06,9.142110234980777
2024-07-07,8.803513559611119
2024-07-08,6.43333683202351
2024-07-09,7.110530182762827
2024-07-10,6.0947401566538515
2024-07-11,6.0947401566538515
2024-07-12,6.0947401566538515
2024-07-13,11.512286962568387
2024-07-14,8.126320208871803
2024-07-15,6.0947401566538515
2024-07-16,6.43333683202351
2024-07-17,6.43333683202351
2024-07-18,6.43333683202351
2024-07-19,7.7877235335021435
2024-07-20,8.126320208871803
2024-07-21,8.126320208871803
2024-07-22,5.756143481284194
2024-07-23,5.417546805914535
2024-07-24,5.756143481284194
2024-07-25,6.0947401566538515
2024-07-26,6.43333683202351
2024-07-27,7.110530182762827
2024-07-28,7.110530182762827
2024-07-29,5.756143481284194
2024-07-30,5.417546805914535
2024-07-31,5.078950130544876
2024-08-01,5.417546805914535
2024-08-02,5.417546805914535
2024-08-03,6.43333683202351
2024-08-04,7.110530182762827
2024-08-05,5.417546805914535
2024-08-06,5.078950130544876
2024-08-07,5.417546805914535
2024-08-08,5.417546805914535
2024-08-09,5.756143481284194
2024-08-10,6.43333683202351
2024-08-11,6.43333683202351
2024-08-12,5.417546805914535
2024-08-13,5.417546805914535
2024-08-14,5.756143481284194
2024-08-15,5.417546805914535
2024-08-16,6.0947401566538515
2024-08-17,12.189480313307703
2024-08-18,9.120947942770174
2024-08-19,6.010090987811437
2024-08-20,5.354059929282724
2024-08-21,5.354059929282724
2024-08-22,4.803840331807029
2024-08-23,5.184761591597894
2024-08-24,6.771933507393168
2024-08-25,7.427964565921882
2024-08-26,5.078950130544877
2024-08-27,5.078950130544877
2024-08-28,4.803840331807029
2024-08-29,5.629169728020572
2024-08-30,6.285200786549285
2024-08-31,6.115902448864455
2024-09-01,7.152854767184035
2024-09-02,6.666122046340151
2024-09-03,4.803840331807029
2024-09-04,5.078950130544877
2024-09-05,5.078950130544877
2024-09-06,4.803840331807029
2024-09-07,7.047043306131016
2024-09-08,6.771933507393168
2024-09-09,6.666122046340151
2024-09-10,5.354059929282724
2024-09-11,5.354059929282724
2024-09-12,5.078950130544877
2024-09-13,5.078950130544877
2024-09-14,7.047043306131016
2024-09-15,5.840792650126608
2024-09-16,5.078950130544877
2024-09-17,4.86732720843884
2024-09-18,5.50219597475695
