Time,bts
2022-09-08,12.928571428571427
2022-09-09,14.785714285714285
2022-09-10,15.0
2022-09-11,15.0
2022-09-12,12.714285714285714
2022-09-13,12.0
2022-09-14,12.214285714285714
2022-09-15,12.0
2022-09-16,12.714285714285714
2022-09-17,13.857142857142858
2022-09-18,13.857142857142858
2022-09-19,12.0
2022-09-20,12.0
2022-09-21,12.928571428571427
2022-09-22,11.785714285714285
2022-09-23,12.214285714285714
2022-09-24,14.071428571428571
2022-09-25,13.857142857142858
2022-09-26,12.0
2022-09-27,12.0
2022-09-28,12.428571428571427
2022-09-29,12.857142857142856
2022-09-30,12.428571428571427
2022-10-01,12.428571428571427
2022-10-02,12.0
2022-10-03,12.0
2022-10-04,11.571428571428571
2022-10-05,12.0
2022-10-06,12.428571428571427
2022-10-07,13.285714285714285
2022-10-08,14.142857142857142
2022-10-09,14.142857142857142
2022-10-10,12.857142857142856
2022-10-11,12.857142857142856
2022-10-12,13.285714285714285
2022-10-13,16.71428571428571
2022-10-14,15.428571428571427
2022-10-15,28.71428571428571
2022-10-16,18.428571428571427
2022-10-17,42.857142857142854
2022-10-18,36.0
2022-10-19,25.71428571428571
2022-10-20,20.57142857142857
2022-10-21,19.285714285714285
2022-10-22,18.857142857142858
2022-10-23,20.142857142857142
2022-10-24,16.71428571428571
2022-10-25,14.142857142857142
2022-10-26,15.0
2022-10-27,13.714285714285714
2022-10-28,14.142857142857142
2022-10-29,15.0
2022-10-30,16.285714285714285
2022-10-31,15.857142857142856
2022-11-01,15.0
2022-11-02,14.142857142857142
2022-11-03,12.857142857142856
2022-11-04,13.285714285714285
2022-11-05,14.142857142857142
2022-11-06,14.142857142857142
2022-11-07,13.285714285714285
2022-11-08,12.428571428571427
2022-11-09,11.571428571428571
2022-11-10,12.0
2022-11-11,12.857142857142856
2022-11-12,13.714285714285714
2022-11-13,14.142857142857142
2022-11-14,13.285714285714285
2022-11-15,14.571428571428571
2022-11-16,14.142857142857142
2022-11-17,13.285714285714285
2022-11-18,13.285714285714285
2022-11-19,14.142857142857142
2022-11-20,18.428571428571427
2022-11-21,15.857142857142856
2022-11-22,13.285714285714285
2022-11-23,14.142857142857142
2022-11-24,15.428571428571427
2022-11-25,14.142857142857142
2022-11-26,14.142857142857142
2022-11-27,14.571428571428571
2022-11-28,12.428571428571427
2022-11-29,12.857142857142856
2022-11-30,12.857142857142856
2022-12-01,14.571428571428571
2022-12-02,15.0
2022-12-03,15.428571428571427
2022-12-04,15.428571428571427
2022-12-05,13.714285714285714
2022-12-06,13.285714285714285
2022-12-07,12.857142857142856
2022-12-08,12.428571428571427
2022-12-09,12.428571428571427
2022-12-10,12.857142857142856
2022-12-11,15.428571428571427
2022-12-12,14.142857142857142
2022-12-13,17.57142857142857
2022-12-14,15.428571428571427
2022-12-15,17.142857142857142
2022-12-16,13.285714285714285
2022-12-17,13.714285714285714
2022-12-18,12.857142857142856
2022-12-19,12.428571428571427
2022-12-20,14.142857142857142
2022-12-21,13.285714285714285
2022-12-22,12.857142857142856
2022-12-23,12.857142857142856
2022-12-24,12.857142857142856
2022-12-25,15.0
2022-12-26,13.714285714285714
2022-12-27,12.857142857142856
2022-12-28,13.285714285714285
2022-12-29,14.571428571428571
2022-12-30,14.571428571428571
2022-12-31,14.142857142857142
2023-01-01,27.428571428571427
2023-01-02,13.285714285714285
2023-01-03,11.571428571428571
2023-01-04,12.0
2023-01-05,13.285714285714285
2023-01-06,12.857142857142856
2023-01-07,13.714285714285714
2023-01-08,13.285714285714285
2023-01-09,12.857142857142856
2023-01-10,13.714285714285714
2023-01-11,14.571428571428571
2023-01-12,13.285714285714285
2023-01-13,12.857142857142856
2023-01-14,12.857142857142856
2023-01-15,12.857142857142856
2023-01-16,12.857142857142856
2023-01-17,12.0
2023-01-18,12.0
2023-01-19,11.571428571428571
2023-01-20,11.571428571428571
2023-01-21,12.428571428571427
2023-01-22,12.428571428571427
2023-01-23,11.142857142857142
2023-01-24,10.714285714285714
2023-01-25,10.714285714285714
2023-01-26,10.285714285714285
2023-01-27,10.714285714285714
2023-01-28,12.0
2023-01-29,12.0
2023-01-30,11.571428571428571
2023-01-31,11.142857142857142
2023-02-01,12.857142857142856
2023-02-02,14.142857142857142
2023-02-03,14.142857142857142
2023-02-04,17.142857142857142
2023-02-05,19.71428571428571
2023-02-06,21.0
2023-02-07,12.0
2023-02-08,11.571428571428571
2023-02-09,11.571428571428571
2023-02-10,12.0
2023-02-11,12.428571428571427
2023-02-12,11.571428571428571
2023-02-13,12.0
2023-02-14,13.285714285714285
2023-02-15,11.571428571428571
2023-02-16,15.428571428571427
2023-02-17,13.714285714285714
2023-02-18,12.428571428571427
2023-02-19,12.0
2023-02-20,11.142857142857142
2023-02-21,11.142857142857142
2023-02-22,10.285714285714285
2023-02-23,12.0
2023-02-24,11.571428571428571
2023-02-25,11.142857142857142
2023-02-26,14.142857142857142
2023-02-27,12.428571428571427
2023-02-28,11.142857142857142
2023-03-01,17.57142857142857
2023-03-02,12.857142857142856
2023-03-03,11.571428571428571
2023-03-04,12.0
2023-03-05,12.428571428571427
2023-03-06,15.0
2023-03-07,12.428571428571427
2023-03-08,11.142857142857142
2023-03-09,10.285714285714285
2023-03-10,10.714285714285714
2023-03-11,10.714285714285714
2023-03-12,11.142857142857142
2023-03-13,10.285714285714285
2023-03-14,9.857142857142856
2023-03-15,9.428571428571429
2023-03-16,10.285714285714285
2023-03-17,11.142857142857142
2023-03-18,12.428571428571427
2023-03-19,11.142857142857142
2023-03-20,10.285714285714285
2023-03-21,10.285714285714285
2023-03-22,9.857142857142856
2023-03-23,10.285714285714285
2023-03-24,15.0
2023-03-25,12.428571428571427
2023-03-26,17.142857142857142
2023-03-27,13.285714285714285
2023-03-28,11.142857142857142
2023-03-29,9.857142857142856
2023-03-30,9.428571428571429
2023-03-31,10.285714285714285
2023-04-01,14.142857142857142
2023-04-02,17.142857142857142
2023-04-03,14.142857142857142
2023-04-04,12.0
2023-04-05,10.285714285714285
2023-04-06,10.714285714285714
2023-04-07,10.285714285714285
2023-04-08,10.285714285714285
2023-04-09,15.0
2023-04-10,11.571428571428571
2023-04-11,10.714285714285714
2023-04-12,10.285714285714285
2023-04-13,9.857142857142856
2023-04-14,9.857142857142856
2023-04-15,10.285714285714285
2023-04-16,11.142857142857142
2023-04-17,10.285714285714285
2023-04-18,10.714285714285714
2023-04-19,12.0
2023-04-20,12.0
2023-04-21,11.571428571428571
2023-04-22,12.0
2023-04-23,11.571428571428571
2023-04-24,10.714285714285714
2023-04-25,11.571428571428571
2023-04-26,10.261492173515634
2023-04-27,10.715713904863465
2023-04-28,10.341470845869672
2023-04-29,11.089956963857258
2023-04-30,11.544178695205087
2023-05-01,10.261492173515634
2023-05-02,10.715713904863465
2023-05-03,10.261492173515634
2023-05-04,9.887249114521842
2023-05-05,10.635735232509425
2023-05-06,11.544178695205087
2023-05-07,11.249914308565334
2023-05-08,9.807270442167802
2023-05-09,10.261492173515634
2023-05-10,11.089956963857258
2023-05-11,10.715713904863465
2023-05-12,12.746886544540503
2023-05-13,12.452622157900748
2023-05-14,12.078379098906957
2023-05-15,11.169935636211296
2023-05-16,11.169935636211296
2023-05-17,10.795692577217505
2023-05-18,12.826865216894543
2023-05-19,11.544178695205087
2023-05-20,11.624157367559128
2023-05-21,11.99840042655292
2023-05-22,10.341470845869672
2023-05-23,9.807270442167802
2023-05-24,9.967227786875881
2023-05-25,9.967227786875881
2023-05-26,9.757398027192748
2023-05-27,10.39722740602506
2023-05-28,10.39722740602506
2023-05-29,10.39722740602506
2023-05-30,10.557184750733137
2023-05-31,10.717142095441217
2023-06-01,11.037056784857372
2023-06-02,11.836843508397761
2023-06-03,15.195947747267395
2023-06-04,13.27645961077046
2023-06-05,10.237270061316982
2023-06-06,9.917355371900827
2023-06-07,9.917355371900827
2023-06-08,9.917355371900827
2023-06-09,13.916288989602773
2023-06-10,12.63663023193815
2023-06-11,11.356971474273527
2023-06-12,12.476672887230071
2023-06-13,13.27645961077046
2023-06-14,11.19701412956545
2023-06-15,11.037056784857372
2023-06-16,10.237270061316982
2023-06-17,11.516928818981604
2023-06-18,11.037056784857372
2023-06-19,9.757398027192748
2023-06-20,9.437483337776593
2023-06-21,10.077312716608905
2023-06-22,9.59744068248467
2023-06-23,9.117568648360438
2023-06-24,10.557184750733137
2023-06-25,9.59744068248467
2023-06-26,9.437483337776593
2023-06-27,9.117568648360438
2023-06-28,9.277525993068515
2023-06-29,10.077312716608905
2023-06-30,10.077312716608905
2023-07-01,10.717142095441217
2023-07-02,10.237270061316982
2023-07-03,9.437483337776593
2023-07-04,9.277525993068515
2023-07-05,9.117568648360438
2023-07-06,9.59744068248467
2023-07-07,9.277525993068515
2023-07-08,11.19701412956545
2023-07-09,13.916288989602773
2023-07-10,11.516928818981604
2023-07-11,9.757398027192748
2023-07-12,9.757398027192748
2023-07-13,9.757398027192748
2023-07-14,12.63663023193815
2023-07-15,11.037056784857372
2023-07-16,10.237270061316982
2023-07-17,9.277525993068515
2023-07-18,9.117568648360438
2023-07-19,9.117568648360438
2023-07-20,8.79765395894428
2023-07-21,8.95761130365236
2023-07-22,9.757398027192748
2023-07-23,9.917355371900827
2023-07-24,8.477739269528126
2023-07-25,8.95761130365236
2023-07-26,8.95761130365236
2023-07-27,8.477739269528126
2023-07-28,8.637696614236203
2023-07-29,9.437483337776593
2023-07-30,9.437483337776593
2023-07-31,7.997867235403892
2023-08-01,8.317781924820048
2023-08-02,7.198080511863503
2023-08-03,8.637696614236203
2023-08-04,8.477739269528126
2023-08-05,9.277525993068515
2023-08-06,10.077312716608905
2023-08-07,9.757398027192748
2023-08-08,10.237270061316982
2023-08-09,9.59744068248467
2023-08-10,9.437483337776593
2023-08-11,9.59744068248467
2023-08-12,11.19701412956545
2023-08-13,9.757398027192748
2023-08-14,7.997867235403892
2023-08-15,7.837909890695815
2023-08-16,8.15782458011197
2023-08-17,8.477739269528126
2023-08-18,8.317781924820048
2023-08-19,8.79765395894428
2023-08-20,8.79765395894428
2023-08-21,8.317781924820048
2023-08-22,7.837909890695815
2023-08-23,7.997867235403892
2023-08-24,7.837909890695815
2023-08-25,8.317781924820048
2023-08-26,8.477739269528126
2023-08-27,9.117568648360438
2023-08-28,7.677952545987736
2023-08-29,7.837909890695815
2023-08-30,7.358037856571581
2023-08-31,8.15782458011197
2023-09-01,8.15782458011197
2023-09-02,8.317781924820048
2023-09-03,7.997867235403892
2023-09-04,8.317781924820048
2023-09-05,7.997867235403892
2023-09-06,7.517995201279659
2023-09-07,7.677952545987736
2023-09-08,7.517995201279659
2023-09-09,8.317781924820048
2023-09-10,8.95761130365236
2023-09-11,8.317781924820048
2023-09-12,8.317781924820048
2023-09-13,9.757398027192748
2023-09-14,7.837909890695815
2023-09-15,7.677952545987736
2023-09-16,8.15782458011197
2023-09-17,8.95761130365236
2023-09-18,7.517995201279659
2023-09-19,7.198080511863503
2023-09-20,7.837909890695815
2023-09-21,7.837909890695815
2023-09-22,8.477739269528126
2023-09-23,7.997867235403892
2023-09-24,8.79765395894428
2023-09-25,7.677952545987736
2023-09-26,8.15782458011197
2023-09-27,8.15782458011197
2023-09-28,6.878165822447348
2023-09-29,7.837909890695815
2023-09-30,8.317781924820048
2023-10-01,7.517995201279659
2023-10-02,7.038123167155425
2023-10-03,7.038123167155425
2023-10-04,7.198080511863503
2023-10-05,7.198080511863503
2023-10-06,7.837909890695815
2023-10-07,7.358037856571581
2023-10-08,7.837909890695815
2023-10-09,7.198080511863503
2023-10-10,7.358037856571581
2023-10-11,7.038123167155425
2023-10-12,7.517995201279659
2023-10-13,7.837909890695815
2023-10-14,7.677952545987736
2023-10-15,7.837909890695815
2023-10-16,7.677952545987736
2023-10-17,7.358037856571581
2023-10-18,6.718208477739269
2023-10-19,7.198080511863503
2023-10-20,7.517995201279659
2023-10-21,6.878165822447348
2023-10-22,7.358037856571581
2023-10-23,7.038123167155425
2023-10-24,6.718208477739269
2023-10-25,7.517995201279659
2023-10-26,6.878165822447348
2023-10-27,6.718208477739269
2023-10-28,6.718208477739269
2023-10-29,7.198080511863503
2023-10-30,6.078379098906958
2023-10-31,6.238336443615036
2023-11-01,6.718208477739269
2023-11-02,6.718208477739269
2023-11-03,7.198080511863503
2023-11-04,8.317781924820048
2023-11-05,7.517995201279659
2023-11-06,7.837909890695815
2023-11-07,8.317781924820048
2023-11-08,8.637696614236203
2023-11-09,8.477739269528126
2023-11-10,9.277525993068515
2023-11-11,9.117568648360438
2023-11-12,9.757398027192748
2023-11-13,8.637696614236203
2023-11-14,7.837909890695815
2023-11-15,7.677952545987736
2023-11-16,8.15782458011197
2023-11-17,7.677952545987736
2023-11-18,8.15782458011197
2023-11-19,7.837909890695815
2023-11-20,7.997867235403892
2023-11-21,7.677952545987736
2023-11-22,12.956544921354306
2023-11-23,15.995734470807784
2023-11-24,9.917355371900827
2023-11-25,9.117568648360438
2023-11-26,9.437483337776593
2023-11-27,8.79765395894428
2023-11-28,8.317781924820048
2023-11-29,8.637696614236203
2023-11-30,10.717142095441217
2023-12-01,8.79765395894428
2023-12-02,8.637696614236203
2023-12-03,9.277525993068515
2023-12-04,9.117568648360438
2023-12-05,8.95761130365236
2023-12-06,9.757398027192748
2023-12-07,8.477739269528126
2023-12-08,8.637696614236203
2023-12-09,8.95761130365236
2023-12-10,9.437483337776593
2023-12-11,10.877099440149294
2023-12-12,11.356971474273527
2023-12-13,10.557184750733137
2023-12-14,9.437483337776593
2023-12-15,9.437483337776593
2023-12-16,9.59744068248467
2023-12-17,9.117568648360438
2023-12-18,8.317781924820048
2023-12-19,8.79765395894428
2023-12-20,9.59744068248467
2023-12-21,9.59744068248467
2023-12-22,9.40949080245268
2023-12-23,8.965609170887763
2023-12-24,9.033591042388696
2023-12-25,10.433217808584377
2023-12-26,8.66968808317782
2023-12-27,8.15782458011197
2023-12-28,9.113569714742734
2023-12-29,9.40949080245268
2023-12-30,10.069314849373502
2023-12-31,9.625433217808585
2024-01-01,9.625433217808585
2024-01-02,8.15782458011197
2024-01-03,8.305785123966942
2024-01-04,8.749666755531859
2024-01-05,8.521727539322846
2024-01-06,8.453745667821913
2024-01-07,9.045587843241803
2024-01-08,7.861903492402027
2024-01-09,7.350039989336177
2024-01-10,8.305785123966942
2024-01-11,7.793921620901093
2024-01-12,7.861903492402027
2024-01-13,7.498000533191149
2024-01-14,8.009864036256998
2024-01-15,7.4180218608371105
2024-01-16,7.498000533191149
2024-01-17,8.009864036256998
2024-01-18,7.202079445481205
2024-01-19,7.793921620901093
2024-01-20,8.009864036256998
2024-01-21,7.885897094108238
2024-01-22,7.885897094108238
2024-01-23,7.070114636097041
2024-01-24,7.47800586510264
2024-01-25,6.9341508930951745
2024-01-26,7.613969608104505
2024-01-27,8.15782458011197
2024-01-28,8.15782458011197
2024-01-29,7.206078379098907
2024-01-30,7.206078379098907
2024-01-31,7.342042122100773
2024-02-01,7.070114636097041
2024-02-02,6.9341508930951745
2024-02-03,7.206078379098907
2024-02-04,8.021860837110104
2024-02-05,8.293788323113837
2024-02-06,7.070114636097041
2024-02-07,6.798187150093309
2024-02-08,7.070114636097041
2024-02-09,7.47800586510264
2024-02-10,7.749933351106372
2024-02-11,7.206078379098907
2024-02-12,6.254332178085844
2024-02-13,6.798187150093309
2024-02-14,6.9341508930951745
2024-02-15,6.9341508930951745
2024-02-16,6.798187150093309
2024-02-17,7.47800586510264
2024-02-18,8.15782458011197
2024-02-19,7.070114636097041
2024-02-20,7.070114636097041
2024-02-21,6.662223407091442
2024-02-22,6.798187150093309
2024-02-23,6.798187150093309
2024-02-24,7.206078379098907
2024-02-25,7.070114636097041
2024-02-26,6.798187150093309
2024-02-27,6.662223407091442
2024-02-28,6.39029592108771
2024-02-29,6.9341508930951745
2024-03-01,6.662223407091442
2024-03-02,7.070114636097041
2024-03-03,7.749933351106372
2024-03-04,7.070114636097041
2024-03-05,6.526259664089576
2024-03-06,6.118368435083978
2024-03-07,6.662223407091442
2024-03-08,7.206078379098907
2024-03-09,7.070114636097041
2024-03-10,7.206078379098907
2024-03-11,6.662223407091442
2024-03-12,6.254332178085844
2024-03-13,6.526259664089576
2024-03-14,6.254332178085844
2024-03-15,7.206078379098907
2024-03-16,7.342042122100773
2024-03-17,7.070114636097041
2024-03-18,6.798187150093309
2024-03-19,6.39029592108771
2024-03-20,6.662223407091442
2024-03-21,5.9824046920821115
2024-03-22,6.39029592108771
2024-03-23,5.846440949080246
2024-03-24,6.662223407091442
2024-03-25,6.526259664089576
2024-03-26,6.118368435083978
2024-03-27,6.254332178085844
2024-03-28,6.526259664089576
2024-03-29,5.9824046920821115
2024-03-30,7.070114636097041
2024-03-31,6.662223407091442
2024-04-01,6.662223407091442
2024-04-02,6.798187150093309
2024-04-03,6.798187150093309
2024-04-04,6.662223407091442
2024-04-05,6.118368435083978
2024-04-06,6.526259664089576
2024-04-07,6.526259664089576
2024-04-08,6.118368435083978
2024-04-09,6.39029592108771
2024-04-10,6.526259664089576
2024-04-11,6.254332178085844
2024-04-12,6.526259664089576
2024-04-13,7.47800586510264
2024-04-14,7.47800586510264
2024-04-15,8.15782458011197
2024-04-16,6.9341508930951745
2024-04-17,6.9341508930951745
2024-04-18,6.662223407091442
2024-04-19,6.662223407091442
2024-04-20,6.798187150093309
2024-04-21,7.342042122100773
2024-04-22,7.070114636097041
2024-04-23,7.070114636097041
2024-04-24,6.798187150093309
2024-04-25,6.662223407091442
2024-04-26,7.070114636097041
2024-04-27,7.070114636097041
2024-04-28,7.342042122100773
2024-04-29,6.798187150093309
2024-04-30,6.526259664089576
2024-05-01,6.254332178085844
2024-05-02,6.39029592108771
2024-05-03,6.798187150093309
2024-05-04,7.070114636097041
2024-05-05,7.47800586510264
2024-05-06,6.798187150093309
2024-05-07,7.070114636097041
2024-05-08,6.9341508930951745
2024-05-09,6.798187150093309
2024-05-10,7.070114636097041
2024-05-11,6.254332178085844
2024-05-12,7.47800586510264
2024-05-13,7.206078379098907
2024-05-14,6.9341508930951745
2024-05-15,6.662223407091442
2024-05-16,6.9341508930951745
2024-05-17,6.662223407091442
2024-05-18,7.342042122100773
2024-05-19,6.9341508930951745
2024-05-20,7.206078379098907
2024-05-21,6.254332178085844
2024-05-22,6.254332178085844
2024-05-23,6.254332178085844
2024-05-24,6.798187150093309
2024-05-25,6.254332178085844
2024-05-26,6.526259664089576
2024-05-27,7.47800586510264
2024-05-28,6.798187150093309
2024-05-29,6.662223407091442
2024-05-30,6.662223407091442
2024-05-31,7.070114636097041
2024-06-01,7.342042122100773
2024-06-02,8.021860837110104
2024-06-03,6.798187150093309
2024-06-04,6.9341508930951745
2024-06-05,6.798187150093309
2024-06-06,6.254332178085844
2024-06-07,6.798187150093309
2024-06-08,10.741135697147428
2024-06-09,7.342042122100773
2024-06-10,7.206078379098907
2024-06-11,8.293788323113837
2024-06-12,13.596374300186618
2024-06-13,10.469208211143695
2024-06-14,9.2455345241269
2024-06-15,8.15782458011197
2024-06-16,7.885897094108238
2024-06-17,7.070114636097041
2024-06-18,6.526259664089576
2024-06-19,6.9341508930951745
2024-06-20,6.798187150093309
2024-06-21,6.662223407091442
2024-06-22,6.9341508930951745
2024-06-23,6.9341508930951745
2024-06-24,6.798187150093309
2024-06-25,6.39029592108771
2024-06-26,6.662223407091442
2024-06-27,6.798187150093309
2024-06-28,6.798187150093309
2024-06-29,6.798187150093309
2024-06-30,6.662223407091442
2024-07-01,6.118368435083978
2024-07-02,6.798187150093309
2024-07-03,6.662223407091442
2024-07-04,7.070114636097041
2024-07-05,6.798187150093309
2024-07-06,7.342042122100773
2024-07-07,6.662223407091442
2024-07-08,6.662223407091442
2024-07-09,6.9341508930951745
2024-07-10,6.118368435083978
2024-07-11,6.39029592108771
2024-07-12,6.526259664089576
2024-07-13,6.662223407091442
2024-07-14,6.526259664089576
2024-07-15,6.118368435083978
2024-07-16,6.254332178085844
2024-07-17,5.9824046920821115
2024-07-18,5.846440949080246
2024-07-19,6.118368435083978
2024-07-20,6.798187150093309
2024-07-21,6.798187150093309
2024-07-22,6.254332178085844
2024-07-23,5.9824046920821115
2024-07-24,5.846440949080246
2024-07-25,5.846440949080246
2024-07-26,6.118368435083978
2024-07-27,6.39029592108771
2024-07-28,5.846440949080246
2024-07-29,5.9824046920821115
2024-07-30,5.438549720074647
2024-07-31,5.9824046920821115
2024-08-01,5.166622234070915
2024-08-02,6.118368435083978
2024-08-03,6.526259664089576
2024-08-04,6.118368435083978
2024-08-05,5.574513463076513
2024-08-06,5.710477206078379
2024-08-07,8.021860837110104
2024-08-08,7.749933351106372
2024-08-09,7.342042122100773
2024-08-10,7.206078379098907
2024-08-11,7.070114636097041
2024-08-12,6.39029592108771
2024-08-13,6.39029592108771
2024-08-14,6.662223407091442
2024-08-15,6.662223407091442
2024-08-16,6.254332178085844
2024-08-17,6.118368435083978
2024-08-18,7.203122645555389
2024-08-19,6.381428720457154
2024-08-20,6.422808990066418
2024-08-21,6.121324168627497
2024-08-22,6.381428720457154
2024-08-23,6.381428720457154
2024-08-24,7.052380234835928
2024-08-25,7.093760504445192
2024-08-26,6.422808990066418
2024-08-27,5.8198393471885765
2024-08-28,6.079943899018233
2024-08-29,6.121324168627497
2024-08-30,7.052380234835928
2024-08-31,6.901637824116468
2024-09-01,7.3124847866655855
2024-09-02,6.682913541896075
2024-09-03,5.71047720607838
2024-09-04,5.4503726542487225
2024-09-05,5.86121961679784
2024-09-06,7.764712018823967
2024-09-07,8.284921122483281
2024-09-08,7.244502915164652
2024-09-09,6.532171131176614
2024-09-10,6.230686309737694
2024-09-11,6.272066579346957
2024-09-12,7.203122645555389
2024-09-13,6.272066579346957
2024-09-14,7.3124847866655855
2024-09-15,6.422808990066418
2024-09-16,5.71047720607838
2024-09-17,5.875998284515434
2024-09-18,5.9587588237339615
2024-09-19,5.875998284515434
2024-09-20,6.207040441389544
2024-09-21,6.869124755137761
2024-09-22,6.786364215919234
2024-09-23,5.544956127641325
2024-09-24,5.627716666859853
2024-09-25,5.71047720607838
2024-09-26,5.9587588237339615
2024-09-27,5.9587588237339615
2024-09-28,5.9587588237339615
2024-09-29,5.9587588237339615
2024-09-30,5.793237745296907
