Time,nashville_weather
2022-12-24,63.292231812577064
2022-12-25,34.32799013563502
2022-12-26,59.00123304562269
2022-12-27,38.61898890258939
2022-12-28,26.818742293464858
2022-12-29,35.40073982737361
2022-12-30,32.18249075215783
2022-12-31,25.745992601726265
2023-01-01,30.036991368680642
2023-01-02,28.96424167694205
2023-01-03,42.909987669543774
2023-01-04,23.600493218249078
2023-01-05,16.091245376078916
2023-01-06,17.16399506781751
2023-01-07,20.382244143033294
2023-01-08,19.309494451294697
2023-01-09,16.091245376078916
2023-01-10,17.16399506781751
2023-01-11,20.382244143033294
2023-01-12,38.61898890258939
2023-01-13,34.32799013563502
2023-01-14,19.309494451294697
2023-01-15,19.309494451294697
2023-01-16,19.309494451294697
2023-01-17,17.16399506781751
2023-01-18,20.382244143033294
2023-01-19,21.454993834771887
2023-01-20,18.236744759556103
2023-01-21,17.16399506781751
2023-01-22,21.454993834771887
2023-01-23,19.309494451294697
2023-01-24,21.454993834771887
2023-01-25,24.67324290998767
2023-01-26,21.454993834771887
2023-01-27,18.236744759556103
2023-01-28,19.309494451294697
2023-01-29,24.67324290998767
2023-01-30,38.61898890258939
2023-01-31,69.72872996300863
2023-02-01,59.00123304562269
2023-02-02,39.691738594327994
2023-02-03,21.454993834771887
2023-02-04,19.309494451294697
2023-02-05,17.16399506781751
2023-02-06,17.16399506781751
2023-02-07,17.16399506781751
2023-02-08,21.454993834771887
2023-02-09,21.454993834771887
2023-02-10,17.16399506781751
2023-02-11,19.309494451294697
2023-02-12,17.16399506781751
2023-02-13,16.091245376078916
2023-02-14,19.309494451294697
2023-02-15,27.89149198520345
2023-02-16,82.60172626387177
2023-02-17,27.89149198520345
2023-02-18,21.454993834771887
2023-02-19,21.454993834771887
2023-02-20,22.52774352651048
2023-02-21,21.454993834771887
2023-02-22,24.67324290998767
2023-02-23,25.745992601726265
2023-02-24,27.89149198520345
2023-02-25,25.745992601726265
2023-02-26,22.52774352651048
2023-02-27,27.89149198520345
2023-02-28,21.454993834771887
2023-03-01,26.818742293464858
2023-03-02,35.40073982737361
2023-03-03,81.52897657213317
2023-03-04,30.036991368680642
2023-03-05,20.382244143033294
2023-03-06,18.236744759556103
2023-03-07,20.382244143033294
2023-03-08,22.52774352651048
2023-03-09,24.67324290998767
2023-03-10,23.600493218249078
2023-03-11,24.67324290998767
2023-03-12,24.67324290998767
2023-03-13,22.52774352651048
2023-03-14,22.52774352651048
2023-03-15,20.382244143033294
2023-03-16,22.52774352651048
2023-03-17,24.67324290998767
2023-03-18,21.454993834771887
2023-03-19,23.600493218249078
2023-03-20,23.600493218249078
2023-03-21,23.600493218249078
2023-03-22,26.818742293464858
2023-03-23,26.818742293464858
2023-03-24,38.61898890258939
2023-03-25,51.49198520345253
2023-03-26,22.52774352651048
2023-03-27,39.691738594327994
2023-03-28,42.909987669543774
2023-03-29,35.40073982737361
2023-03-30,32.18249075215783
2023-03-31,67.58323057953145
2023-04-01,92.25647348951911
2023-04-02,24.67324290998767
2023-04-03,25.745992601726265
2023-04-04,34.32799013563502
2023-04-05,54.71023427866831
2023-04-06,36.473489519112206
2023-04-07,25.745992601726265
2023-04-08,25.745992601726265
2023-04-09,16.091245376078916
2023-04-10,19.309494451294697
2023-04-11,17.16399506781751
2023-04-12,16.091245376078916
2023-04-13,21.454993834771887
2023-04-14,22.52774352651048
2023-04-15,21.454993834771887
2023-04-16,26.818742293464858
2023-04-17,19.309494451294697
2023-04-18,17.16399506781751
2023-04-19,19.309494451294697
2023-04-20,20.382244143033294
2023-04-21,27.89149198520345
2023-04-22,27.89149198520345
2023-04-23,21.454993834771887
2023-04-24,21.454993834771887
2023-04-25,20.382244143033294
2023-04-26,22.781915282597694
2023-04-27,25.893393322728514
2023-04-28,26.42976816859781
2023-04-29,24.856233976018242
2023-04-30,24.355449475177267
2023-05-01,20.20681208833617
2023-05-02,23.81907462930797
2023-05-03,25.39260882188754
2023-05-04,27.96771201614906
2023-05-05,36.76577129067222
2023-05-06,33.15350874970043
2023-05-07,56.9725833790084
2023-05-08,52.32316149132633
2023-05-09,21.243971435046447
2023-05-10,17.095334048205352
2023-05-11,22.781915282597694
2023-05-12,25.39260882188754
2023-05-13,23.31829012846699
2023-05-14,21.243971435046447
2023-05-15,20.20681208833617
2023-05-16,20.20681208833617
2023-05-17,16.058174701495076
2023-05-18,19.169652741625896
2023-05-19,24.856233976018242
2023-05-20,25.893393322728514
2023-05-21,12.946696661364257
2023-05-22,11.909537314653985
2023-05-23,12.946696661364257
2023-05-24,11.909537314653985
2023-05-25,11.909537314653985
2023-05-26,12.018828020183431
2023-05-27,15.023535025229288
2023-05-28,14.021966023547336
2023-05-29,14.021966023547336
2023-05-30,11.017259018501477
2023-05-31,12.018828020183431
2023-06-01,13.020397021865383
2023-06-02,11.017259018501477
2023-06-03,11.017259018501477
2023-06-04,18.028242030275145
2023-06-05,11.017259018501477
2023-06-06,10.015690016819525
2023-06-07,15.023535025229288
2023-06-08,11.017259018501477
2023-06-09,12.018828020183431
2023-06-10,14.021966023547336
2023-06-11,39.06119106559615
2023-06-12,17.026673028593194
2023-06-13,14.021966023547336
2023-06-14,17.026673028593194
2023-06-15,20.03138003363905
2023-06-16,15.023535025229288
2023-06-17,13.020397021865383
2023-06-18,23.036087038684908
2023-06-19,28.04393204709467
2023-06-20,25.039225042048812
2023-06-21,21.032949035321003
2023-06-22,19.0298110319571
2023-06-23,20.03138003363905
2023-06-24,20.03138003363905
2023-06-25,47.073743079051766
2023-06-26,22.034518037002954
2023-06-27,14.021966023547336
2023-06-28,16.02510402691124
2023-06-29,41.064329068960056
2023-06-30,25.039225042048812
2023-07-01,62.09727810428105
2023-07-02,34.05334605718639
2023-07-03,22.034518037002954
2023-07-04,19.0298110319571
2023-07-05,20.03138003363905
2023-07-06,19.0298110319571
2023-07-07,16.02510402691124
2023-07-08,29.04550104877662
2023-07-09,23.036087038684908
2023-07-10,15.023535025229288
2023-07-11,13.020397021865383
2023-07-12,16.02510402691124
2023-07-13,18.028242030275145
2023-07-14,23.036087038684908
2023-07-15,30.047070050458576
2023-07-16,16.02510402691124
2023-07-17,15.023535025229288
2023-07-18,30.047070050458576
2023-07-19,27.042363045412717
2023-07-20,31.048639052140526
2023-07-21,18.028242030275145
2023-07-22,13.020397021865383
2023-07-23,12.018828020183431
2023-07-24,14.021966023547336
2023-07-25,13.020397021865383
2023-07-26,13.020397021865383
2023-07-27,12.018828020183431
2023-07-28,15.023535025229288
2023-07-29,20.03138003363905
2023-07-30,23.036087038684908
2023-07-31,12.018828020183431
2023-08-01,10.015690016819525
2023-08-02,13.020397021865383
2023-08-03,24.037656040366862
2023-08-04,21.032949035321003
2023-08-05,24.037656040366862
2023-08-06,23.036087038684908
2023-08-07,25.039225042048812
2023-08-08,16.02510402691124
2023-08-09,25.039225042048812
2023-08-10,23.036087038684908
2023-08-11,16.02510402691124
2023-08-12,29.04550104877662
2023-08-13,27.042363045412717
2023-08-14,22.034518037002954
2023-08-15,14.021966023547336
2023-08-16,12.018828020183431
2023-08-17,11.017259018501477
2023-08-18,11.017259018501477
2023-08-19,12.018828020183431
2023-08-20,18.028242030275145
2023-08-21,13.020397021865383
2023-08-22,12.018828020183431
2023-08-23,14.021966023547336
2023-08-24,13.020397021865383
2023-08-25,14.021966023547336
2023-08-26,25.039225042048812
2023-08-27,27.042363045412717
2023-08-28,15.023535025229288
2023-08-29,13.020397021865383
2023-08-30,13.020397021865383
2023-08-31,13.020397021865383
2023-09-01,13.020397021865383
2023-09-02,13.020397021865383
2023-09-03,11.017259018501477
2023-09-04,11.017259018501477
2023-09-05,16.02510402691124
2023-09-06,18.028242030275145
2023-09-07,12.018828020183431
2023-09-08,11.017259018501477
2023-09-09,12.018828020183431
2023-09-10,13.020397021865383
2023-09-11,13.020397021865383
2023-09-12,16.02510402691124
2023-09-13,11.017259018501477
2023-09-14,12.018828020183431
2023-09-15,15.023535025229288
2023-09-16,24.037656040366862
2023-09-17,19.0298110319571
2023-09-18,12.018828020183431
2023-09-19,12.018828020183431
2023-09-20,10.015690016819525
2023-09-21,13.020397021865383
2023-09-22,11.017259018501477
2023-09-23,14.021966023547336
2023-09-24,15.023535025229288
2023-09-25,12.018828020183431
2023-09-26,13.020397021865383
2023-09-27,16.02510402691124
2023-09-28,25.039225042048812
2023-09-29,16.02510402691124
2023-09-30,14.021966023547336
2023-10-01,14.021966023547336
2023-10-02,13.020397021865383
2023-10-03,12.018828020183431
2023-10-04,16.02510402691124
2023-10-05,24.037656040366862
2023-10-06,18.028242030275145
2023-10-07,16.02510402691124
2023-10-08,17.026673028593194
2023-10-09,16.02510402691124
2023-10-10,13.020397021865383
2023-10-11,17.026673028593194
2023-10-12,17.026673028593194
2023-10-13,17.026673028593194
2023-10-14,21.032949035321003
2023-10-15,20.03138003363905
2023-10-16,16.02510402691124
2023-10-17,15.023535025229288
2023-10-18,15.023535025229288
2023-10-19,20.03138003363905
2023-10-20,17.026673028593194
2023-10-21,14.021966023547336
2023-10-22,14.021966023547336
2023-10-23,16.02510402691124
2023-10-24,16.02510402691124
2023-10-25,14.021966023547336
2023-10-26,14.021966023547336
2023-10-27,19.0298110319571
2023-10-28,21.032949035321003
2023-10-29,23.036087038684908
2023-10-30,22.034518037002954
2023-10-31,19.0298110319571
2023-11-01,16.02510402691124
2023-11-02,16.02510402691124
2023-11-03,15.023535025229288
2023-11-04,15.023535025229288
2023-11-05,15.023535025229288
2023-11-06,14.021966023547336
2023-11-07,14.021966023547336
2023-11-08,16.02510402691124
2023-11-09,19.0298110319571
2023-11-10,18.028242030275145
2023-11-11,15.023535025229288
2023-11-12,13.020397021865383
2023-11-13,14.021966023547336
2023-11-14,13.020397021865383
2023-11-15,13.020397021865383
2023-11-16,16.02510402691124
2023-11-17,18.028242030275145
2023-11-18,14.021966023547336
2023-11-19,15.023535025229288
2023-11-20,18.028242030275145
2023-11-21,20.03138003363905
2023-11-22,13.020397021865383
2023-11-23,13.020397021865383
2023-11-24,12.018828020183431
2023-11-25,14.021966023547336
2023-11-26,19.0298110319571
2023-11-27,14.021966023547336
2023-11-28,15.023535025229288
2023-11-29,15.023535025229288
2023-11-30,16.02510402691124
2023-12-01,17.026673028593194
2023-12-02,17.026673028593194
2023-12-03,18.028242030275145
2023-12-04,14.021966023547336
2023-12-05,14.021966023547336
2023-12-06,13.020397021865383
2023-12-07,13.020397021865383
2023-12-08,15.023535025229288
2023-12-09,87.13650314632987
2023-12-10,62.09727810428105
2023-12-11,19.0298110319571
2023-12-12,13.020397021865383
2023-12-13,13.020397021865383
2023-12-14,12.018828020183431
2023-12-15,13.020397021865383
2023-12-16,16.02510402691124
2023-12-17,19.0298110319571
2023-12-18,14.021966023547336
2023-12-19,15.023535025229288
2023-12-20,13.020397021865383
2023-12-21,12.018828020183431
2023-12-22,13.21979753739781
2023-12-23,17.960253050424395
2023-12-24,16.900335297377993
2023-12-25,19.020170803470798
2023-12-26,21.640790810404578
2023-12-27,20.0800885565172
2023-12-28,20.0800885565172
2023-12-29,25.880461822590192
2023-12-30,21.140006309563603
2023-12-31,16.900335297377993
2024-01-01,33.299886093915006
2024-01-02,15.339633043490615
2024-01-03,15.84041754433159
2024-01-04,15.84041754433159
2024-01-05,17.45946854958342
2024-01-06,21.140006309563603
2024-01-07,22.70070856345098
2024-01-08,23.760626316497387
2024-01-09,40.1601771130344
2024-01-10,32.74075284170958
2024-01-11,30.120132834775802
2024-01-12,47.57960138435922
2024-01-13,43.84071487301458
2024-01-14,70.78109444865117
2024-01-15,100.400442782586
2024-01-16,60.240265669551604
2024-01-17,58.12043016345879
2024-01-18,63.92080342953179
2024-01-19,51.760923645180384
2024-01-20,31.1800505878222
2024-01-21,29.074929114682174
2024-01-22,27.956662610271323
2024-01-23,21.247063583806202
2024-01-24,20.12879707939535
2024-01-25,21.247063583806202
2024-01-26,16.77399756616279
2024-01-27,17.892264070573646
2024-01-28,17.892264070573646
2024-01-29,15.65573106175194
2024-01-30,14.537464557341087
2024-01-31,13.419198052930234
2024-02-01,11.182665044108528
2024-02-02,11.182665044108528
2024-02-03,15.65573106175194
2024-02-04,14.537464557341087
2024-02-05,12.300931548519381
2024-02-06,13.419198052930234
2024-02-07,14.537464557341087
2024-02-08,13.419198052930234
2024-02-09,15.65573106175194
2024-02-10,16.77399756616279
2024-02-11,13.419198052930234
2024-02-12,19.0105305749845
2024-02-13,22.365330088217057
2024-02-14,11.182665044108528
2024-02-15,13.419198052930234
2024-02-16,21.247063583806202
2024-02-17,17.892264070573646
2024-02-18,19.0105305749845
2024-02-19,14.537464557341087
2024-02-20,13.419198052930234
2024-02-21,13.419198052930234
2024-02-22,15.65573106175194
2024-02-23,16.77399756616279
2024-02-24,14.537464557341087
2024-02-25,16.77399756616279
2024-02-26,14.537464557341087
2024-02-27,20.12879707939535
2024-02-28,23.48359659262791
2024-02-29,14.537464557341087
2024-03-01,16.77399756616279
2024-03-02,15.65573106175194
2024-03-03,15.65573106175194
2024-03-04,17.892264070573646
2024-03-05,19.0105305749845
2024-03-06,16.77399756616279
2024-03-07,15.65573106175194
2024-03-08,19.0105305749845
2024-03-09,20.12879707939535
2024-03-10,14.537464557341087
2024-03-11,15.65573106175194
2024-03-12,13.419198052930234
2024-03-13,16.77399756616279
2024-03-14,22.365330088217057
2024-03-15,27.956662610271323
2024-03-16,16.77399756616279
2024-03-17,15.65573106175194
2024-03-18,17.892264070573646
2024-03-19,19.0105305749845
2024-03-20,15.65573106175194
2024-03-21,15.65573106175194
2024-03-22,20.12879707939535
2024-03-23,20.12879707939535
2024-03-24,19.0105305749845
2024-03-25,19.0105305749845
2024-03-26,21.247063583806202
2024-03-27,13.419198052930234
2024-03-28,14.537464557341087
2024-03-29,13.419198052930234
2024-03-30,13.419198052930234
2024-03-31,14.537464557341087
2024-04-01,27.956662610271323
2024-04-02,111.82665044108529
2024-04-03,29.074929114682174
2024-04-04,17.892264070573646
2024-04-05,19.0105305749845
2024-04-06,16.77399756616279
2024-04-07,17.892264070573646
2024-04-08,21.247063583806202
2024-04-09,20.12879707939535
2024-04-10,19.0105305749845
2024-04-11,21.247063583806202
2024-04-12,15.65573106175194
2024-04-13,13.419198052930234
2024-04-14,12.300931548519381
2024-04-15,14.537464557341087
2024-04-16,16.77399756616279
2024-04-17,19.0105305749845
2024-04-18,17.892264070573646
2024-04-19,19.0105305749845
2024-04-20,19.0105305749845
2024-04-21,17.892264070573646
2024-04-22,13.419198052930234
2024-04-23,12.300931548519381
2024-04-24,13.419198052930234
2024-04-25,14.537464557341087
2024-04-26,15.65573106175194
2024-04-27,14.537464557341087
2024-04-28,14.537464557341087
2024-04-29,16.77399756616279
2024-04-30,16.77399756616279
2024-05-01,12.300931548519381
2024-05-02,16.77399756616279
2024-05-03,23.48359659262791
2024-05-04,25.720129601449614
2024-05-05,16.77399756616279
2024-05-06,21.247063583806202
2024-05-07,22.365330088217057
2024-05-08,78.2786553087597
2024-05-09,51.44025920289923
2024-05-10,15.65573106175194
2024-05-11,12.300931548519381
2024-05-12,12.300931548519381
2024-05-13,15.65573106175194
2024-05-14,24.601863097038763
2024-05-15,17.892264070573646
2024-05-16,17.892264070573646
2024-05-17,20.12879707939535
2024-05-18,21.247063583806202
2024-05-19,13.419198052930234
2024-05-20,11.182665044108528
2024-05-21,12.300931548519381
2024-05-22,27.956662610271323
2024-05-23,25.720129601449614
2024-05-24,23.48359659262791
2024-05-25,26.83839610586047
2024-05-26,43.61239367202326
2024-05-27,32.429728627914734
2024-05-28,11.182665044108528
2024-05-29,11.182665044108528
2024-05-30,11.182665044108528
2024-05-31,15.65573106175194
2024-06-01,21.247063583806202
2024-06-02,13.419198052930234
2024-06-03,16.77399756616279
2024-06-04,17.892264070573646
2024-06-05,16.77399756616279
2024-06-06,12.300931548519381
2024-06-07,8.946132035286823
2024-06-08,14.537464557341087
2024-06-09,19.0105305749845
2024-06-10,10.064398539697676
2024-06-11,7.82786553087597
2024-06-12,8.946132035286823
2024-06-13,10.064398539697676
2024-06-14,8.946132035286823
2024-06-15,10.064398539697676
2024-06-16,19.0105305749845
2024-06-17,14.537464557341087
2024-06-18,11.182665044108528
2024-06-19,11.182665044108528
2024-06-20,8.946132035286823
2024-06-21,12.300931548519381
2024-06-22,12.300931548519381
2024-06-23,19.0105305749845
2024-06-24,12.300931548519381
2024-06-25,11.182665044108528
2024-06-26,19.0105305749845
2024-06-27,15.65573106175194
2024-06-28,11.182665044108528
2024-06-29,15.65573106175194
2024-06-30,31.31146212350388
2024-07-01,11.182665044108528
2024-07-02,11.182665044108528
2024-07-03,15.65573106175194
2024-07-04,17.892264070573646
2024-07-05,17.892264070573646
2024-07-06,11.182665044108528
2024-07-07,11.182665044108528
2024-07-08,15.65573106175194
2024-07-09,20.12879707939535
2024-07-10,14.537464557341087
2024-07-11,10.064398539697676
2024-07-12,8.946132035286823
2024-07-13,8.946132035286823
2024-07-14,8.946132035286823
2024-07-15,10.064398539697676
2024-07-16,16.77399756616279
2024-07-17,19.0105305749845
2024-07-18,14.537464557341087
2024-07-19,12.300931548519381
2024-07-20,19.0105305749845
2024-07-21,17.892264070573646
2024-07-22,14.537464557341087
2024-07-23,13.419198052930234
2024-07-24,14.537464557341087
2024-07-25,13.419198052930234
2024-07-26,13.419198052930234
2024-07-27,13.419198052930234
2024-07-28,16.77399756616279
2024-07-29,17.892264070573646
2024-07-30,13.419198052930234
2024-07-31,19.0105305749845
2024-08-01,10.064398539697676
2024-08-02,14.537464557341087
2024-08-03,13.419198052930234
2024-08-04,11.182665044108528
2024-08-05,11.182665044108528
2024-08-06,11.182665044108528
2024-08-07,13.419198052930234
2024-08-08,10.064398539697676
2024-08-09,10.064398539697676
2024-08-10,8.946132035286823
2024-08-11,8.946132035286823
2024-08-12,7.82786553087597
2024-08-13,7.82786553087597
2024-08-14,8.946132035286823
2024-08-15,10.064398539697676
2024-08-16,14.537464557341087
2024-08-17,14.537464557341087
2024-08-18,18.85077821721152
2024-08-19,10.064398539697674
2024-08-20,8.227246425308417
2024-08-21,10.064398539697674
2024-08-22,10.064398539697674
2024-08-23,10.064398539697674
2024-08-24,8.227246425308417
2024-08-25,10.064398539697674
2024-08-26,10.064398539697674
2024-08-27,11.342417401881507
2024-08-28,12.62043626406534
2024-08-29,13.179569516270766
2024-08-30,18.85077821721152
2024-08-31,18.85077821721152
2024-09-01,22.684834803763014
2024-09-02,13.179569516270766
2024-09-03,11.342417401881507
2024-09-04,10.064398539697674
2024-09-05,9.505265287492248
2024-09-06,10.623531791903101
2024-09-07,12.62043626406534
2024-09-08,11.901550654086932
2024-09-09,14.457588378454597
2024-09-10,13.898455126249171
2024-09-11,18.291644965006093
2024-09-12,31.471214481276856
2024-09-13,24.521986918152272
2024-09-14,24.521986918152272
2024-09-15,15.735607240638428
2024-09-16,11.342417401881507
2024-09-17,11.502169759654485
2024-09-18,11.502169759654485
2024-09-19,10.064398539697674
2024-09-20,11.502169759654485
2024-09-21,15.815483419524917
2024-09-22,15.815483419524917
