Time,bruins
2025-06-25,13.0
2025-06-26,13.0
2025-06-27,14.0
2025-06-28,35.0
2025-06-29,17.0
2025-06-30,17.0
2025-07-01,23.0
2025-07-02,16.0
2025-07-03,12.0
2025-07-04,9.0
2025-07-05,11.0
2025-07-06,13.0
2025-07-07,10.0
2025-07-08,10.0
2025-07-09,9.0
2025-07-10,9.0
2025-07-11,7.0
2025-07-12,8.0
2025-07-13,7.0
2025-07-14,8.0
2025-07-15,9.0
2025-07-16,12.0
2025-07-17,10.0
2025-07-18,9.0
2025-07-19,8.0
2025-07-20,9.0
2025-07-21,8.0
2025-07-22,8.0
2025-07-23,7.0
2025-07-24,8.0
2025-07-25,8.0
2025-07-26,11.0
2025-07-27,11.0
2025-07-28,9.0
2025-07-29,9.0
2025-07-30,8.0
2025-07-31,9.0
2025-08-01,8.0
2025-08-02,8.0
2025-08-03,9.0
2025-08-04,7.0
2025-08-05,8.0
2025-08-06,7.0
2025-08-07,7.0
2025-08-08,7.0
2025-08-09,7.0
2025-08-10,8.0
2025-08-11,7.0
2025-08-12,6.0
2025-08-13,7.0
2025-08-14,7.0
2025-08-15,8.0
2025-08-16,7.0
2025-08-17,7.0
2025-08-18,7.0
2025-08-19,8.0
2025-08-20,8.0
2025-08-21,7.0
2025-08-22,6.0
2025-08-23,8.0
2025-08-24,7.0
2025-08-25,8.0
2025-08-26,7.0
2025-08-27,6.0
2025-08-28,7.0
2025-08-29,8.0
2025-08-30,9.0
2025-08-31,13.0
2025-09-01,8.0
2025-09-02,8.0
2025-09-03,6.0
2025-09-04,8.0
2025-09-05,8.0
2025-09-06,9.0
2025-09-07,13.0
2025-09-08,9.0
2025-09-09,8.0
2025-09-10,7.0
2025-09-11,8.0
2025-09-12,9.0
2025-09-13,16.0
2025-09-14,10.0
2025-09-15,9.0
2025-09-16,9.0
2025-09-17,11.0
2025-09-18,10.0
2025-09-19,10.0
2025-09-20,12.0
2025-09-21,28.0
2025-09-22,15.0
2025-09-23,16.0
2025-09-24,22.0
2025-09-25,12.0
2025-09-26,13.0
2025-09-27,23.0
2025-09-28,18.0
2025-09-29,18.0
2025-09-30,21.0
2025-10-01,14.0
2025-10-02,16.0
2025-10-03,24.0
2025-10-04,46.0
2025-10-05,22.0
2025-10-06,21.0
2025-10-07,23.0
2025-10-08,56.0
2025-10-09,100.0
2025-10-10,74.0
2025-10-11,58.0
2025-10-12,73.0
2025-10-13,81.0
2025-10-14,28.0
2025-10-15,26.0
2025-10-16,25.0
2025-10-17,60.0
2025-10-18,34.0
2025-10-19,84.0
2025-10-20,43.0
2025-10-21,46.0
2025-10-22,83.0
2025-10-23,39.0
2025-10-24,56.0
2025-10-25,77.0
2025-10-26,31.0
2025-10-27,31.0
2025-10-28,58.0
2025-10-29,47.0
2025-10-30,37.0
2025-10-31,52.0
2025-11-01,67.0
2025-11-02,30.0
2025-11-03,20.0
2025-11-04,26.0
2025-11-05,51.0
2025-11-06,30.0
2025-11-07,53.0
2025-11-08,36.0
2025-11-09,71.0
2025-11-10,23.0
2025-11-11,34.0
2025-11-12,68.0
2025-11-13,28.0
2025-11-14,52.0
2025-11-15,37.0
2025-11-16,79.0
2025-11-17,33.0
2025-11-18,52.0
2025-11-19,26.0
2025-11-20,50.0
2025-11-21,27.0
2025-11-22,61.0
2025-11-23,38.0
2025-11-24,47.0
2025-11-25,23.0
2025-11-26,27.0
2025-11-27,49.0
2025-11-28,69.0
2025-11-29,38.0
2025-11-30,74.0
2025-12-01,21.0
2025-12-02,25.0
2025-12-03,48.0
2025-12-04,31.0
2025-12-05,49.0
2025-12-06,37.0
2025-12-07,57.0
2025-12-08,22.0
2025-12-09,27.0
2025-12-10,58.0
2025-12-11,19.0
2025-12-12,40.5
2025-12-13,24.5
2025-12-14,29.5
2025-12-15,26.5
2025-12-16,21.0
2025-12-17,37.0
2025-12-18,23.0
2025-12-19,31.0
2025-12-20,24.5
2025-12-21,43.5
2025-12-22,33.0
2025-12-23,22.5
2025-12-24,44.0
2025-12-25,14.5
2025-12-26,14.5
2025-12-27,20.5
2025-12-28,33.0
2025-12-29,13.5
2025-12-30,28.5
2025-12-31,17.0
2026-01-01,37.0
2026-01-02,17.0
2026-01-03,19.5
2026-01-04,34.5
2026-01-05,13.5
2026-01-06,15.5
2026-01-07,31.5
2026-01-08,18.0
2026-01-09,31.5
2026-01-10,36.0
2026-01-11,27.0
2026-01-12,17.0
2026-01-13,12.0
2026-01-14,20.0
2026-01-15,13.0
2026-01-16,26.0
2026-01-17,15.0
2026-01-18,27.0
2026-01-19,10.0
2026-01-20,11.0
2026-01-21,21.0
2026-01-22,12.0
2026-01-23,20.0
2026-01-24,16.0
2026-01-25,28.0
2026-01-26,12.0
2026-01-27,24.0
2026-01-28,19.0
2026-01-29,13.0
2026-01-30,22.0
2026-01-31,15.0
2026-02-01,28.0
2026-02-02,46.0
2026-02-03,10.0
2026-02-04,12.0
2026-02-05,24.0
2026-02-06,7.0
2026-02-07,8.0
2026-02-08,6.0
2026-02-09,5.0
2026-02-10,5.0
2026-02-11,5.0
2026-02-12,5.0
2026-02-13,5.0
2026-02-14,7.0
2026-02-15,7.0
2026-02-16,5.0
2026-02-17,5.0
2026-02-18,5.0
2026-02-19,4.0
2026-02-20,5.0
2026-02-21,6.0
2026-02-22,11.0
2026-02-23,5.0
2026-02-24,6.0
2026-02-25,7.0
2026-02-26,11.0
2026-02-27,20.0
2026-02-28,23.0
2026-03-01,13.0
2026-03-02,8.0
2026-03-03,13.0
2026-03-04,20.0
2026-03-05,12.0
2026-03-06,25.0
2026-03-07,29.0
2026-03-08,30.0
2026-03-09,12.0
2026-03-10,12.0
2026-03-11,17.0
2026-03-12,14.0
2026-03-13,18.0
2026-03-14,28.0
2026-03-15,13.0
2026-03-16,14.0
2026-03-17,24.0
2026-03-18,16.0
2026-03-19,13.0
2026-03-20,18.0
2026-03-21,16.0
2026-03-22,31.0
2026-03-23,12.0
2026-03-24,16.0
2026-03-25,23.0
2026-03-26,26.0
2026-03-27,10.0
2026-03-28,31.0
2026-03-29,32.0
2026-03-30,18.0
2026-03-31,16.0
2026-04-01,22.0
2026-04-02,16.0
2026-04-03,20.0
2026-04-04,29.0
2026-04-05,40.0
2026-04-06,14.0
2026-04-07,15.0
2026-04-08,24.0
2026-04-09,12.0
2026-04-10,12.0
2026-04-11,34.0
2026-04-12,30.0
2026-04-13,20.0
2026-04-14,19.0
2026-04-15,24.0
2026-04-16,18.0
2026-04-17,17.0
2026-04-18,17.0
2026-04-19,40.0
2026-04-20,69.0
2026-04-21,27.0
2026-04-22,68.0
2026-04-23,37.0
2026-04-24,55.0
2026-04-25,28.0
2026-04-26,96.0
2026-04-27,22.0
2026-04-28,31.0
2026-04-29,86.0
2026-04-30,25.0
2026-05-01,47.0
2026-05-02,100.0
2026-05-03,14.0
2026-05-04,7.0
2026-05-05,6.0
2026-05-06,7.0
2026-05-07,4.0
2026-05-08,5.0
2026-05-09,5.0
2026-05-10,4.0
2026-05-11,3.0
2026-05-12,4.0
2026-05-13,4.0
2026-05-14,4.0
2026-05-15,4.0
2026-05-16,4.0
2026-05-17,4.0
2026-05-18,4.0
2026-05-19,3.0
2026-05-20,3.0
2026-05-21,3.0
2026-05-22,3.0
2026-05-23,3.0
2026-05-24,4.0
2026-05-25,4.0
2026-05-26,4.0
2026-05-27,3.0
2026-05-28,3.0
2026-05-29,3.0
2026-05-30,4.0
2026-05-31,3.0
