Time,snake_game
2022-07-23,4.0
2022-07-24,4.0
2022-07-25,5.0
2022-07-26,5.0
2022-07-27,5.0
2022-07-28,5.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,4.0
2022-08-01,6.0
2022-08-02,7.0
2022-08-03,8.0
2022-08-04,9.0
2022-08-05,10.0
2022-08-06,4.0
2022-08-07,4.0
2022-08-08,10.0
2022-08-09,13.0
2022-08-10,16.0
2022-08-11,23.0
2022-08-12,26.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,28.0
2022-08-16,36.0
2022-08-17,41.0
2022-08-18,51.0
2022-08-19,57.0
2022-08-20,6.0
2022-08-21,6.0
2022-08-22,50.0
2022-08-23,64.0
2022-08-24,68.0
2022-08-25,73.0
2022-08-26,81.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,70.0
2022-08-30,83.0
2022-08-31,82.0
2022-09-01,83.0
2022-09-02,80.0
2022-09-03,7.0
2022-09-04,6.0
2022-09-05,9.0
2022-09-06,78.0
2022-09-07,81.0
2022-09-08,87.0
2022-09-09,100.0
2022-09-10,9.0
2022-09-11,7.0
2022-09-12,76.0
2022-09-13,86.0
2022-09-14,79.0
2022-09-15,99.0
2022-09-16,99.0
2022-09-17,10.0
2022-09-18,7.0
2022-09-19,75.0
2022-09-20,76.0
2022-09-21,89.0
2022-09-22,77.0
2022-09-23,85.0
2022-09-24,10.0
2022-09-25,8.0
2022-09-26,56.0
2022-09-27,67.0
2022-09-28,70.0
2022-09-29,68.0
2022-09-30,75.0
2022-10-01,9.0
2022-10-02,7.0
2022-10-03,58.0
2022-10-04,62.0
2022-10-05,55.0
2022-10-06,71.0
2022-10-07,72.0
2022-10-08,9.0
2022-10-09,7.0
2022-10-10,47.0
2022-10-11,63.0
2022-10-12,51.0
2022-10-13,59.0
2022-10-14,57.0
2022-10-15,8.0
2022-10-16,7.0
2022-10-17,49.0
2022-10-18,60.0
2022-10-19,59.0
2022-10-20,55.0
2022-10-21,57.0
2022-10-22,9.0
2022-10-23,8.0
2022-10-24,44.0
2022-10-25,49.0
2022-10-26,47.0
2022-10-27,49.0
2022-10-28,52.0
2022-10-29,7.0
2022-10-30,6.0
2022-10-31,36.0
2022-11-01,42.0
2022-11-02,43.0
2022-11-03,44.0
2022-11-04,45.0
2022-11-05,7.0
2022-11-06,6.0
2022-11-07,34.0
2022-11-08,39.0
2022-11-09,34.0
2022-11-10,35.0
2022-11-11,25.0
2022-11-12,6.0
2022-11-13,6.0
2022-11-14,33.0
2022-11-15,35.0
2022-11-16,35.0
2022-11-17,38.0
2022-11-18,38.0
2022-11-19,7.0
2022-11-20,6.0
2022-11-21,20.0
2022-11-22,22.0
2022-11-23,10.0
2022-11-24,6.0
2022-11-25,5.0
2022-11-26,5.0
2022-11-27,6.0
2022-11-28,25.0
2022-11-29,29.0
2022-11-30,30.0
2022-12-01,32.0
2022-12-02,30.0
2022-12-03,6.0
2022-12-04,6.0
2022-12-05,31.0
2022-12-06,31.0
2022-12-07,32.0
2022-12-08,33.0
2022-12-09,33.0
2022-12-10,7.0
2022-12-11,5.0
2022-12-12,30.0
2022-12-13,31.0
2022-12-14,32.0
2022-12-15,33.0
2022-12-16,32.0
2022-12-17,6.0
2022-12-18,5.0
2022-12-19,21.0
2022-12-20,21.0
2022-12-21,17.0
2022-12-22,13.0
2022-12-23,7.0
2022-12-24,5.0
2022-12-25,5.0
2022-12-26,4.0
2022-12-27,4.0
2022-12-28,4.0
2022-12-29,4.0
2022-12-30,4.0
2022-12-31,4.0
2023-01-01,4.0
2023-01-02,4.0
2023-01-03,12.0
2023-01-04,16.0
2023-01-05,20.0
2023-01-06,22.0
2023-01-07,4.0
2023-01-08,4.0
2023-01-09,22.0
2023-01-10,27.0
2023-01-11,27.0
2023-01-12,28.0
2023-01-13,31.0
2023-01-14,5.0
2023-01-15,4.0
2023-01-16,5.0
2023-01-17,27.0
2023-01-18,27.0
2023-01-19,29.0
2023-01-20,29.0
2023-01-21,4.0
2023-01-22,5.0
2023-01-23,24.0
2023-01-24,25.0
2023-01-25,24.0
2023-01-26,29.0
2023-01-27,28.0
2023-01-28,5.0
2023-01-29,5.0
2023-01-30,26.0
2023-01-31,28.0
2023-02-01,26.0
2023-02-02,27.0
2023-02-03,30.0
2023-02-04,5.0
2023-02-05,5.0
2023-02-06,25.0
2023-02-07,26.0
2023-02-08,28.0
2023-02-09,27.0
2023-02-10,28.0
2023-02-11,5.0
2023-02-12,5.0
2023-02-13,23.0
2023-02-14,25.0
2023-02-15,27.0
2023-02-16,25.0
2023-02-17,23.0
2023-02-18,5.0
2023-02-19,4.0
2023-02-20,7.0
2023-02-21,20.0
2023-02-22,20.0
2023-02-23,21.0
2023-02-24,23.0
2023-02-25,5.0
2023-02-26,5.0
2023-02-27,23.0
2023-02-28,22.0
2023-03-01,23.0
2023-03-02,24.0
2023-03-03,24.0
2023-03-04,5.0
2023-03-05,5.0
2023-03-06,23.0
2023-03-07,24.0
2023-03-08,26.0
2023-03-09,27.0
2023-03-10,27.0
2023-03-11,5.0
2023-03-12,6.0
2023-03-13,18.0
2023-03-14,20.0
2023-03-15,25.0
2023-03-16,30.0
2023-03-17,29.0
2023-03-18,7.0
2023-03-19,7.0
2023-03-20,37.0
2023-03-21,37.0
2023-03-22,40.0
2023-03-23,43.0
2023-03-24,44.0
2023-03-25,7.0
2023-03-26,7.0
2023-03-27,37.0
2023-03-28,30.0
2023-03-29,29.0
2023-03-30,32.0
2023-03-31,36.0
2023-04-01,6.0
2023-04-02,6.0
2023-04-03,29.0
2023-04-04,27.0
2023-04-05,32.0
2023-04-06,28.0
2023-04-07,14.0
2023-04-08,6.0
2023-04-09,6.0
2023-04-10,25.0
2023-04-11,34.0
2023-04-12,35.0
2023-04-13,36.0
2023-04-14,37.0
2023-04-15,6.0
2023-04-16,5.0
2023-04-17,34.0
2023-04-18,40.0
2023-04-19,41.0
2023-04-20,43.0
2023-04-21,39.0
2023-04-22,7.0
2023-04-23,6.0
2023-04-24,37.0
2023-04-25,43.0
2023-04-26,40.067796610169495
2023-04-27,40.067796610169495
2023-04-28,42.82203389830508
2023-04-29,6.9491525423728815
2023-04-30,6.9491525423728815
2023-05-01,40.88135593220339
2023-05-02,42.82203389830508
2023-05-03,40.88135593220339
2023-05-04,41.19491525423729
2023-05-05,42.82203389830508
2023-05-06,6.9491525423728815
2023-05-07,6.135593220338983
2023-05-08,41.19491525423729
2023-05-09,37.0
2023-05-10,34.74576271186441
2023-05-11,44.26271186440678
2023-05-12,33.11864406779661
2023-05-13,5.822033898305085
2023-05-14,5.008474576271187
2023-05-15,30.364406779661017
2023-05-16,30.050847457627118
2023-05-17,28.923728813559322
2023-05-18,28.110169491525426
2023-05-19,30.050847457627118
2023-05-20,5.008474576271187
2023-05-21,5.008474576271187
2023-05-22,25.85593220338983
2023-05-23,24.728813559322035
2023-05-24,23.915254237288135
2023-05-25,22.28813559322034
2023-05-26,16.93220338983051
2023-05-27,4.389830508474576
2023-05-28,4.389830508474576
2023-05-29,4.389830508474576
2023-05-30,16.305084745762713
2023-05-31,16.305084745762713
2023-06-01,15.677966101694915
2023-06-02,14.423728813559322
2023-06-03,4.389830508474576
2023-06-04,4.389830508474576
2023-06-05,12.542372881355933
2023-06-06,14.423728813559322
2023-06-07,14.423728813559322
2023-06-08,12.542372881355933
2023-06-09,10.661016949152541
2023-06-10,4.389830508474576
2023-06-11,4.389830508474576
2023-06-12,10.033898305084746
2023-06-13,11.288135593220339
2023-06-14,9.40677966101695
2023-06-15,9.40677966101695
2023-06-16,6.898305084745763
2023-06-17,3.7627118644067794
2023-06-18,4.389830508474576
2023-06-19,5.016949152542373
2023-06-20,6.898305084745763
2023-06-21,6.898305084745763
2023-06-22,5.6440677966101696
2023-06-23,6.271186440677966
2023-06-24,4.389830508474576
2023-06-25,3.7627118644067794
2023-06-26,5.016949152542373
2023-06-27,5.016949152542373
2023-06-28,4.389830508474576
2023-06-29,5.6440677966101696
2023-06-30,5.016949152542373
2023-07-01,3.7627118644067794
2023-07-02,3.7627118644067794
2023-07-03,4.389830508474576
2023-07-04,3.7627118644067794
2023-07-05,4.389830508474576
2023-07-06,5.016949152542373
2023-07-07,3.7627118644067794
2023-07-08,3.135593220338983
2023-07-09,3.135593220338983
2023-07-10,4.389830508474576
2023-07-11,4.389830508474576
2023-07-12,5.016949152542373
2023-07-13,5.016949152542373
2023-07-14,4.389830508474576
2023-07-15,3.135593220338983
2023-07-16,3.7627118644067794
2023-07-17,5.016949152542373
2023-07-18,5.016949152542373
2023-07-19,4.389830508474576
2023-07-20,5.6440677966101696
2023-07-21,5.016949152542373
2023-07-22,3.7627118644067794
2023-07-23,3.7627118644067794
2023-07-24,4.389830508474576
2023-07-25,5.016949152542373
2023-07-26,5.016949152542373
2023-07-27,5.016949152542373
2023-07-28,4.389830508474576
2023-07-29,3.7627118644067794
2023-07-30,3.135593220338983
2023-07-31,3.7627118644067794
2023-08-01,5.016949152542373
2023-08-02,5.016949152542373
2023-08-03,6.271186440677966
2023-08-04,6.898305084745763
2023-08-05,3.7627118644067794
2023-08-06,3.135593220338983
2023-08-07,6.898305084745763
2023-08-08,10.033898305084746
2023-08-09,10.661016949152541
2023-08-10,14.423728813559322
2023-08-11,18.1864406779661
2023-08-12,4.389830508474576
2023-08-13,4.389830508474576
2023-08-14,18.8135593220339
2023-08-15,22.576271186440678
2023-08-16,27.593220338983052
2023-08-17,32.610169491525426
2023-08-18,33.86440677966102
2023-08-19,4.389830508474576
2023-08-20,4.389830508474576
2023-08-21,31.983050847457626
2023-08-22,34.49152542372882
2023-08-23,35.11864406779661
2023-08-24,45.77966101694915
2023-08-25,43.898305084745765
2023-08-26,5.6440677966101696
2023-08-27,5.6440677966101696
2023-08-28,41.389830508474574
2023-08-29,44.52542372881356
2023-08-30,45.152542372881356
2023-08-31,53.30508474576271
2023-09-01,45.77966101694915
2023-09-02,5.6440677966101696
2023-09-03,5.6440677966101696
2023-09-04,5.6440677966101696
2023-09-05,43.898305084745765
2023-09-06,52.67796610169491
2023-09-07,49.54237288135593
2023-09-08,60.83050847457627
2023-09-09,6.271186440677966
2023-09-10,5.6440677966101696
2023-09-11,49.54237288135593
2023-09-12,57.69491525423729
2023-09-13,58.32203389830509
2023-09-14,62.08474576271186
2023-09-15,62.71186440677966
2023-09-16,7.525423728813559
2023-09-17,6.271186440677966
2023-09-18,55.186440677966104
2023-09-19,58.32203389830509
2023-09-20,58.94915254237288
2023-09-21,60.83050847457627
2023-09-22,60.20338983050847
2023-09-23,6.898305084745763
2023-09-24,6.271186440677966
2023-09-25,41.389830508474574
2023-09-26,56.440677966101696
2023-09-27,58.32203389830509
2023-09-28,60.20338983050847
2023-09-29,60.83050847457627
2023-09-30,7.525423728813559
2023-10-01,6.271186440677966
2023-10-02,53.30508474576271
2023-10-03,51.42372881355932
2023-10-04,57.06779661016949
2023-10-05,57.69491525423729
2023-10-06,54.559322033898304
2023-10-07,6.898305084745763
2023-10-08,6.898305084745763
2023-10-09,32.610169491525426
2023-10-10,50.16949152542373
2023-10-11,53.932203389830505
2023-10-12,51.42372881355932
2023-10-13,47.03389830508475
2023-10-14,6.898305084745763
2023-10-15,6.898305084745763
2023-10-16,43.271186440677965
2023-10-17,52.67796610169491
2023-10-18,49.54237288135593
2023-10-19,50.16949152542373
2023-10-20,52.05084745762712
2023-10-21,6.271186440677966
2023-10-22,6.898305084745763
2023-10-23,44.52542372881356
2023-10-24,49.54237288135593
2023-10-25,48.91525423728814
2023-10-26,50.16949152542373
2023-10-27,49.54237288135593
2023-10-28,6.898305084745763
2023-10-29,6.271186440677966
2023-10-30,45.152542372881356
2023-10-31,44.52542372881356
2023-11-01,43.271186440677965
2023-11-02,44.52542372881356
2023-11-03,42.644067796610166
2023-11-04,6.271186440677966
2023-11-05,5.6440677966101696
2023-11-06,36.3728813559322
2023-11-07,31.983050847457626
2023-11-08,40.76271186440678
2023-11-09,42.644067796610166
2023-11-10,26.966101694915253
2023-11-11,6.271186440677966
2023-11-12,5.6440677966101696
2023-11-13,33.23728813559322
2023-11-14,37.0
2023-11-15,37.0
2023-11-16,39.50847457627118
2023-11-17,43.271186440677965
2023-11-18,6.271186440677966
2023-11-19,6.271186440677966
2023-11-20,22.576271186440678
2023-11-21,23.83050847457627
2023-11-22,10.033898305084746
2023-11-23,5.6440677966101696
2023-11-24,5.016949152542373
2023-11-25,5.016949152542373
2023-11-26,5.016949152542373
2023-11-27,28.847457627118644
2023-11-28,33.23728813559322
2023-11-29,43.271186440677965
2023-11-30,49.54237288135593
2023-12-01,51.42372881355932
2023-12-02,7.525423728813559
2023-12-03,6.898305084745763
2023-12-04,43.898305084745765
2023-12-05,45.152542372881356
2023-12-06,43.898305084745765
2023-12-07,48.28813559322034
2023-12-08,54.559322033898304
2023-12-09,6.898305084745763
2023-12-10,6.898305084745763
2023-12-11,41.389830508474574
2023-12-12,47.03389830508475
2023-12-13,47.66101694915254
2023-12-14,44.52542372881356
2023-12-15,38.25423728813559
2023-12-16,6.898305084745763
2023-12-17,5.6440677966101696
2023-12-18,30.101694915254235
2023-12-19,33.23728813559322
2023-12-20,30.101694915254235
2023-12-21,25.084745762711865
2023-12-22,15.315605954943756
2023-12-23,5.743352233103908
2023-12-24,5.743352233103908
2023-12-25,4.942906521936873
2023-12-26,4.385904005336405
2023-12-27,4.385904005336405
2023-12-28,4.385904005336405
2023-12-29,4.385904005336405
2023-12-30,4.385904005336405
2023-12-31,4.385904005336405
2024-01-01,4.385904005336405
2024-01-02,10.929701949607349
2024-01-03,18.10061853794609
2024-01-04,21.37251751008156
2024-01-05,21.929520026682027
2024-01-06,4.385904005336405
2024-01-07,4.385904005336405
2024-01-08,25.201418998817502
2024-01-09,27.11586974318547
2024-01-10,27.67287225978594
2024-01-11,30.70132803735484
2024-01-12,32.05877626512235
2024-01-13,5.186349716503441
2024-01-14,4.385904005336405
2024-01-15,5.186349716503441
2024-01-16,19.458066765713593
2024-01-17,29.03032048755344
2024-01-18,33.17278129832327
2024-01-19,27.67287225978594
2024-01-20,5.186349716503441
2024-01-21,4.868863891331372
2024-01-22,28.726296958855098
2024-01-23,32.13450168278706
2024-01-24,32.621388071920194
2024-01-25,33.595160850186474
2024-01-26,34.56893362845275
2024-01-27,5.842636669597647
2024-01-28,4.868863891331372
2024-01-29,29.70006973712137
2024-01-30,33.595160850186474
2024-01-31,32.621388071920194
2024-02-01,36.51647918498529
2024-02-02,35.05582001758588
2024-02-03,4.868863891331372
2024-02-04,5.35575028046451
2024-02-05,30.18695612625451
2024-02-06,34.08204723931961
2024-02-07,32.621388071920194
2024-02-08,35.05582001758588
2024-02-09,44.30666141111549
2024-02-10,6.816409447863921
2024-02-11,6.816409447863921
2024-02-12,36.51647918498529
2024-02-13,42.84600224371608
2024-02-14,41.872229465449806
2024-02-15,48.688638913313724
2024-02-16,47.22797974591431
2024-02-17,6.816409447863921
2024-02-18,6.329523058730785
2024-02-19,11.685273339195295
2024-02-20,35.05582001758588
2024-02-21,35.05582001758588
2024-02-22,39.92468390891725
2024-02-23,41.872229465449806
2024-02-24,6.329523058730785
2024-02-25,5.35575028046451
2024-02-26,35.05582001758588
2024-02-27,35.05582001758588
2024-02-28,35.05582001758588
2024-02-29,39.92468390891725
2024-03-01,38.95091113065098
2024-03-02,6.329523058730785
2024-03-03,5.35575028046451
2024-03-04,32.13450168278706
2024-03-05,37.490251963251566
2024-03-06,35.05582001758588
2024-03-07,40.41157029805039
2024-03-08,37.977138352384706
2024-03-09,5.842636669597647
2024-03-10,5.35575028046451
2024-03-11,26.291865013189412
2024-03-12,28.23941056972196
2024-03-13,31.160728904520784
2024-03-14,30.18695612625451
2024-03-15,27.752524180588825
2024-03-16,5.35575028046451
2024-03-17,4.868863891331372
2024-03-18,28.726296958855098
2024-03-19,30.673842515387648
2024-03-20,30.673842515387648
2024-03-21,30.18695612625451
2024-03-22,31.64761529365392
2024-03-23,5.35575028046451
2024-03-24,4.381977502198235
2024-03-25,23.37054667839059
2024-03-26,26.291865013189412
2024-03-27,26.291865013189412
2024-03-28,26.291865013189412
2024-03-29,12.172159728328431
2024-03-30,3.895091113065098
2024-03-31,3.895091113065098
2024-04-01,14.606591673994117
2024-04-02,22.883660289257453
2024-04-03,22.396773900124312
2024-04-04,23.37054667839059
2024-04-05,26.77875140232255
2024-04-06,4.868863891331372
2024-04-07,4.381977502198235
2024-04-08,22.883660289257453
2024-04-09,29.213183347988235
2024-04-10,28.726296958855098
2024-04-11,30.18695612625451
2024-04-12,34.08204723931961
2024-04-13,4.868863891331372
2024-04-14,4.381977502198235
2024-04-15,28.23941056972196
2024-04-16,29.213183347988235
2024-04-17,28.726296958855098
2024-04-18,33.108274461053334
2024-04-19,34.56893362845275
2024-04-20,4.868863891331372
2024-04-21,3.895091113065098
2024-04-22,30.18695612625451
2024-04-23,31.160728904520784
2024-04-24,30.673842515387648
2024-04-25,31.160728904520784
2024-04-26,31.64761529365392
2024-04-27,4.868863891331372
2024-04-28,4.381977502198235
2024-04-29,28.726296958855098
2024-04-30,31.160728904520784
2024-05-01,31.160728904520784
2024-05-02,32.621388071920194
2024-05-03,29.70006973712137
2024-05-04,4.868863891331372
2024-05-05,4.381977502198235
2024-05-06,30.673842515387648
2024-05-07,33.108274461053334
2024-05-08,30.673842515387648
2024-05-09,31.160728904520784
2024-05-10,32.13450168278706
2024-05-11,4.381977502198235
2024-05-12,4.381977502198235
2024-05-13,34.08204723931961
2024-05-14,32.13450168278706
2024-05-15,30.673842515387648
2024-05-16,30.673842515387648
2024-05-17,28.23941056972196
2024-05-18,4.868863891331372
2024-05-19,3.895091113065098
2024-05-20,26.77875140232255
2024-05-21,27.265637791455685
2024-05-22,26.77875140232255
2024-05-23,24.344319456656862
2024-05-24,19.962341954458626
2024-05-25,4.381977502198235
2024-05-26,3.895091113065098
2024-05-27,3.895091113065098
2024-05-28,18.01479639792608
2024-05-29,18.501682787059217
2024-05-30,18.01479639792608
2024-05-31,15.580364452260392
2024-06-01,3.895091113065098
2024-06-02,3.895091113065098
2024-06-03,14.11970528486098
2024-06-04,14.11970528486098
2024-06-05,14.11970528486098
2024-06-06,13.145932506594706
2024-06-07,10.71150056092902
2024-06-08,3.4082047239319606
2024-06-09,3.895091113065098
2024-06-10,10.71150056092902
2024-06-11,9.737727782662745
2024-06-12,9.250841393529608
2024-06-13,9.250841393529608
2024-06-14,6.816409447863921
2024-06-15,3.4082047239319606
2024-06-16,3.4082047239319606
2024-06-17,5.842636669597647
2024-06-18,5.842636669597647
2024-06-19,4.381977502198235
2024-06-20,5.842636669597647
2024-06-21,4.868863891331372
2024-06-22,2.9213183347988236
2024-06-23,2.434431945665686
2024-06-24,4.868863891331372
2024-06-25,4.868863891331372
2024-06-26,4.381977502198235
2024-06-27,4.381977502198235
2024-06-28,3.895091113065098
2024-06-29,2.9213183347988236
2024-06-30,2.9213183347988236
2024-07-01,3.895091113065098
2024-07-02,3.895091113065098
2024-07-03,3.895091113065098
2024-07-04,2.9213183347988236
2024-07-05,2.9213183347988236
2024-07-06,2.9213183347988236
2024-07-07,2.9213183347988236
2024-07-08,3.4082047239319606
2024-07-09,3.895091113065098
2024-07-10,3.895091113065098
2024-07-11,3.895091113065098
2024-07-12,3.895091113065098
2024-07-13,2.434431945665686
2024-07-14,2.434431945665686
2024-07-15,3.895091113065098
2024-07-16,4.381977502198235
2024-07-17,3.895091113065098
2024-07-18,3.895091113065098
2024-07-19,3.4082047239319606
2024-07-20,3.4082047239319606
2024-07-21,2.434431945665686
2024-07-22,3.4082047239319606
2024-07-23,3.895091113065098
2024-07-24,3.895091113065098
2024-07-25,3.895091113065098
2024-07-26,3.895091113065098
2024-07-27,2.434431945665686
2024-07-28,2.9213183347988236
2024-07-29,3.4082047239319606
2024-07-30,3.895091113065098
2024-07-31,3.4082047239319606
2024-08-01,3.895091113065098
2024-08-02,4.381977502198235
2024-08-03,2.9213183347988236
2024-08-04,2.434431945665686
2024-08-05,4.381977502198235
2024-08-06,5.842636669597647
2024-08-07,6.329523058730785
2024-08-08,7.790182226130196
2024-08-09,9.737727782662745
2024-08-10,2.9213183347988236
2024-08-11,2.9213183347988236
2024-08-12,10.71150056092902
2024-08-13,13.145932506594706
2024-08-14,16.554137230526667
2024-08-15,19.962341954458626
2024-08-16,24.344319456656862
2024-08-17,4.381977502198235
2024-08-18,1.7041023619659803
2024-08-19,19.47545556532549
2024-08-20,30.917285709954214
2024-08-21,30.917285709954214
2024-08-22,31.89105848822049
2024-08-23,33.83860404475304
2024-08-24,2.434431945665686
2024-08-25,2.1909887510991175
2024-08-26,32.37794487735363
2024-08-27,33.108274461053334
2024-08-28,35.299263212152454
2024-08-29,45.52387738394833
2024-08-30,34.56893362845275
2024-08-31,2.1909887510991175
2024-09-01,2.1909887510991175
2024-09-02,2.1909887510991175
2024-09-03,33.595160850186474
2024-09-04,36.75992237955187
2024-09-05,37.00336557411843
2024-09-06,48.20175252418059
2024-09-07,2.434431945665686
2024-09-08,2.1909887510991175
2024-09-09,45.52387738394833
2024-09-10,47.471422940480885
2024-09-11,36.02959279585215
2024-09-12,47.471422940480885
2024-09-13,46.984536551347745
2024-09-14,2.677875140232255
2024-09-15,2.1909887510991175
2024-09-16,37.00336557411843
2024-09-17,49.662411691580004
2024-09-18,33.108274461053334
2024-09-19,49.662411691580004
2024-09-20,49.662411691580004
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,49.662411691580004
2024-09-24,49.662411691580004
2024-09-25,49.662411691580004
2024-09-26,33.108274461053334
2024-09-27,33.108274461053334
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,49.662411691580004
2024-10-01,49.662411691580004
2024-10-02,49.662411691580004
2024-10-03,33.108274461053334
2024-10-04,33.108274461053334
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,33.108274461053334
2024-10-08,33.108274461053334
2024-10-09,33.108274461053334
2024-10-10,33.108274461053334
2024-10-11,33.108274461053334
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,16.554137230526667
2024-10-15,33.108274461053334
2024-10-16,33.108274461053334
2024-10-17,33.108274461053334
2024-10-18,33.108274461053334
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,33.108274461053334
2024-10-22,33.108274461053334
2024-10-23,33.108274461053334
2024-10-24,33.108274461053334
2024-10-25,49.662411691580004
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,33.108274461053334
2024-10-29,33.108274461053334
2024-10-30,33.108274461053334
2024-10-31,33.108274461053334
2024-11-01,33.108274461053334
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,33.108274461053334
2024-11-05,16.554137230526667
2024-11-06,33.108274461053334
2024-11-07,33.108274461053334
2024-11-08,33.108274461053334
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,16.554137230526667
2024-11-12,33.108274461053334
2024-11-13,33.108274461053334
2024-11-14,33.108274461053334
2024-11-15,33.108274461053334
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,33.108274461053334
2024-11-19,33.108274461053334
2024-11-20,33.108274461053334
2024-11-21,33.108274461053334
2024-11-22,33.108274461053334
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,16.554137230526667
2024-11-26,16.554137230526667
2024-11-27,0.0
2024-11-28,0.0
