Time,kahoot_join
2023-01-19,65.10344827586206
2023-01-20,69.17241379310344
2023-01-21,6.1034482758620685
2023-01-22,5.086206896551724
2023-01-23,57.98275862068965
2023-01-24,53.91379310344827
2023-01-25,57.98275862068965
2023-01-26,66.12068965517241
2023-01-27,60.01724137931034
2023-01-28,7.120689655172413
2023-01-29,4.068965517241379
2023-01-30,49.84482758620689
2023-01-31,64.08620689655172
2023-02-01,56.9655172413793
2023-02-02,61.03448275862068
2023-02-03,68.1551724137931
2023-02-04,5.086206896551724
2023-02-05,7.120689655172413
2023-02-06,68.1551724137931
2023-02-07,65.10344827586206
2023-02-08,65.10344827586206
2023-02-09,71.20689655172413
2023-02-10,69.17241379310344
2023-02-11,5.086206896551724
2023-02-12,5.086206896551724
2023-02-13,64.08620689655172
2023-02-14,56.9655172413793
2023-02-15,55.94827586206896
2023-02-16,48.82758620689655
2023-02-17,39.672413793103445
2023-02-18,4.068965517241379
2023-02-19,3.0517241379310343
2023-02-20,9.155172413793103
2023-02-21,30.51724137931034
2023-02-22,31.534482758620687
2023-02-23,42.72413793103448
2023-02-24,47.810344827586206
2023-02-25,6.1034482758620685
2023-02-26,5.086206896551724
2023-02-27,42.72413793103448
2023-02-28,44.75862068965517
2023-03-01,48.82758620689655
2023-03-02,51.87931034482758
2023-03-03,51.87931034482758
2023-03-04,6.1034482758620685
2023-03-05,4.068965517241379
2023-03-06,49.84482758620689
2023-03-07,54.93103448275862
2023-03-08,49.84482758620689
2023-03-09,53.91379310344827
2023-03-10,50.86206896551724
2023-03-11,6.1034482758620685
2023-03-12,5.086206896551724
2023-03-13,38.6551724137931
2023-03-14,42.72413793103448
2023-03-15,42.72413793103448
2023-03-16,41.706896551724135
2023-03-17,41.706896551724135
2023-03-18,5.086206896551724
2023-03-19,4.068965517241379
2023-03-20,39.672413793103445
2023-03-21,47.810344827586206
2023-03-22,67.13793103448275
2023-03-23,74.25862068965516
2023-03-24,84.43103448275862
2023-03-25,6.1034482758620685
2023-03-26,5.086206896551724
2023-03-27,66.12068965517241
2023-03-28,72.22413793103448
2023-03-29,77.3103448275862
2023-03-30,78.32758620689654
2023-03-31,74.25862068965516
2023-04-01,6.1034482758620685
2023-04-02,3.0517241379310343
2023-04-03,53.91379310344827
2023-04-04,55.94827586206896
2023-04-05,55.94827586206896
2023-04-06,58.99999999999999
2023-04-07,18.310344827586206
2023-04-08,5.086206896551724
2023-04-09,3.0517241379310343
2023-04-10,44.75862068965517
2023-04-11,55.94827586206896
2023-04-12,55.94827586206896
2023-04-13,72.22413793103448
2023-04-14,74.25862068965516
2023-04-15,5.086206896551724
2023-04-16,4.068965517241379
2023-04-17,75.27586206896551
2023-04-18,76.29310344827586
2023-04-19,76.29310344827586
2023-04-20,83.41379310344827
2023-04-21,78.32758620689654
2023-04-22,5.086206896551724
2023-04-23,5.086206896551724
2023-04-24,93.58620689655172
2023-04-25,90.53448275862068
2023-04-26,88.48728082782408
2023-04-27,97.26234005015311
2023-04-28,101.68788098046406
2023-04-29,8.775059222329048
2023-04-30,9.283679911984219
2023-05-01,93.85404049915255
2023-05-02,81.16206103616774
2023-05-03,83.12052115649561
2023-05-04,97.77096073980829
2023-05-05,86.02020001784103
2023-05-06,5.875380360983636
2023-05-07,3.916920240655757
2023-05-08,78.69498022618468
2023-05-09,75.2866806751841
2023-05-10,76.73652010585681
2023-05-11,83.12052115649561
2023-05-12,88.99590151747924
2023-05-13,5.366759671328463
2023-05-14,5.366759671328463
2023-05-15,83.12052115649561
2023-05-16,81.16206103616774
2023-05-17,81.16206103616774
2023-05-18,80.65344034651257
2023-05-19,84.57036058716832
2023-05-20,7.325219791656341
2023-05-21,5.875380360983636
2023-05-22,84.57036058716832
2023-05-23,71.87838112418352
2023-05-24,67.96146088352776
2023-05-25,60.63624109187142
2023-05-26,48.94337453291175
2023-05-27,7.529749928140269
2023-05-28,5.647312446105202
2023-05-29,3.7648749640701347
2023-05-30,47.06093705087668
2023-05-31,47.06093705087668
2023-06-01,43.29606208680655
2023-06-02,43.29606208680655
2023-06-03,5.647312446105202
2023-06-04,3.7648749640701347
2023-06-05,47.06093705087668
2023-06-06,37.64874964070135
2023-06-07,35.76631215866628
2023-06-08,35.76631215866628
2023-06-09,33.88387467663121
2023-06-10,3.7648749640701347
2023-06-11,1.8824374820350673
2023-06-12,30.118999712561077
2023-06-13,30.118999712561077
2023-06-14,22.589249784420808
2023-06-15,24.471687266455874
2023-06-16,15.059499856280539
2023-06-17,5.647312446105202
2023-06-18,1.8824374820350673
2023-06-19,7.529749928140269
2023-06-20,16.941937338315604
2023-06-21,15.059499856280539
2023-06-22,15.059499856280539
2023-06-23,11.294624892210404
2023-06-24,1.8824374820350673
2023-06-25,3.7648749640701347
2023-06-26,9.412187410175337
2023-06-27,9.412187410175337
2023-06-28,9.412187410175337
2023-06-29,7.529749928140269
2023-06-30,11.294624892210404
2023-07-01,1.8824374820350673
2023-07-02,0.0
2023-07-03,1.8824374820350673
2023-07-04,0.0
2023-07-05,5.647312446105202
2023-07-06,5.647312446105202
2023-07-07,3.7648749640701347
2023-07-08,3.7648749640701347
2023-07-09,1.8824374820350673
2023-07-10,5.647312446105202
2023-07-11,7.529749928140269
2023-07-12,7.529749928140269
2023-07-13,7.529749928140269
2023-07-14,7.529749928140269
2023-07-15,1.8824374820350673
2023-07-16,1.8824374820350673
2023-07-17,7.529749928140269
2023-07-18,7.529749928140269
2023-07-19,7.529749928140269
2023-07-20,7.529749928140269
2023-07-21,5.647312446105202
2023-07-22,1.8824374820350673
2023-07-23,1.8824374820350673
2023-07-24,9.412187410175337
2023-07-25,7.529749928140269
2023-07-26,7.529749928140269
2023-07-27,7.529749928140269
2023-07-28,7.529749928140269
2023-07-29,1.8824374820350673
2023-07-30,0.0
2023-07-31,5.647312446105202
2023-08-01,9.412187410175337
2023-08-02,9.412187410175337
2023-08-03,16.941937338315604
2023-08-04,20.706812302385742
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,18.824374820350673
2023-08-08,22.589249784420808
2023-08-09,28.23656223052601
2023-08-10,35.76631215866628
2023-08-11,52.708249496981885
2023-08-12,3.7648749640701347
2023-08-13,3.7648749640701347
2023-08-14,43.29606208680655
2023-08-15,52.708249496981885
2023-08-16,60.237999425122155
2023-08-17,80.9448117275079
2023-08-18,107.29893647599884
2023-08-19,3.7648749640701347
2023-08-20,1.8824374820350673
2023-08-21,71.53262431733256
2023-08-22,82.82724920954297
2023-08-23,97.8867490658235
2023-08-24,116.71112388617418
2023-08-25,135.53549870652483
2023-08-26,5.647312446105202
2023-08-27,3.7648749640701347
2023-08-28,120.47599885024431
2023-08-29,120.47599885024431
2023-08-30,118.59356136820924
2023-08-31,141.18281115263005
2023-09-01,141.18281115263005
2023-09-02,7.529749928140269
2023-09-03,3.7648749640701347
2023-09-04,3.7648749640701347
2023-09-05,111.06381144006897
2023-09-06,141.18281115263005
2023-09-07,175.06668582926127
2023-09-08,186.36131072147165
2023-09-09,5.647312446105202
2023-09-10,3.7648749640701347
2023-09-11,126.12331129634951
2023-09-12,143.06524863466512
2023-09-13,160.00718597298072
2023-09-14,180.71399827536646
2023-09-15,188.24374820350673
2023-09-16,7.529749928140269
2023-09-17,5.647312446105202
2023-09-18,101.65162402989364
2023-09-19,114.8286864041391
2023-09-20,118.59356136820924
2023-09-21,141.18281115263005
2023-09-22,143.06524863466512
2023-09-23,7.529749928140269
2023-09-24,3.7648749640701347
2023-09-25,82.82724920954297
2023-09-26,107.29893647599884
2023-09-27,118.59356136820924
2023-09-28,131.77062374245472
2023-09-29,139.30037367059498
2023-09-30,5.647312446105202
2023-10-01,5.647312446105202
2023-10-02,107.29893647599884
2023-10-03,114.8286864041391
2023-10-04,112.94624892210405
2023-10-05,141.18281115263005
2023-10-06,112.94624892210405
2023-10-07,5.647312446105202
2023-10-08,5.647312446105202
2023-10-09,56.47312446105202
2023-10-10,90.35699913768323
2023-10-11,90.35699913768323
2023-10-12,90.35699913768323
2023-10-13,88.47456165564816
2023-10-14,5.647312446105202
2023-10-15,3.7648749640701347
2023-10-16,105.41649899396377
2023-10-17,118.59356136820924
2023-10-18,126.12331129634951
2023-10-19,133.6530612244898
2023-10-20,129.88818626041964
2023-10-21,9.412187410175337
2023-10-22,5.647312446105202
2023-10-23,133.6530612244898
2023-10-24,128.00574877838457
2023-10-25,128.00574877838457
2023-10-26,137.4179361885599
2023-10-27,143.06524863466512
2023-10-28,7.529749928140269
2023-10-29,5.647312446105202
2023-10-30,118.59356136820924
2023-10-31,178.8315607933314
2023-11-01,120.47599885024431
2023-11-02,135.53549870652483
2023-11-03,124.24087381431444
2023-11-04,9.412187410175337
2023-11-05,5.647312446105202
2023-11-06,118.59356136820924
2023-11-07,97.8867490658235
2023-11-08,128.00574877838457
2023-11-09,131.77062374245472
2023-11-10,75.2974992814027
2023-11-11,5.647312446105202
2023-11-12,5.647312446105202
2023-11-13,109.1813739580339
2023-11-14,116.71112388617418
2023-11-15,118.59356136820924
2023-11-16,135.53549870652483
2023-11-17,152.47743604484046
2023-11-18,11.294624892210404
2023-11-19,9.412187410175337
2023-11-20,84.70968669157803
2023-11-21,90.35699913768323
2023-11-22,33.88387467663121
2023-11-23,5.647312446105202
2023-11-24,5.647312446105202
2023-11-25,5.647312446105202
2023-11-26,1.8824374820350673
2023-11-27,105.41649899396377
2023-11-28,109.1813739580339
2023-11-29,126.12331129634951
2023-11-30,137.4179361885599
2023-12-01,152.47743604484046
2023-12-02,7.529749928140269
2023-12-03,7.529749928140269
2023-12-04,129.88818626041964
2023-12-05,129.88818626041964
2023-12-06,131.77062374245472
2023-12-07,141.18281115263005
2023-12-08,144.9476861167002
2023-12-09,9.412187410175337
2023-12-10,9.412187410175337
2023-12-11,109.1813739580339
2023-12-12,111.06381144006897
2023-12-13,152.47743604484046
2023-12-14,176.94912331129632
2023-12-15,161.8896234550158
2023-12-16,9.412187410175337
2023-12-17,9.412187410175337
2023-12-18,135.53549870652483
2023-12-19,144.9476861167002
2023-12-20,118.59356136820924
2023-12-21,103.5340615119287
2023-12-22,70.6211506381079
2023-12-23,5.475216017160687
2023-12-24,5.475216017160687
2023-12-25,7.742214655232264
2023-12-26,5.475216017160687
2023-12-27,5.475216017160687
2023-12-28,4.533997276143153
2023-12-29,3.20821737908911
2023-12-30,3.20821737908911
2023-12-31,2.2669986380715765
2024-01-01,5.475216017160687
2024-01-02,29.64307872387501
2024-01-03,67.02837210298227
2024-01-04,79.3045840343577
2024-01-05,90.25501606867908
2024-01-06,5.475216017160687
2024-01-07,4.533997276143153
2024-01-08,101.20544810300045
2024-01-09,97.99723072391134
2024-01-10,121.22387468960812
2024-01-11,143.12473875825088
2024-01-12,134.44130536200106
2024-01-13,7.742214655232264
2024-01-14,5.475216017160687
2024-01-15,7.742214655232264
2024-01-16,79.3045840343577
2024-01-17,108.94766275823271
2024-01-18,138.59074148210772
2024-01-19,124.43209206869724
2024-01-20,7.742214655232264
2024-01-21,5.3031195882161715
2024-01-22,116.66863094075578
2024-01-23,119.32019073486386
2024-01-24,135.22954949951236
2024-01-25,153.79046805826897
2024-01-26,153.79046805826897
2024-01-27,10.606239176432343
2024-01-28,5.3031195882161715
2024-01-29,124.62331032308003
2024-01-30,140.53266908772855
2024-01-31,145.8357886759447
2024-02-01,167.0482670288094
2024-02-02,159.09358764648513
2024-02-03,10.606239176432343
2024-02-04,5.3031195882161715
2024-02-05,132.5779897054043
2024-02-06,137.88110929362045
2024-02-07,140.53266908772855
2024-02-08,159.09358764648513
2024-02-09,159.09358764648513
2024-02-10,13.257798970540428
2024-02-11,7.954679382324257
2024-02-12,116.66863094075578
2024-02-13,127.27487011718812
2024-02-14,161.74514744059323
2024-02-15,145.8357886759447
2024-02-16,119.32019073486386
2024-02-17,7.954679382324257
2024-02-18,7.954679382324257
2024-02-19,26.515597941080856
2024-02-20,108.71395155843152
2024-02-21,127.27487011718812
2024-02-22,135.22954949951236
2024-02-23,145.8357886759447
2024-02-24,7.954679382324257
2024-02-25,5.3031195882161715
2024-02-26,124.62331032308003
2024-02-27,121.97175052897194
2024-02-28,140.53266908772855
2024-02-29,148.4873484700528
2024-03-01,159.09358764648513
2024-03-02,7.954679382324257
2024-03-03,5.3031195882161715
2024-03-04,135.22954949951236
2024-03-05,129.9264299112962
2024-03-06,137.88110929362045
2024-03-07,148.4873484700528
2024-03-08,140.53266908772855
2024-03-09,10.606239176432343
2024-03-10,7.954679382324257
2024-03-11,98.10771238199918
2024-03-12,106.06239176432342
2024-03-13,114.01707114664768
2024-03-14,116.66863094075578
2024-03-15,108.71395155843152
2024-03-16,7.954679382324257
2024-03-17,5.3031195882161715
2024-03-18,114.01707114664768
2024-03-19,119.32019073486386
2024-03-20,137.88110929362045
2024-03-21,127.27487011718812
2024-03-22,148.4873484700528
2024-03-23,10.606239176432343
2024-03-24,5.3031195882161715
2024-03-25,103.41083197021534
2024-03-26,108.71395155843152
2024-03-27,114.01707114664768
2024-03-28,114.01707114664768
2024-03-29,39.77339691162128
2024-03-30,5.3031195882161715
2024-03-31,5.3031195882161715
2024-04-01,63.63743505859406
2024-04-02,92.804592793783
2024-04-03,100.75927217610726
2024-04-04,108.71395155843152
2024-04-05,119.32019073486386
2024-04-06,7.954679382324257
2024-04-07,5.3031195882161715
2024-04-08,106.06239176432342
2024-04-09,137.88110929362045
2024-04-10,121.97175052897194
2024-04-11,156.44202785237707
2024-04-12,167.0482670288094
2024-04-13,10.606239176432343
2024-04-14,5.3031195882161715
2024-04-15,151.13890826416088
2024-04-16,143.18422888183662
2024-04-17,153.79046805826897
2024-04-18,153.79046805826897
2024-04-19,175.00294641113365
2024-04-20,7.954679382324257
2024-04-21,7.954679382324257
2024-04-22,153.79046805826897
2024-04-23,148.4873484700528
2024-04-24,148.4873484700528
2024-04-25,159.09358764648513
2024-04-26,167.0482670288094
2024-04-27,10.606239176432343
2024-04-28,5.3031195882161715
2024-04-29,140.53266908772855
2024-04-30,148.4873484700528
2024-05-01,143.18422888183662
2024-05-02,153.79046805826897
2024-05-03,180.30606599934984
2024-05-04,7.954679382324257
2024-05-05,7.954679382324257
2024-05-06,145.8357886759447
2024-05-07,137.88110929362045
2024-05-08,143.18422888183662
2024-05-09,143.18422888183662
2024-05-10,140.53266908772855
2024-05-11,7.954679382324257
2024-05-12,5.3031195882161715
2024-05-13,140.53266908772855
2024-05-14,145.8357886759447
2024-05-15,140.53266908772855
2024-05-16,148.4873484700528
2024-05-17,132.5779897054043
2024-05-18,5.3031195882161715
2024-05-19,5.3031195882161715
2024-05-20,127.27487011718812
2024-05-21,127.27487011718812
2024-05-22,111.3655113525396
2024-05-23,106.06239176432342
2024-05-24,79.54679382324257
2024-05-25,7.954679382324257
2024-05-26,5.3031195882161715
2024-05-27,5.3031195882161715
2024-05-28,76.89523402913449
2024-05-29,74.2436742350264
2024-05-30,79.54679382324257
2024-05-31,66.28899485270215
2024-06-01,5.3031195882161715
2024-06-02,5.3031195882161715
2024-06-03,58.33431547037789
2024-06-04,58.33431547037789
2024-06-05,60.98587526448597
2024-06-06,55.6827556762698
2024-06-07,45.07651649983746
2024-06-08,5.3031195882161715
2024-06-09,5.3031195882161715
2024-06-10,47.72807629394554
2024-06-11,47.72807629394554
2024-06-12,39.77339691162128
2024-06-13,42.42495670572937
2024-06-14,21.212478352864686
2024-06-15,2.6515597941080857
2024-06-16,2.6515597941080857
2024-06-17,21.212478352864686
2024-06-18,21.212478352864686
2024-06-19,7.954679382324257
2024-06-20,21.212478352864686
2024-06-21,18.5609185587566
2024-06-22,2.6515597941080857
2024-06-23,2.6515597941080857
2024-06-24,15.909358764648514
2024-06-25,18.5609185587566
2024-06-26,15.909358764648514
2024-06-27,13.257798970540428
2024-06-28,10.606239176432343
2024-06-29,5.3031195882161715
2024-06-30,2.6515597941080857
2024-07-01,7.954679382324257
2024-07-02,7.954679382324257
2024-07-03,7.954679382324257
2024-07-04,2.6515597941080857
2024-07-05,2.6515597941080857
2024-07-06,2.6515597941080857
2024-07-07,2.6515597941080857
2024-07-08,10.606239176432343
2024-07-09,7.954679382324257
2024-07-10,10.606239176432343
2024-07-11,10.606239176432343
2024-07-12,7.954679382324257
2024-07-13,2.6515597941080857
2024-07-14,2.6515597941080857
2024-07-15,7.954679382324257
2024-07-16,10.606239176432343
2024-07-17,7.954679382324257
2024-07-18,13.257798970540428
2024-07-19,7.954679382324257
2024-07-20,2.6515597941080857
2024-07-21,5.3031195882161715
2024-07-22,7.954679382324257
2024-07-23,10.606239176432343
2024-07-24,7.954679382324257
2024-07-25,13.257798970540428
2024-07-26,7.954679382324257
2024-07-27,5.3031195882161715
2024-07-28,2.6515597941080857
2024-07-29,10.606239176432343
2024-07-30,10.606239176432343
2024-07-31,10.606239176432343
2024-08-01,15.909358764648514
2024-08-02,21.212478352864686
2024-08-03,2.6515597941080857
2024-08-04,2.6515597941080857
2024-08-05,21.212478352864686
2024-08-06,21.212478352864686
2024-08-07,34.470277323405114
2024-08-08,42.42495670572937
2024-08-09,50.37963608805363
2024-08-10,5.3031195882161715
2024-08-11,2.6515597941080857
2024-08-12,47.72807629394554
2024-08-13,63.63743505859406
2024-08-14,90.15303299967492
2024-08-15,129.9264299112962
2024-08-16,167.0482670288094
2024-08-17,5.3031195882161715
2024-08-18,5.657738377460458
2024-08-19,108.46819027955846
2024-08-20,135.25379287518456
2024-08-21,157.8847463850264
2024-08-22,195.8085163409513
2024-08-23,249.3797215322035
2024-08-24,8.486607566190687
2024-08-25,6.983518274514501
2024-08-26,153.55278790461998
2024-08-27,185.99612887770655
2024-08-28,214.1075113703867
2024-08-29,246.55085234347325
2024-08-30,219.76524974784715
2024-08-31,5.657738377460458
2024-09-01,4.154649085784272
2024-09-02,5.657738377460458
2024-09-03,177.50952131151587
2024-09-04,225.4229881253076
2024-09-05,253.53437061798775
2024-09-06,252.20859072093373
2024-09-07,8.486607566190687
2024-09-08,8.486607566190687
2024-09-09,195.8085163409513
2024-09-10,232.40650639982212
2024-09-11,231.08072650276807
2024-09-12,260.6951982871244
2024-09-13,264.8498473729087
2024-09-14,6.983518274514501
2024-09-15,8.486607566190687
2024-09-16,219.76524974784715
2024-09-17,228.4695723347803
