Time,cnbc
2022-04-24,21.0
2022-04-25,63.0
2022-04-26,57.0
2022-04-27,59.0
2022-04-28,60.0
2022-04-29,58.0
2022-04-30,26.0
2022-05-01,24.0
2022-05-02,60.0
2022-05-03,52.0
2022-05-04,60.0
2022-05-05,64.0
2022-05-06,67.0
2022-05-07,18.0
2022-05-08,22.0
2022-05-09,70.0
2022-05-10,63.0
2022-05-11,64.0
2022-05-12,71.0
2022-05-13,61.0
2022-05-14,17.0
2022-05-15,22.0
2022-05-16,65.0
2022-05-17,61.0
2022-05-18,67.0
2022-05-19,71.0
2022-05-20,67.0
2022-05-21,18.0
2022-05-22,23.0
2022-05-23,62.0
2022-05-24,64.0
2022-05-25,62.0
2022-05-26,64.0
2022-05-27,59.0
2022-05-28,17.0
2022-05-29,15.0
2022-05-30,26.0
2022-05-31,62.0
2022-06-01,58.0
2022-06-02,56.0
2022-06-03,60.0
2022-06-04,16.0
2022-06-05,18.0
2022-06-06,61.0
2022-06-07,62.0
2022-06-08,58.0
2022-06-09,60.0
2022-06-10,81.0
2022-06-11,19.0
2022-06-12,23.0
2022-06-13,82.0
2022-06-14,74.0
2022-06-15,84.0
2022-06-16,75.0
2022-06-17,70.0
2022-06-18,17.0
2022-06-19,20.0
2022-06-20,47.0
2022-06-21,65.0
2022-06-22,66.0
2022-06-23,65.0
2022-06-24,60.0
2022-06-25,18.0
2022-06-26,22.0
2022-06-27,62.0
2022-06-28,65.0
2022-06-29,60.0
2022-06-30,60.0
2022-07-01,56.0
2022-07-02,15.0
2022-07-03,14.0
2022-07-04,25.0
2022-07-05,66.0
2022-07-06,59.0
2022-07-07,56.0
2022-07-08,57.0
2022-07-09,15.0
2022-07-10,19.0
2022-07-11,66.0
2022-07-12,60.0
2022-07-13,69.0
2022-07-14,64.0
2022-07-15,58.0
2022-07-16,19.0
2022-07-17,23.0
2022-07-18,68.0
2022-07-19,67.0
2022-07-20,65.0
2022-07-21,62.0
2022-07-22,57.0
2022-07-23,16.0
2022-07-24,21.0
2022-07-25,62.0
2022-07-26,62.0
2022-07-27,73.0
2022-07-28,71.0
2022-07-29,60.0
2022-07-30,15.0
2022-07-31,19.0
2022-08-01,62.0
2022-08-02,62.0
2022-08-03,59.0
2022-08-04,57.0
2022-08-05,59.0
2022-08-06,16.0
2022-08-07,23.0
2022-08-08,60.0
2022-08-09,58.0
2022-08-10,61.0
2022-08-11,63.0
2022-08-12,56.0
2022-08-13,15.0
2022-08-14,19.0
2022-08-15,63.0
2022-08-16,57.0
2022-08-17,61.0
2022-08-18,54.0
2022-08-19,53.0
2022-08-20,14.0
2022-08-21,18.0
2022-08-22,59.0
2022-08-23,57.0
2022-08-24,55.0
2022-08-25,56.0
2022-08-26,65.0
2022-08-27,16.0
2022-08-28,100.0
2022-08-29,62.149361465852294
2022-08-30,62.149361465852294
2022-08-31,54.87368128817323
2022-09-01,59.23348139922265
2022-09-02,53.901721265963346
2022-09-03,13.107440310938365
2022-09-04,13.107440310938365
2022-09-05,25.24292059966685
2022-09-06,60.70544142143253
2022-09-07,52.92976124375346
2022-09-08,50.013881177123814
2022-09-09,48.06996113270405
2022-09-10,13.107440310938365
2022-09-11,16.995280399777897
2022-09-12,51.95780122154358
2022-09-13,67.98112159911159
2022-09-14,62.649361465852294
2022-09-15,58.76152137701277
2022-09-16,59.23348139922265
2022-09-17,15.051360355358133
2022-09-18,16.995280399777897
2022-09-19,61.67740144364242
2022-09-20,66.03720155469183
2022-09-21,70.89700166574124
2022-09-22,61.67740144364242
2022-09-23,64.09328151027206
2022-09-24,16.995280399777897
2022-09-25,17.967240421987782
2022-09-26,62.149361465852294
2022-09-27,63.12132148806218
2022-09-28,61.35480288728483
2022-09-29,65.1304830649639
2022-09-30,58.52304275402553
2022-10-01,15.102720710716266
2022-10-02,18.878400888395333
2022-10-03,57.57912270960576
2022-10-04,57.57912270960576
2022-10-05,58.52304275402553
2022-10-06,56.635202665186
2022-10-07,58.52304275402553
2022-10-08,15.102720710716266
2022-10-09,19.8223209328151
2022-10-10,58.52304275402553
2022-10-11,58.52304275402553
2022-10-12,60.410882842865064
2022-10-13,70.7940033314825
2022-10-14,59.466962798445294
2022-10-15,14.1588006662965
2022-10-16,16.990560799555798
2022-10-17,62.298722931704596
2022-10-18,59.466962798445294
2022-10-19,60.410882842865064
2022-10-20,66.07440310938367
2022-10-21,56.635202665186
2022-10-22,14.1588006662965
2022-10-23,18.878400888395333
2022-10-24,61.35480288728483
2022-10-25,61.35480288728483
2022-10-26,58.52304275402553
2022-10-27,63.242642976124365
2022-10-28,56.635202665186
2022-10-29,16.046640755136032
2022-10-30,17.934480843975567
2022-10-31,58.52304275402553
2022-11-01,55.69128262076623
2022-11-02,65.1304830649639
2022-11-03,67.01832315380344
2022-11-04,70.7940033314825
2022-11-05,28.317601332593
2022-11-06,16.046640755136032
2022-11-07,55.69128262076623
2022-11-08,55.69128262076623
2022-11-09,63.242642976124365
2022-11-10,67.96224319822319
2022-11-11,62.298722931704596
2022-11-12,17.934480843975567
2022-11-13,19.8223209328151
2022-11-14,62.298722931704596
2022-11-15,59.466962798445294
2022-11-16,65.1304830649639
2022-11-17,57.57912270960576
2022-11-18,57.57912270960576
2022-11-19,15.102720710716266
2022-11-20,16.990560799555798
2022-11-21,61.35480288728483
2022-11-22,51.91560244308717
2022-11-23,52.85952248750693
2022-11-24,17.934480843975567
2022-11-25,37.75680177679067
2022-11-26,14.1588006662965
2022-11-27,15.102720710716266
2022-11-28,51.91560244308717
2022-11-29,47.19600222098833
2022-11-30,54.74736257634646
2022-12-01,53.8034425319267
2022-12-02,52.85952248750693
2022-12-03,13.214880621876732
2022-12-04,15.102720710716266
2022-12-05,51.91560244308717
2022-12-06,50.9716823986674
2022-12-07,53.8034425319267
2022-12-08,52.85952248750693
2022-12-09,49.083842309827865
2022-12-10,13.214880621876732
2022-12-11,14.1588006662965
2022-12-12,52.85952248750693
2022-12-13,57.57912270960576
2022-12-14,61.35480288728483
2022-12-15,59.466962798445294
2022-12-16,55.69128262076623
2022-12-17,14.1588006662965
2022-12-18,14.1588006662965
2022-12-19,56.635202665186
2022-12-20,54.74736257634646
2022-12-21,52.85952248750693
2022-12-22,58.52304275402553
2022-12-23,50.9716823986674
2022-12-24,15.102720710716266
2022-12-25,13.214880621876732
2022-12-26,28.317601332593
2022-12-27,57.57912270960576
2022-12-28,52.85952248750693
2022-12-29,53.8034425319267
2022-12-30,50.02776235424763
2022-12-31,13.214880621876732
2023-01-01,12.270960577456966
2023-01-02,27.37368128817323
2023-01-03,55.69128262076623
2023-01-04,57.57912270960576
2023-01-05,56.635202665186
2023-01-06,54.74736257634646
2023-01-07,16.990560799555798
2023-01-08,15.102720710716266
2023-01-09,58.52304275402553
2023-01-10,56.635202665186
2023-01-11,52.85952248750693
2023-01-12,57.57912270960576
2023-01-13,58.52304275402553
2023-01-14,14.1588006662965
2023-01-15,12.270960577456966
2023-01-16,30.205441421432532
2023-01-17,55.69128262076623
2023-01-18,55.69128262076623
2023-01-19,53.8034425319267
2023-01-20,51.91560244308717
2023-01-21,15.102720710716266
2023-01-22,16.046640755136032
2023-01-23,55.69128262076623
2023-01-24,54.74736257634646
2023-01-25,50.9716823986674
2023-01-26,54.74736257634646
2023-01-27,52.85952248750693
2023-01-28,15.102720710716266
2023-01-29,15.102720710716266
2023-01-30,53.8034425319267
2023-01-31,56.635202665186
2023-02-01,64.18656302054413
2023-02-02,61.35480288728483
2023-02-03,58.52304275402553
2023-02-04,16.046640755136032
2023-02-05,17.934480843975567
2023-02-06,55.69128262076623
2023-02-07,57.57912270960576
2023-02-08,53.8034425319267
2023-02-09,56.635202665186
2023-02-10,53.8034425319267
2023-02-11,15.102720710716266
2023-02-12,14.1588006662965
2023-02-13,50.02776235424763
2023-02-14,57.57912270960576
2023-02-15,55.69128262076623
2023-02-16,62.298722931704596
2023-02-17,53.8034425319267
2023-02-18,14.1588006662965
2023-02-19,13.214880621876732
2023-02-20,29.261521377012766
2023-02-21,60.410882842865064
2023-02-22,63.242642976124365
2023-02-23,51.91560244308717
2023-02-24,54.74736257634646
2023-02-25,15.102720710716266
2023-02-26,16.046640755136032
2023-02-27,54.74736257634646
2023-02-28,50.02776235424763
2023-03-01,52.85952248750693
2023-03-02,51.91560244308717
2023-03-03,48.139922265408096
2023-03-04,14.1588006662965
2023-03-05,15.102720710716266
2023-03-06,50.9716823986674
2023-03-07,54.74736257634646
2023-03-08,52.85952248750693
2023-03-09,56.635202665186
2023-03-10,72.68184342032202
2023-03-11,23.598001110494167
2023-03-12,33.03720155469183
2023-03-13,94.39200444197667
2023-03-14,71.73792337590227
2023-03-15,75.51360355358133
2023-03-16,71.73792337590227
2023-03-17,67.01832315380344
2023-03-18,19.8223209328151
2023-03-19,27.37368128817323
2023-03-20,71.73792337590227
2023-03-21,62.298722931704596
2023-03-22,71.73792337590227
2023-03-23,65.1304830649639
2023-03-24,56.635202665186
2023-03-25,16.990560799555798
2023-03-26,19.8223209328151
2023-03-27,64.18656302054413
2023-03-28,56.635202665186
2023-03-29,55.69128262076623
2023-03-30,55.69128262076623
2023-03-31,52.85952248750693
2023-04-01,16.046640755136032
2023-04-02,19.8223209328151
2023-04-03,60.410882842865064
2023-04-04,55.69128262076623
2023-04-05,53.8034425319267
2023-04-06,52.85952248750693
2023-04-07,35.868961687951135
2023-04-08,11.327040533037199
2023-04-09,16.046640755136032
2023-04-10,56.635202665186
2023-04-11,51.91560244308717
2023-04-12,60.410882842865064
2023-04-13,52.85952248750693
2023-04-14,50.9716823986674
2023-04-15,13.214880621876732
2023-04-16,17.934480843975567
2023-04-17,50.9716823986674
2023-04-18,50.02776235424763
2023-04-19,50.9716823986674
2023-04-20,50.9716823986674
2023-04-21,46.252082176568564
2023-04-22,14.1588006662965
2023-04-23,16.046640755136032
2023-04-24,56.635202665186
2023-04-25,57.57912270960576
2023-04-26,53.00736538603051
2023-04-27,55.71971394740538
2023-04-28,49.17482255507315
2023-04-29,14.20997705424697
2023-04-30,18.042519885204335
2023-05-01,58.43206250878025
2023-05-02,57.31186823919776
2023-05-03,64.9769539011125
2023-05-04,58.756179632466555
2023-05-05,51.091093970551825
2023-05-06,17.246442739308144
2023-05-07,16.922325615621837
2023-05-08,53.8034425319267
2023-05-09,52.68324826234421
2023-05-10,54.92363680150919
2023-05-11,52.68324826234421
2023-05-12,48.37874540917696
2023-05-13,13.413899908350778
2023-05-14,15.006054200143158
2023-05-15,51.887171116448016
2023-05-16,54.59951967782288
2023-05-17,57.31186823919776
2023-05-18,53.8034425319267
2023-05-19,51.887171116448016
2023-05-20,16.126248469725653
2023-05-21,16.922325615621837
2023-05-22,55.71971394740538
2023-05-23,56.51579109330157
2023-05-24,56.83990821698788
2023-05-25,64.1808767552163
2023-05-26,53.8034425319267
2023-05-27,14.90938768957005
2023-05-28,18.798793173805713
2023-05-29,25.281135647531823
2023-05-30,56.39637952141714
2023-05-31,56.39637952141714
2023-06-01,56.39637952141714
2023-06-02,57.692848016162365
2023-06-03,14.261153442197438
2023-06-04,19.447027421178326
2023-06-05,61.582253500398025
2023-06-06,58.989316510907585
2023-06-07,52.50697403718148
2023-06-08,52.50697403718148
2023-06-09,48.61756855294581
2023-06-10,13.612919194824826
2023-06-11,15.55762193694266
2023-06-12,53.8034425319267
2023-06-13,58.34108226353497
2023-06-14,62.87872199514325
2023-06-15,54.451676779299305
2023-06-16,46.67286581082798
2023-06-17,14.261153442197438
2023-06-18,14.90938768957005
2023-06-19,35.004649358120986
2023-06-20,53.155208284554085
2023-06-21,51.21050554243625
2023-06-22,47.32110005820059
2023-06-23,46.67286581082798
2023-06-24,14.261153442197438
2023-06-25,14.90938768957005
2023-06-26,52.50697403718148
2023-06-27,49.265802800318426
2023-06-28,48.61756855294581
2023-06-29,49.91403704769103
2023-06-30,46.024631563455365
2023-07-01,12.964684947452216
2023-07-02,15.55762193694266
2023-07-03,42.78346032659231
2023-07-04,19.447027421178326
2023-07-05,53.155208284554085
2023-07-06,55.09991102667192
2023-07-07,51.858739789808865
2023-07-08,16.20585618431527
2023-07-09,16.20585618431527
2023-07-10,53.8034425319267
2023-07-11,54.451676779299305
2023-07-12,55.74814527404453
2023-07-13,53.155208284554085
2023-07-14,50.562271295063645
2023-07-15,14.90938768957005
2023-07-16,17.502324679060493
2023-07-17,53.8034425319267
2023-07-18,51.858739789808865
2023-07-19,54.451676779299305
2023-07-20,52.50697403718148
2023-07-21,45.37639731608276
2023-07-22,12.316450700079606
2023-07-23,16.20585618431527
2023-07-24,48.61756855294581
2023-07-25,51.858739789808865
2023-07-26,55.74814527404453
2023-07-27,52.50697403718148
2023-07-28,48.61756855294581
2023-07-29,13.612919194824826
2023-07-30,16.20585618431527
2023-07-31,51.21050554243625
2023-08-01,53.155208284554085
2023-08-02,58.989316510907585
2023-08-03,58.989316510907585
2023-08-04,49.265802800318426
2023-08-05,19.447027421178326
2023-08-06,17.502324679060493
2023-08-07,55.09991102667192
2023-08-08,56.39637952141714
2023-08-09,53.155208284554085
2023-08-10,52.50697403718148
2023-08-11,48.61756855294581
2023-08-12,11.019982205334383
2023-08-13,14.90938768957005
2023-08-14,52.50697403718148
2023-08-15,47.9693343055732
2023-08-16,52.50697403718148
2023-08-17,52.50697403718148
2023-08-18,47.9693343055732
2023-08-19,14.261153442197438
2023-08-20,14.90938768957005
2023-08-21,50.562271295063645
2023-08-22,49.91403704769103
2023-08-23,53.155208284554085
2023-08-24,50.562271295063645
2023-08-25,49.265802800318426
2023-08-26,14.261153442197438
2023-08-27,14.90938768957005
2023-08-28,47.32110005820059
2023-08-29,46.024631563455365
2023-08-30,46.024631563455365
2023-08-31,45.37639731608276
2023-09-01,41.48699183184709
2023-09-02,11.019982205334383
2023-09-03,10.371747957961773
2023-09-04,17.502324679060493
2023-09-05,46.67286581082798
2023-09-06,46.024631563455365
2023-09-07,44.728163068710145
2023-09-08,40.19052333710187
2023-09-09,11.019982205334383
2023-09-10,12.964684947452216
2023-09-11,45.37639731608276
2023-09-12,44.728163068710145
2023-09-13,46.024631563455365
2023-09-14,43.431694573964926
2023-09-15,42.78346032659231
2023-09-16,12.316450700079606
2023-09-17,12.964684947452216
2023-09-18,44.07992882133753
2023-09-19,45.37639731608276
2023-09-20,51.21050554243625
2023-09-21,47.9693343055732
2023-09-22,39.54228908972926
2023-09-23,12.316450700079606
2023-09-24,12.316450700079606
2023-09-25,46.024631563455365
2023-09-26,46.67286581082798
2023-09-27,48.61756855294581
2023-09-28,47.9693343055732
2023-09-29,45.37639731608276
2023-09-30,13.612919194824826
2023-10-01,15.55762193694266
2023-10-02,49.265802800318426
2023-10-03,55.09991102667192
2023-10-04,53.155208284554085
2023-10-05,47.9693343055732
2023-10-06,51.21050554243625
2023-10-07,14.261153442197438
2023-10-08,17.502324679060493
2023-10-09,52.50697403718148
2023-10-10,51.21050554243625
2023-10-11,47.32110005820059
2023-10-12,51.21050554243625
2023-10-13,44.728163068710145
2023-10-14,12.316450700079606
2023-10-15,14.90938768957005
2023-10-16,47.9693343055732
2023-10-17,50.562271295063645
2023-10-18,50.562271295063645
2023-10-19,52.50697403718148
2023-10-20,46.67286581082798
2023-10-21,13.612919194824826
2023-10-22,14.261153442197438
2023-10-23,50.562271295063645
2023-10-24,46.024631563455365
2023-10-25,49.265802800318426
2023-10-26,53.8034425319267
2023-10-27,47.9693343055732
2023-10-28,14.261153442197438
2023-10-29,14.261153442197438
2023-10-30,49.91403704769103
2023-10-31,47.32110005820059
2023-11-01,52.50697403718148
2023-11-02,51.21050554243625
2023-11-03,49.91403704769103
2023-11-04,13.612919194824826
2023-11-05,14.261153442197438
2023-11-06,52.50697403718148
2023-11-07,47.32110005820059
2023-11-08,47.9693343055732
2023-11-09,47.32110005820059
2023-11-10,46.024631563455365
2023-11-11,12.316450700079606
2023-11-12,12.316450700079606
2023-11-13,46.024631563455365
2023-11-14,54.451676779299305
2023-11-15,52.50697403718148
2023-11-16,48.61756855294581
2023-11-17,43.431694573964926
2023-11-18,12.964684947452216
2023-11-19,12.964684947452216
2023-11-20,49.265802800318426
2023-11-21,47.32110005820059
2023-11-22,42.78346032659231
2023-11-23,14.261153442197438
2023-11-24,33.70818086337576
2023-11-25,10.371747957961773
2023-11-26,14.261153442197438
2023-11-27,44.07992882133753
2023-11-28,42.135226079219706
2023-11-29,45.37639731608276
2023-11-30,51.21050554243625
2023-12-01,47.32110005820059
2023-12-02,12.964684947452216
2023-12-03,12.964684947452216
2023-12-04,46.67286581082798
2023-12-05,47.32110005820059
2023-12-06,44.07992882133753
2023-12-07,42.78346032659231
2023-12-08,45.37639731608276
2023-12-09,11.019982205334383
2023-12-10,12.964684947452216
2023-12-11,49.265802800318426
2023-12-12,47.9693343055732
2023-12-13,51.21050554243625
2023-12-14,48.61756855294581
2023-12-15,47.9693343055732
2023-12-16,12.964684947452216
2023-12-17,12.964684947452216
2023-12-18,48.61756855294581
2023-12-19,47.9693343055732
2023-12-20,53.8034425319267
2023-12-21,49.265802800318426
2023-12-22,45.39522569671184
2023-12-23,11.889315436665619
2023-12-24,9.907762863888017
2023-12-25,13.36626740858388
2023-12-26,45.07110857302553
2023-12-27,43.41367312393423
2023-12-28,41.43212055115663
2023-12-29,43.41367312393423
2023-12-30,11.384714835806276
2023-12-31,9.907762863888017
2024-01-01,14.194985133129528
2024-01-02,49.35833084226705
2024-01-03,51.339883415044646
2024-01-04,44.56650797216619
2024-01-05,43.41367312393423
2024-01-06,12.213432560351926
2024-01-07,12.213432560351926
2024-01-08,46.548060544943795
2024-01-09,46.22394342125749
2024-01-10,49.68244796595335
2024-01-11,51.339883415044646
2024-01-12,46.22394342125749
2024-01-13,11.384714835806276
2024-01-14,11.060597712119971
2024-01-15,24.102747997017545
2024-01-16,45.39522569671184
2024-01-17,45.39522569671184
2024-01-18,45.39522569671184
2024-01-19,43.41367312393423
2024-01-20,12.213432560351926
2024-01-21,11.101213218905558
2024-01-22,47.43245648077829
2024-01-23,43.395651673903544
2024-01-24,45.41405407734092
2024-01-25,46.4232552790596
2024-01-26,37.340444463591425
2024-01-27,11.101213218905558
2024-01-28,11.101213218905558
2024-01-29,42.38645047218486
2024-01-30,45.41405407734092
2024-01-31,47.43245648077829
2024-02-01,43.395651673903544
2024-02-02,41.37724927046617
2024-02-03,13.119615622342932
2024-02-04,13.119615622342932
2024-02-05,42.38645047218486
2024-02-06,40.368048068747484
2024-02-07,41.37724927046617
2024-02-08,37.340444463591425
2024-02-09,38.349645665310106
2024-02-10,12.110414420624245
2024-02-11,11.101213218905558
2024-02-12,37.340444463591425
2024-02-13,46.4232552790596
2024-02-14,43.395651673903544
2024-02-15,43.395651673903544
2024-02-16,41.37724927046617
2024-02-17,11.101213218905558
2024-02-18,11.101213218905558
2024-02-19,24.22082884124849
2024-02-20,42.38645047218486
2024-02-21,47.43245648077829
2024-02-22,47.43245648077829
2024-02-23,39.358846867028795
2024-02-24,13.119615622342932
2024-02-25,13.119615622342932
2024-02-26,41.37724927046617
2024-02-27,39.358846867028795
2024-02-28,40.368048068747484
2024-02-29,42.38645047218486
2024-03-01,39.358846867028795
2024-03-02,13.119615622342932
2024-03-03,13.119615622342932
2024-03-04,41.37724927046617
2024-03-05,43.395651673903544
2024-03-06,42.38645047218486
2024-03-07,40.368048068747484
2024-03-08,42.38645047218486
2024-03-09,12.110414420624245
2024-03-10,12.110414420624245
2024-03-11,44.40485287562223
2024-03-12,45.41405407734092
2024-03-13,41.37724927046617
2024-03-14,40.368048068747484
2024-03-15,36.331243261872736
2024-03-16,12.110414420624245
2024-03-17,13.119615622342932
2024-03-18,42.38645047218486
2024-03-19,40.368048068747484
2024-03-20,47.43245648077829
2024-03-21,42.38645047218486
2024-03-22,38.349645665310106
2024-03-23,12.110414420624245
2024-03-24,12.110414420624245
2024-03-25,41.37724927046617
2024-03-26,42.38645047218486
2024-03-27,43.395651673903544
2024-03-28,39.358846867028795
2024-03-29,26.239231244685865
2024-03-30,10.092012017186871
2024-03-31,12.110414420624245
2024-04-01,43.395651673903544
2024-04-02,43.395651673903544
2024-04-03,43.395651673903544
2024-04-04,47.43245648077829
2024-04-05,45.41405407734092
2024-04-06,11.101213218905558
2024-04-07,12.110414420624245
2024-04-08,38.349645665310106
2024-04-09,42.38645047218486
2024-04-10,49.45085888421567
2024-04-11,44.40485287562223
2024-04-12,46.4232552790596
2024-04-13,13.119615622342932
2024-04-14,19.174822832655053
2024-04-15,50.46006008593436
2024-04-16,47.43245648077829
2024-04-17,44.40485287562223
2024-04-18,43.395651673903544
2024-04-19,47.43245648077829
2024-04-20,12.110414420624245
2024-04-21,15.138018025780307
2024-04-22,46.4232552790596
2024-04-23,46.4232552790596
2024-04-24,45.41405407734092
2024-04-25,51.46926128765304
2024-04-26,40.368048068747484
2024-04-27,12.110414420624245
2024-04-28,14.12881682406162
2024-04-29,43.395651673903544
2024-04-30,45.41405407734092
2024-05-01,49.45085888421567
2024-05-02,42.38645047218486
2024-05-03,40.368048068747484
2024-05-04,12.110414420624245
2024-05-05,14.12881682406162
2024-05-06,44.40485287562223
2024-05-07,44.40485287562223
2024-05-08,40.368048068747484
2024-05-09,40.368048068747484
2024-05-10,38.349645665310106
2024-05-11,11.101213218905558
2024-05-12,12.110414420624245
2024-05-13,40.368048068747484
2024-05-14,43.395651673903544
2024-05-15,44.40485287562223
2024-05-16,42.38645047218486
2024-05-17,38.349645665310106
2024-05-18,16.147219227498994
2024-05-19,14.12881682406162
2024-05-20,42.38645047218486
2024-05-21,41.37724927046617
2024-05-22,47.43245648077829
2024-05-23,45.41405407734092
2024-05-24,39.358846867028795
2024-05-25,12.110414420624245
2024-05-26,9.082810815468184
2024-05-27,14.12881682406162
2024-05-28,44.40485287562223
2024-05-29,44.40485287562223
2024-05-30,48.44165768249698
2024-05-31,46.4232552790596
2024-06-01,12.110414420624245
2024-06-02,12.110414420624245
2024-06-03,45.41405407734092
2024-06-04,44.40485287562223
2024-06-05,43.395651673903544
2024-06-06,43.395651673903544
2024-06-07,44.40485287562223
2024-06-08,12.110414420624245
2024-06-09,13.119615622342932
2024-06-10,43.395651673903544
2024-06-11,44.40485287562223
2024-06-12,53.48766369109042
2024-06-13,47.43245648077829
2024-06-14,40.368048068747484
2024-06-15,12.110414420624245
2024-06-16,11.101213218905558
2024-06-17,43.395651673903544
2024-06-18,41.37724927046617
2024-06-19,29.266834849841928
2024-06-20,39.358846867028795
2024-06-21,39.358846867028795
2024-06-22,13.119615622342932
2024-06-23,14.12881682406162
2024-06-24,40.368048068747484
2024-06-25,40.368048068747484
2024-06-26,38.349645665310106
2024-06-27,39.358846867028795
2024-06-28,42.38645047218486
2024-06-29,11.101213218905558
2024-06-30,13.119615622342932
2024-07-01,42.38645047218486
2024-07-02,42.38645047218486
2024-07-03,36.331243261872736
2024-07-04,14.12881682406162
2024-07-05,36.331243261872736
2024-07-06,10.092012017186871
2024-07-07,12.110414420624245
2024-07-08,40.368048068747484
2024-07-09,40.368048068747484
2024-07-10,43.395651673903544
2024-07-11,52.47846248937173
2024-07-12,46.4232552790596
2024-07-13,14.12881682406162
2024-07-14,20.184024034373742
2024-07-15,49.45085888421567
2024-07-16,45.41405407734092
2024-07-17,50.46006008593436
2024-07-18,45.41405407734092
2024-07-19,50.46006008593436
2024-07-20,13.119615622342932
2024-07-21,20.184024034373742
2024-07-22,51.46926128765304
2024-07-23,48.44165768249698
2024-07-24,49.45085888421567
2024-07-25,51.46926128765304
2024-07-26,44.40485287562223
2024-07-27,17.156420429217683
2024-07-28,17.156420429217683
2024-07-29,46.4232552790596
2024-07-30,46.4232552790596
2024-07-31,48.44165768249698
2024-08-01,51.46926128765304
2024-08-02,61.561273304839915
2024-08-03,16.147219227498994
2024-08-04,18.165621630936368
2024-08-05,100.92012017186872
2024-08-06,70.6440841203081
2024-08-07,59.54287090140254
2024-08-08,55.50606609452779
2024-08-09,47.43245648077829
2024-08-10,13.119615622342932
2024-08-11,15.138018025780307
2024-08-12,49.45085888421567
2024-08-13,48.44165768249698
2024-08-14,52.47846248937173
2024-08-15,47.43245648077829
2024-08-16,44.40485287562223
2024-08-17,13.119615622342932
2024-08-18,14.156850190776026
2024-08-19,45.273887243768876
2024-08-20,47.572623314350324
2024-08-21,50.37595998579113
2024-08-22,47.572623314350324
2024-08-23,49.2265919505004
2024-08-24,15.306218226066754
2024-08-25,14.156850190776026
2024-08-26,48.07722391520967
2024-08-27,42.47055057232808
2024-08-28,54.32866469252265
2024-08-29,46.4232552790596
2024-08-30,37.87307843116517
2024-08-31,10.204145484044503
2024-09-01,11.353513519335229
2024-09-02,15.810818826926097
2024-09-03,46.4232552790596
2024-09-04,46.4232552790596
2024-09-05,47.572623314350324
2024-09-06,45.918654678200255
2024-09-07,11.353513519335229
2024-09-08,11.858114120194571
2024-09-09,45.273887243768876
2024-09-10,43.6199186076188
2024-09-11,49.2265919505004
2024-09-12,44.769286642909535
2024-09-13,40.171814501746624
2024-09-14,11.353513519335229
2024-09-15,11.858114120194571
2024-09-16,44.12451920847815
2024-09-17,45.13372041019683
2024-09-18,65.76627831200109
2024-09-19,50.291859885647895
2024-09-20,42.5546506724713
2024-09-21,11.605813819764899
2024-09-22,12.895348688627665
2024-09-23,43.84418554133406
