Time,crumbl_cookies
2024-10-17,56.92191745923913
2024-10-18,54.392054461050726
2024-10-19,73.36602694746377
2024-10-20,69.57123245018116
2024-10-21,75.89588994565217
2024-10-22,69.57123245018116
2024-10-23,55.65698596014493
2024-10-24,51.86219146286232
2024-10-25,54.392054461050726
2024-10-26,70.83616394927536
2024-10-27,67.04136945199275
2024-10-28,79.69068444293478
2024-10-29,77.16082144474638
2024-10-30,58.186848958333336
2024-10-31,50.59725996376812
2024-11-01,48.06739696557971
2024-11-02,68.30630095108695
2024-11-03,61.98164345561594
2024-11-04,70.83616394927536
2024-11-05,59.45178045742754
2024-11-06,34.15315047554348
2024-11-07,45.537533967391305
2024-11-08,50.59725996376812
2024-11-09,63.24657495471014
2024-11-10,65.77643795289855
2024-11-11,70.83616394927536
2024-11-12,54.392054461050726
2024-11-13,45.537533967391305
2024-11-14,40.47780797101449
2024-11-15,45.537533967391305
2024-11-16,60.716711956521735
2024-11-17,59.45178045742754
2024-11-18,59.45178045742754
2024-11-19,53.12712296195652
2024-11-20,44.2726024682971
2024-11-21,40.47780797101449
2024-11-22,41.742739470108695
2024-11-23,61.98164345561594
2024-11-24,58.186848958333336
2024-11-25,68.30630095108695
2024-11-26,74.63095844655797
2024-11-27,63.24657495471014
2024-11-28,41.742739470108695
2024-11-29,37.947944972826086
2024-11-30,40.47780797101449
2024-12-01,39.21287647192029
2024-12-02,46.80246546648551
2024-12-03,46.80246546648551
2024-12-04,46.80246546648551
2024-12-05,40.47780797101449
2024-12-06,46.80246546648551
2024-12-07,59.45178045742754
2024-12-08,55.65698596014493
2024-12-09,55.65698596014493
2024-12-10,53.12712296195652
2024-12-11,43.0076709692029
2024-12-12,46.80246546648551
2024-12-13,45.537533967391305
2024-12-14,60.716711956521735
2024-12-15,53.12712296195652
2024-12-16,58.186848958333336
2024-12-17,50.59725996376812
2024-12-18,46.80246546648551
2024-12-19,45.537533967391305
2024-12-20,44.2726024682971
2024-12-21,51.86219146286232
2024-12-22,49.332328464673914
2024-12-23,56.92191745923913
2024-12-24,53.12712296195652
2024-12-25,31.62328747735507
2024-12-26,36.68301347373188
2024-12-27,44.2726024682971
2024-12-28,49.332328464673914
2024-12-29,45.537533967391305
2024-12-30,61.98164345561594
2024-12-31,68.30630095108695
2025-01-01,50.59725996376812
2025-01-02,45.537533967391305
2025-01-03,46.80246546648551
2025-01-04,60.716711956521735
2025-01-05,51.86219146286232
2025-01-06,48.06739696557971
2025-01-07,48.06739696557971
2025-01-08,40.47780797101449
2025-01-09,43.0076709692029
2025-01-10,43.0076709692029
2025-01-11,61.98164345561594
2025-01-12,56.92191745923913
2025-01-13,53.12712296195652
2025-01-14,45.537533967391305
2025-01-15,43.0076709692029
2025-01-16,40.47780797101449
2025-01-17,41.742739470108695
2025-01-18,60.716711956521735
2025-01-19,51.86219146286232
2025-01-20,58.186848958333336
2025-01-21,46.80246546648551
2025-01-22,39.21287647192029
2025-01-23,36.68301347373188
2025-01-24,39.21287647192029
2025-01-25,59.45178045742754
2025-01-26,50.59725996376812
2025-01-27,49.332328464673914
2025-01-28,49.332328464673914
2025-01-29,44.2726024682971
2025-01-30,40.47780797101449
2025-01-31,41.742739470108695
2025-02-01,59.45178045742754
2025-02-02,56.92191745923913
2025-02-03,45.537533967391305
2025-02-04,41.742739470108695
2025-02-05,37.947944972826086
2025-02-06,37.947944972826086
2025-02-07,40.47780797101449
2025-02-08,56.92191745923913
2025-02-09,45.537533967391305
2025-02-10,44.2726024682971
2025-02-11,44.2726024682971
2025-02-12,40.47780797101449
2025-02-13,44.2726024682971
2025-02-14,64.51150645380434
2025-02-15,55.65698596014493
2025-02-16,41.742739470108695
2025-02-17,48.06739696557971
2025-02-18,39.21287647192029
2025-02-19,34.15315047554348
2025-02-20,32.888218976449274
2025-02-21,37.947944972826086
2025-02-22,50.59725996376812
2025-02-23,45.537533967391305
2025-02-24,40.47780797101449
2025-02-25,35.41808197463768
2025-02-26,32.888218976449274
2025-02-27,31.62328747735507
2025-02-28,35.41808197463768
2025-03-01,54.392054461050726
2025-03-02,48.06739696557971
2025-03-03,45.537533967391305
2025-03-04,43.0076709692029
2025-03-05,34.15315047554348
2025-03-06,36.68301347373188
2025-03-07,41.742739470108695
2025-03-08,55.65698596014493
2025-03-09,49.332328464673914
2025-03-10,43.0076709692029
2025-03-11,36.68301347373188
2025-03-12,32.888218976449274
2025-03-13,32.888218976449274
2025-03-14,36.68301347373188
2025-03-15,49.332328464673914
2025-03-16,41.742739470108695
2025-03-17,54.392054461050726
2025-03-18,46.80246546648551
2025-03-19,48.06739696557971
2025-03-20,41.742739470108695
2025-03-21,46.80246546648551
2025-03-22,56.92191745923913
2025-03-23,50.59725996376812
2025-03-24,44.2726024682971
2025-03-25,39.21287647192029
2025-03-26,37.947944972826086
2025-03-27,34.15315047554348
2025-03-28,37.947944972826086
2025-03-29,53.12712296195652
2025-03-30,41.742739470108695
2025-03-31,45.537533967391305
2025-04-01,39.21287647192029
2025-04-02,32.888218976449274
2025-04-03,32.888218976449274
2025-04-04,37.947944972826086
2025-04-05,49.332328464673914
2025-04-06,46.80246546648551
2025-04-07,80.95561594202898
2025-04-08,78.42575294384058
2025-04-09,72.10109544836956
2025-04-10,78.42575294384058
2025-04-11,73.36602694746377
2025-04-12,97.39972543025362
2025-04-13,87.2802734375
2025-04-14,70.83616394927536
2025-04-15,63.559982028003176
2025-04-16,50.76167023172512
2025-04-17,51.82571293465935
2025-04-18,53.32133259098073
2025-04-19,56.513460699783444
2025-04-20,44.146725856892516
2025-04-21,48.20200787246951
2025-04-22,44.146725856892516
2025-04-23,37.96335843544705
2025-04-24,32.844033716935826
2025-04-25,35.40369607619144
2025-04-26,49.697627528790875
2025-04-27,43.08268315395828
2025-04-28,44.146725856892516
2025-04-29,40.52302079470267
2025-04-30,35.40369607619144
2025-05-01,39.02740113838129
2025-05-02,39.02740113838129
2025-05-03,52.889755637593595
2025-05-04,47.13796516953526
2025-05-05,47.77043091908237
2025-05-06,43.08268315395828
2025-05-07,36.89931573251282
2025-05-08,36.46773877912568
2025-05-09,40.52302079470267
2025-05-10,55.88099495023634
2025-05-11,50.76167023172512
2025-05-12,48.20200787246951
2025-05-13,42.65110620057114
2025-05-14,36.46773877912568
2025-05-15,33.66300236419665
2025-05-16,36.252464084519474
2025-05-17,46.610310965810754
2025-05-18,38.84192580484229
2025-05-19,43.15769533871366
2025-05-20,37.115617991293746
2025-05-21,37.115617991293746
2025-05-22,31.936694550648106
2025-05-23,32.79984845742238
2025-05-24,42.294541431939386
2025-05-25,40.56823361839084
2025-05-26,55.24185003355348
2025-05-27,37.97877189806802
2025-05-28,31.073540643873834
2025-05-29,30.21038673709956
2025-05-30,35.3893101777452
2025-05-31,42.294541431939386
2025-06-01,36.252464084519474
2025-06-02,45.747157059036475
2025-06-03,43.15769533871366
2025-06-04,33.66300236419665
2025-06-05,29.34723283032529
2025-06-06,31.936694550648106
2025-06-07,38.84192580484229
2025-06-08,33.66300236419665
2025-06-09,38.84192580484229
2025-06-10,36.252464084519474
2025-06-11,35.3893101777452
2025-06-12,40.56823361839084
2025-06-13,37.97877189806802
2025-06-14,41.431387525165114
2025-06-15,39.70507971161656
2025-06-16,40.56823361839084
2025-06-17,40.56823361839084
2025-06-18,37.115617991293746
2025-06-19,36.252464084519474
2025-06-20,37.97877189806802
2025-06-21,40.56823361839084
2025-06-22,39.70507971161656
2025-06-23,50.926080499682115
2025-06-24,50.06292659290784
2025-06-25,46.610310965810754
2025-06-26,49.19977268613357
2025-06-27,52.65238831323067
2025-06-28,55.24185003355348
2025-06-29,49.19977268613357
2025-06-30,55.24185003355348
2025-07-01,50.926080499682115
2025-07-02,49.19977268613357
2025-07-03,49.19977268613357
2025-07-04,46.610310965810754
2025-07-05,44.02084924548793
2025-07-06,46.610310965810754
2025-07-07,54.37869612677921
2025-07-08,50.06292659290784
2025-07-09,45.747157059036475
2025-07-10,42.294541431939386
2025-07-11,43.15769533871366
2025-07-12,44.8840031522622
2025-07-13,44.02084924548793
2025-07-14,47.473464872585026
2025-07-15,46.610310965810754
2025-07-16,47.473464872585026
2025-07-17,45.747157059036475
2025-07-18,45.747157059036475
2025-07-19,48.3366187793593
2025-07-20,44.8840031522622
2025-07-21,48.3366187793593
2025-07-22,45.747157059036475
2025-07-23,42.294541431939386
2025-07-24,38.84192580484229
2025-07-25,40.56823361839084
2025-07-26,44.02084924548793
2025-07-27,37.115617991293746
2025-07-28,44.02084924548793
2025-07-29,37.97877189806802
2025-07-30,35.3893101777452
2025-07-31,34.52615627097093
2025-08-01,36.252464084519474
2025-08-02,43.15769533871366
2025-08-03,35.3893101777452
2025-08-04,44.8840031522622
2025-08-05,36.252464084519474
2025-08-06,34.52615627097093
2025-08-07,32.79984845742238
2025-08-08,31.936694550648106
2025-08-09,43.15769533871366
2025-08-10,37.97877189806802
2025-08-11,38.84192580484229
2025-08-12,37.115617991293746
2025-08-13,31.073540643873834
2025-08-14,30.21038673709956
2025-08-15,36.252464084519474
2025-08-16,42.294541431939386
2025-08-17,45.747157059036475
2025-08-18,78.54700551645885
2025-08-19,85.45223677065304
2025-08-20,72.50492816903895
2025-08-21,65.59969691484476
2025-08-22,67.3260047283933
2025-08-23,86.31539067742732
2025-08-24,63.01023519452194
2025-08-25,50.06292659290784
2025-08-26,44.02084924548793
2025-08-27,37.115617991293746
2025-08-28,37.97877189806802
2025-08-29,37.97877189806802
2025-08-30,41.431387525165114
2025-08-31,40.56823361839084
2025-09-01,50.06292659290784
2025-09-02,32.79984845742238
2025-09-03,28.484078923551014
2025-09-04,26.75777111000247
2025-09-05,28.484078923551014
2025-09-06,35.3893101777452
2025-09-07,33.66300236419665
2025-09-08,37.115617991293746
2025-09-09,32.79984845742238
2025-09-10,29.34723283032529
2025-09-11,25.03146329645392
2025-09-12,27.62092501677674
2025-09-13,39.70507971161656
2025-09-14,31.073540643873834
2025-09-15,34.52615627097093
2025-09-16,28.484078923551014
2025-09-17,25.03146329645392
2025-09-18,24.16830938967965
2025-09-19,25.894617203228194
2025-09-20,35.3893101777452
2025-09-21,29.34723283032529
2025-09-22,36.252464084519474
2025-09-23,33.66300236419665
2025-09-24,36.252464084519474
2025-09-25,26.75777111000247
2025-09-26,24.16830938967965
2025-09-27,31.073540643873834
2025-09-28,23.305155482905377
2025-09-29,24.16830938967965
2025-09-30,21.57884766935683
2025-10-01,20.715693762582557
2025-10-02,18.126232042259737
2025-10-03,19.85253985580828
2025-10-04,27.62092501677674
2025-10-05,22.4420015761311
2025-10-06,25.894617203228194
2025-10-07,24.16830938967965
2025-10-08,22.4420015761311
2025-10-09,19.85253985580828
2025-10-10,24.16830938967965
2025-10-11,30.21038673709956
2025-10-12,26.75777111000247
2025-10-13,28.484078923551014
2025-10-14,25.03146329645392
2025-10-15,23.305155482905377
2025-10-16,23.305155482905377
2025-10-17,26.75777111000247
2025-10-18,33.66300236419665
2025-10-19,32.79984845742238
2025-10-20,49.19977268613357
2025-10-21,27.62092501677674
2025-10-22,22.4420015761311
2025-10-23,18.98938594903401
2025-10-24,19.85253985580828
2025-10-25,24.16830938967965
2025-10-26,18.98938594903401
2025-10-27,24.16830938967965
2025-10-28,25.894617203228194
2025-10-29,25.03146329645392
2025-10-30,23.305155482905377
2025-10-31,20.715693762582557
2025-11-01,28.484078923551014
2025-11-02,24.16830938967965
2025-11-03,31.073540643873834
2025-11-04,27.62092501677674
2025-11-05,25.894617203228194
2025-11-06,45.747157059036475
2025-11-07,38.84192580484229
2025-11-08,33.66300236419665
2025-11-09,28.484078923551014
2025-11-10,32.79984845742238
2025-11-11,37.97877189806802
2025-11-12,28.484078923551014
2025-11-13,27.62092501677674
2025-11-14,27.62092501677674
2025-11-15,35.3893101777452
2025-11-16,31.073540643873834
2025-11-17,29.34723283032529
2025-11-18,31.073540643873834
2025-11-19,25.03146329645392
2025-11-20,21.57884766935683
2025-11-21,25.03146329645392
2025-11-22,36.252464084519474
2025-11-23,31.073540643873834
2025-11-24,33.66300236419665
2025-11-25,30.21038673709956
2025-11-26,29.34723283032529
2025-11-27,18.98938594903401
2025-11-28,20.715693762582557
2025-11-29,28.484078923551014
2025-11-30,25.894617203228194
2025-12-01,24.16830938967965
2025-12-02,26.75777111000247
2025-12-03,26.75777111000247
2025-12-04,28.484078923551014
2025-12-05,25.894617203228194
2025-12-06,33.66300236419665
2025-12-07,29.34723283032529
2025-12-08,31.936694550648106
2025-12-09,31.936694550648106
2025-12-10,27.62092501677674
2025-12-11,27.490884640528645
2025-12-12,33.52161618330946
2025-12-13,42.920306195495655
2025-12-14,41.94151235682291
2025-12-15,54.98176928105729
2025-12-16,43.193914638138466
2025-12-17,34.500410021982205
2025-12-18,27.764493083171452
2025-12-19,28.196070036558588
2025-12-20,35.20559541801215
2025-12-21,32.816430787279515
2025-12-22,35.47920386065496
2025-12-23,31.83763694860677
2025-12-24,26.7856992444987
2025-12-25,14.450627716294264
2025-12-26,20.754967701717888
2025-12-27,27.764493083171452
2025-12-28,23.417740775093325
2025-12-29,28.46967847920139
2025-12-30,29.448472317874142
2025-12-31,36.184389256684895
2026-01-01,29.448472317874142
2026-01-02,26.08051384846876
2026-01-03,32.111245391249575
2026-01-04,28.196070036558588
2026-01-05,26.512090801855898
2026-01-06,26.7856992444987
2026-01-07,26.7856992444987
2026-01-08,26.512090801855898
2026-01-09,26.7856992444987
2026-01-10,33.380230002422266
2026-01-11,29.54971180542299
2026-01-12,25.719193608423716
2026-01-13,24.624759837852494
2026-01-14,22.43589229671005
2026-01-15,21.888675411424437
2026-01-16,24.077542952566883
2026-01-17,32.83301311713666
2026-01-18,29.00249492013738
2026-01-19,36.66353131413594
2026-01-20,35.569097543564716
2026-01-21,31.191362461279827
2026-01-22,28.45527803485177
2026-01-23,31.191362461279827
2026-01-24,36.11631442885032
2026-01-25,25.171976723138105
2026-01-26,29.00249492013738
2026-01-27,27.90806114956616
2026-01-28,26.266410493709326
2026-01-29,26.266410493709326
2026-01-30,26.266410493709326
2026-01-31,39.9468326258496
2026-02-01,33.380230002422266
2026-02-02,26.266410493709326
2026-02-03,27.360844264280548
2026-02-04,24.077542952566883
2026-02-05,22.43589229671005
2026-02-06,25.171976723138105
2026-02-07,35.0218806582791
2026-02-08,28.45527803485177
2026-02-09,24.077542952566883
2026-02-10,33.380230002422266
2026-02-11,32.285796231851045
2026-02-12,31.738579346565437
2026-02-13,37.75796508470716
2026-02-14,54.17447164327549
2026-02-15,37.210748199421545
2026-02-16,32.83301311713666
2026-02-17,22.43589229671005
2026-02-18,21.888675411424437
2026-02-19,21.341458526138826
2026-02-20,22.43589229671005
2026-02-21,30.644145575994216
2026-02-22,26.266410493709326
2026-02-23,22.43589229671005
2026-02-24,21.888675411424437
2026-02-25,19.699807870281994
2026-02-26,20.794241640853215
2026-02-27,19.699807870281994
2026-02-28,30.0969286907086
2026-03-01,27.360844264280548
2026-03-02,24.624759837852494
2026-03-03,22.43589229671005
2026-03-04,21.341458526138826
2026-03-05,22.983109181995662
2026-03-06,20.794241640853215
2026-03-07,30.0969286907086
2026-03-08,27.90806114956616
2026-03-09,24.624759837852494
2026-03-10,24.077542952566883
2026-03-11,22.983109181995662
2026-03-12,22.43589229671005
2026-03-13,22.983109181995662
2026-03-14,33.380230002422266
2026-03-15,25.719193608423716
2026-03-16,23.530326067281273
2026-03-17,27.90806114956616
2026-03-18,24.077542952566883
2026-03-19,20.794241640853215
2026-03-20,22.43589229671005
2026-03-21,29.00249492013738
2026-03-22,22.43589229671005
2026-03-23,25.171976723138105
2026-03-24,24.077542952566883
2026-03-25,24.624759837852494
2026-03-26,19.699807870281994
2026-03-27,24.077542952566883
2026-03-28,31.191362461279827
2026-03-29,26.266410493709326
2026-03-30,25.171976723138105
2026-03-31,25.171976723138105
2026-04-01,22.983109181995662
2026-04-02,24.077542952566883
2026-04-03,25.171976723138105
2026-04-04,27.360844264280548
2026-04-05,18.605374099710772
2026-04-06,22.43589229671005
2026-04-07,20.247024755567605
2026-04-08,20.247024755567605
2026-04-09,18.605374099710772
2026-04-10,18.605374099710772
2026-04-11,25.719193608423716
2026-04-12,20.794241640853215
2026-04-13,18.605374099710772
2026-04-14,18.05815721442516
2026-04-15,17.51094032913955
2026-04-16,16.41650655856833
2026-04-17,18.05815721442516
2026-04-18,23.530326067281273
2026-04-19,21.341458526138826
2026-04-20,21.888675411424437
2026-04-21,22.43589229671005
2026-04-22,21.888675411424437
2026-04-23,19.152590984996383
2026-04-24,18.605374099710772
2026-04-25,25.719193608423716
2026-04-26,22.983109181995662
2026-04-27,22.983109181995662
2026-04-28,20.794241640853215
2026-04-29,19.699807870281994
2026-04-30,18.05815721442516
2026-05-01,19.699807870281994
2026-05-02,39.39961574056399
2026-05-03,27.90806114956616
2026-05-04,21.888675411424437
2026-05-05,22.983109181995662
2026-05-06,21.341458526138826
2026-05-07,18.605374099710772
2026-05-08,19.699807870281994
2026-05-09,29.54971180542299
2026-05-10,25.171976723138105
2026-05-11,19.699807870281994
2026-05-12,22.983109181995662
2026-05-13,21.341458526138826
2026-05-14,18.05815721442516
2026-05-15,18.605374099710772
2026-05-16,22.983109181995662
2026-05-17,19.152590984996383
2026-05-18,17.51094032913955
2026-05-19,17.51094032913955
2026-05-20,16.96372344385394
2026-05-21,17.51094032913955
2026-05-22,18.05815721442516
2026-05-23,20.247024755567605
2026-05-24,20.247024755567605
2026-05-25,21.888675411424437
2026-05-26,20.794241640853215
2026-05-27,16.96372344385394
2026-05-28,16.96372344385394
2026-05-29,16.96372344385394
2026-05-30,19.699807870281994
2026-05-31,18.05815721442516
