Time,lululemon
2023-04-26,15
2023-04-27,15
2023-04-28,14
2023-04-29,18
2023-04-30,20
2023-05-01,15
2023-05-02,15
2023-05-03,15
2023-05-04,14
2023-05-05,15
2023-05-06,18
2023-05-07,21
2023-05-08,16
2023-05-09,15
2023-05-10,16
2023-05-11,16
2023-05-12,15
2023-05-13,19
2023-05-14,21
2023-05-15,18
2023-05-16,17
2023-05-17,15
2023-05-18,16
2023-05-19,15
2023-05-20,18
2023-05-21,20
2023-05-22,16
2023-05-23,16
2023-05-24,16
2023-05-25,16
2023-05-26,16
2023-05-27,21
2023-05-28,25
2023-05-29,25
2023-05-30,20
2023-05-31,19
2023-06-01,19
2023-06-02,18
2023-06-03,20
2023-06-04,20
2023-06-05,17
2023-06-06,19
2023-06-07,18
2023-06-08,18
2023-06-09,16
2023-06-10,19
2023-06-11,20
2023-06-12,17
2023-06-13,17
2023-06-14,17
2023-06-15,18
2023-06-16,17
2023-06-17,19
2023-06-18,19
2023-06-19,19
2023-06-20,19
2023-06-21,16
2023-06-22,17
2023-06-23,16
2023-06-24,19
2023-06-25,19
2023-06-26,18
2023-06-27,18
2023-06-28,17
2023-06-29,17
2023-06-30,16
2023-07-01,17
2023-07-02,20
2023-07-03,18
2023-07-04,17
2023-07-05,16
2023-07-06,19
2023-07-07,17
2023-07-08,20
2023-07-09,20
2023-07-10,17
2023-07-11,17
2023-07-12,17
2023-07-13,18
2023-07-14,17
2023-07-15,20
2023-07-16,21
2023-07-17,19
2023-07-18,18
2023-07-19,18
2023-07-20,17
2023-07-21,19
2023-07-22,19
2023-07-23,22
2023-07-24,18
2023-07-25,19
2023-07-26,18
2023-07-27,18
2023-07-28,18
2023-07-29,21
2023-07-30,21
2023-07-31,19
2023-08-01,18
2023-08-02,19
2023-08-03,19
2023-08-04,19
2023-08-05,22
2023-08-06,22
2023-08-07,19
2023-08-08,17
2023-08-09,17
2023-08-10,18
2023-08-11,18
2023-08-12,21
2023-08-13,23
2023-08-14,18
2023-08-15,19
2023-08-16,17
2023-08-17,18
2023-08-18,18
2023-08-19,20
2023-08-20,22
2023-08-21,18
2023-08-22,17
2023-08-23,16
2023-08-24,16
2023-08-25,17
2023-08-26,20
2023-08-27,23
2023-08-28,15
2023-08-29,16
2023-08-30,13
2023-08-31,15
2023-09-01,16
2023-09-02,19
2023-09-03,20
2023-09-04,21
2023-09-05,15
2023-09-06,15
2023-09-07,16
2023-09-08,14
2023-09-09,18
2023-09-10,20
2023-09-11,14
2023-09-12,14
2023-09-13,13
2023-09-14,15
2023-09-15,14
2023-09-16,20
2023-09-17,19
2023-09-18,14
2023-09-19,14
2023-09-20,14
2023-09-21,14
2023-09-22,14
2023-09-23,18
2023-09-24,19
2023-09-25,15
2023-09-26,14
2023-09-27,18
2023-09-28,17
2023-09-29,17
2023-09-30,18
2023-10-01,17
2023-10-02,14
2023-10-03,13
2023-10-04,14
2023-10-05,15
2023-10-06,15
2023-10-07,19
2023-10-08,21
2023-10-09,20
2023-10-10,16
2023-10-11,16
2023-10-12,15
2023-10-13,15
2023-10-14,18
2023-10-15,21
2023-10-16,18
2023-10-17,19
2023-10-18,17
2023-10-19,18
2023-10-20,17
2023-10-21,19
2023-10-22,19
2023-10-23,17
2023-10-24,19
2023-10-25,15
2023-10-26,15
2023-10-27,14
2023-10-28,16
2023-10-29,18
2023-10-30,16
2023-10-31,15
2023-11-01,16
2023-11-02,19
2023-11-03,19
2023-11-04,24
2023-11-05,26
2023-11-06,21
2023-11-07,21
2023-11-08,20
2023-11-09,20
2023-11-10,22
2023-11-11,25
2023-11-12,29
2023-11-13,24
2023-11-14,21
2023-11-15,22
2023-11-16,25
2023-11-17,25
2023-11-18,28
2023-11-19,32
2023-11-20,30
2023-11-21,29
2023-11-22,34
2023-11-23,50
2023-11-24,100
2023-11-25,60
2023-11-26,44
2023-11-27,46
2023-11-28,35
2023-11-29,24
2023-11-30,24
2023-12-01,22
2023-12-02,27
2023-12-03,28
2023-12-04,26
2023-12-05,25
2023-12-06,28
2023-12-07,24
2023-12-08,26
2023-12-09,31
2023-12-10,33
2023-12-11,28
2023-12-12,27
2023-12-13,26
2023-12-14,27
2023-12-15,27
2023-12-16,32
2023-12-17,34
2023-12-18,28
2023-12-19,27
2023-12-20,27
2023-12-21,26
2023-12-22,27
2023-12-23,29
2023-12-24,27
2023-12-25,42
2023-12-26,56
2023-12-27,42
2023-12-28,36
2023-12-29,32
2023-12-30,32
2023-12-31,26
2024-01-01,24
2024-01-02,23
2024-01-03,24
2024-01-04,28
2024-01-05,27
2024-01-06,27
2024-01-07,26
2024-01-08,18
2024-01-09,18
2024-01-10,17
2024-01-11,17
2024-01-12,17
2024-01-13,21
2024-01-14,22
2024-01-15,20
2024-01-16,16
2024-01-17,18
2024-01-18,16
2024-01-19,16
2024-01-20,23
