Time,lululemon
2023-12-22,48
2023-12-23,51
2023-12-24,48
2023-12-25,75
2023-12-26,100
2023-12-27,75
2023-12-28,63
2023-12-29,57
2023-12-30,56
2023-12-31,47
2024-01-01,42
2024-01-02,41
2024-01-03,43
2024-01-04,49
2024-01-05,48
2024-01-06,48
2024-01-07,45
2024-01-08,33
2024-01-09,32
2024-01-10,30
2024-01-11,30
2024-01-12,30
2024-01-13,37
2024-01-14,39
2024-01-15,35
2024-01-16,28
2024-01-17,31
2024-01-18,29
2024-01-19,28
2024-01-20,41
2024-01-21,40
2024-01-22,30
2024-01-23,28
2024-01-24,29
2024-01-25,27
2024-01-26,26
2024-01-27,36
2024-01-28,36
2024-01-29,30
2024-01-30,29
2024-01-31,29
2024-02-01,27
2024-02-02,27
2024-02-03,34
2024-02-04,39
2024-02-05,26
2024-02-06,25
2024-02-07,26
2024-02-08,27
2024-02-09,25
2024-02-10,34
2024-02-11,30
2024-02-12,22
2024-02-13,26
2024-02-14,24
2024-02-15,26
2024-02-16,27
2024-02-17,32
2024-02-18,37
2024-02-19,32
2024-02-20,26
2024-02-21,24
2024-02-22,26
2024-02-23,25
2024-02-24,34
2024-02-25,39
2024-02-26,27
2024-02-27,28
2024-02-28,25
2024-02-29,25
2024-03-01,27
2024-03-02,33
2024-03-03,37
2024-03-04,28
2024-03-05,26
2024-03-06,24
2024-03-07,26
2024-03-08,25
2024-03-09,33
2024-03-10,36
2024-03-11,26
2024-03-12,25
2024-03-13,26
2024-03-14,26
2024-03-15,26
2024-03-16,32
2024-03-17,35
2024-03-18,26
2024-03-19,24
2024-03-20,24
2024-03-21,25
2024-03-22,27
2024-03-23,32
2024-03-24,35
2024-03-25,28
2024-03-26,25
2024-03-27,25
2024-03-28,26
2024-03-29,27
2024-03-30,32
2024-03-31,33
2024-04-01,29
2024-04-02,27
2024-04-03,25
2024-04-04,25
2024-04-05,26
2024-04-06,30
2024-04-07,34
2024-04-08,23
2024-04-09,26
2024-04-10,26
2024-04-11,25
2024-04-12,29
2024-04-13,32
2024-04-14,34
2024-04-15,26
2024-04-16,27
2024-04-17,26
2024-04-18,26
2024-04-19,25
2024-04-20,32
2024-04-21,37
2024-04-22,27
2024-04-23,26
2024-04-24,25
2024-04-25,25
2024-04-26,28
2024-04-27,31
2024-04-28,34
2024-04-29,28
2024-04-30,26
2024-05-01,25
2024-05-02,24
2024-05-03,26
2024-05-04,32
2024-05-05,33
2024-05-06,26
2024-05-07,27
2024-05-08,25
2024-05-09,29
2024-05-10,26
2024-05-11,34
2024-05-12,35
2024-05-13,26
2024-05-14,25
2024-05-15,26
2024-05-16,26
2024-05-17,27
2024-05-18,35
2024-05-19,32
2024-05-20,29
2024-05-21,26
2024-05-22,28
2024-05-23,27
2024-05-24,29
2024-05-25,30
2024-05-26,34
2024-05-27,34
2024-05-28,27
2024-05-29,25
2024-05-30,28
2024-05-31,26
2024-06-01,34
2024-06-02,36
2024-06-03,29
2024-06-04,29
2024-06-05,30
2024-06-06,30
2024-06-07,28
2024-06-08,33
2024-06-09,34
2024-06-10,29
2024-06-11,29
2024-06-12,28
2024-06-13,32
2024-06-14,26
2024-06-15,31
2024-06-16,35
2024-06-17,28
2024-06-18,29
2024-06-19,33
2024-06-20,31
2024-06-21,30
2024-06-22,31
2024-06-23,32
2024-06-24,26
2024-06-25,26
2024-06-26,27
2024-06-27,28
2024-06-28,29
2024-06-29,29
2024-06-30,32
2024-07-01,28
2024-07-02,28
2024-07-03,26
2024-07-04,29
2024-07-05,28
2024-07-06,32
2024-07-07,35
2024-07-08,30
2024-07-09,31
2024-07-10,29
2024-07-11,29
2024-07-12,30
2024-07-13,32
2024-07-14,31
2024-07-15,29
2024-07-16,29
2024-07-17,29
2024-07-18,30
2024-07-19,29
2024-07-20,32
2024-07-21,33
2024-07-22,28
2024-07-23,27
2024-07-24,33
2024-07-25,32
2024-07-26,32
2024-07-27,36
2024-07-28,39
2024-07-29,32
2024-07-30,36
2024-07-31,34
2024-08-01,33
2024-08-02,34
2024-08-03,38
2024-08-04,36
2024-08-05,31
2024-08-06,29
2024-08-07,30
2024-08-08,30
2024-08-09,30
2024-08-10,35
2024-08-11,37
2024-08-12,32
2024-08-13,29
2024-08-14,30
2024-08-15,29
2024-08-16,29
2024-08-17,33
2024-08-18,38
2024-08-19,28
2024-08-20,27
2024-08-21,29
2024-08-22,28
2024-08-23,29
2024-08-24,31
2024-08-25,33
2024-08-26,28
2024-08-27,24
2024-08-28,27
2024-08-29,27
2024-08-30,30
2024-08-31,32
2024-09-01,36
2024-09-02,37
2024-09-03,23
2024-09-04,23
2024-09-05,23
2024-09-06,22
2024-09-07,28
2024-09-08,32
2024-09-09,24
2024-09-10,24
2024-09-11,23
2024-09-12,23
2024-09-13,25
2024-09-14,29
2024-09-15,31
2024-09-16,24
