Time,lululemon
2022-08-29,19
2022-08-30,21
2022-08-31,19
2022-09-01,19
2022-09-02,20
2022-09-03,22
2022-09-04,23
2022-09-05,27
2022-09-06,20
2022-09-07,18
2022-09-08,16
2022-09-09,16
2022-09-10,20
2022-09-11,23
2022-09-12,18
2022-09-13,24
2022-09-14,23
2022-09-15,18
2022-09-16,17
2022-09-17,20
2022-09-18,22
2022-09-19,17
2022-09-20,20
2022-09-21,20
2022-09-22,20
2022-09-23,18
2022-09-24,20
2022-09-25,24
2022-09-26,18
2022-09-27,22
2022-09-28,21
2022-09-29,19
2022-09-30,18
2022-10-01,20
2022-10-02,23
2022-10-03,18
2022-10-04,18
2022-10-05,20
2022-10-06,18
2022-10-07,19
2022-10-08,20
2022-10-09,24
2022-10-10,20
2022-10-11,20
2022-10-12,20
2022-10-13,20
2022-10-14,18
2022-10-15,20
2022-10-16,23
2022-10-17,19
2022-10-18,20
2022-10-19,19
2022-10-20,18
2022-10-21,18
2022-10-22,20
2022-10-23,22
2022-10-24,20
2022-10-25,19
2022-10-26,18
2022-10-27,19
2022-10-28,16
2022-10-29,18
2022-10-30,20
2022-10-31,15
2022-11-01,17
2022-11-02,17
2022-11-03,20
2022-11-04,20
2022-11-05,23
2022-11-06,27
2022-11-07,22
2022-11-08,22
2022-11-09,21
2022-11-10,24
2022-11-11,23
2022-11-12,27
2022-11-13,30
2022-11-14,26
2022-11-15,27
2022-11-16,26
2022-11-17,25
2022-11-18,25
2022-11-19,31
2022-11-20,34
2022-11-21,32
2022-11-22,33
2022-11-23,36
2022-11-24,56
2022-11-25,100
2022-11-26,58
2022-11-27,47
2022-11-28,51
2022-11-29,37
2022-11-30,26
2022-12-01,25
2022-12-02,27
2022-12-03,31
2022-12-04,33
2022-12-05,31
2022-12-06,29
2022-12-07,31
2022-12-08,30
2022-12-09,31
2022-12-10,34
2022-12-11,37
2022-12-12,33
2022-12-13,31
2022-12-14,31
2022-12-15,30
2022-12-16,31
2022-12-17,35
2022-12-18,35
2022-12-19,32
2022-12-20,31
2022-12-21,26
2022-12-22,29
2022-12-23,29
2022-12-24,32
2022-12-25,54
2022-12-26,68
2022-12-27,49
2022-12-28,43
2022-12-29,37
2022-12-30,34
2022-12-31,32
2023-01-01,27
2023-01-02,32
2023-01-03,26
2023-01-04,26
2023-01-05,26
2023-01-06,25
2023-01-07,30
2023-01-08,31
2023-01-09,26
2023-01-10,25
2023-01-11,24
2023-01-12,24
2023-01-13,24
2023-01-14,28
2023-01-15,31
2023-01-16,29
2023-01-17,24
2023-01-18,21
2023-01-19,21
2023-01-20,21
2023-01-21,26
2023-01-22,29
2023-01-23,22
2023-01-24,21
2023-01-25,20
2023-01-26,21
2023-01-27,20
2023-01-28,24
2023-01-29,27
2023-01-30,21
2023-01-31,21
2023-02-01,20
2023-02-02,21
2023-02-03,21
2023-02-04,24
2023-02-05,27
2023-02-06,20
2023-02-07,19
2023-02-08,23
2023-02-09,21
2023-02-10,18
2023-02-11,22
2023-02-12,22
2023-02-13,16
2023-02-14,18
2023-02-15,19
2023-02-16,20
2023-02-17,19
2023-02-18,25
2023-02-19,26
2023-02-20,23
2023-02-21,20
2023-02-22,17
2023-02-23,18
2023-02-24,17
2023-02-25,24
2023-02-26,24
2023-02-27,18
2023-02-28,18
2023-03-01,19
2023-03-02,20
2023-03-03,18
2023-03-04,23
2023-03-05,28
2023-03-06,22
2023-03-07,23
2023-03-08,20
2023-03-09,18
2023-03-10,18
2023-03-11,24
2023-03-12,27
2023-03-13,19
2023-03-14,18
2023-03-15,18
2023-03-16,18
2023-03-17,18
2023-03-18,23
2023-03-19,26
2023-03-20,19
2023-03-21,18
2023-03-22,19
2023-03-23,21
2023-03-24,19
2023-03-25,25
2023-03-26,26
2023-03-27,20
2023-03-28,20
2023-03-29,21
2023-03-30,20
2023-03-31,17
2023-04-01,21
2023-04-02,25
2023-04-03,20
2023-04-04,20
2023-04-05,21
2023-04-06,21
2023-04-07,22
2023-04-08,25
2023-04-09,24
2023-04-10,21
2023-04-11,20
2023-04-12,21
2023-04-13,22
2023-04-14,20
2023-04-15,23
2023-04-16,26
2023-04-17,19
2023-04-18,19
2023-04-19,19
2023-04-20,20
2023-04-21,19
2023-04-22,24
2023-04-23,24
2023-04-24,20
2023-04-25,19
2023-04-26,19
2023-04-27,18
2023-04-28,18
2023-04-29,23
2023-04-30,26
2023-05-01,19
2023-05-02,18
2023-05-03,18
2023-05-04,18
2023-05-05,18
2023-05-06,23
2023-05-07,26
2023-05-08,20
2023-05-09,19
2023-05-10,21
2023-05-11,20
2023-05-12,19
2023-05-13,24
2023-05-14,27
2023-05-15,22
2023-05-16,22
2023-05-17,19
2023-05-18,20
2023-05-19,19
2023-05-20,23
2023-05-21,26
2023-05-22,20
2023-05-23,20
2023-05-24,20
2023-05-25,20
