Time,spectrum
2025-12-11,58
2025-12-12,58
2025-12-13,55
2025-12-14,49
2025-12-15,55
2025-12-16,57
2025-12-17,59
2025-12-18,57
2025-12-19,59
2025-12-20,56
2025-12-21,51
2025-12-22,55
2025-12-23,57
2025-12-24,52
2025-12-25,43
2025-12-26,58
2025-12-27,60
2025-12-28,55
2025-12-29,67
2025-12-30,63
2025-12-31,59
2026-01-01,53
2026-01-02,62
2026-01-03,55
2026-01-04,53
2026-01-05,56
2026-01-06,56
2026-01-07,56
2026-01-08,57
2026-01-09,60
2026-01-10,60
2026-01-11,50
2026-01-12,55
2026-01-13,56
2026-01-14,60
2026-01-15,61
2026-01-16,59
2026-01-17,57
2026-01-18,51
2026-01-19,56
2026-01-20,55
2026-01-21,58
2026-01-22,58
2026-01-23,56
2026-01-24,56
2026-01-25,60
2026-01-26,62
2026-01-27,56
2026-01-28,56
2026-01-29,58
2026-01-30,60
2026-01-31,60
2026-02-01,56
2026-02-02,63
2026-02-03,62
2026-02-04,60
2026-02-05,62
2026-02-06,61
2026-02-07,59
2026-02-08,68
2026-02-09,62
2026-02-10,59
2026-02-11,60
2026-02-12,59
2026-02-13,57
2026-02-14,55
2026-02-15,57
2026-02-16,60
2026-02-17,61
2026-02-18,61
2026-02-19,56
2026-02-20,62
2026-02-21,60
2026-02-22,54
2026-02-23,60
2026-02-24,60
2026-02-25,62
2026-02-26,64
2026-02-27,70
2026-02-28,61
2026-03-01,58
2026-03-02,66
2026-03-03,70
2026-03-04,66
2026-03-05,68
2026-03-06,64
2026-03-07,61
2026-03-08,59
2026-03-09,63
2026-03-10,63
2026-03-11,71
2026-03-12,65
2026-03-13,67
2026-03-14,69
2026-03-15,63
2026-03-16,69
2026-03-17,69
2026-03-18,65
2026-03-19,71
2026-03-20,69
2026-03-21,67
2026-03-22,62
2026-03-23,66
2026-03-24,65
2026-03-25,62
2026-03-26,71
2026-03-27,68
2026-03-28,70
2026-03-29,63
2026-03-30,65
2026-03-31,77
2026-04-01,86
2026-04-02,94
2026-04-03,95
2026-04-04,96
2026-04-05,93
2026-04-06,100
2026-04-07,94
2026-04-08,98
2026-04-09,97
2026-04-10,99
2026-04-11,93
2026-04-12,87
2026-04-13,79
2026-04-14,84
2026-04-15,81
2026-04-16,84
2026-04-17,81
2026-04-18,83
2026-04-19,77
2026-04-20,76
2026-04-21,76
2026-04-22,76
2026-04-23,72
2026-04-24,71
2026-04-25,70
2026-04-26,71
2026-04-27,68
2026-04-28,71
2026-04-29,67
2026-04-30,70
2026-05-01,71
2026-05-02,64
2026-05-03,68
2026-05-04,69
2026-05-05,69
2026-05-06,67
2026-05-07,66
2026-05-08,66
2026-05-09,64
2026-05-10,59
2026-05-11,63
2026-05-12,65
2026-05-13,66
2026-05-14,71
2026-05-15,74
2026-05-16,73
2026-05-17,67
2026-05-18,72
2026-05-19,75
2026-05-20,72
2026-05-21,70
2026-05-22,72
2026-05-23,71
2026-05-24,65
2026-05-25,62
2026-05-26,67
2026-05-27,71
2026-05-28,71
2026-05-29,71
2026-05-30,70
2026-05-31,67
