Time,spectrum
2023-04-26,45
2023-04-27,45
2023-04-28,45
2023-04-29,46
2023-04-30,38
2023-05-01,46
2023-05-02,45
2023-05-03,46
2023-05-04,45
2023-05-05,43
2023-05-06,40
2023-05-07,36
2023-05-08,41
2023-05-09,44
2023-05-10,43
2023-05-11,43
2023-05-12,42
2023-05-13,39
2023-05-14,32
2023-05-15,45
2023-05-16,44
2023-05-17,45
2023-05-18,44
2023-05-19,45
2023-05-20,39
2023-05-21,39
2023-05-22,45
2023-05-23,45
2023-05-24,42
2023-05-25,43
2023-05-26,42
2023-05-27,39
2023-05-28,35
2023-05-29,35
2023-05-30,45
2023-05-31,46
2023-06-01,47
2023-06-02,48
2023-06-03,41
2023-06-04,38
2023-06-05,47
2023-06-06,43
2023-06-07,45
2023-06-08,46
2023-06-09,43
2023-06-10,40
2023-06-11,36
2023-06-12,44
2023-06-13,46
2023-06-14,44
2023-06-15,46
2023-06-16,45
2023-06-17,39
2023-06-18,33
2023-06-19,44
2023-06-20,43
2023-06-21,49
2023-06-22,44
2023-06-23,44
2023-06-24,39
2023-06-25,36
2023-06-26,47
2023-06-27,47
2023-06-28,44
2023-06-29,52
2023-06-30,45
2023-07-01,44
2023-07-02,42
2023-07-03,45
2023-07-04,37
2023-07-05,45
2023-07-06,49
2023-07-07,48
2023-07-08,41
2023-07-09,37
2023-07-10,44
2023-07-11,43
2023-07-12,46
2023-07-13,45
2023-07-14,44
2023-07-15,39
2023-07-16,37
2023-07-17,45
2023-07-18,44
2023-07-19,46
2023-07-20,43
2023-07-21,45
2023-07-22,39
2023-07-23,37
2023-07-24,47
2023-07-25,46
2023-07-26,45
2023-07-27,45
2023-07-28,45
2023-07-29,43
2023-07-30,39
2023-07-31,47
2023-08-01,49
2023-08-02,46
2023-08-03,45
2023-08-04,47
2023-08-05,40
2023-08-06,36
2023-08-07,47
2023-08-08,49
2023-08-09,44
2023-08-10,45
2023-08-11,47
2023-08-12,40
2023-08-13,40
2023-08-14,44
2023-08-15,46
2023-08-16,47
2023-08-17,56
2023-08-18,46
2023-08-19,40
2023-08-20,39
2023-08-21,46
2023-08-22,44
2023-08-23,45
2023-08-24,46
2023-08-25,45
2023-08-26,43
2023-08-27,39
2023-08-28,42
2023-08-29,44
2023-08-30,45
2023-08-31,45
2023-09-01,100
2023-09-02,73
2023-09-03,52
2023-09-04,52
2023-09-05,59
2023-09-06,57
2023-09-07,57
2023-09-08,58
2023-09-09,64
2023-09-10,54
2023-09-11,64
2023-09-12,54
2023-09-13,50
2023-09-14,47
2023-09-15,48
2023-09-16,50
2023-09-17,47
2023-09-18,45
2023-09-19,45
2023-09-20,43
2023-09-21,51
2023-09-22,51
2023-09-23,47
2023-09-24,43
2023-09-25,49
2023-09-26,47
2023-09-27,47
2023-09-28,49
2023-09-29,50
2023-09-30,45
2023-10-01,43
2023-10-02,45
2023-10-03,47
2023-10-04,44
2023-10-05,44
2023-10-06,47
2023-10-07,46
2023-10-08,43
2023-10-09,44
2023-10-10,46
2023-10-11,44
2023-10-12,46
2023-10-13,44
2023-10-14,42
2023-10-15,39
2023-10-16,42
2023-10-17,44
2023-10-18,45
2023-10-19,46
2023-10-20,45
2023-10-21,43
2023-10-22,40
2023-10-23,44
2023-10-24,44
2023-10-25,45
2023-10-26,44
2023-10-27,46
2023-10-28,42
2023-10-29,36
2023-10-30,42
2023-10-31,42
2023-11-01,45
2023-11-02,43
2023-11-03,45
2023-11-04,48
2023-11-05,43
2023-11-06,45
2023-11-07,46
2023-11-08,45
2023-11-09,43
2023-11-10,44
2023-11-11,41
2023-11-12,38
2023-11-13,40
2023-11-14,40
2023-11-15,43
2023-11-16,42
2023-11-17,43
2023-11-18,42
2023-11-19,36
2023-11-20,42
2023-11-21,43
2023-11-22,41
2023-11-23,36
2023-11-24,41
2023-11-25,43
2023-11-26,37
2023-11-27,42
2023-11-28,42
2023-11-29,43
2023-11-30,43
2023-12-01,45
2023-12-02,40
2023-12-03,37
2023-12-04,41
2023-12-05,43
2023-12-06,43
2023-12-07,44
2023-12-08,42
2023-12-09,40
2023-12-10,38
2023-12-11,39
2023-12-12,40
2023-12-13,41
2023-12-14,40
2023-12-15,41
2023-12-16,37
2023-12-17,36
2023-12-18,39
2023-12-19,41
2023-12-20,40
2023-12-21,42
2023-12-22,39
2023-12-23,38
2023-12-24,32
2023-12-25,29
2023-12-26,39
2023-12-27,41
2023-12-28,42
2023-12-29,44
2023-12-30,38
2023-12-31,33
2024-01-01,35
2024-01-02,40
2024-01-03,45
2024-01-04,43
2024-01-05,48
2024-01-06,40
2024-01-07,37
2024-01-08,41
2024-01-09,45
2024-01-10,45
2024-01-11,42
2024-01-12,43
2024-01-13,46
2024-01-14,45
2024-01-15,44
2024-01-16,50
2024-01-17,47
2024-01-18,43
2024-01-19,44
2024-01-20,47
