Time,spectrum
2023-12-22,34
2023-12-23,33
2023-12-24,28
2023-12-25,25
2023-12-26,34
2023-12-27,36
2023-12-28,37
2023-12-29,39
2023-12-30,34
2023-12-31,29
2024-01-01,31
2024-01-02,36
2024-01-03,39
2024-01-04,38
2024-01-05,42
2024-01-06,35
2024-01-07,32
2024-01-08,36
2024-01-09,40
2024-01-10,40
2024-01-11,37
2024-01-12,38
2024-01-13,41
2024-01-14,39
2024-01-15,38
2024-01-16,44
2024-01-17,42
2024-01-18,38
2024-01-19,39
2024-01-20,42
2024-01-21,43
2024-01-22,42
2024-01-23,42
2024-01-24,43
2024-01-25,42
2024-01-26,43
2024-01-27,42
2024-01-28,41
2024-01-29,42
2024-01-30,42
2024-01-31,42
2024-02-01,42
2024-02-02,43
2024-02-03,41
2024-02-04,38
2024-02-05,40
2024-02-06,39
2024-02-07,38
2024-02-08,38
2024-02-09,39
2024-02-10,37
2024-02-11,38
2024-02-12,36
2024-02-13,38
2024-02-14,38
2024-02-15,40
2024-02-16,43
2024-02-17,38
2024-02-18,34
2024-02-19,38
2024-02-20,37
2024-02-21,39
2024-02-22,42
2024-02-23,39
2024-02-24,37
2024-02-25,35
2024-02-26,39
2024-02-27,38
2024-02-28,38
2024-02-29,42
2024-03-01,40
2024-03-02,38
2024-03-03,34
2024-03-04,35
2024-03-05,37
2024-03-06,37
2024-03-07,38
2024-03-08,37
2024-03-09,35
2024-03-10,32
2024-03-11,36
2024-03-12,38
2024-03-13,36
2024-03-14,38
2024-03-15,37
2024-03-16,34
2024-03-17,32
2024-03-18,37
2024-03-19,39
2024-03-20,40
2024-03-21,39
2024-03-22,36
2024-03-23,35
2024-03-24,33
2024-03-25,35
2024-03-26,36
2024-03-27,36
2024-03-28,38
2024-03-29,39
2024-03-30,33
2024-03-31,28
2024-04-01,37
2024-04-02,38
2024-04-03,39
2024-04-04,41
2024-04-05,36
2024-04-06,33
2024-04-07,30
2024-04-08,30
2024-04-09,36
2024-04-10,35
2024-04-11,34
2024-04-12,36
2024-04-13,36
2024-04-14,29
2024-04-15,34
2024-04-16,35
2024-04-17,35
2024-04-18,36
2024-04-19,36
2024-04-20,34
2024-04-21,31
2024-04-22,34
2024-04-23,34
2024-04-24,35
2024-04-25,33
2024-04-26,32
2024-04-27,29
2024-04-28,28
2024-04-29,34
2024-04-30,38
2024-05-01,36
2024-05-02,35
2024-05-03,34
2024-05-04,30
2024-05-05,29
2024-05-06,33
2024-05-07,35
2024-05-08,34
2024-05-09,35
2024-05-10,37
2024-05-11,38
2024-05-12,26
2024-05-13,33
2024-05-14,35
2024-05-15,35
2024-05-16,34
2024-05-17,36
2024-05-18,30
2024-05-19,30
2024-05-20,35
2024-05-21,34
2024-05-22,35
2024-05-23,34
2024-05-24,34
2024-05-25,31
2024-05-26,28
2024-05-27,30
2024-05-28,36
2024-05-29,37
2024-05-30,38
2024-05-31,38
2024-06-01,37
2024-06-02,30
2024-06-03,36
2024-06-04,35
2024-06-05,36
2024-06-06,37
2024-06-07,37
2024-06-08,32
2024-06-09,29
2024-06-10,39
2024-06-11,35
2024-06-12,36
2024-06-13,38
2024-06-14,36
2024-06-15,30
2024-06-16,25
2024-06-17,36
2024-06-18,34
2024-06-19,35
2024-06-20,37
2024-06-21,37
2024-06-22,31
2024-06-23,29
2024-06-24,35
2024-06-25,37
2024-06-26,35
2024-06-27,37
2024-06-28,38
2024-06-29,36
2024-06-30,31
2024-07-01,38
2024-07-02,38
2024-07-03,36
2024-07-04,30
2024-07-05,36
2024-07-06,32
2024-07-07,29
2024-07-08,34
2024-07-09,100
2024-07-10,48
2024-07-11,38
2024-07-12,36
2024-07-13,31
2024-07-14,29
2024-07-15,37
2024-07-16,38
2024-07-17,38
2024-07-18,37
2024-07-19,35
2024-07-20,31
2024-07-21,30
2024-07-22,37
2024-07-23,35
2024-07-24,34
2024-07-25,35
2024-07-26,38
2024-07-27,30
2024-07-28,28
2024-07-29,35
2024-07-30,36
2024-07-31,48
2024-08-01,45
2024-08-02,39
2024-08-03,34
2024-08-04,29
2024-08-05,37
2024-08-06,37
2024-08-07,38
2024-08-08,37
2024-08-09,39
2024-08-10,32
2024-08-11,30
2024-08-12,35
2024-08-13,35
2024-08-14,37
2024-08-15,37
2024-08-16,39
2024-08-17,33
2024-08-18,29
2024-08-19,34
2024-08-20,36
2024-08-21,34
2024-08-22,36
2024-08-23,34
2024-08-24,33
2024-08-25,33
2024-08-26,33
2024-08-27,35
2024-08-28,34
2024-08-29,35
2024-08-30,37
2024-08-31,36
2024-09-01,31
2024-09-02,32
2024-09-03,36
2024-09-04,35
2024-09-05,37
2024-09-06,37
2024-09-07,38
2024-09-08,39
2024-09-09,36
2024-09-10,37
2024-09-11,35
2024-09-12,37
2024-09-13,37
2024-09-14,35
2024-09-15,31
2024-09-16,35
