Time,new_york_yankees
2024-09-24,17.825956154937526
2024-09-25,28.224430578651084
2024-09-26,31.195423271140672
2024-09-27,37.137408656119845
2024-09-28,40.10840134860943
2024-09-29,34.16641596363026
2024-09-30,16.34045980869273
2024-10-01,11.883970769958351
2024-10-02,11.883970769958351
2024-10-03,16.34045980869273
2024-10-04,14.85496346244794
2024-10-05,32.68091961738546
2024-10-06,53.47786846481258
2024-10-07,26.73893423240629
2024-10-08,41.59389769485423
2024-10-09,26.73893423240629
2024-10-10,60.90535019603655
2024-10-11,57.93435750354696
2024-10-12,31.195423271140672
2024-10-13,22.282445193671908
2024-10-14,37.137408656119845
2024-10-15,87.64428442844284
2024-10-16,65.36183923477093
2024-10-17,47.535883079833404
2024-10-18,81.70229904346367
2024-10-19,102.49924789089077
2024-10-20,118.83970769958351
2024-10-21,47.535883079833404
2024-10-22,25.253437886161496
2024-10-23,19.31145250118232
2024-10-24,19.31145250118232
2024-10-25,34.16641596363026
2024-10-26,112.89772231460434
2024-10-27,90.61527712093243
2024-10-28,32.68091961738546
2024-10-29,106.95573692962516
2024-10-30,133.69467116203145
2024-10-31,148.54963462447938
2024-11-01,17.825956154937526
2024-11-02,13.369467116203145
2024-11-03,11.883970769958351
2024-11-04,11.883970769958351
2024-11-05,10.398474423713557
2024-11-06,5.9419853849791755
2024-11-07,7.42748173122397
2024-11-08,7.42748173122397
2024-11-09,7.42748173122397
2024-11-10,7.42748173122397
2024-11-11,7.42748173122397
2024-11-12,7.42748173122397
2024-11-13,7.42748173122397
2024-11-14,7.42748173122397
2024-11-15,7.42748173122397
2024-11-16,7.42748173122397
2024-11-17,7.42748173122397
2024-11-18,7.42748173122397
2024-11-19,7.42748173122397
2024-11-20,8.912978077468763
2024-11-21,7.42748173122397
2024-11-22,8.912978077468763
2024-11-23,7.42748173122397
2024-11-24,7.42748173122397
2024-11-25,7.42748173122397
2024-11-26,7.42748173122397
2024-11-27,10.398474423713557
2024-11-28,10.398474423713557
2024-11-29,8.912978077468763
2024-11-30,10.398474423713557
2024-12-01,8.912978077468763
2024-12-02,8.912978077468763
2024-12-03,8.912978077468763
2024-12-04,8.912978077468763
2024-12-05,7.42748173122397
2024-12-06,10.398474423713557
2024-12-07,10.398474423713557
2024-12-08,13.369467116203145
2024-12-09,19.31145250118232
2024-12-10,14.85496346244794
2024-12-11,19.31145250118232
2024-12-12,16.34045980869273
2024-12-13,17.825956154937526
2024-12-14,17.825956154937526
2024-12-15,17.825956154937526
2024-12-16,14.85496346244794
2024-12-17,16.34045980869273
2024-12-18,17.825956154937526
2024-12-19,14.85496346244794
2024-12-20,14.85496346244794
2024-12-21,17.825956154937526
2024-12-22,16.34045980869273
2024-12-23,13.369467116203145
2024-12-24,13.369467116203145
2024-12-25,11.883970769958351
2024-12-26,11.883970769958351
2024-12-27,11.883970769958351
2024-12-28,11.883970769958351
2024-12-29,13.369467116203145
2024-12-30,11.883970769958351
2024-12-31,11.883970769958351
2025-01-01,10.398474423713557
2025-01-02,10.398474423713557
2025-01-03,10.398474423713557
2025-01-04,10.398474423713557
2025-01-05,8.912978077468763
2025-01-06,10.398474423713557
2025-01-07,10.398474423713557
2025-01-08,8.912978077468763
2025-01-09,8.912978077468763
2025-01-10,8.912978077468763
2025-01-11,10.398474423713557
2025-01-12,8.912978077468763
2025-01-13,8.912978077468763
2025-01-14,8.912978077468763
2025-01-15,11.883970769958351
2025-01-16,8.912978077468763
2025-01-17,8.912978077468763
2025-01-18,8.912978077468763
2025-01-19,8.912978077468763
2025-01-20,8.912978077468763
2025-01-21,7.42748173122397
2025-01-22,8.912978077468763
2025-01-23,7.42748173122397
2025-01-24,7.42748173122397
2025-01-25,7.42748173122397
2025-01-26,7.42748173122397
2025-01-27,7.42748173122397
2025-01-28,8.912978077468763
2025-01-29,7.42748173122397
2025-01-30,7.42748173122397
2025-01-31,8.912978077468763
2025-02-01,7.42748173122397
2025-02-02,10.398474423713557
2025-02-03,7.42748173122397
2025-02-04,10.398474423713557
2025-02-05,10.398474423713557
2025-02-06,7.42748173122397
2025-02-07,7.42748173122397
2025-02-08,7.42748173122397
2025-02-09,7.42748173122397
2025-02-10,7.42748173122397
2025-02-11,8.912978077468763
2025-02-12,7.42748173122397
2025-02-13,8.912978077468763
2025-02-14,8.912978077468763
2025-02-15,7.42748173122397
2025-02-16,8.912978077468763
2025-02-17,7.42748173122397
2025-02-18,8.912978077468763
2025-02-19,7.42748173122397
2025-02-20,7.42748173122397
2025-02-21,13.369467116203145
2025-02-22,14.85496346244794
2025-02-23,11.883970769958351
2025-02-24,11.883970769958351
2025-02-25,11.883970769958351
2025-02-26,10.398474423713557
2025-02-27,11.883970769958351
2025-02-28,11.883970769958351
2025-03-01,13.369467116203145
2025-03-02,11.883970769958351
2025-03-03,10.398474423713557
2025-03-04,11.883970769958351
2025-03-05,11.883970769958351
2025-03-06,10.398474423713557
2025-03-07,8.912978077468763
2025-03-08,11.883970769958351
2025-03-09,11.883970769958351
2025-03-10,11.883970769958351
2025-03-11,11.883970769958351
2025-03-12,8.912978077468763
2025-03-13,8.912978077468763
2025-03-14,10.398474423713557
2025-03-15,10.398474423713557
2025-03-16,11.883970769958351
2025-03-17,10.398474423713557
2025-03-18,11.883970769958351
2025-03-19,10.398474423713557
2025-03-20,10.398474423713557
2025-03-21,8.912978077468763
2025-03-22,11.883970769958351
2025-03-23,14.85496346244794
2025-03-24,13.369467116203145
2025-03-25,14.85496346244794
2025-03-26,13.369467116203145
2025-03-27,41.59389769485423
2025-03-28,19.31145250118232
2025-03-29,46.05038673358861
2025-03-30,56.44886115730217
2025-03-31,28.224430578651084
2025-04-01,25.253437886161496
2025-04-02,31.195423271140672
2025-04-03,35.65191230987505
2025-04-04,34.16641596363026
2025-04-05,31.195423271140672
2025-04-06,35.65191230987505
2025-04-07,25.253437886161496
2025-04-08,20.796948847427114
2025-04-09,19.31145250118232
2025-04-10,16.34045980869273
2025-04-11,19.31145250118232
2025-04-12,40.10840134860943
2025-04-13,31.195423271140672
2025-04-14,17.825956154937526
2025-04-15,20.86153564508993
2025-04-16,22.185564997177682
2025-04-17,25.414904880318538
2025-04-18,26.73893423240629
2025-04-19,34.521643350775754
2025-04-20,26.73893423240629
2025-04-21,20.280254466124575
2025-04-22,20.86153564508993
2025-04-23,24.09087552823079
2025-04-24,13.660107705685821
2025-04-25,14.984137057773573
2025-04-26,26.73893423240629
2025-04-27,32.035051640757295
2025-04-28,20.86153564508993
2025-04-29,19.53750629300218
2025-04-30,23.509594349265434
2025-05-01,18.21347694091443
2025-05-02,16.889447588826677
2025-05-03,29.38699293658179
2025-05-04,26.15765305344094
2025-05-05,18.956225114036826
2025-05-06,28.062963584494042
2025-05-07,23.509594349265434
2025-05-08,26.73893423240629
2025-05-09,13.660107705685821
2025-05-10,32.61633281972264
2025-05-11,24.833623701353183
2025-05-12,16.30816640986132
2025-05-13,28.062963584494042
2025-05-14,29.38699293658179
2025-05-15,16.275873011029915
2025-05-16,19.76356008482204
2025-05-17,54.64043082274329
2025-05-18,24.413809516544873
2025-05-19,36.039433095851955
2025-05-20,18.600997726891332
2025-05-21,27.901496590336997
2025-05-22,34.87687073792125
2025-05-23,17.438435368960626
2025-05-24,36.039433095851955
2025-05-25,37.201995453782665
2025-05-26,24.413809516544873
2025-05-27,23.251247158614166
2025-05-28,26.73893423240629
2025-05-29,22.088684800683456
2025-05-30,16.275873011029915
2025-05-31,49.99018139102046
2025-06-01,45.33993195929762
2025-06-02,30.226621306198414
2025-06-03,18.600997726891332
2025-06-04,25.576371874475583
2025-06-05,24.413809516544873
2025-06-06,26.73893423240629
2025-06-07,37.201995453782665
2025-06-08,43.01480724343621
2025-06-09,31.389183664129124
2025-06-10,16.275873011029915
2025-06-11,25.576371874475583
2025-06-12,27.901496590336997
2025-06-13,26.73893423240629
2025-06-14,30.226621306198414
2025-06-15,36.039433095851955
2025-06-16,18.600997726891332
2025-06-17,25.576371874475583
2025-06-18,25.576371874475583
2025-06-19,31.389183664129124
2025-06-20,16.275873011029915
2025-06-21,32.55174602205983
2025-06-22,32.55174602205983
2025-06-23,17.438435368960626
2025-06-24,20.92612244275275
2025-06-25,23.251247158614166
2025-06-26,19.76356008482204
2025-06-27,17.438435368960626
2025-06-28,29.064058948267707
2025-06-29,25.576371874475583
2025-06-30,17.438435368960626
2025-07-01,26.73893423240629
2025-07-02,17.438435368960626
2025-07-03,27.901496590336997
2025-07-04,41.8522448855055
2025-07-05,33.71430837999054
2025-07-06,37.201995453782665
2025-07-07,16.275873011029915
2025-07-08,17.438435368960626
2025-07-09,29.064058948267707
2025-07-10,26.73893423240629
2025-07-11,29.064058948267707
2025-07-12,36.039433095851955
2025-07-13,25.576371874475583
2025-07-14,13.950748295168498
2025-07-15,12.788185937237792
2025-07-16,12.788185937237792
2025-07-17,11.625623579307083
2025-07-18,16.275873011029915
2025-07-19,29.064058948267707
2025-07-20,38.364557811713375
2025-07-21,18.600997726891332
2025-07-22,22.088684800683456
2025-07-23,24.413809516544873
2025-07-24,23.251247158614166
2025-07-25,23.251247158614166
2025-07-26,44.17736960136691
2025-07-27,34.87687073792125
2025-07-28,20.92612244275275
2025-07-29,25.576371874475583
2025-07-30,30.226621306198414
2025-07-31,60.45324261239683
2025-08-01,26.73893423240629
2025-08-02,47.665056675159036
2025-08-03,32.55174602205983
2025-08-04,19.76356008482204
2025-08-05,29.064058948267707
2025-08-06,39.52712016964408
2025-08-07,18.600997726891332
2025-08-08,19.76356008482204
2025-08-09,43.01480724343621
2025-08-10,31.389183664129124
2025-08-11,18.600997726891332
2025-08-12,22.088684800683456
2025-08-13,25.576371874475583
2025-08-14,29.064058948267707
2025-08-15,13.950748295168498
2025-08-16,30.226621306198414
2025-08-17,41.8522448855055
2025-08-18,15.113310653099207
2025-08-19,17.438435368960626
2025-08-20,34.87687073792125
2025-08-21,29.064058948267707
2025-08-22,31.389183664129124
2025-08-23,45.33993195929762
2025-08-24,26.73893423240629
2025-08-25,29.064058948267707
2025-08-26,22.088684800683456
2025-08-27,30.226621306198414
2025-08-28,19.76356008482204
2025-08-29,27.901496590336997
2025-08-30,34.87687073792125
2025-08-31,43.01480724343621
2025-09-01,17.438435368960626
2025-09-02,15.113310653099207
2025-09-03,27.901496590336997
2025-09-04,29.064058948267707
2025-09-05,29.064058948267707
2025-09-06,41.8522448855055
2025-09-07,29.064058948267707
2025-09-08,15.113310653099207
2025-09-09,16.275873011029915
2025-09-10,23.251247158614166
2025-09-11,30.226621306198414
2025-09-12,32.55174602205983
2025-09-13,47.665056675159036
2025-09-14,26.73893423240629
2025-09-15,24.413809516544873
2025-09-16,22.088684800683456
2025-09-17,27.901496590336997
2025-09-18,30.226621306198414
2025-09-19,24.413809516544873
2025-09-20,31.389183664129124
2025-09-21,39.52712016964408
2025-09-22,17.438435368960626
2025-09-23,17.438435368960626
2025-09-24,36.039433095851955
2025-09-25,33.71430837999054
2025-09-26,33.71430837999054
2025-09-27,47.665056675159036
2025-09-28,46.50249431722833
2025-09-29,18.600997726891332
2025-09-30,40.68968252757479
2025-10-01,81.37936505514958
2025-10-02,77.89167798135746
2025-10-03,93.00498863445667
2025-10-04,60.45324261239683
2025-10-05,77.89167798135746
2025-10-06,30.226621306198414
2025-10-07,36.039433095851955
2025-10-08,116.25623579307083
2025-10-09,90.67986391859525
2025-10-10,15.113310653099207
2025-10-11,11.625623579307083
2025-10-12,9.300498863445666
2025-10-13,9.300498863445666
2025-10-14,6.975374147584249
2025-10-15,9.300498863445666
2025-10-16,8.137936505514958
2025-10-17,8.137936505514958
2025-10-18,9.300498863445666
2025-10-19,6.975374147584249
2025-10-20,5.812811789653542
2025-10-21,6.975374147584249
2025-10-22,6.975374147584249
2025-10-23,6.975374147584249
2025-10-24,5.812811789653542
2025-10-25,6.975374147584249
2025-10-26,5.812811789653542
2025-10-27,5.812811789653542
2025-10-28,6.975374147584249
2025-10-29,6.975374147584249
2025-10-30,6.975374147584249
2025-10-31,6.975374147584249
2025-11-01,6.975374147584249
2025-11-02,11.625623579307083
2025-11-03,8.137936505514958
2025-11-04,6.975374147584249
2025-11-05,6.975374147584249
2025-11-06,6.975374147584249
2025-11-07,5.812811789653542
2025-11-08,6.975374147584249
2025-11-09,5.812811789653542
2025-11-10,5.812811789653542
2025-11-11,6.975374147584249
2025-11-12,5.812811789653542
2025-11-13,6.975374147584249
2025-11-14,6.975374147584249
2025-11-15,6.975374147584249
2025-11-16,5.812811789653542
2025-11-17,6.975374147584249
2025-11-18,8.137936505514958
2025-11-19,6.975374147584249
2025-11-20,8.137936505514958
2025-11-21,8.137936505514958
2025-11-22,6.975374147584249
2025-11-23,8.137936505514958
2025-11-24,8.137936505514958
2025-11-25,6.975374147584249
2025-11-26,8.137936505514958
2025-11-27,8.137936505514958
2025-11-28,8.137936505514958
2025-11-29,9.300498863445666
2025-11-30,9.300498863445666
2025-12-01,6.975374147584249
2025-12-02,10.463061221376375
2025-12-03,9.300498863445666
2025-12-04,9.300498863445666
2025-12-05,8.137936505514958
2025-12-06,8.137936505514958
2025-12-07,9.300498863445666
2025-12-08,9.300498863445666
2025-12-09,10.463061221376375
2025-12-10,10.463061221376375
2025-12-11,10.552489095063352
2025-12-12,9.345212800289154
2025-12-13,10.23949153715893
2025-12-14,9.345212800289154
2025-12-15,9.032215242384734
2025-12-16,9.032215242384734
2025-12-17,9.92649397925451
2025-12-18,9.345212800289154
2025-12-19,9.032215242384734
2025-12-20,9.032215242384734
2025-12-21,8.137936505514958
2025-12-22,9.032215242384734
2025-12-23,8.137936505514958
2025-12-24,9.345212800289154
2025-12-25,9.032215242384734
2025-12-26,8.137936505514958
2025-12-27,8.719217684480313
2025-12-28,8.137936505514958
2025-12-29,7.824938947610536
2025-12-30,8.137936505514958
2025-12-31,9.032215242384734
2026-01-01,8.137936505514958
2026-01-02,7.824938947610536
2026-01-03,8.137936505514958
2026-01-04,6.930660210740761
2026-01-05,8.137936505514958
2026-01-06,8.137936505514958
2026-01-07,9.032215242384734
2026-01-08,8.137936505514958
2026-01-09,8.137936505514958
2026-01-10,8.7639316213238
2026-01-11,10.015921852941487
2026-01-12,8.7639316213238
2026-01-13,9.389926737132644
2026-01-14,9.389926737132644
2026-01-15,8.7639316213238
2026-01-16,10.64191696875033
2026-01-17,10.015921852941487
2026-01-18,9.389926737132644
2026-01-19,8.7639316213238
2026-01-20,8.7639316213238
2026-01-21,10.015921852941487
2026-01-22,9.389926737132644
2026-01-23,8.137936505514958
2026-01-24,7.511941389706115
2026-01-25,8.137936505514958
2026-01-26,8.137936505514958
2026-01-27,7.511941389706115
2026-01-28,8.137936505514958
2026-01-29,6.8859462738972725
2026-01-30,6.8859462738972725
2026-01-31,7.511941389706115
2026-02-01,7.511941389706115
2026-02-02,7.511941389706115
2026-02-03,7.511941389706115
2026-02-04,7.511941389706115
2026-02-05,7.511941389706115
2026-02-06,6.8859462738972725
2026-02-07,8.7639316213238
2026-02-08,8.7639316213238
2026-02-09,7.511941389706115
2026-02-10,8.7639316213238
2026-02-11,8.137936505514958
2026-02-12,6.8859462738972725
2026-02-13,8.137936505514958
2026-02-14,8.137936505514958
2026-02-15,8.7639316213238
2026-02-16,8.137936505514958
2026-02-17,8.7639316213238
2026-02-18,7.511941389706115
2026-02-19,8.137936505514958
2026-02-20,10.64191696875033
2026-02-21,12.519902316176859
2026-02-22,11.267912084559173
2026-02-23,10.015921852941487
2026-02-24,8.137936505514958
2026-02-25,8.137936505514958
2026-02-26,11.267912084559173
2026-02-27,10.015921852941487
2026-02-28,8.7639316213238
2026-03-01,10.015921852941487
2026-03-02,8.7639316213238
2026-03-03,8.7639316213238
2026-03-04,9.389926737132644
2026-03-05,10.64191696875033
2026-03-06,8.137936505514958
2026-03-07,11.267912084559173
2026-03-08,10.015921852941487
2026-03-09,9.389926737132644
2026-03-10,9.389926737132644
2026-03-11,8.137936505514958
2026-03-12,10.64191696875033
2026-03-13,7.511941389706115
2026-03-14,9.389926737132644
2026-03-15,10.015921852941487
2026-03-16,8.7639316213238
2026-03-17,8.137936505514958
2026-03-18,9.389926737132644
2026-03-19,9.389926737132644
2026-03-20,9.389926737132644
2026-03-21,11.267912084559173
2026-03-22,11.893907200368016
2026-03-23,12.519902316176859
2026-03-24,13.771892547794545
2026-03-25,23.161819284927187
2026-03-26,48.201623917280905
2026-03-27,30.673760674633304
2026-03-28,26.291794863971404
2026-03-29,33.17774113786867
2026-03-30,16.90186812683876
2026-03-31,28.16978021139793
2026-04-01,36.933711832721734
2026-04-02,20.657838821691815
2026-04-03,31.299755790442145
2026-04-04,30.04776555882446
2026-04-05,62.59951158088429
2026-04-06,26.917789979780245
2026-04-07,25.039804632353718
2026-04-08,31.92575090625099
2026-04-09,35.0557264852952
2026-04-10,22.535824169118346
2026-04-11,35.0557264852952
2026-04-12,41.31567764338363
2026-04-13,23.161819284927187
2026-04-14,30.673760674633304
2026-04-15,28.795775327206776
2026-04-16,38.18570206433942
2026-04-17,23.787814400736032
2026-04-18,38.811697180148265
2026-04-19,42.56766787500132
2026-04-20,23.161819284927187
2026-04-21,23.161819284927187
2026-04-22,34.42973136948636
2026-04-23,33.17774113786867
2026-04-24,22.535824169118346
2026-04-25,36.933711832721734
2026-04-26,40.06368741176595
2026-04-27,20.031843705882974
2026-04-28,28.795775327206776
2026-04-29,35.681721601104044
2026-04-30,18.153858358456446
2026-05-01,25.039804632353718
2026-05-02,40.06368741176595
2026-05-03,37.559706948530575
2026-05-04,24.413809516544873
2026-05-05,33.17774113786867
2026-05-06,31.92575090625099
2026-05-07,36.933711832721734
2026-05-08,23.161819284927187
2026-05-09,31.299755790442145
2026-05-10,41.31567764338363
2026-05-11,18.779853474265288
2026-05-12,23.787814400736032
2026-05-13,33.17774113786867
2026-05-14,23.787814400736032
2026-05-15,30.04776555882446
2026-05-16,43.19366299081016
2026-05-17,53.20958484375165
2026-05-18,25.66579974816256
2026-05-19,29.421770443015618
2026-05-20,33.80373625367752
2026-05-21,38.18570206433942
2026-05-22,29.421770443015618
2026-05-23,34.42973136948636
2026-05-24,33.80373625367752
2026-05-25,31.299755790442145
2026-05-26,19.405848590074132
2026-05-27,30.04776555882446
2026-05-28,29.421770443015618
2026-05-29,18.153858358456446
2026-05-30,29.421770443015618
2026-05-31,38.18570206433942
