Time,monthly_gt
2021-12-26,51
2022-01-02,55
2022-01-09,80
2022-01-16,71
2022-01-23,64
2022-01-30,59
2022-02-06,64
2022-02-13,61
2022-02-20,59
2022-02-27,63
2022-03-06,58
2022-03-13,59
2022-03-20,61
2022-03-27,64
2022-04-03,64
2022-04-10,60
2022-04-17,61
2022-04-24,64
2022-05-01,64
2022-05-08,64
2022-05-15,60
2022-05-22,57
2022-05-29,58
2022-06-05,56
2022-06-12,57
2022-06-19,57
2022-06-26,54
2022-07-03,58
2022-07-10,53
2022-07-17,55
2022-07-24,56
2022-07-31,73
2022-08-07,61
2022-08-14,68
2022-08-21,82
2022-08-28,86
2022-09-04,86
2022-09-11,89
2022-09-18,90
2022-09-25,86
2022-10-02,80
2022-10-09,80
2022-10-16,70
2022-10-23,81
2022-10-30,65
2022-11-06,99
2022-11-13,91
2022-11-20,62
2022-11-27,76
2022-12-04,90
2022-12-11,79
2022-12-18,59
2022-12-25,51
2023-01-01,55
2023-01-08,65
2023-01-15,63
2023-01-22,63
2023-01-29,65
2023-02-05,67
2023-02-12,60
2023-02-19,59
2023-02-26,64
2023-03-05,59
2023-03-12,59
2023-03-19,57
2023-03-26,58
2023-04-02,54
2023-04-09,58
2023-04-16,59
2023-04-23,57
2023-04-30,58
2023-05-07,57
2023-05-14,55
2023-05-21,55
2023-05-28,54
2023-06-04,54
2023-06-11,52
2023-06-18,52
2023-06-25,55
2023-07-02,57
2023-07-09,53
2023-07-16,54
2023-07-23,53
2023-07-30,52
2023-08-06,53
2023-08-13,63
2023-08-20,73
2023-08-27,86
2023-09-03,88
2023-09-10,95
2023-09-17,100
2023-09-24,90
2023-10-01,85
2023-10-08,78
2023-10-15,73
2023-10-22,79
2023-10-29,65
2023-11-05,66
2023-11-12,73
2023-11-19,59
2023-11-26,69
2023-12-03,76
2023-12-10,74
2023-12-17,63
2023-12-24,55
2023-12-31,56
2024-01-07,61
2024-01-14,57
2024-01-21,64
2024-01-28,63
2024-02-04,62
2024-02-11,62
2024-02-18,61
2024-02-25,62
2024-03-03,59
2024-03-10,56
2024-03-17,60
2024-03-24,75
2024-03-31,53
2024-04-07,53
2024-04-14,55
2024-04-21,58
2024-04-28,56
2024-05-05,58
2024-05-12,56
2024-05-19,54
2024-05-26,53
2024-06-02,55
2024-06-09,51
2024-06-16,54
2024-06-23,52
2024-06-30,57
2024-07-07,49
2024-07-14,50
2024-07-21,51
2024-07-28,50
2024-08-04,51
2024-08-11,59
2024-08-18,70
2024-08-25,94
2024-09-01,86
2024-09-08,93
2024-09-15,90
2024-09-22,85
2024-09-29,80
2024-10-06,75
2024-10-13,69
2024-10-20,71
2024-10-27,63
2024-11-03,57
2024-11-10,61
2024-11-17,65
2024-11-24,55
2024-12-01,66
2024-12-08,74
2024-12-15,67
2024-12-22,49
2024-12-29,48
2025-01-05,55
2025-01-12,62
2025-01-19,54
2025-01-26,62
2025-02-02,61
2025-02-09,56
2025-02-16,56
2025-02-23,64
2025-03-02,57
2025-03-09,57
2025-03-16,54
2025-03-23,56
2025-03-30,55
2025-04-06,54
2025-04-13,53
2025-04-20,53
2025-04-27,57
2025-05-04,55
2025-05-11,56
2025-05-18,55
2025-05-25,54
2025-06-01,53
2025-06-08,55
2025-06-15,55
2025-06-22,54
2025-06-29,54
2025-07-06,55
2025-07-13,54
2025-07-20,56
2025-07-27,61
2025-08-03,56
2025-08-10,57
2025-08-17,68
2025-08-24,78
2025-08-31,82
2025-09-07,84
2025-09-14,82
2025-09-21,82
2025-09-28,75
2025-10-05,73
2025-10-12,66
2025-10-19,66
2025-10-26,64
2025-11-02,65
2025-11-09,64
2025-11-16,81
2025-11-23,58
2025-11-30,68
2025-12-07,74
2025-12-14,77
2025-12-21,71
2025-12-28,67
2026-01-04,69
2026-01-11,69
2026-01-18,69
2026-01-25,71
2026-02-01,96
2026-02-08,90
2026-02-15,70
2026-02-22,73
2026-03-01,63
2026-03-08,64
2026-03-15,63
2026-03-22,67
2026-03-29,63
2026-04-05,75
2026-04-12,91
2026-04-19,77
2026-04-26,77
2026-05-03,90
2026-05-10,76
2026-05-17,71
2026-05-24,81
2026-05-31,68
