Time,avatar
2022-06-19,32.0
2022-06-20,26.0
2022-06-21,25.0
2022-06-22,24.0
2022-06-23,26.0
2022-06-24,22.0
2022-06-25,25.0
2022-06-26,28.0
2022-06-27,24.0
2022-06-28,22.0
2022-06-29,24.0
2022-06-30,23.0
2022-07-01,23.0
2022-07-02,26.0
2022-07-03,28.0
2022-07-04,28.0
2022-07-05,27.0
2022-07-06,25.0
2022-07-07,25.0
2022-07-08,27.0
2022-07-09,30.0
2022-07-10,30.0
2022-07-11,26.0
2022-07-12,25.0
2022-07-13,24.0
2022-07-14,24.0
2022-07-15,23.0
2022-07-16,30.0
2022-07-17,28.0
2022-07-18,23.0
2022-07-19,24.0
2022-07-20,23.0
2022-07-21,23.0
2022-07-22,24.0
2022-07-23,30.0
2022-07-24,32.0
2022-07-25,26.0
2022-07-26,25.0
2022-07-27,24.0
2022-07-28,25.0
2022-07-29,24.0
2022-07-30,25.0
2022-07-31,28.0
2022-08-01,25.0
2022-08-02,23.0
2022-08-03,26.0
2022-08-04,23.0
2022-08-05,22.0
2022-08-06,25.0
2022-08-07,28.0
2022-08-08,22.0
2022-08-09,24.0
2022-08-10,21.0
2022-08-11,21.0
2022-08-12,25.0
2022-08-13,24.0
2022-08-14,27.0
2022-08-15,21.0
2022-08-16,21.0
2022-08-17,21.0
2022-08-18,20.0
2022-08-19,20.0
2022-08-20,26.0
2022-08-21,26.0
2022-08-22,20.0
2022-08-23,23.0
2022-08-24,25.0
2022-08-25,21.0
2022-08-26,20.0
2022-08-27,24.0
2022-08-28,26.0
2022-08-29,21.72112211221122
2022-08-30,17.915841584158414
2022-08-31,17.415841584158414
2022-09-01,17.915841584158414
2022-09-02,21.22112211221122
2022-09-03,28.526402640264024
2022-09-04,32.83168316831683
2022-09-05,28.526402640264024
2022-09-06,23.22112211221122
2022-09-07,22.22112211221122
2022-09-08,17.915841584158414
2022-09-09,21.72112211221122
2022-09-10,27.526402640264024
2022-09-11,33.83168316831683
2022-09-12,34.33168316831683
2022-09-13,22.72112211221122
2022-09-14,23.72112211221122
2022-09-15,27.526402640264024
2022-09-16,29.026402640264024
2022-09-17,32.33168316831683
2022-09-18,43.94224422442244
2022-09-19,34.33168316831683
2022-09-20,38.136963696369634
2022-09-21,33.33168316831683
2022-09-22,43.94224422442244
2022-09-23,73.96864686468646
2022-09-24,100.49504950495049
2022-09-25,83.07920792079207
2022-09-26,50.24752475247524
2022-09-27,40.136963696369634
2022-09-28,33.663366336633665
2022-09-29,33.663366336633665
2022-09-30,39.273927392739274
2022-10-01,56.1056105610561
2022-10-02,50.495049504950494
2022-10-03,28.05280528052805
2022-10-04,28.05280528052805
2022-10-05,28.05280528052805
2022-10-06,28.05280528052805
2022-10-07,28.05280528052805
2022-10-08,33.663366336633665
2022-10-09,39.273927392739274
2022-10-10,28.05280528052805
2022-10-11,28.05280528052805
2022-10-12,22.442244224422442
2022-10-13,22.442244224422442
2022-10-14,22.442244224422442
2022-10-15,28.05280528052805
2022-10-16,28.05280528052805
2022-10-17,22.442244224422442
2022-10-18,16.831683168316832
2022-10-19,16.831683168316832
2022-10-20,22.442244224422442
2022-10-21,22.442244224422442
2022-10-22,28.05280528052805
2022-10-23,33.663366336633665
2022-10-24,22.442244224422442
2022-10-25,22.442244224422442
2022-10-26,22.442244224422442
2022-10-27,22.442244224422442
2022-10-28,22.442244224422442
2022-10-29,28.05280528052805
2022-10-30,28.05280528052805
2022-10-31,28.05280528052805
2022-11-01,22.442244224422442
2022-11-02,44.884488448844884
2022-11-03,50.495049504950494
2022-11-04,33.663366336633665
2022-11-05,39.273927392739274
2022-11-06,33.663366336633665
2022-11-07,28.05280528052805
2022-11-08,28.05280528052805
2022-11-09,22.442244224422442
2022-11-10,22.442244224422442
2022-11-11,33.663366336633665
2022-11-12,33.663366336633665
2022-11-13,39.273927392739274
2022-11-14,28.05280528052805
2022-11-15,28.05280528052805
2022-11-16,22.442244224422442
2022-11-17,28.05280528052805
2022-11-18,28.05280528052805
2022-11-19,33.663366336633665
2022-11-20,39.273927392739274
2022-11-21,44.884488448844884
2022-11-22,78.54785478547855
2022-11-23,61.71617161716171
2022-11-24,78.54785478547855
2022-11-25,78.54785478547855
2022-11-26,72.93729372937294
2022-11-27,72.93729372937294
2022-11-28,50.495049504950494
2022-11-29,44.884488448844884
2022-11-30,44.884488448844884
2022-12-01,50.495049504950494
2022-12-02,56.1056105610561
2022-12-03,67.32673267326733
2022-12-04,72.93729372937294
2022-12-05,67.32673267326733
2022-12-06,61.71617161716171
2022-12-07,89.76897689768977
2022-12-08,84.15841584158416
2022-12-09,84.15841584158416
2022-12-10,100.99009900990099
2022-12-11,117.82178217821782
2022-12-12,129.04290429042905
2022-12-13,134.65346534653466
2022-12-14,151.4851485148515
2022-12-15,235.64356435643563
2022-12-16,437.6237623762376
2022-12-17,561.0561056105611
2022-12-18,510.56105610561053
2022-12-19,392.73927392739273
2022-12-20,319.8019801980198
2022-12-21,291.74917491749176
2022-12-22,263.6963696369637
2022-12-23,286.13861386138615
2022-12-24,286.13861386138615
2022-12-25,336.63366336633663
2022-12-26,403.96039603960395
2022-12-27,359.0759075907591
2022-12-28,314.1914191419142
2022-12-29,286.13861386138615
2022-12-30,286.13861386138615
2022-12-31,286.13861386138615
2023-01-01,280.52805280528054
2023-01-02,291.74917491749176
2023-01-03,196.36963696369637
2023-01-04,168.31683168316832
2023-01-05,145.87458745874588
2023-01-06,157.0957095709571
2023-01-07,224.4224422442244
2023-01-08,235.64356435643563
2023-01-09,145.87458745874588
2023-01-10,112.2112211221122
2023-01-11,106.6006600660066
2023-01-12,95.37953795379538
2023-01-13,100.99009900990099
2023-01-14,151.4851485148515
2023-01-15,168.31683168316832
2023-01-16,145.87458745874588
2023-01-17,95.37953795379538
2023-01-18,78.54785478547855
2023-01-19,72.93729372937294
2023-01-20,78.54785478547855
2023-01-21,123.43234323432343
2023-01-22,129.04290429042905
2023-01-23,84.15841584158416
2023-01-24,72.93729372937294
2023-01-25,67.32673267326733
2023-01-26,61.71617161716171
2023-01-27,72.93729372937294
2023-01-28,100.99009900990099
2023-01-29,106.6006600660066
2023-01-30,67.32673267326733
2023-01-31,61.71617161716171
2023-02-01,56.1056105610561
2023-02-02,56.1056105610561
2023-02-03,61.71617161716171
2023-02-04,84.15841584158416
2023-02-05,95.37953795379538
2023-02-06,56.1056105610561
2023-02-07,44.884488448844884
2023-02-08,44.884488448844884
2023-02-09,39.273927392739274
2023-02-10,50.495049504950494
2023-02-11,72.93729372937294
2023-02-12,67.32673267326733
2023-02-13,44.884488448844884
2023-02-14,39.273927392739274
2023-02-15,39.273927392739274
2023-02-16,39.273927392739274
2023-02-17,44.884488448844884
2023-02-18,67.32673267326733
2023-02-19,78.54785478547855
2023-02-20,61.71617161716171
2023-02-21,39.273927392739274
2023-02-22,33.663366336633665
2023-02-23,33.663366336633665
2023-02-24,39.273927392739274
2023-02-25,61.71617161716171
2023-02-26,61.71617161716171
2023-02-27,39.273927392739274
2023-02-28,28.05280528052805
2023-03-01,28.05280528052805
2023-03-02,28.05280528052805
2023-03-03,33.663366336633665
2023-03-04,50.495049504950494
2023-03-05,56.1056105610561
2023-03-06,33.663366336633665
2023-03-07,28.05280528052805
2023-03-08,33.663366336633665
2023-03-09,33.663366336633665
2023-03-10,33.663366336633665
2023-03-11,50.495049504950494
2023-03-12,61.71617161716171
2023-03-13,56.1056105610561
2023-03-14,33.663366336633665
2023-03-15,33.663366336633665
2023-03-16,28.05280528052805
2023-03-17,33.663366336633665
2023-03-18,44.884488448844884
2023-03-19,50.495049504950494
2023-03-20,33.663366336633665
2023-03-21,28.05280528052805
2023-03-22,28.05280528052805
2023-03-23,33.663366336633665
2023-03-24,39.273927392739274
2023-03-25,50.495049504950494
2023-03-26,50.495049504950494
2023-03-27,39.273927392739274
2023-03-28,67.32673267326733
2023-03-29,78.54785478547855
2023-03-30,67.32673267326733
2023-03-31,72.93729372937294
2023-04-01,95.37953795379538
2023-04-02,95.37953795379538
2023-04-03,56.1056105610561
2023-04-04,44.884488448844884
2023-04-05,44.884488448844884
2023-04-06,44.884488448844884
2023-04-07,56.1056105610561
2023-04-08,72.93729372937294
2023-04-09,72.93729372937294
2023-04-10,44.884488448844884
2023-04-11,33.663366336633665
2023-04-12,28.05280528052805
2023-04-13,28.05280528052805
2023-04-14,33.663366336633665
2023-04-15,44.884488448844884
2023-04-16,50.495049504950494
2023-04-17,33.663366336633665
2023-04-18,28.05280528052805
2023-04-19,28.05280528052805
2023-04-20,28.05280528052805
2023-04-21,33.663366336633665
2023-04-22,44.884488448844884
2023-04-23,50.495049504950494
2023-04-24,28.05280528052805
2023-04-25,28.05280528052805
2023-04-26,27.35148514851485
2023-04-27,27.35148514851485
2023-04-28,27.35148514851485
2023-04-29,39.273927392739274
2023-04-30,39.975247524752476
2023-05-01,27.35148514851485
2023-05-02,26.65016501650165
2023-05-03,28.05280528052805
2023-05-04,27.35148514851485
2023-05-05,27.35148514851485
2023-05-06,34.364686468646866
2023-05-07,34.364686468646866
2023-05-08,28.05280528052805
2023-05-09,26.65016501650165
2023-05-10,23.143564356435643
2023-05-11,22.442244224422442
2023-05-12,23.143564356435643
2023-05-13,32.26072607260726
2023-05-14,38.57260726072607
2023-05-15,28.05280528052805
2023-05-16,28.05280528052805
2023-05-17,23.844884488448844
2023-05-18,27.35148514851485
2023-05-19,28.05280528052805
2023-05-20,28.754125412541253
2023-05-21,32.962046204620464
2023-05-22,26.65016501650165
2023-05-23,23.143564356435643
2023-05-24,22.442244224422442
2023-05-25,23.143564356435643
2023-05-26,25.247524752475247
2023-05-27,29.455445544554454
2023-05-28,32.26072607260726
2023-05-29,35.06600660066007
2023-05-30,26.65016501650165
2023-05-31,25.247524752475247
2023-06-01,25.247524752475247
2023-06-02,29.455445544554454
2023-06-03,32.26072607260726
2023-06-04,33.663366336633665
2023-06-05,28.05280528052805
2023-06-06,28.05280528052805
2023-06-07,64.52145214521452
2023-06-08,91.17161716171617
2023-06-09,82.75577557755776
2023-06-10,115.01650165016501
2023-06-11,140.26402640264027
2023-06-12,91.17161716171617
2023-06-13,70.13201320132013
2023-06-14,63.118811881188115
2023-06-15,54.7029702970297
2023-06-16,56.1056105610561
2023-06-17,72.93729372937294
2023-06-18,98.18481848184818
2023-06-19,71.53465346534654
2023-06-20,51.897689768976896
2023-06-21,46.28712871287129
2023-06-22,40.67656765676568
2023-06-23,42.07920792079208
2023-06-24,57.508250825082506
2023-06-25,65.92409240924093
2023-06-26,43.48184818481848
2023-06-27,35.06600660066007
2023-06-28,29.455445544554454
2023-06-29,32.26072607260726
2023-06-30,33.663366336633665
2023-07-01,37.87128712871287
2023-07-02,40.67656765676568
2023-07-03,32.26072607260726
2023-07-04,37.87128712871287
2023-07-05,30.858085808580856
2023-07-06,29.455445544554454
2023-07-07,29.455445544554454
2023-07-08,35.06600660066007
2023-07-09,36.46864686468647
2023-07-10,29.455445544554454
2023-07-11,26.65016501650165
2023-07-12,26.65016501650165
2023-07-13,26.65016501650165
2023-07-14,28.05280528052805
2023-07-15,32.26072607260726
2023-07-16,36.46864686468647
2023-07-17,28.05280528052805
2023-07-18,25.247524752475247
2023-07-19,26.65016501650165
2023-07-20,26.65016501650165
2023-07-21,28.05280528052805
2023-07-22,29.455445544554454
2023-07-23,33.663366336633665
2023-07-24,30.858085808580856
2023-07-25,26.65016501650165
2023-07-26,23.844884488448844
2023-07-27,28.05280528052805
2023-07-28,28.05280528052805
2023-07-29,33.663366336633665
2023-07-30,28.05280528052805
2023-07-31,25.247524752475247
2023-08-01,28.05280528052805
2023-08-02,25.247524752475247
2023-08-03,23.844884488448844
2023-08-04,23.844884488448844
2023-08-05,26.65016501650165
2023-08-06,30.858085808580856
2023-08-07,25.247524752475247
2023-08-08,22.442244224422442
2023-08-09,22.442244224422442
2023-08-10,23.844884488448844
2023-08-11,22.442244224422442
2023-08-12,25.247524752475247
2023-08-13,26.65016501650165
2023-08-14,23.844884488448844
2023-08-15,21.03960396039604
2023-08-16,21.03960396039604
2023-08-17,21.03960396039604
2023-08-18,21.03960396039604
2023-08-19,25.247524752475247
2023-08-20,26.65016501650165
2023-08-21,23.844884488448844
2023-08-22,21.03960396039604
2023-08-23,21.03960396039604
2023-08-24,21.03960396039604
2023-08-25,21.03960396039604
2023-08-26,23.844884488448844
2023-08-27,30.858085808580856
2023-08-28,21.03960396039604
2023-08-29,19.636963696369637
2023-08-30,19.636963696369637
2023-08-31,19.636963696369637
2023-09-01,21.03960396039604
2023-09-02,23.844884488448844
2023-09-03,25.247524752475247
2023-09-04,26.65016501650165
2023-09-05,19.636963696369637
2023-09-06,18.234323432343235
2023-09-07,18.234323432343235
2023-09-08,18.234323432343235
2023-09-09,22.442244224422442
2023-09-10,23.844884488448844
2023-09-11,19.636963696369637
2023-09-12,16.831683168316832
2023-09-13,18.234323432343235
2023-09-14,18.234323432343235
2023-09-15,18.234323432343235
2023-09-16,22.442244224422442
2023-09-17,23.844884488448844
2023-09-18,19.636963696369637
2023-09-19,18.234323432343235
2023-09-20,18.234323432343235
2023-09-21,19.636963696369637
2023-09-22,19.636963696369637
2023-09-23,23.844884488448844
2023-09-24,25.247524752475247
2023-09-25,19.636963696369637
2023-09-26,18.234323432343235
2023-09-27,18.234323432343235
2023-09-28,18.234323432343235
2023-09-29,18.234323432343235
2023-09-30,21.03960396039604
2023-10-01,22.442244224422442
2023-10-02,18.234323432343235
2023-10-03,18.234323432343235
2023-10-04,16.831683168316832
2023-10-05,18.234323432343235
2023-10-06,18.234323432343235
2023-10-07,21.03960396039604
2023-10-08,22.442244224422442
2023-10-09,19.636963696369637
2023-10-10,18.234323432343235
2023-10-11,18.234323432343235
2023-10-12,18.234323432343235
2023-10-13,18.234323432343235
2023-10-14,21.03960396039604
2023-10-15,22.442244224422442
2023-10-16,18.234323432343235
2023-10-17,21.03960396039604
2023-10-18,28.05280528052805
2023-10-19,21.03960396039604
2023-10-20,19.636963696369637
2023-10-21,22.442244224422442
2023-10-22,22.442244224422442
2023-10-23,18.234323432343235
2023-10-24,18.234323432343235
2023-10-25,18.234323432343235
2023-10-26,18.234323432343235
2023-10-27,19.636963696369637
2023-10-28,22.442244224422442
2023-10-29,22.442244224422442
2023-10-30,19.636963696369637
2023-10-31,21.03960396039604
2023-11-01,19.636963696369637
2023-11-02,18.234323432343235
2023-11-03,18.234323432343235
2023-11-04,22.442244224422442
2023-11-05,22.442244224422442
2023-11-06,18.234323432343235
2023-11-07,18.234323432343235
2023-11-08,18.234323432343235
2023-11-09,23.844884488448844
2023-11-10,39.273927392739274
2023-11-11,33.663366336633665
2023-11-12,28.05280528052805
2023-11-13,23.844884488448844
2023-11-14,21.03960396039604
2023-11-15,22.442244224422442
2023-11-16,22.442244224422442
2023-11-17,23.844884488448844
2023-11-18,25.247524752475247
2023-11-19,25.247524752475247
2023-11-20,23.844884488448844
2023-11-21,22.442244224422442
2023-11-22,25.247524752475247
2023-11-23,28.05280528052805
2023-11-24,25.247524752475247
2023-11-25,26.65016501650165
2023-11-26,26.65016501650165
2023-11-27,22.442244224422442
2023-11-28,22.442244224422442
2023-11-29,22.442244224422442
2023-11-30,19.636963696369637
2023-12-01,25.247524752475247
2023-12-02,26.65016501650165
2023-12-03,28.05280528052805
2023-12-04,23.844884488448844
2023-12-05,25.247524752475247
2023-12-06,33.663366336633665
2023-12-07,46.28712871287129
2023-12-08,46.28712871287129
2023-12-09,53.3003300330033
2023-12-10,53.3003300330033
2023-12-11,32.26072607260726
2023-12-12,30.858085808580856
2023-12-13,28.05280528052805
2023-12-14,30.858085808580856
2023-12-15,30.858085808580856
2023-12-16,33.663366336633665
2023-12-17,33.663366336633665
2023-12-18,29.455445544554454
2023-12-19,29.455445544554454
2023-12-20,29.455445544554454
2023-12-21,30.858085808580856
2023-12-22,33.66336633663367
2023-12-23,33.66336633663367
2023-12-24,34.364686468646866
2023-12-25,38.171852899575676
2023-12-26,38.87317303158888
2023-12-27,33.66336633663367
2023-12-28,31.759783121169264
2023-12-29,31.759783121169264
2023-12-30,36.268269684111274
2023-12-31,34.364686468646866
2024-01-01,35.566949552098066
2024-01-02,28.453559641678453
2024-01-03,28.453559641678453
2024-01-04,28.453559641678453
2024-01-05,26.54997642621405
2024-01-06,31.759783121169264
2024-01-07,33.66336633663367
2024-01-08,25.84865629420085
2024-01-09,25.84865629420085
2024-01-10,23.94507307873645
2024-01-11,23.94507307873645
2024-01-12,23.94507307873645
2024-01-13,28.453559641678453
2024-01-14,33.66336633663367
2024-01-15,28.453559641678453
2024-01-16,26.54997642621405
2024-01-17,25.84865629420085
2024-01-18,26.54997642621405
2024-01-19,25.84865629420085
2024-01-20,33.66336633663367
2024-01-21,31.258840169731265
2024-01-22,26.449787835926454
2024-01-23,31.258840169731265
2024-01-24,36.06789250353607
2024-01-25,28.854314002828858
2024-01-26,26.449787835926454
2024-01-27,33.66336633663367
2024-01-28,36.06789250353607
2024-01-29,26.449787835926454
2024-01-30,26.449787835926454
2024-01-31,24.04526166902405
2024-02-01,26.449787835926454
2024-02-02,26.449787835926454
2024-02-03,36.06789250353607
2024-02-04,33.66336633663367
2024-02-05,26.449787835926454
2024-02-06,24.04526166902405
2024-02-07,26.449787835926454
2024-02-08,24.04526166902405
2024-02-09,26.449787835926454
2024-02-10,31.258840169731265
2024-02-11,31.258840169731265
2024-02-12,24.04526166902405
2024-02-13,26.449787835926454
2024-02-14,26.449787835926454
2024-02-15,26.449787835926454
2024-02-16,31.258840169731265
2024-02-17,36.06789250353607
2024-02-18,38.47241867043848
2024-02-19,36.06789250353607
2024-02-20,33.66336633663367
2024-02-21,40.876944837340886
2024-02-22,129.84441301272986
2024-02-23,221.21640735502126
2024-02-24,238.0480905233381
2024-02-25,240.4526166902405
2024-02-26,168.31683168316835
2024-02-27,132.24893917963226
2024-02-28,115.41725601131543
2024-02-29,110.60820367751063
2024-03-01,98.5855728429986
2024-03-02,125.03536067892506
2024-03-03,127.43988684582746
2024-03-04,93.77652050919379
2024-03-05,79.34936350777936
2024-03-06,79.34936350777936
2024-03-07,72.13578500707214
2024-03-08,72.13578500707214
2024-03-09,88.96746817538899
2024-03-10,88.96746817538899
2024-03-11,60.11315417256012
2024-03-12,60.11315417256012
2024-03-13,55.304101838755315
2024-03-14,52.89957567185291
2024-03-15,50.4950495049505
2024-03-16,69.73125884016974
2024-03-17,69.73125884016974
2024-03-18,52.89957567185291
2024-03-19,45.685997171145694
2024-03-20,43.281471004243286
2024-03-21,40.876944837340886
2024-03-22,38.47241867043848
2024-03-23,48.0905233380481
2024-03-24,52.89957567185291
2024-03-25,40.876944837340886
2024-03-26,38.47241867043848
2024-03-27,36.06789250353607
2024-03-28,38.47241867043848
2024-03-29,38.47241867043848
2024-03-30,38.47241867043848
2024-03-31,43.281471004243286
2024-04-01,33.66336633663367
2024-04-02,36.06789250353607
2024-04-03,36.06789250353607
2024-04-04,33.66336633663367
2024-04-05,33.66336633663367
2024-04-06,36.06789250353607
2024-04-07,38.47241867043848
2024-04-08,33.66336633663367
2024-04-09,36.06789250353607
2024-04-10,38.47241867043848
2024-04-11,33.66336633663367
2024-04-12,40.876944837340886
2024-04-13,48.0905233380481
2024-04-14,50.4950495049505
2024-04-15,36.06789250353607
2024-04-16,33.66336633663367
2024-04-17,48.0905233380481
2024-04-18,38.47241867043848
2024-04-19,38.47241867043848
2024-04-20,40.876944837340886
2024-04-21,43.281471004243286
2024-04-22,36.06789250353607
2024-04-23,31.258840169731265
2024-04-24,36.06789250353607
2024-04-25,31.258840169731265
2024-04-26,31.258840169731265
2024-04-27,36.06789250353607
2024-04-28,38.47241867043848
2024-04-29,31.258840169731265
2024-04-30,28.854314002828858
2024-05-01,33.66336633663367
2024-05-02,28.854314002828858
2024-05-03,28.854314002828858
2024-05-04,31.258840169731265
2024-05-05,33.66336633663367
2024-05-06,26.449787835926454
2024-05-07,24.04526166902405
2024-05-08,26.449787835926454
2024-05-09,26.449787835926454
2024-05-10,24.04526166902405
2024-05-11,31.258840169731265
2024-05-12,33.66336633663367
2024-05-13,26.449787835926454
2024-05-14,24.04526166902405
2024-05-15,26.449787835926454
2024-05-16,24.04526166902405
2024-05-17,24.04526166902405
2024-05-18,26.449787835926454
2024-05-19,33.66336633663367
2024-05-20,24.04526166902405
2024-05-21,24.04526166902405
2024-05-22,24.04526166902405
2024-05-23,24.04526166902405
2024-05-24,24.04526166902405
2024-05-25,26.449787835926454
2024-05-26,28.854314002828858
2024-05-27,26.449787835926454
2024-05-28,21.640735502121643
2024-05-29,21.640735502121643
2024-05-30,24.04526166902405
2024-05-31,24.04526166902405
2024-06-01,24.04526166902405
2024-06-02,26.449787835926454
2024-06-03,21.640735502121643
2024-06-04,21.640735502121643
2024-06-05,24.04526166902405
2024-06-06,21.640735502121643
2024-06-07,21.640735502121643
2024-06-08,26.449787835926454
2024-06-09,26.449787835926454
2024-06-10,24.04526166902405
2024-06-11,24.04526166902405
2024-06-12,24.04526166902405
2024-06-13,24.04526166902405
2024-06-14,21.640735502121643
2024-06-15,24.04526166902405
2024-06-16,24.04526166902405
2024-06-17,24.04526166902405
2024-06-18,21.640735502121643
2024-06-19,24.04526166902405
2024-06-20,21.640735502121643
2024-06-21,21.640735502121643
2024-06-22,26.449787835926454
2024-06-23,31.258840169731265
2024-06-24,26.449787835926454
2024-06-25,26.449787835926454
2024-06-26,24.04526166902405
2024-06-27,24.04526166902405
2024-06-28,24.04526166902405
2024-06-29,26.449787835926454
2024-06-30,26.449787835926454
2024-07-01,21.640735502121643
2024-07-02,21.640735502121643
2024-07-03,21.640735502121643
2024-07-04,26.449787835926454
2024-07-05,24.04526166902405
2024-07-06,26.449787835926454
2024-07-07,28.854314002828858
2024-07-08,24.04526166902405
2024-07-09,21.640735502121643
2024-07-10,21.640735502121643
2024-07-11,21.640735502121643
2024-07-12,24.04526166902405
2024-07-13,36.06789250353607
2024-07-14,26.449787835926454
2024-07-15,21.640735502121643
2024-07-16,21.640735502121643
2024-07-17,21.640735502121643
2024-07-18,21.640735502121643
2024-07-19,24.04526166902405
2024-07-20,24.04526166902405
2024-07-21,26.449787835926454
2024-07-22,24.04526166902405
2024-07-23,21.640735502121643
2024-07-24,21.640735502121643
2024-07-25,24.04526166902405
2024-07-26,21.640735502121643
2024-07-27,24.04526166902405
2024-07-28,24.04526166902405
2024-07-29,21.640735502121643
2024-07-30,21.640735502121643
2024-07-31,21.640735502121643
2024-08-01,21.640735502121643
2024-08-02,21.640735502121643
2024-08-03,24.04526166902405
2024-08-04,24.04526166902405
2024-08-05,21.640735502121643
2024-08-06,19.23620933521924
2024-08-07,21.640735502121643
2024-08-08,21.640735502121643
2024-08-09,21.640735502121643
2024-08-10,31.258840169731265
2024-08-11,31.258840169731265
2024-08-12,26.449787835926454
2024-08-13,24.04526166902405
2024-08-14,24.04526166902405
2024-08-15,24.04526166902405
2024-08-16,24.04526166902405
2024-08-17,26.449787835926454
2024-08-18,28.195404991857647
2024-08-19,21.2448983723964
2024-08-20,19.845946031938865
2024-08-21,19.25587826091987
2024-08-22,19.452567517926205
2024-08-23,19.649256774932535
2024-08-24,24.020675511898258
2024-08-25,26.599763394393783
2024-08-26,19.649256774932535
2024-08-27,19.05918900391354
2024-08-28,17.266858149443344
2024-08-29,23.823986254891928
2024-08-30,21.04820911539007
2024-08-31,23.627296997885594
2024-09-01,26.00969562337479
2024-09-02,24.020675511898258
2024-09-03,19.05918900391354
2024-09-04,17.07016889243701
2024-09-05,17.07016889243701
2024-09-06,16.87347963543068
2024-09-07,21.2448983723964
2024-09-08,23.627296997885594
2024-09-09,17.266858149443344
2024-09-10,17.07016889243701
2024-09-11,16.87347963543068
2024-09-12,17.07016889243701
2024-09-13,17.266858149443344
2024-09-14,21.04820911539007
2024-09-15,21.2448983723964
2024-09-16,16.67679037842435
2024-09-17,17.308654616557188
2024-09-18,16.52189758853186
2024-09-19,17.702033130569852
2024-09-20,19.275547186620507
2024-09-21,23.20933232674714
2024-09-22,22.02919678470915
