Time,you people
2025-12-11,89
2025-12-12,83
2025-12-13,61
2025-12-14,62
2025-12-15,83
2025-12-16,82
2025-12-17,81
2025-12-18,79
2025-12-19,67
2025-12-20,61
2025-12-21,61
2025-12-22,65
2025-12-23,61
2025-12-24,59
2025-12-25,51
2025-12-26,59
2025-12-27,61
2025-12-28,64
2025-12-29,63
2025-12-30,66
2025-12-31,68
2026-01-01,64
2026-01-02,64
2026-01-03,70
2026-01-04,69
2026-01-05,76
2026-01-06,77
2026-01-07,86
2026-01-08,85
2026-01-09,89
2026-01-10,76
2026-01-11,75
2026-01-12,91
2026-01-13,91
2026-01-14,90
2026-01-15,88
2026-01-16,93
2026-01-17,74
2026-01-18,75
2026-01-19,76
2026-01-20,88
2026-01-21,92
2026-01-22,89
2026-01-23,88
2026-01-24,72
2026-01-25,80
2026-01-26,85
2026-01-27,88
2026-01-28,89
2026-01-29,92
2026-01-30,97
2026-01-31,72
2026-02-01,80
2026-02-02,95
2026-02-03,91
2026-02-04,86
2026-02-05,91
2026-02-06,86
2026-02-07,75
2026-02-08,72
2026-02-09,88
2026-02-10,88
2026-02-11,88
2026-02-12,87
2026-02-13,80
2026-02-14,66
2026-02-15,68
2026-02-16,74
2026-02-17,89
2026-02-18,86
2026-02-19,89
2026-02-20,87
2026-02-21,70
2026-02-22,71
2026-02-23,95
2026-02-24,89
2026-02-25,90
2026-02-26,95
2026-02-27,93
2026-02-28,68
2026-03-01,68
2026-03-02,93
2026-03-03,93
2026-03-04,96
2026-03-05,93
2026-03-06,88
2026-03-07,72
2026-03-08,69
2026-03-09,93
2026-03-10,92
2026-03-11,91
2026-03-12,89
2026-03-13,80
2026-03-14,66
2026-03-15,71
2026-03-16,81
2026-03-17,88
2026-03-18,88
2026-03-19,85
2026-03-20,82
2026-03-21,66
2026-03-22,73
2026-03-23,93
2026-03-24,95
2026-03-25,94
2026-03-26,94
2026-03-27,88
2026-03-28,70
2026-03-29,78
2026-03-30,88
2026-03-31,88
2026-04-01,91
2026-04-02,87
2026-04-03,78
2026-04-04,68
2026-04-05,69
2026-04-06,80
2026-04-07,86
2026-04-08,86
2026-04-09,87
2026-04-10,83
2026-04-11,71
2026-04-12,77
2026-04-13,94
2026-04-14,93
2026-04-15,89
2026-04-16,100
2026-04-17,91
2026-04-18,69
2026-04-19,78
2026-04-20,95
2026-04-21,95
2026-04-22,90
2026-04-23,94
2026-04-24,87
2026-04-25,69
2026-04-26,76
2026-04-27,96
2026-04-28,91
2026-04-29,95
2026-04-30,91
2026-05-01,89
2026-05-02,70
2026-05-03,74
2026-05-04,92
2026-05-05,93
2026-05-06,95
2026-05-07,92
2026-05-08,86
2026-05-09,77
2026-05-10,78
2026-05-11,95
2026-05-12,92
2026-05-13,95
2026-05-14,95
2026-05-15,91
2026-05-16,76
2026-05-17,75
2026-05-18,84
2026-05-19,88
2026-05-20,86
2026-05-21,85
2026-05-22,80
2026-05-23,73
2026-05-24,77
2026-05-25,77
2026-05-26,83
2026-05-27,82
2026-05-28,85
2026-05-29,85
2026-05-30,77
2026-05-31,84
