Time,nvidia_stock
2025-01-30,551.1989968168227
2025-01-31,440.9591974534582
2025-02-01,165.35969904504682
2025-02-02,124.01977428378513
2025-02-03,427.17922253303766
2025-02-04,303.15944824925253
2025-02-05,303.15944824925253
2025-02-06,275.59949840841136
2025-02-07,248.03954856757025
2025-02-08,82.67984952252341
2025-02-09,55.11989968168228
2025-02-10,206.69962380630855
2025-02-11,220.4795987267291
2025-02-12,220.4795987267291
2025-02-13,234.25957364714967
2025-02-14,261.8195234879908
2025-02-15,96.45982444294398
2025-02-16,55.11989968168228
2025-02-17,96.45982444294398
2025-02-18,220.4795987267291
2025-02-19,206.69962380630855
2025-02-20,192.91964888588797
2025-02-21,206.69962380630855
2025-02-22,68.89987460210284
2025-02-23,55.11989968168228
2025-02-24,234.25957364714967
2025-02-25,248.03954856757025
2025-02-26,468.51914729429933
2025-02-27,523.6390469759816
2025-02-28,303.15944824925253
2025-03-01,82.67984952252341
2025-03-02,55.11989968168228
2025-03-03,275.59949840841136
2025-03-04,330.71939809009365
2025-03-05,248.03954856757025
2025-03-06,248.03954856757025
2025-03-07,234.25957364714967
2025-03-08,82.67984952252341
2025-03-09,55.11989968168228
2025-03-10,275.59949840841136
2025-03-11,289.379473328832
2025-03-12,248.03954856757025
2025-03-13,220.4795987267291
2025-03-14,220.4795987267291
2025-03-15,68.89987460210284
2025-03-16,55.11989968168228
2025-03-17,234.25957364714967
2025-03-18,220.4795987267291
2025-03-19,220.4795987267291
2025-03-20,192.91964888588797
2025-03-21,179.1396739654674
2025-03-22,55.11989968168228
2025-03-23,41.339924761261706
2025-03-24,179.1396739654674
2025-03-25,165.35969904504682
2025-03-26,179.1396739654674
2025-03-27,179.1396739654674
2025-03-28,179.1396739654674
2025-03-29,55.11989968168228
2025-03-30,41.339924761261706
2025-03-31,206.69962380630855
2025-04-01,165.35969904504682
2025-04-02,192.91964888588797
2025-04-03,316.9394231696731
2025-04-04,385.83929777177593
2025-04-05,137.79974920420568
2025-04-06,82.67984952252341
2025-04-07,427.17922253303766
2025-04-08,358.2793479309348
2025-04-09,454.7391723738788
2025-04-10,330.71939809009365
2025-04-11,261.8195234879908
2025-04-12,82.67984952252341
2025-04-13,55.11989968168228
2025-04-14,248.03954856757025
2025-04-15,220.4795987267291
2025-04-16,381.39414457164025
2025-04-17,248.48406388758383
2025-04-18,126.02009322384617
2025-04-19,45.56282030139059
2025-04-20,42.00669774128205
2025-04-21,220.4795987267291
2025-04-22,206.47736614630176
2025-04-23,220.4795987267291
2025-04-24,206.47736614630176
2025-04-25,192.4751335658744
2025-04-26,56.008930321709414
2025-04-27,42.00669774128205
2025-04-28,188.91901100576587
2025-04-29,182.0290235455556
2025-04-30,174.91677842533852
2025-05-01,206.47736614630176
2025-05-02,182.0290235455556
2025-05-03,52.45280776160088
2025-05-04,42.00669774128205
2025-05-05,150.46843582459235
2025-05-06,150.46843582459235
2025-05-07,160.91454584491117
2025-05-08,206.47736614630176
2025-05-09,164.4706684050197
2025-05-10,42.00669774128205
2025-05-11,38.45057518117352
2025-05-12,248.48406388758383
2025-05-13,244.92794132747528
2025-05-14,248.48406388758383
2025-05-15,241.8163340873803
2025-05-16,199.1428633660779
2025-05-17,64.01020608195361
2025-05-18,49.785715841519476
2025-05-19,206.25510848629497
2025-05-20,184.91837312564377
2025-05-21,184.91837312564377
2025-05-22,199.1428633660779
2025-05-23,163.58163776499256
2025-05-24,42.67347072130241
2025-05-25,35.56122560108534
2025-05-26,49.785715841519476
2025-05-27,206.25510848629497
2025-05-28,426.7347072130241
2025-05-29,426.7347072130241
2025-05-30,220.4795987267291
2025-05-31,56.897960961736544
2025-06-01,42.67347072130241
2025-06-02,170.69388288520963
2025-06-03,206.25510848629497
2025-06-04,199.1428633660779
2025-06-05,192.03061824586084
2025-06-06,199.1428633660779
2025-06-07,56.897960961736544
2025-06-08,35.56122560108534
2025-06-09,199.1428633660779
2025-06-10,184.91837312564377
2025-06-11,184.91837312564377
2025-06-12,177.8061280054267
2025-06-13,170.69388288520963
2025-06-14,49.785715841519476
2025-06-15,35.56122560108534
2025-06-16,184.91837312564377
2025-06-17,163.58163776499256
2025-06-18,156.4693926447755
2025-06-19,92.45918656282188
2025-06-20,142.24490240434136
2025-06-21,42.67347072130241
2025-06-22,35.56122560108534
2025-06-23,156.4693926447755
2025-06-24,177.8061280054267
2025-06-25,206.25510848629497
2025-06-26,234.70408896716324
2025-06-27,213.36735360651204
2025-06-28,71.12245120217068
2025-06-29,49.785715841519476
2025-06-30,199.1428633660779
2025-07-01,206.25510848629497
2025-07-02,184.91837312564377
2025-07-03,192.03061824586084
2025-07-04,71.12245120217068
2025-07-05,49.785715841519476
2025-07-06,42.67347072130241
2025-07-07,177.8061280054267
2025-07-08,184.91837312564377
2025-07-09,277.3775596884657
2025-07-10,270.2653145682486
2025-07-11,227.59184384694618
2025-07-12,78.23469632238775
2025-07-13,56.897960961736544
2025-07-14,220.4795987267291
2025-07-15,348.5000108906363
2025-07-16,256.04082432781445
2025-07-17,263.1530694480315
2025-07-18,234.70408896716324
2025-07-19,85.34694144260482
2025-07-20,78.23469632238775
2025-07-21,227.59184384694618
2025-07-22,227.59184384694618
2025-07-23,227.59184384694618
2025-07-24,234.70408896716324
2025-07-25,213.36735360651204
2025-07-26,71.12245120217068
2025-07-27,64.01020608195361
2025-07-28,220.4795987267291
2025-07-29,234.70408896716324
2025-07-30,263.1530694480315
2025-07-31,305.82654016933395
2025-08-01,241.8163340873803
2025-08-02,71.12245120217068
2025-08-03,49.785715841519476
2025-08-04,213.36735360651204
2025-08-05,227.59184384694618
2025-08-06,227.59184384694618
2025-08-07,227.59184384694618
2025-08-08,220.4795987267291
2025-08-09,85.34694144260482
2025-08-10,64.01020608195361
2025-08-11,256.04082432781445
2025-08-12,220.4795987267291
2025-08-13,206.25510848629497
2025-08-14,206.25510848629497
2025-08-15,206.25510848629497
2025-08-16,56.897960961736544
2025-08-17,49.785715841519476
2025-08-18,199.1428633660779
2025-08-19,213.36735360651204
2025-08-20,220.4795987267291
2025-08-21,206.25510848629497
2025-08-22,227.59184384694618
2025-08-23,71.12245120217068
2025-08-24,56.897960961736544
2025-08-25,220.4795987267291
2025-08-26,213.36735360651204
2025-08-27,519.1938937758459
2025-08-28,426.7347072130241
2025-08-29,263.1530694480315
2025-08-30,78.23469632238775
2025-08-31,49.785715841519476
2025-09-01,78.23469632238775
2025-09-02,241.8163340873803
2025-09-03,199.1428633660779
2025-09-04,206.25510848629497
2025-09-05,199.1428633660779
2025-09-06,71.12245120217068
2025-09-07,42.67347072130241
2025-09-08,184.91837312564377
2025-09-09,192.03061824586084
2025-09-10,199.1428633660779
2025-09-11,163.58163776499256
2025-09-12,156.4693926447755
2025-09-13,42.67347072130241
2025-09-14,35.56122560108534
2025-09-15,177.8061280054267
2025-09-16,170.69388288520963
2025-09-17,206.25510848629497
2025-09-18,234.70408896716324
2025-09-19,220.4795987267291
2025-09-20,71.12245120217068
2025-09-21,56.897960961736544
2025-09-22,256.04082432781445
2025-09-23,248.92857920759738
2025-09-24,206.25510848629497
2025-09-25,199.1428633660779
2025-09-26,192.03061824586084
2025-09-27,71.12245120217068
2025-09-28,49.785715841519476
2025-09-29,206.25510848629497
2025-09-30,213.36735360651204
2025-10-01,206.25510848629497
2025-10-02,227.59184384694618
2025-10-03,227.59184384694618
2025-10-04,49.785715841519476
2025-10-05,42.67347072130241
2025-10-06,206.25510848629497
2025-10-07,256.04082432781445
2025-10-08,220.4795987267291
2025-10-09,220.4795987267291
2025-10-10,234.70408896716324
2025-10-11,85.34694144260482
2025-10-12,56.897960961736544
2025-10-13,213.36735360651204
2025-10-14,206.25510848629497
2025-10-15,199.1428633660779
2025-10-16,192.03061824586084
2025-10-17,177.8061280054267
2025-10-18,56.897960961736544
2025-10-19,42.67347072130241
2025-10-20,192.03061824586084
2025-10-21,170.69388288520963
2025-10-22,163.58163776499256
2025-10-23,163.58163776499256
2025-10-24,177.8061280054267
2025-10-25,49.785715841519476
2025-10-26,49.785715841519476
2025-10-27,206.25510848629497
2025-10-28,256.04082432781445
2025-10-29,469.4081779343265
2025-10-30,305.82654016933395
2025-10-31,263.1530694480315
2025-11-01,99.57143168303895
2025-11-02,78.23469632238775
2025-11-03,248.92857920759738
2025-11-04,241.8163340873803
2025-11-05,241.8163340873803
2025-11-06,241.8163340873803
2025-11-07,241.8163340873803
2025-11-08,99.57143168303895
2025-11-09,56.897960961736544
2025-11-10,220.4795987267291
2025-11-11,241.8163340873803
2025-11-12,234.70408896716324
2025-11-13,248.92857920759738
2025-11-14,220.4795987267291
2025-11-15,78.23469632238775
2025-11-16,64.01020608195361
2025-11-17,298.71429504911686
2025-11-18,341.38776577041926
2025-11-19,640.1020608195361
2025-11-20,711.2245120217068
2025-11-21,391.17348161193877
2025-11-22,120.90816704369016
2025-11-23,71.12245120217068
2025-11-24,241.8163340873803
2025-11-25,320.05103040976803
2025-11-26,248.92857920759738
2025-11-27,99.57143168303895
2025-11-28,163.58163776499256
2025-11-29,78.23469632238775
2025-11-30,64.01020608195361
2025-12-01,220.4795987267291
2025-12-02,220.4795987267291
2025-12-03,213.36735360651204
2025-12-04,199.1428633660779
2025-12-05,213.36735360651204
2025-12-06,71.12245120217068
2025-12-07,56.897960961736544
2025-12-08,199.1428633660779
2025-12-09,227.59184384694618
2025-12-10,206.25510848629497
2025-12-11,198.33465369332595
2025-12-12,198.33465369332595
2025-12-13,63.525280278302446
2025-12-14,42.35018685220163
2025-12-15,171.5020925579616
2025-12-16,161.6419345503879
2025-12-17,182.8170279764887
2025-12-18,203.99212140258953
2025-12-19,198.33465369332595
2025-12-20,61.42393512914741
2025-12-21,50.10899971062025
2025-12-22,182.8170279764887
2025-12-23,171.5020925579616
2025-12-24,158.08581199027935
2025-12-25,65.6266254274575
2025-12-26,171.5020925579616
2025-12-27,71.28409313672107
2025-12-28,55.766467419883824
2025-12-29,169.40074740880652
2025-12-30,150.32699913186076
2025-12-31,148.2256539827057
2026-01-01,57.867812569038875
2026-01-02,163.74327969954294
2026-01-03,63.525280278302446
2026-01-04,50.10899971062025
2026-01-05,184.91837312564377
2026-01-06,200.435998842481
2026-01-07,184.91837312564377
2026-01-08,163.74327969954294
2026-01-09,163.74327969954294
2026-01-10,58.8376641763412
2026-01-11,42.026902983100854
2026-01-12,155.49954103747316
2026-01-13,155.49954103747316
2026-01-14,142.89147014254291
2026-01-15,159.70223133578324
2026-01-16,147.094160440853
2026-01-17,54.63497387803111
2026-01-18,42.026902983100854
2026-01-19,67.24304477296137
2026-01-20,176.5129925290236
2026-01-21,201.72913431888412
2026-01-22,172.31030223071352
2026-01-23,147.094160440853
2026-01-24,54.63497387803111
2026-01-25,42.026902983100854
2026-01-26,147.094160440853
2026-01-27,155.49954103747316
2026-01-28,163.90492163409334
2026-01-29,172.31030223071352
2026-01-30,159.70223133578324
2026-01-31,67.24304477296137
2026-02-01,54.63497387803111
2026-02-02,172.31030223071352
2026-02-03,176.5129925290236
2026-02-04,189.12106342395384
2026-02-05,193.32375372226394
2026-02-06,218.53989551212445
2026-02-07,79.85111566789162
2026-02-08,46.22959328141094
2026-02-09,172.31030223071352
2026-02-10,151.2968507391631
2026-02-11,159.70223133578324
2026-02-12,159.70223133578324
2026-02-13,147.094160440853
2026-02-14,50.43228357972103
2026-02-15,42.026902983100854
2026-02-16,67.24304477296137
2026-02-17,138.6887798442328
2026-02-18,163.90492163409334
2026-02-19,142.89147014254291
2026-02-20,151.2968507391631
2026-02-21,58.8376641763412
2026-02-22,50.43228357972103
2026-02-23,155.49954103747316
2026-02-24,176.5129925290236
2026-02-25,302.5937014783262
2026-02-26,340.4179141631169
2026-02-27,226.94527610874462
2026-02-28,84.05380596620171
2026-03-01,58.8376641763412
2026-03-02,193.32375372226394
2026-03-03,189.12106342395384
2026-03-04,176.5129925290236
2026-03-05,184.91837312564377
2026-03-06,159.70223133578324
2026-03-07,63.04035447465128
2026-03-08,46.22959328141094
2026-03-09,176.5129925290236
2026-03-10,159.70223133578324
2026-03-11,151.2968507391631
2026-03-12,147.094160440853
2026-03-13,138.6887798442328
2026-03-14,54.63497387803111
2026-03-15,75.64842536958155
2026-03-16,184.91837312564377
2026-03-17,205.9318246171942
2026-03-18,180.71568282733367
2026-03-19,205.9318246171942
2026-03-20,168.10761193240342
2026-03-21,75.64842536958155
2026-03-22,46.22959328141094
2026-03-23,176.5129925290236
2026-03-24,155.49954103747316
2026-03-25,147.094160440853
2026-03-26,134.48608954592274
2026-03-27,159.70223133578324
2026-03-28,58.8376641763412
2026-03-29,54.63497387803111
2026-03-30,168.10761193240342
2026-03-31,189.12106342395384
2026-04-01,168.10761193240342
2026-04-02,138.6887798442328
2026-04-03,79.85111566789162
2026-04-04,37.82421268479077
2026-04-05,37.82421268479077
2026-04-06,142.89147014254291
2026-04-07,126.08070894930256
2026-04-08,176.5129925290236
2026-04-09,138.6887798442328
2026-04-10,138.6887798442328
2026-04-11,46.22959328141094
2026-04-12,42.026902983100854
2026-04-13,138.6887798442328
2026-04-14,168.10761193240342
2026-04-15,180.71568282733367
2026-04-16,172.31030223071352
2026-04-17,184.91837312564377
2026-04-18,67.24304477296137
2026-04-19,50.43228357972103
2026-04-20,159.70223133578324
2026-04-21,163.90492163409334
2026-04-22,168.10761193240342
2026-04-23,159.70223133578324
2026-04-24,193.32375372226394
2026-04-25,75.64842536958155
2026-04-26,54.63497387803111
2026-04-27,201.72913431888412
2026-04-28,205.9318246171942
2026-04-29,193.32375372226394
2026-04-30,197.52644402057402
2026-05-01,180.71568282733367
2026-05-02,71.44573507127146
2026-05-03,88.2564962645118
2026-05-04,159.70223133578324
2026-05-05,168.10761193240342
2026-05-06,205.9318246171942
2026-05-07,184.91837312564377
2026-05-08,197.52644402057402
2026-05-09,84.05380596620171
2026-05-10,71.44573507127146
2026-05-11,201.72913431888412
2026-05-12,214.33720521381437
2026-05-13,214.33720521381437
2026-05-14,277.3775596884656
2026-05-15,252.16141789860512
2026-05-16,96.66187686113197
2026-05-17,79.85111566789162
2026-05-18,226.94527610874462
2026-05-19,214.33720521381437
2026-05-20,420.26902983100854
2026-05-21,306.79639177663626
2026-05-22,239.55334700367487
2026-05-23,100.86456715944206
2026-05-24,71.44573507127146
2026-05-25,75.64842536958155
2026-05-26,222.74258581043455
2026-05-27,231.1479664070547
2026-05-28,218.53989551212445
2026-05-29,222.74258581043455
2026-05-30,88.2564962645118
2026-05-31,88.2564962645118
