Time,autozone
2023-04-26,60
2023-04-27,63
2023-04-28,67
2023-04-29,86
2023-04-30,73
2023-05-01,60
2023-05-02,60
2023-05-03,62
2023-05-04,68
2023-05-05,69
2023-05-06,90
2023-05-07,80
2023-05-08,71
2023-05-09,63
2023-05-10,66
2023-05-11,68
2023-05-12,73
2023-05-13,85
2023-05-14,78
2023-05-15,68
2023-05-16,71
2023-05-17,67
2023-05-18,68
2023-05-19,79
2023-05-20,96
2023-05-21,89
2023-05-22,68
2023-05-23,66
2023-05-24,69
2023-05-25,73
2023-05-26,79
2023-05-27,97
2023-05-28,90
2023-05-29,92
2023-05-30,69
2023-05-31,74
2023-06-01,75
2023-06-02,78
2023-06-03,95
2023-06-04,86
2023-06-05,74
2023-06-06,71
2023-06-07,69
2023-06-08,70
2023-06-09,78
2023-06-10,97
2023-06-11,87
2023-06-12,70
2023-06-13,68
2023-06-14,70
2023-06-15,72
2023-06-16,79
2023-06-17,94
2023-06-18,83
2023-06-19,80
2023-06-20,72
2023-06-21,71
2023-06-22,70
2023-06-23,78
2023-06-24,88
2023-06-25,90
2023-06-26,75
2023-06-27,73
2023-06-28,69
2023-06-29,76
2023-06-30,81
2023-07-01,95
2023-07-02,89
2023-07-03,91
2023-07-04,95
2023-07-05,72
2023-07-06,82
2023-07-07,86
2023-07-08,100
2023-07-09,89
2023-07-10,71
2023-07-11,75
2023-07-12,73
2023-07-13,81
2023-07-14,84
2023-07-15,92
2023-07-16,84
2023-07-17,75
2023-07-18,70
2023-07-19,70
2023-07-20,78
2023-07-21,81
2023-07-22,94
2023-07-23,94
2023-07-24,76
2023-07-25,73
2023-07-26,75
2023-07-27,70
2023-07-28,79
2023-07-29,100
2023-07-30,91
2023-07-31,76
2023-08-01,72
2023-08-02,74
2023-08-03,74
2023-08-04,77
2023-08-05,93
2023-08-06,87
2023-08-07,71
2023-08-08,70
2023-08-09,71
2023-08-10,73
2023-08-11,80
2023-08-12,92
2023-08-13,89
2023-08-14,72
2023-08-15,69
2023-08-16,74
2023-08-17,76
2023-08-18,80
2023-08-19,94
2023-08-20,89
2023-08-21,69
2023-08-22,71
2023-08-23,68
2023-08-24,71
2023-08-25,75
2023-08-26,90
2023-08-27,87
2023-08-28,71
2023-08-29,67
2023-08-30,70
2023-08-31,74
2023-09-01,75
2023-09-02,92
2023-09-03,86
2023-09-04,91
2023-09-05,67
2023-09-06,67
2023-09-07,67
2023-09-08,66
2023-09-09,86
2023-09-10,73
2023-09-11,60
2023-09-12,66
2023-09-13,63
2023-09-14,63
2023-09-15,68
2023-09-16,92
2023-09-17,76
2023-09-18,66
2023-09-19,66
2023-09-20,62
2023-09-21,66
2023-09-22,70
2023-09-23,86
2023-09-24,77
2023-09-25,65
2023-09-26,63
2023-09-27,64
2023-09-28,67
2023-09-29,69
2023-09-30,84
2023-10-01,81
2023-10-02,65
2023-10-03,62
2023-10-04,63
2023-10-05,66
2023-10-06,68
2023-10-07,83
2023-10-08,79
2023-10-09,69
2023-10-10,61
2023-10-11,63
2023-10-12,62
2023-10-13,71
2023-10-14,79
2023-10-15,75
2023-10-16,64
2023-10-17,62
2023-10-18,64
2023-10-19,69
2023-10-20,74
2023-10-21,81
2023-10-22,79
2023-10-23,65
2023-10-24,61
2023-10-25,62
2023-10-26,63
2023-10-27,65
2023-10-28,77
2023-10-29,66
2023-10-30,59
2023-10-31,60
2023-11-01,65
2023-11-02,63
2023-11-03,70
2023-11-04,87
2023-11-05,78
2023-11-06,60
2023-11-07,58
2023-11-08,58
2023-11-09,59
2023-11-10,69
2023-11-11,82
2023-11-12,75
2023-11-13,59
2023-11-14,58
2023-11-15,55
2023-11-16,60
2023-11-17,63
2023-11-18,80
2023-11-19,71
2023-11-20,60
2023-11-21,56
2023-11-22,67
2023-11-23,73
2023-11-24,76
2023-11-25,80
2023-11-26,75
2023-11-27,64
2023-11-28,64
2023-11-29,60
2023-11-30,61
2023-12-01,60
2023-12-02,79
2023-12-03,69
2023-12-04,55
2023-12-05,59
2023-12-06,54
2023-12-07,52
2023-12-08,63
2023-12-09,78
2023-12-10,68
2023-12-11,56
2023-12-12,58
2023-12-13,57
2023-12-14,55
2023-12-15,56
2023-12-16,76
2023-12-17,62
2023-12-18,56
2023-12-19,56
2023-12-20,59
2023-12-21,60
2023-12-22,66
2023-12-23,76
2023-12-24,71
2023-12-25,51
2023-12-26,65
2023-12-27,64
2023-12-28,73
2023-12-29,77
2023-12-30,75
2023-12-31,67
2024-01-01,64
2024-01-02,58
2024-01-03,59
2024-01-04,59
2024-01-05,64
2024-01-06,73
2024-01-07,64
2024-01-08,52
2024-01-09,50
2024-01-10,54
2024-01-11,55
2024-01-12,61
2024-01-13,73
2024-01-14,71
2024-01-15,69
2024-01-16,60
2024-01-17,65
2024-01-18,62
2024-01-19,59
2024-01-20,76
