Time,us_bank
2022-04-02,70.0
2022-04-03,50.0
2022-04-04,76.0
2022-04-05,71.0
2022-04-06,76.0
2022-04-07,69.0
2022-04-08,72.0
2022-04-09,63.0
2022-04-10,49.0
2022-04-11,75.0
2022-04-12,78.0
2022-04-13,80.0
2022-04-14,79.0
2022-04-15,87.0
2022-04-16,65.0
2022-04-17,42.0
2022-04-18,77.0
2022-04-19,69.0
2022-04-20,68.0
2022-04-21,74.0
2022-04-22,81.0
2022-04-23,65.0
2022-04-24,42.0
2022-04-25,73.0
2022-04-26,68.0
2022-04-27,67.0
2022-04-28,70.0
2022-04-29,75.0
2022-04-30,70.0
2022-05-01,49.0
2022-05-02,73.0
2022-05-03,69.0
2022-05-04,69.0
2022-05-05,69.0
2022-05-06,83.0
2022-05-07,65.0
2022-05-08,40.0
2022-05-09,65.0
2022-05-10,70.0
2022-05-11,67.0
2022-05-12,71.0
2022-05-13,79.0
2022-05-14,62.0
2022-05-15,47.0
2022-05-16,70.0
2022-05-17,73.0
2022-05-18,71.0
2022-05-19,70.0
2022-05-20,74.0
2022-05-21,65.0
2022-05-22,44.0
2022-05-23,71.0
2022-05-24,80.0
2022-05-25,71.0
2022-05-26,72.0
2022-05-27,79.0
2022-05-28,67.0
2022-05-29,44.0
2022-05-30,50.0
2022-05-31,84.0
2022-06-01,87.0
2022-06-02,82.0
2022-06-03,88.0
2022-06-04,74.0
2022-06-05,52.0
2022-06-06,81.0
2022-06-07,74.0
2022-06-08,85.0
2022-06-09,80.0
2022-06-10,84.0
2022-06-11,75.0
2022-06-12,50.0
2022-06-13,73.0
2022-06-14,80.0
2022-06-15,74.0
2022-06-16,81.0
2022-06-17,83.0
2022-06-18,66.0
2022-06-19,49.0
2022-06-20,95.0
2022-06-21,78.0
2022-06-22,82.0
2022-06-23,74.0
2022-06-24,82.0
2022-06-25,68.0
2022-06-26,45.0
2022-06-27,81.0
2022-06-28,78.0
2022-06-29,81.0
2022-06-30,81.0
2022-07-01,100.0
2022-07-02,76.0
2022-07-03,48.0
2022-07-04,46.0
2022-07-05,87.0
2022-07-06,83.0
2022-07-07,76.0
2022-07-08,83.0
2022-07-09,66.0
2022-07-10,50.0
2022-07-11,75.0
2022-07-12,88.0
2022-07-13,83.0
2022-07-14,80.0
2022-07-15,84.0
2022-07-16,74.0
2022-07-17,47.0
2022-07-18,79.0
2022-07-19,81.0
2022-07-20,77.0
2022-07-21,76.0
2022-07-22,82.0
2022-07-23,64.0
2022-07-24,46.0
2022-07-25,79.0
2022-07-26,77.0
2022-07-27,78.0
2022-07-28,81.0
2022-07-29,98.0
2022-07-30,69.0
2022-07-31,52.0
2022-08-01,93.0
2022-08-02,86.0
2022-08-03,78.0
2022-08-04,78.0
2022-08-05,90.0
2022-08-06,73.0
2022-08-07,58.0
2022-08-08,81.0
2022-08-09,81.0
2022-08-10,85.0
2022-08-11,72.0
2022-08-12,81.0
2022-08-13,72.0
2022-08-14,62.0
2022-08-15,88.0
2022-08-16,80.0
2022-08-17,78.0
2022-08-18,76.0
2022-08-19,85.0
2022-08-20,68.0
2022-08-21,52.0
2022-08-22,76.0
2022-08-23,75.0
2022-08-24,70.0
2022-08-25,78.0
2022-08-26,74.0
2022-08-27,69.0
2022-08-28,50.0
2022-08-29,80.04993000466635
2022-08-30,76.08026131591228
2022-08-31,77.23681754549696
2022-09-01,82.86304246383574
2022-09-02,78.89337377508167
2022-09-03,72.11059262715818
2022-09-04,47.136024265049
2022-09-05,52.26224918338778
2022-09-06,78.89337377508167
2022-09-07,72.11059262715818
2022-09-08,73.76714885674289
2022-09-09,78.89337377508167
2022-09-10,69.7974801679888
2022-09-11,52.76224918338778
2022-09-12,77.23681754549696
2022-09-13,72.11059262715818
2022-09-14,76.58026131591228
2022-09-15,73.76714885674289
2022-09-16,78.39337377508167
2022-09-17,66.9843677088194
2022-09-18,42.009799346710224
2022-09-19,72.61059262715818
2022-09-20,76.58026131591228
2022-09-21,72.11059262715818
2022-09-22,73.76714885674289
2022-09-23,76.08026131591228
2022-09-24,63.01469902006533
2022-09-25,51.105692953803086
2022-09-26,70.9540363975735
2022-09-27,72.61059262715818
2022-09-28,76.16052263182455
2022-09-29,69.5949603359776
2022-09-30,82.7260849276715
2022-10-01,74.84741017265516
2022-10-02,52.52449836677555
2022-10-03,81.4129724685021
2022-10-04,73.53429771348577
2022-10-05,81.4129724685021
2022-10-06,77.47363509099394
2022-10-07,78.78674755016333
2022-10-08,66.96873541763883
2022-10-09,51.211385907606164
2022-10-10,82.7260849276715
2022-10-11,77.47363509099394
2022-10-12,70.90807279514699
2022-10-13,68.28184787680821
2022-10-14,80.09986000933272
2022-10-15,63.02939804013066
2022-10-16,45.95893607092861
2022-10-17,76.16052263182455
2022-10-18,76.16052263182455
2022-10-19,70.90807279514699
2022-10-20,74.84741017265516
2022-10-21,74.84741017265516
2022-10-22,63.02939804013066
2022-10-23,43.33271115258983
2022-10-24,70.90807279514699
2022-10-25,70.90807279514699
2022-10-26,69.5949603359776
2022-10-27,70.90807279514699
2022-10-28,77.47363509099394
2022-10-29,69.5949603359776
2022-10-30,49.898273448436775
2022-10-31,74.84741017265516
2022-11-01,78.78674755016333
2022-11-02,74.84741017265516
2022-11-03,74.84741017265516
2022-11-04,80.09986000933272
2022-11-05,64.34251049930005
2022-11-06,44.64582361175922
2022-11-07,72.22118525431638
2022-11-08,66.96873541763883
2022-11-09,65.65562295846944
2022-11-10,74.84741017265516
2022-11-11,76.16052263182455
2022-11-12,64.34251049930005
2022-11-13,47.272048530098
2022-11-14,76.16052263182455
2022-11-15,86.66542230517966
2022-11-16,82.7260849276715
2022-11-17,81.4129724685021
2022-11-18,82.7260849276715
2022-11-19,66.96873541763883
2022-11-20,53.83761082594494
2022-11-21,66.96873541763883
2022-11-22,72.22118525431638
2022-11-23,74.84741017265516
2022-11-24,47.272048530098
2022-11-25,76.16052263182455
2022-11-26,56.46383574428372
2022-11-27,43.33271115258983
2022-11-28,66.96873541763883
2022-11-29,68.28184787680821
2022-11-30,68.28184787680821
2022-12-01,80.09986000933272
2022-12-02,81.4129724685021
2022-12-03,72.22118525431638
2022-12-04,55.15072328511433
2022-12-05,68.28184787680821
2022-12-06,76.16052263182455
2022-12-07,64.34251049930005
2022-12-08,72.22118525431638
2022-12-09,74.84741017265516
2022-12-10,63.02939804013066
2022-12-11,45.95893607092861
2022-12-12,68.28184787680821
2022-12-13,68.28184787680821
2022-12-14,73.53429771348577
2022-12-15,76.16052263182455
2022-12-16,76.16052263182455
2022-12-17,69.5949603359776
2022-12-18,44.64582361175922
2022-12-19,68.28184787680821
2022-12-20,82.7260849276715
2022-12-21,72.22118525431638
2022-12-22,77.47363509099394
2022-12-23,77.47363509099394
2022-12-24,66.96873541763883
2022-12-25,31.51469902006533
2022-12-26,81.4129724685021
2022-12-27,78.78674755016333
2022-12-28,80.09986000933272
2022-12-29,78.78674755016333
2022-12-30,86.66542230517966
2022-12-31,69.5949603359776
2023-01-01,47.272048530098
2023-01-02,77.47363509099394
2023-01-03,77.47363509099394
2023-01-04,80.09986000933272
2023-01-05,74.84741017265516
2023-01-06,85.35230984601027
2023-01-07,74.84741017265516
2023-01-08,45.95893607092861
2023-01-09,69.5949603359776
2023-01-10,81.4129724685021
2023-01-11,72.22118525431638
2023-01-12,72.22118525431638
2023-01-13,80.09986000933272
2023-01-14,70.90807279514699
2023-01-15,53.83761082594494
2023-01-16,66.96873541763883
2023-01-17,74.84741017265516
2023-01-18,77.47363509099394
2023-01-19,76.16052263182455
2023-01-20,80.09986000933272
2023-01-21,66.96873541763883
2023-01-22,45.95893607092861
2023-01-23,72.22118525431638
2023-01-24,66.96873541763883
2023-01-25,73.53429771348577
2023-01-26,66.96873541763883
2023-01-27,69.5949603359776
2023-01-28,66.96873541763883
2023-01-29,44.64582361175922
2023-01-30,68.28184787680821
2023-01-31,78.78674755016333
2023-02-01,78.78674755016333
2023-02-02,78.78674755016333
2023-02-03,82.7260849276715
2023-02-04,74.84741017265516
2023-02-05,49.898273448436775
2023-02-06,81.4129724685021
2023-02-07,76.16052263182455
2023-02-08,69.5949603359776
2023-02-09,69.5949603359776
2023-02-10,74.84741017265516
2023-02-11,68.28184787680821
2023-02-12,47.272048530098
2023-02-13,65.65562295846944
2023-02-14,70.90807279514699
2023-02-15,76.16052263182455
2023-02-16,69.5949603359776
2023-02-17,80.09986000933272
2023-02-18,73.53429771348577
2023-02-19,53.83761082594494
2023-02-20,63.02939804013066
2023-02-21,72.22118525431638
2023-02-22,72.22118525431638
2023-02-23,73.53429771348577
2023-02-24,81.4129724685021
2023-02-25,69.5949603359776
2023-02-26,48.585160989267386
2023-02-27,72.22118525431638
2023-02-28,82.7260849276715
2023-03-01,82.7260849276715
2023-03-02,73.53429771348577
2023-03-03,81.4129724685021
2023-03-04,76.16052263182455
2023-03-05,49.898273448436775
2023-03-06,69.5949603359776
2023-03-07,72.22118525431638
2023-03-08,69.5949603359776
2023-03-09,66.96873541763883
2023-03-10,106.3621091927205
2023-03-11,89.29164722351844
2023-03-12,72.22118525431638
2023-03-13,131.31124591693887
2023-03-14,106.3621091927205
2023-03-15,98.48343443770416
2023-03-16,94.544097060196
2023-03-17,84.03919738684088
2023-03-18,72.22118525431638
2023-03-19,56.46383574428372
2023-03-20,78.78674755016333
2023-03-21,93.2309846010266
2023-03-22,72.22118525431638
2023-03-23,76.16052263182455
2023-03-24,77.47363509099394
2023-03-25,65.65562295846944
2023-03-26,51.211385907606164
2023-03-27,80.09986000933272
2023-03-28,72.22118525431638
2023-03-29,74.84741017265516
2023-03-30,69.5949603359776
2023-03-31,97.17032197853477
2023-04-01,80.09986000933272
2023-04-02,56.46383574428372
2023-04-03,90.60475968268783
2023-04-04,81.4129724685021
2023-04-05,74.84741017265516
2023-04-06,76.16052263182455
2023-04-07,85.35230984601027
2023-04-08,73.53429771348577
2023-04-09,45.95893607092861
2023-04-10,84.03919738684088
2023-04-11,74.84741017265516
2023-04-12,76.16052263182455
2023-04-13,76.16052263182455
2023-04-14,82.7260849276715
2023-04-15,68.28184787680821
2023-04-16,48.585160989267386
2023-04-17,76.16052263182455
2023-04-18,72.22118525431638
2023-04-19,72.22118525431638
2023-04-20,70.90807279514699
2023-04-21,74.84741017265516
2023-04-22,66.96873541763883
2023-04-23,45.95893607092861
2023-04-24,73.53429771348577
2023-04-25,66.96873541763883
2023-04-26,72.37905019237928
2023-04-27,68.70929755525546
2023-04-28,80.2852501160835
2023-04-29,69.36585378484016
2023-04-30,52.33020305839044
2023-05-01,91.86120267691155
2023-05-02,83.95500275320732
2023-05-03,80.9418063456682
2023-05-04,83.95500275320732
2023-05-05,85.17825363224861
2023-05-06,64.47285026867506
2023-05-07,47.43719954222534
2023-05-08,83.95500275320732
2023-05-09,65.69610114771633
2023-05-10,69.93254843429673
2023-05-11,69.36585378484016
2023-05-12,78.49530458758565
2023-05-13,72.37905019237928
2023-05-14,44.42400313468622
2023-05-15,76.61549747895968
2023-05-16,79.06199923704223
2023-05-17,73.60230107142056
2023-05-18,68.14260290579888
2023-05-19,73.60230107142056
2023-05-20,66.91935202675761
2023-05-21,43.76744690510152
2023-05-22,69.36585378484016
2023-05-23,73.60230107142056
2023-05-24,73.60230107142056
2023-05-25,70.58910466388143
2023-05-26,78.20386162500797
2023-05-27,63.46980073913691
2023-05-28,43.06879335870005
2023-05-29,46.468961255439524
2023-05-30,89.53775461413957
2023-05-31,113.33892989131591
2023-06-01,106.53859409783695
2023-06-02,105.40520479892379
2023-06-03,75.93708302718166
2023-06-04,53.269297048918475
2023-06-05,91.80453321196589
2023-06-06,90.67114391305273
2023-06-07,80.47064022283429
2023-06-08,78.20386162500797
2023-06-09,83.87080811957377
2023-06-10,70.27013653261587
2023-06-11,47.60235055435268
2023-06-12,89.53775461413957
2023-06-13,80.47064022283429
2023-06-14,82.73741882066061
2023-06-15,86.1375867174001
2023-06-16,87.27097601631326
2023-06-17,70.27013653261587
2023-06-18,49.869129152179
2023-06-19,80.47064022283429
2023-06-20,88.40436531522641
2023-06-21,88.40436531522641
2023-06-22,81.60402952174745
2023-06-23,104.27181550001063
2023-06-24,86.1375867174001
2023-06-25,55.5360756467448
2023-06-26,81.60402952174745
2023-06-27,78.20386162500797
2023-06-28,81.60402952174745
2023-06-29,82.73741882066061
2023-06-30,95.20470110870536
2023-07-01,85.00419741848694
2023-07-02,55.5360756467448
2023-07-03,95.20470110870536
2023-07-04,58.936243543484274
2023-07-05,83.87080811957377
2023-07-06,89.53775461413957
2023-07-07,91.80453321196589
2023-07-08,71.40352583152902
2023-07-09,49.869129152179
2023-07-10,80.47064022283429
2023-07-11,78.20386162500797
2023-07-12,79.33725092392113
2023-07-13,80.47064022283429
2023-07-14,87.27097601631326
2023-07-15,72.53691513044218
2023-07-16,46.468961255439524
2023-07-17,82.73741882066061
2023-07-18,89.53775461413957
2023-07-19,79.33725092392113
2023-07-20,82.73741882066061
2023-07-21,79.33725092392113
2023-07-22,68.00335793478955
2023-07-23,49.869129152179
2023-07-24,78.20386162500797
2023-07-25,77.07047232609482
2023-07-26,80.47064022283429
2023-07-27,90.67114391305273
2023-07-28,83.87080811957377
2023-07-29,69.1367472337027
2023-07-30,45.335571956526366
2023-07-31,82.73741882066061
2023-08-01,92.93792251087905
2023-08-02,83.87080811957377
2023-08-03,86.1375867174001
2023-08-04,88.40436531522641
2023-08-05,77.07047232609482
2023-08-06,53.269297048918475
2023-08-07,79.33725092392113
2023-08-08,85.00419741848694
2023-08-09,79.33725092392113
2023-08-10,79.33725092392113
2023-08-11,81.60402952174745
2023-08-12,77.07047232609482
2023-08-13,54.40268634783163
2023-08-14,79.33725092392113
2023-08-15,83.87080811957377
2023-08-16,78.20386162500797
2023-08-17,87.27097601631326
2023-08-18,83.87080811957377
2023-08-19,74.8036937282685
2023-08-20,51.00251845109216
2023-08-21,78.20386162500797
2023-08-22,77.07047232609482
2023-08-23,77.07047232609482
2023-08-24,73.67030442935534
2023-08-25,77.07047232609482
2023-08-26,68.00335793478955
2023-08-27,46.468961255439524
2023-08-28,70.27013653261587
2023-08-29,79.33725092392113
2023-08-30,71.40352583152902
2023-08-31,78.20386162500797
2023-09-01,100.87164760327116
2023-09-02,77.07047232609482
2023-09-03,48.73573985326584
2023-09-04,55.5360756467448
2023-09-05,82.73741882066061
2023-09-06,82.73741882066061
2023-09-07,80.47064022283429
2023-09-08,73.67030442935534
2023-09-09,66.86996863587639
2023-09-10,51.00251845109216
2023-09-11,75.93708302718166
2023-09-12,72.53691513044218
2023-09-13,71.40352583152902
2023-09-14,71.40352583152902
2023-09-15,80.47064022283429
2023-09-16,71.40352583152902
2023-09-17,44.20218265761321
2023-09-18,71.40352583152902
2023-09-19,75.93708302718166
2023-09-20,70.27013653261587
2023-09-21,77.07047232609482
2023-09-22,75.93708302718166
2023-09-23,63.46980073913691
2023-09-24,51.00251845109216
2023-09-25,80.47064022283429
2023-09-26,71.40352583152902
2023-09-27,72.53691513044218
2023-09-28,78.20386162500797
2023-09-29,81.60402952174745
2023-09-30,81.60402952174745
2023-10-01,54.40268634783163
2023-10-02,81.60402952174745
2023-10-03,82.73741882066061
2023-10-04,78.20386162500797
2023-10-05,77.07047232609482
2023-10-06,81.60402952174745
2023-10-07,68.00335793478955
2023-10-08,60.06963284239743
2023-10-09,79.33725092392113
2023-10-10,73.67030442935534
2023-10-11,75.93708302718166
2023-10-12,72.53691513044218
2023-10-13,75.93708302718166
2023-10-14,62.33641144022375
2023-10-15,45.335571956526366
2023-10-16,72.53691513044218
2023-10-17,68.00335793478955
2023-10-18,72.53691513044218
2023-10-19,80.47064022283429
2023-10-20,86.1375867174001
2023-10-21,62.33641144022375
2023-10-22,39.668625461960566
2023-10-23,73.67030442935534
2023-10-24,73.67030442935534
2023-10-25,70.27013653261587
2023-10-26,68.00335793478955
2023-10-27,66.86996863587639
2023-10-28,58.936243543484274
2023-10-29,39.668625461960566
2023-10-30,65.73657933696323
2023-10-31,78.20386162500797
2023-11-01,79.33725092392113
2023-11-02,73.67030442935534
2023-11-03,77.07047232609482
2023-11-04,72.53691513044218
2023-11-05,46.468961255439524
2023-11-06,75.93708302718166
2023-11-07,81.60402952174745
2023-11-08,74.8036937282685
2023-11-09,72.53691513044218
2023-11-10,85.00419741848694
2023-11-11,69.1367472337027
2023-11-12,47.60235055435268
2023-11-13,71.40352583152902
2023-11-14,71.40352583152902
2023-11-15,75.93708302718166
2023-11-16,70.27013653261587
2023-11-17,74.8036937282685
2023-11-18,61.20302214131059
2023-11-19,40.802014760873725
2023-11-20,68.00335793478955
2023-11-21,72.53691513044218
2023-11-22,74.8036937282685
2023-11-23,44.20218265761321
2023-11-24,66.86996863587639
2023-11-25,58.936243543484274
2023-11-26,44.20218265761321
2023-11-27,73.67030442935534
2023-11-28,73.67030442935534
2023-11-29,77.07047232609482
2023-11-30,68.00335793478955
2023-12-01,80.47064022283429
2023-12-02,77.07047232609482
2023-12-03,44.20218265761321
2023-12-04,72.53691513044218
2023-12-05,73.67030442935534
2023-12-06,79.33725092392113
2023-12-07,69.1367472337027
2023-12-08,71.40352583152902
2023-12-09,65.73657933696323
2023-12-10,44.20218265761321
2023-12-11,68.00335793478955
2023-12-12,71.40352583152902
2023-12-13,70.27013653261587
2023-12-14,66.86996863587639
2023-12-15,77.07047232609482
2023-12-16,65.73657933696323
2023-12-17,44.20218265761321
2023-12-18,70.27013653261587
2023-12-19,75.93708302718166
2023-12-20,79.33725092392113
2023-12-21,73.67030442935534
2023-12-22,78.48332747953451
2023-12-23,69.08240665087811
2023-12-24,45.23465373128067
2023-12-25,29.778639387882727
2023-12-26,76.02247537162032
2023-12-27,78.48332747953451
2023-12-28,75.57998776861999
2023-12-29,85.99009084973332
2023-12-30,70.53407650633537
2023-12-31,49.713870344108706
2024-01-01,55.20226920939366
2024-01-02,85.99009084973332
2024-01-03,79.49250973199143
2024-01-04,76.02247537162032
2024-01-05,85.99009084973332
2024-01-06,64.60319003805007
2024-01-07,41.76461937090956
2024-01-08,70.53407650633537
2024-01-09,72.55244101124921
2024-01-10,71.10077115579195
2024-01-11,70.09158890333502
2024-01-12,71.54325875879229
2024-01-13,61.13315567767896
2024-01-14,40.75543711845263
2024-01-15,60.12397342522203
2024-01-16,67.06404214596427
2024-01-17,75.57998776861999
2024-01-18,68.07322439842119
2024-01-19,68.07322439842119
2024-01-20,64.60319003805007
2024-01-21,39.82388427003087
2024-01-22,68.14309086205282
2024-01-23,69.91304127405418
2024-01-24,68.14309086205282
2024-01-25,70.79801648005487
2024-01-26,72.56796689205625
2024-01-27,61.94826442004801
2024-01-28,40.70885947603155
2024-01-29,68.14309086205282
2024-01-30,69.91304127405418
2024-01-31,69.0280660680535
2024-02-01,74.33791730405761
2024-02-02,82.30269415806379
2024-02-03,80.53274374606242
2024-02-04,45.13373550603498
2024-02-05,69.91304127405418
2024-02-06,73.45294209805694
2024-02-07,69.91304127405418
2024-02-08,71.68299168605556
2024-02-09,71.68299168605556
2024-02-10,65.48816524405076
2024-02-11,41.59383468203224
2024-02-12,62.8332396260487
2024-02-13,71.68299168605556
2024-02-14,69.91304127405418
2024-02-15,82.30269415806379
2024-02-16,86.72757018806722
2024-02-17,70.79801648005487
2024-02-18,46.90368591803635
2024-02-19,65.48816524405076
2024-02-20,76.99284292205968
2024-02-21,75.2228925100583
2024-02-22,71.68299168605556
2024-02-23,68.14309086205282
2024-02-24,61.94826442004801
2024-02-25,44.2487603000343
2024-02-26,69.0280660680535
2024-02-27,69.91304127405418
2024-02-28,70.79801648005487
2024-02-29,75.2228925100583
2024-03-01,84.07264457006517
2024-03-02,72.56796689205625
2024-03-03,46.01871071203567
2024-03-04,74.33791730405761
2024-03-05,74.33791730405761
2024-03-06,69.91304127405418
2024-03-07,69.91304127405418
2024-03-08,76.10786771605899
2024-03-09,64.60319003805007
2024-03-10,43.36378509403361
2024-03-11,72.56796689205625
2024-03-12,69.91304127405418
2024-03-13,66.37314045005144
2024-03-14,68.14309086205282
2024-03-15,74.33791730405761
2024-03-16,62.8332396260487
2024-03-17,40.70885947603155
2024-03-18,71.68299168605556
2024-03-19,76.99284292205968
2024-03-20,74.33791730405761
2024-03-21,65.48816524405076
2024-03-22,72.56796689205625
2024-03-23,60.17831400804664
2024-03-24,42.47880988803293
2024-03-25,79.64776854006173
2024-03-26,72.56796689205625
2024-03-27,72.56796689205625
2024-03-28,73.45294209805694
2024-03-29,78.76279333406104
2024-03-30,63.718214832049384
2024-03-31,41.59383468203224
2024-04-01,81.4177189520631
2024-04-02,79.64776854006173
2024-04-03,76.99284292205968
2024-04-04,68.14309086205282
2024-04-05,70.79801648005487
2024-04-06,71.68299168605556
2024-04-07,49.55861153603841
2024-04-08,64.60319003805007
2024-04-09,68.14309086205282
2024-04-10,73.45294209805694
2024-04-11,69.91304127405418
2024-04-12,76.10786771605899
2024-04-13,61.94826442004801
2024-04-14,47.78866112403704
2024-04-15,73.45294209805694
2024-04-16,71.68299168605556
2024-04-17,69.91304127405418
2024-04-18,65.48816524405076
2024-04-19,69.91304127405418
2024-04-20,57.52338839004459
2024-04-21,39.82388427003087
2024-04-22,66.37314045005144
2024-04-23,64.60319003805007
2024-04-24,70.79801648005487
2024-04-25,63.718214832049384
2024-04-26,66.37314045005144
2024-04-27,58.40836359604527
2024-04-28,41.59383468203224
2024-04-29,71.68299168605556
2024-04-30,71.68299168605556
2024-05-01,82.30269415806379
2024-05-02,79.64776854006173
2024-05-03,81.4177189520631
2024-05-04,66.37314045005144
2024-05-05,42.47880988803293
2024-05-06,77.87781812806035
2024-05-07,70.79801648005487
2024-05-08,66.37314045005144
2024-05-09,65.48816524405076
2024-05-10,68.14309086205282
2024-05-11,57.52338839004459
2024-05-12,38.053933858029495
2024-05-13,67.25811565605213
2024-05-14,67.25811565605213
2024-05-15,71.68299168605556
2024-05-16,65.48816524405076
2024-05-17,69.0280660680535
2024-05-18,56.6384131840439
2024-05-19,38.93890906403018
2024-05-20,69.0280660680535
2024-05-21,65.48816524405076
2024-05-22,66.37314045005144
2024-05-23,62.8332396260487
2024-05-24,73.45294209805694
2024-05-25,58.40836359604527
2024-05-26,38.053933858029495
2024-05-27,41.59383468203224
2024-05-28,70.79801648005487
2024-05-29,77.87781812806035
2024-05-30,70.79801648005487
2024-05-31,81.4177189520631
2024-06-01,70.79801648005487
2024-06-02,46.90368591803635
2024-06-03,80.53274374606242
2024-06-04,76.10786771605899
2024-06-05,71.68299168605556
2024-06-06,71.68299168605556
2024-06-07,82.30269415806379
2024-06-08,61.94826442004801
2024-06-09,41.59383468203224
2024-06-10,73.45294209805694
2024-06-11,76.10786771605899
2024-06-12,72.56796689205625
2024-06-13,70.79801648005487
2024-06-14,75.2228925100583
2024-06-15,61.94826442004801
2024-06-16,40.70885947603155
2024-06-17,74.33791730405761
2024-06-18,74.33791730405761
2024-06-19,73.45294209805694
2024-06-20,78.76279333406104
2024-06-21,88.4975206000686
2024-06-22,61.06328921404733
2024-06-23,38.053933858029495
2024-06-24,81.4177189520631
2024-06-25,75.2228925100583
2024-06-26,70.79801648005487
2024-06-27,69.91304127405418
2024-06-28,78.76279333406104
2024-06-29,61.94826442004801
2024-06-30,44.2487603000343
2024-07-01,84.07264457006517
2024-07-02,78.76279333406104
2024-07-03,77.87781812806035
2024-07-04,49.55861153603841
2024-07-05,75.2228925100583
2024-07-06,59.29333880204596
2024-07-07,44.2487603000343
2024-07-08,74.33791730405761
2024-07-09,76.10786771605899
2024-07-10,74.33791730405761
2024-07-11,67.25811565605213
2024-07-12,75.2228925100583
2024-07-13,57.52338839004459
2024-07-14,39.82388427003087
2024-07-15,78.76279333406104
2024-07-16,70.79801648005487
2024-07-17,73.45294209805694
2024-07-18,71.68299168605556
2024-07-19,83.18766936406448
2024-07-20,59.29333880204596
2024-07-21,38.93890906403018
2024-07-22,68.14309086205282
2024-07-23,74.33791730405761
2024-07-24,67.25811565605213
2024-07-25,67.25811565605213
2024-07-26,71.68299168605556
2024-07-27,58.40836359604527
2024-07-28,42.47880988803293
2024-07-29,73.45294209805694
2024-07-30,69.91304127405418
2024-07-31,73.45294209805694
2024-08-01,84.07264457006517
2024-08-02,84.95761977606585
2024-08-03,66.37314045005144
2024-08-04,42.47880988803293
2024-08-05,74.33791730405761
2024-08-06,72.56796689205625
2024-08-07,75.2228925100583
2024-08-08,76.99284292205968
2024-08-09,72.56796689205625
2024-08-10,64.60319003805007
2024-08-11,49.55861153603841
2024-08-12,69.91304127405418
2024-08-13,70.79801648005487
2024-08-14,83.18766936406448
2024-08-15,78.76279333406104
2024-08-16,84.07264457006517
2024-08-17,67.25811565605213
2024-08-18,47.61502674817615
2024-08-19,72.94324118827173
2024-08-20,71.63818281486564
2024-08-21,68.14309086205282
2024-08-22,79.05965210569418
2024-08-23,68.14309086205282
2024-08-24,69.01686385025602
2024-08-25,45.86748077176973
2024-08-26,68.14309086205282
2024-08-27,66.39554488564639
2024-08-28,65.52177189744319
2024-08-29,65.52177189744319
2024-08-30,78.62836672049133
2024-08-31,62.02667994463035
2024-09-01,44.99370778356652
2024-09-02,50.23634571278577
2024-09-03,76.0070477558817
2024-09-04,69.01686385025602
2024-09-05,74.25950177947527
2024-09-06,72.94324118827173
2024-09-07,61.152906956427145
2024-09-08,39.751069854347264
2024-09-09,66.39554488564639
2024-09-10,66.39554488564639
2024-09-11,65.52177189744319
2024-09-12,65.52177189744319
2024-09-13,69.89063683845923
2024-09-14,60.27913396822393
2024-09-15,48.04631213337901
2024-09-16,69.01686385025602
2024-09-17,72.45594471408147
2024-09-18,70.73080317327
2024-09-19,69.86823240286428
2024-09-20,70.73080317327
2024-09-21,56.9296708467783
2024-09-22,46.57882160190952
2024-09-23,67.28052009164708
