Time,wingstop
2022-08-29,26
2022-08-30,38
2022-08-31,63
2022-09-01,56
2022-09-02,57
2022-09-03,70
2022-09-04,61
2022-09-05,54
2022-09-06,35
2022-09-07,33
2022-09-08,35
2022-09-09,38
2022-09-10,50
2022-09-11,54
2022-09-12,31
2022-09-13,29
2022-09-14,28
2022-09-15,31
2022-09-16,38
2022-09-17,45
2022-09-18,50
2022-09-19,29
2022-09-20,27
2022-09-21,25
2022-09-22,27
2022-09-23,38
2022-09-24,42
2022-09-25,45
2022-09-26,27
2022-09-27,27
2022-09-28,26
2022-09-29,32
2022-09-30,34
2022-10-01,38
2022-10-02,41
2022-10-03,26
2022-10-04,24
2022-10-05,26
2022-10-06,27
2022-10-07,32
2022-10-08,42
2022-10-09,43
2022-10-10,30
2022-10-11,26
2022-10-12,25
2022-10-13,30
2022-10-14,37
2022-10-15,42
2022-10-16,45
2022-10-17,27
2022-10-18,24
2022-10-19,25
2022-10-20,28
2022-10-21,32
2022-10-22,44
2022-10-23,40
2022-10-24,26
2022-10-25,23
2022-10-26,24
2022-10-27,26
2022-10-28,31
2022-10-29,41
2022-10-30,42
2022-10-31,28
2022-11-01,27
2022-11-02,24
2022-11-03,27
2022-11-04,31
2022-11-05,41
2022-11-06,44
2022-11-07,25
2022-11-08,23
2022-11-09,27
2022-11-10,31
2022-11-11,32
2022-11-12,38
2022-11-13,39
2022-11-14,27
2022-11-15,26
2022-11-16,25
2022-11-17,26
2022-11-18,31
2022-11-19,41
2022-11-20,39
2022-11-21,29
2022-11-22,25
2022-11-23,29
2022-11-24,27
2022-11-25,17
2022-11-26,35
2022-11-27,35
2022-11-28,26
2022-11-29,23
2022-11-30,25
2022-12-01,26
2022-12-02,31
2022-12-03,42
2022-12-04,43
2022-12-05,28
2022-12-06,27
2022-12-07,27
2022-12-08,30
2022-12-09,33
2022-12-10,42
2022-12-11,44
2022-12-12,31
2022-12-13,28
2022-12-14,28
2022-12-15,31
2022-12-16,34
2022-12-17,43
2022-12-18,42
2022-12-19,33
2022-12-20,31
2022-12-21,31
2022-12-22,33
2022-12-23,39
2022-12-24,44
2022-12-25,31
2022-12-26,32
2022-12-27,36
2022-12-28,36
2022-12-29,40
2022-12-30,43
2022-12-31,51
2023-01-01,47
2023-01-02,41
2023-01-03,29
2023-01-04,30
2023-01-05,30
2023-01-06,34
2023-01-07,43
2023-01-08,45
2023-01-09,32
2023-01-10,30
2023-01-11,29
2023-01-12,27
2023-01-13,32
2023-01-14,45
2023-01-15,43
2023-01-16,37
2023-01-17,28
2023-01-18,25
2023-01-19,25
2023-01-20,31
2023-01-21,45
2023-01-22,48
2023-01-23,33
2023-01-24,25
2023-01-25,26
2023-01-26,27
2023-01-27,33
2023-01-28,42
2023-01-29,45
2023-01-30,28
2023-01-31,25
2023-02-01,27
2023-02-02,28
2023-02-03,32
2023-02-04,43
2023-02-05,41
2023-02-06,28
2023-02-07,28
2023-02-08,31
2023-02-09,29
2023-02-10,35
2023-02-11,47
2023-02-12,100
2023-02-13,28
2023-02-14,28
2023-02-15,29
2023-02-16,26
2023-02-17,31
2023-02-18,40
2023-02-19,43
2023-02-20,33
2023-02-21,26
2023-02-22,26
2023-02-23,27
2023-02-24,33
2023-02-25,44
2023-02-26,43
2023-02-27,28
2023-02-28,25
2023-03-01,29
2023-03-02,28
2023-03-03,30
2023-03-04,38
2023-03-05,41
2023-03-06,27
2023-03-07,25
2023-03-08,25
2023-03-09,27
2023-03-10,33
2023-03-11,42
2023-03-12,42
2023-03-13,32
2023-03-14,38
2023-03-15,39
2023-03-16,42
2023-03-17,45
2023-03-18,47
2023-03-19,49
2023-03-20,33
2023-03-21,30
2023-03-22,33
2023-03-23,34
2023-03-24,37
2023-03-25,44
2023-03-26,44
2023-03-27,33
2023-03-28,29
2023-03-29,27
2023-03-30,31
2023-03-31,34
2023-04-01,45
2023-04-02,44
2023-04-03,29
2023-04-04,27
2023-04-05,29
2023-04-06,30
2023-04-07,33
2023-04-08,40
2023-04-09,38
2023-04-10,29
2023-04-11,25
2023-04-12,26
2023-04-13,28
2023-04-14,33
2023-04-15,39
2023-04-16,40
2023-04-17,26
2023-04-18,24
2023-04-19,28
2023-04-20,44
2023-04-21,51
2023-04-22,50
2023-04-23,50
2023-04-24,30
2023-04-25,28
2023-04-26,29
2023-04-27,31
2023-04-28,33
2023-04-29,39
2023-04-30,41
2023-05-01,27
2023-05-02,25
2023-05-03,27
2023-05-04,27
2023-05-05,33
2023-05-06,40
2023-05-07,41
2023-05-08,27
2023-05-09,25
2023-05-10,29
2023-05-11,29
2023-05-12,32
2023-05-13,40
2023-05-14,43
2023-05-15,29
2023-05-16,27
2023-05-17,29
2023-05-18,32
2023-05-19,35
2023-05-20,40
2023-05-21,40
2023-05-22,32
2023-05-23,27
2023-05-24,28
2023-05-25,30
