Time,youtube.com
2023-02-07,58.5
2023-02-08,63.0
2023-02-09,63.0
2023-02-10,63.0
2023-02-11,63.0
2023-02-12,67.5
2023-02-13,58.5
2023-02-14,58.5
2023-02-15,63.0
2023-02-16,63.0
2023-02-17,67.5
2023-02-18,63.0
2023-02-19,67.5
2023-02-20,63.0
2023-02-21,58.5
2023-02-22,63.0
2023-02-23,58.5
2023-02-24,63.0
2023-02-25,63.0
2023-02-26,67.5
2023-02-27,63.0
2023-02-28,58.5
2023-03-01,58.5
2023-03-02,58.5
2023-03-03,67.5
2023-03-04,63.0
2023-03-05,58.5
2023-03-06,58.5
2023-03-07,58.5
2023-03-08,63.0
2023-03-09,54.0
2023-03-10,67.5
2023-03-11,63.0
2023-03-12,63.0
2023-03-13,58.5
2023-03-14,450.0
2023-03-15,81.0
2023-03-16,72.0
2023-03-17,72.0
2023-03-18,72.0
2023-03-19,67.5
2023-03-20,67.5
2023-03-21,72.0
2023-03-22,67.5
2023-03-23,67.5
2023-03-24,67.5
2023-03-25,72.0
2023-03-26,72.0
2023-03-27,63.0
2023-03-28,63.0
2023-03-29,63.0
2023-03-30,63.0
2023-03-31,67.5
2023-04-01,63.0
2023-04-02,67.5
2023-04-03,58.5
2023-04-04,63.0
2023-04-05,63.0
2023-04-06,63.0
2023-04-07,63.0
2023-04-08,67.5
2023-04-09,63.0
2023-04-10,58.5
2023-04-11,67.5
2023-04-12,63.0
2023-04-13,63.0
2023-04-14,63.0
2023-04-15,63.0
2023-04-16,58.5
2023-04-17,63.0
2023-04-18,58.5
2023-04-19,67.5
2023-04-20,63.0
2023-04-21,63.0
2023-04-22,63.0
2023-04-23,67.5
2023-04-24,63.0
2023-04-25,58.5
2023-04-26,63.30821917808219
2023-04-27,62.198630136986296
2023-04-28,62.93835616438356
2023-04-29,58.83904109589041
2023-04-30,54.0
2023-05-01,59.20890410958904
2023-05-02,58.83904109589041
2023-05-03,59.20890410958904
2023-05-04,62.198630136986296
2023-05-05,59.57876712328767
2023-05-06,54.73972602739725
2023-05-07,55.10958904109589
2023-05-08,58.469178082191775
2023-05-09,58.09931506849315
2023-05-10,62.56849315068493
2023-05-11,62.56849315068493
2023-05-12,59.20890410958904
2023-05-13,64.04794520547945
2023-05-14,58.09931506849315
2023-05-15,59.20890410958904
2023-05-16,62.56849315068493
2023-05-17,62.56849315068493
2023-05-18,63.30821917808219
2023-05-19,62.56849315068493
2023-05-20,55.10958904109589
2023-05-21,58.469178082191775
2023-05-22,57.72945205479452
2023-05-23,58.83904109589041
2023-05-24,58.83904109589041
2023-05-25,62.93835616438356
2023-05-26,62.87671232876712
2023-05-27,59.17808219178082
2023-05-28,56.958904109589035
2023-05-29,65.0958904109589
2023-05-30,54.73972602739726
2023-05-31,56.958904109589035
2023-06-01,55.479452054794514
2023-06-02,60.65753424657534
2023-06-03,55.479452054794514
2023-06-04,55.479452054794514
2023-06-05,57.698630136986296
2023-06-06,58.438356164383556
2023-06-07,56.219178082191775
2023-06-08,59.91780821917808
2023-06-09,56.219178082191775
2023-06-10,57.698630136986296
2023-06-11,56.958904109589035
2023-06-12,56.958904109589035
2023-06-13,58.438356164383556
2023-06-14,57.698630136986296
2023-06-15,59.17808219178082
2023-06-16,59.91780821917808
2023-06-17,52.52054794520548
2023-06-18,61.3972602739726
2023-06-19,51.04109589041096
2023-06-20,57.698630136986296
2023-06-21,59.91780821917808
2023-06-22,56.958904109589035
2023-06-23,58.438356164383556
2023-06-24,55.479452054794514
2023-06-25,55.479452054794514
2023-06-26,56.958904109589035
2023-06-27,54.73972602739726
2023-06-28,55.479452054794514
2023-06-29,56.958904109589035
2023-06-30,56.958904109589035
2023-07-01,52.52054794520548
2023-07-02,62.13698630136986
2023-07-03,56.958904109589035
2023-07-04,54.73972602739726
2023-07-05,56.219178082191775
2023-07-06,56.958904109589035
2023-07-07,56.958904109589035
2023-07-08,62.87671232876712
2023-07-09,54.73972602739726
2023-07-10,56.958904109589035
2023-07-11,54.73972602739726
2023-07-12,51.04109589041096
2023-07-13,58.438356164383556
2023-07-14,59.17808219178082
2023-07-15,54.73972602739726
2023-07-16,54.0
2023-07-17,51.78082191780822
2023-07-18,54.0
2023-07-19,59.17808219178082
2023-07-20,54.73972602739726
2023-07-21,60.65753424657534
2023-07-22,54.0
2023-07-23,59.17808219178082
2023-07-24,51.78082191780822
2023-07-25,54.0
2023-07-26,58.438356164383556
2023-07-27,59.91780821917808
2023-07-28,60.65753424657534
2023-07-29,56.958904109589035
2023-07-30,54.73972602739726
2023-07-31,57.698630136986296
2023-08-01,57.698630136986296
2023-08-02,58.438356164383556
2023-08-03,58.438356164383556
2023-08-04,54.73972602739726
2023-08-05,54.73972602739726
2023-08-06,59.17808219178082
2023-08-07,61.3972602739726
2023-08-08,59.17808219178082
2023-08-09,60.65753424657534
2023-08-10,59.17808219178082
2023-08-11,60.65753424657534
2023-08-12,59.17808219178082
2023-08-13,56.958904109589035
2023-08-14,60.65753424657534
2023-08-15,61.3972602739726
2023-08-16,59.17808219178082
2023-08-17,59.91780821917808
2023-08-18,65.0958904109589
2023-08-19,54.0
2023-08-20,58.438356164383556
2023-08-21,63.61643835616438
2023-08-22,64.35616438356163
2023-08-23,61.3972602739726
2023-08-24,60.65753424657534
2023-08-25,66.57534246575342
2023-08-26,63.61643835616438
2023-08-27,63.61643835616438
2023-08-28,58.438356164383556
2023-08-29,64.35616438356163
2023-08-30,59.91780821917808
2023-08-31,59.91780821917808
2023-09-01,64.35616438356163
2023-09-02,57.698630136986296
2023-09-03,60.65753424657534
2023-09-04,62.87671232876712
2023-09-05,59.17808219178082
2023-09-06,59.91780821917808
2023-09-07,59.91780821917808
2023-09-08,63.61643835616438
2023-09-09,65.83561643835615
2023-09-10,73.97260273972603
2023-09-11,59.91780821917808
2023-09-12,59.17808219178082
2023-09-13,61.3972602739726
2023-09-14,59.91780821917808
2023-09-15,63.61643835616438
2023-09-16,56.958904109589035
2023-09-17,64.35616438356163
2023-09-18,60.65753424657534
2023-09-19,61.3972602739726
2023-09-20,60.65753424657534
2023-09-21,65.0958904109589
2023-09-22,63.61643835616438
2023-09-23,56.219178082191775
2023-09-24,65.83561643835615
2023-09-25,62.13698630136986
2023-09-26,62.87671232876712
2023-09-27,61.3972602739726
2023-09-28,60.65753424657534
2023-09-29,61.3972602739726
2023-09-30,57.698630136986296
2023-10-01,66.57534246575342
2023-10-02,60.65753424657534
2023-10-03,60.65753424657534
2023-10-04,62.13698630136986
2023-10-05,62.13698630136986
2023-10-06,61.3972602739726
2023-10-07,57.698630136986296
2023-10-08,56.219178082191775
2023-10-09,60.65753424657534
2023-10-10,61.3972602739726
2023-10-11,59.91780821917808
2023-10-12,60.65753424657534
2023-10-13,60.65753424657534
2023-10-14,58.438356164383556
2023-10-15,59.91780821917808
2023-10-16,58.438356164383556
2023-10-17,62.13698630136986
2023-10-18,62.87671232876712
2023-10-19,62.13698630136986
2023-10-20,70.27397260273972
2023-10-21,69.53424657534246
2023-10-22,65.0958904109589
2023-10-23,63.61643835616438
2023-10-24,67.31506849315068
2023-10-25,66.57534246575342
2023-10-26,62.87671232876712
2023-10-27,66.57534246575342
2023-10-28,56.958904109589035
2023-10-29,59.91780821917808
2023-10-30,61.3972602739726
2023-10-31,61.3972602739726
2023-11-01,62.13698630136986
2023-11-02,62.87671232876712
2023-11-03,60.65753424657534
2023-11-04,56.958904109589035
2023-11-05,62.13698630136986
2023-11-06,60.65753424657534
2023-11-07,62.13698630136986
2023-11-08,62.13698630136986
2023-11-09,65.83561643835615
2023-11-10,61.3972602739726
2023-11-11,57.698630136986296
2023-11-12,59.17808219178082
2023-11-13,62.13698630136986
2023-11-14,59.91780821917808
2023-11-15,65.83561643835615
2023-11-16,59.17808219178082
2023-11-17,62.13698630136986
2023-11-18,55.479452054794514
2023-11-19,55.479452054794514
2023-11-20,62.13698630136986
2023-11-21,62.13698630136986
2023-11-22,61.3972602739726
2023-11-23,57.698630136986296
2023-11-24,54.0
2023-11-25,56.219178082191775
2023-11-26,58.438356164383556
2023-11-27,58.438356164383556
2023-11-28,60.65753424657534
2023-11-29,61.3972602739726
2023-11-30,60.65753424657534
2023-12-01,60.65753424657534
2023-12-02,61.3972602739726
2023-12-03,56.219178082191775
2023-12-04,59.17808219178082
2023-12-05,62.87671232876712
2023-12-06,65.83561643835615
2023-12-07,62.87671232876712
2023-12-08,59.17808219178082
2023-12-09,56.958904109589035
2023-12-10,58.438356164383556
2023-12-11,56.219178082191775
2023-12-12,58.438356164383556
2023-12-13,63.61643835616438
2023-12-14,62.87671232876712
2023-12-15,59.17808219178082
2023-12-16,54.0
2023-12-17,56.958904109589035
2023-12-18,61.3972602739726
2023-12-19,66.57534246575342
2023-12-20,62.13698630136986
2023-12-21,62.87671232876712
2023-12-22,63.5812133072407
2023-12-23,62.0665362035225
2023-12-24,60.93933463796477
2023-12-25,63.5812133072407
2023-12-26,58.66731898238747
2023-12-27,55.63796477495107
2023-12-28,54.12328767123287
2023-12-29,56.7651663405088
2023-12-30,56.39530332681017
2023-12-31,58.279843444227
2024-01-01,59.037181996086105
2024-01-02,62.0665362035225
2024-01-03,65.0958904109589
2024-01-04,61.69667318982387
2024-01-05,66.6105675146771
2024-01-06,62.8238747553816
2024-01-07,64.3385518590998
2024-01-08,59.42465753424657
2024-01-09,60.18199608610567
2024-01-10,64.3385518590998
2024-01-11,65.0958904109589
2024-01-12,64.3385518590998
2024-01-13,61.69667318982387
2024-01-14,64.3385518590998
2024-01-15,58.66731898238747
2024-01-16,63.21135029354207
2024-01-17,63.21135029354207
2024-01-18,61.69667318982387
2024-01-19,60.551859099804304
2024-01-20,65.0958904109589
2024-01-21,58.12133072407045
2024-01-22,60.44618395303326
2024-01-23,64.32093933463796
2024-01-24,68.9706457925636
2024-01-25,65.0958904109589
2024-01-26,67.42074363992172
2024-01-27,64.32093933463796
2024-01-28,62.771037181996086
2024-01-29,63.545988258317024
2024-01-30,68.19569471624266
2024-01-31,68.19569471624266
2024-02-01,68.9706457925636
2024-02-02,72.07045009784736
2024-02-03,62.771037181996086
2024-02-04,67.42074363992172
2024-02-05,64.32093933463796
2024-02-06,68.9706457925636
2024-02-07,72.07045009784736
2024-02-08,61.2211350293542
2024-02-09,68.9706457925636
2024-02-10,64.32093933463796
2024-02-11,71.29549902152641
2024-02-12,67.42074363992172
2024-02-13,68.9706457925636
2024-02-14,69.74559686888453
2024-02-15,72.84540117416829
2024-02-16,75.17025440313111
2024-02-17,66.64579256360078
2024-02-18,69.74559686888453
2024-02-19,72.84540117416829
2024-02-20,71.29549902152641
2024-02-21,70.52054794520548
2024-02-22,76.72015655577299
2024-02-23,68.19569471624266
2024-02-24,69.74559686888453
2024-02-25,72.07045009784736
2024-02-26,71.29549902152641
2024-02-27,74.39530332681016
2024-02-28,75.94520547945206
2024-02-29,72.07045009784736
2024-03-01,75.94520547945206
2024-03-02,60.44618395303326
2024-03-03,71.29549902152641
2024-03-04,69.74559686888453
2024-03-05,75.94520547945206
2024-03-06,71.29549902152641
2024-03-07,77.49510763209393
2024-03-08,70.52054794520548
2024-03-09,68.19569471624266
2024-03-10,72.84540117416829
2024-03-11,72.84540117416829
2024-03-12,71.29549902152641
2024-03-13,68.19569471624266
2024-03-14,72.84540117416829
2024-03-15,72.07045009784736
2024-03-16,68.19569471624266
2024-03-17,62.771037181996086
2024-03-18,67.42074363992172
2024-03-19,70.52054794520548
2024-03-20,74.39530332681016
2024-03-21,75.94520547945206
2024-03-22,75.94520547945206
2024-03-23,64.32093933463796
2024-03-24,69.74559686888453
2024-03-25,65.87084148727983
2024-03-26,72.84540117416829
2024-03-27,72.07045009784736
2024-03-28,70.52054794520548
2024-03-29,70.52054794520548
2024-03-30,64.32093933463796
2024-03-31,59.671232876712324
2024-04-01,68.9706457925636
2024-04-02,73.62035225048923
2024-04-03,69.74559686888453
2024-04-04,72.07045009784736
2024-04-05,71.29549902152641
2024-04-06,59.671232876712324
2024-04-07,58.896281800391385
2024-04-08,67.42074363992172
2024-04-09,74.39530332681016
2024-04-10,72.84540117416829
2024-04-11,75.17025440313111
2024-04-12,72.07045009784736
2024-04-13,67.42074363992172
2024-04-14,63.545988258317024
2024-04-15,69.74559686888453
2024-04-16,71.29549902152641
2024-04-17,75.17025440313111
2024-04-18,70.52054794520548
2024-04-19,75.17025440313111
2024-04-20,72.84540117416829
2024-04-21,64.32093933463796
2024-04-22,69.74559686888453
2024-04-23,72.07045009784736
2024-04-24,75.17025440313111
2024-04-25,70.52054794520548
2024-04-26,71.29549902152641
2024-04-27,62.771037181996086
2024-04-28,60.44618395303326
2024-04-29,67.42074363992172
2024-04-30,68.9706457925636
2024-05-01,64.32093933463796
2024-05-02,77.49510763209393
2024-05-03,69.74559686888453
2024-05-04,64.32093933463796
2024-05-05,61.99608610567515
2024-05-06,70.52054794520548
2024-05-07,74.39530332681016
2024-05-08,72.07045009784736
2024-05-09,75.94520547945206
2024-05-10,75.17025440313111
2024-05-11,64.32093933463796
2024-05-12,65.87084148727983
2024-05-13,69.74559686888453
2024-05-14,70.52054794520548
2024-05-15,76.72015655577299
2024-05-16,67.42074363992172
2024-05-17,67.42074363992172
2024-05-18,58.12133072407045
2024-05-19,65.0958904109589
2024-05-20,72.84540117416829
2024-05-21,68.9706457925636
2024-05-22,72.84540117416829
2024-05-23,75.17025440313111
2024-05-24,72.07045009784736
2024-05-25,61.2211350293542
2024-05-26,65.0958904109589
2024-05-27,62.771037181996086
2024-05-28,72.07045009784736
2024-05-29,69.74559686888453
2024-05-30,69.74559686888453
2024-05-31,73.62035225048923
2024-06-01,59.671232876712324
2024-06-02,63.545988258317024
2024-06-03,65.87084148727983
2024-06-04,72.07045009784736
2024-06-05,70.52054794520548
2024-06-06,72.07045009784736
2024-06-07,69.74559686888453
2024-06-08,66.64579256360078
2024-06-09,63.545988258317024
2024-06-10,67.42074363992172
2024-06-11,69.74559686888453
2024-06-12,69.74559686888453
2024-06-13,70.52054794520548
2024-06-14,68.19569471624266
2024-06-15,62.771037181996086
2024-06-16,59.671232876712324
2024-06-17,69.74559686888453
2024-06-18,65.87084148727983
2024-06-19,65.0958904109589
2024-06-20,65.87084148727983
2024-06-21,72.07045009784736
2024-06-22,62.771037181996086
2024-06-23,65.87084148727983
2024-06-24,68.19569471624266
2024-06-25,65.0958904109589
2024-06-26,71.29549902152641
2024-06-27,69.74559686888453
2024-06-28,68.9706457925636
2024-06-29,63.545988258317024
2024-06-30,58.896281800391385
2024-07-01,64.32093933463796
2024-07-02,68.19569471624266
2024-07-03,65.0958904109589
2024-07-04,61.2211350293542
2024-07-05,58.12133072407045
2024-07-06,62.771037181996086
2024-07-07,58.12133072407045
2024-07-08,66.64579256360078
2024-07-09,64.32093933463796
2024-07-10,65.0958904109589
2024-07-11,66.64579256360078
2024-07-12,65.87084148727983
2024-07-13,55.79647749510763
2024-07-14,63.545988258317024
2024-07-15,67.42074363992172
2024-07-16,66.64579256360078
2024-07-17,72.07045009784736
2024-07-18,68.19569471624266
2024-07-19,65.0958904109589
2024-07-20,60.44618395303326
2024-07-21,64.32093933463796
2024-07-22,65.0958904109589
2024-07-23,65.0958904109589
2024-07-24,65.87084148727983
2024-07-25,68.19569471624266
2024-07-26,65.0958904109589
2024-07-27,56.57142857142857
2024-07-28,58.12133072407045
2024-07-29,68.19569471624266
2024-07-30,63.545988258317024
2024-07-31,66.64579256360078
2024-08-01,60.44618395303326
2024-08-02,58.12133072407045
2024-08-03,57.34637964774951
2024-08-04,54.24657534246575
2024-08-05,56.57142857142857
2024-08-06,59.671232876712324
2024-08-07,55.79647749510763
2024-08-08,62.771037181996086
2024-08-09,67.42074363992172
2024-08-10,55.79647749510763
2024-08-11,55.79647749510763
2024-08-12,63.545988258317024
2024-08-13,61.99608610567515
2024-08-14,61.2211350293542
2024-08-15,64.32093933463796
2024-08-16,61.2211350293542
2024-08-17,58.896281800391385
2024-08-18,62.77103718199608
2024-08-19,61.95943301422753
2024-08-20,62.77103718199608
2024-08-21,65.20584968530173
2024-08-22,66.82905802083883
2024-08-23,66.0174538530703
2024-08-24,60.33622467869043
2024-08-25,65.20584968530173
2024-08-26,61.95943301422753
2024-08-27,65.20584968530173
2024-08-28,68.83974189453642
2024-08-29,63.58264134976463
2024-08-30,68.83974189453642
2024-08-31,59.948749140529955
2024-09-01,60.760353308298505
2024-09-02,55.46659967207912
2024-09-03,68.02813772676785
2024-09-04,62.77103718199608
2024-09-05,63.58264134976463
2024-09-06,62.77103718199608
2024-09-07,61.95943301422753
2024-09-08,59.52462051092188
2024-09-09,59.948749140529955
2024-09-10,66.82905802083883
2024-09-11,67.21653355899932
2024-09-12,66.40492939123075
2024-09-13,66.82905802083883
2024-09-14,61.95943301422753
2024-09-15,58.71301634315333
2024-09-16,59.948749140529955
2024-09-17,66.16406621886074
2024-09-18,65.31580895964457
2024-09-19,65.31580895964457
2024-09-20,72.10186703337388
2024-09-21,62.77103718199608
2024-09-22,59.378008145131425
2024-09-23,64.4675517004284
2024-09-24,65.31580895964457
2024-09-25,69.55709525572539
2024-09-26,62.77103718199608
2024-09-27,63.61929444121224
2024-09-28,59.378008145131425
2024-09-29,59.378008145131425
2024-09-30,59.378008145131425
2024-10-01,62.77103718199608
2024-10-02,63.61929444121224
2024-10-03,64.4675517004284
2024-10-04,66.16406621886074
2024-10-05,60.22626540434759
2024-10-06,55.13672184905061
2024-10-07,59.378008145131425
2024-10-08,60.22626540434759
2024-10-09,61.074522663563755
2024-10-10,61.92277992277992
2024-10-11,61.074522663563755
2024-10-12,52.591950071402124
2024-10-13,59.378008145131425
2024-10-14,55.13672184905061
2024-10-15,60.22626540434759
2024-10-16,59.378008145131425
2024-10-17,61.074522663563755
2024-10-18,64.4675517004284
2024-10-19,51.743692812185955
2024-10-20,55.98497910826677
2024-10-21,60.22626540434759
2024-10-22,58.52975088591526
2024-10-23,61.92277992277992
2024-10-24,68.70883799650922
2024-10-25,60.22626540434759
2024-10-26,60.22626540434759
2024-10-27,58.52975088591526
2024-10-28,60.22626540434759
2024-10-29,61.074522663563755
2024-10-30,62.77103718199608
2024-10-31,61.074522663563755
2024-11-01,63.61929444121224
2024-11-02,59.378008145131425
2024-11-03,55.98497910826677
2024-11-04,53.440207330618286
2024-11-05,55.98497910826677
2024-11-06,51.743692812185955
2024-11-07,59.378008145131425
2024-11-08,64.4675517004284
2024-11-09,53.440207330618286
2024-11-10,55.98497910826677
2024-11-11,55.98497910826677
2024-11-12,56.83323636748294
2024-11-13,58.52975088591526
2024-11-14,57.6814936266991
2024-11-15,57.6814936266991
2024-11-16,55.13672184905061
2024-11-17,59.378008145131425
2024-11-18,58.52975088591526
2024-11-19,61.074522663563755
2024-11-20,58.52975088591526
2024-11-21,61.074522663563755
2024-11-22,53.440207330618286
2024-11-23,48.3506637753213
2024-11-24,53.440207330618286
2024-11-25,55.13672184905061
2024-11-26,55.13672184905061
2024-11-27,56.83323636748294
