Time,nike
2023-12-22,93
2023-12-23,96
2023-12-24,82
2023-12-25,100
2023-12-26,95
2023-12-27,85
2023-12-28,73
2023-12-29,74
2023-12-30,76
2023-12-31,67
2024-01-01,61
2024-01-02,63
2024-01-03,64
2024-01-04,60
2024-01-05,60
2024-01-06,70
2024-01-07,70
2024-01-08,63
2024-01-09,61
2024-01-10,57
2024-01-11,59
2024-01-12,60
2024-01-13,65
2024-01-14,64
2024-01-15,56
2024-01-16,51
2024-01-17,54
2024-01-18,52
2024-01-19,54
2024-01-20,65
2024-01-21,64
2024-01-22,55
2024-01-23,53
2024-01-24,56
2024-01-25,58
2024-01-26,55
2024-01-27,67
2024-01-28,66
2024-01-29,56
2024-01-30,53
2024-01-31,55
2024-02-01,55
2024-02-02,57
2024-02-03,68
2024-02-04,69
2024-02-05,58
2024-02-06,56
2024-02-07,54
2024-02-08,59
2024-02-09,60
2024-02-10,71
2024-02-11,71
2024-02-12,50
2024-02-13,57
2024-02-14,55
2024-02-15,55
2024-02-16,63
2024-02-17,70
2024-02-18,75
2024-02-19,65
2024-02-20,60
2024-02-21,58
2024-02-22,60
2024-02-23,62
2024-02-24,71
2024-02-25,74
2024-02-26,60
2024-02-27,57
2024-02-28,58
2024-02-29,59
2024-03-01,58
2024-03-02,71
2024-03-03,72
2024-03-04,64
2024-03-05,57
2024-03-06,58
2024-03-07,57
2024-03-08,58
2024-03-09,68
2024-03-10,71
2024-03-11,57
2024-03-12,56
2024-03-13,59
2024-03-14,56
2024-03-15,58
2024-03-16,69
2024-03-17,70
2024-03-18,58
2024-03-19,55
2024-03-20,55
2024-03-21,54
2024-03-22,53
2024-03-23,65
2024-03-24,69
2024-03-25,57
2024-03-26,58
2024-03-27,55
2024-03-28,57
2024-03-29,57
2024-03-30,63
2024-03-31,66
2024-04-01,55
2024-04-02,53
2024-04-03,56
2024-04-04,54
2024-04-05,53
2024-04-06,64
2024-04-07,65
2024-04-08,52
2024-04-09,54
2024-04-10,56
2024-04-11,55
2024-04-12,61
2024-04-13,70
2024-04-14,73
2024-04-15,59
2024-04-16,57
2024-04-17,57
2024-04-18,64
2024-04-19,61
2024-04-20,70
2024-04-21,75
2024-04-22,64
2024-04-23,58
2024-04-24,57
2024-04-25,59
2024-04-26,56
2024-04-27,69
2024-04-28,67
2024-04-29,59
2024-04-30,55
2024-05-01,58
2024-05-02,56
2024-05-03,60
2024-05-04,65
2024-05-05,70
2024-05-06,57
2024-05-07,56
2024-05-08,55
2024-05-09,57
2024-05-10,52
2024-05-11,63
2024-05-12,67
2024-05-13,56
2024-05-14,54
2024-05-15,52
2024-05-16,56
2024-05-17,54
2024-05-18,63
2024-05-19,66
2024-05-20,54
2024-05-21,54
2024-05-22,54
2024-05-23,52
2024-05-24,53
2024-05-25,64
2024-05-26,64
2024-05-27,65
2024-05-28,54
2024-05-29,52
2024-05-30,52
2024-05-31,53
2024-06-01,62
2024-06-02,63
2024-06-03,56
2024-06-04,56
2024-06-05,56
2024-06-06,54
2024-06-07,54
2024-06-08,64
2024-06-09,64
2024-06-10,53
2024-06-11,54
2024-06-12,54
2024-06-13,56
2024-06-14,55
2024-06-15,60
2024-06-16,65
2024-06-17,56
2024-06-18,50
2024-06-19,56
2024-06-20,53
2024-06-21,53
2024-06-22,62
2024-06-23,64
2024-06-24,56
2024-06-25,54
2024-06-26,53
2024-06-27,53
2024-06-28,58
2024-06-29,62
2024-06-30,60
2024-07-01,58
2024-07-02,56
2024-07-03,57
2024-07-04,59
2024-07-05,56
2024-07-06,61
2024-07-07,64
2024-07-08,59
2024-07-09,59
2024-07-10,62
2024-07-11,60
2024-07-12,63
2024-07-13,67
2024-07-14,62
2024-07-15,58
2024-07-16,62
2024-07-17,60
2024-07-18,64
2024-07-19,64
2024-07-20,76
2024-07-21,73
2024-07-22,64
2024-07-23,63
2024-07-24,66
2024-07-25,64
2024-07-26,69
2024-07-27,75
2024-07-28,79
2024-07-29,70
2024-07-30,68
2024-07-31,67
2024-08-01,71
2024-08-02,72
2024-08-03,89
2024-08-04,91
2024-08-05,72
2024-08-06,72
2024-08-07,73
2024-08-08,72
2024-08-09,73
2024-08-10,85
2024-08-11,87
2024-08-12,66
2024-08-13,68
2024-08-14,67
2024-08-15,68
2024-08-16,67
2024-08-17,76
2024-08-18,78
2024-08-19,63
2024-08-20,66
2024-08-21,62
2024-08-22,62
2024-08-23,62
2024-08-24,75
2024-08-25,74
2024-08-26,60
2024-08-27,58
2024-08-28,58
2024-08-29,59
2024-08-30,60
2024-08-31,68
2024-09-01,68
2024-09-02,64
2024-09-03,56
2024-09-04,57
2024-09-05,49
2024-09-06,49
2024-09-07,62
2024-09-08,63
2024-09-09,51
2024-09-10,50
2024-09-11,46
2024-09-12,50
2024-09-13,46
2024-09-14,61
2024-09-15,58
2024-09-16,51
