Time,nike
2022-08-29,39
2022-08-30,41
2022-08-31,40
2022-09-01,40
2022-09-02,40
2022-09-03,49
2022-09-04,49
2022-09-05,48
2022-09-06,39
2022-09-07,35
2022-09-08,34
2022-09-09,35
2022-09-10,42
2022-09-11,43
2022-09-12,36
2022-09-13,35
2022-09-14,35
2022-09-15,37
2022-09-16,37
2022-09-17,43
2022-09-18,44
2022-09-19,34
2022-09-20,33
2022-09-21,34
2022-09-22,37
2022-09-23,36
2022-09-24,43
2022-09-25,42
2022-09-26,37
2022-09-27,36
2022-09-28,36
2022-09-29,38
2022-09-30,42
2022-10-01,47
2022-10-02,47
2022-10-03,40
2022-10-04,37
2022-10-05,36
2022-10-06,38
2022-10-07,37
2022-10-08,43
2022-10-09,45
2022-10-10,39
2022-10-11,38
2022-10-12,38
2022-10-13,38
2022-10-14,38
2022-10-15,43
2022-10-16,43
2022-10-17,38
2022-10-18,36
2022-10-19,37
2022-10-20,40
2022-10-21,36
2022-10-22,43
2022-10-23,43
2022-10-24,37
2022-10-25,37
2022-10-26,36
2022-10-27,36
2022-10-28,35
2022-10-29,43
2022-10-30,41
2022-10-31,33
2022-11-01,32
2022-11-02,37
2022-11-03,39
2022-11-04,43
2022-11-05,50
2022-11-06,48
2022-11-07,41
2022-11-08,39
2022-11-09,36
2022-11-10,41
2022-11-11,45
2022-11-12,51
2022-11-13,52
2022-11-14,45
2022-11-15,46
2022-11-16,46
2022-11-17,45
2022-11-18,46
2022-11-19,61
2022-11-20,59
2022-11-21,52
2022-11-22,49
2022-11-23,53
2022-11-24,62
2022-11-25,100
2022-11-26,82
2022-11-27,72
2022-11-28,70
2022-11-29,60
2022-11-30,49
2022-12-01,51
2022-12-02,56
2022-12-03,59
2022-12-04,62
2022-12-05,54
2022-12-06,54
2022-12-07,52
2022-12-08,56
2022-12-09,53
2022-12-10,67
2022-12-11,71
2022-12-12,56
2022-12-13,53
2022-12-14,54
2022-12-15,57
2022-12-16,54
2022-12-17,65
2022-12-18,63
2022-12-19,56
2022-12-20,57
2022-12-21,58
2022-12-22,54
2022-12-23,54
2022-12-24,53
2022-12-25,68
2022-12-26,69
2022-12-27,54
2022-12-28,51
2022-12-29,48
2022-12-30,49
2022-12-31,46
2023-01-01,43
2023-01-02,44
2023-01-03,41
2023-01-04,40
2023-01-05,40
2023-01-06,42
2023-01-07,48
2023-01-08,48
2023-01-09,41
2023-01-10,38
2023-01-11,39
2023-01-12,39
2023-01-13,39
2023-01-14,47
2023-01-15,45
2023-01-16,42
2023-01-17,38
2023-01-18,38
2023-01-19,43
2023-01-20,39
2023-01-21,47
2023-01-22,44
2023-01-23,39
2023-01-24,38
2023-01-25,36
2023-01-26,40
2023-01-27,38
2023-01-28,44
2023-01-29,47
2023-01-30,41
2023-01-31,40
2023-02-01,43
2023-02-02,40
2023-02-03,41
2023-02-04,49
2023-02-05,48
2023-02-06,40
2023-02-07,39
2023-02-08,39
2023-02-09,39
2023-02-10,41
2023-02-11,47
2023-02-12,48
2023-02-13,39
2023-02-14,38
2023-02-15,39
2023-02-16,39
2023-02-17,41
2023-02-18,48
2023-02-19,50
2023-02-20,45
2023-02-21,40
2023-02-22,39
2023-02-23,39
2023-02-24,39
2023-02-25,47
2023-02-26,53
2023-02-27,41
2023-02-28,38
2023-03-01,40
2023-03-02,39
2023-03-03,39
2023-03-04,50
2023-03-05,52
2023-03-06,43
2023-03-07,39
2023-03-08,41
2023-03-09,40
2023-03-10,40
2023-03-11,51
2023-03-12,49
2023-03-13,39
2023-03-14,43
2023-03-15,40
2023-03-16,40
2023-03-17,41
2023-03-18,48
2023-03-19,51
2023-03-20,42
2023-03-21,44
2023-03-22,40
2023-03-23,40
2023-03-24,40
2023-03-25,49
2023-03-26,51
2023-03-27,40
2023-03-28,40
2023-03-29,36
2023-03-30,38
2023-03-31,40
2023-04-01,48
2023-04-02,49
2023-04-03,39
2023-04-04,40
2023-04-05,39
2023-04-06,45
2023-04-07,46
2023-04-08,52
2023-04-09,52
2023-04-10,44
2023-04-11,41
2023-04-12,42
2023-04-13,41
2023-04-14,42
2023-04-15,47
2023-04-16,50
2023-04-17,39
2023-04-18,38
2023-04-19,40
2023-04-20,39
2023-04-21,39
2023-04-22,46
2023-04-23,47
2023-04-24,38
2023-04-25,39
2023-04-26,40
2023-04-27,38
2023-04-28,37
2023-04-29,46
2023-04-30,46
2023-05-01,38
2023-05-02,38
2023-05-03,38
2023-05-04,38
2023-05-05,36
2023-05-06,47
2023-05-07,43
2023-05-08,37
2023-05-09,38
2023-05-10,38
2023-05-11,36
2023-05-12,39
2023-05-13,48
2023-05-14,51
2023-05-15,42
2023-05-16,39
2023-05-17,38
2023-05-18,40
2023-05-19,40
2023-05-20,47
2023-05-21,48
2023-05-22,38
2023-05-23,35
2023-05-24,35
2023-05-25,37
