Time,cvs
2022-04-10,31.0
2022-04-11,34.0
2022-04-12,33.0
2022-04-13,32.0
2022-04-14,33.0
2022-04-15,33.0
2022-04-16,30.0
2022-04-17,35.0
2022-04-18,34.0
2022-04-19,33.0
2022-04-20,32.0
2022-04-21,32.0
2022-04-22,31.0
2022-04-23,29.0
2022-04-24,30.0
2022-04-25,33.0
2022-04-26,31.0
2022-04-27,31.0
2022-04-28,30.0
2022-04-29,30.0
2022-04-30,29.0
2022-05-01,30.0
2022-05-02,32.0
2022-05-03,31.0
2022-05-04,33.0
2022-05-05,32.0
2022-05-06,32.0
2022-05-07,33.0
2022-05-08,33.0
2022-05-09,35.0
2022-05-10,33.0
2022-05-11,34.0
2022-05-12,36.0
2022-05-13,33.0
2022-05-14,34.0
2022-05-15,33.0
2022-05-16,35.0
2022-05-17,36.0
2022-05-18,38.0
2022-05-19,35.0
2022-05-20,34.0
2022-05-21,34.0
2022-05-22,34.0
2022-05-23,33.0
2022-05-24,35.0
2022-05-25,34.0
2022-05-26,36.0
2022-05-27,35.0
2022-05-28,34.0
2022-05-29,35.0
2022-05-30,35.0
2022-05-31,38.0
2022-06-01,38.0
2022-06-02,36.0
2022-06-03,35.0
2022-06-04,33.0
2022-06-05,31.0
2022-06-06,39.0
2022-06-07,35.0
2022-06-08,36.0
2022-06-09,36.0
2022-06-10,34.0
2022-06-11,31.0
2022-06-12,31.0
2022-06-13,36.0
2022-06-14,35.0
2022-06-15,35.0
2022-06-16,33.0
2022-06-17,35.0
2022-06-18,33.0
2022-06-19,34.0
2022-06-20,38.0
2022-06-21,37.0
2022-06-22,36.0
2022-06-23,36.0
2022-06-24,36.0
2022-06-25,32.0
2022-06-26,33.0
2022-06-27,38.0
2022-06-28,37.0
2022-06-29,38.0
2022-06-30,37.0
2022-07-01,39.0
2022-07-02,33.0
2022-07-03,35.0
2022-07-04,34.0
2022-07-05,40.0
2022-07-06,38.0
2022-07-07,37.0
2022-07-08,38.0
2022-07-09,33.0
2022-07-10,35.0
2022-07-11,39.0
2022-07-12,37.0
2022-07-13,37.0
2022-07-14,38.0
2022-07-15,36.0
2022-07-16,34.0
2022-07-17,33.0
2022-07-18,39.0
2022-07-19,38.0
2022-07-20,36.0
2022-07-21,39.0
2022-07-22,36.0
2022-07-23,33.0
2022-07-24,33.0
2022-07-25,37.0
2022-07-26,38.0
2022-07-27,35.0
2022-07-28,34.0
2022-07-29,36.0
2022-07-30,30.0
2022-07-31,33.0
2022-08-01,37.0
2022-08-02,35.0
2022-08-03,35.0
2022-08-04,35.0
2022-08-05,35.0
2022-08-06,30.0
2022-08-07,33.0
2022-08-08,34.0
2022-08-09,35.0
2022-08-10,37.0
2022-08-11,35.0
2022-08-12,34.0
2022-08-13,30.0
2022-08-14,31.0
2022-08-15,36.0
2022-08-16,36.0
2022-08-17,35.0
2022-08-18,34.0
2022-08-19,34.0
2022-08-20,30.0
2022-08-21,32.0
2022-08-22,34.0
2022-08-23,35.0
2022-08-24,34.0
2022-08-25,34.0
2022-08-26,31.0
2022-08-27,29.0
2022-08-28,31.0
2022-08-29,33.87719298245614
2022-08-30,34.20175438596492
2022-08-31,34.70175438596492
2022-09-01,33.05263157894737
2022-09-02,37.0
2022-09-03,32.728070175438596
2022-09-04,34.70175438596492
2022-09-05,36.17543859649123
2022-09-06,39.29824561403509
2022-09-07,40.12280701754386
2022-09-08,37.0
2022-09-09,35.85087719298245
2022-09-10,33.87719298245614
2022-09-11,33.05263157894737
2022-09-12,38.14912280701755
2022-09-13,37.824561403508774
2022-09-14,37.824561403508774
2022-09-15,35.85087719298245
2022-09-16,36.67543859649123
2022-09-17,34.70175438596492
2022-09-18,34.20175438596492
2022-09-19,38.64912280701755
2022-09-20,35.85087719298245
2022-09-21,37.324561403508774
2022-09-22,32.228070175438596
2022-09-23,35.026315789473685
2022-09-24,33.05263157894737
2022-09-25,34.20175438596492
2022-09-26,37.0
2022-09-27,37.0
2022-09-28,33.75438596491228
2022-09-29,35.05263157894737
2022-09-30,35.05263157894737
2022-10-01,31.80701754385965
2022-10-02,31.157894736842106
2022-10-03,36.35087719298246
2022-10-04,36.35087719298246
2022-10-05,35.70175438596491
2022-10-06,35.70175438596491
2022-10-07,36.35087719298246
2022-10-08,32.45614035087719
2022-10-09,32.45614035087719
2022-10-10,40.24561403508772
2022-10-11,38.29824561403509
2022-10-12,37.64912280701755
2022-10-13,38.29824561403509
2022-10-14,37.64912280701755
2022-10-15,31.80701754385965
2022-10-16,32.45614035087719
2022-10-17,37.0
2022-10-18,38.94736842105263
2022-10-19,37.64912280701755
2022-10-20,35.70175438596491
2022-10-21,35.05263157894737
2022-10-22,33.10526315789474
2022-10-23,32.45614035087719
2022-10-24,38.94736842105263
2022-10-25,39.59649122807018
2022-10-26,38.94736842105263
2022-10-27,40.24561403508772
2022-10-28,36.35087719298246
2022-10-29,33.75438596491228
2022-10-30,35.05263157894737
2022-10-31,37.64912280701755
2022-11-01,37.64912280701755
2022-11-02,38.94736842105263
2022-11-03,35.70175438596491
2022-11-04,36.35087719298246
2022-11-05,32.45614035087719
2022-11-06,31.80701754385965
2022-11-07,36.35087719298246
2022-11-08,36.35087719298246
2022-11-09,31.80701754385965
2022-11-10,33.75438596491228
2022-11-11,33.75438596491228
2022-11-12,30.50877192982456
2022-11-13,31.80701754385965
2022-11-14,36.35087719298246
2022-11-15,35.05263157894737
2022-11-16,35.05263157894737
2022-11-17,35.05263157894737
2022-11-18,35.70175438596491
2022-11-19,33.10526315789474
2022-11-20,31.80701754385965
2022-11-21,35.70175438596491
2022-11-22,37.0
2022-11-23,41.54385964912281
2022-11-24,43.49122807017544
2022-11-25,34.40350877192983
2022-11-26,29.859649122807017
2022-11-27,33.10526315789474
2022-11-28,35.05263157894737
2022-11-29,34.40350877192983
2022-11-30,35.05263157894737
2022-12-01,35.70175438596491
2022-12-02,34.40350877192983
2022-12-03,31.157894736842106
2022-12-04,32.45614035087719
2022-12-05,35.05263157894737
2022-12-06,37.64912280701755
2022-12-07,37.64912280701755
2022-12-08,37.0
2022-12-09,36.35087719298246
2022-12-10,34.40350877192983
2022-12-11,34.40350877192983
2022-12-12,37.64912280701755
2022-12-13,38.94736842105263
2022-12-14,37.0
2022-12-15,38.29824561403509
2022-12-16,39.59649122807018
2022-12-17,37.0
2022-12-18,36.35087719298246
2022-12-19,41.54385964912281
2022-12-20,43.49122807017544
2022-12-21,42.8421052631579
2022-12-22,43.49122807017544
2022-12-23,42.8421052631579
2022-12-24,48.03508771929825
2022-12-25,64.91228070175438
2022-12-26,37.64912280701755
2022-12-27,38.94736842105263
2022-12-28,38.94736842105263
2022-12-29,39.59649122807018
2022-12-30,39.59649122807018
2022-12-31,35.70175438596491
2023-01-01,31.80701754385965
2023-01-02,33.75438596491228
2023-01-03,34.40350877192983
2023-01-04,33.75438596491228
2023-01-05,34.40350877192983
2023-01-06,35.70175438596491
2023-01-07,32.45614035087719
2023-01-08,30.50877192982456
2023-01-09,32.45614035087719
2023-01-10,33.75438596491228
2023-01-11,35.05263157894737
2023-01-12,33.10526315789474
2023-01-13,31.80701754385965
2023-01-14,29.210526315789476
2023-01-15,28.56140350877193
2023-01-16,32.45614035087719
2023-01-17,31.80701754385965
2023-01-18,33.75438596491228
2023-01-19,31.80701754385965
2023-01-20,31.157894736842106
2023-01-21,28.56140350877193
2023-01-22,27.912280701754387
2023-01-23,32.45614035087719
2023-01-24,31.157894736842106
2023-01-25,30.50877192982456
2023-01-26,30.50877192982456
2023-01-27,31.157894736842106
2023-01-28,28.56140350877193
2023-01-29,27.263157894736842
2023-01-30,31.157894736842106
2023-01-31,33.75438596491228
2023-02-01,32.45614035087719
2023-02-02,31.80701754385965
2023-02-03,31.157894736842106
2023-02-04,29.859649122807017
2023-02-05,29.210526315789476
2023-02-06,31.80701754385965
2023-02-07,33.75438596491228
2023-02-08,31.80701754385965
2023-02-09,32.45614035087719
2023-02-10,31.157894736842106
2023-02-11,29.859649122807017
2023-02-12,29.210526315789476
2023-02-13,31.157894736842106
2023-02-14,36.35087719298246
2023-02-15,33.75438596491228
2023-02-16,31.80701754385965
2023-02-17,32.45614035087719
2023-02-18,28.56140350877193
2023-02-19,29.210526315789476
2023-02-20,32.45614035087719
2023-02-21,31.157894736842106
2023-02-22,30.50877192982456
2023-02-23,29.859649122807017
2023-02-24,30.50877192982456
2023-02-25,30.50877192982456
2023-02-26,28.56140350877193
2023-02-27,31.157894736842106
2023-02-28,31.80701754385965
2023-03-01,31.80701754385965
2023-03-02,31.157894736842106
2023-03-03,29.859649122807017
2023-03-04,28.56140350877193
2023-03-05,28.56140350877193
2023-03-06,31.80701754385965
2023-03-07,32.45614035087719
2023-03-08,31.157894736842106
2023-03-09,30.50877192982456
2023-03-10,30.50877192982456
2023-03-11,27.912280701754387
2023-03-12,28.56140350877193
2023-03-13,34.40350877192983
2023-03-14,31.80701754385965
2023-03-15,31.157894736842106
2023-03-16,31.157894736842106
2023-03-17,29.859649122807017
2023-03-18,27.263157894736842
2023-03-19,29.859649122807017
2023-03-20,34.40350877192983
2023-03-21,32.45614035087719
2023-03-22,31.80701754385965
2023-03-23,31.157894736842106
2023-03-24,29.859649122807017
2023-03-25,28.56140350877193
2023-03-26,29.859649122807017
2023-03-27,31.80701754385965
2023-03-28,32.45614035087719
2023-03-29,31.80701754385965
2023-03-30,30.50877192982456
2023-03-31,30.50877192982456
2023-04-01,27.912280701754387
2023-04-02,29.859649122807017
2023-04-03,33.10526315789474
2023-04-04,32.45614035087719
2023-04-05,33.75438596491228
2023-04-06,31.80701754385965
2023-04-07,32.45614035087719
2023-04-08,30.50877192982456
2023-04-09,33.75438596491228
2023-04-10,35.70175438596491
2023-04-11,32.45614035087719
2023-04-12,33.10526315789474
2023-04-13,32.45614035087719
2023-04-14,31.80701754385965
2023-04-15,28.56140350877193
2023-04-16,29.210526315789476
2023-04-17,31.157894736842106
2023-04-18,30.50877192982456
2023-04-19,31.80701754385965
2023-04-20,31.157894736842106
2023-04-21,30.50877192982456
2023-04-22,29.859649122807017
2023-04-23,30.50877192982456
2023-04-24,32.45614035087719
2023-04-25,30.50877192982456
2023-04-26,30.50877192982456
2023-04-27,30.50877192982456
2023-04-28,29.535087719298247
2023-04-29,28.56140350877193
2023-04-30,29.535087719298247
2023-05-01,32.45614035087719
2023-05-02,32.45614035087719
2023-05-03,33.10526315789474
2023-05-04,31.80701754385965
2023-05-05,29.859649122807017
2023-05-06,29.859649122807017
2023-05-07,29.535087719298247
2023-05-08,33.10526315789474
2023-05-09,31.80701754385965
2023-05-10,32.780701754385966
2023-05-11,32.780701754385966
2023-05-12,32.45614035087719
2023-05-13,31.80701754385965
2023-05-14,31.80701754385965
2023-05-15,33.10526315789474
2023-05-16,32.131578947368425
2023-05-17,32.780701754385966
2023-05-18,30.184210526315788
2023-05-19,31.157894736842106
2023-05-20,28.885964912280706
2023-05-21,29.859649122807017
2023-05-22,31.482456140350877
2023-05-23,31.80701754385965
2023-05-24,32.131578947368425
2023-05-25,32.780701754385966
2023-05-26,32.45614035087719
2023-05-27,29.859649122807017
2023-05-28,29.859649122807017
2023-05-29,30.50877192982456
2023-05-30,34.40350877192983
2023-05-31,35.05263157894737
2023-06-01,33.10526315789474
2023-06-02,31.80701754385965
2023-06-03,29.859649122807017
2023-06-04,30.50877192982456
2023-06-05,34.40350877192983
2023-06-06,33.75438596491228
2023-06-07,33.75438596491228
2023-06-08,32.45614035087719
2023-06-09,31.80701754385965
2023-06-10,29.859649122807017
2023-06-11,29.210526315789476
2023-06-12,33.10526315789474
2023-06-13,34.40350877192983
2023-06-14,34.40350877192983
2023-06-15,34.40350877192983
2023-06-16,33.75438596491228
2023-06-17,32.45614035087719
2023-06-18,31.157894736842106
2023-06-19,35.05263157894737
2023-06-20,33.10526315789474
2023-06-21,33.10526315789474
2023-06-22,29.859649122807017
2023-06-23,31.157894736842106
2023-06-24,27.912280701754387
2023-06-25,29.210526315789476
2023-06-26,33.75438596491228
2023-06-27,32.45614035087719
2023-06-28,31.80701754385965
2023-06-29,31.80701754385965
2023-06-30,31.157894736842106
2023-07-01,29.210526315789476
2023-07-02,28.56140350877193
2023-07-03,33.10526315789474
2023-07-04,30.50877192982456
2023-07-05,31.157894736842106
2023-07-06,33.10526315789474
2023-07-07,32.45614035087719
2023-07-08,31.157894736842106
2023-07-09,29.210526315789476
2023-07-10,35.05263157894737
2023-07-11,35.70175438596491
2023-07-12,33.75438596491228
2023-07-13,31.157894736842106
2023-07-14,31.157894736842106
2023-07-15,29.210526315789476
2023-07-16,29.210526315789476
2023-07-17,33.10526315789474
2023-07-18,33.75438596491228
2023-07-19,33.75438596491228
2023-07-20,31.157894736842106
2023-07-21,31.157894736842106
2023-07-22,28.56140350877193
2023-07-23,29.859649122807017
2023-07-24,33.75438596491228
2023-07-25,31.80701754385965
2023-07-26,31.157894736842106
2023-07-27,29.859649122807017
2023-07-28,32.45614035087719
2023-07-29,30.50877192982456
2023-07-30,27.912280701754387
2023-07-31,33.10526315789474
2023-08-01,33.75438596491228
2023-08-02,33.10526315789474
2023-08-03,32.45614035087719
2023-08-04,33.10526315789474
2023-08-05,27.263157894736842
2023-08-06,28.56140350877193
2023-08-07,34.40350877192983
2023-08-08,33.10526315789474
2023-08-09,33.75438596491228
2023-08-10,31.80701754385965
2023-08-11,31.80701754385965
2023-08-12,28.56140350877193
2023-08-13,29.859649122807017
2023-08-14,33.10526315789474
2023-08-15,33.10526315789474
2023-08-16,32.45614035087719
2023-08-17,33.75438596491228
2023-08-18,32.45614035087719
2023-08-19,29.859649122807017
2023-08-20,29.210526315789476
2023-08-21,32.45614035087719
2023-08-22,33.10526315789474
2023-08-23,33.10526315789474
2023-08-24,33.10526315789474
2023-08-25,31.157894736842106
2023-08-26,29.210526315789476
2023-08-27,30.50877192982456
2023-08-28,31.80701754385965
2023-08-29,31.157894736842106
2023-08-30,31.157894736842106
2023-08-31,33.75438596491228
2023-09-01,32.45614035087719
2023-09-02,28.56140350877193
2023-09-03,30.50877192982456
2023-09-04,32.45614035087719
2023-09-05,33.75438596491228
2023-09-06,33.75438596491228
2023-09-07,33.10526315789474
2023-09-08,31.157894736842106
2023-09-09,29.210526315789476
2023-09-10,29.210526315789476
2023-09-11,35.05263157894737
2023-09-12,34.40350877192983
2023-09-13,35.05263157894737
2023-09-14,35.05263157894737
2023-09-15,33.10526315789474
2023-09-16,31.157894736842106
2023-09-17,32.45614035087719
2023-09-18,37.64912280701755
2023-09-19,37.64912280701755
2023-09-20,38.29824561403509
2023-09-21,36.35087719298246
2023-09-22,37.0
2023-09-23,33.75438596491228
2023-09-24,33.75438596491228
2023-09-25,38.29824561403509
2023-09-26,38.94736842105263
2023-09-27,38.29824561403509
2023-09-28,37.64912280701755
2023-09-29,36.35087719298246
2023-09-30,34.40350877192983
2023-10-01,32.45614035087719
2023-10-02,38.94736842105263
2023-10-03,37.64912280701755
2023-10-04,37.0
2023-10-05,35.70175438596491
2023-10-06,36.35087719298246
2023-10-07,31.157894736842106
2023-10-08,31.157894736842106
2023-10-09,37.64912280701755
2023-10-10,36.35087719298246
2023-10-11,35.05263157894737
2023-10-12,34.40350877192983
2023-10-13,33.10526315789474
2023-10-14,32.45614035087719
2023-10-15,31.157894736842106
2023-10-16,35.70175438596491
2023-10-17,35.05263157894737
2023-10-18,34.40350877192983
2023-10-19,33.75438596491228
2023-10-20,33.75438596491228
2023-10-21,30.50877192982456
2023-10-22,31.157894736842106
2023-10-23,35.05263157894737
2023-10-24,34.40350877192983
2023-10-25,33.75438596491228
2023-10-26,32.45614035087719
2023-10-27,32.45614035087719
2023-10-28,29.859649122807017
2023-10-29,27.912280701754387
2023-10-30,35.70175438596491
2023-10-31,35.70175438596491
2023-11-01,33.10526315789474
2023-11-02,33.10526315789474
2023-11-03,33.75438596491228
2023-11-04,30.50877192982456
2023-11-05,29.859649122807017
2023-11-06,33.75438596491228
2023-11-07,32.45614035087719
2023-11-08,31.80701754385965
2023-11-09,32.45614035087719
2023-11-10,31.80701754385965
2023-11-11,29.859649122807017
2023-11-12,29.859649122807017
2023-11-13,33.75438596491228
2023-11-14,32.45614035087719
2023-11-15,33.10526315789474
2023-11-16,33.10526315789474
2023-11-17,33.75438596491228
2023-11-18,31.157894736842106
2023-11-19,29.859649122807017
2023-11-20,33.75438596491228
2023-11-21,32.45614035087719
2023-11-22,37.64912280701755
2023-11-23,44.78947368421053
2023-11-24,31.157894736842106
2023-11-25,28.56140350877193
2023-11-26,30.50877192982456
2023-11-27,32.45614035087719
2023-11-28,35.05263157894737
2023-11-29,34.40350877192983
2023-11-30,32.45614035087719
2023-12-01,32.45614035087719
2023-12-02,30.50877192982456
2023-12-03,29.859649122807017
2023-12-04,33.75438596491228
2023-12-05,34.40350877192983
2023-12-06,33.10526315789474
2023-12-07,32.45614035087719
2023-12-08,31.80701754385965
2023-12-09,29.859649122807017
2023-12-10,33.10526315789474
2023-12-11,34.40350877192983
2023-12-12,34.40350877192983
2023-12-13,35.70175438596491
2023-12-14,34.40350877192983
2023-12-15,33.75438596491228
2023-12-16,33.10526315789474
2023-12-17,34.40350877192983
2023-12-18,35.70175438596491
2023-12-19,37.64912280701755
2023-12-20,38.29824561403509
2023-12-21,39.59649122807018
2023-12-22,41.54385964912281
2023-12-23,44.140350877192986
2023-12-24,51.92982456140351
2023-12-25,64.91228070175438
2023-12-26,38.29824561403509
2023-12-27,36.35087719298246
2023-12-28,36.35087719298246
2023-12-29,38.29824561403509
2023-12-30,33.75438596491228
2023-12-31,36.35087719298246
2024-01-01,35.70175438596491
2024-01-02,37.0
2024-01-03,37.64912280701755
2024-01-04,37.0
2024-01-05,35.70175438596491
2024-01-06,31.157894736842106
2024-01-07,28.56140350877193
2024-01-08,31.80701754385965
2024-01-09,30.50877192982456
2024-01-10,32.45614035087719
2024-01-11,33.75438596491228
2024-01-12,31.80701754385965
2024-01-13,28.56140350877193
2024-01-14,26.614035087719298
2024-01-15,29.210526315789476
2024-01-16,28.56140350877193
2024-01-17,30.50877192982456
2024-01-18,29.859649122807017
2024-01-19,29.210526315789476
2024-01-20,26.614035087719298
2024-01-21,25.964912280701753
2024-01-22,27.912280701754387
2024-01-23,29.859649122807017
2024-01-24,29.859649122807017
2024-01-25,28.56140350877193
2024-01-26,27.912280701754387
2024-01-27,27.263157894736842
2024-01-28,25.964912280701753
2024-01-29,29.210526315789476
2024-01-30,29.859649122807017
2024-01-31,29.210526315789476
2024-02-01,28.56140350877193
2024-02-02,28.56140350877193
2024-02-03,28.56140350877193
2024-02-04,27.263157894736842
2024-02-05,28.56140350877193
2024-02-06,27.912280701754387
2024-02-07,27.912280701754387
2024-02-08,27.912280701754387
2024-02-09,29.859649122807017
2024-02-10,27.263157894736842
2024-02-11,25.964912280701753
2024-02-12,27.912280701754387
2024-02-13,30.50877192982456
2024-02-14,31.80701754385965
2024-02-15,27.912280701754387
2024-02-16,28.56140350877193
2024-02-17,25.964912280701753
2024-02-18,26.614035087719298
2024-02-19,27.912280701754387
2024-02-20,27.912280701754387
2024-02-21,29.210526315789476
2024-02-22,27.912280701754387
2024-02-23,29.859649122807017
2024-02-24,26.614035087719298
2024-02-25,26.614035087719298
2024-02-26,29.210526315789476
2024-02-27,29.210526315789476
2024-02-28,29.859649122807017
2024-02-29,28.56140350877193
2024-03-01,28.56140350877193
2024-03-02,26.614035087719298
2024-03-03,26.614035087719298
2024-03-04,29.859649122807017
2024-03-05,29.210526315789476
2024-03-06,28.56140350877193
2024-03-07,27.912280701754387
2024-03-08,27.263157894736842
2024-03-09,25.315789473684212
2024-03-10,25.964912280701753
2024-03-11,27.263157894736842
2024-03-12,29.210526315789476
2024-03-13,29.859649122807017
2024-03-14,27.263157894736842
2024-03-15,27.912280701754387
2024-03-16,26.614035087719298
2024-03-17,26.614035087719298
2024-03-18,29.859649122807017
2024-03-19,27.912280701754387
2024-03-20,29.210526315789476
2024-03-21,27.912280701754387
2024-03-22,25.964912280701753
2024-03-23,25.315789473684212
2024-03-24,26.614035087719298
2024-03-25,29.859649122807017
2024-03-26,28.56140350877193
2024-03-27,28.56140350877193
2024-03-28,28.56140350877193
2024-03-29,29.859649122807017
2024-03-30,27.263157894736842
2024-03-31,31.80701754385965
2024-04-01,32.45614035087719
2024-04-02,28.56140350877193
2024-04-03,28.56140350877193
2024-04-04,28.56140350877193
2024-04-05,27.263157894736842
2024-04-06,25.315789473684212
2024-04-07,28.56140350877193
2024-04-08,31.80701754385965
2024-04-09,29.210526315789476
2024-04-10,27.912280701754387
2024-04-11,27.263157894736842
2024-04-12,28.56140350877193
2024-04-13,24.017543859649123
2024-04-14,26.614035087719298
2024-04-15,29.210526315789476
2024-04-16,27.263157894736842
2024-04-17,27.912280701754387
2024-04-18,27.263157894736842
2024-04-19,27.912280701754387
2024-04-20,25.315789473684212
2024-04-21,27.912280701754387
2024-04-22,29.859649122807017
2024-04-23,28.56140350877193
2024-04-24,27.912280701754387
2024-04-25,28.56140350877193
2024-04-26,27.263157894736842
2024-04-27,25.315789473684212
2024-04-28,25.964912280701753
2024-04-29,29.210526315789476
2024-04-30,27.912280701754387
2024-05-01,29.210526315789476
2024-05-02,29.859649122807017
2024-05-03,28.56140350877193
2024-05-04,25.315789473684212
2024-05-05,26.614035087719298
2024-05-06,29.859649122807017
2024-05-07,27.912280701754387
2024-05-08,27.263157894736842
2024-05-09,29.210526315789476
2024-05-10,29.859649122807017
2024-05-11,29.210526315789476
2024-05-12,29.210526315789476
2024-05-13,31.80701754385965
2024-05-14,28.56140350877193
2024-05-15,29.859649122807017
2024-05-16,28.56140350877193
2024-05-17,28.56140350877193
2024-05-18,26.614035087719298
2024-05-19,27.912280701754387
2024-05-20,29.210526315789476
2024-05-21,29.859649122807017
2024-05-22,29.210526315789476
2024-05-23,28.56140350877193
2024-05-24,29.859649122807017
2024-05-25,27.263157894736842
2024-05-26,28.56140350877193
2024-05-27,28.56140350877193
2024-05-28,31.80701754385965
2024-05-29,31.80701754385965
2024-05-30,30.50877192982456
2024-05-31,28.56140350877193
2024-06-01,27.912280701754387
2024-06-02,29.210526315789476
2024-06-03,30.50877192982456
2024-06-04,30.50877192982456
2024-06-05,30.50877192982456
2024-06-06,30.50877192982456
2024-06-07,30.50877192982456
2024-06-08,27.912280701754387
2024-06-09,27.912280701754387
2024-06-10,31.80701754385965
2024-06-11,30.50877192982456
2024-06-12,31.80701754385965
2024-06-13,29.859649122807017
2024-06-14,29.859649122807017
2024-06-15,29.210526315789476
2024-06-16,29.859649122807017
2024-06-17,32.45614035087719
2024-06-18,30.50877192982456
2024-06-19,30.50877192982456
2024-06-20,27.263157894736842
2024-06-21,29.859649122807017
2024-06-22,27.263157894736842
2024-06-23,27.912280701754387
2024-06-24,31.157894736842106
2024-06-25,29.859649122807017
2024-06-26,29.210526315789476
2024-06-27,30.50877192982456
2024-06-28,30.50877192982456
2024-06-29,27.912280701754387
2024-06-30,27.912280701754387
2024-07-01,35.05263157894737
2024-07-02,33.10526315789474
2024-07-03,33.10526315789474
2024-07-04,31.80701754385965
2024-07-05,30.50877192982456
2024-07-06,26.614035087719298
2024-07-07,27.912280701754387
2024-07-08,31.80701754385965
2024-07-09,31.80701754385965
2024-07-10,32.45614035087719
2024-07-11,32.45614035087719
2024-07-12,31.157894736842106
2024-07-13,27.263157894736842
2024-07-14,26.614035087719298
2024-07-15,30.50877192982456
2024-07-16,31.157894736842106
2024-07-17,31.157894736842106
2024-07-18,30.50877192982456
2024-07-19,31.157894736842106
2024-07-20,27.912280701754387
2024-07-21,27.263157894736842
2024-07-22,31.80701754385965
2024-07-23,31.157894736842106
2024-07-24,29.859649122807017
2024-07-25,31.157894736842106
2024-07-26,30.50877192982456
2024-07-27,26.614035087719298
2024-07-28,27.263157894736842
2024-07-29,31.157894736842106
2024-07-30,31.157894736842106
2024-07-31,30.50877192982456
2024-08-01,31.157894736842106
2024-08-02,30.50877192982456
2024-08-03,27.912280701754387
2024-08-04,27.263157894736842
2024-08-05,31.157894736842106
2024-08-06,30.50877192982456
2024-08-07,31.80701754385965
2024-08-08,31.80701754385965
2024-08-09,31.157894736842106
2024-08-10,27.263157894736842
2024-08-11,29.210526315789476
2024-08-12,33.75438596491228
2024-08-13,33.10526315789474
2024-08-14,33.10526315789474
2024-08-15,33.10526315789474
2024-08-16,31.80701754385965
2024-08-17,27.263157894736842
2024-08-18,30.240384615384613
2024-08-19,32.43741565452092
2024-08-20,33.06781376518219
2024-08-21,32.43741565452092
2024-08-22,31.80701754385965
2024-08-23,30.54622132253711
2024-08-24,29.609986504723345
2024-08-25,31.80701754385965
2024-08-26,33.698211875843455
2024-08-27,33.06781376518219
2024-08-28,33.06781376518219
2024-08-29,34.32860998650472
2024-08-30,31.176619433198383
2024-08-31,29.915823211875843
2024-09-01,31.176619433198383
2024-09-02,33.06781376518219
2024-09-03,31.80701754385965
2024-09-04,32.43741565452092
2024-09-05,29.915823211875843
2024-09-06,30.240384615384613
2024-09-07,28.024628879892038
2024-09-08,30.54622132253711
2024-09-09,31.80701754385965
2024-09-10,31.80701754385965
2024-09-11,29.915823211875843
2024-09-12,30.240384615384613
2024-09-13,30.54622132253711
2024-09-14,29.285425101214578
2024-09-15,28.655026990553306
2024-09-16,31.176619433198383
2024-09-17,32.41869095816464
2024-09-18,30.58367071524966
2024-09-19,29.97199730094467
2024-09-20,29.360323886639677
2024-09-21,29.97199730094467
2024-09-22,27.525303643724694
2024-09-23,31.195344129554655
2024-09-24,29.97199730094467
2024-09-25,28.74865047233468
