Time,taco_bell
2022-06-23,38.0
2022-06-24,40.0
2022-06-25,46.0
2022-06-26,49.0
2022-06-27,37.0
2022-06-28,37.0
2022-06-29,42.0
2022-06-30,47.0
2022-07-01,46.0
2022-07-02,48.0
2022-07-03,51.0
2022-07-04,55.0
2022-07-05,44.0
2022-07-06,37.0
2022-07-07,36.0
2022-07-08,41.0
2022-07-09,46.0
2022-07-10,47.0
2022-07-11,37.0
2022-07-12,35.0
2022-07-13,35.0
2022-07-14,37.0
2022-07-15,37.0
2022-07-16,44.0
2022-07-17,46.0
2022-07-18,35.0
2022-07-19,34.0
2022-07-20,35.0
2022-07-21,35.0
2022-07-22,37.0
2022-07-23,45.0
2022-07-24,44.0
2022-07-25,36.0
2022-07-26,35.0
2022-07-27,33.0
2022-07-28,36.0
2022-07-29,38.0
2022-07-30,39.0
2022-07-31,48.0
2022-08-01,35.0
2022-08-02,35.0
2022-08-03,37.0
2022-08-04,37.0
2022-08-05,38.0
2022-08-06,45.0
2022-08-07,46.0
2022-08-08,34.0
2022-08-09,32.0
2022-08-10,33.0
2022-08-11,36.0
2022-08-12,35.0
2022-08-13,39.0
2022-08-14,45.0
2022-08-15,31.0
2022-08-16,30.0
2022-08-17,31.0
2022-08-18,33.0
2022-08-19,35.0
2022-08-20,43.0
2022-08-21,42.0
2022-08-22,29.0
2022-08-23,31.0
2022-08-24,31.0
2022-08-25,32.0
2022-08-26,34.0
2022-08-27,41.0
2022-08-28,45.0
2022-08-29,29.19020408163265
2022-08-30,30.73428571428571
2022-08-31,29.69020408163265
2022-09-01,32.0504081632653
2022-09-02,34.138571428571424
2022-09-03,42.71918367346939
2022-09-04,42.21918367346939
2022-09-05,40.131020408163266
2022-09-06,28.64612244897959
2022-09-07,27.87408163265306
2022-09-08,27.10204081632653
2022-09-09,31.00632653061224
2022-09-10,38.042857142857144
2022-09-11,40.9030612244898
2022-09-12,28.91816326530612
2022-09-13,29.96224489795918
2022-09-14,35.95469387755102
2022-09-15,38.042857142857144
2022-09-16,38.81489795918367
2022-09-17,45.07938775510204
2022-09-18,45.07938775510204
2022-09-19,33.09448979591836
2022-09-20,31.778367346938772
2022-09-21,30.23428571428571
2022-09-22,31.778367346938772
2022-09-23,33.09448979591836
2022-09-24,41.94714285714286
2022-09-25,42.99122448979592
2022-09-26,29.19020408163265
2022-09-27,28.64612244897959
2022-09-28,30.468571428571426
2022-09-29,32.64489795918367
2022-09-30,33.188979591836734
2022-10-01,38.62979591836734
2022-10-02,41.894285714285715
2022-10-03,30.468571428571426
2022-10-04,35.90938775510204
2022-10-05,31.556734693877548
2022-10-06,31.012653061224487
2022-10-07,34.277142857142856
2022-10-08,44.07061224489796
2022-10-09,43.5265306122449
2022-10-10,32.10081632653061
2022-10-11,29.380408163265304
2022-10-12,31.556734693877548
2022-10-13,35.36530612244898
2022-10-14,37.54163265306122
2022-10-15,44.61469387755102
2022-10-16,46.2469387755102
2022-10-17,32.10081632653061
2022-10-18,31.012653061224487
2022-10-19,30.468571428571426
2022-10-20,29.924489795918365
2022-10-21,34.82122448979592
2022-10-22,42.438367346938776
2022-10-23,44.07061224489796
2022-10-24,28.836326530612244
2022-10-25,28.836326530612244
2022-10-26,29.380408163265304
2022-10-27,29.924489795918365
2022-10-28,32.10081632653061
2022-10-29,46.79102040816326
2022-10-30,45.70285714285714
2022-10-31,28.836326530612244
2022-11-01,30.468571428571426
2022-11-02,28.836326530612244
2022-11-03,29.924489795918365
2022-11-04,32.64489795918367
2022-11-05,38.62979591836734
2022-11-06,37.54163265306122
2022-11-07,28.292244897959183
2022-11-08,27.748163265306122
2022-11-09,25.571836734693875
2022-11-10,27.748163265306122
2022-11-11,32.10081632653061
2022-11-12,34.277142857142856
2022-11-13,36.99755102040816
2022-11-14,26.66
2022-11-15,25.571836734693875
2022-11-16,26.115918367346936
2022-11-17,32.64489795918367
2022-11-18,32.64489795918367
2022-11-19,40.262040816326525
2022-11-20,39.173877551020404
2022-11-21,28.836326530612244
2022-11-22,29.380408163265304
2022-11-23,33.733061224489795
2022-11-24,37.54163265306122
2022-11-25,28.292244897959183
2022-11-26,30.468571428571426
2022-11-27,37.54163265306122
2022-11-28,26.115918367346936
2022-11-29,26.115918367346936
2022-11-30,26.66
2022-12-01,29.380408163265304
2022-12-02,29.924489795918365
2022-12-03,35.90938775510204
2022-12-04,35.90938775510204
2022-12-05,27.20408163265306
2022-12-06,26.115918367346936
2022-12-07,25.571836734693875
2022-12-08,27.20408163265306
2022-12-09,30.468571428571426
2022-12-10,39.717959183673464
2022-12-11,37.54163265306122
2022-12-12,26.66
2022-12-13,24.483673469387753
2022-12-14,25.571836734693875
2022-12-15,27.748163265306122
2022-12-16,31.012653061224487
2022-12-17,39.173877551020404
2022-12-18,34.82122448979592
2022-12-19,29.380408163265304
2022-12-20,29.380408163265304
2022-12-21,29.380408163265304
2022-12-22,29.380408163265304
2022-12-23,31.012653061224487
2022-12-24,37.54163265306122
2022-12-25,45.15877551020408
2022-12-26,36.99755102040816
2022-12-27,33.188979591836734
2022-12-28,33.733061224489795
2022-12-29,35.90938775510204
2022-12-30,38.08571428571428
2022-12-31,40.80612244897959
2023-01-01,54.40816326530612
2023-01-02,40.262040816326525
2023-01-03,27.748163265306122
2023-01-04,28.292244897959183
2023-01-05,29.924489795918365
2023-01-06,31.556734693877548
2023-01-07,36.99755102040816
2023-01-08,36.99755102040816
2023-01-09,27.20408163265306
2023-01-10,27.748163265306122
2023-01-11,27.748163265306122
2023-01-12,27.20408163265306
2023-01-13,28.836326530612244
2023-01-14,34.82122448979592
2023-01-15,37.54163265306122
2023-01-16,31.012653061224487
2023-01-17,25.571836734693875
2023-01-18,25.571836734693875
2023-01-19,33.188979591836734
2023-01-20,33.733061224489795
2023-01-21,35.36530612244898
2023-01-22,37.54163265306122
2023-01-23,27.748163265306122
2023-01-24,28.292244897959183
2023-01-25,26.66
2023-01-26,27.748163265306122
2023-01-27,30.468571428571426
2023-01-28,35.36530612244898
2023-01-29,36.99755102040816
2023-01-30,26.66
2023-01-31,27.748163265306122
2023-02-01,27.20408163265306
2023-02-02,28.292244897959183
2023-02-03,29.924489795918365
2023-02-04,35.90938775510204
2023-02-05,38.08571428571428
2023-02-06,26.66
2023-02-07,27.20408163265306
2023-02-08,27.20408163265306
2023-02-09,28.292244897959183
2023-02-10,31.012653061224487
2023-02-11,36.4534693877551
2023-02-12,36.4534693877551
2023-02-13,21.76326530612245
2023-02-14,23.939591836734692
2023-02-15,22.85142857142857
2023-02-16,27.20408163265306
2023-02-17,31.012653061224487
2023-02-18,36.99755102040816
2023-02-19,39.717959183673464
2023-02-20,31.012653061224487
2023-02-21,26.66
2023-02-22,26.115918367346936
2023-02-23,26.115918367346936
2023-02-24,30.468571428571426
2023-02-25,37.54163265306122
2023-02-26,42.438367346938776
2023-02-27,27.748163265306122
2023-02-28,28.292244897959183
2023-03-01,28.292244897959183
2023-03-02,28.292244897959183
2023-03-03,28.292244897959183
2023-03-04,37.54163265306122
2023-03-05,35.90938775510204
2023-03-06,25.571836734693875
2023-03-07,26.66
2023-03-08,27.20408163265306
2023-03-09,27.748163265306122
2023-03-10,30.468571428571426
2023-03-11,35.36530612244898
2023-03-12,38.62979591836734
2023-03-13,27.20408163265306
2023-03-14,28.836326530612244
2023-03-15,30.468571428571426
2023-03-16,32.64489795918367
2023-03-17,31.012653061224487
2023-03-18,39.173877551020404
2023-03-19,40.80612244897959
2023-03-20,31.012653061224487
2023-03-21,29.924489795918365
2023-03-22,28.292244897959183
2023-03-23,28.836326530612244
2023-03-24,31.012653061224487
2023-03-25,36.99755102040816
2023-03-26,38.08571428571428
2023-03-27,27.20408163265306
2023-03-28,26.66
2023-03-29,27.20408163265306
2023-03-30,28.836326530612244
2023-03-31,31.556734693877548
2023-04-01,38.08571428571428
2023-04-02,39.173877551020404
2023-04-03,27.20408163265306
2023-04-04,26.66
2023-04-05,27.748163265306122
2023-04-06,32.10081632653061
2023-04-07,32.10081632653061
2023-04-08,35.36530612244898
2023-04-09,40.262040816326525
2023-04-10,29.924489795918365
2023-04-11,26.115918367346936
2023-04-12,29.924489795918365
2023-04-13,28.836326530612244
2023-04-14,33.188979591836734
2023-04-15,40.80612244897959
2023-04-16,41.894285714285715
2023-04-17,27.20408163265306
2023-04-18,27.748163265306122
2023-04-19,27.748163265306122
2023-04-20,28.836326530612244
2023-04-21,31.556734693877548
2023-04-22,39.717959183673464
2023-04-23,38.62979591836734
2023-04-24,28.836326530612244
2023-04-25,27.748163265306122
2023-04-26,26.882548551426694
2023-04-27,29.81792311779229
2023-04-28,29.81792311779229
2023-04-29,37.263842735256425
2023-04-30,39.39450973528768
2023-05-01,28.21992286776885
2023-05-02,29.285256367784477
2023-05-03,28.480548801450134
2023-05-04,30.611215801481386
2023-05-05,37.00321680157514
2023-05-06,40.19921730162202
2023-05-07,38.06855030159077
2023-05-08,27.687256117761038
2023-05-09,27.687256117761038
2023-05-10,29.013215551457947
2023-05-11,28.21992286776885
2023-05-12,30.350589867800103
2023-05-13,35.4052165515517
2023-05-14,37.535883551582955
2023-05-15,26.089255867737595
2023-05-16,29.013215551457947
2023-05-17,28.21992286776885
2023-05-18,30.611215801481386
2023-05-19,32.74188280151264
2023-05-20,38.32917623527205
2023-05-21,38.60121705159858
2023-05-22,28.752589617776664
2023-05-23,29.013215551457947
2023-05-24,29.54588230146576
2023-05-25,32.209216051504825
2023-05-26,37.53013445010469
2023-05-27,45.34891246054317
2023-05-28,42.22140125636778
2023-05-29,38.57263818482982
2023-05-30,29.190104572303646
2023-05-31,29.71135643966621
2023-06-01,31.796363909116472
2023-06-02,35.966378848016994
2023-06-03,39.61514191955495
2023-06-04,42.22140125636778
2023-06-05,31.275112041753907
2023-06-06,32.31761577647904
2023-06-07,30.232608307028777
2023-06-08,33.36011951120417
2023-06-09,33.36011951120417
2023-06-10,39.093890052192386
2023-06-11,41.17889752164265
2023-06-12,31.796363909116472
2023-06-13,32.8388676438416
2023-06-14,31.275112041753907
2023-06-15,32.31761577647904
2023-06-16,33.88137137856673
2023-06-17,38.57263818482982
2023-06-18,39.61514191955495
2023-06-19,31.796363909116472
2023-06-20,31.275112041753907
2023-06-21,29.71135643966621
2023-06-22,31.796363909116472
2023-06-23,33.36011951120417
2023-06-24,37.53013445010469
2023-06-25,42.22140125636778
2023-06-26,32.8388676438416
2023-06-27,37.008882582742125
2023-06-28,38.57263818482982
2023-06-29,40.136393786917516
2023-06-30,41.17889752164265
2023-07-01,43.26390499109291
2023-07-02,47.955171797355995
2023-07-03,38.051386317467255
2023-07-04,45.870164327905734
2023-07-05,39.61514191955495
2023-07-06,36.48763071537956
2023-07-07,37.008882582742125
2023-07-08,42.22140125636778
2023-07-09,43.26390499109291
2023-07-10,32.31761577647904
2023-07-11,31.796363909116472
2023-07-12,33.36011951120417
2023-07-13,32.31761577647904
2023-07-14,34.923875113291864
2023-07-15,38.051386317467255
2023-07-16,41.17889752164265
2023-07-17,32.8388676438416
2023-07-18,31.275112041753907
2023-07-19,33.88137137856673
2023-07-20,33.36011951120417
2023-07-21,34.923875113291864
2023-07-22,40.136393786917516
2023-07-23,43.78515685845547
2023-07-24,32.31761577647904
2023-07-25,33.36011951120417
2023-07-26,30.232608307028777
2023-07-27,34.4026232459293
2023-07-28,34.4026232459293
2023-07-29,40.65764565428008
2023-07-30,42.22140125636778
2023-07-31,31.796363909116472
2023-08-01,35.44512698065443
2023-08-02,34.4026232459293
2023-08-03,36.48763071537956
2023-08-04,38.051386317467255
2023-08-05,41.17889752164265
2023-08-06,44.30640872581804
2023-08-07,33.36011951120417
2023-08-08,34.923875113291864
2023-08-09,35.966378848016994
2023-08-10,34.923875113291864
2023-08-11,37.53013445010469
2023-08-12,40.65764565428008
2023-08-13,44.8276605931806
2023-08-14,32.31761577647904
2023-08-15,37.008882582742125
2023-08-16,37.008882582742125
2023-08-17,35.44512698065443
2023-08-18,34.4026232459293
2023-08-19,41.17889752164265
2023-08-20,43.26390499109291
2023-08-21,30.232608307028777
2023-08-22,32.31761577647904
2023-08-23,30.232608307028777
2023-08-24,29.71135643966621
2023-08-25,32.31761577647904
2023-08-26,38.051386317467255
2023-08-27,43.26390499109291
2023-08-28,27.62634897021595
2023-08-29,31.275112041753907
2023-08-30,29.71135643966621
2023-08-31,30.753860174391342
2023-09-01,34.4026232459293
2023-09-02,36.48763071537956
2023-09-03,38.57263818482982
2023-09-04,40.136393786917516
2023-09-05,29.71135643966621
2023-09-06,29.190104572303646
2023-09-07,30.232608307028777
2023-09-08,33.36011951120417
2023-09-09,40.136393786917516
2023-09-10,40.65764565428008
2023-09-11,28.147600837578516
2023-09-12,30.753860174391342
2023-09-13,28.66885270494108
2023-09-14,28.147600837578516
2023-09-15,31.796363909116472
2023-09-16,38.57263818482982
2023-09-17,38.57263818482982
2023-09-18,26.58384523549082
2023-09-19,27.105097102853385
2023-09-20,27.105097102853385
2023-09-21,29.190104572303646
2023-09-22,29.71135643966621
2023-09-23,35.44512698065443
2023-09-24,39.61514191955495
2023-09-25,26.58384523549082
2023-09-26,26.58384523549082
2023-09-27,27.105097102853385
2023-09-28,30.232608307028777
2023-09-29,31.275112041753907
2023-09-30,41.70014938900521
2023-10-01,41.17889752164265
2023-10-02,28.147600837578516
2023-10-03,27.62634897021595
2023-10-04,32.8388676438416
2023-10-05,31.796363909116472
2023-10-06,30.753860174391342
2023-10-07,35.966378848016994
2023-10-08,38.57263818482982
2023-10-09,27.62634897021595
2023-10-10,26.062593368128255
2023-10-11,26.58384523549082
2023-10-12,28.147600837578516
2023-10-13,30.232608307028777
2023-10-14,36.48763071537956
2023-10-15,37.53013445010469
2023-10-16,27.105097102853385
2023-10-17,27.105097102853385
2023-10-18,26.58384523549082
2023-10-19,28.147600837578516
2023-10-20,30.232608307028777
2023-10-21,37.53013445010469
2023-10-22,37.53013445010469
2023-10-23,26.062593368128255
2023-10-24,26.062593368128255
2023-10-25,26.062593368128255
2023-10-26,27.105097102853385
2023-10-27,29.190104572303646
2023-10-28,37.008882582742125
2023-10-29,37.53013445010469
2023-10-30,25.54134150076569
2023-10-31,24.498837766040563
2023-11-01,28.66885270494108
2023-11-02,26.062593368128255
2023-11-03,26.58384523549082
2023-11-04,35.44512698065443
2023-11-05,36.48763071537956
2023-11-06,25.54134150076569
2023-11-07,25.020089633403124
2023-11-08,25.020089633403124
2023-11-09,26.58384523549082
2023-11-10,28.66885270494108
2023-11-11,35.44512698065443
2023-11-12,33.88137137856673
2023-11-13,23.977585898677997
2023-11-14,22.4138302965903
2023-11-15,24.498837766040563
2023-11-16,25.54134150076569
2023-11-17,29.190104572303646
2023-11-18,33.88137137856673
2023-11-19,33.88137137856673
2023-11-20,25.54134150076569
2023-11-21,28.66885270494108
2023-11-22,31.275112041753907
2023-11-23,35.966378848016994
2023-11-24,24.498837766040563
2023-11-25,30.232608307028777
2023-11-26,32.8388676438416
2023-11-27,21.892578429227736
2023-11-28,24.498837766040563
2023-11-29,25.020089633403124
2023-11-30,25.020089633403124
2023-12-01,28.147600837578516
2023-12-02,33.88137137856673
2023-12-03,33.88137137856673
2023-12-04,24.498837766040563
2023-12-05,25.54134150076569
2023-12-06,26.58384523549082
2023-12-07,27.62634897021595
2023-12-08,26.58384523549082
2023-12-09,37.008882582742125
2023-12-10,35.44512698065443
2023-12-11,23.456334031315432
2023-12-12,25.020089633403124
2023-12-13,23.977585898677997
2023-12-14,26.58384523549082
2023-12-15,29.190104572303646
2023-12-16,34.4026232459293
2023-12-17,35.44512698065443
2023-12-18,25.020089633403124
2023-12-19,25.54134150076569
2023-12-20,28.66885270494108
2023-12-21,28.66885270494108
2023-12-22,31.796363909116472
2023-12-23,33.88137137856673
2023-12-24,41.17889752164265
2023-12-25,46.912668062630864
2023-12-26,35.44512698065443
2023-12-27,28.66885270494108
2023-12-28,31.796363909116472
2023-12-29,32.8388676438416
2023-12-30,35.966378848016994
2023-12-31,35.966378848016994
2024-01-01,52.12518673625651
2024-01-02,32.8388676438416
2024-01-03,27.62634897021595
2024-01-04,28.147600837578516
2024-01-05,28.66885270494108
2024-01-06,32.8388676438416
2024-01-07,33.88137137856673
2024-01-08,23.977585898677997
2024-01-09,24.498837766040563
2024-01-10,26.58384523549082
2024-01-11,27.62634897021595
2024-01-12,29.71135643966621
2024-01-13,33.36011951120417
2024-01-14,31.796363909116472
2024-01-15,29.71135643966621
2024-01-16,25.020089633403124
2024-01-17,25.020089633403124
2024-01-18,27.105097102853385
2024-01-19,28.147600837578516
2024-01-20,34.923875113291864
2024-01-21,38.051386317467255
2024-01-22,27.62634897021595
2024-01-23,27.105097102853385
2024-01-24,26.062593368128255
2024-01-25,27.62634897021595
2024-01-26,29.190104572303646
2024-01-27,34.4026232459293
2024-01-28,35.966378848016994
2024-01-29,27.105097102853385
2024-01-30,23.977585898677997
2024-01-31,26.062593368128255
2024-02-01,28.66885270494108
2024-02-02,28.66885270494108
2024-02-03,34.923875113291864
2024-02-04,34.923875113291864
2024-02-05,22.935082163952867
2024-02-06,22.4138302965903
2024-02-07,23.456334031315432
2024-02-08,25.020089633403124
2024-02-09,27.62634897021595
2024-02-10,37.53013445010469
2024-02-11,37.53013445010469
2024-02-12,24.498837766040563
2024-02-13,32.8388676438416
2024-02-14,28.66885270494108
2024-02-15,31.275112041753907
2024-02-16,36.48763071537956
2024-02-17,41.17889752164265
2024-02-18,42.22140125636778
2024-02-19,33.36011951120417
2024-02-20,29.190104572303646
2024-02-21,27.105097102853385
2024-02-22,27.62634897021595
2024-02-23,30.753860174391342
2024-02-24,38.57263818482982
2024-02-25,37.53013445010469
2024-02-26,27.105097102853385
2024-02-27,27.105097102853385
2024-02-28,29.190104572303646
2024-02-29,29.190104572303646
2024-03-01,30.232608307028777
2024-03-02,35.966378848016994
2024-03-03,39.093890052192386
2024-03-04,25.54134150076569
2024-03-05,24.498837766040563
2024-03-06,25.020089633403124
2024-03-07,25.54134150076569
2024-03-08,26.58384523549082
2024-03-09,34.4026232459293
2024-03-10,33.36011951120417
2024-03-11,25.54134150076569
2024-03-12,25.020089633403124
2024-03-13,24.498837766040563
2024-03-14,29.190104572303646
2024-03-15,29.190104572303646
2024-03-16,37.008882582742125
2024-03-17,38.051386317467255
2024-03-18,24.498837766040563
2024-03-19,25.54134150076569
2024-03-20,25.020089633403124
2024-03-21,28.147600837578516
2024-03-22,32.8388676438416
2024-03-23,39.093890052192386
2024-03-24,42.74265312373034
2024-03-25,28.66885270494108
2024-03-26,29.71135643966621
2024-03-27,30.232608307028777
2024-03-28,30.753860174391342
2024-03-29,33.36011951120417
2024-03-30,37.53013445010469
2024-03-31,43.26390499109291
2024-04-01,32.31761577647904
2024-04-02,27.62634897021595
2024-04-03,27.62634897021595
2024-04-04,29.71135643966621
2024-04-05,30.753860174391342
2024-04-06,34.923875113291864
2024-04-07,36.48763071537956
2024-04-08,24.498837766040563
2024-04-09,26.062593368128255
2024-04-10,26.58384523549082
2024-04-11,28.147600837578516
2024-04-12,30.232608307028777
2024-04-13,37.008882582742125
2024-04-14,38.57263818482982
2024-04-15,25.54134150076569
2024-04-16,27.105097102853385
2024-04-17,25.020089633403124
2024-04-18,27.105097102853385
2024-04-19,29.190104572303646
2024-04-20,37.53013445010469
2024-04-21,41.70014938900521
2024-04-22,26.58384523549082
2024-04-23,26.58384523549082
2024-04-24,27.105097102853385
2024-04-25,31.275112041753907
2024-04-26,31.796363909116472
2024-04-27,35.44512698065443
2024-04-28,40.136393786917516
2024-04-29,29.71135643966621
2024-04-30,28.147600837578516
2024-05-01,29.190104572303646
2024-05-02,30.753860174391342
2024-05-03,32.31761577647904
2024-05-04,37.53013445010469
2024-05-05,46.3914161952683
2024-05-06,28.66885270494108
2024-05-07,27.62634897021595
2024-05-08,26.58384523549082
2024-05-09,27.105097102853385
2024-05-10,28.147600837578516
2024-05-11,37.53013445010469
2024-05-12,35.44512698065443
2024-05-13,25.54134150076569
2024-05-14,28.147600837578516
2024-05-15,27.62634897021595
2024-05-16,26.58384523549082
2024-05-17,30.232608307028777
2024-05-18,35.966378848016994
2024-05-19,38.57263818482982
2024-05-20,27.62634897021595
2024-05-21,28.147600837578516
2024-05-22,27.105097102853385
2024-05-23,29.190104572303646
2024-05-24,32.8388676438416
2024-05-25,38.051386317467255
2024-05-26,37.008882582742125
2024-05-27,36.48763071537956
2024-05-28,29.71135643966621
2024-05-29,31.796363909116472
2024-05-30,35.44512698065443
2024-05-31,41.17889752164265
2024-06-01,44.8276605931806
2024-06-02,47.955171797355995
2024-06-03,33.36011951120417
2024-06-04,34.4026232459293
2024-06-05,32.8388676438416
2024-06-06,34.4026232459293
2024-06-07,35.44512698065443
2024-06-08,41.17889752164265
2024-06-09,42.22140125636778
2024-06-10,31.796363909116472
2024-06-11,32.31761577647904
2024-06-12,30.232608307028777
2024-06-13,32.8388676438416
2024-06-14,37.53013445010469
2024-06-15,39.093890052192386
2024-06-16,39.093890052192386
2024-06-17,28.147600837578516
2024-06-18,30.232608307028777
2024-06-19,31.275112041753907
2024-06-20,30.232608307028777
2024-06-21,33.88137137856673
2024-06-22,35.44512698065443
2024-06-23,38.57263818482982
2024-06-24,33.88137137856673
2024-06-25,32.8388676438416
2024-06-26,30.753860174391342
2024-06-27,33.88137137856673
2024-06-28,34.923875113291864
2024-06-29,38.57263818482982
2024-06-30,39.61514191955495
2024-07-01,30.753860174391342
2024-07-02,30.753860174391342
2024-07-03,31.275112041753907
2024-07-04,42.74265312373034
2024-07-05,40.136393786917516
2024-07-06,34.4026232459293
2024-07-07,40.136393786917516
2024-07-08,28.66885270494108
2024-07-09,30.232608307028777
2024-07-10,31.275112041753907
2024-07-11,31.796363909116472
2024-07-12,32.31761577647904
2024-07-13,36.48763071537956
2024-07-14,38.051386317467255
2024-07-15,29.71135643966621
2024-07-16,31.796363909116472
2024-07-17,29.71135643966621
2024-07-18,32.31761577647904
2024-07-19,38.051386317467255
2024-07-20,42.22140125636778
2024-07-21,44.30640872581804
2024-07-22,33.88137137856673
2024-07-23,33.88137137856673
2024-07-24,33.36011951120417
2024-07-25,36.48763071537956
2024-07-26,38.051386317467255
2024-07-27,39.61514191955495
2024-07-28,45.34891246054317
2024-07-29,34.923875113291864
2024-07-30,33.88137137856673
2024-07-31,34.4026232459293
2024-08-01,34.4026232459293
2024-08-02,36.48763071537956
2024-08-03,41.17889752164265
2024-08-04,42.74265312373034
2024-08-05,32.31761577647904
2024-08-06,31.275112041753907
2024-08-07,30.753860174391342
2024-08-08,32.8388676438416
2024-08-09,34.923875113291864
2024-08-10,39.61514191955495
2024-08-11,43.26390499109291
2024-08-12,33.36011951120417
2024-08-13,39.61514191955495
2024-08-14,35.44512698065443
2024-08-15,40.65764565428008
2024-08-16,37.53013445010469
2024-08-17,43.78515685845547
2024-08-18,42.59990825545346
2024-08-19,30.661508906579236
2024-08-20,31.205182596175028
2024-08-21,30.117835216983444
2024-08-22,30.944556662493746
2024-08-23,33.923551044153996
2024-08-24,39.077240184197414
2024-08-25,42.59990825545346
2024-08-26,29.574161527387652
2024-08-27,29.03048783779186
2024-08-28,28.769861904110577
2024-08-29,29.574161527387652
2024-08-30,33.923551044153996
2024-08-31,39.077240184197414
2024-09-01,42.882956011367966
2024-09-02,40.7082612529848
2024-09-03,31.48823035208954
2024-09-04,30.400882972897953
2024-09-05,29.85720928330216
2024-09-06,30.400882972897953
2024-09-07,38.81661425051613
2024-09-08,37.98989280500583
2024-09-09,27.138840835323194
2024-09-10,26.5951671457274
2024-09-11,25.507819766535818
2024-09-12,26.5951671457274
2024-09-13,30.117835216983444
2024-09-14,35.815198046622655
2024-09-15,37.185593181728755
2024-09-16,24.420472387344233
2024-09-17,25.474298032305942
2024-09-18,25.474298032305942
2024-09-19,27.73868007962203
2024-09-20,28.87087110328007
2024-09-21,37.362303780715386
2024-09-22,37.362303780715386
2024-09-23,26.606489055963984
2024-09-24,25.474298032305942
